cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18,elem_19,elem_20,elem_21,elem_22,elem_23,elem_24
36,Hawdon Crawley,Crawley,Lidy Crawley,Crawlcey avenue,ns Crawley,Crnwley,Lndy Crawley,Crawlcey,Laly Crawley,"Lsdy
Crawley",Crasley,cr,,,,,,,,,,,,,
37,St. George's,St. George's Hospital,Dearest George,"St.
Gcorge's",,,,,,,,,,,,,,,,,,,,,
38,Londou,Babylon,Yon'rc,Malonys,Long Acre,Loulon,Curzon,Hawaon,iu London,London,Longwood,Londonderry,nlone,the City of London,yong,Loudon,YAGABOND,Yonder,LONDON,london,wonld,nona,,,
39,Anelia,Machiavellian,Inlia,melia,Cecilia,livcd,Auelia,Lndy Amelia,Amelia,MAmelia,Goliah,lelia,Mmelia,Aielia,Armelia,Mmeli,Aelia,Melia,,,,,,,
40,IL,Pilt,hpril,Ile,Mutila,IILRO,Ili,Ilnr,Nile,THIE P1YIILY,Cupil,il,Goneril,,,,,,,,,,,,
41,Schiool,Chiswick,chino,China,Finchley,china,Chcltenam,,,,,,,,,,,,,,,,,,
42,thou,Houri,thosc,Thomson,hounls,withont,Bagshot,Soho,,,,,,,,,,,,,,,,,
43,Reheecca,Rebeecn,Rebeecca,Rebecn,RBebecca,Rebecec,Ilebecca,Rebecca,Rzebecca,"Rebeccas
snid",Rcecca,Quebec,Rebcecca,Rcbecca,aske Rebecca,Ilcbecca,Rebeeca,HRebecca,Hebecca,Rector,Recbecca,Rlebecca,Bebecca,lebecca,llebeccn
44,"like,-declarig",Charing,the Latin Grammar,rI,Marin,Pineries,Margate,Mareh,Maraschino,Armada,Sainut Martin's,Firin,WY,,,,,,,,,,,,
45,Iront,Lntin,Continent,Maintenon,bce sentimcntal,Bantings,Pnrlinmcnt,"their eonfidential servants,-so",,,,,,,,,,,,,,,,,
46,Hollyock,Bullock,Bulloeks,Shylock,Mliss lBullock,Bulloeck,,,,,,,,,,,,,,,,,,,
47,Ms'am,Ma'am,Mammn,Bramah,,,,,,,,,,,,,,,,,,,,,
48,Bronet,Brompton,Roehampton,Bromptou,hBrompton,Rome,,,,,,,,,,,,,,,,,,,
49,Barbar,Bart,Baronet,HIoggarty,Darton,,,,,,,,,,,,,,,,,,,,
50,Sultan,Britannia,Brittany,Vnnity,Brienne,Neapolitan,Britain,Panitatan,Nenpelitan,Hritannia,Titania,,,,,,,,,,,,,,
51,"dnys,-",cn lny,ny,Albany,nys,Sundny,mny,Ny,"ceremony,-I",Eny,,,,,,,,,,,,,,,
52,IIammerlown,Jupiter,Waterloo,Wterloo,Booterstown,Blooms-,awarl,Bayswater,,,,,,,,,,,,,,,,,
53,Kalydor,realy,oaly,Laly Emily,abrond libcrally,Laly,Ialy,Italy,Al,Vnuslall,Bogglywollah,Polal,lalies,Dalilah,,,,,,,,,,,
54,the New Road,the Arabian Nights,the Bay,the Red Baook,the Blaek Hole,the Magic Flute,the Boule d'Or,Sheba,,,,,,,,,,,,,,,,,
55,History,HIorroeks,Io,froek,ks,,,,,,,,,,,,,,,,,,,,
56,Corporal,York,Concord,Gcorgy,Cork,Turkey,Corsicnn,New York,,,,,,,,,,,,,,,,,
57,Briglton,Knightsbridge,Brighton,lrighton,,,,,,,,,,,,,,,,,,,,,
58,Pompeii,Rio Janeiro,EI,Aeis,Begleitung,,,,,,,,,,,,,,,,,,,,
59,yoursell,Hussell,Russell squre,Brussels,Russell,RBussell-square,Brssels,,,,,,,,,,,,,,,,,,
60,Guarsmmn,mn,nursemnid,Iromn,Mnrquis,Mn,Cnlumny,,,,,,,,,,,,,,,,,,
61,"tlc
East India Company's",Irdia,India,Indisn,India1,Iudia,the Chickasaw Indians,Indin,bDidn't,Borodino,Edinburgh,East India,Iatin,,,,,,,,,,,,
62,Denmark,Parc,Hyde Park,Park,"Park
Lane",paragon,ark,Paris,Transpareney,Park lLane,Hyle Park,,,,,,,,,,,,,,
63,Seeretary,meditatiaon,Bierstadt,Iereditary,bDixonary,Sereuities,Batavier,,,,,,,,,,,,,,,,,,
64,ns sle,ns,Consul,ns wc,bucekskins,sunshine ns,Brunswick,,,,,,,,,,,,,,,,,,
65,Jabotiire,sospiri,Impire,Empire,IM,tres spirituelle,,,,,,,,,,,,,,,,,,,
66,Perigord,Peerage,Eerybody,Perhnps,Peer,personasge,Persia,chieerful,Opera,,,,,,,,,,,,,,,,
67,"Stillbrook, Becky",Iecky,Beeky,Decky,IBecky,Rcbecea,Becky,Beocky,Bccky,lecky,,,,,,,,,,,,,,,
68,IA,ia,Jemia,MrIao,"ia
1

2",Miaria,MIaras,Siberia,Maria,Iamily,Whitefriars,Vittoria,Egeria,Bulgaria,,,,,,,,,,,
69,Dresden,Denth,Hardenberg,Enrl,denr,Bnden,cnrls,yenr,Denr,golden auburn,Minden,,,,,,,,,,,,,,
70,Us,Stadthnus,Snuf,Venus,hwve yoeu,Silenus,Avernus,Yenus,,,,,,,,,,,,,,,,,
71,Dobbinu,ye Dob,Dob,Dobin,Dobbin,Abingdon,Dolbin,,,,,,,,,,,,,,,,,,
72,Fuir,Vanity Fuir,YANITY AIR,May Fuir,Vanity,,,,,,,,,,,,,,,,,,,,
73,"iittlo
linner",Inn,linnr,inn,Inn of,Trnncis,,,,,,,,,,,,,,,,,,,
74,P.S.,M.P.,M.P,,,,,,,,,,,,,,,,,,,,,,
75,NoEL,Rel Seas,Jovel,Felthm,mel,EL,Smithfield,Camberwell,Elba,anele,"fell,-she",Indeel,nnswerel,,,,,,,,,,,,
76,Omplle,LLxE,LLLLE,calle,nolle,Hall,Yon'll,Hnll,Mlelulla,,,,,,,,,,,,,,,,
77,Munich,Richmond,Richnond,Jericho,Richelieu,,,,,,,,,,,,,,,,,,,,
78,Jovc,Major,Meejor,Msjor,Nsjor,,,,,,,,,,,,,,,,,,,,
79,Wildbad,"Baden
Baden",Baden,Wiesbaden,,,,,,,,,,,,,,,,,,,,,
80,kc,Fakce,,,,,,,,,,,,,,,,,,,,,,,
81,daya,nda,Mirnnda,Belinda,Dundas,nnd,Buuday,,,,,,,,,,,,,,,,,,
82,accompanicd,Salamanca,Mahometan,pomatum,oman,Manton,swan,Mango,Manchester,Cracksman,Manmma,,,,,,,,,,,,,,
83,South-,Southdowu,"Lady
Southdown's",Soutludown,Lorlsouthdown,,,,,,,,,,,,,,,,,,,,
84,Dubliu,bDulin,Dublin,Dnblin,,,,,,,,,,,,,,,,,,,,,
85,St.,St. James's,St. Johu's,St. Achenl,Icst,St. Just,Lsdy Steyue,stueco,,,,,,,,,,,,,,,,,
86,the West End,West Indian,West India,the West Indies,West Indies,"the West
Eul-Capting Ragg",the West Indics,the West Inies,Thavies Inn,Lndies,the West Inlies,,,,,,,,,,,,,,
87,thcm iu,thcm,Athcns,thc kingdom,,,,,,,,,,,,,,,,,,,,,
88,Holborn,Hornby,Hodlsor,Hornsey,lBoth,,,,,,,,,,,,,,,,,,,,
89,Schliisselback,Lnglish,Mls,lis cen,Mliss,kiss,Oliseick,Miss.,,,,,,,,,,,,,,,,,
90,grin-'`Brazil,AZ,Brazil,brazil,,,,,,,,,,,,,,,,,,,,,
91,Cambridge,Cumbrilge,Cnnbridge,Brilge,,,,,,,,,,,,,,,,,,,,,
92,WHICII JO3 TAKEs,CIII9WICK,WHICII,WRICII,whiceh,,,,,,,,,,,,,,,,,,,,
93,Ocean,Egnlite Orleans,bDean,Orleans,lEarl,Orlenns,New Orleans,,,,,,,,,,,,,,,,,,
94,Zwieback,eWIy,"aD OIWIE
lL",Dulwich,WI,Bgwig,,,,,,,,,,,,,,,,,,,
95,Molyneus,Iahimo,mo thie,Moscow,mo,Mozurt,Montmoreucy,,,,,,,,,,,,,,,,,,
96,Coventry,"Coventry
Island","South Sen
Islands",Coventry Island,,,,,,,,,,,,,,,,,,,,,
97,Fulam Road West,nwe,eWe,ACESIO8a,Cowes,Fuddleston,Westminster,Miesty,Wet,West,Wesleyan,Destiny,Stubbles,West End,West End Swell,Lewes,,,,,,,,,
98,lEurope,Humbourg-Schlippensehloppen,Lurope,Europe,,,,,,,,,,,,,,,,,,,,,
99,Cuptain,Cnptsin,"Cnptain
Dobbsin",obtainel,Captsin,Dobbsin,Cnaptain,,,,,,,,,,,,,,,,,,
100,Glorina,Glorvinn,Glorvina,Ballinasloe,Lordslip,,,,,,,,,,,,,,,,,,,,
101,Ricketts,TT,Gazette,Cutts,Pitt,Debrett,,,,,,,,,,,,,,,,,,,
102,wy,Belgravia,Belginns,Belgium iu,Belgium,,,,,,,,,,,,,,,,,,,,
103,Sovecreign,Soereign,Dover,Sovereigns,,,,,,,,,,,,,,,,,,,,,
104,Mlaleira,Mndeira,Maleira,Madeira,Glenmalony,Mal,,,,,,,,,,,,,,,,,,,
105,"Yis
l
l
- .","rv
l","L
l
e.","L
L","Lf
L",,,,,,,,,,,,,,,,,,,,
106,papa2,Japan,Bonaparty,Pompadour,A20,,,,,,,,,,,,,,,,,,,,
107,Snch,Trenck,Frenchwoan,Frenchmen,Frenchi,Freneh,Trssarenc,Frenchmnan,,,,,,,,,,,,,,,,,
108,Mt,LE-----7s,"L
-a--",----LLf,x--,,,,,,,,,,,,,,,,,,,,
109,Rlorence,Providence,Magnificent,Ience,Florence,societ,Lncken,St. Vincent's,Valencicnnes,Vienna,,,,,,,,,,,,,,,
110,Amnelin,a few lincs,Mmelin,Amelin,Camelot,Aelin,Amelina,,,,,,,,,,,,,,,,,,
111,Goernorship,Ladyslip,Lnadyship,Ladyship,Lorlship,,,,,,,,,,,,,,,,,,,,
112,Charlotte hnd,Charlotte,Euarl,,,,,,,,,,,,,,,,,,,,,,
113,MIonsieur Isidor,Monsieur,Isidor,Monsieur Isidor,Monseineur,,,,,,,,,,,,,,,,,,,,
114,Binkie,pubkic,Binkic,pekin,,,,,,,,,,,,,,,,,,,,,
115,Liverpool,Colonies,Mlonplaisir,Nnpoleon,Colony,Polonis,Udolplo,Prinee Polonia's,,,,,,,,,,,,,,,,,
116,the MIadras Rouds,Mairas,Madrns,wasa,Madrs,Madras,Mndras,,,,,,,,,,,,,,,,,,
117,linendraer,Puppets,Trafalgar,Peterwaralin,Peterwaradin,,,,,,,,,,,,,,,,,,,,
118,Club,quurtera,Luura,Lnura,,,,,,,,,,,,,,,,,,,,,
119,know-,Cape Town,Glowry,O'Dow,Dowsger,OW,Moseow,,,,,,,,,,,,,,,,,,
120,Faro,Marquuis,Maakou,Marouis,Cimarosa,Marquisl,Louis,,,,,,,,,,,,,,,,,,
121,nh pa-ages,nhl,NH,,,,,,,,,,,,,,,,,,,,,,
122,"L

l
-'Y","L 
ti

e:",L W,nucl wickeder,,,,,,,,,,,,,,,,,,,,,
123,Alderney,Derby,Desert,Loder,Podder,,,,,,,,,,,,,,,,,,,,
124,Iodon,"Hawdon
nnd",llawdon,Don Juan,kawdon,do't,Rnwdon,wdon,Armageddon,Rawdon,,,,,,,,,,,,,,,
125,"night,-and","suffers,-and","Jos,-and",Jos,,,,,,,,,,,,,,,,,,,,,
126,thie City,tle City,Litfe Gurds,the City:,"the City, Sir",ths City,thc city,the City,the Fre City of JudenstuIt,tle City nt,us City,1he city,City,thce city,,,,,,,,,,,
127,Asia,rufs,Prussin,the Russian Order of Sint Nicholas,Ilussia,Russia,,,,,,,,,,,,,,,,,,,
128,deeorum,Cnptain George Osborue,SB,Osbome,Oslorue,Osborue,,,,,,,,,,,,,,,,,,,
129,tn,Tn,Notn,,,,,,,,,,,,,,,,,,,,,,
130,hepherd,Oystherstown,whitherP,the Pariser Hof,nnother,"the ivory
hamer",the St. Leger,Therc,wherc,brother--,,,,,,,,,,,,,,,
131,Lcipzig,slc,Slc,,,,,,,,,,,,,,,,,,,,,,
132,Md,MD,mde,,,,,,,,,,,,,,,,,,,,,,
133,St. Helena,Suint Helena,Saint Jean,Saint Helena,Saint IIelena,Nassau,,,,,,,,,,,,,,,,,,,
134,the Ring of yde Park,the Peerage of Ireland,the Valley of Diamonds,the Mnrquis of,the dark sea,the Artlur of her day,UK,the Insuranee Offios,the Duke of Orleans,the Prince of Wales,,,,,,,,,,,,,,,
135,Funey,Steyne,Spooney,Boney,bont,,,,,,,,,,,,,,,,,,,,
136,Prague,Jemima,Good Gol,Coguac,bDemagogue,,,,,,,,,,,,,,,,,,,,
137,Portansherry,Shetland,Portlnnd Place,Sootland,Scotland,Portland,,,,,,,,,,,,,,,,,,,
138,IIERO,Troy,IHERO,whero,Neamero,Rotterdam,YERY,ero,HEERO,Servt,,,,,,,,,,,,,,,
139,Bethesda Place,Moira Plaee,Pulaee,plaee,M1AEPIEA,,,,,,,,,,,,,,,,,,,,
140,"Bois de
Boulogne",Boulognef,Bois de Boulogne,British Boulogne,Cologne,Boulogne,,,,,,,,,,,,,,,,,,,
141,mistrees,Curzon Street,"Half Moon
Street",Threadneedle,Beek,seeret,Threadneedle Street,ahre,"onee
ore",Hart Street,Bicetre,Baker Street,postre,Greenwich,Greek Street,Notre,,,,,,,,,
142,Surrey,curcao,Trcasurer,Cashmere,,,,,,,,,,,,,,,,,,,,,
143,New Gnunt-street,Great Gaunt-,Great Gaunt Strcet,Gaunt Street,Grcat Gaunt Street,Great Britain,Great Gaunt Street,,,,,,,,,,,,,,,,,,
144,Yorkshire,Hampshire,Crmrthenshire,Buckinghamshire,Devonshire,IInmpshire,Somersetshire,Wiltshire,Iphigenia,HIampshire,Hnmshire,Iapshire,IIampshire,HIE0,,,,,,,,,,,
145,DBruges,rouge,Bruges,,,,,,,,,,,,,,,,,,,,,,
146,Jena,Ghent,Caven-,Burschen,Grosvenor,heaen,Blenheim,Henven,Caen,Slnve,,,,,,,,,,,,,,,
147,Bombay,dasys,Sambo,Bombasy,,,,,,,,,,,,,,,,,,,,,
148,Gauut,Eaut,Butc,Aud,auut,,,,,,,,,,,,,,,,,,,,
149,anl,Nanoleon,Canada,Rowlnand,husbanl,nanl,,,,,,,,,,,,,,,,,,,
150,Ramsgate,braten,d'h6te,Ostend,Potentate,States,Potztauscnd-Donncrwetter,,,,,,,,,,,,,,,,,,
151,Temple,Emm,motley,gentlemnan.,Methusalem,Butler,Ems,tlem,"tlem ofl
302",,,,,,,,,,,,,,,,
152,It'as,Ritles,Ites,"itl
A",Fitzjurld,itl,,,,,,,,,,,,,,,,,,,
153,llebccca,Hnd Relccca's,Ielccca,Rebccca,Relecca,Relccca,,,,,,,,,,,,,,,,,,,
154,Cannes,Pharaoh,Caradori,Caradoes,,,,,,,,,,,,,,,,,,,,,
155,St. Peter's,"St.
aul's",St. Paneras,St. Paul's,,,,,,,,,,,,,,,,,,,,,
156,respecetful virgin,"Lcicester
Bquare",Esq,1squnire,Esquire,,,,,,,,,,,,,,,,,,,,
157,Slingstone,Islington,Wellingtons,Wcllington,Wellington,,,,,,,,,,,,,,,,,,,,
158,"Bouleard de
Gand",beaux,Bordeaux,,,,,,,,,,,,,,,,,,,,,,
159,chnmbermaid,Spuain,Spain,HOAI,Iaithful,Jamaic,YANIY AI,hai,Trail,Jais,AI,,,,,,,,,,,,,,
160,Iirst,aflairs tn,Montmirail,Mi,Tours,MIrs.,Fairs,MIrs,"Wapping Old
Btairs",,,,,,,,,,,,,,,,
161,St. Kitt's,W. T.'a,Saint Kitts,St. Kitts,,,,,,,,,,,,,,,,,,,,,
162,MIichael,Cape,pcrhaps,Chapelle,Chapels,,,,,,,,,,,,,,,,,,,,
163,cople,Naples,Leeds,Blecss,Legaey,ie.ele g-s,the Ale-Verle,Wales,Leipzig,pule,Wlere,HLEBO,wonlerful,Lederlung,LE,Cackle,,,,,,,,,
164,II.R.II,XXII,XVII,Louis XVIII,LVI,"MD COIIDMTtAD
--IIIYr","L
II",XVIII,,,,,,,,,,,,,,,,,
