cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12
77,Grande,Candeia,girandola,,,,,,,,,,
78,dornas,Chinas,Qnom,ruinas,Ina,,,,,,,,
79,céo azul,metro partiu-lho uma aza,Barba Azul,es,,,,,,,,,
80,"quasi
odiento","quasi
caveira",Quasi,,,,,,,,,,
81,elle lhas,porto delle,ello,elle,volta delle,,,,,,,,
82,fui-mo,fúra,voluntario,Pés,Vol,I vol,,,,,,,
83,olla,Serra da Estrella,nella,g'ellas,,,,,,,,,
84,fôra,mévinagre,Alemtejo,Tigre,alegre,Alegre,,,,,,,
85,Clara do Reza-,Manél da Clara do Rezadeira,Clara,Clara do Rezadoira,"Clara de
Rezedeira","Clara do
Trepadeira",,,,,,,
86,"proprio
Diabo em pessôa !",Hãde,"una
pessõa",pessõas,Crédo,,,,,,,,
87,bemaventurança,França,,,,,,,,,,,
