cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18
50,contér,tôr comnosco,Longa,Continuará,Contos,,,,,,,,,,,,,,
51,Esquecia,Marques,Marquez-,,,,,,,,,,,,,,,,
52,tristeza,Paris,materialisar,Triste,,,,,,,,,,,,,,,
53,amnito serena,sen bonito bigode,sen bonito,,,,,,,,,,,,,,,,
54,grande chapéo,"sen
chapéo",Pés,chapéo,,,,,,,,,,,,,,,
55,sabbat,céo azul,Barba Azul,,,,,,,,,,,,,,,,
56,"quasi
caveira",lua,Quasi,"quasi
odiento",,,,,,,,,,,,,,,
57,Eolheto,Ihe,Olhe,Olho-o,Dizialhe,,,,,,,,,,,,,,
58,hade sahir,Sahi,Dahi,Sahira,ahi,sahir,Sahir,,,,,,,,,,,,
59,porto delle,Auto da « Sebenta,santo Deus,Santo Deus,,,,,,,,,,,,,,,
60,Peniche...,Chico,pequenino,Peniche,,,,,,,,,,,,,,,
61,escrevaninha portugal,Morgado,em Portugal,n'Portugal,Importa-me,portugal,,,,,,,,,,,,,
62,Tenho,se-,Nosso Senhor,"Senhorã
dos Verdes",Senhora Condessa,Senhora,Senhorã,,,,,,,,,,,,
63,Soror Angelica,normalisou,"Seror
Manoel",Soror Magyoela,Soror Manoel,"Soror
Manoel",Soror,,,,,,,,,,,,
64,Veja-lhe,Pa-,Veja-a,,,,,,,,,,,,,,,,
65,Tearão,Ilte,Alemtejo,Tejo,,,,,,,,,,,,,,,
66,lugubre,Repreensões,Desprender,Premia,pre,,,,,,,,,,,,,,
67,Poeta Saudade,Hãde,Saudades do Ceu,saude,Claudea,,,,,,,,,,,,,,
68,volta delle,vonva,voluntario,Vou,I vol,Viol,Vol,,,,,,,,,,,,
69,& cova,dôce,dôco,,,,,,,,,,,,,,,,
