cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18,elem_19,elem_20,elem_21,elem_22,elem_23,elem_24
92,Rubens,l'Aube,conseil général de l'Aube,Aube,,,,,,,,,,,,,,,,,,,,,
93,l'Amérique,l'Amérique du Sud,Américains,Amérique,,,,,,,,,,,,,,,,,,,,,
94,Mille,Æcharmilles,ille,Vazeille,Travaillez,s’éveille,Milles,volaille,corbeillesde,Lille,,,,,,,,,,,,,,,
95,Mile Marthe,Mlle Marthe,Marthe,,,,,,,,,,,,,,,,,,,,,,
96,fiacre,ter le fiacre,nacre,,,,,,,,,,,,,,,,,,,,,,
97,Troplong,Longjumeau,,,,,,,,,,,,,,,,,,,,,,,
98,Suède,Rumfort,rue Rumfort,Rochefort,brume,,,,,,,,,,,,,,,,,,,,
99,Grammont,"Mont-
charron",Montebello,Montagne,Mont,Montreuil-Nantua,Pharamond,Aspremont,"Pié-\
mont",Montpensier,Mondor,Lacédémone,Montez,la Daumont,Montataire,,,,,,,,,,
100,Dar,la Seine,La Seine,hein,Seine,,,,,,,,,,,,,,,,,,,,
101,Gironalé,"rue
Coq-Héron",Coqg-Héron,Ro-,Bohème,Rose Bron,Boutron,Trocadéro,Rond-Point,,,,,,,,,,,,,,,,
102,Mois,Sois,Meois,,,,,,,,,,,,,,,,,,,,,,
103,LU,Mience,Conférence,Régence,Mieté,Providence,,,,,,,,,,,,,,,,,,,
104,Écoutez,Houte,Foute,Æs,Ecoutez,Mazas,,,,,,,,,,,,,,,,,,,
105,Métour,Tournelle,la Tournelle,Tournez,Letourneur,prnez,,,,,,,,,,,,,,,,,,,
106,wagon,BH HG,,,,,,,,,,,,,,,,,,,,,,,
107,Suisse,Jui,suischagrin,suisse,Pâlisserie,b----,Suissesse,,,,,,,,,,,,,,,,,,
108,Anda-,Andalouse,L'Andalouse,Vous,,,,,,,,,,,,,,,,,,,,,
109,perse,Per=,gris-perle,,,,,,,,,,,,,,,,,,,,,,
110,s’endormant,Mormans,Normandes,mans,Mans,wun,,,,,,,,,,,,,,,,,,,
111,Vatnaz,La Vatnaz,Ile Vatnaz,Va,Mile Vatnaz,,,,,,,,,,,,,,,,,,,,
112,Lim,bal des Tuileries,Tuile-,dôme des Tuileries,Ï,Tuileries,Hrôle,ux Tuileries,jardin des Tuileries,,,,,,,,,,,,,,,,
113,bois de Boulogne,Pologne,la Pologne,Bouloi,Boulogne,Loulou,,,,,,,,,,,,,,,,,,,
114,Trois-Frères-Provençaux,"Trois-
wrères-Provençaux",wrères-Provençaux,"rue
de Provence",Provençaux,,,,,,,,,,,,,,,,,,,,
115,Jonc,Poncif,Dijon,,,,,,,,,,,,,,,,,,,,,,
116,Paraguay,Appar,reparul,D,Parly,,,,,,,,,,,,,,,,,,,,
117,Rs,Salut,Salons,Grand Salon,Salon,,,,,,,,,,,,,,,,,,,,
118,st,Injustice,Clubstick,,,,,,,,,,,,,,,,,,,,,,
119,Ma-,Beaux-Arts,Dagneaux,Peaux-Rouges,ws’,Forchambeaux,Mrinceaux,Beauté,,,,,,,,,,,,,,,,,
120,M. de,M. de Cisy,,,,,,,,,,,,,,,,,,,,,,,
121,hôtel de Nantes,Mdivertissante,Mante,Jant,Bacchante,Panthéon,Jante,rue Fromanteau,Fromanteau,Quarante,,,,,,,,,,,,,,,
122,Chaïlly,côte de Chaïlly,haïllons.r,,,,,,,,,,,,,,,,,,,,,,
123,languir,Languedoc,,,,,,,,,,,,,,,,,,,,,,,
124,paria,Parisien,d’York,Paris,vêque de Paris,,,,,,,,,,,,,,,,,,,,
125,Californie,Aumales,caleçon,Bengale,Palerme,,,,,,,,,,,,,,,,,,,,
126,"vi-
Mages",Cerfs,Vi-,Provi-,el,,,,,,,,,,,,,,,,,,,,
127,Hauteville,Villenauxe,Vaudeville,Sainville,Grémonville,Séville,Tibi,vila,Hôtel-de-Ville,Ne Gate,Surville,Villeneuve-l'Archevèque,Fouquier-Tinville,Belleville,,,,,,,,,,,
128,Gare,"garcon
Æse",Shakspeare,,,,,,,,,,,,,,,,,,,,,,
129,Orléans,galerie d'Orléans,Lélia,bannissement des d'Orléans,,,,,,,,,,,,,,,,,,,,,
130,Changar-,As,Changarnier,Change,Ar-,,,,,,,,,,,,,,,,,,,,
131,buis,Mipuis,Douis,,,,,,,,,,,,,,,,,,,,,,
132,Vive,lat,Législative,,,,,,,,,,,,,,,,,,,,,,
133,Gotha,edingote,Margot,,,,,,,,,,,,,,,,,,,,,,
134,upporter,HeBortez,Sortez,,,,,,,,,,,,,,,,,,,,,,
135,Constantinople,Jons,jurisconsulle,Minons,Bonsoir,Hurons,Châlons,Cupidons,Considérant,Conservatoire,Monseï,Ons’,,,,,,,,,,,,,
136,Egalité,Autorité,Cité,Unité,,,,,,,,,,,,,,,,,,,,,
137,le Pays,rue Paradis,Paradis,rue de Paradis,Rue Paradis,Prado,,,,,,,,,,,,,,,,,,,
138,boulevard de l'Hôpital,soulevant@æ,bouleversa,"boulevard des
Mapucines",boulevards des Gobelins,oulez,RD  Pe 2,,,,,,,,,,,,,,,,,,
139,antichambre,Chambrion,Chambres,Ambrecicourt,Chambre,seuil de l’antichambre,Chambre des députés,Mchambre,Fantichambre,,,,,,,,,,,,,,,,
140,Fumichon,tricorne,Richelieu,Autrichien,arboriculm,Autrichiens,,,,,,,,,,,,,,,,,,,
141,Prusse,Russe,P,Russes,sesi,Russie,,,,,,,,,,,,,,,,,,,
142,Parlotte,Marlotte,Delmar,,,,,,,,,,,,,,,,,,,,,,
143,jusqu’,qu’,Bac,,,,,,,,,,,,,,,,,,,,,,
144,Sénécal,"4

Sénécal",Séné-,porte Sénécal,continua Sénécal,notre Sénécal !,,,,,,,,,,,,,,,,,,,
145,Morgue,Moruit,Morelly,Moreau,,,,,,,,,,,,,,,,,,,,,
146,Châtillon,Postillom,Apollonie,Postillon russe,postillon,tillon,,,,,,,,,,,,,,,,,,,
147,La Fougère,Sourdun,Véfour,Pour-,,,,,,,,,,,,,,,,,,,,,
148,chaperon,Chapeau,,,,,,,,,,,,,,,,,,,,,,,
149,Louvre,dôme du Louvre,collections du Louvre,Au Louvre,In,au Louvre,,,,,,,,,,,,,,,,,,,
150,Whiffres,Restez,Vêpres,Presse,ferme de Presles,Premières,Presles,Pre,,,,,,,,,,,,,,,,,
151,dre,Mrdres,Hydre,Dre,,,,,,,,,,,,,,,,,,,,,
152,Carpentras,Entrez,entr’,Rentrons,Mont les ventres,,,,,,,,,,,,,,,,,,,,
153,Démocratie,Poitiers,quartier Breda,Thiers,Ltiers,Portier,Canonniers,lesofficiers,,,,,,,,,,,,,,,,,
154,Citoyen s’,Moyens,Le Citoyen,le Citoyen,Ru,Voyez,Citoyen,co=,Citoyens,,,,,,,,,,,,,,,,
155,Rossini,"des-
sin",gasin,sinthe,Cousin,Singu-,,,,,,,,,,,,,,,,,,,
156,HR,Mson,d’un songe,"VI

Son",Odry,PE dé be Sont!,,,,,,,,,,,,,,,,,,,
157,Omin,Comines,cines,,,,,,,,,,,,,,,,,,,,,,
158,Blanqui,vqui,Mqui,,,,,,,,,,,,,,,,,,,,,,
159,Arc de triomphe un cheval mort,Arc de triomphe et la grande avenue,Arc de triomphe,,,,,,,,,,,,,,,,,,,,,,
160,porte Saint-Denis,BE,rue Saint-Dominique,rue Saint-Anne,rue Saint-Honoré,rue Saint-Victor,boulevard Saint-Denis,rue Saint-Denis,rue Saint-Jacques,de Saint-Denis,rue Saint-Hyacinthe,,,,,,,,,,,,,,
161,Pradier,Burrieu,"Hôtél-
Dieu",Ohé,Adieu,irrévencieux,Ca=+,,,,,,,,,,,,,,,,,,
162,rue Saint-Martin,porn,Porte-Saint-Martin,porte Saint-Martin,faubourg Saint-Martin,théâtre de la Porte-Saint-Martin,,,,,,,,,,,,,,,,,,,
163,Saint-François,quai Saint-Bernard,Saint-Gervais,Saint-Valéry,Saint-Marceau,Saint-Jacques,Saint-Cloud,"Saint
Ferdinand",Saint-Honoré,Saint-Paul,Saint-Nicolas,Saint-Simon,"Saint-Satur-""
nin",Saint-Anne,Saint-,Saint-Germain,Mont-Saint-Michel,Saint-Roch,notre Saint-Père,Saint-Louis,Saint-Antoine,Saintonge,île Saint-Louis,Saint-Thomas,chapelle Saint-Satur-
164,Nogentais,Nogent-sur-Seine,Nogent,Léloges,Pargent,,,,,,,,,,,,,,,,,,,,
165,rue Transnonain,hôtel de la rue Tronchet,rue Tronchet,Ur,,,,,,,,,,,,,,,,,,,,,
166,Rosanetle,Rosannette,Osage,Rosanelte,Rosanette,Mcompagnie de Rosanette,Rosa-,,,,,,,,,,,,,,,,,,
167,reveni,sxes,Anis,Venise,,,,,,,,,,,,,,,,,,,,,
168,Empoigne,empoignè==,Impossible,Savigny,"poi-ù
trine",,,,,,,,,,,,,,,,,,,,
169,brigand,Brie,Bri=,,,,,,,,,,,,,,,,,,,,,,
170,Syloro,causér,Muséum,murmus,,,,,,,,,,,,,,,,,,,,,
171,Archevêque,Opéra,mœopathie,Hiérarchie,,,,,,,,,,,,,,,,,,,,,
172,pagnon,Espagnolet,l'Espagne,Espagnol,d'Espagne,Espagne,Reynolds,,,,,,,,,,,,,,,,,,
173,Préfecture de police,Le Ture,"Magis-
Mature",Ture,Turcs,Bture,,,,,,,,,,,,,,,,,,,
174,théätre,SE,théâtre Bobino,"la der-f
nière lettre du mot",théâtre du,,,,,,,,,,,,,,,,,,,,
175,bles,Îles prunelles ardentes,iglesia,Îles,Île,,,,,,,,,,,,,,,,,,,,
176,Rendez,Prends,Comprenez,Attends,,,,,,,,,,,,,,,,,,,,,
177,Mabitudes,Mesdames,Dess,W,Armes,Ormes,Dest,Desde,Desolmes,Hespérides,"®-
mes enfants",,,,,,,,,,,,,,
178,Balandard,hasta,Las,falbalast,Balaruc,,,,,,,,,,,,,,,,,,,,
179,Républiquelh,notre République,"République b

me paraît vieille",République,République b,,,,,,,,,,,,,,,,,,,,
180,"porte
Maillot",Mail,Maillot,Gaillon,geail,place Gaillon,Chaillot,,,,,,,,,,,,,,,,,,
181,Charivari,QU,Variétés,Lovarias,samovars,,,,,,,,,,,,,,,,,,,,
182,la Croix-Rousse,"Croix-
des-Petits-Champs et du Bouloi",Woix,Dunod,Croix-,Melacroix,,,,,,,,,,,,,,,,,,,
183,État,Etat,Étretat,,,,,,,,,,,,,,,,,,,,,,
184,Vénus,bois de Crancé,Adjugé,"Don Juan

de Molière",Vénus de Milo,,,,,,,,,,,,,,,,,,,,
185,Mitre,Ministre,Gare aù lustre!,Unlustre,Lplus,,,,,,,,,,,,,,,,,,,,
186,nn dôme,Mtes,Jardin des Plantes,Jardin des plantes,,,,,,,,,,,,,,,,,,,,,
187,A Bray,Bravo,Mbravade,Bray,,,,,,,,,,,,,,,,,,,,,
188,damas,Banque,Maman,Salamanque,Isle,,,,,,,,,,,,,,,,,,,,
189,san,bonds,Er,san bond,,,,,,,,,,,,,,,,,,,,,
190,Avocat,B,Catau,Atala,,,,,,,,,,,,,,,,,,,,,
191,Leloir,Lpouvait,Pouce,Pouvoir,vorouva,,,,,,,,,,,,,,,,,,,,
192,Meinte,Sainte-Pélagie,Fe,Sainte-Geneviève,Sainte-,"Sainte-
Chapelle",rue Sainte-Anne,,,,,,,,,,,,,,,,,,
193,Filly,un@,Chantilly,Andilly,Billy,Neuilly,Trône,,,,,,,,,,,,,,,,,,
194,carre-,Arrêtez,Arrêté,,,,,,,,,,,,,,,,,,,,,,
195,com,communauté M,Vicomte,comle,,,,,,,,,,,,,,,,,,,,,
196,Ro,punch,manche,la manche,,,,,,,,,,,,,,,,,,,,,
197,Aïnsi,beancans,Sanson,expansif,,,,,,,,,,,,,,,,,,,,,
198,Aulnay,Pays,mer M. des Aulnays,Aulnays,,,,,,,,,,,,,,,,,,,,,
199,Ibérien,Algérie,Série,,,,,,,,,,,,,,,,,,,,,,
200,d'Italie,fl,l'Italie,Italiens,italie,"Pologne el
italie",Italienne,RY,Chevalier,Italie,,,,,,,,,,,,,,,
201,Creil,Ilest,rueil,Corbeil,"F
Eile",Gilet,ile,Eile,le soleil,,,,,,,,,,,,,,,,
202,Iéna,"Er

u'

L'",ete er N,,,,,,,,,,,,,,,,,,,,,,
203,Vational,défectuo=-,Révélation,Désubalternisation,ÉDUCOTION,Direction,Inquisition,,,,,,,,,,,,,,,,,,
204,port de Montereau,Valle-de-Montereau,Montereau,,,,,,,,,,,,,,,,,,,,,,
205,M,Pie,Pierrot,jura,,,,,,,,,,,,,,,,,,,,,
206,ger,Moulin-Rouge,Auger,,,,,,,,,,,,,,,,,,,,,,
207,Grange-Batelière,Grands,orang-outang,pau,rangè-#e,Etranger !,,,,,,,,,,,,,,,,,,,
208,t’'empêche,l'Empire,Empire,m’,,,,,,,,,,,,,,,,,,,,,
209,Barcelone,Corromps,carbonaro,miarole,Laromiguière,Barbès,Roméo,Barom,Baron,,,,,,,,,,,,,,,,
210,trouverez,Ver,Vésuve,Auvergne,Fouvens,mouve-M,Gou,Gouver-,Ver-,,,,,,,,,,,,,,,,
211,rue Montmartre,Chartres,Montmartre,martre,boulevard Montmartre,,,,,,,,,,,,,,,,,,,,
212,Cygne de la Croix,rue de la Ferme et de la rue Tronchet,statue de la Liberté,rue de l’Arcade,rue de l'Empereur,pont de la Boucherie,rue de la Paix,Art et de la Nature !,porte de l'Alhambra,bêtise de la Ligne,collège de Sens,"tic-tac de la
pendule",seuil de la lorette,fe L,rue de Laval,rue de la Ferme,rue de la Harpe,,,,,,,,
213,Esséniens,Amiens,Wien,Vharmacien,Laliens,Sens,Tiens,égyptiens,Tiensh,curaçao,Deviens,,,,,,,,,,,,,,
214,Mouffetard,passage Jouffroy,Anjou,Godefroy,Jouffroy,,,,,,,,,,,,,,,,,,,,
215,Mamartine,weconnut Martinon,rue Caumartin,Martinon,tinu,,,,,,,,,,,,,,,,,,,,
216,oCcäs,Occupez,,,,,,,,,,,,,,,,,,,,,,,
217,Ee,croyais,Bréa,Hébés,rue Royale,croyait}.,,,,,,,,,,,,,,,,,,,
218,Angleterre,s’exalter,Mar terre,Let,gleterre,,,,,,,,,,,,,,,,,,,,
219,Flacourt,Nonancour,nankin,Cléry,Cour,coucou,Nonancourt,,,,,,,,,,,,,,,,,,
220,Mevise,tamise,Père-Lachaise,Ise,,,,,,,,,,,,,,,,,,,,,
221,Gauloises,Larsillois,Gaulois,"di

Un",,,,,,,,,,,,,,,,,,,,,
222,Benedicite,Venez,Genève,Geneviève,,,,,,,,,,,,,,,,,,,,,
223,quai Voltaire,Le Vicaire,"sanc-
tuaire",Piaire,,,,,,,,,,,,,,,,,,,,,
224,Maré-,"la Maré-
chale",la Maré-,,,,,,,,,,,,,,,,,,,,,,
225,Châteauroux,le Château-d'Eau,"Château
d'Eau",Château-d'Eau,,,,,,,,,,,,,,,,,,,,,
226,"se-
maine",Mai-,horaines,ain,Fontainebleau,Comaing,convaineus,._.,Comédie humaine !,maine,Lorraine,,,,,,,,,,,,,,
227,Inde,Londres,Baslin,Flandres,lindre,s’étreindre,,,,,,,,,,,,,,,,,,,
228,commanderas ton ca,Hollande,Irlandais,Guirlande,,,,,,,,,,,,,,,,,,,,,
229,Burs,Meurs,Onleur,Fleurs,,,,,,,,,,,,,,,,,,,,,
230,la Bretagne,Bretagne,kaolin de Bretagne,,,,,,,,,,,,,,,,,,,,,,
231,Hongrie,verier,fier,Négrier,,,,,,,,,,,,,,,,,,,,,
232,Jetrottoir,ttrotioir,Troyes,trot,Proté-,,,,,,,,,,,,,,,,,,,,
233,Fr,Art éndustriel,Unindustriel,Art industriel,Artindustriel,,,,,,,,,,,,,,,,,,,,
234,Corroboraient,Mécoupaient,Maient,,,,,,,,,,,,,,,,,,,,,,
235,champagne,campagn,Champagne,,,,,,,,,,,,,,,,,,,,,,
236,cuyde,place du Marché,Marché,rue du Marché-aux-,Mare-aux-Fées,Marché-aux-,,,,,,,,,,,,,,,,,,,
237,le Rhin,Rhin,Philosophie,Sphinx,,,,,,,,,,,,,,,,,,,,,
238,Halles,alluma,lez,Allemagne,salle-des-fêtes,Allemand,s’,Allez,,,,,,,,,,,,,,,,,
239,Liban,rue Joubert,Berlin,Liberté,Bertinaux,,,,,,,,,,,,,,,,,,,,
240,Quels,Quelqu,Queltasde,Lque,Quelquefois,Quelques-,,,,,,,,,,,,,,,,,,,
241,Frane,créances,Franks,vo,La France,affranchiront,Sois france,la France,uatre-vingts mille francs !,Crancé,Collège de France,de France,France,lip-fraoli,,,,,,,,,,,
242,Joux,Luoux,Ledoux,È,Pidoux,,,,,,,,,,,,,,,,,,,,
243,ER,,,,,,,,,,,,,,,,,,,,,,,,
244,Gardes,Meudon,Garde-Meubles,Garde-Meuble,,,,,,,,,,,,,,,,,,,,,
245,A,etle,Etle,,,,,,,,,,,,,,,,,,,,,,
246,Lisy,Gisy,Cisy,,,,,,,,,,,,,,,,,,,,,,
247,Précep,Percepteur,l’'examinateur,Docteur,Acceptez,Prési-,Précepteur,,,,,,,,,,,,,,,,,,
248,æwhasse,Masselin,Mpas,Assis,Passe,,,,,,,,,,,,,,,,,,,,
