cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18,elem_19,elem_20,elem_21,elem_22,elem_23,elem_24,elem_25,elem_26,elem_27,elem_28
91,faubourg Poissonnière,Polisson,Poissonnière,rue Paradis-Poissonnière,,,,,,,,,,,,,,,,,,,,,,,,,
92,bois de Crancé,M. de Cisy,Cisy,M. de,,,,,,,,,,,,,,,,,,,,,,,,,
93,Arc de triomphe,Arc de triomphe un cheval mort,Arc de triomphe et la grande avenue,,,,,,,,,,,,,,,,,,,,,,,,,,
94,Chapeau,ap-=,chaperon,Peaux-Rouges,Shakspeare,,,,,,,,,,,,,,,,,,,,,,,,
95,Cercle,Palerme,Clerc,Clere,Srecle,ler,,,,,,,,,,,,,,,,,,,,,,,
96,Bouloi,Pologne,bois de Boulogne,Loulou,Boulogne,la Pologne,,,,,,,,,,,,,,,,,,,,,,,
97,Brasseur,s’embras-,l’'embrasser,l’'embrassàät,s’'embrassent,,,,,,,,,,,,,,,,,,,,,,,,
98,bal des Tuileries,Tuile-,Tuileries,dôme des Tuileries,jardin des Tuileries,ux Tuileries,,,,,,,,,,,,,,,,,,,,,,,
99,Muet,murmus,MU,Muséum,,,,,,,,,,,,,,,,,,,,,,,,,
100,Osage,Wlavantages,Sauvagesse,saus,"vi-
Mages",Femme-Sauvage,,,,,,,,,,,,,,,,,,,,,,,
101,Comines,co=,commanderas ton ca,com,communauté M,Vicomte,CO,comle,Corromps,,,,,,,,,,,,,,,,,,,,
102,Mlle Marthe,Barthélemy,Marthe,Mile Marthe,,,,,,,,,,,,,,,,,,,,,,,,,
103,Change,Ar-,Changar-,Changarnier,,,,,,,,,,,,,,,,,,,,,,,,,
104,Ibérien,causér,Série,Algérie,,,,,,,,,,,,,,,,,,,,,,,,,
105,théätre,théâtre Bobino,théâtre du,Bobino,,,,,,,,,,,,,,,,,,,,,,,,,
106,quai d'Orsay,Corse,Orsay,Rs,,,,,,,,,,,,,,,,,,,,,,,,,
107,Fleurs,W,Onleur,fl,Meurs,,,,,,,,,,,,,,,,,,,,,,,,
108,l’'éduca-,L’,l’,,,,,,,,,,,,,,,,,,,,,,,,,,
109,Prusse,Russe,Russes,Russie,,,,,,,,,,,,,,,,,,,,,,,,,
110,Pussardier,Æs,Picardie,Dussardier,Froissard,Dussar-,Poissarde,,,,,,,,,,,,,,,,,,,,,,
111,Coqg-Héron,"rue
Coq-Héron",,,,,,,,,,,,,,,,,,,,,,,,,,,
112,Lplus,Clubstick,voluplueux,Lu,LU,elub,,,,,,,,,,,,,,,,,,,,,,,
113,Montereau,Valle-de-Montereau,Moreau,port de Montereau,,,,,,,,,,,,,,,,,,,,,,,,,
114,Roï,Hippodrome,Ro-,Roméo,Ro,Mroite,Rome,Trocadéro,rouen,Rose Bron,Syloro,,,,,,,,,,,,,,,,,,
115,"Château
d'Eau",Châte-,Château-d'Eau,Châtelet,Châteauroux,le Château-d'Eau,,,,,,,,,,,,,,,,,,,,,,,
116,Chambord,Cham-,Cham,Alham-,Champs-,Béchamel,Forchambeaux,,,,,,,,,,,,,,,,,,,,,,
117,Gorge-au-Loup,fau-m,Figu-,Au- P,Fu-,Aujeu,au-,au-#,pau,hau-0,"Gau-
therot",Au-,,,,,,,,,,,,,,,,,
118,Saint-Cloud,Saint-Gervais,île Saint-Louis,Saint-Valéry,Saint-Anne,chapelle Saint-Satur-,Saint-Roch,notre Saint-Père,Saint-Paul,Sainte-,Saint-Louis,"Saint
Ferdinand",Sainte-Pélagie,Saint-François,Saint-,quai Saint-Bernard,Saint-Thomas,Saint-Nicolas,Saint-Jacques,rue Saint-Hyacinthe,"Saint-Satur-""
nin",Saint-Germain,Saint-Simon,Mont-Saint-Michel,Saint-Marceau,Saintonge,Saint-Honoré,Saint-Antoine,"Sainte-
Chapelle"
119,d’,d’York,York,,,,,,,,,,,,,,,,,,,,,,,,,,
120,Pays,le Pays,RD  Pe 2,,,,,,,,,,,,,,,,,,,,,,,,,,
121,Reynolds,Espagnolet,pagnon,F,pagnie,l'Espagne,Espagnol,d'Espagne,Espagne,,,,,,,,,,,,,,,,,,,,
122,Es-tu,As-tu,As-tu cent,,,,,,,,,,,,,,,,,,,,,,,,,,
123,place Gaillon,geail,Chaillot,Mail,Maillot,Gaillon,"porte
Maillot",,,,,,,,,,,,,,,,,,,,,,
124,rue du Marché-aux-,Marché-aux-,place du Marché,Beaux-Arts,Mare-aux-Fées,Marché,,,,,,,,,,,,,,,,,,,,,,,
125,Pâlisserie,Suissesse,Suisse,suischagrin,suisse,,,,,,,,,,,,,,,,,,,,,,,,
126,pälir,lip-fraoli,D,Lil,im,Lélia,Lim,,,,,,,,,,,,,,,,,,,,,,
127,Conférence,Mieté,irrévencieux,Régence,Mience,O,,,,,,,,,,,,,,,,,,,,,,,
128,Provi-,"rue
de Provence",Providence,,,,,,,,,,,,,,,,,,,,,,,,,,
129,Trois,Trois-,Trois-Maries,Trois-Rois,,,,,,,,,,,,,,,,,,,,,,,,,
130,manche,punch,la manche,,,,,,,,,,,,,,,,,,,,,,,,,,
131,Charte,Partout,Art,HeBortez,Parthénon,Partez,partez,Sortez,,,,,,,,,,,,,,,,,,,,,
132,madras,Madrid,Heudras,Adjugé,,,,,,,,,,,,,,,,,,,,,,,,,
133,Vanneroy,Per=,ger,perse,Auger,Cerfs,bercé,Er,fier,verier,Ver-,Mlivrer,Liberté,Ver,"Er

u'

L'",ete er N,ER,,,,,,,,,,,,
134,"abbé
Cœur",jura,curaçao,Burs,Ur,NURRT,,,,,,,,,,,,,,,,,,,,,,,
135,conversa-bs,"conversa-bs
tion",Monversations,,,,,,,,,,,,,,,,,,,,,,,,,,
136,Mouffetard,passage Jouffroy,Jouffroy,Anjou,Godefroy,,,,,,,,,,,,,,,,,,,,,,,,
137,Piaire,hôtel des Affaires-Étrangères,quai Voltaire,Affaires-,Le Vicaire,Maffaire,,,,,,,,,,,,,,,,,,,,,,,
138,vila,Norvins,vie?Il,Vive,VI,Savigny,Vi-,,,,,,,,,,,,,,,,,,,,,,
139,BH HG,au Havre,Havrais,du Havre,le Havre,Hâvre,gare du Havre,,,,,,,,,,,,,,,,,,,,,,
140,Gouvernement,Gouver-,Gouverne-,Le Gouvernement,mouve-M,Caverne-des- Brigands,Vésuve,Auvergne,trouverez,Gouvernem,Fouvens,Gou,,,,,,,,,,,,,,,,,
141,Ablon,Grand Salon,Salut,Salon,Salons,Longjumeau,,,,,,,,,,,,,,,,,,,,,,,
142,ÉDUCOTION,Gironalé,Révélation,Vational,Désubalternisation,Direction,,,,,,,,,,,,,,,,,,,,,,,
143,breuse,Lreuls,moar M. Dambreuse,fosse de M. Dambreuse,Gueuse,Mieuse,Ambreuse,Dambreuses,hôtel Dambreuse,,,,,,,,,,,,,,,,,,,,
144,cuenta nu-n,Doucement,senti=-,Wwalentissait,sentan,Vraiment,SENTIMENTALE,ÉDUCATION SENTIMENTALE,sermentde,"ÉDUCATION SENTIMENTALE

Quelquefois",Présentez,"ÉDUCATION SENTIMENTALE

Ligne",ÉDUCATION SENTIMENTALE A1,,,,,,,,,,,,,,,,
145,Béarnais,Œrnais,Connais,Bourbonnais,Lamennais,Havanais,,,,,,,,,,,,,,,,,,,,,,,
146,Woix,Melacroix,croisales,Croix-,la Croix-Rousse,"Croix-
des-Petits-Champs et du Bouloi",,,,,,,,,,,,,,,,,,,,,,,
147,& Madeleine,Madeleine,Made-,,,,,,,,,,,,,,,,,,,,,,,,,,
148,ligne du Nord,Dunod,du Nord,Nord,,,,,,,,,,,,,,,,,,,,,,,,,
149,We,paria,Ï,Appar,Variétés,vêque de Paris,A,Paris,Charivari,Parisien,,,,,,,,,,,,,,,,,,,
150,Sphinx,le Rhin,Rhin,,,,,,,,,,,,,,,,,,,,,,,,,,
151,Artindustriel,Art industriel,Unindustriel,Art éndustriel,,,,,,,,,,,,,,,,,,,,,,,,,
152,colonne de Juillet,Vazeille,Séville,Mille,Canaiïlle,Hôtel-de-Ville,corbeillesde,Æcharmilles,Vaudeville,Villeneuve-l'Archevèque,".——.

LL",Milles,volaille,Grémonville,Hauteville,Sainville,Lille,Belleville,s’éveille,Surville,ille,Etille,Canailles,Fouquier-Tinville,Villenauxe,Travaillez,,,
153,Pardon,"ha-
ward",Allard,Savoyard,Gare,Mhasard,Gaspardo,"garcon
Æse",Gardes,gard,,,,,,,,,,,,,,,,,,,
154,Châlons,ctâle,châle,,,,,,,,,,,,,,,,,,,,,,,,,,
155,Jardin des Plantes,Jardin des plantes,nn dôme,,,,,,,,,,,,,,,,,,,,,,,,,,
156,Belle-n,jurisconsulle,rue Bellefond,Pelle,el,Bellevue,nelle,Mlle,lâquelle,Celles,Belle-,Morelly,a-t-ellenr,Te rappelles,Nouvelles,Fortelle,Pelle-,Elle,Pellerin,Pellerin.-,Bagatelle,àelle,Leloir,,,,,,
157,Berlin,Aube,Beauté,Bengale,l'Aube,Be,BE,,,,,,,,,,,,,,,,,,,,,,
158,défectuo=-,fe L,Fe,Mfeu,Fe n—.-,,,,,,,,,,,,,,,,,,,,,,,,
159,rue Jacob,rue Transnonain,rue de Laval,rue d'Anjou,rue Joubert,collège de Sens,rue du Bac,rue de l’Arcade,rue des Martyrs,rue Soufflot,rue de Valois,rue de Chabrol,rue de Bréda,rue de Rivoli,rue de Richelieu,rue Duphot,rue d',rue de l'Empereur,rue Dauphine,rue de Fleurus,rue de,rue de Marbœuf,rue Descartes,,,,,,
160,Ee,EE,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,Ile Vatnaz,La Vatnaz,Mile Vatnaz,Vatnaz,,,,,,,,,,,,,,,,,,,,,,,,,
162,Pargent,Nogent-sur-Seine,Nogentais,Nogent,,,,,,,,,,,,,,,,,,,,,,,,,
163,Blanqui,Liban,Banque,Salamanque,,,,,,,,,,,,,,,,,,,,,,,,,
164,Elysées,"Champs-
Elysées",Lys,Champs-Élysées,,,,,,,,,,,,,,,,,,,,,,,,,
165,Savez,Vezou,Avez,Etavec,,,,,,,,,,,,,,,,,,,,,,,,,
166,Flacourt,coucou,Nonancourt,Pour-,Cousin,Ambrecicourt,Nonancour,Cour,Sourdun,Véfour,,,,,,,,,,,,,,,,,,,
167,Bouttevilain,Houte,Foute,Écoutez,Ecoutez,,,,,,,,,,,,,,,,,,,,,,,,
168,Prado,Adieu,Pradier,"Hôtél-
Dieu",,,,,,,,,,,,,,,,,,,,,,,,,
169,Esthétique,"damas rouge
Quatre domestiques",Btique,Belgique,Msique,Quoique,narcotiquemm,,,,,,,,,,,,,,,,,,,,,,
170,Odry,Oudry,Ivry,RY,Cléry,,,,,,,,,,,,,,,,,,,,,,,,
171,"des-
sin",Dess,dew,Mabitudes,cuyde,Suède,Desde,Dest,,,,,,,,,,,,,,,,,,,,,
172,Écolé,pont d’Arcole,Écoles,,,,,,,,,,,,,,,,,,,,,,,,,,
173,"di

Un",mero pueblo del mundo,brune,uneh,Lune,wun,Mucune,Mjaune,mune,un@,,,,,,,,,,,,,,,,,,,
174,musée de Versailles,sailles,bouleversa,Versailles,,,,,,,,,,,,,,,,,,,,,,,,,
175,Irlandais,languir,Hollande,Guirlande,,,,,,,,,,,,,,,,,,,,,,,,,
176,Corroboraient,Mécoupaient,Orientaux,Vharmacien,Maient,,,,,,,,,,,,,,,,,,,,,,,,
177,carre-,Arroux,Carrousel,"place du
Carrousel",Carousel,B,place du Carrousel,,,,,,,,,,,,,,,,,,,,,,
178,L'Andalouse,Anda-,Balandard,Andalouse,,,,,,,,,,,,,,,,,,,,,,,,,
179,uatre-vingts mille francs !,de France,affranchiront,Collège de France,Grands,Franks,Frane,La France,la France,créances,Fr,Crancé,France,Sois france,,,,,,,,,,,,,,,
180,Mitre,entr’,Rentrons,Carpentras,Entrez,Mont les ventres,,,,,,,,,,,,,,,,,,,,,,,
181,miarole,carbonaro,Barom,Barcelone,Baron,Barbès,,,,,,,,,,,,,,,,,,,,,,,
182,Muteuil,seuil du boudoir,teuil,Auteuil,,,,,,,,,,,,,,,,,,,,,,,,,
183,Ons’,Bonsoir,Hurons,Dijon,Considérant,Cupidons,Jons,Jonc,Aïnsi,Conservatoire,,,,,,,,,,,,,,,,,,,
184,Séné-,continua Sénécal,gènée,notre Sénécal !,Ca=+,"4

Sénécal",Sénécal,porte Sénécal,,,,,,,,,,,,,,,,,,,,,
185,Bertinaux,rue Caumartin,Constantinople,Mamartine,m’,Minons,weconnut Martinon,Martinon,,,,,,,,,,,,,,,,,,,,,
186,tenaim,la Renaissance,Renais-,Renaissance,,,,,,,,,,,,,,,,,,,,,,,,,
187,mêmt,Bohème,Ohé,Bohême,,,,,,,,,,,,,,,,,,,,,,,,,
188,Ga-,Mably,Ma-,Pa-,,,,,,,,,,,,,,,,,,,,,,,,,
189,Paradis,rue Paradis,Rue Paradis,rue de Paradis,,,,,,,,,,,,,,,,,,,,,,,,,
190,"République b

me paraît vieille",notre République,Lique,République b,République,Républiquelh,,,,,,,,,,,,,,,,,,,,,,,
191,Apollonie,etil,Postillom,Postillon russe,postillon,tillon,Etil,Châtillon,,,,,,,,,,,,,,,,,,,,,
192,Mqui,"quai Napo-
léon",qu’,jusqu’,QU,vqui,,,,,,,,,,,,,,,,,,,,,,,
193,"au-
tre","au-
res","Pénu-
rie","au-
re",,,,,,,,,,,,,,,,,,,,,,,,,
194,vo,rez-VOus,Vous,us,,,,,,,,,,,,,,,,,,,,,,,,,
195,Aulnay,mer M. des Aulnays,Aulnays,,,,,,,,,,,,,,,,,,,,,,,,,,
196,Bordeaux,Bordelaise,delan,Bordes,Bordelais,,,,,,,,,,,,,,,,,,,,,,,,
197,pont de la Boucherie,rue de la Paix,seuil de la lorette,statue de la Liberté,Cygne de la Croix,"la der-f
nière lettre du mot",bêtise de la Ligne,hôtel de la rue Tronchet,rue de la Ferme,rue Tronchet,Art et de la Nature !,rue de la Harpe,"tic-tac de la
pendule",rue de la Ferme et de la rue Tronchet,ferme de Presles,,,,,,,,,,,,,,
198,retou,Touw,outle,Toutle,,,,,,,,,,,,,,,,,,,,,,,,,
199,galerie d'Orléans,Orléans,bannissement des d'Orléans,,,,,,,,,,,,,,,,,,,,,,,,,,
200,conseil général de l'Aube,pont de la Concorde,"place de Van-
meroy",place de la Bourse,place de la Conæ,place de la Concorde,,,,,,,,,,,,,,,,,,,,,,,
201,Luxembourg,Bourse,turge,Hapsbourg,"Luxem-
“ourg",de Bourges,Bourges,,,,,,,,,,,,,,,,,,,,,,
202,"®-
mes enfants",Normandes,Armes,Ormes,,,,,,,,,,,,,,,,,,,,,,,,,
203,Mar terre,gleterre,Angleterre,,,,,,,,,,,,,,,,,,,,,,,,,,
204,bour de basque,Parquet,tesque,bosquet,Bouquet-,,,,,,,,,,,,,,,,,,,,,,,,
205,haïllons.r,Chaïlly,côte de Chaïlly,,,,,,,,,,,,,,,,,,,,,,,,,,
206,Mevise,SE,tamise,Venise,Père-Lachaise,Ise,,,,,,,,,,,,,,,,,,,,,,,
207,Iéna,Vénus de Milo,Vénus,,,,,,,,,,,,,,,,,,,,,,,,,,
208,François,Comédie-Française,Théâtre-Français,Miyança,Buzançais,Française,"Révo-
lution française",Français,,,,,,,,,,,,,,,,,,,,,
209,Gauloises,Larsillois,Gaulois,,,,,,,,,,,,,,,,,,,,,,,,,,
210,La Polonaise,Polonais,Polonaise,,,,,,,,,,,,,,,,,,,,,,,,,,
211,Portier,lesofficiers,Canonniers,Thiers,quartier Breda,Ltiers,Poitiers,,,,,,,,,,,,,,,,,,,,,,
212,l'Europe,Eure,l'Eure,,,,,,,,,,,,,,,,,,,,,,,,,,
213,Censure,serrure,Aure,Turcs,bor augure,Etun,turbotière,Ù,Bture,Préfecture de police,"Magis-
Mature",Le Ture,Ture,Turque,,,,,,,,,,,,,,,
214,Deslau-,Deslauriers,Dulaure,Deslauri,,,,,,,,,,,,,,,,,,,,,,,,,
215,Île,Naples,Îles prunelles ardentes,bles,Aumales,iglesia,Îles,,,,,,,,,,,,,,,,,,,,,,
216,reveni,Venez,Genève,Sainte-Geneviève,Geneviève,,,,,,,,,,,,,,,,,,,,,,,,
