cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18,elem_19,elem_20,elem_21,elem_22,elem_23,elem_24
41.0,Mlivrer,Sèvres,Ivry,Hâvre,Enivrez,,,,,,,,,,,,,,,,,,,,
42.0,Saint-Gervais,Saint-François,Saint-,Saint-Jacques,Saint-Simon,chapelle Saint-Satur-,Saint-Paul,île Saint-Louis,Saint-Anne,Saint-Thomas,notre Saint-Père,Saint-Cloud,Saint-Antoine,Saint-Honoré,quai Saint-Bernard,Saint-Marceau,Saint-Louis,Saint-Germain,"Saint-Satur-""
nin",Saint-Nicolas,Saintonge,"Saint
Ferdinand",Saint-Valéry,Mont-Saint-Michel,Saint-Roch
43.0,rez-VOus,Vous,rez,,,,,,,,,,,,,,,,,,,,,,
44.0,au-,hau-0,au-#,fau-m,Au-,Au- P,,,,,,,,,,,,,,,,,,,
45.0,Vatnaz,Ile Vatnaz,Mile Vatnaz,La Vatnaz,,,,,,,,,,,,,,,,,,,,,
46.0,Paris,paria,vêque de Paris,reparul,Appar,Parisien,,,,,,,,,,,,,,,,,,,
47.0,"Don Juan

de Molière",Vénus de Milo,Vénus,,,,,,,,,,,,,,,,,,,,,,
48.0,Mondor,Pharamond,,,,,,,,,,,,,,,,,,,,,,,
49.0,ete er N,"Er

u'

L'",,,,,,,,,,,,,,,,,,,,,,,
50.0,Percepteur,Docteur,l’'examinateur,Précepteur,Précep,Acceptez,,,,,,,,,,,,,,,,,,,
51.0,"Hôtél-
Dieu",Mcôté,Adieu,,,,,,,,,,,,,,,,,,,,,,
52.0,Anglais,Anglaise,glais,,,,,,,,,,,,,,,,,,,,,,
53.0,fe L,Fe n—.-,,,,,,,,,,,,,,,,,,,,,,,
54.0,Ise,Père-Lachaise,tamise,Mevise,,,,,,,,,,,,,,,,,,,,,
55.0,esprit-de-vin,Ilreprit,Lreuls,,,,,,,,,,,,,,,,,,,,,,
56.0,Sauvagesse,Femme-Sauvage,saus,,,,,,,,,,,,,,,,,,,,,,
57.0,Odéon,Panthéon,,,,,,,,,,,,,,,,,,,,,,,
58.0,"quai Napo-
léon",quai d'Orsay,Orsay,,,,,,,,,,,,,,,,,,,,,,
59.0,Îles,iglesia,Île,Îles prunelles ardentes,,,,,,,,,,,,,,,,,,,,,
60.0,Muant,Lquante,Lquante-trois journaux,quan,Miquand,,,,,,,,,,,,,,,,,,,,
61.0,Écolé,Écoles,Colosse,,,,,,,,,,,,,,,,,,,,,,
62.0,léclara,Varaud,Lara,héclara,,,,,,,,,,,,,,,,,,,,,
63.0,Gotha,edingote,Margot,,,,,,,,,,,,,,,,,,,,,,
64.0,Gouvernement,Gouverne-,Le Gouvernement,Gouvernem,,,,,,,,,,,,,,,,,,,,,
65.0,Paraguay,rue de Paradis,rue Paradis,Rue Paradis,Paradis,,,,,,,,,,,,,,,,,,,,
66.0,Belle-n,Nouvelles,Fortelle,Pelle-,Elle,Celles,Te rappelles,Pellerin,nelle,Pelle,lâquelle,àelle,Bagatelle,Pellerin.-,rue Bellefond,Belle-,a-t-ellenr,Bellevue,,,,,,,
67.0,vqui,Mqui,,,,,,,,,,,,,,,,,,,,,,,
68.0,Aure,serrure,Dulaure,,,,,,,,,,,,,,,,,,,,,,
69.0,théätre,Mitre,Ministre,,,,,,,,,,,,,,,,,,,,,,
70.0,Hussonnet-,Hussonnet,,,,,,,,,,,,,,,,,,,,,,,
71.0,Cour,Nonancour,Nonancourt,Flacourt,nankin,,,,,,,,,,,,,,,,,,,,
72.0,Pardon,Meudon,Gaspardo,,,,,,,,,,,,,,,,,,,,,,
73.0,Dussar-,Dussardier,Picardie,Pussardier,,,,,,,,,,,,,,,,,,,,,
74.0,Notre-Dame-des-Victoires,Dame-des-Victoires,,,,,,,,,,,,,,,,,,,,,,,
75.0,châle,Châlons,ctâle,,,,,,,,,,,,,,,,,,,,,,
76.0,Per=,perse,gris-perle,,,,,,,,,,,,,,,,,,,,,,
77.0,Rossini,Impossible,Rose Bron,,,,,,,,,,,,,,,,,,,,,,
78.0,Pre,Vêpres,Presles,ferme de Presles,Premières,Whiffres,Presse,,,,,,,,,,,,,,,,,,
79.0,Larsillois,Maillot,Mail,geail,"porte
Maillot",Chaillot,,,,,,,,,,,,,,,,,,,
80.0,ux Tuileries,Tuile-,jardin des Tuileries,dôme des Tuileries,bal des Tuileries,Tuileries,,,,,,,,,,,,,,,,,,,
81.0,Naples,Temple,vempètré,,,,,,,,,,,,,,,,,,,,,,
82.0,Rosanelte,Rosa-,Rosanette,Rosannette,Rosanetle,,,,,,,,,,,,,,,,,,,,
83.0,gorge-de-pigeon,Gorge-au-Loup,,,,,,,,,,,,,,,,,,,,,,,
84.0,la Capitale,Capitale,Pitié,Capitaine,Capitalen,,,,,,,,,,,,,,,,,,,,
85.0,Opposi-,Oppo=,Prési-,,,,,,,,,,,,,,,,,,,,,,
86.0,Irez,retirez,Suriret,,,,,,,,,,,,,,,,,,,,,,
87.0,rangè-#e,Etranger !,orang-outang,Grange-Batelière,,,,,,,,,,,,,,,,,,,,,
88.0,sailles,musée de Versailles,Canailles,Canaiïlle,Versailles,Toscane,,,,,,,,,,,,,,,,,,,
89.0,Mrinceaux,Forchambeaux,Dagneaux,Beaux-Arts,Beauté,Peaux-Rouges,,,,,,,,,,,,,,,,,,,
90.0,com,Vicomte,communauté M,comle,,,,,,,,,,,,,,,,,,,,,
91.0,"4

Sénécal",porte Sénécal,Sénécal,continua Sénécal,notre Sénécal !,Séné-,,,,,,,,,,,,,,,,,,,
92.0,Ace,grimace,,,,,,,,,,,,,,,,,,,,,,,
93.0,Mois,Meois,Sois,,,,,,,,,,,,,,,,,,,,,,
94.0,Grammont,Montez,Montebello,Montreuil-Nantua,Mont,"Pié-\
mont",Montpensier,Mont les ventres,Montagne,la Daumont,"Mont-
charron",Saumon,Aspremont,,,,,,,,,,,,
95.0,Marast,falbalast,Las,Atala,Balaruc,,,,,,,,,,,,,,,,,,,,
96.0,Tues,Lesurques,Turque,,,,,,,,,,,,,,,,,,,,,,
97.0,Allard,Drouillard,Oui,,,,,,,,,,,,,,,,,,,,,,
98.0,delan,Bordelaise,Bordelais,Bordes,Bordeaux,,,,,,,,,,,,,,,,,,,,
99.0,Provi-,Providence,Vi-,,,,,,,,,,,,,,,,,,,,,,
100.0,"F
Eile",Eile,Creil,rueil,le soleil,,,,,,,,,,,,,,,,,,,,
101.0,haïllons.r,Chaïlly,côte de Chaïlly,,,,,,,,,,,,,,,,,,,,,,
102.0,causér,Muséum,murmus,,,,,,,,,,,,,,,,,,,,,,
103.0,Cham,Béchamel,Cham-,Alham-,,,,,,,,,,,,,,,,,,,,,
104.0,Attends,Rendez,Prends,Comprenez,,,,,,,,,,,,,,,,,,,,,
105.0,théâtre Bobino,Bobino,théâtre du,,,,,,,,,,,,,,,,,,,,,,
106.0,Wlavantages,\ivan,Osage,"vi-
Mages",Laval,,,,,,,,,,,,,,,,,,,,
107.0,champagne,Champagne,campagn,,,,,,,,,,,,,,,,,,,,,,
108.0,regagnantsa,Regardez,regardan,regardan®,,,,,,,,,,,,,,,,,,,,,
109.0,Châte-,châtaigners,Châtelet,,,,,,,,,,,,,,,,,,,,,,
110.0,Mbravade,Bravo,Avocat,,,,,,,,,,,,,,,,,,,,,,
111.0,statue de la Liberté,bêtise de la Ligne,Liberté,seuil de la lorette,,,,,,,,,,,,,,,,,,,,,
112.0,Vezou,Avez,Etavec,Savez,,,,,,,,,,,,,,,,,,,,,
113.0,Jette,violette,Mettes,chette,Gette,Mettez,lorette,Lcette,cetten,baïonnettes,,,,,,,,,,,,,,,
114.0,Geneviève,Sainte-Geneviève,Genève,,,,,,,,,,,,,,,,,,,,,,
115.0,Parlotte,Marlotte,Parly,,,,,,,,,,,,,,,,,,,,,,
116.0,faubourg Poissonnière,rue Paradis-Poissonnière,Poissonnière,"la der-f
nière lettre du mot",Polisson,turbotière,,,,,,,,,,,,,,,,,,,
117.0,Benedicite,Autorité,Cité,Egalité,Unité,,,,,,,,,,,,,,,,,,,,
118.0,salle-des-fêtes,Allemagne,Halles,lez,Allez,Allemand,alluma,,,,,,,,,,,,,,,,,,
119.0,Pécheur,cherie,cherchais,Cher,Boucher,Long-Rocher,coucher,cher,,,,,,,,,,,,,,,,,
120.0,port de Montereau,Montereau,Valle-de-Montereau,,,,,,,,,,,,,,,,,,,,,,
121.0,Fouvens,Vésuve,Ver,mouve-M,Gouver-,Auvergne,trouverez,Ver-,Gou,,,,,,,,,,,,,,,,
122.0,Bohême,Bohème,,,,,,,,,,,,,,,,,,,,,,,
123.0,Change,Changar-,Ar-,Changarnier,,,,,,,,,,,,,,,,,,,,,
124.0,"poi-ù
trine",Chine,Bains-Chinois,chine,Chinois,,,,,,,,,,,,,,,,,,,,
125.0,Quelqu,Quels,socques,Quelquefois,Quelques-,Queltasde,Lque,,,,,,,,,,,,,,,,,,
126.0,"rue de

Choiseul",Choiseul,"rue de
Choiseul",rue de Choiseul,,,,,,,,,,,,,,,,,,,,,
127.0,Melun,Gelui,Geluta,eGelui-,,,,,,,,,,,,,,,,,,,,,
128.0,Portier,fier,Ltiers,quartier Breda,Canonniers,Poitiers,lesofficiers,,,,,,,,,,,,,,,,,,
129.0,"rue
Coq-Héron",Coqg-Héron,,,,,,,,,,,,,,,,,,,,,,,
130.0,vila,Bouttevilain,Boutron,,,,,,,,,,,,,,,,,,,,,,
131.0,Comines,cines,Omin,,,,,,,,,,,,,,,,,,,,,,
132.0,L'Olympe,Olympe Regimbart,Regimbart,Flambart,RD  Pe 2,,,,,,,,,,,,,,,,,,,,
133.0,Sortez,HeBortez,upporter,,,,,,,,,,,,,,,,,,,,,,
134.0,Californie,caleçon,Bengale,Aumales,,,,,,,,,,,,,,,,,,,,,
135.0,Pont-Neuf,pont Royal,Dupont,pont Neuf,pont d’Arcole,Ponts,le Pont-Neuf,pont de Charenton,,,,,,,,,,,,,,,,,
136.0,turge,Hapsbourg,"Luxem-
“ourg",Luxembourg,Bourse,Bourges,de Bourges,,,,,,,,,,,,,,,,,,
137.0,croyait}.,croyais,,,,,,,,,,,,,,,,,,,,,,,
138.0,Mdivertissante,Jante,Mante,Jant,Bacchante,Quarante,,,,,,,,,,,,,,,,,,,
139.0,Rochefort,Rumfort,rue Rumfort,,,,,,,,,,,,,,,,,,,,,,
140.0,Boulogne,bois de Boulogne,Loulou,Bouloi,,,,,,,,,,,,,,,,,,,,,
141.0,uneh,Mucune,mune,Mjaune,brune,Lune,,,,,,,,,,,,,,,,,,,
142.0,Regim-,Regimbertx,Regim=,,,,,,,,,,,,,,,,,,,,,,
143.0,Connais,Havanais,Œrnais,Lamennais,Bourbonnais,Béarnais,,,,,,,,,,,,,,,,,,,
144.0,Entrez,Rentrons,entr’,Carpentras,,,,,,,,,,,,,,,,,,,,,
145.0,"conversa-bs
tion",Monversations,Monvenable,conversa-bs,,,,,,,,,,,,,,,,,,,,,
146.0,Ormes,Armes,"®-
mes enfants",Mesdames,Vharmacien,,,,,,,,,,,,,,,,,,,,
147.0,place de la Bourse,place de la Conæ,"place de Van-
meroy",place du Marché,place de la Bastille,Cygne de la Croix,pont de la Concorde,place de la Concorde,,,,,,,,,,,,,,,,,
148.0,Garde-Meuble,Garde-Meubles,bles,,,,,,,,,,,,,,,,,,,,,,
149.0,Russes,Russe,Russie,Prusse,,,,,,,,,,,,,,,,,,,,,
150.0,Elysées,Lys,"Champs-
Elysées",Champs-,Champs-Élysées,,,,,,,,,,,,,,,,,,,,
151.0,Salon,Salons,Grand Salon,Salut,,,,,,,,,,,,,,,,,,,,,
152.0,Pays,Cléry,le Pays,,,,,,,,,,,,,,,,,,,,,,
153.0,Institut,Clubstick,Injustice,elub,,,,,,,,,,,,,,,,,,,,,
154.0,NURRT,Burrieu,Burs,,,,,,,,,,,,,,,,,,,,,,
155.0,Bourgogne,ourgogne,,,,,,,,,,,,,,,,,,,,,,,
156.0,Jampes,ampe,Alpes,,,,,,,,,,,,,,,,,,,,,,
157.0,Morelly,Morgue,Moruit,Moreau,,,,,,,,,,,,,,,,,,,,,
158.0,la manche,Maman,punch,manche,,,,,,,,,,,,,,,,,,,,,
159.0,Vincennes,Vénitienne,rue Vivienne,Vivienne,Vienne,vie?Il,,,,,,,,,,,,,,,,,,,
160.0,d’un songe,"VI

Son",Mson,PE dé be Sont!,,,,,,,,,,,,,,,,,,,,,
161.0,Pouce,Doucement,sermentde,Vraiment,,,,,,,,,,,,,,,,,,,,,
162.0,oCcäs,Occupez,"oCcäs
sion",,,,,,,,,,,,,,,,,,,,,,
163.0,la Tournelle,gie,Métour,prnez,Tournez,Tournelle,Letourneur,,,,,,,,,,,,,,,,,,
164.0,Chevalier,Italienne,d'Italie,Lfita,Italie,Italiens,italie,l'Italie,,,,,,,,,,,,,,,,,
165.0,collections du Louvre,dôme du Louvre,Au Louvre,Louvre,au Louvre,,,,,,,,,,,,,,,,,,,,
166.0,san bond,san,bonds,,,,,,,,,,,,,,,,,,,,,,
167.0,Odry,Oudry,,,,,,,,,,,,,,,,,,,,,,,
168.0,Mbonne,Leonnue,Vanneroy,Yonne,Sorbonne,Frisonne,Lyon,"Cou-

| ronne",,,,,,,,,,,,,,,,,
169.0,Le Vicaire,"sanc-
tuaire",Montataire,quai Voltaire,Piaire,Foire,,,,,,,,,,,,,,,,,,,
170.0,samovars,Variétés,Lovarias,Charivari,,,,,,,,,,,,,,,,,,,,,
171.0,Eure,l'Eure,l'Europe,,,,,,,,,,,,,,,,,,,,,,
172.0,Wwalentissait,sais,Millissait,Ecossais,Écosse,,,,,,,,,,,,,,,,,,,,
173.0,hôtel des Affaires-Étrangères,Maffaire,Affaires-,,,,,,,,,,,,,,,,,,,,,,
174.0,Liban,Salamanque,Blanqui,Banque,,,,,,,,,,,,,,,,,,,,,
175.0,la Croix-Rousse,Mroite,Melacroix,"Croix-
des-Petits-Champs et du Bouloi",croisales,Woix,Croix-,,,,,,,,,,,,,,,,,,
176.0,Autrichiens,Fumichon,Richelieu,Autrichien,tricorne,,,,,,,,,,,,,,,,,,,,
177.0,teuil,Muteuil,Auteuil,seuil du boudoir,,,,,,,,,,,,,,,,,,,,,
178.0,A Elbœuf,Bœuf,Marbœuf,,,,,,,,,,,,,,,,,,,,,,
179.0,Art,Partez,partez,Charte,Parthénon,Partout,,,,,,,,,,,,,,,,,,,
180.0,Gueuse,Mrodigieusement,Mieté,Mieuse,,,,,,,,,,,,,,,,,,,,,
181.0,Roméo,Rome,Corromps,Hippodrome,,,,,,,,,,,,,,,,,,,,,
182.0,galerie d'Orléans,bannissement des d'Orléans,Orléans,,,,,,,,,,,,,,,,,,,,,,
183.0,Wien,Amiens,Laliens,Tiens,Tiensh,égyptiens,Esséniens,Deviens,Rubens,,,,,,,,,,,,,,,,
184.0,hein,La Seine,Seine,la Seine,,,,,,,,,,,,,,,,,,,,,
185.0,reveni,Venez,Venise,Anis,,,,,,,,,,,,,,,,,,,,,
186.0,jusqu’,qu’,Bastille jusqu’,la Bastille,- Bastille,,,,,,,,,,,,,,,,,,,,
187.0,s’étreindre,pau,Londres,Flandres,Berlin,Inde,lindre,Baslin,,,,,,,,,,,,,,,,,
188.0,Isle,Vive,Législative,lat,,,,,,,,,,,,,,,,,,,,,
189.0,bois de Crancé,M. de Cisy,M. de,Cisy,,,,,,,,,,,,,,,,,,,,,
190.0,York,d’York,,,,,,,,,,,,,,,,,,,,,,,
191.0,Maisait,Mai-,aimais,Maison,,,,,,,,,,,,,,,,,,,,,
192.0,Mhasard,Froissard,Poissarde,,,,,,,,,,,,,,,,,,,,,,
193.0,Voyez,Citoyen s’,Moyens,Le Citoyen,Citoyen,le Citoyen,Citoyens,,,,,,,,,,,,,,,,,,
194.0,Etille,Mille,Milles,colonne de Juillet,Lille,s’éveille,ille,volaille,Vazeille,Travaillez,Æcharmilles,,,,,,,,,,,,,,
195.0,hasta,Masselin,æwhasse,Assis,Passe,,,,,,,,,,,,,,,,,,,,
196.0,A Bray,Bray,,,,,,,,,,,,,,,,,,,,,,,
197.0,mans,s’endormant,Mormans,Mans,Normandes,,,,,,,,,,,,,,,,,,,,
198.0,outle,Toutle,,,,,,,,,,,,,,,,,,,,,,,
199.0,Léloges,Lélia,,,,,,,,,,,,,,,,,,,,,,,
200.0,Buzançais,Française,Comédie-Française,"Révo-
lution française",François,Miyança,Français,Théâtre-Français,,,,,,,,,,,,,,,,,
201.0,Andalouse,L'Andalouse,,,,,,,,,,,,,,,,,,,,,,,
202.0,Étretat,État,Etat,,,,,,,,,,,,,,,,,,,,,,
203.0,rue Saint-Anne,rue Saint-Jacques,rue Saint-Victor,rue Saint-Honoré,rue Saint-Hyacinthe,rue Saint-Denis,boulevard Saint-Denis,porte Saint-Denis,de Saint-Denis,rue Saint-Dominique,,,,,,,,,,,,,,,
204.0,gasin,sinthe,Cousin,coucou,,,,,,,,,,,,,,,,,,,,,
205.0,Menait,la Renaissance,Renaissance,Renais-,tenaim,,,,,,,,,,,,,,,,,,,,
206.0,Trois-Rois,Trois,Trois-,Trois-Maries,,,,,,,,,,,,,,,,,,,,,
207.0,Hollande,Irlandais,Balandard,Anda-,Dar,,,,,,,,,,,,,,,,,,,,
208.0,Havrais,le Havre,au Havre,du Havre,gare du Havre,,,,,,,,,,,,,,,,,,,,
209.0,"damas rouge
Quatre domestiques",damas,Moulin-Rouge,,,,,,,,,,,,,,,,,,,,,,
210.0,Porte-Saint-Martin,théâtre de la Porte-Saint-Martin,rue Saint-Martin,porn,faubourg Saint-Martin,porte Saint-Martin,,,,,,,,,,,,,,,,,,,
211.0,Négrier,Hongrie,verier,,,,,,,,,,,,,,,,,,,,,,
212.0,"Trois-
wrères-Provençaux",Provençaux,Trois-Frères-Provençaux,wrères-Provençaux,,,,,,,,,,,,,,,,,,,,,
213.0,Laromiguière,Baron,Barbès,Barom,miarole,,,,,,,,,,,,,,,,,,,,
214.0,Troplong,brume,Longjumeau,,,,,,,,,,,,,,,,,,,,,,
215.0,Sainte-Pélagie,Meinte,Sainte-,"Sainte-
Chapelle",rue Sainte-Anne,,,,,,,,,,,,,,,,,,,,
216.0,tinu,Mamartine,Bertinaux,rue Caumartin,Martinon,weconnut Martinon,Delmar,,,,,,,,,,,,,,,,,,
217.0,sxes,ixes,,,,,,,,,,,,,,,,,,,,,,,
218.0,Lacédémone,Démocratie,,,,,,,,,,,,,,,,,,,,,,,
219.0,s’embras-,l’'embrassàät,Brasseur,l’'embrasser,s’'embrassent,,,,,,,,,,,,,,,,,,,,
220.0,Cavaignat,Herbigny,Bac,Savigny,,,,,,,,,,,,,,,,,,,,,
221.0,corées,Corse,Corbeil,corbeillesde,,,,,,,,,,,,,,,,,,,,,
222.0,"ha-
ward",Gardes,"garcon
Æse",Niagara,gard,Savoyard,,,,,,,,,,,,,,,,,,,
223.0,Arc de triomphe et la grande avenue,val #,Arc de triomphe,Arc de triomphe un cheval mort,"di

Un",,,,,,,,,,,,,,,,,,,,
224.0,La Maréchale,"Maréchale de l’ais
mer",la Maréchale,Maréchale n’,Maréchale,Maréchaux,chaleut,,,,,,,,,,,,,,,,,,
225.0,Monseï,Constantinople,Conservatoire,Considérant,Jons,Minons,Ons’,jurisconsulle,Hurons,Bonsoir,Tons,,,,,,,,,,,,,,
226.0,l’'Almanach du Commerce,hôtel de Nantes,hôtel du Commerce,,,,,,,,,,,,,,,,,,,,,,
227.0,Restez,Hespérides,Desolmes,Mabitudes,Desde,"des-
sin",Dest,Dess,,,,,,,,,,,,,,,,,
228.0,Singu-,Ambigu,Figu-,,,,,,,,,,,,,,,,,,,,,,
229.0,Ponia,Poncif,Japon,Napowr,,,,,,,,,,,,,,,,,,,,,
230.0,Marthe,Barthélemy,Mlle,Mile Marthe,Mlle Marthe,,,,,,,,,,,,,,,,,,,,
231.0,Sanson,expansif,beancans,Aïnsi,,,,,,,,,,,,,,,,,,,,,
232.0,Lerrait,ler,Palerme,Clere,,,,,,,,,,,,,,,,,,,,,
233.0,Jonc,Jui,Dijon,,,,,,,,,,,,,,,,,,,,,,
234.0,Laisse,Mildais,élailt,Marseillais,"Pas
lais",Mpas,,,,,,,,,,,,,,,,,,,
235.0,Mcompagnie de Rosanette,pagnie,Mcompagnie,,,,,,,,,,,,,,,,,,,,,,
236.0,moar M. Dambreuse,fosse de M. Dambreuse,hôtel Dambreuse,Dambreuses,breuse,Ambreuse,,,,,,,,,,,,,,,,,,,
237.0,ger,Auger,bor augure,,,,,,,,,,,,,,,,,,,,,,
238.0,Métait,Mlait,Miouhaitait,Minuait,,,,,,,,,,,,,,,,,,,,,
239.0,Samedi,"Notre-Dame de
orette",Notre-,Notre-Dame,rue Notre-,pierre de Notre-Dame,,,,,,,,,,,,,,,,,,,
240.0,d'Espagne,Espagnolet,Reynolds,l'Espagne,pagnon,Espagnol,Espagne,,,,,,,,,,,,,,,,,,
241.0,Maré-,Fré-,"la Maré-
chale",la Maré-,,,,,,,,,,,,,,,,,,,,,
242.0,Gisy,Lisy,,,,,,,,,,,,,,,,,,,,,,,
243.0,convaineus,horaines,Comaing,ain,Comédie humaine !,maine,Lorraine,"se-
maine",Fontainebleau,,,,,,,,,,,,,,,,
244.0,rue Descartes,rue de Laval,rue de Chabrol,rue de Marbœuf,rue de l'Empereur,rue Dauphine,rue d',rue de Bréda,rue de Richelieu,rue Joubert,rue de Fleurus,rue d'Anjou,rue Duphot,rue de Rivoli,rue de l’Arcade,rue Transnonain,rue Jacob,rue de,rue des Martyrs,rue de Valois,rue Soufflot,rue du Bac,,,
245.0,Pargent,Nogent,Nogentais,Nogent-sur-Seine,,,,,,,,,,,,,,,,,,,,,
246.0,Mnamnés,Gymnase,,,,,,,,,,,,,,,,,,,,,,,
247.0,La Polonaise,Polonais,Polonaise,,,,,,,,,,,,,,,,,,,,,,
248.0,l'Amérique du Sud,Amérique,Américains,l'Amérique,,,,,,,,,,,,,,,,,,,,,
249.0,arboriculm,carbonaro,,,,,,,,,,,,,,,,,,,,,,,
250.0,Aube,l'Aube,conseil général de l'Aube,,,,,,,,,,,,,,,,,,,,,,
251.0,Empoigne,empoignè==,,,,,,,,,,,,,,,,,,,,,,,
252.0,etle,,,,,,,,,,,,,,,,,,,,,,,,
253.0,Mare-aux-Fées,rue du Marché-aux-,Marché,Marché-aux-,,,,,,,,,,,,,,,,,,,,,
254.0,narcotiquemm,fréquenw,Lique,Btique,Quoique,Esthétique,Aque,Msique,Belgique,,,,,,,,,,,,,,,,
255.0,Dunod,Pour-,Sourdun,Véfour,,,,,,,,,,,,,,,,,,,,,
256.0,SiOn,Albion,Mion,Religion,Sion,,,,,,,,,,,,,,,,,,,,
257.0,Meurs,Onleur,Fleurs,,,,,,,,,,,,,,,,,,,,,,
258.0,Ilest,Let,ile,Gilet,,,,,,,,,,,,,,,,,,,,,
259.0,Andilly,Chantilly,Billy,Neuilly,Filly,,,,,,,,,,,,,,,,,,,,
260.0,Unlustre,Gare,Lplus,Gare aù lustre!,,,,,,,,,,,,,,,,,,,,,
261.0,martre,Chartres,rue Montmartre,boulevard Montmartre,Montmartre,,,,,,,,,,,,,,,,,,,,
262.0,kaolin de Bretagne,la Bretagne,Bretagne,,,,,,,,,,,,,,,,,,,,,,
