cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18,elem_19,elem_20,elem_21,elem_22
111,Iarchander,de382,candideslo,ande,candelabres,Dej,deMandai,uand,brigand,Anda-,qand,Normandes,Grand,,,,,,,,,,
112,porte Saint-Denis,de Saint-Denis,boulevard Saint-Denis,rue Saint-Denis,,,,,,,,,,,,,,,,,,,
113,iaon mediocre,mdiocre,mediocre,Ia Comedie,Samedi,,,,,,,,,,,,,,,,,,
114,EsT-cc,ESt-ce,EsT-ce,EST-ce,,,,,,,,,,,,,,,,,,,
115,Nogentais,Nogent-sur-Seine,Nogent,Paris  Nogent,,,,,,,,,,,,,,,,,,,
116,p1es-,Attendrais-tu ton lidalgo,Es-tu,OÙ es-tu,Es-tu?,,,,,,,,,,,,,,,,,,
117,Partezl,Sortezl,partez,,,,,,,,,,,,,,,,,,,,
118,do Venise,reveni,Venise,venit,Wenise,,,,,,,,,,,,,,,,,,
119,lticn,bicn,biographics,Vicns,bicoue,cn,bibicle,,,,,,,,,,,,,,,,
120,Causons,batcau,Ca,ca,Cate,acajou,cafds,Catau,,,,,,,,,,,,,,,
121,aristocratel,soie gris,Pwris,Paris,scuris,aris,familiarite,l2aris,Charivari,llamaria,Parisien,Mlarie,mpris,vee h Paris,Lovarias,,,,,,,,
122,Orlans,porlail,Orleans,Mormans,Irlandais,,,,,,,,,,,,,,,,,,
123,httel,lettel,Chitelet,"detteln
-  lurbleu",laigrette,,,,,,,,,,,,,,,,,,
124,Napo-,Monopole,Napolon,Napoleon,Polonaise,Napo,Apollonie,Polonais,Napolion,patre sa capole,,,,,,,,,,,,,
125,Delmar,Angelmarre,Delm,,,,,,,,,,,,,,,,,,,,
126,kEtat,Etretat,lEtat,rÉpéta,Etat,Letat,et6e,,,,,,,,,,,,,,,,
127,poussibere,Russie,coussins,Cousin,Croix-Hlousse,,,,,,,,,,,,,,,,,,
128,atalogue,Atala,Mlorgue,I17,,,,,,,,,,,,,,,,,,,
129,reinc n.,Norvins,Jrdin,cinabe,Ineuves,nins,In,Sphinx,tine,medecins,LinUCCATIN,Bobino,nankin,Enfin-,hein,Iin,definitive,,,,,,
130,Fllo,Gaillon,place Gaillon,chillonnires,"porl
Maillot",defaillir,Maillot,,,,,,,,,,,,,,,,
131,vicomles,Vicomte,Appelle-moi Vicomte,,,,,,,,,,,,,,,,,,,,
132,quartier Breda,ceda,rue de Breda,Breda,Chbre,,,,,,,,,,,,,,,,,,
133,Cœur,Puys,Puris,Pur,guipure,,,,,,,,,,,,,,,,,,
134,s':'.t,S',,,,,,,,,,,,,,,,,,,,,
135,ecluir,pluic,Sicelui-l,Colui,plutt,,,,,,,,,,,,,,,,,,
136,autrcs,autrE,"v0autrE 
- MOi",Lautre,C0autre,autre-vingts,Autre-,,,,,,,,,,,,,,,,
137,Filly,Chailly,Andilly,Billy,Neuilly,Chantilly,,,,,,,,,,,,,,,,,
138,Dunod,Unc,punch,unc,,,,,,,,,,,,,,,,,,,
139,circulezl,couleuu,Voulez,voulitle,- Voulez,vOulez-VouS,Iouleuses,,,,,,,,,,,,,,,,
140,paysn,Aulnays,M. des Aulnays,,,,,,,,,,,,,,,,,,,,
141,navre,llavre,Havre,du Havre,Avrt,gare du Havre,au Havre,,,,,,,,,,,,,,,,
142,pEnsa-,lavie,Essniens,vIens,mens,Deviens,Iense,Amiens,Tiens,,,,,,,,,,,,,,
143,Monsieurl,Monsei-,Monsicur,Mlonsieur,,,,,,,,,,,,,,,,,,,
144,Suresne,censcur,Censure,sujcet,,,,,,,,,,,,,,,,,,,
145,pos-L,pos-L' fED,,,,,,,,,,,,,,,,,,,,,
146,proletariat,proletaire,Montataire,Ordinaire,vrole,Le Vicaire,prolites-cn,,,,,,,,,,,,,,,,
147,Iille,iille,Vazeille,llI0tel-de-Ville,tuille,Lillec,Milles,lille,colonne de Juillet,broussuilles,I,fiamille,volaille,Lille,,,,,,,,,
148,EnUCA,EnUC,nU C,EnUCTIoN,nudl,,,,,,,,,,,,,,,,,,
149,Eux-tu m'ecouter,l,Ecoutez-,Ecoutez,coucou,,,,,,,,,,,,,,,,,,
150,L1ENTRER,fenttres,- TRente-sept,fentres,SEN1ENTRER,ppieres entrc-chose,trentel,,,,,,,,,,,,,,,,
151,Espagnolet,"com-
espagne",d Espagne,l'Espagne,Espagne,musee espagnol,cpagne,espagne,d'Espagne,,,,,,,,,,,,,,
152,EDUCA,L'EDUCA,L'E,,,,,,,,,,,,,,,,,,,,
153,pyse,Senecal,"Senc-
cal",Sene--,Sens,Senc-,sEN,se260,faenza,tuen,,,,,,,,,,,,,
154,Chateau-,Chapeau,Chatelet,Chateau,J',"Chateau-
d'Eau",Chhteauroux,plateaua,Chate-,chteau,,,,,,,,,,,,,
155,Californie,lescalicr,mont lescalicr,Tlicrs,,,,,,,,,,,,,,,,,,,
156,Premibres,civibre,premibre,Prends,harem,,,,,,,,,,,,,,,,,,
157,Pvescrition,garles nationaux,nUCATION,EDUCATIoN,EDUCATION,Dsualtevnisation,"musique20
L' i:nUCATIoN",Rvolution,Irequcntation,ÉDucATIon0N,iDUCATION,,,,,,,,,,,,
158,Trone,Boutron,Bout-,debout li-bus,,,,,,,,,,,,,,,,,,,
159,Chartres,Montmartre,boulevard Montmartre,rue Montmartre,martre,,,,,,,,,,,,,,,,,,
160,suis-,Louisel,uis,Inquisition,buis,Hui-,.Puis,Puisqu,Louisefut,,,,,,,,,,,,,,
161,brune,forlune,lune,supportailune,mune,Melun,,,,,,,,,,,,,,,,,
162,h Martinon,Martinon,Lnmartine,Bertinaux,,,,,,,,,,,,,,,,,,,
163,lace cramoisie,Freres-Siamois,- Rendez-moi,MOi,moil,yoix,Imoi,,,,,,,,,,,,,,,,
164,Flacourt,Nonancourt,fer n. Nonancourt,-,gnonnc,,,,,,,,,,,,,,,,,,
165,Gauloises,Gaulois,Vulois,Larsillois,f-,,,,,,,,,,,,,,,,,,
166,Toscane,renoncant,canape,anca,Canonniers,cancan,Vatican,Cancane,,,,,,,,,,,,,,,
167,Avt,aggravee,AVez,AVEz,pave,,,,,,,,,,,,,,,,,,
168,ultrefois,rultrapa,pltre,abaltre,meltre,"maltresse1 Il
 La Nuit",,,,,,,,,,,,,,,,,
169,Russe,Suissesse,Suisse,Pvesse,Pressel,Sagesse,Masselin,,,,,,,,,,,,,,,,
170,lointaine;-,"se-
maine","sc-
maine",dEmain,maine,Lorraine,Demain,Fontainebleau,Comaing,,,,,,,,,,,,,,
171,Las,-  Pas,Gymnase,paon,passee,Pas,,,,,,,,,,,,,,,,,
172,laltirerent,hire,thiire,SI60,retirez,Iaire,Sire,Iu reussiras,SIre,lisire,sirE,Le comimnissire,bire,tapissires,,,,,,,,,
173,Drouillard,bouillard,Allard,,,,,,,,,,,,,,,,,,,,
174,bannire,Liban,nir,bannibres,,,,,,,,,,,,,,,,,,,
175,Temercie,Or6merci,Fr6merci,,,,,,,,,,,,,,,,,,,,
176,Voilh,ceoilfure,Voila,voilh,Voili,Voil,Voici-,VOilà-,,,,,,,,,,,,,,,
177,sSENTIMENTALE,SENTI,sentan,SE NT1MENTALE,SEN T IMENTALE,sENTI E NIALE,Vraimentl,puncl inleliniment,Bengale,ENTALE,sENTIMENTALE,SENTIMENTA IL E,TIMENIALE,SENTIMENTALE,LuCIE0N SENTIMENTA,SENTIMENTAILLE,SENTIMTENTAILE,,,,,,
178,bleme,Iavorable,eulemet,inegalemecnt,Diablel,,,,,,,,,,,,,,,,,,
179,rue Transnonain,rue Joubert,rue de Rivoli,rue Jacob,rue Drouot,rue Descartes,rue d'Anjou,rue Grange-Atelier,rue Dauphine,rue d',rue Duphot,"rue du Marcle-aux-
hevaux",rue du Bac,rue de Marbueuf,,,,,,,,,
180,La Democratie,Democratie,,,,,,,,,,,,,,,,,,,,,
181,n27E2,on276,I35,,,,,,,,,,,,,,,,,,,,
182,Fr4aider,Or4aider,Or6aider,,,,,,,,,,,,,,,,,,,,
183,Chinois,Buins-Chinois,la chine,chdne,Chine,Chinec,chine,,,,,,,,,,,,,,,,
184,Suriret,Derrire,deplorer,derriire,aerrtri,,,,,,,,,,,,,,,,,,
185,Provencaux,Providence,Provi-,"rue
le Provence",Avide,,,,,,,,,,,,,,,,,,
186,Rpublique,Ilpublique,Republique,Republiquel,Oublions,Repnblique,lRepublique,,,,,,,,,,,,,,,,
187,Murechale,Mlarechale,Marechal,la Mlarechale,Marechale,Mareclale,Marechle,,,,,,,,,,,,,,,,
188,Loin-llocher,Deloin,Loin-,,,,,,,,,,,,,,,,,,,,
189,ctsques,piquees,afrique,Amérique,Amerique,Esthtique,Mriques,legiaques,Annales roantiques,polytcchnique,l'Amerique,Belgique,fabriquelo,ctrusques,,,,,,,,,
190,Riche,Richelicu,Autrichiens,autriche,Autriche,,,,,,,,,,,,,,,,,,
191,d6bordes  o,Frde-,AborD,Borde-,gorge-de-pigeon,Bordeaux,,,,,,,,,,,,,,,,,
192,.l,.L,Ciu-.lars,,,,,,,,,,,,,,,,,,,,
193,Los,losc,A YOS,Philosophie,,,,,,,,,,,,,,,,,,,
194,"rue de la Ferme ? 
-  Mon Dieul",ecrans de la cleminec,rue de l'Arcade,seuil de la lorette,blonde l,rue de Laval,rue Tronchet,"tic-tac de la
cnlule",rue de la Ferme et de la rue Tronchet,rue de la Paix,Cygne de la Cvroiz,rue de la Ferme,place de la Bourse,,,,,,,,,,
195,Eugne,bcsogne,cygne,cltne,trafne,Bretagne,gne,rsignee,Empoigne,Ligne,chtaigners,gne du menage,Cygne,Dagneaux,designe,Auvergne,Savigny,Seigneurl,Bugneaux,,,,
196,Palerme,permettezl,-  Permettezl,,,,,,,,,,,,,,,,,,,,
197,vagabondge,mondt,Pharamond,Religion,IIonor,Mondor,Iond,ionde,illusionsl,bonds,,,,,,,,,,,,,
198,embrassa--,Embrasse- iL N,Brasseur,,,,,,,,,,,,,,,,,,,,
199,aad,Madrid,madras,Heudras,,,,,,,,,,,,,,,,,,,
200,Mlinistk,linie,Ministre,,,,,,,,,,,,,,,,,,,,
201,chicards,Garde-Meubles,regardit,Gaspardo,gard,Gardes,Regardez,Niagara,Garde-,rd,,,,,,,,,,,,,
202,Donc,Pardon,ldont,gueridon,Don,donc?n,donC,DOUAI1NON,dontj',Weldon,,,,,,,,,,,,,
203,coipagnie,pagnon,pagnie,compgnie,,,,,,,,,,,,,,,,,,,
204,accoudes,accouds,cccccc.26,coUp',,,,,,,,,,,,,,,,,,,
205,Liberte,desert,I6serte,,,,,,,,,,,,,,,,,,,,
206,trulles,Versailles,ravailleurs,musee de Versailles,transfrer  Versailles,Ver-,,,,,,,,,,,,,,,,,
207,perse,meurs?n,Alrs,rs,rs do,trs,Progrs,,,,,,,,,,,,,,,,
208,Comprenez,lrenez,Prenez gardel,fenclre,-  Tenezl,,,,,,,,,,,,,,,,,,
209,"après520
L",trèS,Près,,,,,,,,,,,,,,,,,,,,
210,moucloirs,rotloir,Loire,soiree,relectoire,,,,,,,,,,,,,,,,,,
211,boulevrd,boulevard sen,boulevards des Gobelins,Moulevard,,,,,,,,,,,,,,,,,,,
212,Parle,aott,Parly,Parlotte,Churlotte,Marlotte,,,,,,,,,,,,,,,,,
213,gravemcnt,rayonnemcnt,economiquemcnt,semcnt,confusemcnt,dcouragemcnt,cntra,lemmcna,l'argecntl,remcnt,lappartemcnt,"brav
garcon lcha immdiatemcnt",,,,,,,,,,,
214,Laval,Avança,mlavancer,Cerfs,,,,,,,,,,,,,,,,,,,
215,barribre,barribre du236,"barribre du236
L'",barribre d'Italie,,,,,,,,,,,,,,,,,,,
216,oii,Iinit,IIl,IIis-,lIIerbigny,liiIrencc,II,II',Iit,Iixa,ii,,,,,,,,,,,,
217,Sncal,Sncall,,,,,,,,,,,,,,,,,,,,,
218,llegibart,Regim-,Lembarras,legimburt,egimbart,Regimbart,J'ai dit Regimbartl,lRegimbart,Regimbartl,,,,,,,,,,,,,,
219,rue de Valois,rue de Clery,"rue de
Choiseul",rue de Chabrol,rue de Choisceul,Choiseul,rue de Choiseul,rue de Cloiseul,SEul,,,,,,,,,,,,,,
220,la142,m-,claira,dclara,Laclam-,chuclola,glacee,lacloche,rclama,,,,,,,,,,,,,,
221,lanoblesse,Miserables,ressemblancel A,blessee,eligibles,,,,,,,,,,,,,,,,,,
222,Oui,-  Ouil,Ouil,- OUi,-  Ohl,,,,,,,,,,,,,,,,,,
223,par-dessus lahaie,par-dessus des,Desde,,,,,,,,,,,,,,,,,,,,
224,galerie d'O0dedans,O0dedans,Ellemontadedans,,,,,,,,,,,,,,,,,,,,
225,BAh,Bac,bah,,,,,,,,,,,,,,,,,,,,
226,Imince,mimi?n,Fumichon,ami.n,MI,misre,,,,,,,,,,,,,,,,,
227,Chambrion,Champs-Elysees,Champs-lilysees,Champs-,Champagne,Champs,Cham,MP,Champ-de-Mars,,,,,,,,,,,,,,
228,llisbeth-Olympe,llisbeth-Olympe-Louise HRoque,mpe,Olympe,L'Olympe,,,,,,,,,,,,,,,,,,
229,rue Coq-Ironie,Coq-Ironie,lironie,,,,,,,,,,,,,,,,,,,,
230,chosc,choseln,,,,,,,,,,,,,,,,,,,,,
231,Bourgeoise,Hapsbourg,turge,Bourbonnais,Bourges,Bourse,de Bourges,,,,,,,,,,,,,,,,
232,pllre,aulres,n0lres,laulre,prelres,,,,,,,,,,,,,,,,,,
233,Boheme,lBoheme,Ohe l,boheme,,,,,,,,,,,,,,,,,,,
234,lche,"Pe-
cherie",P,urracher,O,cheri,crbche,Psyche,tche,Cher,,,,,,,,,,,,,
235,Iyve,Mlle Ioque,le Iyve,,,,,,,,,,,,,,,,,,,,
236,"Eau-
gile",chile,lile,leil,Ccile,YVIIle sibcle,lidolatrie imbecile del',soufIle,Iler-,ILe,lesiusils,le soleil,Cecile,ILes,,,,,,,,,
237,Balandard,layes,balayes,Balaruc,,,,,,,,,,,,,,,,,,,
238,Palais,"Pa-
air-Royal",pont Royal,Palais-Royal,"Palais-
Royal",,,,,,,,,,,,,,,,,,
