cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16
19,"Clara do
Rezadeira","sim-
patia",Clara do Reza-,Rezadeira,Manél da Clara do Rezadeira,Clara,Clara do Rezadoira,"Clara de
Rezedeira",,,,,,,,,
20,Socegasso,Posso,roca,"dei-
xasso",,,,,,,,,,,,,
21,Choravam,Cho-,clla decifrava,Chorava,Ds,fóra,,,,,,,,,,,
22,Mancela,celegio,Maucela,Maneela,,,,,,,,,,,,,
23,Sorria,Corre,S.º,Iria,Sorri,,,,,,,,,,,,
24,grandoza,Ina da Camera Rego,grandoza da arte,tndo,Confiando da Ama-Rita,"Luisa da
Roda",,,,,,,,,,,
25,ix,contér,Contos,ontão,Continuará,,,,,,,,,,,,
26,Jidalga,segnida,Lima Vidal,Crédo,,,,,,,,,,,,,
27,ceremonia,Ere,brovo &,sabbat,Estremoz,coremonia,Decerto,,,,,,,,,,
28,tornon,torminar,softor,atordoava,,,,,,,,,,,,,
29,sahir,Sahira,sahio,Sahi,Sahir,,,,,,,,,,,,
30,aq,Dastanto,sta,Emqnanto,,,,,,,,,,,,,
31,flôr,valôr,lôrpas,,,,,,,,,,,,,,
32,Resignada,álacres,Sévres,crescento,Esplendores do Srcerdocio,responden,Nortyres,,,,,,,,,,
33,"Christina
Será",Christina,Christo,Ohristina,assistin,Priste,Assistin,,,,,,,,,,
34,Amhos,Conselhos,Aconselhava-a,Dovia-lhos,Joelhos,,,,,,,,,,,,
35,Esquecia-mo,Esquecia,Pequena,opulencia,,,,,,,,,,,,,
36,Estive,quizesso,Jbe,estivesso,Oh,desinteresso,men destino,,,,,,,,,,
37,us,Madre,Madre Clandea,Madrid,Pobre Madre,Madre Claudes,fúrma,,,,,,,,,,
38,"241

Angelica",Madro Angelica?,Soror Angelica,Madro Augelica,TANGO,Angelus,Madre Angelica,,,,,,,,,,
39,fecbou,Acordara,Recordava,"ú

Acordara",Eduarda,,,,,,,,,,,,
40,vasia,om,bôca vasia,silvas,,,,,,,,,,,,,
41,damasco,Ultimas,lagrimas,proxima,"vin-
dima",,,,,,,,,,,,
42,Senhora,"Senhorã
dos Verdes",Tenho,Nosso Senhor,Senhorã,Senhora Condessa,,,,,,,,,,,
43,grande chapéo,chapéo,"sen
chapéo",chapéo móle,,,,,,,,,,,,,
44,gião,Una,,,,,,,,,,,,,,,
45,visinho,dôce,Mignelsinho,Miguel,Miguelsinho,Martinho,Pedroso Rodrigues,,,,,,,,,,
46,JE,Chegon-me,!,bôas,bruzu,Chegon,,,,,,,,,,,
47,ingenna,gnem,Ningnem,,,,,,,,,,,,,,
48,exam,poudo,oudo,Fechaudo,,,,,,,,,,,,,
49,Infias,TO,Yonte do Inferno,Fonte do Inferno?,Fonte do Inferno,Bocaok,Konte do Inferno,,,,,,,,,,
50,vêr,vêr-me,revêr,So,,,,,,,,,,,,,
51,Peniche...,Peniche,,,,,,,,,,,,,,,
52,Portugal,n'Portugal,em Portugal,aféto,Pés,,,,,,,,,,,,
53,Dous,"estrada
Teal",Jhiam,nevada,Encostada,graçada,,,,,,,,,,,
54,Havana,Desatou,Pôs,desajava,"olla mote-
java",Abraçava,,,,,,,,,,,
55,Fitava-a,Tavares Cardoso,Saltava,Gostava,,,,,,,,,,,,,
56,nma,tomara,Paraphraso,Paraizo,pará,oleografia barata,,,,,,,,,,,
57,Dizialhe,Dizia-me,mo dizia,,,,,,,,,,,,,,
58,Carsões,Cacilda,Tearão IxFASTIL,causticar,fúra,Bibliotica,,,,,,,,,,,
59,Escrevia,deviaZ,"300
Gomes Leal",es viajantes,Ífante,sêér,desmantelos,,,,,,,,,,
60,Sentia-so,"Presentimen-
tos",Já,Entio,,,,,,,,,,,,,
61,"SACRIFIGADA

Falou",SACRIFIGADA,"SACRIFIGADA

Y",,,,,,,,,,,,,,
62,SACRIPICADA,BAORIFICADA,BACRIFICADA,SACRIFICADA,"Madre

 

 

 

 

BACRIFICADA",BACRIRICADA,"SACRIFICADA

familia",BACHIFICADA,SACRIFIÇADA,SACHIFICADA,BAPRIFICADA,,,,,,
63,Plumeiras,nogueira,Fira,"se-
gniram",Pautino de Oliveira,Freira,ICEIRA,palreiras,,,,,,,,,
64,Chico,Cbico,cemiterio público,,,,,,,,,,,,,,
65,Ulane,Relia,gárrulas,Eulalia,dôco,familia,Enlalia,,,,,,,,,,
66,bnço,Camborço,"campo sem obstacu-
los",Campos Lima,"cam-
pos",tam-,,,,,,,,,,,
67,Padre,"Terezinha da Zófa
do Padre",bom do padre,Zéfa do Padro,,,,,,,,,,,,,
68,Raqnel,olla,nella,,,,,,,,,,,,,,
69,cadete,vianda,mamã sabe,Anda,Poeta Sandade,,,,,,,,,,,,
70,Saudades do Ceu,Pedir,Ixreutzss,Pedro Cem,Yoltoi,,,,,,,,,,,,
71,Ilistorias,Hon-,bistoria,Ifistoria,tra,,,,,,,,,,,,
72,Soror Gertrudes,Zarôlha,Senhora Gertrudes,Gertrudes Zarôlha,"Ó
Gertrudes","Gertrndos
Zarôlha",TIE,,,,,,,,,,
73,Ma-,Ama,Ama-Rita,,,,,,,,,,,,,,
74,"apa-
nhando nm",Pa-,apa-,,,,,,,,,,,,,,
75,gôto,Fôra,sofredôra,Fôra ne-,,,,,,,,,,,,,
76,Mens,Dispensariam,Dens,qno,penson,,,,,,,,,,,,
77,capola,anreolar,,,,,,,,,,,,,,,
78,této,Jeves,Ouves,,,,,,,,,,,,,,
79,pormenorisava,Porquo,porquo,Marques,,,,,,,,,,,,,
80,COIMBRA,braza,Brazil,Coimbra,Á sim-,Academia do Coimbra,Jembrara,,,,,,,,,,
81,"pas-
sar",Morgado,salvadora,"pas-
sado",Estados-Unidos,,,,,,,,,,,,
82,Surrateiramente,inconsciontemento,Entroncamento,"visinho cemiterio grasnaram agoi-
rentamente",Hivremente,Joncamente,,,,,,,,,,,
83,Abrenuncio,lugubre,brevo,sobresalton,,,,,,,,,,,,,
84,Pigro,sus el,Tigre,nossa velha igreja,,,,,,,,,,,,,
85,Alemtejo,Tejo,ID,dosejo,,,,,,,,,,,,,
86,Chamou-a,Sagramor,Vamos,,,,,,,,,,,,,,
87,nascorá,dornas,Chinas,ruinas,Ina,,,,,,,,,,,,
88,Superiora,intemperies,Madre-Superiora,Madre Superiora,,,,,,,,,,,,,
89,céo azul,Barba Azul,metro partiu-lho mma aza,,,,,,,,,,,,,,
90,imanhã,Manil,Bôn,Mand,Manoola,Mancl,Manoal,,,,,,,,,,
91,"quasi
odiento","quasi
caveira",Quasi,quasi,,,,,,,,,,,,,
92,elle lhas,EN,herva,alle,porto delle,ello,elle,volta delle,Baixa,costune delle,,,,,,,
93,Tvol,Ai,Qnom,I vol,Lvol,Ivol,,,,,,,,,,,
94,tompo,tôr comnosco,nova companhoira,& cova,,,,,,,,,,,,,
95,lovantar daquelle abismo,Aquelle,aquelle,aquella santa casa,Aquella,Naquelle,paquêta,"aquello
santo",naquelle,daquelle,,,,,,,
96,Compreendia,confandia,Candia,,,,,,,,,,,,,,
97,rétidão,alegre,Alegre,,,,,,,,,,,,,,
98,materialisar,Mes,Coisa,Lisbôa,VISA,ig deslisar,,,,,,,,,,,
99,Pambem Manoela,Soror Manoela,"Seror
Manoela",Manoel,"Soror
Manoela",Manoela,,,,,,,,,,,
100,Horída,vólhota,mulhor,,,,,,,,,,,,,,
101,snor,"proprio
Diabo em pessôa !","una
pessõa",pessõas,,,,,,,,,,,,,
102,sen bonito,vivio,sen bonito bigode,amnito serena,FEL Titonaz,Tonito,,,,,,,,,,,
103,Oiga,Caia,Paris,"rapariga
uubil",,,,,,,,,,,,,
104,PEITICRIRA,Geitoso,feitôr,,,,,,,,,,,,,,
105,bemaventurança,Cederia,ORIANÇA,desconfiança,França,eriança,,,,,,,,,,,
106,Inta,Intas,Santas,Plantado,Jantas,,,,,,,,,,,,
107,Farta,Importa-me,es,Rtar,,,,,,,,,,,,,
