cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18,elem_19
50,"SACRIFIGADA

Falou",SACRIPICADA,Cacilda,BAORIFICADA,BACRIFICADA,SACRIFIGADA,"SACRIFIGADA

Y",SACRIFICADA,"Madre

 

 

 

 

BACRIFICADA",BACRIRICADA,"SACRIFICADA

familia",BACHIFICADA,SACRIFIÇADA,SACHIFICADA,BAPRIFICADA,,,,,
51,Mens,inconsciontemento,EN,Sentia-so,"Presentimen-
tos",Entroncamento,Já,Hivremente,Joncamente,Entio,,,,,,,,,,
52,Ulane,Relia,Eulalia,familia,Enlalia,opulencia,,,,,,,,,,,,,,
53,Amhos,"KI

 

José Calêae","sim-
patia","campo sem obstacu-
los",Campos Lima,"cam-
pos","Pnz dos
Povos",tam-,,,,,,,,,,,,
54,Pedir,brovo &,Pedro Cem,Pedroso Rodrigues,cemiterio público,,,,,,,,,,,,,,,
55,dôce,Cbico,dôco,& cova,,,,,,,,,,,,,,,,
56,Ilistorias,Christo,bistoria,Priste,Ifistoria,,,,,,,,,,,,,,,
57,Zarôlha,Gertrudes Zarôlha,"Ó
Gertrudes","Gertrndos
Zarôlha",,,,,,,,,,,,,,,,
58,Yonte do Inferno,Fonte do Inferno?,Fonte do Inferno,Konte do Inferno,,,,,,,,,,,,,,,,
59,"apa-
nhando nm",Veja-a,Pa-,apa-,pavôr,,,,,,,,,,,,,,,
60,Dizialhe,"Via

DIARIO DUMA",Dizia-me,mo dizia,,,,,,,,,,,,,,,,
61,materialisar,Paraizo,Dispensariam,Paris,pará,"rapariga
uubil",,,,,,,,,,,,,,
62,Pobre 'Ferczinha,Tenha,"Terezinha da Zófa
do Padre",Torezinha,intemperies,Terezinha,Vergonhas,,,,,,,,,,,,,
63,Esplendores do Srcerdocio,responden,men destino,Dens,Desprender,Hãode,Decerto,,,,,,,,,,,,,
64,Qnom,om,qno,,,,,,,,,,,,,,,,,
65,k,Porquo,porquo,,,,,,,,,,,,,,,,,
66,Alemtejo,Ilte,Tejo,dosejo,,,,,,,,,,,,,,,,
67,Dahi,sahir,Sahira,sabbat,sahio,ahi,Sahi,VISA,Sahir,,,,,,,,,,,
68,"quasi
odiento","quasi
caveira",si-,Quasi,lua,quasi,,,,,,,,,,,,,,
69,Jidalga,rétidão,segnida,ID,Lima Vidal,,,,,,,,,,,,,,,
70,elle lhas,alle,porto delle,sus el,celegio,ello,elle,volta delle,costune delle,,,,,,,,,,,
71,Superiora,Madre-Superiora,Madre Superiora,,,,,,,,,,,,,,,,,
72,ceremonia,Corre,Estremoz,coremonia,,,,,,,,,,,,,,,,
73,Fitava-a,sta,Saltava,Encostada,Vamos,Estados-Unidos,Gostava,,,,,,,,,,,,,
74,Ds,Tigre,alegre,Alegre,,,,,,,,,,,,,,,,
75,Soror Claudea,Soror Gortrudes,snor,Horída,JE,Camborço,Soror Gertrudes,Sorria,softor,nascorá,Soror Angelica,dornas,Soror Magyoela,Pobre Soror Claudoa,Soror,Sorri,,,,
76,Africa,America,Amérricana,sêér,Amérrica,,,,,,,,,,,,,,,
77,Saudades do Ceu,cllas de mágua,saude,Madre Clandea,Madre Claudes,"claustro de cima
aponas",Claudea,,,,,,,,,,,,,
78,Mancela,Pambem Manoela,Soror Manoela,"Seror
Manoela",Maucela,Manoola,Maneela,Manoel,"Soror
Manoela",Manoela,desmantelos,Manoal,,,,,,,,
79,Carsões,Estive,quizesso,Sévres,estivesso,"estrada
Teal","300
Gomes Leal",Mes,desajava,desinteresso,es viajantes,Jeves,Ouves,Nortyres,Marques,ig deslisar,"una
pessõa",pessõas,es,Espanha
80,gôto,tornon,sen bonito,této,Pôs,tompo,TO,aféto,sen bonito bigode,Yoltoi,amnito serena,FEL Titonaz,Geitoso,sobresalton,Tonito,,,,,
81,bnço,bemaventurança,Cederia,ORIANÇA,Iria,desconfiança,França,eriança,,,,,,,,,,,,
82,ingenna,torminar,Una,minas batatinhas,Chinas,ruinas,Ina,,,,,,,,,,,,,
83,Farta,Tavares Cardoso,Importa-me,Rtar,,,,,,,,,,,,,,,,
