cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11
70.0,DIABIO,Diabo,"proprio
Diabo em pessôa !",,,,,,,,,
71.0,Porquo,porquo,Marques,,,,,,,,,
72.0,familia,gárrulas,Relia,Eulalia,Ulane,Enlalia,,,,,,
73.0,Joelhos,Aconselhava-a,Conselhos,Amhos,,,,,,,,
74.0,Una,"una
pessõa",pessõas,,,,,,,,,
75.0,Clara do Reza-,Manél da Clara do Rezadeira,"Clara de
Rezedeira","Clara do
Rezadeira",Clara do Rezadoira,Rezadeira,Clara,,,,,
76.0,Teresita do barbeiro,bom do padre,Zéfa do Padro,,,,,,,,,
77.0,Dovia-lhos,Veja-lhe,Veja-a,,,,,,,,,
78.0,Desatou,desajava,,,,,,,,,,
79.0,Cacilda,dulcida,comunidado,vivacidado,vivio,Mocidado,,,,,,
80.0,Entio,"Presentimen-
tos",Sentia-so,,,,,,,,,
81.0,pormenorisava,VISA,dôce,"Luisa da
Roda",Coisa,,,,,,,
82.0,"casa dos
Carneiros",Estados-Unidos,"Pnz dos
Povos",brovo &,,,,,,,,
83.0,bistoria,Ilistorias,Ifistoria,,,,,,,,,
84.0,bôca vasia,silvas,vasia,,,,,,,,,
85.0,Ouves,,,,,,,,,,,
86.0,Paris,"rapariga
uubil",Oiga,,,,,,,,,
87.0,lha abrisso,Talhados,tilha,lha,Olha,Jilhas,,,,,,
88.0,Maucela,celegio,Maneela,Mancela,Mancl,,,,,,,
89.0,Assistin,assistin,,,,,,,,,,
90.0,Resignada,snor,Nortyres,Sévres,,,,,,,,
91.0,deviaZ,Escrevia,,,,,,,,,,
92.0,Padre,Pobre Madre,Madrid,Madre,Madre Claudes,Madre Clandea,,,,,,
93.0,cllas de mágua,promotedoras de fertes,salvadora,,,,,,,,,
94.0,Pedir,tra,"estrada
Teal",tragedia,,,,,,,,
95.0,Amérrica,America,tisica,burvica,Maricas,Amérricana,Africa,,,,,
96.0,Ivol,Tvol,I vol,Lvol,,,,,,,,
97.0,santo Deus,Adeus,polo môsto de cheiro,Santo Deus,Emqnanto,,,,,,,
98.0,SACRIFIGADA,"SACRIFIGADA

Falou","SACRIFIGADA

Y",,,,,,,,,
99.0,aiuda,Pedro Cem,Saudades do Ceu,Esplendores do Srcerdocio,saude,dôco,,,,,,
100.0,qno,Qnom,,,,,,,,,,
101.0,aféto,této,,,,,,,,,,
102.0,opulencia,Esquecia-mo,Esquecia,,,,,,,,,
103.0,Academia do Coimbra,COIMBRA,Coimbra,Jembrara,,,,,,,,
104.0,Intas,Inta,,,,,,,,,,
105.0,Reco,Acordara,Recordava,"ú

Acordara",,,,,,,,
106.0,Entroncamento,"visinho cemiterio grasnaram agoi-
rentamente",Surrateiramente,Ina da Camera Rego,Joncamente,Hivremente,,,,,,
107.0,fúrma,fúra,,,,,,,,,,
108.0,"dei-
xasso",Posso,Socegasso,,,,,,,,,
109.0,penson,Dispensariam,Jhiam,,,,,,,,,
110.0,Bibliotica,Tearão IxFASTIL,causticar,"claustro de cima
aponas",,,,,,,,
111.0,Angelus,Soror Angelica,Madre Angelica,TANGO,Madro Angelica?,Madro Augelica,"241

Angelica",,,,,
112.0,FEL Titonaz,Geitoso,feitôr,,,,,,,,,
113.0,Ina,ruinas,dornas,Chinas,,,,,,,,
114.0,Dizia-me,mo dizia,Dizialhe,,,,,,,,,
115.0,grande chapéo,"sen
chapéo",chapéo móle,chapéo,,,,,,,,
116.0,metro partiu-lho mma aza,céo azul,Barba Azul,,,,,,,,,
117.0,intemperies,Superiora,Madre Superiora,Madre-Superiora,,,,,,,,
118.0,Sahi,sahio,Sahira,sahir,Sahir,,,,,,,
119.0,nogueira,Freira,palreiras,Plumeiras,Fira,Pautino de Oliveira,ICEIRA,PEITICRIRA,,,,
120.0,sofredôra,tornon,atordoava,torminar,softor,,,,,,,
121.0,Alemtejo,Tejo,dosejo,,,,,,,,,
122.0,preferoncia,Desprender,Premia,pre,,,,,,,,
123.0,"cam-
pos",Á sim-,"sim-
patia",,,,,,,,,
124.0,Tenho,Nosso Senhor,"Senhorã
dos Verdes",Senhora Condessa,Senhora,Senhorã,,,,,,
125.0,Hon-,Chegon,Chegon-me,,,,,,,,,
126.0,Jeves,,,,,,,,,,,
127.0,Mens,responden,Dens,,,,,,,,,
128.0,Zarôlha,"Gertrndos
Zarôlha",Soror Gertrudes,Soror Gortrudes,Senhora Gertrudes,"Ó
Gertrudes",Gertrudes Zarôlha,,,,,
