cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15
59,l a,l53,del Milagro,hacienda del Milagro,a375,LHACIENDA DEL MILAGR0,,,,,,,,,,
60,lir,Moires,echo,choire,,,,,,,,,,,,
61,Moyen Age,moyen3,"moyen3
- Est",Voyez,,,,,,,,,,,,
62,Pacifique,Afrique,Utique,l'Afrique,,,,,,,,,,,,
63,Accompagnera,Espagnol,Espa-,espagne,Espagnols,d'Espagne,vie?Je espagne,,,,,,,,,
64,Flora meicana,Pana-,CAna-,,,,,,,,,,,,,
65,chambre separee,cambree,lequilibre,decoloree,bree,,,,,,,,,,,
66,Peaux Rougesetles,riviere Rouge,Peaux Rouges,Peaux Rouges7,,,,,,,,,,,,
67,Piti,calecon troit,Lendroit o,Croit,Linproiisioro,crois7,,,,,,,,,,
68,senora,Etat de Sonora,Sonora,,,,,,,,,,,,,
69,textevenu,C0te,ter  cette operation delicate,- Remettez,Albacete,deterine,surete,et106,Tete,- Arretez,tete haute,c6te,tete,et6e,anxiete,Etes
70,Durango,sarrange,.1n,Etats de Durango,,,,,,,,,,,,
71,Pieds-,ter hier,- Guerriers,Hier,PSYCOL0GIE,,,,,,,,,,,
72,Boulot,Ooouhl,volez,Voulez,toul,paule,,,,,,,,,,
73,italie,paliers.8l,Lieu,Italie,australie,,,,,,,,,,,
74,Arkansas,KANSAS5,ARKANSAS5,ARKaNSAS,a77,LAlIKANSAS5,"mer du
LE-DE ARKANSAS",Que-De ARKANSAS,,,,,,,,
75,percut,perlis,perils,Leperos,lepero,perdu1,Plateros,,,,,,,,,
76,Puissance,Lancers,fr,Lenfance,BAlANcer,france,defrance,Francais,rancon de ma mere,France,,,,,,
77,vousinteressez,Russe,se196,rusalem,russie,Pousse,,,,,,,,,,
78,Combien,bient0ts',"Eh bien 
- Il",bientot,Bientot,Bientt,,,,,,,,,,
79,s0mme8,somme en-DE,Hommes,somme,commuaute,commengca,so,,,,,,,,,
80,"Buf-
faso","---
- Madame la Ml","..-
-","-
-",,,,,,,,,,,,
81,Mexique,"A-
mexique",mexique,,,,,,,,,,,,,
82,entrecoupee de montagnes,sentra,entrecoup,ecouta,,,,,,,,,,,,
83,grotte du vert de gris o,grotte oh lejour,Vert de gris,,,,,,,,,,,,,
84,Smolensk,Aexns,depens,Linsee,s0ns,ns,Tiens,fensive,,,,,,,,
85,Rafael,vecu,aec,gsece,d6-,I',,,,,,,,,,
86,batie,lexpedition,nation258,Denomination,Rvolution,,,,,,,,,,,
87,lagonie,wagon,Inigo,,,,,,,,,,,,,
88,t23,et270,t27,7I,,,,,,,,,,,,
89,"z:::,;::;:;:IGn",trc::r,nzz::::::--,z::::z,zc:.:z::cc,z::::-,,,,,,,,,,
90,on118,L o on Elio,- Dici,- On1,,,,,,,,,,,,
91,reveillee,deauville,Veillerai,reille,Cordilleres,,,,,,,,,,,
92,tele,pele-mele,meles,mele,sang-mele,melis,,,,,,,,,,
93,je32,Jesu-,--Je,Je,jets.3l,,,,,,,,,,,
94,el Cerro,Merced,cernaut,",lemerre",Cerro,,,,,,,,,,,
95,rue du Rosaire,"Amerique ridionale
expir",l'Amerique du Sud,l'Amerique,Amerique du Sud,Amerique,Amerique du Nord,,,,,,,,,
96,suite2,Sit,hesita,Nhesitez,Faite,hesiter,Jupiter,,,,,,,,,
97,Gambusinos,gambusinos,Gambusino,,,,,,,,,,,,,
98,ditBelhumeur,Belhu-,Belhumeur,Belhueur,Belhumeurl,Belhumenr,Bellumeur,,,,,,,,,
99,Sierra CAdre,sie,Sierra Madre les Indiens,Sierra Madre,A minuit,,,,,,,,,,,
100,ar-,Compare,repara,parole168,pasto,Par-,paris,,,,,,,,,
101,Ls,chapperont,APPEL8,APPELS,,,,,,,,,,,,
102,Leur-Loyal,Caduc Loyal,"Cer
Loyal","Ces-
Loyal",c0loyer,Loyal,loyaut,,,,,,,,,
103,LACAN5AS,Ca,Acacia,renonca,carrey,Incas,- Caspita,Mezcal,Carthage,ca,,,,,,
104,sepulcre,grin,langres,grenoble,gre,Malgre,gr,,,,,,,,,
105,Hor simples MeursaiIr,MeursaiIr,,,,,,,,,,,,,,
106,deux Ocean,Etudes,pas-DE,des-2l,Guadeloupe,-DE,deput,Bermudez,de,depit,de226,ades,leDE,,,
107,Grand Chef des,0 c.,Auras,Grand Chef des Auras,I39,,,,,,,,,,,
108,Sermon,dHermosillo,Hermosillo,"Herm-
sillon",,,,,,,,,,,,
109,"quelques386
LES TRAPPEURS",suez,Attaques,quelajeune,Quebec,Quelque,danslaquelle,que',tue1,,,,,,,
110,sansaimer,venaison,connaissez,Misait,jamais1,Salvator Rosa,etais sr,vOyais,sais,,,,,,,
111,Crics,decrire,Derrire,,,,,,,,,,,,,
112,prairie168,LA T0RTUHL,"T F
T
LA PRAIRIE",,,,,,,,,,,,,
113,sert7,desertee,desert,,,,,,,,,,,,,
114,songrand,gand,FLAMANDS,demander7,Grande,,,,,,,,,,,
115,"anveeraoosent
-",ner,general3,neral,general,Abandonnera,- General,,,,,,,,,
116,Courage,Pirates,Cl,clairages,,,,,,,,,,,,
117,Chinois,Chimborazo,"ha-
seine",chichikoues,chine,chine-liege,Chine,,,,,,,,,
118,Eh,malte,Ouaklehno,Oualtehno,Ouaktehno,,,,,,,,,,,
119,meme360,"pas
- Entierement",Nonchalamment,sophiquementle,nement,,,,,,,,,,,
120,Prompt,La Providence,Providence,,,,,,,,,,,,,
121,Gymnase,t0t,t0t  Gymnase,,,,,,,,,,,,,
122,garon,marmara,Ba-,bahamas,Etats Barbaresques,Bar,,,,,,,,,,
123,C,45 I.,7 i.,,,,,,,,,,,,,
