cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18,elem_19,elem_20
46,Aexns,Linsee,Smolensk,fensive,ns,E,Tiens,s0ns,,,,,,,,,,,,,
47,Parties,Compare,Par-,ar-,repara,paris,pasto,parole168,,,,,,,,,,,,,
48,Ouaktehno,Eh,Ouaklehno,Oualtehno,,,,,,,,,,,,,,,,,
49,Ih-,Vert de gris,gal du depart,grotte du vert de gris o,rue du Rosaire,grotte oh lejour,grotte de la riviere,,,,,,,,,,,,,,
50,A157,A15,t.a10,,,,,,,,,,,,,,,,,,
51,Flora meicana,nantes,campana,CAna-,Canadien,ganado,Pana-,,,,,,,,,,,,,,
52,Bar,garon,bahamas,Etats Barbaresques,Ba-,marmara,,,,,,,,,,,,,,,
53,Gymnase,t0t,t0t  Gymnase,,,,,,,,,,,,,,,,,,
54,d'Espagne,Espagnol,Espagnols,espagne,vie?Je espagne,Espa-,Accompagnera,,,,,,,,,,,,,,
55,Tete dAigle,"Tete
l'Aigle","Tete
d'Aigle","Tele
d'Aigle",piste de la Tete d'Aigle,Tete d'aigle,La Tete d'Aigle,l'Aigle,La Tele d'Aigle,Aigle,Tete d' Aigle,Tete d'Aigle,Tele d'Aigle,,,,,,,,
56,reunis,Les Etats-Unis,I107,eTats-Unis,Etats-Unis,,,,,,,,,,,,,,,,
57,Cessita,hesita,vousinteressez,hesiter,Lherbe,Sit,Nhesitez,Jupiter,,,,,,,,,,,,,
58,Anglais,Lavait,Palais,palais quil,"pais.8n
LES APPUIS","Palais et
Apaches","malade7
- Pas moi",,,,,,,,,,,,,,
59,La Providence,Prompt,Providence,,,,,,,,,,,,,,,,,,
60,",lemerre",Angleterre,regler,regle,colere,rer,,,,,,,,,,,,,,,
61,mone,mornes,orne,l53,,,,,,,,,,,,,,,,,
62,D,Cassini0moins,possible7,lassassin,Aussit0,Assis,Pumas,Mississipi,,,,,,,,,,,,,
63,Aucune,Dieune,Lejeune,mune,Lu-,Luz,lune,Lune,,,,,,,,,,,,,
64,PSYCOL0GIE,l'aieul,Pieds-,Hier,ter hier,Pluie,- Guerriers,,,,,,,,,,,,,,
65,a08,Societ,cienda,lhacienda,LHACIENDA,Acacia,,,,,,,,,,,,,,,
66,sang-mele,pele-mele,meme360,"celle-l.
Dona Luz",meles,melis,selle,tele,mele,,,,,,,,,,,,
67,Guadeloupe,Regardez,depens,-DE,Bermudez,Etudes,delices,Inde,demander7,leDE,Avantde,Accordez,conde,de,deux Ocean,pas-DE,deput,de226,ades,depit,des-2l
68,ecouta,Ah1,utah,Sautant,,,,,,,,,,,,,,,,,
69,A minuit,LHACIENDA DEL MILAGR0,l a,del Milagro,hacienda del Milagro,,,,,,,,,,,,,,,,
70,nes de l',pr-DE LIBANAIS,rue de l'Abbaye,pise,golfe de Cali-,piste de la,c0te du Cerro de la campana,piste des jaguars,,,,,,,,,,,,,
71,IL1,laeil,OEil,Oeil,oeil,,,,,,,,,,,,,,,,
72,cheval.2l8,Caches,achet8,h,tachet,cher,Apaches,Chacun,Tache,bitche,machete,,,,,,,,,,
73,chichikoues,"ha-
seine",Chimborazo,Chinois,Chine,chine,chine-liege,,,,,,,,,,,,,,
74,Merced,Plateros,Cerro,el Cerro,cernaut,nice,,,,,,,,,,,,,,,
75,Moires,"2--
aupres",epreues,prets,Apres,pres,Delawares,,,,,,,,,,,,,,
76,Cordilleres,reveillee,Veillerai,lequilibre,reille,deauville,,,,,,,,,,,,,,,
77,perlis,Leperos,percut,ler,chapperont,lepero,perdu1,,,,,,,,,,,,,,
78,perils,Ls,APPELS,APPEL8,,,,,,,,,,,,,,,,,
79,"Herm-
sillon",dHermosillo,Sermon,Hermosillo,,,,,,,,,,,,,,,,,
80,calecon troit,Caballero,"calle del Rosario,-",calle San-Agustin,Allemagne,alluma,rusalem,alle,,,,,,,,,,,,,
81,--Je,Jesu-,je32,jets.3l,Je,,,,,,,,,,,,,,,,
82,Francais,Puissance,Lancers,grace,Lenfance,fr,France,france,BAlANcer,defrance,,,,,,,,,,,
83,wagon,reunion,Inigo,lagonie,,,,,,,,,,,,,,,,,
84,tete haute,textevenu,surete,- Remettez,deterine,Faite,Albacete,anxiete,Alaceyte,Etes,suite2,Monte,ter  cette operation delicate,tete,c6te,malte,C0te,Quate,Tete,,
85,"Cer
Loyal",Caduc Loyal,Leur-Loyal,loyaut,Loyal,c0loyer,"Ces-
Loyal",,,,,,,,,,,,,,
86,vo,loigna,Quoi7,Voil,voi,,,,,,,,,,,,,,,,
87,danois,Croit,Acropolis,fois.28l,Linproiisioro,crois7,,,,,,,,,,,,,,,
88,Allons,Lon,mons,Lol,Finissons-en,lons,,,,,,,,,,,,,,,
89,ygee,alger,ge,ger,gers,,,,,,,,,,,,,,,,
90,paliers.8l,Lieu,Italie,tala,Piti,lir,limpunit,italie,australie,,,,,,,,,,,,
91,Helas,FLAMANDS,LA T0RTUHL,danslaquelle,rElan,LAnSANA,Llan,LACAN5AS,Rafael,Blancs,Elan,,,,,,,,,,
92,Gaeur Loyal,"mer du
Coeur Loyal",LEUR L0YAL,Coeur Local,mer du Leur Loyal,Coeur Loyal paula,Leur Loyal,Coeur Loyal,mer du Coeur Loyal,,,,,,,,,,,,
93,7 i.,45 I.,,,,,,,,,,,,,,,,,,,
94,Convaincu,Va,ain,Vaincue,,,,,,,,,,,,,,,,,
95,Belhumeurl,Belhueur,Belhumenr,Belhu-,Bellumeur,ditBelhumeur,Belhumeur,,,,,,,,,,,,,,
96,"pas
- Entierement",tont,bient0ts',Bientt,"Eh bien 
- Il",Combien,bientot,Bientot,,,,,,,,,,,,,
97,connaissez,sansaimer,etais sr,vOyais,Salvator Rosa,Misait,jamais1,sais,venaison,,,,,,,,,,,,
98,lexpedition,batie,Rvolution,Denomination,nation258,,,,,,,,,,,,,,,,
99,gne7,mignonne,pologne,gne,,,,,,,,,,,,,,,,,
100,in-3,In-l2,in-8-,2v.in-8-,In-1E,in-8,,,,,,,,,,,,,,,
101,Amerique du Nord,l'Amerique,l'Afrique,mexique,Am-,guer-,Afrique,"Amerique ridionale
expir","A-
mexique",sophiquementle,Amerique du Sud,l'Amerique du Sud,Mexique,Amerique,,,,,,,
