cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18,elem_19,elem_20,elem_21,elem_22,elem_23
25,BEngal,Kangaroo,Bengal,,,,,,,,,,,,,,,,,,,,,
26,BRIGHTON,Knightsbridge,Brighton -for Brighton,Brighton,bRiggs,brighton,,,,,,,,,,,,,,,,,,
27,Tape,Cape,"Florence
Cape",Cape Town,Chapelle,Chapels,Caracas,,,,,,,,,,,,,,,,,
28,Fuddleston,Westminster,Wet,the West End,Lowest,West,Wesleyan,Destiny,West End,eWe,Lewes,"the West
Eul-Casting Ragg",Homestand,West FEud,Cowes,States,,,,,,,,
29,Europe,eUrope,europe,europa,Portman-europe,,,,,,,,,,,,,,,,,,,
30,Macmurdo,Mulbury,Canterbury,Albums,Sudbury,Bulbul,,,,,,,,,,,,,,,,,,
31,Ramsgate,Ms'am,Ma'am,Ems,,,,,,,,,,,,,,,,,,,,
32,Lausanne,Honneur,Cannes,tyne,Canada,Valencicnnes,,,,,,,,,,,,,,,,,,
33,Gray,Bagram,Grady,Geography,Ayois,Grays Inn,,,,,,,,,,,,,,,,,,
34,Touchdowns,Touchdown,Tours,,,,,,,,,,,,,,,,,,,,,
35,Leicester,WI,Winchester,Wittgenstein,Christin,WInchester,Manchester,Duchess,Rochester,Ites,,,,,,,,,,,,,,
36,the Boule d'Or,Bois de Boulogne,British Boulogne,Bois,Boulogne,"Bois de
Boulogne",Boulevard de,Louis,,,,,,,,,,,,,,,,
37,IA,MIaras,Prussia,Siberia,Asia,nicosia,Russia,"ia
1

2",Persia,ambrosia,australasia,,,,,,,,,,,,,
38,theBareet,Zwieback,Barbar,Bagshot,Madame Barbecue,Bart,cuba,tSar,Baronet,,,,,,,,,,,,,,,
39,china,Ballinasloe,chino,China,Maraschino,,,,,,,,,,,,,,,,,,,
40,brussels,sousse,bRussels,Brussels,Russell,Sussex,,,,,,,,,,,,,,,,,,
41,ns wc,Athens,kensington Gardens,Peninsula,sunshine ns,Kensington,"Kensington
Gardens",New Gardens,Gardens,Kensington Gardens,,,,,,,,,,,,,,
42,Pompeii,Pump,Trumpet,Puppets,,,,,,,,,,,,,,,,,,,,
43,dundas,Dundas,bund,nda,,,,,,,,,,,,,,,,,,,,
44,MD COIIDMTtAD,"aD OIWIE
lL",Mt,,,,,,,,,,,,,,,,,,,,,
45,Us,Molyneus,W1,mustaclios,US,Regulus,Vnuslall,Methusalem,,,,,,,,,,,,,,,,
46,"know.-
Drive",know-,Munoz,Nob,knowingest,,,,,,,,,,,,,,,,,,,
47,Buxton,Alps,TO3,Alton,Stilton,Osbaldiston,Dayton,Raton,,,,,,,,,,,,,,,,
48,&c.,c.,C.B.,,,,,,,,,,,,,,,,,,,,,
49,"L
l
e.","L
L","rv
l","L

l
-'Y","Lf
L","L
II",,,,,,,,,,,,,,,,,,
50,Charing,Chaffers,Clapham,Pharaoh,Brougham,that1,Chatham,harwich,Thames,Champaign,Thames St.,Fulham,CHATHAM,,,,,,,,,,,
51,papa2,Japan,Papua,Pompadour,A20,,,,,,,,,,,,,,,,,,,
52,"Ih
'",Ihh,,,,,,,,,,,,,,,,,,,,,,
53,Frenchmen,Trench,Florence,Trssarenc,Notre,,,,,,,,,,,,,,,,,,,
54,Maloney,Alderney,Boney,Glenmalony,Lor weyne,,,,,,,,,,,,,,,,,,,
55,Mount Saint John,County,Mount,Punjab,seoul,County Kildnre,Mountrail,"Mount
St. Jolmn",Mount St.,kc,,,,,,,,,,,,,,
56,Ladyship,Lady,Lnadyship,,,,,,,,,,,,,,,,,,,,,
57,Cologne,Colony,colonies,Polonia,Balcony,,,,,,,,,,,,,,,,,,,
58,KEepsake,Turkey,Surrey,,,,,,,,,,,,,,,,,,,,,
59,Gaunt,Great Gaunt,beaux,Great Coral,New Gaunt,Great Britain,Great Gaunt-,Great Gaunt Street,Gaunt-square,,,,,,,,,,,,,,,
60,Cocoa,Oxford,Scotch,Coguac,Concord,Gcorgy,Bedford,Cork,Consul,Silicon,,,,,,,,,,,,,,
61,Piccadilly,Sicily,piccadilly,,,,,,,,,,,,,,,,,,,,,
62,realy,italy,Calcutta,Italy,,,,,,,,,,,,,,,,,,,,
63,Sultan,Antlia,atlanta,Hants,Potentate,the atlantic Ocean,,,,,,,,,,,,,,,,,,
64,Janissaries,pAris,paris,Paris,,,,,,,,,,,,,,,,,,,,
65,Talleyrand,CrAWLEY,Crawley,Lidy Crawley,ns Crawley,cr,Haddon Crawley,,,,,,,,,,,,,,,,,
66,dEmagogue,Jemia,yakima,Jemima,IM,Emm,,,,,,,,,,,,,,,,,,
67,the New Road,the Latin Grammar,the MAdras Roads,Madras,the Magic Flute,,,,,,,,,,,,,,,,,,,
68,the City of London,LOndon,Babylon,donbas,Don Juan,Loudon,Mlonplaisir,YAGABOND,Yon'rc,Yonder,Toulon,Long Acre,Curzon,London,Armageddon,LONDON,Spoon,bDixonary,london,Longwood,Londonderry,Wimbledon,nona,Potztauscnd-Donncrwetter
69,Dearest George,Georgina,St. George's,St. George's Hospital,,,,,,,,,,,,,,,,,,,,
70,Mutila,Pupil,IILRO,Ili,Ilnr,Nile,IL,Trail,FIlkers,,,,,,,,,,,,,,,
71,Trafalgar,Gazette,Peterwaralin,Peterwaradin,,,,,,,,,,,,,,,,,,,,
72,Grosvenor,Moorish,Morocco,Broadmoor,moro,Horowitz,morocco,HIorroeks,Borodino,Meejor,,,,,,,,,,,,,,
73,Africa,Cambridge,Camberwell,IIammerlown,Camelot,America,Jamaica,Cashmere,,,,,,,,,,,,,,,,
74,Ilcbecca,quebec,Rebecn,Rector,Rebecca,REbecca,llebccca,rEbecca,Quebec,Debrett,llebeccn,Ielccca,,,,,,,,,,,,
75,UK,uk,,,,,,,,,,,,,,,,,,,,,,
76,8he,the Arabian Nights,the Valley of Diamonds,the dark sea,the Red Book,the Old 9lighters',the Rock of the School,Thopsen,the Ale-Verse,the Bay,the Prince of Wales,the Green of Sheba,the Same Angeles,the Russian Order of Saint Nicholas,the Black Hole,,,,,,,,,
77,Coventry,Serpent,Boon Sentinel,"han
ont",Ghent,Continent,Minto,"OLD FIAIO0
coNtENTS",Maintenon,,,,,,,,,,,,,,,
78,Green avenue,Greenwich,Queen,Avenues,Venus,rouen,,,,,,,,,,,,,,,,,,
79,North,Corporal,Porky,portsmouth,Port,Portland,Portansherry,,,,,,,,,,,,,,,,,
80,Brazil,Bramah,grin-'`Brazil,brazil,L W,,,,,,,,,,,,,,,,,,,
81,XX,II.R.II,XXII,Louis XVIII,,,,,,,,,,,,,,,,,,,,
82,Hollyock,Bullock,Bulloeks,Shylock,,,,,,,,,,,,,,,,,,,,
83,Desert,node,Loder,Derby,Good Gol,Lederlung,,,,,,,,,,,,,,,,,,
84,"Stillbrook, Becky",Stillbrook,Stillbrook in,,,,,,,,,,,,,,,,,,,,,
85,"suffers,-and","Jos,-and","her,-and","night,-and",Jos,,,,,,,,,,,,,,,,,,,
86,the County Cork,"the City, Sir",the City,whitherP,the Free City of JudenstuIt,us City,City,,,,,,,,,,,,,,,,,
87,Prague,Fort Schwagerl,Geran,the Peerage of Ireland,Peerage,Opera,Demerara,Peer,personasge,,,,,,,,,,,,,,,
88,Mn,mn,Gulf kSmn Juan,nursemnid,,,,,,,,,,,,,,,,,,,,
89,Jura,trgg,Strasburg,Osnaburg,St. Petersburg,Edinburgh,hamburg,SB,,,,,,,,,,,,,,,,
90,Vittoria,Neapolitan,Britain,Oxonians,Britannia,Vanity,Titania,Brittany,,,,,,,,,,,,,,,,
91,Calumny,ny,Albany,Ny,,,,,,,,,,,,,,,,,,,,
92,Slc,slc,,,,,,,,,,,,,,,,,,,,,,
93,d'h6te,DOorway,Jupiter,Charlotte,Booterstown,Blooms-,Waterloo,Liverpool,Bayswater,,,,,,,,,,,,,,,
94,rI,Perigord,Wineries,"L
Series",Bierstadt,Erbprinz,erie,lie've ri,Polarizer,Goneril,Crib,,,,,,,,,,,,,
95,Monsieur Isidor,Monseineur,Monsieur,MOnsieur Isidor,Isidor,,,,,,,,,,,,,,,,,,,
96,lelia,Machiavellian,Emelia,melia,Mmeli,Armenia,Cecilia,"Amelia
j-s",Aelia,Melia,aMelia,Anelik,Mmelin,Amelia,Menelik,Wellington Amelia,,,,,,,,
97,the Chickasaw Indians,Windsor,the Indian Hill,India,Indiana,India1,,,,,,,,,,,,,,,,,,
98,Park LAne,paragon,Park lAne,ark,Parc,Hyde Park,Park,"Park
Lane",Hyle Park,,,,,,,,,,,,,,,
99,lIvingstone,Club,Islington,Clingstone,PINETON,Wellington,,,,,,,,,,,,,,,,,,
100,Faro,Fitzroy,froek,Dover,Troy,Sovereigns,Rotterdam,ero,Roc,brother--,,,,,,,,,,,,,,
101,greece,Gaunt Street,Hart Street,Baker Street,Curzon Street,Creek,Threadneedle,Beek,Greek Street,Greece,Threadneedle Street,,,,,,,,,,,,,
102,kawdon,Rnwdon,rawdon,Rawdon,,,,,,,,,,,,,,,,,,,,
103,I1l,France,fRance,iran,FRance,,,,,,,,,,,,,,,,,,,
104,DBruges,Bruges,Brunswick,,,,,,,,,,,,,,,,,,,,,
105,Provence,Magnificent,Nineveh,niue,Venice,lis cen,,,,,,,,,,,,,,,,,,
106,LE-----7s,"L
-a--","-IEEE-------
-5",x--,,,,,,,,,,,,,,,,,,,,
107,YEMEN,Dresden,Sweden,Providence,Denmark,Denr,golden auburn,denr,Caen,Minden,,,,,,,,,,,,,,
108,M.P,P.S.,M.P.,,,,,,,,,,,,,,,,,,,,,
109,Elbe,Nivelle,NoEL,Rel Seas,Elba,"fell,-she",Delaware,thelwald,Sehxueuelt,mel,EL,israel,guelph,Smithfield,,,,,,,,,,
110,Snmbo,Lambeth,Bombay,Sambo,,,,,,,,,,,,,,,,,,,,
111,Wiesbaden,"Baden
Baden",Madeira,Baden,,,,,,,,,,,,,,,,,,,,
112,Bront,Bromptou,Brompton,hBrompton,bRompton,,,,,,,,,,,,,,,,,,,
113,linendraer,Linked,Belinda,Aelin,Pnrlinmcnt,bDulin,Dublin,,,,,,,,,,,,,,,,,
114,Christchurch,Ricketts,handkerchiefs,Munich,Chiswick,Jericho,Richelieu,Dulwich,Richmond,RICHIE,,,,,,,,,,,,,,
115,bEcky,Black Bess,Becky s,Becky,BEcky,,,,,,,,,,,,,,,,,,,
116,St. Pancras,St. Peter's,St. James's,St. Vincent's,"St.
aul's",St. John's,St. Paul's,,,,,,,,,,,,,,,,,
117,Esq,Jabotiire,quito,Esquire,,,,,,,,,,,,,,,,,,,,
118,lome,ROme,Tomeuvesiun,rome,Rome,,,,,,,,,,,,,,,,,,,
119,Dobbsin,Abingdon,Dobbinu,Dolbin,ye Dob,Dob,Binkie,Hobbs,Dobbin,,,,,,,,,,,,,,,
120,swan,Mango,Salamanca,anl,nan s,Germany,Major,pomatum,Manmma,SOmalia,oman,,,,,,,,,,,,,
121,wy,WY,,,,,,,,,,,,,,,,,,,,,,
122,chnmbermaid,Spain,Saint Jean,"L
AIR5",YANIS AIR,hai,HOAI,Jail,Taiwan,AI,,,,,,,,,,,,,,
123,MIrs.,Montmirail,Fairs,emirates,Mi,MIrs,,,,,,,,,,,,,,,,,,
124,West Indies,"tlc
East India Company's",West Indian,East India,West India,the West Indies,,,,,,,,,,,,,,,,,,
125,W. T.'a,St. Kitt's,Saint Kitts,Pitt,St. Kitts,,,,,,,,,,,,,,,,,,,
126,thou,South-,Soutludown,Soho,Lorlsouthdown,Southdowu,South,,,,,,,,,,,,,,,,,
127,Silenus,Butler,Wales,Naples,Temple,Schley,Leeds,Leipzig,leduc,glendale,Ile,calle,Ripley,nolle,LE,Cackle,,,,,,,,
128,Orleans,the Duke of Orleans,Elite Orleans,New York,New Orleans,,,,,,,,,,,,,,,,,,,
129,Hornby,Hornsey,Oborne,Udolpho,Bordeaux,Holborn,,,,,,,,,,,,,,,,,,
