cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16
106.0,Dresden,Sweden,Denr,denr,Minden,,,,,,,,,,,,
107.0,Honneur,Monseineur,,,,,,,,,,,,,,,
108.0,Madame Barbecue,MAdame Strunpff,Armada,,,,,,,,,,,,,,
109.0,Jemia,yakima,Jemima,,,,,,,,,,,,,,
110.0,the New Road,the MAdras Roads,Madras,the Magic Flute,,,,,,,,,,,,,
111.0,Dearest George,Georgina,St. George's,St. George's Hospital,,,,,,,,,,,,,
112.0,Thames,Thames St.,,,,,,,,,,,,,,,
113.0,Florence,"Florence
Cape",,,,,,,,,,,,,,,
114.0,Dobbinu,Dobbin,,,,,,,,,,,,,,,
115.0,YEMEN,Armenia,Iphigenia,,,,,,,,,,,,,,
116.0,beaux,Bordeaux,,,,,,,,,,,,,,,
117.0,Ili,Antlia,Cecilia,Sicily,Anglia,Silicon,,,,,,,,,,,
118.0,thou,Thopsen,Methodist,,,,,,,,,,,,,,
119.0,Ilcbecca,Rebecn,Rebecca,REbecca,rEbecca,llebeccn,,,,,,,,,,,
120.0,Leeds,Threadneedle,Threadneedle Street,,,,,,,,,,,,,,
121.0,Boon Sentinel,Continent,"OLD FIAIO0
coNtENTS",,,,,,,,,,,,,,
122.0,North,Porky,portsmouth,Port,Portansherry,,,,,,,,,,,,
123.0,Brazil,grin-'`Brazil,brazil,,,,,,,,,,,,,,
124.0,Bullock,Bulloeks,Hull1,Shylock,,,,,,,,,,,,,
125.0,Ms'am,Ma'am,,,,,,,,,,,,,,,
126.0,Alderney,node,Loder,Derby,Lederlung,,,,,,,,,,,,
127.0,In'a,,,,,,,,,,,,,,,,
128.0,Emelia,melia,Mmeli,Camelot,"Amelia
j-s",Melia,aMelia,Mmelin,mel,"ia
1

2",Amelia,,,,,,
129.0,Creek,Beek,,,,,,,,,,,,,,,
130.0,Wales,palau,Palermo,Methusalem,,,,,,,,,,,,,
131.0,Mutila,"Stillbrook, Becky",Stillbrook,Stillbrook in,,,,,,,,,,,,,
132.0,"suffers,-and","Jos,-and","her,-and","night,-and",Jos,,,,,,,,,,,,
133.0,the City of London,"the City, Sir",the City,the Free City of JudenstuIt,us City,City,,,,,,,,,,,
134.0,the Peerage of Ireland,Peerage,Peer,,,,,,,,,,,,,,
135.0,Roehampton,Southampton Row,southampton,Swamptown,Southampton,Southampton Gaol,,,,,,,,,,,
136.0,Bromptou,Brompton,hBrompton,bRompton,,,,,,,,,,,,,
137.0,HIoggarty,Barbar,Bart,,,,,,,,,,,,,,
138.0,golden auburn,Strasburg,Osnaburg,Edinburgh,hamburg,,,,,,,,,,,,
139.0,kawdon,Rnwdon,rawdon,Rawdon,,,,,,,,,,,,,
140.0,Butler,Schley,motley,,,,,,,,,,,,,,
141.0,St. Kitt's,St. Kitts,,,,,,,,,,,,,,,
142.0,Morocco,moro,morocco,Roc,,,,,,,,,,,,,
143.0,Louis XVIII,Louis,,,,,,,,,,,,,,,
144.0,ns wc,CrAWLEY,Crawley,Lidy Crawley,ns Crawley,Haddon Crawley,,,,,,,,,,,
145.0,IIammerlown,Blooms-,Waterloo,Bayswater,,,,,,,,,,,,,
146.0,lelia,Aelia,israel,Aelin,,,,,,,,,,,,,
147.0,Coventry,the Cannibal Islands,ISland,"Coventry
Island",Long Island,Coventry Island,,,,,,,,,,,
148.0,Trafalgar,Montmirail,Trail,Jail,,,,,,,,,,,,,
149.0,froek,HIorroeks,,,,,,,,,,,,,,,
150.0,BRIGHTON,Knightsbridge,Brighton -for Brighton,Brighton,bRiggs,brighton,,,,,,,,,,,
151.0,the Boule d'Or,the Latin Grammar,the Arabian Nights,the Valley of Diamonds,Athens,the dark sea,the Red Book,the Old 9lighters',the St. Leger,the Rock of the School,the Ale-Verse,the Bay,the H. H.,thelwald,the atlantic Ocean,the Green of Sheba,the Same Angeles
152.0,Liverpool,Spoon,,,,,,,,,,,,,,,
153.0,ark,Parc,Hyde Park,Park,"Park
Lane",Hyle Park,,,,,,,,,,,
154.0,ye Dob,Dob,,,,,,,,,,,,,,,
155.0,Bois de Boulogne,British Boulogne,Cologne,Toulon,Boulogne,"Bois de
Boulogne",seoul,Boulevard de,,,,,,,,,
156.0,Marengo,Delaware,Trssarenc,tSar,Nassau,,,,,,,,,,,,
157.0,Gaunt,Great Gaunt,Great Coral,New Gaunt,Great Gaunt-,Great Gaunt Street,Gaunt-square,,,,,,,,,,
158.0,Geran,Madeira,iran,,,,,,,,,,,,,,
159.0,Regent,Erbprinz,the Prince Regent,lie've ri,the Prince of Wales,,,,,,,,,,,,
160.0,Rio Janeiro,Anelik,Menelik,,,,,,,,,,,,,,
161.0,Grosvenor,Green avenue,Avenues,Venus,,,,,,,,,,,,,
162.0,Peterwaralin,Peterwaradin,,,,,,,,,,,,,,,
163.0,St. Peter's,St. Petersburg,,,,,,,,,,,,,,,
164.0,Wesleyan,eWe,Lewes,,,,,,,,,,,,,,
165.0,Don Juan,Gulf kSmn Juan,,,,,,,,,,,,,,,
166.0,Grays Inn,Thavies Inn,Vienna,,,,,,,,,,,,,,
167.0,kensington Gardens,Kensington,"Kensington
Gardens",New Gardens,Gardens,Kensington Gardens,,,,,,,,,,,
168.0,Major,Meejor,,,,,,,,,,,,,,,
169.0,Oxonians,bDixonary,nona,,,,,,,,,,,,,,
170.0,the County Cork,County,County Kildnre,,,,,,,,,,,,,,
171.0,inn,Glorvinn,Inn,Inn of,,,,,,,,,,,,,
172.0,Slc,slc,,,,,,,,,,,,,,,
173.0,Medulla,harwich,Greenwich,Dulwich,,,,,,,,,,,,,
174.0,Sultan,Neapolitan,Britannia,Vanity,Titania,,,,,,,,,,,,
175.0,Prague,Udolpho,Sehxueuelt,guelph,,,,,,,,,,,,,
176.0,Wiesbaden,"Baden
Baden",Baden,MIrs,,,,,,,,,,,,,
177.0,Flanders,Ireland,Newfoundland,Sands,"fell,-she",atlanta,Switzerland,Scotland,Portland,Shehas,Shetland,,,,,,
178.0,Babylon,Mlonplaisir,Long Acre,Good Gol,Longwood,,,,,,,,,,,,
179.0,kanDahar,Belinda,glendale,nda,,,,,,,,,,,,,
180.0,handkerchiefs,Jericho,Richelieu,Richmond,RICHIE,,,,,,,,,,,,
181.0,St. Pancras,"St.
aul's",St. Paul's,,,,,,,,,,,,,,
182.0,MD COIIDMTtAD,Calumny,Balcony,Calcutta,,,,,,,,,,,,,
183.0,Esq,quito,Squills,Esquire,,,,,,,,,,,,,
184.0,Islington,Wellington,Wellington Amelia,,,,,,,,,,,,,,
185.0,Nivelle,Chapelle,Chapels,,,,,,,,,,,,,,
186.0,Mango,Salamanca,Germany,pomatum,Manmma,SOmalia,harriman,oman,,,,,,,,,
187.0,Chaffers,Opera,personasge,FIlkers,Persia,,,,,,,,,,,,
188.0,Cambridge,nicosia,ambrosia,,,,,,,,,,,,,,
189.0,donbas,Loudon,Blenheim,leduc,Armageddon,Wimbledon,,,,,,,,,,,
190.0,Asia,las,Austria,australasia,,,,,,,,,,,,,
191.0,Talleyrand,Hall,Vnuslall,calle,nolle,,,,,,,,,,,,
192.0,mustaclios,Bombay,emirates,Potentate,States,Ites,,,,,,,,,,,
193.0,nursemnid,Tours,,,,,,,,,,,,,,,
194.0,Piccadilly,piccadilly,,,,,,,,,,,,,,,
195.0,llebccca,Smithfield,Ielccca,,,,,,,,,,,,,,
196.0,Pompeii,Labrador,Pompadour,,,,,,,,,,,,,,
197.0,linendraer,Linked,Ballinasloe,Ealing,Pnrlinmcnt,bDulin,Dublin,,,,,,,,,,
198.0,St.,St. James's,St. Achenl,St. John's,St. Just,,,,,,,,,,,,
199.0,West Indies,"tlc
East India Company's",West Indian,East India,West India,the West Indies,,,,,,,,,,,
200.0,"South Sen
Islands",South-,Soutludown,Lorlsouthdown,Southdowu,South,,,,,,,,,,,
201.0,Wet,Gazette,Debrett,Potztauscnd-Donncrwetter,,,,,,,,,,,,,
202.0,MIaras,paragon,Pharaoh,Demerara,Cashmere,Caracas,,,,,,,,,,,
203.0,Scotch,Cowes,Moscow,,,,,,,,,,,,,,
204.0,the Chickasaw Indians,Windsor,the Indian Hill,India,Indiana,India1,,,,,,,,,,,
