cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18,elem_19,elem_20,elem_21
69,Becky s,BEcky,stueco,I1l,Becky,bEcky,,,,,,,,,,,,,,,,
70,Baronet,Goneril,Boney,Faro,Barbar,Caen,,,,,,,,,,,,,,,,
71,Tours,O'Dow,Touchdown,O'Down,IIammerlown,Touchdowns,,,,,,,,,,,,,,,,
72,Windsor,India1,Indiana,India,the Chickasaw Indians,the Indian Hill,,,,,,,,,,,,,,,,
73,Fitzroy,Regulus,M.P,Regan,Regent,Los,,,,,,,,,,,,,,,,
74,mo,uk,erie,"L
Series",Wineries,Desert,Janissaries,WY,,,,,,,,,,,,,,
75,lie've ri,the Prince Regent,Erbprinz,the Prince of Wales,,,,,,,,,,,,,,,,,,
76,ark,los,Parc,Park LAne,Hyde Park,Park,Park lAne,"Park
Lane",Hyle Park,,,,,,,,,,,,,
77,Labrador,Brazil,brazil,grin-'`Brazil,,,,,,,,,,,,,,,,,,
78,Titania,Neapolitan,Vanity,,,,,,,,,,,,,,,,,,,
79,"Florence
Cape",L1,Florence,Providence,Provence,,,,,,,,,,,,,,,,,
80,New York,York,,,,,,,,,,,,,,,,,,,,
81,Dobbsin,ye Dob,Dobbinu,Dob,Hobbs,Dobbin,,,,,,,,,,,,,,,,
82,Blooms-,Brunswick,Chiswick,Dulwich,,,,,,,,,,,,,,,,,,
83,Roehampton,Southampton Row,Southampton,Southampton Gaol,southampton,"L
l
e.",Swamptown,,,,,,,,,,,,,,,
84,ns Crawley,Lidy Crawley,Haddon Crawley,Crawley,CrAWLEY,,,,,,,,,,,,,,,,,
85,Kangaroo,BEngal,Bengal,"Lf
L",,,,,,,,,,,,,,,,,,
86,Cologne,Bois de Boulogne,"Bois de
Boulogne",Boulevard de,Boulogne,British Boulogne,seoul,,,,,,,,,,,,,,,
87,ISland,the Cannibal Islands,Long Island,Coventry Island,Coventry,"Coventry
Island",,,,,,,,,,,,,,,,
88,Bart,HIoggarty,Trafalgar,,,,,,,,,,,,,,,,,,,
89,IILRO,Bagshot,Surrey,node,,,,,,,,,,,,,,,,,,
90,Loyola,Molasses,las,,,,,,,,,,,,,,,,,,,
91,lIvingstone,bOston,Clingstone,Fuddleston,&c.,Osbaldiston,History,,,,,,,,,,,,,,,
92,MId-,knowingest,know-,beaux,"know.-
Drive",,,,,,,,,,,,,,,,,
93,AI,Loder,Yonder,Alps,Lederlung,Derby,Alderney,,,,,,,,,,,,,,,
94,in'a,In'a,Ilnr,,,,,,,,,,,,,,,,,,,
95,the Duke of Orleans,Elite Orleans,New Orleans,C.B.,Orleans,,,,,,,,,,,,,,,,,
96,Cork,Corporal,Concord,Porky,Gcorgy,,,,,,,,,,,,,,,,,
97,IA,denham,Blenheim,Denham,Cheltenham,,,,,,,,,,,,,,,,,
98,Slc,Oborne,Bordeaux,Holborn,Borodino,,,,,,,,,,,,,,,,,
99,DOorway,Moorish,Christchurch,,,,,,,,,,,,,,,,,,,
100,Bierstadt,whitherP,brother--,Oystherstown,Booterstown,A20,,,,,,,,,,,,,,,,
101,australasia,Clapp,Venice,nicosia,Asia,Munich,Bionic,Mt,,,,,,,,,,,,,,
102,"L
II",Don Juan,Gulf kSmn Juan,,,,,,,,,,,,,,,,,,,
103,Snmbo,Papua,,,,,,,,,,,,,,,,,,,,
104,Paris,pAris,paris,,,,,,,,,,,,,,,,,,,
105,Prague,dEmagogue,guelph,,,,,,,,,,,,,,,,,,,
106,nhl,Cocoa,,,,,,,,,,,,,,,,,,,,
107,Montmirail,Trail,Mountrail,Jail,,,,,,,,,,,,,,,,,,
108,Coguac,Mn,St. Petersburg,IM,St. Peter's,St. Paul's,Peterwaralin,Peterwaradin,St. Pancras,,,,,,,,,,,,,
109,bDixonary,nona,,,,,,,,,,,,,,,,,,,,
110,Cape Town,Tape,Cape,,,,,,,,,,,,,,,,,,,
111,Nile,Ile,Silenus,,,,,,,,,,,,,,,,,,,
112,ST,,,,,,,,,,,,,,,,,,,,,
113,Ihh,Cambridge,Camberwell,rouen,ambrosia,Lambeth,Sambo,,,,,,,,,,,,,,,
114,LLxE,,,,,,,,,,,,,,,,,,,,,
115,bastille,Versailles,Achilles,lille,Io,LILLE,Gillespie,,,,,,,,,,,,,,,
116,Devonshire,Buckinghamshire,Somersetshire,Wiltshire,yorkshire,Yorkshire,Crmrthenshire,,,,,,,,,,,,,,,
117,bRiggs,Knightsbridge,Jena,brighton,BRIGHTON,Brighton -for Brighton,Brighton,,,,,,,,,,,,,,,
118,Waterloo,swan,Bombay,Bayswater,,,,,,,,,,,,,,,,,,
119,Ems,Great Coral,Great Gaunt,Great Gaunt-,Great Gaunt Street,,,,,,,,,,,,,,,,,
120,pomatum,Pompeii,"rv
l",Pompadour,,,,,,,,,,,,,,,,,,
121,Sicily,Valencicnnes,chnmbermaid,Palermo,Wales,Methusalem,,,,,,,,,,,,,,,,
122,Hollyock,nolle,llebccca,Bogglywollah,,,,,,,,,,,,,,,,,,
123,Opera,Persia,Chaffers,personasge,FIlkers,,,,,,,,,,,,,,,,,
124,LOndon,Londonderry,LONDON,london,London,YAGABOND,,,,,,,,,,,,,,,,
125,palau,Bulgaria,Malaria,,,,,,,,,,,,,,,,,,,
126,colonies,Polonia,Colony,,,,,,,,,,,,,,,,,,,
127,YEMEN,Oxonians,Iphigenia,Armenia,,,,,,,,,,,,,,,,,,
128,Eagles,eagles,Begleitung,Naples,,,,,,,,,,,,,,,,,,
129,Fairs,YANIS AIR,"L
AIR5",,,,,,,,,,,,,,,,,,,
130,Russia,niue,Prussia,the Russian Order of Saint Nicholas,,,,,,,,,,,,,,,,,,
131,sunshine ns,Lnadyship,Lady,Ladyship,,,,,,,,,,,,,,,,,,
132,MIrs,XX,MIrs.,,,,,,,,,,,,,,,,,,,
133,Iowa,HIorroeks,froek,,,,,,,,,,,,,,,,,,,
134,Armageddon,leduc,Wimbledon,donbas,,,,,,,,,,,,,,,,,,
135,West End,West FEud,Westminster,Lewes,Lowest,West,Cowes,,,,,,,,,,,,,,,
136,Bulloeks,Bulbul,Hull1,MhZ,Bullock,Ny,Shylock,Medulla,,,,,,,,,,,,,,
137,M.P.,greece,the Green of Sheba,Greece,Greenwich,Pupil,,,,,,,,,,,,,,,,
138,Rio Janeiro,Menelik,Anelik,,,,,,,,,,,,,,,,,,,
139,Bramah,Billingsgate,Vienna,Yon'rc,Nob,HOAI,Ramsgate,Margate,,,,,,,,,,,,,,
140,lis cen,trento,Centre,Magnificent,Notre,,,,,,,,,,,,,,,,,
141,yakima,Jemia,Jemima,,,,,,,,,,,,,,,,,,,
142,Sudbury,Canterbury,Mulbury,Albums,,,,,,,,,,,,,,,,,,
143,chino,china,China,Maraschino,,,,,,,,,,,,,,,,,,
144,Dayton,Stilton,Alton,Raton,lawton,Buxton,PINETON,,,,,,,,,,,,,,,
145,Britannia,Great Britain,Taiwan,Britain,Spain,Brittany,,,,,,,,,,,,,,,,
146,Salamanca,Manmma,Germany,Mango,harriman,oman,,,,,,,,,,,,,,,,
147,Pitt,Rector,Gloria,Vittoria,,,,,,,,,,,,,,,,,,
148,Ricketts,Jamaica,America,Africa,,,,,,,,,,,,,,,,,,
149,Peninsula,Minto,minsk,,,,,,,,,,,,,,,,,,,
150,Punjab,Cornhill,Hill,Ill,William,Ill.,US,,,,,,,,,,,,,,,
151,Armada,MAdame Strunpff,Madame Barbecue,,,,,,,,,,,,,,,,,,,
152,Piccadilly,Ielccca,piccadilly,,,,,,,,,,,,,,,,,,,
153,md,Gaunt-square,New Gaunt,Gaunt,,,,,,,,,,,,,,,,,,
154,anl,Beek,Creek,,,,,,,,,,,,,,,,,,,
155,Grosvenor,Venus,Green avenue,Avenues,,,,,,,,,,,,,,,,,,
156,Jupiter,Austria,Siberia,Whitefriars,Ites,,,,,,,,,,,,,,,,,
157,aMelia,Amelia,LA,Mmeli,lelia,"Amelia
j-s",mel,Melia,Aelia,Emelia,Camelot,melia,Pump,,,,,,,,,
158,Liverpool,Dover,"ceremony,-I",Sovereigns,,,,,,,,,,,,,,,,,,
159,Geography,Grady,Gray,Bagram,Grays Inn,,,,,,,,,,,,,,,,,
160,Sultan,Balcony,Mi,Consul,,,,,,,,,,,,,,,,,,
161,Elbe,Albany,Schliisselback,Elba,"La u
t",,,,,,,,,,,,,,,,,
162,Madeira,iran,Geran,,,,,,,,,,,,,,,,,,,
163,Bedford,Major,Perigord,Meejor,Brentford,Oxford,papa2,,,,,,,,,,,,,,,
164,Mount St.,County Kildnre,the County Cork,Mount,County,,,,,,,,,,,,,,,,,
165,La,Gloving,Wittgenstein,Being,Charing,,,,,,,,,,,,,,,,,
166,Methodist,Thopsen,thou,,,,,,,,,,,,,,,,,,,
167,East India,West Indian,"tlc
East India Company's",West Indies,the West Indies,West India,,,,,,,,,,,,,,,,
168,Debrett,Rotterdam,Potztauscnd-Donncrwetter,Charlotte,Gazette,,,,,,,,,,,,,,,,,
169,North,portsmouth,Fort Schwagerl,Portansherry,Port,,,,,,,,,,,,,,,,,
170,"night,-and","her,-and","suffers,-and",Sands,"Jos,-and",,,,,,,,,,,,,,,,,
