cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18,elem_19,elem_20,elem_21,elem_22,elem_23,elem_24,elem_25,elem_26,elem_27,elem_28,elem_29
37,coh,Oh Avs,Oh,cohl0,Ohl,coho,cohra,,,,,,,,,,,,,,,,,,,,,,,
38,Furopa,Futuro,Europa,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,Snhor,Senhor,venhora da koa Mlortel,casa da senhora sua mana...,irna d obe senhaor,Senhorl,cste senhor,utr seuhor,Senhora,Tenho,Senhores,"bDeus
nosso Senhor","dis
btndos senhriucs",Senhria,,,,,,,,,,,,,,,,
40,romantico,Romantce,"aquella romantica solidao de
lenda",mantd,"comn roiuantic0
garho",,,,,,,,,,,,,,,,,,,,,,,,,
41,larges,"Bara
las Marges",crge n,Iargeln,lages,Mlarges,"Baroneza
das Marges",Mluarges,Iario das Mlarges,margeIm,,,,,,,,,,,,,,,,,,,,
42,coraci nio,Coral,Mloral,Coraon,coracao,"alvoraeo co
ue",coragao,ji ovwral,,,,,,,,,,,,,,,,,,,,,,
43,Iiga,Vigas,Iuiigo,Yigny,Sigaa Real,atiga,cigaro,,,,,,,,,,,,,,,,,,,,,,,
44,KE,kEu,kE,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,Monicas,Thessalonica,"convento das
onicas",Chronica,Mlonicas,Chrnica,Annica,,,,,,,,,,,,,,,,,,,,,,,
46,loste,Felost...,Losta,Iloste,IIoste Ilcal,"la lloste leal
1",,,,,,,,,,,,,,,,,,,,,,,,
47,Iussia,Hussia,anssim iucia,Siu,Catharina da Russia,lussia,ipressiaonava,,,,,,,,,,,,,,,,,,,,,,,
48,urte,ur,apuru,mur,dUuro,Clura,Iururou,urmurava,urze,Algurve,,,,,,,,,,,,,,,,,,,,
49,Ten,entendienlo,tencolhidu,tenlava,Tens,tencbros0,qten,l1 sta tentdu,Iacatent,,,,,,,,,,,,,,,,,,,,,
50,febe,beh,heber,FE,,,,,,,,,,,,,,,,,,,,,,,,,,
51,Froalengo,Alea-,ale,Aleres,saler,caleil,dale,"Alea-
ova",gales,Aleaide,Saledor,cale,ji sale,Asia Alenor,valenlias,Aleagova,Aleava,,,,,,,,,,,,,
52,Ti16,I1.1 TI,T16,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,Fleicio,Oposicio,Eleicio,Eleiciol Pois,afan da Fleicio-para,Eleiciol,,,,,,,,,,,,,,,,,,,,,,,,
54,Con-,con-,"turor con-
tra",Oon-,Mlon-,"Con-
sciencia",Lconez,Lpo con,Congo,Alon-,,,,,,,,,,,,,,,,,,,,
55,Mlnotel,Iotel,pote  biobo,Ilotel Mondeg,chicotel,Iotel MIondego,,,,,,,,,,,,,,,,,,,,,,,,
56,colhi,colches,Ol,col,colpadre,Iecolheu,collo da mae,Colonia,collao,coln0,Mucolieo,caracolando,col umor,Colsas,colu,a6,collina,,,,,,,,,,,,,
57,livremenle,arremessand,Mrremessado,arremettida,,,,,,,,,,,,,,,,,,,,,,,,,,
58,Immediatamente,immdiatamehte,"F
immediatlehte",,,,,,,,,,,,,,,,,,,,,,,,,,,
59,Iishoa,Lishoa,Lishon,hoa liss,Pashoa,lILishoa,Hoa,lishoa,,,,,,,,,,,,,,,,,,,,,,
60,Nl-hley,Gnle,Mleles,lE,hule,Cleves,qle,Leit,lepis,le luts,lEu,len,qule,qtle,tle,Jhle,Chole,d'omle,le1,,,,,,,,,,,
61,loio Gouvcia,Joao Gouvcia,Joio Gouvcia,Gouvcia,loio ouvcia,,,,,,,,,,,,,,,,,,,,,,,,,
62,"yez
ue succeda",Succedeu,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,nliou,libliothecea,riso lcnlio,Fnlio,,,,,,,,,,,,,,,,,,,,,,,,,,
64,Yideirinha...,Vitcirinha,Videirinha,Yideirinha adeantou,dirinha,Videirinln,Nideirinha,Videira,Torre Vidveirinha,"I
Yideirinha",Yleirinha,"Videirinha
s6 poz",Yideirinha,Vidceirinha,Videirinlia,Videirinh,boeirinha,Videiral Toca,NVidoirinhal Mlas,eadeirinha baixa,"Videirinha
s6",Virinha,Vidcirinha,Vileirinha,0O Yidoirinha.,,,,,
65,Palaceete,Palacete,F,Palaeete inaccessivel,Palacio,52I,Palaeete,,,,,,,,,,,,,,,,,,,,,,,
66,Cundidato,Iiscutal,Viscunde,Iiscurso,Viscuonde,,,,,,,,,,,,,,,,,,,,,,,,,
67,Manoel Duarte,Manoel uarte,oManael Duarte,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,l)ueado le Galilea,Galilea,idealisaa,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,l'ara,alravez do casaraio,F6ra,"bai
ara","palxa0 de grahdezu
barhara",lraraes,xe equcbrara cuni,ara,Jaraudiu,Cumaras,"at
Araj",Iara,d'Azuara,Iaradiula,"ue nio der-
ribara",Cara-,caraeter,d'alvigcaras,Jaranlin,Elduara,uarmaraln,tararaml raiamtaml,prearava,Azurara,Ilaras,larar,puara,arranue,teaduearam,
70,Rel,Torel,rela,relluem,Trrel,relusia,el,,,,,,,,,,,,,,,,,,,,,,,
71,olle da orelha,ponta olle da orelha,pobe da vclha,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,riseaudo co0t,Isear,O0,mcdo c,,,,,,,,,,,,,,,,,,,,,,,,,,
73,estreito dc Canta-Pcdra,valle estreito dc Canta-Pcdra,pcdra,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,Santa lreneia,Tor de Santa lreneia,Castello de tSanta lreneia,Santa lrcneia,Sonhorio de iSanta lreneia,Santa lrenecia,castello de Santa lreneia,"Santa
lreneia","Santa lIre-
neia ...",Santa-lreneiu,lreneia,Santa-lreneia,,,,,,,,,,,,,,,,,,
75,lumc,olume,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,Magnlfico,mals,ncsma,ma,lnma,tma,Mafoma,nma,"ma
ca",Maus,Ma,nama,mao,,,,,,,,,,,,,,,,,
77,gre,greda,gresa,Fgreja taio fcia,gre amael,to negre,greja,,,,,,,,,,,,,,,,,,,,,,,
78,Volteos,Tu,pr Walter Seolt,voltu,volvu:-,Yolto,altuc,"lEste ul-
trajc revoltira o solar",voltassve,,,,,,,,,,,,,,,,,,,,,
79,cono vos d'ave,Cono,cono,d'ono,Constantinopla,,,,,,,,,,,,,,,,,,,,,,,,,
80,soltarl,ilis solta,voltaris,vao soltarl,soltar?-F,,,,,,,,,,,,,,,,,,,,,,,,,
81,Entio,senti-,kntio,"Ienti-
dio",sangue.- Entio,g-,Fntio,,,,,,,,,,,,,,,,,,,,,,,
82,Vo-,"Vo-
tos",uvo,I)o-,,,,,,,,,,,,,,,,,,,,,,,,,,
83,ula,UCrisnula,Populaea,pupula,"cou10 ula
staca",aularrad,co ula,mascula,Ilbeiiula,,,,,,,,,,,,,,,,,,,,,
84,eousas vagot,Usasa,Cousas,CSs0s C0usas,Balsas,Cusa,Sao,Itsa,,,,,,,,,,,,,,,,,,,,,,
85,sileneia,silenceio,silenei,"ji silen-
ciaosas",nei,leneol,,,,,,,,,,,,,,,,,,,,,,,,
86,Clgarr,agarrcu,u Clgarr,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,Achegou,Chegot,Chega,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,benta i sahida,Sahi,sahi,sahiu,xira sahir,"sahida da
missal Ao",sahia,Sahira,sobesahir,U csahto,,,,,,,,,,,,,,,,,,,,
89,Garcia,lorcia,l. Garcia,"CUIII
Garcia Niegas","a4
rcgar",,,,,,,,,,,,,,,,,,,,,,,,,
90,triio,Cu urtrio,i Auctri-,ms siio,iriio,Patriotisuo,trrio,,,,,,,,,,,,,,,,,,,,,,,
91,Sll,LLLLLLLLLLLLL,LLLLLLLLLLILLLLILLILLLLLLLLLLLLLLLLLILLLLLLLL,Gll,LLLSTnE CSA,,,,,,,,,,,,,,,,,,,,,,,,,
92,Sud-xpress,Sud-lxpress,oppressi da,pelu Sud-lxpress,expressaes,lx,,,,,,,,,,,,,,,,,,,,,,,,
93,Barrlo,Brrlo,barrigrudo,Gzet lo Irlo,llarrlo,Barrlos,tore albarra,Iarrlo,,,,,,,,,,,,,,,,,,,,,,
94,Mias,MIas,cspalhaia ramaria das faias,Ias,.-MIas,Ias l,Cundceias,Fnthusiasmo,amcias,Ias risohos,I)as,Dynastias,,,,,,,,,,,,,,,,,,
95,"Naotarios
da Curia-as resolucnes",Curia,curiosidadc,porcuria,Clerigo da Curia,,,,,,,,,,,,,,,,,,,,,,,,,
96,mueu,juelhs,ue,Yue,uei,Mlohiqtue,Mtiuel,uem,Suevo,tque,Quemn,S. Miguel,t[Ue,Afoguead,Iue,puehot o,Craue-,,,,,,,,,,,,,
97,mn grande,Grande,portao grande,Grande Ilonda,Tanque-Grande,grandc,"sen grande
liomance",MIande,Mran-,segurand,Poco grande,,,,,,,,,,,,,,,,,,,
98,sedinhn,Yendinha,endinha,Yendiha,,,,,,,,,,,,,,,,,,,,,,,,,,
99,Mlont-mr-- ji,Mlont-mr--,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,tosca1,p0,Mloscatel,toscard0s,,,,,,,,,,,,,,,,,,,,,,,,,,
101,Nunes,Nunen,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,A0,uUhl a0Z g'0ss0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,Uaonalo,Gonal0,Gonalo,Gonalol,F Gonalo,tGonalo,Gnalo,eglonalista,Ganalo,Gonalo aeudiu,Gonal,Ohi Gonalo,"tGon-
alo",tonalo,Uonalo,Gonalo endes,,,,,,,,,,,,,,
104,Graeinha,traeinha,Grainha,Graeiuha,Gravinha,raeinha,CGraeinha,"teriria
raeinha",,,,,,,,,,,,,,,,,,,,,,
105,"Ua
pcrna divinal",Inagarefes,Inadava,Ina,Amninae,elupinand,Nao,Iina,Inais,ueiinad0s,lina,laoaquina,Inalo  in perceo,"ra-
pina",In'ensinava,"taio tina in-
telligeucla",dminando,tinal,Iy de Pina,Inagnilicos,Inag,Naa,comezaina,nIna,,,,,,
106,taio,Naio,Iaio,Maio,naio estavaos,"nai
uzSSe",naio,"Ai per-
daio",Bayaiot,"Ir-
nai","nai
stci",,,,,,,,,,,,,,,,,,,
107,Mlestrc,es Inostrar,estrada de Collaros,"a-
lestra",estrad,estrebuchaudo,estruda,restauradu,tradieiol de desatulhar,Mestrc:-al,"estrada
Agora prim",testeira rostrada- semnpre,,,,,,,,,,,,,,,,,,
108,Tambetm,Tambe,Tambom,ambs,ambem,tambom,tambcm,tambel,Ambhos,Tambe nio,,,,,,,,,,,,,,,,,,,,
109,perc,pe,petdra,pelgei,pe-,campes,etpe,d'apear,peonagehi,pectg0s,apetrcehad,Pena,pecs,rmpendu,T0thpe,,,,,,,,,,,,,,,
110,duvia,uannuvia,Gouvia,Doeus Iluvial,,,,,,,,,,,,,,,,,,,,,,,,,,
111,"Iolitica
ute o0 oncalo",Politica,lolitica,Politicos,Polltica,Paulitieal,"Politica
kElla",luliticu,,,,,,,,,,,,,,,,,,,,,,
112,ba csperana,saherania,saherania tdt,d'hera,,,,,,,,,,,,,,,,,,,,,,,,,,
113,roquel,aquella aigagao,monte aquello,Aquelle,"aquella
vaio ue",nntquelle sileueio,aquell,aquelia,"E.
n'aquellve",N'aquelle,lGonealo qte aquelle,aquella linda,"S.
ulgenciol ue aquelle careea obeso",quel eImnpurra,Aquellas,quelle,Iaquelle,Aquella,affronta daquelle cnjado,n'aquelle,brotquel,naquelle,Tuele-,aquelle,aquella claridadc,,,,,
114,canaviaes,canar,tmna cabana,Semanario,Can-,nar,,,,,,,,,,,,,,,,,,,,,,,,
115,esmolat pr,Tahes,"hem sa-
es",kstoves,Yolvesscm,es,"U
desar0tl",mesm0,"resuscitar ostcs va-
ries",la Hes-,Yoes,Redacges,deses-1,Alges,Nes-,l)es,pcoes,despcdiu,Vezes,Leoneses,Esli,,,,,,,,,
116,vozeirio do Tit6,Iimrio do Gaerno,vozeirio d Tit6,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,HBarrolos,Ilarrolo,santa mae do Barrolo,Barrolo,larrolo,Barrole,IBarrol,Barriolo,llurrolao,Iarrolo,WBarrolinho,Barrolos,,,,,,,,,,,,,,,,,,
118,Partidol,tcndidol,partidus de lidye,IPartido-,iddca de artigos,,,,,,,,,,,,,,,,,,,,,,,,,
119,Escte,Yocte,Yocts,Ctec,lEscutel Yoceecte,,,,,,,,,,,,,,,,,,,,,,,,,
120,claustra,Claustro,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,bom it,Bom Ieus.l,bom fm,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,lLei,Hlle,klle,clle,lle,aqulle,Flle,Yillegas,d'clle,llle,pclle,vlle,Zlle,,,,,,,,,,,,,,,,,
123,Juizo,Chatarizo,quatarze,Chatariz,,,,,,,,,,,,,,,,,,,,,,,,,,
124,belegado,Delegado,adelgaca,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,larica cscura,Mlaricas,larica,Alrica,cavallarica,Ihetorica,,,,,,,,,,,,,,,,,,,,,,,,
126,la Pharmacia,Maciel,lPharmacia,Iharmacia,harmonlia,,,,,,,,,,,,,,,,,,,,,,,,,
127,Secretario Geral,Seeretario Geral,Secretnria,secret0,Secretaria,Vigario Geral,,,,,,,,,,,,,,,,,,,,,,,,
128,tugga,Partugal,Portughl,Portugul,velhu Portugal,Portugal,ortugal,"Portugal
Terrs",lPortugal,Portugueza...,"Portuguc-
zest",Porgal,"Portugal
Espantado",lPortngal,I'ortugal,Portugal-,"lPortu-
gal",lortugal,"vclho
lortugal",Iei de Portugal,alPortugal,Intantas de Portugal,Pwrtugal,vulgurisar Portugal,lortugalsiuho,,,,,
129,viuya,viuya Pinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,Cemiterio,cemiterio,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,Torre est tuito,elha Torre,"Torre albar-
ran",Torr,Torre conlesso,Torre reprehendeu,Torre,Torre cra ois popularl,"Noolla,-a Torre","Torre
cra",Torre sen-,Torrel lor fi,Torrel,Torre-,"Torre
rostituida",Torreiro,Torre i,Torre...,"Torre
Vagarosalntt",Torre iratada,torre da Cmara,Iicillima Torre,Torre passira,"uo cra
uI torrio ico",i Torre,Torre ma fallada marailha,,,,
132,Imagina,imagel te patrocinia,YV,rvelandu imaginagio,maginei,,,,,,,,,,,,,,,,,,,,,,,,,
133,C0I0,C0I1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,Circulo,Eleitoraes do Circulo,Circulos,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,Casco emtudecera,Cascol,Uasco,Casco,Cascu,Cascul,Ircsco,escoeo,dmasco,"liherdade d
Cnasco",,,,,,,,,,,,,,,,,,,,
136,Julho,orgnlho,ulho,remergulhou,irubulho,,,,,,,,,,,,,,,,,,,,,,,,,
137,OII Lisboa,Lisbona,lisboa,"ksta t
lLisboa",ILisboa,"lisboa
llces","Lisboal
Nem",dc Lisboa,Lisboal,ci lisboa,lLisboa,Iisboa,l.isboa,Lisboa,Lisboa...,,,,,,,,,,,,,,,
138,Landim,Cuiomar de lLandim,vindima,Sandim,,,,,,,,,,,,,,,,,,,,,,,,,,
139,MIaria,Mlaria da tGraea,laria,Imaria,Tabacaria,"eino
popularisuala",1N,Inuncaria,Mlaria,Alugaria,ucharia,Ave-Mlaria,Inontaria,Cavallaria,,,,,,,,,,,,,,,,
140,beml,tatbem,iemlra,l,Tabemn,Beml,"beml
esteirada",,,,,,,,,,,,,,,,,,,,,,,
141,rapuriga coi ri0s,V0s0s,I0s,I0,I02,I0ss,II0s,,,,,,,,,,,,,,,,,,,,,,,
142,Crtes,tesla,Certesa,C0rtes,,,,,,,,,,,,,,,,,,,,,,,,,,
143,Aguiar,N6s,Iagua,Iargu,tGuia,Guiao,,,,,,,,,,,,,,,,,,,,,,,,
144,Cellas,"us chi-
mellas",Cellas l ull,bagatellas,rua ds Yoellas,Chellas,,,,,,,,,,,,,,,,,,,,,,,,
145,Viseonde,ondec,Viseonde de reixonil,recspondela,eseondessen1 U Olll1,,,,,,,,,,,,,,,,,,,,,,,,,
146,Iotel Central,llotel Central,0O,Central,,,,,,,,,,,,,,,,,,,,,,,,,,
147,N'm,d'm,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,Comedla,comerm0s,comn cognae,Comn,comn,"paro
comn",Commo-,Comno,comphend,"Mendonca -anbos
comn parabens",Comt,com-,Com-,comao,tcomo,,,,,,,,,,,,,,,
149,"Admi-
nistradr",Administracao,Administrador,Aministrador,Ainistrador,Adinislrao,"hraco do Admi-
nistrador",Aministrador do Concelho,lministrador,Administradr,"Administralon
resutiu a sua idda",,,,,,,,,,,,,,,,,,,
150,agua fresea,Ireseo,Ireseo rebrilho dos dontes,jurtira reserva,deseoherta,Ireseos,,,,,,,,,,,,,,,,,,,,,,,,
151,Ilarros,larr6lo,"Ilarro-
los","Barro-
lo","k to-
los",,,,,,,,,,,,,,,,,,,,,,,,,
152,tcu,vicu,YtCZ,tcuruba,,,,,,,,,,,,,,,,,,,,,,,,,,
153,Hayio,ayo,ayio,Buyio,llayio,,,,,,,,,,,,,,,,,,,,,,,,,
154,immensos,ma immensa ve`gouha,immensissima,immehsa,tcm immens0,,,,,,,,,,,,,,,,,,,,,,,,,
155,Africn,Africal,Africa,Africa degredadol Jesus,Atrica,d'Africa,i Africa,,,,,,,,,,,,,,,,,,,,,,,
156,IEl-lei,El-kei,"El-lei Fer-
nando",El-lei,,,,,,,,,,,,,,,,,,,,,,,,,,
157,hervaeal,herva,u MIralo da llerva,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,uIla,Ilas,Froylas,Polas,Ilamnejou,filalgas,Iilas,Ilalsuas,vilan,,,,,,,,,,,,,,,,,,,,,
159,dmiraa,Mlirante-se,Mirante,Miranle,MIirante-e,"Mirante coo
su gorl",Anarante,,,,,,,,,,,,,,,,,,,,,,,
160,Juuhao,chao,icha,chamma,Chaonica,Orcha,Iachas,,,,,,,,,,,,,,,,,,,,,,,
161,Mlultidio,idia,lusidia,ID,diabol,diaho,"dn s-
lidio",solidia,-iDh,,,,,,,,,,,,,,,,,,,,,
162,Aindu,ria aindu,indule,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,Necessito,necessitoa,neeessitandu,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,Pedrosa,edro,Vidros,pedru,,,,,,,,,,,,,,,,,,,,,,,,,,
165,Cimhra,Hra,somhra,smhra d,Coimhra,,,,,,,,,,,,,,,,,,,,,,,,,
166,ji,ji elo,ji n-,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,etroleo,petroleu,ponetrot,retrocess0,,,,,,,,,,,,,,,,,,,,,,,,,,
168,Ieilosa,Feilosa,Feilos,Ilosa,losa,loche azul la eilos,llosa,,,,,,,,,,,,,,,,,,,,,,,
169,Mlieira,Polieia,Olieira,Oiieira,flieira,IRYMIlIEi,hieira,Uliyeira,d'Olieira,l'Olieira,"reeheira
de Mithologgia","Oliyei-
ra",,,,,,,,,,,,,,,,,,
170,Toa d'r-,dynastia d'Aviz,T,"Toa d'r-
l",,,,,,,,,,,,,,,,,,,,,,,,,,
171,d'Aflonso Gomes,Gomes,AfIonso,AIlonso Y,,,,,,,,,,,,,,,,,,,,,,,,,,
172,Mladeira,proprielade,Acadeicu,Mleia-lade,Salgadeira,Iadeircnta,ladeira de S. ento,,,,,,,,,,,,,,,,,,,,,,,
173,Publicn,publicuva,Obras Publicas,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,Depais,Iais,miais,MIais,MIais antigo,,,,,,,,,,,,,,,,,,,,,,,,,
175,Inento,"novecentoste
cineoenta",Iuento,Lentro,Lento,Poento,lentu,Iento,lentaenle0,Fingimento,S. lento,Hento,w len:o,lentw,mnhento,Bentol,"IAIIILS
llento",,,,,,,,,,,,,
176,Tecedciras,"Seira
I168",seI,uin cruseir,ocheira,seiras,Tecedeiras,Mareiras,poeira;-e,aneiras,"ul
Iraseo",eiradu,"hom-
hreiras",,,,,,,,,,,,,,,,,
177,r-,"jar-
di","Bomjar-
dimt",I'ar-,,,,,,,,,,,,,,,,,,,,,,,,,,
178,secu,Seculo,seculo xII,Cenaculo,"Seculo das maos tremulas
do",veraculo,,,,,,,,,,,,,,,,,,,,,,,,
179,rioda,Ioda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,Noruhal,Noronhal,tamilia Noronhal,Nuronha,phal,Noronhas,Noronha,,,,,,,,,,,,,,,,,,,,,,,
181,biggode,bigodeira,airavez da bigodeira,bigoleira,bigodc,higodeira megra,Y0,,,,,,,,,,,,,,,,,,,,,,,
182,Alhoius,salho,Agasalhem,Salcdor,,,,,,,,,,,,,,,,,,,,,,,,,,
183,aceccitou,effcito,pcito,despcito tao,lcito u tad,,,,,,,,,,,,,,,,,,,,,,,,,
184,chut,chumlo,chua,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,Freixomil,Freixos,"freixos pcla bcira do ria-
1",,,,,,,,,,,,,,,,,,,,,,,,,,,
186,transvira,Trans-,"Trans-
vaal",transpoz,,,,,,,,,,,,,,,,,,,,,,,,,,
187,"t1
serredo",Serras,icrras,arraial seguro,d'alm serras,Turras,,,,,,,,,,,,,,,,,,,,,,,,
188,sc lcvntasse,Assigna Y.,sc eh0Vasso,Assi,impassivol,Crassa,Urassn,Assimn,assoibo,,,,,,,,,,,,,,,,,,,,,
189,coIno,coino,ecoih,loino,coinbinarmos,,,,,,,,,,,,,,,,,,,,,,,,,
