cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18,elem_19,elem_20,elem_21,elem_22,elem_23,elem_24,elem_25,elem_26,elem_27
23.0,Templosinho du Amr,Mro du ndre,Templosinho,,,,,,,,,,,,,,,,,,,,,,,,,
24.0,maos,mao,Iaos,,,,,,,,,,,,,,,,,,,,,,,,,
25.0,sc puhlicass,Hlica-Ilo-,dolicassc,,,,,,,,,,,,,,,,,,,,,,,,,
26.0,Ilontem,monte,Montcmor,contevo,Monte,Montemor,Yivamontc,Mlontemor,monte c vualle,,,,,,,,,,,,,,,,,,,
27.0,risonll0,Nll,sia risonha,pessonl,s0rriso-em,,,,,,,,,,,,,,,,,,,,,,,
28.0,aui,naui,Nau,,,,,,,,,,,,,,,,,,,,,,,,,
29.0,Juuhao,Noruhal,phal,,,,,,,,,,,,,,,,,,,,,,,,,
30.0,Collares,Slarem,collao,"Sulares
rivaes",,,,,,,,,,,,,,,,,,,,,,,,
31.0,Ilistoria,"Iistorin da
ttminisreo 1'nbliz",d'Ilistoria,Hlistoria,Ilistoric,Iistoria,,,,,,,,,,,,,,,,,,,,,,
32.0,Nacional,Nacio,Bibliotheca nacional,lionadn,Lionala,Nacionaes,Proprios Nacionaes,,,,,,,,,,,,,,,,,,,,,
33.0,cimna,"imni
gorda",Imn,Imnatava,Imnanos,umna,,,,,,,,,,,,,,,,,,,,,,
34.0,Tende,attender,entendienlo,tendal,Iendera,"ntendo
tiio",,,,,,,,,,,,,,,,,,,,,,
35.0,metteu,commette,mettc,mettia,,,,,,,,,,,,,,,,,,,,,,,,
36.0,Snr,Snr l,tSnr,snras,,,,,,,,,,,,,,,,,,,,,,,,
37.0,piedade,soledade,Piedade,,,,,,,,,,,,,,,,,,,,,,,,,
38.0,Iria,pria,IPIria-  coi,gria,Syria,,,,,,,,,,,,,,,,,,,,,,,
39.0,Nl-hley,Jhle,,,,,,,,,,,,,,,,,,,,,,,,,,
40.0,Alem-,lEm-,Alemqucr,"lem-
bar",Alem-lordao,,,,,,,,,,,,,,,,,,,,,,,
41.0,vergastu,vergel,pasts0,vergatdo,,,,,,,,,,,,,,,,,,,,,,,,
42.0,Voees,voei,,,,,,,,,,,,,,,,,,,,,,,,,,
43.0,"palxa0 de grahdezu
barhara",barhacans,harhacans-0u,,,,,,,,,,,,,,,,,,,,,,,,,
44.0,Acaha,cahe,acahar,,,,,,,,,,,,,,,,,,,,,,,,,
45.0,Mlnotel,Iotel,pote  biobo,chicotel,clno,,,,,,,,,,,,,,,,,,,,,,,
46.0,Iutos,Vatos,Gotoso,Iuto,,,,,,,,,,,,,,,,,,,,,,,,
47.0,Nunes,Nunen,Nes-,,,,,,,,,,,,,,,,,,,,,,,,,
48.0,IBeI,Iibei-,"ibeira
do Coiee",Ribeira,Iibeiinh,libeira,IBen-,,,,,,,,,,,,,,,,,,,,,
49.0,elil,elIl,lildzes,Elim,lIl,,,,,,,,,,,,,,,,,,,,,,,
50.0,Vidainhos,Yidainhos,,,,,,,,,,,,,,,,,,,,,,,,,,
51.0,Ilrcileiro,Ilrcileiro potr,,,,,,,,,,,,,,,,,,,,,,,,,,
52.0,Santo,qtlanto,rapazsl Santo,Santo beus7,Iortanto,"santol
.--Ora",Hspantos,Antonia,santos,Santos,csantdt,Santu,innnuveisl Santo IDeusl Mlortos,Ranto,,,,,,,,,,,,,,
53.0,"Santa Mla-
fia",Santa Mla-,Santa Mnria,Santa Mlaria,Santa Mlarla,,,,,,,,,,,,,,,,,,,,,,,
54.0,Poeueto do tia Duartel,Ioemneto do Tia luarte,Poemneto,Ioemela do Tio uartc,"lPocmeto do tio
luarte",Ioe,,,,,,,,,,,,,,,,,,,,,,
55.0,Mante-Agra,-Ag0r,Agra,MIonte-Agra,,,,,,,,,,,,,,,,,,,,,,,,
56.0,Santa,estupidissmn0 Santches,adeanta,Paeo de tSanta,Sonhorio de iSanta,Iuantas,Infantas,levantandu,"Santa
Ircneia",ic-Santa,,,,,,,,,,,,,,,,,,
57.0,Acodado,cuealtnado,ado,Esgaseado,algcmado,Itocados,gualrdado0,ho sahbbado,Ahenoado,Fado,tumado,ripiado,latejado,Ajudado,Denuladot,,,,,,,,,,,,,
58.0,Iorte,Iortes,Norte,Mlorte,Sorte,Mlunforte,ma iorte,Sorte inimigal,"rehentar dum
mnorteiro",,,,,,,,,,,,,,,,,,,
59.0,Finta-e,Ainta,"pelu
cinta cm affago",aintda,,,,,,,,,,,,,,,,,,,,,,,,
60.0,aldizer,Dize I.,aldca,alda,Maldio,,,,,,,,,,,,,,,,,,,,,,,
61.0,inteir,inteirira,luy carpinteiro,tei,uuteiru,,,,,,,,,,,,,,,,,,,,,,,
62.0,aenas,Inas,Minas,demoradu Inas,Inasstdos,"Inas
aio emrelcndemosl..",las ahnas .fIonsinas,Mlinas,alnas,arnas,,,,,,,,,,,,,,,,,,
63.0,ti-,Iigti-,".Noti-
cis",,,,,,,,,,,,,,,,,,,,,,,,,
64.0,"hem sa-
es",Hem,,,,,,,,,,,,,,,,,,,,,,,,,,
65.0,II.LYIE,Ylyia,ILI.LYTI,II.LLSIIIE CAEA,,,,,,,,,,,,,,,,,,,,,,,,
66.0,Snhor,Senhor,venhora da koa Mlortel,casa da senhora sua mana...,irna d obe senhaor,Senhorl,cste senhor,Senhora,Tenho,Senhores,"bDeus
nosso Senhor","dis
btndos senhriucs",Senhria,,,,,,,,,,,,,,,
67.0,Alferes,Aleres,Meret,Alfcres-or,lheres,,,,,,,,,,,,,,,,,,,,,,,
68.0,l)ueado le Galilea,Galilea,Afoguead,,,,,,,,,,,,,,,,,,,,,,,,,
69.0,Yolvesscm,Silves,essc,,,,,,,,,,,,,,,,,,,,,,,,,
70.0,larges,"Bara
las Marges",crge n,Mlarges,"Baroneza
das Marges",Mluarges,Iario das Mlarges,margeIm,,,,,,,,,,,,,,,,,,,,
71.0,Iiga,Vigas,Iuiigo,atiga,cigaro,,,,,,,,,,,,,,,,,,,,,,,
72.0,Iuarte,l2art,Mlarte,luarte,Quarta,Quartel,Baluarte-Volho,,,,,,,,,,,,,,,,,,,,,
73.0,Alea-,"Alea-
ova",Aleaide,Aleava,,,,,,,,,,,,,,,,,,,,,,,,
74.0,Monicas,Visigothicas,Chaonica,Thessalonica,"convento das
onicas",Chronica,Mlonicas,Chrnica,Annica,,,,,,,,,,,,,,,,,,,
75.0,loste,Felost...,Iloste,IIoste Ilcal,"la lloste leal
1",loso,,,,,,,,,,,,,,,,,,,,,,
76.0,livremenle,gemend,hmen,homen,Menules,,,,,,,,,,,,,,,,,,,,,,,
77.0,buschl,buscear tta,scet,,,,,,,,,,,,,,,,,,,,,,,,,
78.0,Froalengo,ale,saler,caleil,dale,gales,cale,ji sale,valenlias,,,,,,,,,,,,,,,,,,,
79.0,Fleicio,Oposicio,Eleicio,Eleico,Eleiciol Pois,afan da Fleicio-para,Eleiciol,pudicicia,,,,,,,,,,,,,,,,,,,,
80.0,"Condudo Portu-
calense",Condudo Portu-,,,,,,,,,,,,,,,,,,,,,,,,,,
81.0,Par;ira,almcjira,MIayria paro,Paroce,topira,Duxira,"us dtns manas
parlas",exclainira,muira,,,,,,,,,,,,,,,,,,,
82.0,Julho,ulho,remergulhou,irubulho,uSDulhnr,,,,,,,,,,,,,,,,,,,,,,,
83.0,Mleles,lEls,Cheles,d'omle,Mlelieval,,,,,,,,,,,,,,,,,,,,,,,
84.0,bra0s,genebra,Coibra,brageo,tsombra,abrag0,braro,Cibra,Obra,,,,,,,,,,,,,,,,,,,
85.0,elteger,pr Walter Seolt,tma,utr seuhor,,,,,,,,,,,,,,,,,,,,,,,,
86.0,Podro,apodreeer,,,,,,,,,,,,,,,,,,,,,,,,,,
87.0,colches,col,colpadre,Iecolheu,collo da mae,coln0,col umor,colu,collina,Colo-,,,,,,,,,,,,,,,,,,
88.0,Alcaova,Alcagova,alagoVa,Aleagova,,,,,,,,,,,,,,,,,,,,,,,,
89.0,arremessand,Mrremessado,arremettida,,,,,,,,,,,,,,,,,,,,,,,,,
90.0,Immediatamente,immdiatamehte,"F
immediatlehte",,,,,,,,,,,,,,,,,,,,,,,,,
91.0,Iishoa,Lishoa,Lishon,hoa liss,Pashoa,lILishoa,Hoa,lishoa,,,,,,,,,,,,,,,,,,,,
92.0,loio Gouvcia,loio,Joio Gouvcia,Gouvcia,loio ouvcia,,,,,,,,,,,,,,,,,,,,,,,
93.0,huio,I. Guionur,eluio,"Aprlo de
uio",iruio,uuio,esguio,,,,,,,,,,,,,,,,,,,,,
94.0,Vival,divan,IVa3,Val-,Vivaonle,lival qunndo,"Vivaln
MIagestosamente",,,,,,,,,,,,,,,,,,,,,
95.0,"yez
ue succeda",Succedeu,,,,,,,,,,,,,,,,,,,,,,,,,,
96.0,nliou,riso lcnlio,Iou,Fnlio,,,,,,,,,,,,,,,,,,,,,,,,
97.0,Yideirinha...,Videirinha,Yideirinha adeantou,Videirinln,Nideirinha,Videira,Torre Vidveirinha,"I
Yideirinha",Iibeirinh,"Videirinha
s6 poz",Yideirinha,Vidceirinha,Videirinlia,Videirinh,Videiral Toca,eadeirinha baixa,"Videirinha
s6",,,,,,,,,,,
98.0,Palaceete,Palacete,Palaeete inaccessivel,Palacio,Palaeete,,,,,,,,,,,,,,,,,,,,,,,
99.0,Toin,Toi,Join,,,,,,,,,,,,,,,,,,,,,,,,,
100.0,LLLLLLLLLLLLL,LLLLLLLLLLILLLLILLILLLLLLLLLLLLLLLLLILLLLLLLL,,,,,,,,,,,,,,,,,,,,,,,,,,
101.0,Ilarros,larr6lo,pobre Hlarr0lo,aularrad,,,,,,,,,,,,,,,,,,,,,,,,
102.0,Manoel Duarte,Manoel uarte,oManael Duarte,,,,,,,,,,,,,,,,,,,,,,,,,
103.0,chcgada,jardim rcgado,U jardim da lorre,"a4
rcgar",,,,,,,,,,,,,,,,,,,,,,,,
104.0,Bento,Inento,"novecentoste
cineoenta",Iuento,Bentu,Poento,Bente,Iento,Fingimento,Hento,mnhento,Bentol,,,,,,,,,,,,,,,,
105.0,l'ara,"bai
ara",lraraes,xe equcbrara cuni,ara,"at
Araj",Iara,tararaml raiamtaml,Azurara,Ilaras,larar,teaduearam,,,,,,,,,,,,,,,,
106.0,ncsma,IncSI10,I10,,,,,,,,,,,,,,,,,,,,,,,,,
107.0,olle da orelha,ponta olle da orelha,,,,,,,,,,,,,,,,,,,,,,,,,,
108.0,uuirroquim,IutIuUira,marroquim,,,,,,,,,,,,,,,,,,,,,,,,,
109.0,estreito dc Canta-Pcdra,valle estreito dc Canta-Pcdra,pcdra,,,,,,,,,,,,,,,,,,,,,,,,,
110.0,Fl-ei,"Largo d`Fl-
ei",Largo d'El-el,ILargo d'Fl-lei,Lnargo d'El-Rei,Largo dEl-llei,,,,,,,,,,,,,,,,,,,,,,
111.0,"S. lo-
mo",u S. l,,,,,,,,,,,,,,,,,,,,,,,,,,
112.0,Santa lreneia,Tor de Santa lreneia,Castello de tSanta lreneia,Santa lrcneia,Sonhorio de iSanta lreneia,Santa lrenecia,castello de Santa lreneia,"Santa lIre-
neia ...",,,,,,,,,,,,,,,,,,,,
113.0,Vitcirinha,dirinha,Yleirinha,onta du sobrinha,boeirinha,NVidoirinhal Mlas,Virinha,Vidcirinha,Vileirinha,0O Yidoirinha.,,,,,,,,,,,,,,,,,,
114.0,ii vurand,estendid l t plitrona ii vurand,segurand,,,,,,,,,,,,,,,,,,,,,,,,,
115.0,Volteos,voltu,volvu:-,Yolto,altuc,"lEste ul-
trajc revoltira o solar",voltassve,,,,,,,,,,,,,,,,,,,,,
116.0,IuIlII,sel IuIlII Ile uelra,,,,,,,,,,,,,,,,,,,,,,,,,,
117.0,Entio,senti-,kntio,"Ienti-
dio",sangue.- Entio,mn sitio,Fntio,,,,,,,,,,,,,,,,,,,,,
118.0,ula,UCrisnula,Populaea,pupula,"cou10 ula
staca",co ula,Ilbeiiula,,,,,,,,,,,,,,,,,,,,,
119.0,sileneia,silenceio,silenei,"ji silen-
ciaosas",leneol,,,,,,,,,,,,,,,,,,,,,,,
120.0,Clgarr,agarrcu,u Clgarr,,,,,,,,,,,,,,,,,,,,,,,,,
121.0,Iulito,litotl,CUlII,Paulitieal,,,,,,,,,,,,,,,,,,,,,,,,
122.0,cono vos d'ave,Cono,cono,d'ono,Congo,,,,,,,,,,,,,,,,,,,,,,,
123.0,Achegou,Chegot,Chega,,,,,,,,,,,,,,,,,,,,,,,,,
124.0,benta i sahida,Sahi,sahi,sahiu,xira sahir,"sahida da
missal Ao",sahia,Sahira,sobesahir,,,,,,,,,,,,,,,,,,,
125.0,IAMII,IAMIILS,IAMII3,"C3A DHE IAMII5
y",LTIII N1 IE IAMIIE,IAMIIYS,IAMIIHS,IAMIIH5,ILLUSIE CAS5A DE IAMIIIS,,,,,,,,,,,,,,,,,,,
126.0,Garcia,lorcia,l. Garcia,"CUIII
Garcia Niegas",,,,,,,,,,,,,,,,,,,,,,,,
127.0,Sud-xpress,Sud-lxpress,oppressi da,ipressiaonava,pelu Sud-lxpress,expressaes,,,,,,,,,,,,,,,,,,,,,,
128.0,triio,ms siio,iriio,,,,,,,,,,,,,,,,,,,,,,,,,
129.0,apagadu,afaga4am,nhaga,Pruaga,Vagarsalnclie,tGaga,Aga-,Venha,,,,,,,,,,,,,,,,,,,,
130.0,Barrlo,Brrlo,llarrlo,Palacete dos fidalguissimos HBarrlos,Barrlos,Iarrlo,,,,,,,,,,,,,,,,,,,,,,
131.0,Ias,Nao,Ias l,Cundceias,Fnthusiasmo,amcias,Ias risohos,MlIas,,,,,,,,,,,,,,,,,,,,
132.0,"Naotarios
da Curia-as resolucnes",Curia,curapco,porcuria,Clerigo da Curia,,,,,,,,,,,,,,,,,,,,,,,
133.0,lragana,Iragane,Ihraganeas,,,,,,,,,,,,,,,,,,,,,,,,,
134.0,mn grande,Grande,portao grande,Grande Ilonda,Tanque-Grande,grandc,"sen grande
liomance",MIande,Poco grande,,,,,,,,,,,,,,,,,,,
135.0,lJltra-mar,ultragge,lngge,,,,,,,,,,,,,,,,,,,,,,,,,
136.0,sedinhn,Yendinha,endinha,Yendiha,,,,,,,,,,,,,,,,,,,,,,,,
137.0,Semre,semre,c00,,,,,,,,,,,,,,,,,,,,,,,,,
138.0,tosca1,Mloscatel,toscard0s,,,,,,,,,,,,,,,,,,,,,,,,,
139.0,Uaonalo,Gonal0,Gonalo,Gonalol,F Gonalo,tGonalo,Gnalo,eglonalista,Inalo  in perceo,Gonalo aeudiu,Gonal,Gonalinho,Ohi Gonalo,tonalo,Uonalo,Gonalo endes,,,,,,,,,,,,
140.0,Comedla,comerm0s,rome,gcmer,nrm0u,comezaina,,,,,,,,,,,,,,,,,,,,,,
141.0,"Ua
pcrna divinal",Ina,Amninae,Iina,Inais,ueiinad0s,lina,"ra-
pina",China,tinal,nIna,,,,,,,,,,,,,,,,,
142.0,Naio,naio estavaos,naio,"Ir-
nai",,,,,,,,,,,,,,,,,,,,,,,,
143.0,estrada de Collaros,"a-
lestra",estrad,estrebuchaudo,estruda,tradici,"estrada
Agora prim",testeira rostrada- semnpre,,,,,,,,,,,,,,,,,,,,
144.0,"Billio-
theea",libliothecea,Billio-,,,,,,,,,,,,,,,,,,,,,,,,,
145.0,Tambetm,Tambe,Tambom,ambem,tambom,tambcm,tambel,Tambe nio,,,,,,,,,,,,,,,,,,,,
146.0,duvia,uannuvia,vialio,Gouvia,Doeus Iluvial,,,,,,,,,,,,,,,,,,,,,,,
147.0,"Iolitica
ute o0 oncalo",Politica,lolitica,Politicos,Polltica,"Politica
kElla",luliticu,,,,,,,,,,,,,,,,,,,,,
148.0,saherania,s6 pelu soberana alturu,saherania tdt,d'hera,,,,,,,,,,,,,,,,,,,,,,,,
149.0,Aquelle,nntquelle sileueio,aquelia,N'aquelle,lGonealo qte aquelle,"S.
ulgenciol ue aquelle careea obeso",quel eImnpurra,quelle,Iaquelle,affronta daquelle cnjado,n'aquelle,naquelle,aquelle,,,,,,,,,,,,,,,
150.0,Crauede,Mlanria de Crauede,Craue-,,,,,,,,,,,,,,,,,,,,,,,,,
151.0,canaviaes,canar,Semanario,nar,,,,,,,,,,,,,,,,,,,,,,,,
152.0,vozeirio do Tit6,Iimrio do Gaerno,I1.1 TI,vozeirio d Tit6,,,,,,,,,,,,,,,,,,,,,,,,
153.0,trolou,HBarrolos,Ilarrolo,santa mae do Barrolo,Barrolo,larrolo,Barrole,IBarrol,llurrolao,Olo,Iarrolo,WBarrolinho,Barrolos,,,,,,,,,,,,,,,
154.0,Partidol,partidus de lidye,IPartido-,,,,,,,,,,,,,,,,,,,,,,,,,
155.0,Noella,ellae,Yella,"CTeatua
coo ellal","du
I'ella",vivem I'ella,hella 10,,,,,,,,,,,,,,,,,,,,,
156.0,clle,d'clle,pclle,,,,,,,,,,,,,,,,,,,,,,,,,
157.0,"pe-
quenol","pe-
ueno",pe-,Re-,,,,,,,,,,,,,,,,,,,,,,,,
158.0,lLei,Hlle,klle,lle,lleeehedria,aqulle,Flle,llle,vlle,Zlle,,,,,,,,,,,,,,,,,,
159.0,Jutubro,"uI
bro",subro,Outulrt,,,,,,,,,,,,,,,,,,,,,,,,
160.0,Juizo,Chatarizo,atarefad,Chatariz,,,,,,,,,,,,,,,,,,,,,,,,
161.0,Ri-,i Auctri-,,,,,,,,,,,,,,,,,,,,,,,,,,
162.0,Yelha,ViIla-Velhas,guedelha,Bic-Yelha,rua Yelha,"pa-
relha",,,,,,,,,,,,,,,,,,,,,,
163.0,belegado,Delegado,,,,,,,,,,,,,,,,,,,,,,,,,,
164.0,larica cscura,Mlaricas,larica,cavallarica,Atrica,,,,,,,,,,,,,,,,,,,,,,,
165.0,la Pharmacia,Maciel,lPharmacia,Iharmacia,es padacia,harmonlia,,,,,,,,,,,,,,,,,,,,,,
166.0,Con-,con-,"turor con-
tra",Oon-,Lconez,,,,,,,,,,,,,,,,,,,,,,,
167.0,Enxarez de Sandornin,MIarquez de Treiedol,Enxarez,,,,,,,,,,,,,,,,,,,,,,,,,
168.0,"sc de-
II0O'aYa",k s6 de-,,,,,,,,,,,,,,,,,,,,,,,,,,
169.0,Secretario Geral,Seeretario Geral,Secretnria,secret0,Secretaria,quom,Vigario Geral,,,,,,,,,,,,,,,,,,,,,
170.0,tugga,Partugal,Portughl,Portugul,velhu Portugal,Portugal,ortugal,"Portugal
Terrs",lPortugal,Portugueza...,"Portuguc-
zest","Portugal
Espantado",I'ortugal,Portugal-,"lPortu-
gal",lortugal,"vclho
lortugal",Iei de Portugal,alPortugal,Intantas de Portugal,Pwrtugal,vulgurisar Portugal,lortugalsiuho,,,,,
171.0,viuya,viuya Pinho,,,,,,,,,,,,,,,,,,,,,,,,,,
172.0,Torre est tuito,elha Torre,"Torre albar-
ran",Torre conlesso,Torre reprehendeu,torcet,Torre,Torre cra ois popularl,"Noolla,-a Torre","Torre
cra",Torre sen-,Torrel lor fi,Torrel,Torre-,"Torre
rostituida",Torreiro,Torrc,Torre i,Torre...,"Torre
Vagarosalntt",Torre iratada,torre da Cmara,Iicillima Torre,Torre o vyelho,"uo cra
uI torrio ico",i Torre,Torre ma fallada marailha,
173.0,visiahanca da llosa,Colonia da lotiea,Colonia,idonia,ajudania da losa,,,,,,,,,,,,,,,,,,,,,,,
174.0,C0I0,C0I1,,,,,,,,,,,,,,,,,,,,,,,,,,
175.0,Circulo,Eleitoraes do Circulo,Circulos,,,,,,,,,,,,,,,,,,,,,,,,,
176.0,ILLTE cS DE RAMIS,Mionsieur de Charette,cumisu de chita cir de rosa,tradieiol de desatulhar,camadu de raagcns,Pdro de Casiro,cureel de guerrd,Yonge de Cistea,,,,,,,,,,,,,,,,,,,,
177.0,Olho,volho,Olhte,,,,,,,,,,,,,,,,,,,,,,,,,
178.0,d'Olivcira,Olivcira?,Ulivcira,Olivcira,,,,,,,,,,,,,,,,,,,,,,,,
179.0,Troia,Iisfoia,Iistoia,Iis-,,,,,,,,,,,,,,,,,,,,,,,,
180.0,Cascol,Uasco,Casco,dmasco,"liherdade d
Cnasco",,,,,,,,,,,,,,,,,,,,,,,
181.0,Iois,Ioi,Ioiro,Ioio,,,,,,,,,,,,,,,,,,,,,,,,
182.0,OII Lisboa,Lisbona,lisboa,"ksta t
lLisboa",ILisboa,"lisboa
llces","Lisboal
Nem",dc Lisboa,Lisboal,ci lisboa,lLisboa,Iisboa,l.isboa,Lisboa,Lisboa...,Iisbou,,,,,,,,,,,,
183.0,Ordemn Iu-,Ordemn,"ji vocemec
temn aqtui esta...",horrifurcmn i prssa,emn mareha,,,,,,,,,,,,,,,,,,,,,,,
184.0,Landim,Cuiomar de lLandim,Sandim,,,,,,,,,,,,,,,,,,,,,,,,,
185.0,"nio ha sulti-
Ileas",eio l,nio mc,nio alvorolar,"ue nio der-
ribara",nio disfarea,nio dais,,,,,,,,,,,,,,,,,,,,,
186.0,beml,tatbem,Tabemn,Beml,"beml
esteirada",,,,,,,,,,,,,,,,,,,,,,,
187.0,Ieve,m beve,Cleves,,,,,,,,,,,,,,,,,,,,,,,,,
188.0,rapuriga coi ri0s,I0s,I0ss,II0s,,,,,,,,,,,,,,,,,,,,,,,,
189.0,mnodu,mnonlo,rumnotr,,,,,,,,,,,,,,,,,,,,,,,,,
190.0,Cellas,Vellas,"us chi-
mellas",N'llas,Cellas l ull,bagatellas,rua ds Yoellas,Chellas,,,,,,,,,,,,,,,,,,,,
191.0,colhi,tencolhidu,encolhera us hombrus,tencbros0,,,,,,,,,,,,,,,,,,,,,,,,
192.0,Iotel Central,llotel Central,Iotel MIondego,Central,,,,,,,,,,,,,,,,,,,,,,,,
193.0,lespcdacci,despcdiu,,,,,,,,,,,,,,,,,,,,,,,,,,
194.0,comn cognae,Cognae,,,,,,,,,,,,,,,,,,,,,,,,,,
195.0,Alm d'isso,nhm d'Aquilut,fugisso,I'is,,,,,,,,,,,,,,,,,,,,,,,,
196.0,agua fresea,Ireseo,Ireseo rebrilho dos dontes,deseoherta,Ireseos,,,,,,,,,,,,,,,,,,,,,,,
197.0,"Ilarro-
los","Barro-
lo","k to-
los",,,,,,,,,,,,,,,,,,,,,,,,,
198.0,Vidago,aida,tago,Gago,Nvidales,vidae,,,,,,,,,,,,,,,,,,,,,,
199.0,cspalhaia ramaria das faias,Imaria,Remarigcs,Inuncaria,Alugaria,ucharia,Inontaria,marid0,,,,,,,,,,,,,,,,,,,,
200.0,Hayio,ayio,Buyio,llayio,,,,,,,,,,,,,,,,,,,,,,,,
201.0,Capilulos,Iidiulos,T-(niulos,Gonulo,Tibulo,Iulo,guloss,qIult,,,,,,,,,,,,,,,,,,,,
202.0,immensos,ma immensa ve`gouha,immensissima,immehsa,tcm immens0,Iens,,,,,,,,,,,,,,,,,,,,,,
203.0,Comn,comn,"paro
comn",Comno,"Mendonca -anbos
comn parabens","comn roiuantic0
garho",,,,,,,,,,,,,,,,,,,,,,
204.0,iazer,elcico,Gazelc,Gazecta do Ioreo,Gazeta,,,,,,,,,,,,,,,,,,,,,,,
205.0,Africn,Africal,Africa,Africa degredadol Jesus,d'Africa,i Africa,Ihetorica,,,,,,,,,,,,,,,,,,,,,
206.0,IEl-lei,El-kei,"El-lei Fer-
nando",El-lei,,,,,,,,,,,,,,,,,,,,,,,,
207.0,penna,nna,Pena,,,,,,,,,,,,,,,,,,,,,,,,,
208.0,Archio,Mlonarchia,Mlalchior,hio,chi,,,,,,,,,,,,,,,,,,,,,,,
209.0,hervaeal,herva,jurtira reserva,u MIralo da llerva,,,,,,,,,,,,,,,,,,,,,,,,
210.0,uIla,Ilas,Iilas,vilan,,,,,,,,,,,,,,,,,,,,,,,,
211.0,Mlirante-se,Mirante,amira,"imovel
dcante do",MIirante-e,Violante,"Mirante coo
su gorl",Anarante,,,,,,,,,,,,,,,,,,,,
212.0,Sinuto,jnuto,tuto,,,,,,,,,,,,,,,,,,,,,,,,,
213.0,ilcn,IlCt0,,,,,,,,,,,,,,,,,,,,,,,,,,
214.0,Aindu,ria aindu,indule,,,,,,,,,,,,,,,,,,,,,,,,,
215.0,Necessito,necessitoa,neeessitandu,,,,,,,,,,,,,,,,,,,,,,,,,
216.0,Pedrosa,edro,Vidros,pedru,,,,,,,,,,,,,,,,,,,,,,,,
217.0,llste lecal,ILLSTIE CASY ID,ILLILSTIE,ILLSTIE,ILLSTIE CA I,IILLSTIIE,IlL1LLSTII CAS1 IME,LLLSTnE CSA,ilLs,,,,,,,,,,,,,,,,,,,
218.0,muhilia,umilia',IRYMIlIEi,reeoniliaeio,familia,,,,,,,,,,,,,,,,,,,,,,,
