cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18,elem_19,elem_20,elem_21,elem_22,elem_23,elem_24,elem_25,elem_26,elem_27,elem_28
15,Alm d'isso,assoibo,caonfuso cancasso,sc eh0Vasso,cancassol iNada,Fr,S,Urassn,fugisso,ILg0,,,,,,,,,,,,,,,,,,,
16,kF realnto,Sigaa Real,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,Aquelle,"S.
ulgenciol ue aquelle careea obeso",n'aquelle,Iaquelle,affronta daquelle cnjado,N'aquelle,quelle,"E.
n'aquellve",monte aquello,naquelle,aquelia,aquelle,lGonealo qte aquelle,nntquelle sileueio,,,,,,,,,,,,,,,
18,Castello,Castollo,Castello de tSanta,Castello de Peronnc,Castella,castellania famosa,Castellos,Castellto,,,,,,,,,,,,,,,,,,,,,
19,"hem sa-
es","u
Ict sag",Ict,,,,,,,,,,,,,,,,,,,,,,,,,,
20,Santa Maria de Craquede,Santa Maria de Craquedel,santa Mlaria de Craquede,Santa Miaria de Craquede,Santa Mlarla de Craquede,Santa Mlaria de Craqude,"dec
anta Maria",Santa Maria de Crauede,Santa Maria de Craqutde,Santa Mlaria de Craquede,Santa Mnria de Craquede,Santa Mlaria de raquede,,,,,,,,,,,,,,,,,
21,prineipio,maginei,g-,Magnlfico,lagine,nei,rvelandu imaginagio,Imagina,,,,,,,,,,,,,,,,,,,,,
22,Monicas,Annica,Chrnica,Thessalonica,Mlonicas,Visigothicas,Chronica,Chaonica,,,,,,,,,,,,,,,,,,,,,
23,larges,Mlarges,crge n,Iario das Mlarges,Mluarges,"Baroneza
das Marges","Bara
las Marges",,,,,,,,,,,,,,,,,,,,,,
24,acudiu,sacudid,Jaraudiu,lrudieao,,,,,,,,,,,,,,,,,,,,,,,,,
25,Vermelha,melha,vermelha le sade,semelhanga,barrete vermelho,,,,,,,,,,,,,,,,,,,,,,,,
26,Manoel Duarte,oManael Duarte,St I,Manoel uarte,,,,,,,,,,,,,,,,,,,,,,,,,
27,Iiuy Saloon's Iines,viuya,Ti16,re salve  ra-,,,,,,,,,,,,,,,,,,,,,,,,,
28,Gago,tago,eagoar om,Thiago,"enechia
agola",Vidago,agonisava,alagoVa,Iagoas,cafie,Li,,,,,,,,,,,,,,,,,,
29,diaho,"Quc
diaho",diabol,,,,,,,,,,,,,,,,,,,,,,,,,,
30,hurrinho,palvarinhos,srrir,Esquadrinhou,Pelourinho,,,,,,,,,,,,,,,,,,,,,,,,
31,Poto,pote  biobo,reahotoand0,Gotoso,Il,,,,,,,,,,,,,,,,,,,,,,,,
32,"at
Araj",lraraes,Cara-,Iaradiula,Azurara,larar,tararaml raiamtaml,Iara,l'ara,Ilaras,ara,"bai
ara",caraeter,teaduearam,d'alvigcaras,,,,,,,,,,,,,,
33,uvo,Tende,CO,entendienlo,"ntendo
tiio",attender,tendal,Ylyia,Iendera,,,,,,,,,,,,,,,,,,,,
34,Gazelc,Gazecta do Ioreo,ER,Tlo,Gazeta,iazer,elcico,,,,,,,,,,,,,,,,,,,,,,
35,"Cnde d
Trava",atrave,atravez do feljoal,Atraves,atravesol,Atravcs,atravez d jardin,atravez d matto,tetl,cnoravel ivcnda,Atraz,"atravez tdas en-
teneas ovuhgelicas",Atrave,passadigeo de traves,Atravcs do vco,,,,,,,,,,,,,,
36,l'oli-,Nn,l'o-,"cidnde d'Oli-
veira",Oli-,TZn,,,,,,,,,,,,,,,,,,,,,,,
37,buco,Puco,Mucolieo,ILreuco,,,,,,,,,,,,,,,,,,,,,,,,,
38,Conto,Contiuu,Bonto,Contu,Nonto,,,,,,,,,,,,,,,,,,,,,,,,
39,Capitulo,Capitnlo,Capital,Titulo,Cupitul,jejltt,Capitanea,"Lisboa tres Capitulos
elle",,,,,,,,,,,,,,,,,,,,,
40,cendia,lipu,d'onde pendia,cstendia,suspendia,rescendia,crescendo0,Cendfe,Yendiha,,,,,,,,,,,,,,,,,,,,
41,Olha,tSolha,Olhte,Solha,iolha,,,,,,,,,,,,,,,,,,,,,,,,
42,Craqucde,Craquide,Craqutde,Craquile-,Craque-,Iraqucza,Craqude,ul baquc,Nl,,,,,,,,,,,,,,,,,,,,
43,isper0,ba csperana,perc,"brotuvn s
inesperadamcntc","Ispi-
gal",,,,,,,,,,,,,,,,,,,,,,,,
44,cehi,apetrcehad,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,IBeI,Iibeiinh,"ibeira
do Coiee",Ribeira,Iibei-,libeira,IBen-,,,,,,,,,,,,,,,,,,,,,,
46,dminando,elupinand,mascnand,dominanda,,,,,,,,,,,,,,,,,,,,,,,,,
47,Iois,l'ois,beois,PUois,kF,Ieois,Ilois,,,,,,,,,,,,,,,,,,,,,,
48,"Golpho
Persiceo",golpcs,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,Crz das Almas,Cruz das Almas,... Alm,tos almnas,Feitor-mor das Alfandegas,,,,,,,,,,,,,,,,,,,,,,,,
50,raeinha,"teriria
raeinha",CGraeinha,Graeinha,traeinha,s6,,,,,,,,,,,,,,,,,,,,,,,
51,r0Sa Sopa,sa dcssa situacio tio falsa,Sopa,kFu-,lica Sonta,,,,,,,,,,,,,,,,,,,,,,,,
52,Nacejas,Naeejas,valent6es de Nacejas.n,Iracejandao,,,,,,,,,,,,,,,,,,,,,,,,,
53,"toa-
lha","pa-
lhioea",toa-,"z-a-
L-","loriga de ina-
lha","joe-
lhos","toa-
lha eom n",,,,,,,,,,,,,,,,,,,,,,
54,Cerda,av,goso de verdadciro,Cerdal,"liherdade d
Cnasco",,,,,,,,,,,,,,,,,,,,,,,,
55,menin,meninu,IilNin,meniaon,enI-,,,,,,,,,,,,,,,,,,,,,,,,
56,Nimes,uipproxime,Gomes,mesm0,IME,,,,,,,,,,,,,,,,,,,,,,,,
57,Turre,Iurre,Turras,Turrc,urre,"besteirus
qc eurregira us",,,,,,,,,,,,,,,,,,,,,,,
58,Eleicao,Eleicaio,lleicao,kleicao,,,,,,,,,,,,,,,,,,,,,,,,,
59,nicamente,pessiuamentel,"assohiando va-
gamente",Positivamente,Pessimamente,Iament,divinamentel,Siu,ulvorocadamente,,,,,,,,,,,,,,,,,,,,
60,Tit6,ITit6,Titi,mn sitio,TIt6,Tit6-,Tit,,,,,,,,,,,,,,,,,,,,,,
61,"sc de-
II0O'aYa",k s6 de-,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,Palestina,Estive,Nom,Destino,"Pales-
tina",Pelestina,Ah,,,,,,,,,,,,,,,,,,,,,,
63,"ma
ca","llymno da
Carta","nmna
casna",im,"comeeo da
campanha",,,,,,,,,,,,,,,,,,,,,,,,
64,MIais,Iais,Depais,miais,MIais antigo,,,,,,,,,,,,,,,,,,,,,,,,
65,Yillegas,uc,Yilln,Pegas,,,,,,,,,,,,,,,,,,,,,,,,,
66,Inanchava,desmnanchava,kEu,Ianchasse,concha,,,,,,,,,,,,,,,,,,,,,,,,
67,arremessand,Mrremessado,arremettida,,,,,,,,,,,,,,,,,,,,,,,,,,
68,meads,aceadu,Naa,bua semeadura,ereads,,,,,,,,,,,,,,,,,,,,,,,,
69,Roet de Franca,Roet de Franca...,so,Rel de Fraaca,Historia de Franca,asa de Franea,,,,,,,,,,,,,,,,,,,,,,,
70,enlh,Ienlto,orgnlho,genlc,,,,,,,,,,,,,,,,,,,,,,,,,
71,Sis,trabalhadu,Yalha,esbogalhava,Im alto vo de gralha,Palha-Ca,trahalhar,trebalha,,,,,,,,,,,,,,,,,,,,,
72,Ine,trineando,Ineu,Iner,Inerosos,Inesmo,,,,,,,,,,,,,,,,,,,,,,,
73,snras,tSnr,t[Ue,Snr,Snr l,,,,,,,,,,,,,,,,,,,,,,,,
74,pcnsaud,Pcnsou,T0thpe,"nio
pcnsci",Cns,ci,,,,,,,,,,,,,,,,,,,,,,,
75,Mtandarim,anda,mandadu,Mlanda,Andtce,vianda,jand,,,,,,,,,,,,,,,,,,,,,,
76,muvia da poltrona,poltron,lE,trondo,,,,,,,,,,,,,,,,,,,,,,,,,
77,C0I1,Canla-Pelra,Canla-Podra,Iof,manla1,pelra,,,,,,,,,,,,,,,,,,,,,,,
78,convile,iim,Conviviam,Convidado,,,,,,,,,,,,,,,,,,,,,,,,,
79,Comedla,comezaina,comerm0s,rome,,,,,,,,,,,,,,,,,,,,,,,,,
80,Porto,lPortngal,Portgl,Porta,Portolla,portcira,Ci,eahca,i Portolla,,,,,,,,,,,,,,,,,,,,
81,Maldio,alda,aldca,aldizer,,,,,,,,,,,,,,,,,,,,,,,,,
82,I0s,I0ss,"ln
gr0sso",II0s,uUhl a0Z g'0ss0,,,,,,,,,,,,,,,,,,,,,,,,
83,elil,entlilnenlt0,lIl,elIl,lildzes,elizmcnt,Elim,Mlelieval,,,,,,,,,,,,,,,,,,,,,
84,Nau,Cavalleir,cavalleiro,Cavallei-,"An-
de Cavalleiro",Cuavalleiro,Cavalleirol-Cuinhavam,avalleiro,Calleiro,Cnvalleiro,io do Cavalleiro,Cavalleiro-,"Ca-
vlleiro","Cavallei-
ro de",casa du Cavalleir,Uavalleiro,"Ca
valleiro",Cavalleiro,"Cu-
valleiro",Cavalleiros d'Ilespanha,"Cohl  Cavallei-
ro",intimidate do Cavalleiro,Cavaulleiro,Entia Cualleiro,pranchada de cavalleiro,Cavalleiro-quo,Cavalleira,"Caval-
leiro",braco do Cavalleiro
85,rega0,Itsa,Carregada,agoa do regato,Arega,encalrregaa,,,,,,,,,,,,,,,,,,,,,,,
86,ssinhlo,Ssinho,antol  ruborsinho,Audrcsinho,Mlanelsinho,Templosinho,viuya Pinho,piquesinhos,Templosinho du Amr,sobinho,NtUninho,Trtesinho,risinhos,,,,,,,,,,,,,,,,
87,Inquiriei,Iei,Ieits,Ieis,"ca
Ieita",-.A cleieio cst:i segtura,Fl-Iei,Ieio,,,,,,,,,,,,,,,,,,,,,
88,heber,bebedo,febe,Sbedo,,,,,,,,,,,,,,,,,,,,,,,,,
89,Barriolo,Physiolo-,Olo,trrio,T,Arribada,barrigrudo,,,,,,,,,,,,,,,,,,,,,,
90,chut,Sc,chua,ayo,chumlo,,,,,,,,,,,,,,,,,,,,,,,,
91,Torto,Torto gemet,tort4,,,,,,,,,,,,,,,,,,,,,,,,,,
92,Indial,India,vindima,"pcndiam dos
paineis",,,,,,,,,,,,,,,,,,,,,,,,,
93,eabeea,cabeea,cubeea,cabeeo d'Avollan,seeea,,,,,,,,,,,,,,,,,,,,,,,,
94,Im,"Go-
vern Ciil",Govern Ciil,A0,Ciil,Go-,,,,,,,,,,,,,,,,,,,,,,,
95,Nou,levantandu,Santa,Paeo de tSanta,Santa hereza,Sonhorio de iSanta,Iuantas,ic-Santa,Infantas,adeanta,"Santa
Ircneia",Santu,tma,csantdt,,,,,,,,,,,,,,,
96,petaen de l'ortgul,lLopo de layao,"ILLTE LASA DE IYIIHES
y0","Lopo de
lBayio",le luts,uarto de laar,priuo de b,,,,,,,,,,,,,,,,,,,,,,
97,IYMIES,HYMIES,Ahl,Mie,RAMIES,,,,,,,,,,,,,,,,,,,,,,,,
98,Jesuina-qe,Jesuina,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,apodreeer,Podro,Fnvelheeeram,appeteeer,,,,,,,,,,,,,,,,,,,,,,,,,
100,Lishoa,Lishon,lishoa,hoa liss,lILishoa,I10,Hoa,Iishoa,Pashoa,,,,,,,,,,,,,,,,,,,,
101,Ma,Ilonra,Tallan Ilonra,llonra,Honra,la Honra,Siloneioso,"llonra:-e de-
brueados",,,,,,,,,,,,,,,,,,,,,
102,Balsas,Casas,Casal Novo,sohrecasaca,"casas dc
Franea",casaes,,,,,,,,,,,,,,,,,,,,,,,
103,Alhoius,salho,Salzedas,Agasalhem,,,,,,,,,,,,,,,,,,,,,,,,,
104,libliothecea,"Billio-
theea",Billio-,,,,,,,,,,,,,,,,,,,,,,,,,,
105,Vidcirinha,Virinha,dirinha,onta du sobrinha,0O Yidoirinha.,NVidoirinhal Mlas,Vileirinha,boeirinha,Vitcirinha,Yleirinha,,,,,,,,,,,,,,,,,,,
106,"riacho das
lonas",riacho das bonas,Iachas,Ca,Peo das Iiehas,,,,,,,,,,,,,,,,,,,,,,,,
107,Corliy,Corlya,Corldor,,,,,,,,,,,,,,,,,,,,,,,,,,
108,Chatarizo,atarefad,quatarze,Chatariz,,,,,,,,,,,,,,,,,,,,,,,,,
109,ILI.II,ILI.IIIIH CAA,tdu,Y ILI.IIII,,,,,,,,,,,,,,,,,,,,,,,,,
110,Ramilde,c1,Iamilde,"RAMIS
Voces",aqli,Gramilde,Mathildes,,,,,,,,,,,,,,,,,,,,,,
111,Gies s-,IIES,IEs-,AIIIES,RIIES,IIMIIES,RMIIES,RWIIER,IAIES,,,,,,,,,,,,,,,,,,,,
112,Into,Iecesvinto,Iiccesvinto,vintcml,,,,,,,,,,,,,,,,,,,,,,,,,
113,corredr,lorre,orre,uc uorrera,Taorre,"correia
dum1 latego",Trre,Aorrecido,Iorre,Gutiorres,Correu,corredo,eorrelor,U jardim da lorre,,,,,,,,,,,,,,,
114,Publicn,Obras Publicas,publicuva,I19,,,,,,,,,,,,,,,,,,,,,,,,,
115,anlt0,"va-
ranla",Miranle,Airanle,anles,,,,,,,,,,,,,,,,,,,,,,,,
116,Ieve,m beve,Cleves,,,,,,,,,,,,,,,,,,,,,,,,,,
117,qule,hule,cvt,Joqulm,i,,,,,,,,,,,,,,,,,,,,,,,,
118,Cavallcio,Cavallciro,Cavallcirol,Cavallcira,Cauvallciro,galinete do Cavallcio,Cavllciro,,,,,,,,,,,,,,,,,,,,,,
119,Esgaseado,ho sahbbado,Ajudado,tumado,ado,Ahenoado,Acodado,algcmado,ripiado,latejado,Fado,cuealtnado,Itocados,,,,,,,,,,,,,,,,
120,Murtosa,Mlurtosa,mur,,,,,,,,,,,,,,,,,,,,,,,,,,
121,expressaes,Sud-lxpress,oppressi da,"im-
ressionad",pelu Sud-lxpress,Sud-xpress,ipressiaonava,,,,,,,,,,,,,,,,,,,,,,
122,Mli,S. Mligucl,MlIas,Mli-,,,,,,,,,,,,,,,,,,,,,,,,,
123,hnda,Iunda,ndatms,tindar,pancnda c assuada,lazenda,Londa,Ninda,Vendas,,,,,,,,,,,,,,,,,,,,
124,Franziu,Franga,d'espcranga,rharanga,orangal,,,,,,,,,,,,,,,,,,,,,,,,
125,rumnotr,mnodu,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,Goncalinho,Mlinho,Gonalinho,v,clcalI,Goncalinhol,Goucalinho,,,,,,,,,,,,,,,,,,,,,,
127,fortaleza,Apezar,leza,nee inglez,Vcneza,Therezas,,,,,,,,,,,,,,,,,,,,,,,
128,faeo,Mlouaeo,faee,Iaeo,bDr,baeos,,,,,,,,,,,,,,,,,,,,,,,
129,Governo,coniroversia,vern0,gaverno,pclo tGuverno,Gaoverno,inllueneia do Governo,ro vernelh,,,,,,,,,,,,,,,,,,,,,
130,"conhero Men
3 Il",conhes,conhecidlo,Sunhes,conheeel,conhcei,,,,,,,,,,,,,,,,,,,,,,,
131,Sua kExe,"pelu
sua goa",Cc00s,i sua sbra,,,,,,,,,,,,,,,,,,,,,,,,,
132,Iisfoia,Troia,Iis-,pa,Iistoia,,,,,,,,,,,,,,,,,,,,,,,,
133,Baro,lr,baro,Bar-,,,,,,,,,,,,,,,,,,,,,,,,,
134,Lucehna,Iuceena,Lucena,"Mlas
lucena",Lcena,seduceao,Ltcena,nna Lucena,hna lLucena,Suanches lLucena,Sanchcs Lucena,"ILcena-o
Cireulo",Cenaculo,,,,,,,,,,,,,,,,
135,Slha,Illha,vlha,bulha co o lr,lha,,,,,,,,,,,,,,,,,,,,,,,,
136,cerro,ferrol,trror,You,Ierro,hezerro,lomba d cerro,,,,,,,,,,,,,,,,,,,,,,
137,co ahandonadus,bandonar,Abandonada,donar,Dona-em,BAnD0,"dcbandou nelo te-
elado",,,,,,,,,,,,,,,,,,,,,,
138,tanqu,Tanque-Velho,qne u la branquuava,"tanque da
pedra",,,,,,,,,,,,,,,,,,,,,,,,,
139,Iigti-,Iiga,ti-,Iuiigo,,,,,,,,,,,,,,,,,,,,,,,,,
140,Iicl,1r,Iicgcne-,,,,,,,,,,,,,,,,,,,,,,,,,,
141,Torre aos Domingos,Domingo,Iuingo,doningo,bomingo,Dom,C0,Dominge,Pogo de S. Domingas,,,,,,,,,,,,,,,,,,,,
142,Asia,sia,U,extasi,Asia Alenor,aSIl0s,,,,,,,,,,,,,,,,,,,,,,,
143,Villa-Nolhas,Villas,Assenbla da Villa,Villar londes,Villalohsos,Novilles,Tordesillas,Villar,Villalubs,Villico,"villas da
doaao",,,,,,,,,,,,,,,,,,
144,Governo Ciil,Coverno Civil,Governo Civil-fervera n'elle,Governo Civil,tverno Civil do braeue,Govorno Civil,Governo Ciyil,Is,"Go-
verno Civil",Civil,Governo Ci,Goveno Ci-,,,,,,,,,,,,,,,,,
145,catmisa,catmpo,mis,,,,,,,,,,,,,,,,,,,,,,,,,,
146,Almodovr,almoo,Dr.,almoeo,almuzem,Almocei,,,,,,,,,,,,,,,,,,,,,,,
147,"S. lo-
mo",u S. l,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,I)o-,qtle,qtle pctdiu,tle,,,,,,,,,,,,,,,,,,,,,,,,,
149,aquella claridadc,"aquella romantica solidao de
lenda","aquella
vaio ue",Aquella,aquella linda,aquella aigagao,Aquellas,aquell,,,,,,,,,,,,,,,,,,,,,
150,d'clle,pclle,clle,I02,,,,,,,,,,,,,,,,,,,,,,,,,
151,"Seculo das maos tremulas
do",Seculo,secu,Cc,seculo xII,,,,,,,,,,,,,,,,,,,,,,,,
152,Imn,Imnatava,cimna,umna,Imnanos,,,,,,,,,,,,,,,,,,,,,,,,
153,Lentatnente,lentu,lentw,lentaenle0,ent ue,w len:o,Lento,S. lento,vent,excellentel,Lentro,len,alentel,,,,,,,,,,,,,,,,
154,Cuvalleiro,Cuvalleire,Cuvalleir,tuvalleiro,Cuvallo,Cuvalleirista,triumpho do Cuvalleiru,Cvalleiru,Cuvalleciro de Mlalta,,,,,,,,,,,,,,,,,,,,
155,Ieblte,elteger,IY,pr Walter Seolt,,,,,,,,,,,,,,,,,,,,,,,,,
156,Cidude,l,Abhude,vrdude,"Cidude
nis axistia nodoa",frialdude,,,,,,,,,,,,,,,,,,,,,,,
157,Villa-Clara 1 Torrc,Yill-Clara,Villa-Clava,Vill-Clara,"Villa-
Clara","Villa-Clara
de noite",Coneelho de Villa-Clara,YVilla-Clara,"Villa-
lara",la-Clara,Emn Villa-Clara,Yilla-Clara,Villa-Cla,Villa-Clura,Villa-Clara,Vocs en Villa-Clara,Villn-Clara,tod0,Nilla Clara,Villa lara,illa-,ViIla-Clara,VilIa-Clara,iIIa-Clara,Hljlya-Ca,,,,
158,verao,veraculo,Veras,,,,,,,,,,,,,,,,,,,,,,,,,,
159,susl0,beusl,beus,,,,,,,,,,,,,,,,,,,,,,,,,,
160,Coibra,xe equcbrara cuni,bra0s,abrag0,Coirbra,genebra,brageo,Dbraos,Cibra,Obra,braro,,,,,,,,,,,,,,,,,,
161,Craue-,Crauede,Mlanria de Crauede,,,,,,,,,,,,,,,,,,,,,,,,,,
162,mo,puc,ofiereccr,uflereci,otlerecia,etpe,Precisamncnte,,,,,,,,,,,,,,,,,,,,,,
163,Ilrcileiro,Ilrcileiro potr,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,Torroe,Torro,corrodor,Torro illuminira,i Torro,Torr,"uo cra
uI torrio ico","ul horrorl
Atirou",,,,,,,,,,,,,,,,,,,,,
165,Cntava,"aggolrd
lcvantavan",Jricntal,1N,"ce
empletava",gritavar:-,Ol,accrescentava,,,,,,,,,,,,,,,,,,,,,
166,olle da orelha,ponta olle da orelha,Ir,,,,,,,,,,,,,,,,,,,,,,,,,,
167,Gavternador Civil du listriceta,Governador Civill Mas,tavernador,Governador Civill,Governador Civil,"Governador
Civil",Governador Civill...,Governador Ciil,"Governador
Civil-e",Governador,tGovernador Ciil,"iovernador Civil, to nr",,,,,,,,,,,,,,,,,
168,ie pedra,Iy de Pina,banco de pedra,baneo de pedra,"ma revoa-
da de perdizes orggueu",,,,,,,,,,,,,,,,,,,,,,,,
169,tradieiol de desatulhar,cumisu de chita cir de rosa,ILLTE cS DE RAMIS,cureel de guerrd,Yonge de Cistea,Mionsieur de Charette,camadu de raagcns,Pdro de Casiro,Fx,,,,,,,,,,,,,,,,,,,,
170,Alferes,lheres,Aleres,Alfcres-or,,,,,,,,,,,,,,,,,,,,,,,,,
171,mocetdo,scet,torcet,b-,buscear tta,,,,,,,,,,,,,,,,,,,,,,,,
172,trolou,petroleu,etroleo,retrocess0,lEu,ponetrot,,,,,,,,,,,,,,,,,,,,,,,
173,Denois,lenol,lenois,Ienois,,,,,,,,,,,,,,,,,,,,,,,,,
174,t)uasi inconquistavel,Juasi,uasi,t)uasi,uUasi,quasi,uasi secca,quasi consenti-,W,,,,,,,,,,,,,,,,,,,,
175,veridica da desorden,desorden,desordom,,,,,,,,,,,,,,,,,,,,,,,,,,
176,Uasco,Casco,dmasco,Cascol,,,,,,,,,,,,,,,,,,,,,,,,,
177,"hane
cuidadosumentc",guida,Borguinhio,uja,Crguidos,Iuidas,aida,,,,,,,,,,,,,,,,,,,,,,
178,Case,Caseo,fraseo,"ul
Iraseo",Caseo nio so arredava,,,,,,,,,,,,,,,,,,,,,,,,
179,IlL1LLSTII CAS1 IME,ILLSTIE,ILLILSTIE,ilLs,ILLSTIE CA I,IILLSTIIE,ILLSTIE CASY ID,IILLST CA I AYIIE,,,,,,,,,,,,,,,,,,,,,
180,II.LLSIIIE CAEA,II.1.LSE CA1,II.LYIE,,,,,,,,,,,,,,,,,,,,,,,,,,
181,As-,Ias-,as-,Cas-,br,Bas-,pas-,Ri-,,,,,,,,,,,,,,,,,,,,,
182,Anarante,Violante,"Mirante coo
su gorl",Mirante,MIirante-e,"imovel
dcante do",Mlirante-se,,,,,,,,,,,,,,,,,,,,,,
183,"tGon-
alo",tGonclo,Goncnlo,nclo,,,,,,,,,,,,,,,,,,,,,,,,,
184,gratidao,tratira,KE,tirus,"tratira or  me-
nlino",,,,,,,,,,,,,,,,,,,,,,,,
185,"jale-
ca","Cale-
celhos","jale-
us",,,,,,,,,,,,,,,,,,,,,,,,,,
186,t]e esvasiira dum trag,pocira da lide,peira da es-,vizeira gradada,"rcimeira dos
mnorrioes",scmpre cnsageira coni,Tomnada da Bastilha,M1,,,,,,,,,,,,,,,,,,,,,
187,homeml kEste,ste,ste benziam,Fste,steu,llste lecal,revste,ampeuas ste,"ste
longu",,,,,,,,,,,,,,,,,,,,
188,gcmer,Numerou,Ierozes,I'erol,rouba,Meret,teror,,,,,,,,,,,,,,,,,,,,,,
189,Asscmbleia,Assembleia,Ia,Mssembleia,Assemblc,uu ssembla,,,,,,,,,,,,,,,,,,,,,,,
190,Enxarez,Slarem,Trez,Areos,,,,,,,,,,,,,,,,,,,,,,,,,
191,idia,solidao favoravel,solidia,"dn s-
lidio",lusidia,di solide:z.,,,,,,,,,,,,,,,,,,,,,,,
192,gadora,vrador,sorado,Irados,Rogonerador,ilha do lmperadorl,Ms,pomar murado,Pccecador,toueador,,,,,,,,,,,,,,,,,,,
193,N1,pera de S. Joaio,festa de,raa de,prcsloza despirilo,anha de Mlissa,tardeta de botes,iladssia mneza de tcarvalhto,I,iddca de artigos,S.,pnna de pato,"HIisloria de
IIerculano, o Bolo",,,,,,,,,,,,,,,,
194,"pelu
cinta cm affago",EY,Ainta,Finta-e,aintda,Imnedintaienlle,,,,,,,,,,,,,,,,,,,,,,,
195,caVa,Us,tranquillisar cvocava,bcliscava,Cavado,santilicava,mancaval,suflocava,,,,,,,,,,,,,,,,,,,,,
196,Aansina,Aflonsina,Affonsina,Yiya,Affonsino,Affns,cnsinar,Affonsinasl,I8,In'ensinava,,,,,,,,,,,,,,,,,,,
197,regoaa,egoa,goa,tegoa,l'ego,,,,,,,,,,,,,,,,,,,,,,,,
198,vao soltarl,soltar?-F,soltarl,U0,voltaris,,,,,,,,,,,,,,,,,,,,,,,,
199,gaeta d scu quarlo,csguarlatos,Quarta,quarlo,bstarlo,Iarlo,,,,,,,,,,,,,,,,,,,,,,,
200,deseubrulhes,Ilhe,Ulhe,ulherio,,,,,,,,,,,,,,,,,,,,,,,,,
201,"Coim-
hra",Coice,Coim-,coIml m1,"im-
I",ecoih,Uoimra,Coimlra,,,,,,,,,,,,,,,,,,,,,
202,d'essa,N'esse,N'essa,cspessa,N'esse tolehto,"mehor
diminiio n'essa",sessaa ds Cuhtras termi-,lago n'essa,,,,,,,,,,,,,,,,,,,,,
203,Cascul,mascula,Cascu,,,,,,,,,,,,,,,,,,,,,,,,,,
204,Estimava,tIma,seim latim,Iolhctim,Ima,setim,,,,,,,,,,,,,,,,,,,,,,,
205,Joio Brandio,Joio,"Mlana Joio,.mano Joiol",Joio lIl,,,,,,,,,,,,,,,,,,,,,,,,,
206,Yde,uao,uao tcm,,,,,,,,,,,,,,,,,,,,,,,,,,
207,surdia,balburdia,ienda surdissen,"d'onde
surdia",,,,,,,,,,,,,,,,,,,,,,,,,
208,ji cstou,kstou,uvistou,Atastou,Gstou,cstou,kstoves,,,,,,,,,,,,,,,,,,,,,,
