cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14
28,Quen,mexique,que',Poques,e',quoiquil,Afrique,,,,,,,,
29,toninnli,donn,honnos,honn,nuho,frthos,tres-honnete,,,,,,,,
30,Dn,soignerai,espagne,gne,gn,Gnl,ne170,,,,,,,,
31,- Veux-tu,noeux,Noel,noa,,,,,,,,,,,
32,RN SOVI6GR,RN sERVICE,RN AVION,SERVICE,"I S
d-a",,,,,,,,,,
33,io m6-,Jos6-,m6-,Cn,or6-,d6-,,,,,,,,,
34,rand-ail,Grand BAil,"Grand-
Bail",Grand-Hail,rand-Bail,Grand-Bail,N,Grind-Hail,,,,,,,
35,Fuuche,friche,herg,ehex,cher,Riche,R6chaufferie,Cher,Touches,s6cher,,,,,
36,desire-us,present]110,Apres,v8pres,dress6,,,,,,,,,,
37,"LHIII

II
 Sil
III",ii,fiivre asi,ktii,II,LiI,PAIII,"II

L",,,,,,,
38,mare Manette,mre Rainette,mre Nanntte,mre Annette,betes3EANNR REN,mre Annette;A6,mara Annette,Annette,mre Nannett,mer Annette,,,,,
39,te0ors,t8te,Mascotte,malte,tte,Tents,tete,mets-tei lh,Patite,hotel,Etehaeun,Mettez,Achetez,,
40,w,"juif
- Moi",eoiffa,- C,,,,,,,,,,,
41,dshir6,ds,t0t tir6,,,,,,,,,,,,
42,loanno,Jouanno,lunno,Jeanno,leanno,lean,san nouveau,19S,u,Ieanno,,,,,
43,garon,mon garon,gal,garniront,,,,,,,,,,,
44,m6decins,inde,mdecin,,,,,,,,,,,,
45,caus6,Ca,ca,,,,,,,,,,,,
46,"Pierres-
Folles",verriaes,Pierres-,MIERR,Saint-Pierre,as-Rr,nanterre,In terre,,,,,,,
47,china,nador,hana,Na,Nai,vona,naftra,nankin,,,,,,,
48,io,Ionis,Io,,,,,,,,,,,,
49,Isaure,san hare,Isanre,v,meissan,,,,,,,,,,
50,fumer tes champs.-,-C,Hautes-cloches,Hautes-SEG0NDR PARTIE,Hauts-loehes,,,,,,,,,,
51,manche,ommana,maduama,la manche,san mari,Maman,demand6,maes,Maislamaltresse,,,,,,
52,porto bian,porto,Rt,port6,aport6,mortifi6e,,,,,,,,,
53,le japon,ales,LE2,lesameliorer,LEs,Mesdemoiselles,arles,,,,,,,,
54,Voyez,envoy6,croyez,A,,,,,,,,,,,
55,Mange,orange,Solange,Lange,chang6f,vendange,huang6o,Gerland,dangar,san village,,,,,
56,irrit do lh,nit do,,,,,,,,,,,,,
57,TROISIME PARTIR,TH0SiM,TROISIME,rome,TROISImE,TROISIME PARIS,,,,,,,,,
58,Mlurguerito,Marguerite,Margue-,vel6e de Marguerite,hargbr,,,,,,,,,,
59,"IL M.

2
 
IL
CL",teil,podiums;il,IL,aesoueil,betail,il6e-la,,,,,,,,
60,M,e,Est,''L,alpes,Est-ce,Istes,rest6e,Cost,st Paul,east,,,,
61,Eh bian,Ia ptit lunn,Ia,QIATMIIn,IA,P,,,,,,,,,
62,place,ani-place,ce6,lacte,,,,,,,,,,,
63,prte,aupr da mol,auprs,pr6s,pr,provins,Aprs,,,,,,,,
64,d6sola,Luongo,J',Solngo,So-,got,,,,,,,,,
65,aumne,tre Namnette,Mamnnetta,Nanette,Namnette,Chamnnlhrs,Navettes,"mare
Navettes",,,,,,,
66,Aixois,A leglise,"venise
ar",mademoiselle,Sois,se106,oise,Crois,Is,Crise,suisse,venise,,,
67,kI,"A

I
II1
I
----l","IL -
II 
lI
l
III
S","P
I","ii

I
I

II
E
E","I

H
I
E","II
W
I
civilIs
H.","Ki
L
I
I
I
I
I",,,,,,,
68,jugez-en l Jai,bruges,Agel,rige,ge,B,gene,,,,,,,,
69,Sylvin,Sylvain,sYlvain,psys,,,,,,,,,,,
70,aid6,Aidez,d6aider,,,,,,,,,,,,
71,-:t:=,-,t80,disait:180,comptait188,Dit,,,,,,,,,
72,geek,reese,plasee,eeui,vee A,.'Geeseeeeee,psgnsee,,,,,,,,
73,ger,Berry,-Merci,mero,ner,ler,terrOB,peru,er,,,,,,
74,"Saint-
Jean",Saint-jean,vinttn,BT,Saint-Jean,,,,,,,,,,
75,nuttre Tixior,Mre Tixier,"E

E",pre Iixier,"f
- Muattre Tixier","pre
Tixier",pre ixier,pre Tixier,,,,,,,
76,Sainte-Solange,sainte-Solange,Sainte-So-,san alain,,,,,,,,,,,
77,je.ne,Lejeune,jeune6,Neuner,Jeune,leunne,lune,brune,--La jeunesse,,,,,,
78,RN sAVOIR,aveoe,uvece,savigny,Save,AVez,,,,,,,,,
79,marehanderai,remarqu6,mara Feuillet,Vars,MARR,mara,tarras,llan'y rontrarapus,ar-,matra Tixiar,,,,,
80,lOuis : e Voyons,Vons,v0oyo-vus,vOyons,,,,,,,,,,,
81,cus,occup6,Cu,"Cun-
t-mOi g.",,,,,,,,,,,
82,Tixisr,Tixiee,quartier-l,"malte
Tixier",mara ixier,Tixier,mer Tixier,Tixiar,pr Iixier,,,,,,
83,tra humili6,humili6,,,,,,,,,,,,,
84,Catharine,chine,Chagrin,maine,hawa,Haine,I,Gatharine,Aini,,,,,,
85,IBANN,JANNIH,mhmeIBANKR,BANNI,ban  Menuet,ann8e,,,,,,,,,
86,Comment dane,lausanne,Jane,lann6e,PTITB LANN,lanne,champ de lanne,,,,,,,,
87,Normaux,chApeau,ferme des Ormeaux,Maux,Ormeaux,,,,,,,,,,
88,aon,bont6,eontoentol,stonttot,c6t6,"Eh bionl js prendruais un de tes champs on
permanent",ont6,et6s,Maillot mont,,,,,,
89,sua,vuanti,1ANTI,,,,,,,,,,,,
90,E MEHB,gaeho,IJae,,,,,,,,,,,,
91,bl6,d6cembre,wss,assembl6e,assemblafEANNE,,,,,,,,,,
92,PRBMIIRRE,RMIRnE,PRERR PARTIR,fortPRMIIRRE,Noel.rREMII PARTIR,,,,,,,,,,
93,Laisse,Vais,valais,Laissons,jy val,vall E,,,,,,,,,
94,bourg,de Bourges,Bourges,,,,,,,,,,,,
95,"-,J",saashs,sa160,saa,,,,,,,,,,,
96,aouset,Noug,Nousla,,,,,,,,,,,,
97,rs-y ademe,-F,trs-fort,,,,,,,,,,,,
98,eur6,lahourer,Majeure,serrure,beusg,uri,seeurit6l,eure,,,,,,,
99,jura,svaitquason fourrag,aendurantae,d6fendu,at Alma Durant,Durand,,,,,,,,,
