cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13
81.0,Est,Est-ce,rest6e,,,,,,,,,,,
82.0,place,ani-place,lacte,,,,,,,,,,,
83.0,d6sola,Luongo,Solngo,le soleil,,,,,,,,,,
84.0,aumne,tre Namnette,Namnette,,,,,,,,,,,
85.0,chApeau,hana,chang6f,huang6o,,,,,,,,,,
86.0,"A

I
II1
I
----l","I

H
I
E","Ki
L
I
I
I
I
I",,,,,,,,,,,
87.0,tra humili6,humili6,,,,,,,,,,,,
88.0,jura,aendurantae,d6fendu,at Alma Durant,Durand,,,,,,,,,
89.0,geek,reese,plasee,.'Geeseeeeee,psgnsee,,,,,,,,,
90.0,aimais-tu,aimais,Maia,faisais,-Mais,Vais,maison anssi,,,,,,,
91.0,present]110,Apres,v8pres,,,,,,,,,,,
92.0,Sainte-Solange,sainte-Solange,Sainte-So-,,,,,,,,,,,
93.0,vinttn,provins,minsk,,,,,,,,,,,
94.0,svaitquason fourrag,disait:180,comptait188,Combin,betail,,,,,,,,,
95.0,TROISIME PARTIR,TH0SiM,TROISIME,TROISImE,TROISIME PARIS,,,,,,,,,
96.0,rasenmmoda,Gras,grad,,,,,,,,,,,
97.0,Patite,qUATRi,PATRICk,,,,,,,,,,,
98.0,Chagrin,inde,Grind-Hail,,,,,,,,,,,
99.0,Vois-tu,Is-,Sais-tu,Crois,Crois-tu,,,,,,,,,
100.0,RN sERVICE,serbie,SERVICE,,,,,,,,,,,
101.0,Sylvin,Sylvain,sYlvain,,,,,,,,,,,
102.0,aveoe,Save,AVez,,,,,,,,,,,
103.0,lOuis : e Voyons,v0oyo-vus,vOyons,,,,,,,,,,,
104.0,Pennetta,mare Manette,mre Rainette,Mamnnetta,mre Annette,Nanette,mre Annette;A6,mara Annette,Annette,mre Nannett,mer Annette,,,
105.0,Mre Tixier,Tixisr,Tixiee,pre Iixier,"pre
Tixier","malte
Tixier",pre ixier,mara ixier,pre Tixier,Tixier,mer Tixier,Tixiar,pr Iixier,matra Tixiar
106.0,Las-tu vue,As-tu pens6,as-Rr,,,,,,,,,,,
107.0,liedom,LiEelE,ElIe,italie,,,,,,,,,,
108.0,vesoul,teil,maes,aesoueil,,,,,,,,,,
109.0,san hare,uvece,Isanre,Noug,san nouveau,san alain,san village,,,,,,,
110.0,lssiseutues,bris6,Crise,,,,,,,,,,,
111.0,lausanne,lann6e,PTITB LANN,Iesnne,lanne,champ de lanne,,,,,,,,
112.0,ferme des Ormeaux,Ormeaux,,,,,,,,,,,,
113.0,malte,pltre,Mattresse,Maislamaltresse,dress6,,,,,,,,,
114.0,vuanti,1ANTI,,,,,,,,,,,,
115.0,ehex,mets-tei lh,Hauts-loehes,,,,,,,,,,,
116.0,soudan,Missouri,ipussoeiee,Inourables d'Issoudun,Issoudun,,,,,,,,,
117.0,san mari,E MEHB,ban  Menuet,,,,,,,,,,,
118.0,Istes,Navettes,"mare
Navettes",,,,,,,,,,,
119.0,Fuuche,Touches,tout908,,,,,,,,,,,
120.0,bl6,d6cembre,assembl6e,assemblafEANNE,il6e-la,,,,,,,,,
121.0,ret6,et6s,,,,,,,,,,,,
122.0,PRBMIIRRE,QIATMIIn,fortPRMIIRRE,trs-fort,,,,,,,,,,
123.0,tarras,lomhnrras,,,,,,,,,,,,
124.0,Comment dane,La conqu,la somme,,,,,,,,,,,
125.0,"ontta puillo uu vot
patte pourrir devant vos prtas",ulloa,gillot,Maillot mont,,,,,,,,,,
126.0,bourg,de Bourges,Bourges,,,,,,,,,,,
127.0,eeui,uri,seeurit6l,,,,,,,,,,,
128.0,loanno,Jouanno,Jeanno,leanno,betes3EANNR REN,lean,Ieanno,Nannottat,,,,,,
129.0,beusg,Cost,st Paul,ost  louvre,,,,,,,,,,
130.0,gand,ger,demand6,Gerland,,,,,,,,,,
131.0,laur,eur6,Isaure,pour6,jaurais,Ans,aur6,,,,,,,
132.0,ambeniwsrez,"venise
ar",venise,,,,,,,,,,,
133.0,terrOB,nanterre,In terre,,,,,,,,,,,
134.0,saashs,saa,,,,,,,,,,,,
135.0,ales,lesameliorer,LEs,arles,,,,,,,,,,
136.0,lahourer,Majeure,eure,,,,,,,,,,,
137.0,prte,alle,jy val,vall E,,,,,,,,,,
