cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11
47,Vois,Aixois,Sois,oise,Crois,,,,,,,
48,herg,cher,eoiffa,Cher,s6cher,,,,,,,
49,manche,La conqu,"P
I",la manche,Nai-j ps ma ur,,,,,,,
50,"-,J",chlo,liedom,LiEelE,ElIe,italie,,,,,,
51,LI,mre Rainette,mre Annette,vee A,frthos,mre Annette;A6,mara Annette,Annette,mer Annette,,,
52,tete,Gnl,Etehaeun,LiI,Achetez,,,,,,,
53,aupr da mol,J',"juif
- Moi",BT,"Cun-
t-mOi g.",,,,,,,
54,-Merci,mero,nuho,,,,,,,,,
55,pas8e,dshir6,,,,,,,,,,
56,prte,jugez-en l Jai,IE,Vars,occup6,ge,,,,,,
57,tta hussa at la queue,tta hussa,rige,tra humili6,E,,,,,,,
58,garon,mdecin,Voue,mon garon,dangar,paros,garniront,,,,,
59,"Saint-
Jean",Saint-jean,Saint-Jean,,,,,,,,,
60,lDieu,Ca,t80,,,,,,,,,
61,"Pierres-
Folles",Pied,Pierres-,MIERR,Saint-Pierre,,,,,,,
62,remarqu6,e',MARR,mara,,,,,,,,
63,Hautes-cloches,Hauts-loehes,Touches,,,,,,,,,
64,tasmanie,maduama,Maman,,,,,,,,,
65,porto bian,ca,porto,port6,aport6,mortifi6e,trs-fort,,,,,
66,Voyez,envoy6,croyez,,,,,,,,,
67,Mange,orange,Solange,uvece,Lange,vendange,,,,,,
68,Berry,terrOB,S,nanterre,In terre,,,,,,,
69,lahelle,ELlE--,rs-y ademe,moselle,mademoiselle,Mesdemoiselles,,,,,,
70,irrit do lh,nit do,Lon,19S,,,,,,,,
71,w,serrure,serbie,SERVICE,,,,,,,,
72,Mlurguerito,Marguerite,Margue-,vel6e de Marguerite,,,,,,,,
73,Dien,ILo,lir,Ien0,,,,,,,,
74,aouset,tres-joyeuse,wss,museum,,,,,,,,
75,Est,Est-ce,rest6e,,,,,,,,,
76,Ia,tout908,,,,,,,,,,
77,le japon,Cn,place,ani-place,lacte,,,,,,,
78,Eh bian,P6onnerie,marehanderai,inde,R6chaufferie,Rianderie,gaeho,,,,,
79,saashs,Noug,Nousla,,,,,,,,,
80,mare Manette,aumne,tre Namnette,Mamnnetta,Nanette,Namnette,,,,,,
81,Lin insu,m6decins,se106,Insult,provins,minsk,,,,,,
82,t8te,Colis,"II
W
I
civilIs
H.",humili6,gal,,,,,,,
83,d6sola,Sainte-Solange,sainte-Solange,Sainte-So-,,,,,,,,
84,"A

I
II1
I
----l",te0ors,"I

H
I
E","Ki
L
I
I
I
I
I",et6s,ku,,,,,,
85,jura,-:t:=,aendurantae,d6fendu,noa,at Alma Durant,Durand,,,,,
86,reese,plasee,sa160,.'Geeseeeeee,psgnsee,,,,,,,
87,nuttre Tixior,Mre Tixier,pre Iixier,"f
- Muattre Tixier",pre ixier,pre Tixier,Dit,matra Tixiar,,,,
88,Comment dane,disait:180,comptait188,Combin,,,,,,,,
89,TROISIME PARTIR,TH0SiM,TROISIME,TROISImE,ret6,TROISIME PARIS,,,,,,
90,Ilordinarie,lordinuaire,ardin,,,,,,,,,
91,Patite,qUATRi,PATRICk,,,,,,,,,
92,verriaes,podiums;il,maes,aesoueil,d6-,,,,,,,
93,quartier-l,Hautes-SEG0NDR PARTIE,PRERR PARTIR,st Paul,Noel.rREMII PARTIR,t0t tir6,,,,,,
94,Sylvin,Sylvain,sYlvain,,,,,,,,,
95,Vons,v0oyo-vus,vOyons,,,,,,,,,
96,Tixisr,Tixiee,"pre
Tixier","malte
Tixier",mara ixier,Tixier,mer Tixier,Tixiar,pr Iixier,,,
97,- Veux-tu,ler,mets-tei lh,mra las,Las-tu vue,As-tu pens6,as-Rr,,,,,
98,d6pluie,IBANN,JANNIH,mhmeIBANKR,BANNI,ban  Menuet,ann8e,,,,,
99,Dn,lausanne,beusg,lann6e,PTITB LANN,Iesnne,lanne,champ de lanne,,,,
100,Normaux,chApeau,ferme des Ormeaux,Maux,Ormeaux,,,,,,,
101,bont6,eontoentol,e,stonttot,- C,ce6,ont6,llan'y rontrarapus,,,,
102,malte,Mattresse,Maislamaltresse,dress6,,,,,,,,
103,"A

7A
C",huang6o,vuanti,1ANTI,,,,,,,,
104,soudan,Missouri,ipussoeiee,Inourables d'Issoudun,Issoudun,,,,,,,
105,Istes,Navettes,Mettez,"mare
Navettes",,,,,,,,
106,Iu,d6cembre,assembl6e,Io,il6e-la,,,,,,,
107,Pennetta,Nunnette,mre Nunnette,-C,Nunnetto,mre Nunnetto,mbr Nunnette,leunne,,,,
108,svaitquason fourrag,rasenmmoda,Gras,Is,tarras,lomhnrras,,,,,,
109,Muitra,naftra,got,payetra,,,,,,,,
110,je.ne,fiivre asi,peru,svre-le,ost  louvre,,,,,,,
111,"ontta puillo uu vot
patte pourrir devant vos prtas",ulloa,gillot,Maillot mont,,,,,,,,
112,bruges,Bouira,bourg,de Bourges,Bourges,,,,,,,
113,teil,Solngo,la somme,le soleil,,,,,,,,
114,uri,seeurit6l,,,,,,,,,,
115,loanno,Jouanno,Jeanno,leanno,betes3EANNR REN,lean,Ieanno,Nannottat,,,,
116,ambeniwsrez,"venise
ar",Ionis,ar-,venise,,,,,,,
117,jy val,vall E,,,,,,,,,,
118,eur6,anfa,lahourer,Majeure,gene,eure,,,,,,
119,Grund,lune,brune,,,,,,,,,
120,san hare,san mari,Isanre,choirs,er,san nouveau,meissan,san alain,san village,,,
