cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9
47,Chica,Chico,DU chICA,Chico...,CHICA,,,,,
48,Dahi,"sc
sahir da lareira",sahir,sahiu,Sahi,Sahir,,,,
49,Relia,rcbeliaio,,,,,,,,
50,Veja-a,j.conforada,almada,"sr
formosa",,,,,,
51,volvia,J,Revoltar-se,Vivia,,,,,,
52,vasia,exal,primasia,nsia,,,,,,
53,Mlaneoela,Maoela,Mlanoelaa,,,,,,,
54,Pagens,IoCAGE,Nem,Iages,es,,,,,
55,san cantinho,Caminho-me,visinho cemiterio grasnaram,Cavalinho,Miguelsinho,paulo,rosnaninho incensvam,,,
56,policia,CIA1NA,L1 CIA,BACIA,pellucia,,,,,
57,Ihe,Ros,Viera,polo imperador,"Pros-
pera",esperasso,proprio,Prospero Aquilo,,
58,Santas,"Santas
Terezas",santa refletia,Us,,,,,,
59,Colombo,Tolos,EL,desmantelos,,,,,,
60,mis,tr,aguia,,,,,,,
61,Infias,desilusoes,deseonfianga,Oh,sc sangue,,,,,
62,Resignada,flores,crescidinhn,fl6res,lle respondar:--,Apressou,Fsplendores,Presa,,
63,damasco,Desconcertada,Piscoa,,,,,,,
64,CAIxA,Baixa,caixoes,,,,,,,
65,"venturus de
qne nio",coisa.- Nio,Nio,nio,,,,,,
66,s6 l,CheGou-a,cheur,fe,,,,,,
67,Santo Deus,Deus.-,Adeus,"E73
Deus",,,,,,
68,tisica,Tica,causticar,DE3A NIcA,ITICRIRA,,,,,
69,"casa dos
Carneiros",Ymnos,Casar,nossa casa,nossa velha igreja,,,,,
70,Fitava-n,Saltava,Alta,Es,,,,,,
71,Olhe,Folheto,ramilhete,Recolhi,,,,,,
72,"entao cari
hora",Entao,entao2,i,Tambem,,,,,
73,"Pa-
dro Jose
nCIA",intencaao,"digno
ancia menor",reticencins,sa iuteligencia,diligencia,ossa consciencia,vencida.-,,
74,Maloitas,MAl,normalisou,te-Mal,,,,,,
75,fortaleceru,jaleca,Alemtejo,vale,,,,,,
76,chalaca,ameacavaIm,Faca,2E,"sen
chapeo",,,,,
77,Bernardas,"taberna
do Goitoso",Goitoso,r-,trinufussc,,,,,
78,Andava,Anda,Finda,,,,,,,
79,Conselhos,Aconselhava-a,sonsnaco,Conseguira,Constan,,,,,
80,baliio,Eulalia,IguAiS,Cula,,,,,,
81,bulicosns,liconcn,Vou,,,,,,,
82,sa esbelta delicada,porto delle,p6 delle,volta delle,so delle,,,,,
83,qua nella,olla,Dizia,Annel,nella,,,,,
84,Arouca,Ci,,,,,,,,
85,N0,"S


Ce",carmezim,ahi is carlos,Ccin dos Cardenes,m carvalho,aes,Io,,
86,pe dolla,I8,Fonte do Inferno,Aa,Inferno,Conte-me,,,,
87,Inolvidavel,brunida,danida,,,,,,,
88,Qne,este9,L1II,qnestes,,,,,,
89,saude,Saudades do Rei,Pois,"MIHII1
ma saudade",morro do saudades,Claudea,,,,
90,pa,Soror Gertrudes,Dous,IL,Senhora Gertrudes,Gertrudes Zarolhae,Gertrudes Rolhas,,,
91,Mos,Serra da eStrella,Estremoz,Estremecia,Estrada,,,,,
92,ma crianca,CRIAN,c6ro,DO3 CRIAN,"es cria-
dos",,,,,
93,I83,Ohl,,,,,,,,
94,.----,somno,Brnnswick,,,,,,,
95,"Oito
Coimbra",Coimbra,om,Cadeira de Coimbra,LEmbrar-mo,,,,,
96,Sorria,Paris,Sorrisos,,,,,,,
97,sta,Encostada,Encostado-so,Estados-Unidos,Easgotado,,,,,
98,Clara do Reza-,"nau-
Meza",Falar,Clara do Rezadeira,"Clara de
Rezadeira,- coitada",bahs,joeundns,"Clara do
Trepadeira",,
99,"MAria
Augusta",L5id,Maria Augusta,Barba Azul,MAria Angusta,MAria,,,,
100,Ingl,Amhos,"Soror
Manoel",MAnoel,Manoel atalhou:-,Manoel,"Sofrer
Manoel",,,
101,Ai,Devia-lhes,Consulta-lhe,Veia-lhe,,,,,,
102,Mloeidada,"felicidade p
terna",ACINICID,felieidndo,felici,FElicidade,,,,
103,"vera pessoa do bom
padre Ze",o6,IIAIII0O,bom do padre,Teresita do Loureiro,Zafa do Patde,"endoideccida do con-
vivo dos outros",,,
104,MAdre Candeia,ODeia,sc,Candeia,Candido Gnarrairo,,,,,
105,"quasi
odiento",quas nio,"quasi
caveira",Quasi,,,,,,
106,elle lhas,nelle,rua onda elle,Ello,elle,rapazes corpo elle,,,,
107,Esquecia,Desconhecia,Parece-mo,Parecia,,,,,,
108,"EXISTIR
alegre",Tigre,alegre,Alegre,,,,,,
109,versajar,Tenha,vergonha,Espanha,,,,,,
110,herdaste,Cuidas,Dasatou,todas2,,,,,,
111,cstrungcira,Freira,"grande
nogueira",cadeira2,Queira,Marques,INTEIRA1,Trepadeira,,
112,N,prociss5es,Disso-mo,MIss,,,,,,
113,herva,"Terezinha da Mesa
do Padre",Torezinha,Pobre Terezinha,Terezinha,mam,amplid Terezinha,Therezinha,Tarezinha,
114,II1I,Leis,,,,,,,,
115,Cinzas,A1,florida:--,azas:--,,,,,,
116,a9,dclle,valle,valle...,roma,lle,,,,
117,Francamente,naifrago,"lem-
branca do rapazinho",AIfredo Franca,,,,,,
118,Cho-,Cacilda,Cacos,cachopa2l,,,,,,
119,dEpois,Granito,"d
bonita",Tonito,,,,,,
120,terra,Ate,Inglaterra,,,,,,,
121,Menino,Ins,LA IA,Peninsula,Peninsula iberica,,,,,
122,Creia,Pap,Eia,,,,,,,
123,tavares Cardoso,Tambem Eduardo,mo ca,Adro Cardoso,,,,,,
