cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18,elem_19,elem_20,elem_21,elem_22,elem_23,elem_24,elem_25,elem_26,elem_27,elem_28,elem_29
30,"4(00
Ixsrarcio",ACINICID,ci,ciments,Cinzas,ossa consciencia,Ci,It0 D1 CIL,,,,,,,,,,,,,,,,,,,,,,
31,"Presentimento-
tos",pranto:-,Cantos,Emquanto,Campos,Tolos,Santo Deus,,,,,,,,,,,,,,,,,,,,,,,
32,Zafa do Patde,Clara do Reza-,Sagrado,"Clara de
Rezadeira,- coitada",Clara do Rezadeira,cadeira2,"sc
sahir da lareira",sta posso irradinva nma,Paulino de Oliveira,"Clara do
Trepadeira",Clara,"vera pessoa do bom
padre Ze",Candido Gnarrairo,"lem-
branca do rapazinho",polo imperador,,,,,,,,,,,,,,,
33,Convente,Incr,intencaao,Incte,Aa,,,,,,,,,,,,,,,,,,,,,,,,,
34,Chistina,EXISTIR,Clristina,Christina,Christinae,Triste,cstidvs,i,,,,,,,,,,,,,,,,,,,,,,
35,"III
Vinha",Ii,II1I,IIAIII0O,L1II,baliio,,,,,,,,,,,,,,,,,,,,,,,,
36,"Madre
DELICADA","Madre
Angelica",MAdre Candeia,MAdre angelica,Madre Angelica,Madre Audacia,"Madre Angelical
tenho ma",,,,,,,,,,,,,,,,,,,,,,,
37,AIfredo Franca,Queira,Freira,Endireitei-mo,naifrago,Trepadeira,"grande
nogueira",,,,,,,,,,,,,,,,,,,,,,,
38,mo ca,America,tisica,ITICRIRA,Tica,reticencins,Oh Amirricana,Africa,DE3A NIcA,causticar,,,,,,,,,,,,,,,,,,,,
39,em Portugal,Portugal,eserevaninha portugal,Portuguesa,Importa-me,portugal,,,,,,,,,,,,,,,,,,,,,,,,
40,"ATR0 N01ELAS
MA


L v",1E,"y
ATR0",N0,,,,,,,,,,,,,,,,,,,,,,,,,,
41,cachopa2l,Z4fa,Cacilda,ameacavaIm,Faca,Cacos,chalaca,Fa,,,,,,,,,,,,,,,,,,,,,,
42,Ohl,Oh,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,MIss,prociss5es,mis,Disso-mo,,,,,,,,,,,,,,,,,,,,,,,,,,
44,Desconcertada,sta,Encostado-so,Constan,Encostada,Estados-Unidos,j.conforada,,,,,,,,,,,,,,,,,,,,,,,
45,r-,LEmbrar-mo,Parece-mo,Lembrava-so,,,,,,,,,,,,,,,,,,,,,,,,,,
46,"MAria
Augusta",Maria Augusta,A1,MAria,MAria Angusta,Barba Azul,,,,,,,,,,,,,,,,,,,,,,,,
47,Soror Gertrudes,Gertrudes Rolhas,Gertrudes Zarolhae,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,Aconselhava-a,Conseguira,Conselhos,sonsnaco,Consulta-lhe,,,,,,,,,,,,,,,,,,,,,,,,,
49,Parecia,Estremoz,Estremecia,"irremediaveis
seatracies",Esquecia,Desconhecia,,,,,,,,,,,,,,,,,,,,,,,,
50,ceremonia,montio,Mon-,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,braza,azas:--,.----,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,I00,E500,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,sc sangue,Piscoa,sc,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,Onotono,v,todas2,Goitoso,Tonito,Vai-to,Granito,"d
bonita",,,,,,,,,,,,,,,,,,,,,,
55,"nio pode-
ria","venturus de
qne nio",Io,nio vista,Nio,coisa.- Nio,io,nio,IoCAGE,nio mara,,,,,,,,,,,,,,,,,,,,
56,Obrigatorias,"es cria-
dos",DO3 CRIAN,CRIAN,ma crianca,Cederia,,,,,,,,,,,,,,,,,,,,,,,,
57,agoniada2,Andava,Anda,"Lisa da
Roda",docididamento,brunida,florida:--,Finda,Cuidas,"da-
goas",danida,Inolvidavel,vencida.-,Mloeidada,,,,,,,,,,,,,,,,
58,caixoes,Baixa,fxav,Ai,CAIxA,,,,,,,,,,,,,,,,,,,,,,,,,
59,Sorria,Sofria,Sorrisos,So,,,,,,,,,,,,,,,,,,,,,,,,,,
60,Adamente,Fugiram,Francamente,Conte-me,INTEIRA1,tei,terra,Verdadeiramente,ramilhete,Inglaterra,Surrateiramente,Ate,,,,,,,,,,,,,,,,,,
61,nossa velha igreja,marulhava,Talhados,lha,Olha,Rodilha,velha de soalheiro,,,,,,,,,,,,,,,,,,,,,,,
62,Id,5I,L5id,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,vontade2,Entao,m pontap,7s,"entao cari
hora",Entro,entao2,pungento,,,,,,,,,,,,,,,,,,,,,,
64,Deixe,Deixou,Vou,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,Ins,rosnaninho incensvam,Peninsula,Peninsula iberica,Menino,,,,,,,,,,,,,,,,,,,,,,,,,
66,"es
tir",este9,desilusoes,Est,Estive,es,"io
Luiz de Nagahaes",aes,Ouves,Es,qnestes,Marques,Fsplendores,L1s es,,,,,,,,,,,,,,,,
67,Tambem Eduardo,Tambem,Nem,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,bom do padre,Y-,Resignada,rio mudei,"endoideccida do con-
vivo dos outros","MIHII1
ma saudade",Saudades do Rei,saude,morro do saudades,,,,,,,,,,,,,,,,,,,,,
69,Espanha,Paraizo,Paris,Pagens,Pap,pa,"pas-
sividude",paulo,,,,,,,,,,,,,,,,,,,,,,
70,0U,compensacio,doscendia,Compreendia,"nio
compreendia",,,,,,,,,,,,,,,,,,,,,,,,,
71,"pas-
sar as agulhas","pas-
sar",carmezim,Arouca,B6as,nossa casa,"dr jorge is
sas","casa dos
Carneiros",Dasatou,Casar,,,,,,,,,,,,,,,,,,,,
72,DU chICA,Chico,Chica,CHICA,,,,,,,,,,,,,,,,,,,,,,,,,,
73,Pedir,pedacoes,pe,hispeda,Dispensariam,despedaoar,,,,,,,,,,,,,,,,,,,,,,,,
74,Qne,somno,Qnom,om,,,,,,,,,,,,,,,,,,,,,,,,,,
75,Mlanoelaa,l,pe dolla,Falar,olla,Eulalia,vila ne ngeitarn,Cula,Lado,sab-la,Mlaneoela,La,Claudea,,,,,,,,,,,,,,,,,
76,I83,I8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,2E,"Oito
Coimbra",N,Cadeira de Coimbra,Coimbra,,,,,,,,,,,,,,,,,,,,,,,,,
78,jaleca,exal,valentim,Alta,valle,Saltava,vale,valle...,fortaleceru,,,,,,,,,,,,,,,,,,,,,
79,CheGou-a,cheur,Socegasse,Iuvcjara,Chegara,J,,,,,,,,,,,,,,,,,,,,,,,,
80,"quasi
caveira",silvas,Quanlo,vasia,quas nio,Quasi,"quasi
odiento",si-,,,,,,,,,,,,,,,,,,,,,,
81,Lima VIda,primasia,Animais,Olieeim,proxima,Im,Lima,lagrimas,,,,,,,,,,,,,,,,,,,,,,
82,Ihe,Folheto,Devia-lhes,Ol,Olhe,Recolhi,,,,,,,,,,,,,,,,,,,,,,,,
83,sa esbelta delicada,felieidndo,policia,"felicidade p
terna",felici,fe,FElicidade,,,,,,,,,,,,,,,,,,,,,,,
84,Una,visinho cemiterio grasnaram,minas,Ingl,Nao,"nau-
Meza",Mina,,,,,,,,,,,,,,,,,,,,,,,
85,"Senhora
dos Verdes",Tenho,Senhora ID,Engenho ae castro,Senhora do Castelo,"Senhora
dos Verdes ?",Senhora Gertrudes,Senhora,,,,,,,,,,,,,,,,,,,,,,
86,Soror Mnnoelal,Soror Angelica,O0,Soror Maoela,Soror Manoel,"Soror
Manoel",Soror,,,,,,,,,,,,,,,,,,,,,,,
87,qua nella,U Raquel,Aquellas,ue,naquelle,nella,Aquella,naquella ocasino,aquelle,aquella,,,,,,,,,,,,,,,,,,,,
88,Alemtejo,joeundns,Veja-a,Tejo,,,,,,,,,,,,,,,,,,,,,,,,,,
89,Representou,Presa,proprio,reden,pre,Apressou,pr,,,,,,,,,,,,,,,,,,,,,,,
90,Ois ds Pobres,lugubre,"Pobre MAdre Lan-
dea?",Sobretudo,Obrigado,Pobre,,,,,,,,,,,,,,,,,,,,,,,,
91,mam,roma,te-Mal,damasco,mae,almada,MAl,vagabuudo mar,i mata,Tinlma,ma victima,UMa,ma,,,,,,,,,,,,,,,,,
