cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18,elem_19,elem_20,elem_21,elem_22
68,saude,Saudades do Rei,"MIHII1
ma saudade",morro do saudades,"endoideccida do con-
vivo dos outros",,,,,,,,,,,,,,,,,,
69,Acordara,Cuidas,Cuidaram,,,,,,,,,,,,,,,,,,,,
70,"felicidade p
terna",sa esbelta delicada,policia,ACINICID,ci,felieidndo,Ci,felici,fe,FElicidade,,,,,,,,,,,,,
71,Soror Gertrudes,Gertrudes Zarolhae,Gertrudes Rolhas,,,,,,,,,,,,,,,,,,,,
72,Id,L5id,5I,Aa,,,,,,,,,,,,,,,,,,,
73,carmezim,"Terezinha da Mesa
do Padre",Torezinha,Pobre Terezinha,Terezinha,amplid Terezinha,Terazinha,Therezinha,Tarezinha,F,,,,,,,,,,,,,
74,Coitadinlol,Desconcertada,sta posso irradinva nma,j.conforada,sta,Cacos,Encostada,Encostado-so,Estados-Unidos,,,,,,,,,,,,,,
75,"fa-
nilia",Emilia,ramilhete,familia,,,,,,,,,,,,,,,,,,,
76,"Oito
Coimbra",Coimbra,Cadeira de Coimbra,,,,,,,,,,,,,,,,,,,,
77,COmO,somno,Qnom,om,roma,,,,,,,,,,,,,,,,,,
78,Convente,Surrateiramente,docididamento,Francamente,Verdadeiramente,Adamente,Conte-me,,,,,,,,,,,,,,,,
79,LishOs,Lisboa,materialisar,normalisou,"Lisa da
Roda",Lis,"L--
Lis-",Leis,,,,,,,,,,,,,,,
80,U0,II1I,IIAIII0O,L1II,Ii,,,,,,,,,,,,,,,,,,
81,Sorria,Sorrisos,So,,,,,,,,,,,,,,,,,,,,
82,Clara do Reza-,cadeira2,7s,Clara do Rezadeira,"Clara de
Rezadeira,- coitada","lem-
branca do rapazinho",Clara,Trepadeira,"Clara do
Trepadeira",,,,,,,,,,,,,,
83,"MAria
Augusta",Maria Augusta,Barba Azul,MAria Angusta,MAria,,,,,,,,,,,,,,,,,,
84,Alemtejo,Tejo,,,,,,,,,,,,,,,,,,,,,
85,damasco,Piscoa,sc sangue,0U,sc,,,,,,,,,,,,,,,,,,
86,Campos,san cantinho,Emquanto,pranto:-,o6,Cantos,desmantelos,,,,,,,,,,,,,,,,
87,MAdre Candeia,ODeia,"grande
nogueira",Candeia,Candido Gnarrairo,,,,,,,,,,,,,,,,,,
88,Dahi,"sc
sahir da lareira",sahir,sahiu,Ah,Sahi,bahs,Sahir,,,,,,,,,,,,,,,
89,"quasi
odiento",quas nio,"quasi
caveira",Quanlo,si-,Quasi,,,,,,,,,,,,,,,,,
90,elle lhas,nelle,porto delle,rua onda elle,lle respondar:--,pellucia,dclle,p6 delle,EL,Ello,elle,rapazes corpo elle,volta delle,lle,so delle,,,,,,,,
91,1E,N0,"ATR0 N01ELAS
MA


L v","y
ATR0",,,,,,,,,,,,,,,,,,,
92,s6 l,s6a--,s6,,,,,,,,,,,,,,,,,,,,
93,"Soror
Manoel",MAnoel,Manoel atalhou:-,Manoel,Mlanoelaa,"Sofrer
Manoel",,,,,,,,,,,,,,,,,
94,Esquecia,Desconhecia,Parece-mo,Estremecia,Parecia,,,,,,,,,,,,,,,,,,
95,"io
Luiz de Nagahaes",L1s es,desilusoes,crescidinhn,esperasso,Ouves,"es
tir",Es,aes,es,,,,,,,,,,,,,
96,Atraz,"irremediaveis
seatracies",tragedia,Trai,cstrungcira,tr,passo atraz,tra,oleografia barata,,,,,,,,,,,,,,
97,"EXISTIR
alegre",Tigre,alegre,Alegre,,,,,,,,,,,,,,,,,,,
98,Veja-a,Devia-lhes,Consulta-lhe,Veia-lhe,,,,,,,,,,,,,,,,,,,
99,Socegasse,Iuvcjara,CheGou-a,cheur,Chegara,,,,,,,,,,,,,,,,,,
100,O0,prociss5es,mis,Disso-mo,MIss,,,,,,,,,,,,,,,,,,
101,vasia,lagrimas,primasia,,,,,,,,,,,,,,,,,,,,
102,Y-,Chica,Chico,DU chICA,Chico...,CHICA,,,,,,,,,,,,,,,,,
103,braza,Cinzas,.----,azas:--,,,,,,,,,,,,,,,,,,,
104,Caminho-me,"III
Vinha",Tenha,chamin,Miguelsinho,MInha-,eranga da avesinha,Minha,,,,,,,,,,,,,,,
105,Lembrava-so,r-,LEmbrar-mo,,,,,,,,,,,,,,,,,,,,
106,Granito,Onotono,todas2,"d
bonita",Tonito,,,,,,,,,,,,,,,,,,
107,terra,Ate,Ingl,Inglaterra,,,,,,,,,,,,,,,,,,,
108,intencaao,Paulino de Oliveira,Freira,A1,Queira,INTEIRA1,tei,,,,,,,,,,,,,,,,
109,Mloeidada,a9,Inolvidavel,"da-
goas",brunida,danida,,,,,,,,,,,,,,,,,
110,Tambem Eduardo,Tambem,,,,,,,,,,,,,,,,,,,,,
111,montio,IoCAGE,baliio,rio mudei,rcbeliaio,Io,"4(00
Ixsrarcio",io,,,,,,,,,,,,,,,
