cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9
35,Rose n’,Rose,Bose,-,"Rose,.dit",gros—,,,,
36,.;‘.-î-,.-—-,murs.-,F{:.-,.-f.-,ÜÜA4.P,5Î-r .- s.f _,.-fffÏ,".--,—.",
37,quatre—,quatre—vingts,Votre,maîtresse}. Pierre,,,,,,
38,Doro—,Î-æﬁle,role,Oli,Le soleil,.Ï.nJ.cle,lü’,,,
39,".,",V_.,".—_.,__.4","F.,—.““.—",.—_ML_A,.—__-_Q.,,,,
40,Jean—,Jean—Glande,Jean—Claude,,,,,,,
41,b—,atten—,ﬂbatterie,Ëïüﬂîæi,atté—,Frotte,,,,
42,.l,"S
E",".‘.:.L.‘ “'

—-.'.—",.‘ç',T’,,,,,
43,_,,,,,,,,,
44,III 1:5,II,,,,,,,,
45,Norne - ‘,Norne,,,,,,,,
46,W,-4_,,,,,,,,
47,D1zy,41—,"lez

Donc",Donc,concur—,donné—,P,,,
48,ësflàz,fl,,,,,,,,
49,Wær,ÎJ,JÆr,,,,,,,
50,Cachez,ca,calme—,calomnie—,"f:""_ü",,,,,
51,Q,Mah,demi—mal,Maman,cama—,Jamais,,,,
52,Agréez,Désirée,péti—,pée,Cassiopée,,,,,
53,J,"Clarisse

Manot",Clarisse,Manot,,,,,,
54,"Ver—

- ”\-",laisser—,Relever—vous,"mer—

La",Ver—,,,,,
55,so—,Trois,histoire—,Sois,Crois,Bonsoir,buis,,,
56,\,m’,ÏÊ,M’,,,,,,
57,n’,ﬂ!tuM‘ W,Ç’,®e‘tu 'n’,‘tp,,,,,
58,N orie,Rime,Riez,guérir-a. _,brin,,,,,
59,dandi—,indiffé—,Armandie,Armandine,l‘indi-,,,,,
60,mr—ﬁùw,mgr—{t,Mor—,r—,cœur—,Por—,appr—,,,
61,jure—-,suré,juré,Figurez,Beur,Sure,Sufﬁt,Céret,,
62,"M,9_N v.u",v.ü;ä,,,,,,,,
63,.__.___-,".,-___",.____,f—_.____,.;__,Fv.___—ÿr,,,,
64,Sitôt,Paris,Parisien,Parisiens,,,,,,
65,.|.I.IDUIŒÏË,endeuille,trav aille1,Seuil-,,,,,,
66,Tournez,autour—,tour—,pour—,m’y endur—,Î’,Tour—,TOuff,débour—,Tour
67,Franz‘e,Céran,tran—,Fran—,FRUCTUEUX,chacun—,"Fran—
ciers",,,
68,Çqu',enqu—,"quoi—

qu’",jusqu’,qu’,usqu’,Jacquet,ques—,,
69,Mæsse,T-:'ET”ü,.1-,Base,Basset,Êçet,Basstnrez,,,
70,colonne Vendôme,Bonnets,sonne—,,,,,,,
71,demi—franc,la France,chancetés,France,,,,,,
72,.\,Çä,J—3—“J.,A I,A J.;.,I,"z.;,_f",,,
73,Jugez,av…,Save2Ëveùs,Avez,Sortez,AVGb,,,,
74,L’,É,Venez,ressouvenez—,f|—,V‘nez,,,,
75,hu-,u-1,,,,,,,,
76,beau—,chau—,peau—,d’,,,,,,
77,-—.,Î_—,gr -»«_—.,,,,,,,
78,brillam—,ﬁon VILLAGE,ù0N VILLAGE,-VILLAGE,veillée,"Î_M‘ j

MON VILLAGE",VILLAGE,,,
79,Îæ-T‘Çﬂl‘w,LH,l‘or,l‘a,,,,,,
80,Écoutez,r'=,Martincourt,Moulin—,Morlinco‘art,à_Morlincourt,linémeutes6,Morlincourt,,
81,sa.—,Bemblay,Lambin,.—ÎL,la.—,T.—,,,,
82,"Saint—
Brunelle",Saint—Quentin,Saint-,"mur une'îrñage
de sainteté",Saint—Brutçue,ﬁllettes de Saint—,Brunelle,Saint-Brunelle,Saint—anelle,Saint—Brunelle
83,débat—,Füt—ce,Pat—\,"ot—""w",È,,,,,
84,Bérénice,açde,sède,Iæfa‘.r3 Denis,Denis,,,,,
85,"Norine !

Pauvre jeunesse!",Pauvre,Mon pauvre ﬁoul,,,,,,,
86,.d,P‘,,,,,,,,
87,s«—i,ÿ«—,,,,,,,,
88,Norine,du Nord,Maﬁdine,Nord,"extraordi—
naire",courtil de Nordine,tistes de Nordine,Nordine,Dizy,Nosine
89,pré Brugnon,couvent Brugnon,,,,,,,,
90,L.‘;Q.ù‘lll-,l.âiïJÏ.—.Ü.Ë,l.,,,,,,,
91,de-Nom,renon—,Jàd4n,endom—,renom—,,,,,
92,æoye_p,savoir—,Savoyard,,,,,,,
93,.:-&&:r‘tä-pri,.:_n:r,.:“,.:,,,,,,
94,.'2,ÎÊ-',.'£-'è—,,,,,,,
95,V0us,senæcieuse—,Vénus,Houses,couseuses,N011,,,,
96,Tachons,moi—-,choi—,,,,,,,
97,Satané,État,agitateurs—,état,,,,,,
98,Poulains,ix,aix,,,,,,,
99,glise,Vaise,Devinez,Ëêü“Www,Devise,,,,,
100,"brava—
cherie",brava—-,brava—,,,,,,,
101,"G-FQ——\l,.m",m.œ:-——,v.——,l«———a,æ——,‘m.——-—'m,.«—1_———_-.—7Ë7—1r—_——.—7—7'—19—“,A.c_'_——I&———u,———-,
102,Ï,Sens,en',entr-e,couragement,entr—,enti—,Sent,,
