cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8
60.0,FRUCTUEUX,bégueu—,déjeu—,,,,,,
61.0,Beur,agitateurs—,murs.-,,,,,,
62.0,.q-._-,._-,,,,,,,
63.0,grands—,grande—,,,,,,,
64.0,colonne Vendôme,Bonnets,sonne—,donné—,,,,,
65.0,ressouvenez—,V‘nez,Venez,,,,,,
66.0,beau—,peau—,,,,,,,
67.0,Savoyard,histoire—,savoir—,,,,,,
68.0,mitan,Ïépêtani,Satané,,,,,,
69.0,role,veillée,Le soleil,,,,,,
70.0,Jamais,cama—,Maman,,,,,,
71.0,Palais—,laisser—,Palais—Royal,Palais,Palais—Îroyal,Îroyal,,,
72.0,Armandine,dandi—,Armandie,,,,,,
73.0,.-fffÏ,.-f.-,,,,,,,
74.0,m’as—tu,Rime,M’aimeras,,,,,,
75.0,———-,‘m.——-—'m,v.——,,,,,,
76.0,Pat—\,débat—,,,,,,,
77.0,Clarisse,"Clarisse

Manot",Manot,,,,,,
78.0,indiffé—,l‘indi-,,,,,,,
79.0,b_—_._,III 1:5,l*épidémg,"XII

L‘ÉPIDÊMiE",,,,,
80.0,calomnie—,calme—,,,,,,,
81.0,"mer—

La",Relever—vous,Ver—,"Ver—

- ”\-",,,,,
82.0,Sent,entr—,entr-e,,,,,,
83.0,jure—-,Figurez,Sure,,,,,,
84.0,Avez,Save2Ëveùs,,,,,,,
85.0,Paris,Parisiens,Parisien,,,,,,
86.0,Perpétue,enti—,péti—,,,,,,
87.0,trou—,boule—,boursi—,vou—-,"P.Èg""e Bout",bou—,,,
88.0,"Fran—
ciers",tran—,Fran—,Franz‘e,,,,,
89.0,Devinez,Deviendront,Vaise,glise,Devise,,,,
90.0,masoarades,"mur une'îrñage
de sainteté",dragon,fontaine Sainte—Radegonde,graines,,,,
91.0,Viens,bien—,amiens—,Sens,Tiens,,,,
92.0,maîtresse}. Pierre,serre1,,,,,,,
93.0,tiote,Bonsoir,Tachons,réserve de monsieur,CONSCRIPTION,,,,
94.0,Rose n’,"Rose,.dit",gros—,Bose,Rose,,,,
