cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18,elem_19
37,j‘en,s‘en,m‘en,J‘en,Le l‘en,l‘en,l‘enseigne Ward,d‘en,t‘en,,,,,,,,,,,
38,An,neme,remet—,demeu—,,,,,,,,,,,,,,,,
39,lthlÈltE,Mæ;ﬁe,Halte,,,,,,,,,,,,,,,,,
40,uzrr,Faut,aut0nr,aut1es,,,,,,,,,,,,,,,,
41,Rameau-d'Or,-—-g——j-v—,mm.—_—,a1r‘étantRameau,Rameau- d‘01,Hameau,Rameau-,eau-dc—vie,cl’,eau-dc,Rameau-d’Or,Ruiné,,,,,,,,
42,Hurons,Fumerons-,T‘>u,Huron,Loups-Hurons,Hnrons,,,,,,,,,,,,,,
43,.æs.ma*.,États-Unis,Venise,Ê_1nisère,état,,,,,,,,,,,,,,,
44,toldos,"ViÎî""Î,—À:‘l",-‘:MFZ£,Soldat,.—:—-,,,,,,,,,,,,,,,
45,monsuæur,monu—,mons,Remonterons,.u,—- Monsieur,,,,,,,,,,,,,,
46,bruta—,réta—,atta—,,,,,,,,,,,,,,,,,
47,senti—,Gonsentez,Consentez,sentencieu—,contentez,._,présentemns,,,,,,,,,,,,,
48,"}

—","W""""""""‘V",parcourir,courti—,Encouragés,bâti—,Cou1,,,,,,,,,,,,,
49,.‘_.,Montmo1e.ncy,Montréal,Saut de Montmorency,F,,,,,,,,,,,,,,,
50,Nulle,Alle—,Ve1sa1lles,Tulle,“-æa,ﬁlle,mollet,Allez,,,,,,,,,,,,
51,aves,Avez,entréavec,E,.‘.0,Savez,avez—,savez—,.HMgÇ—1,,,,,,,,,,,
52,—— J‘ai,j‘ai,l‘ai,gvvm,—— C’,mvu‘1nn,,,,,,,,,,,,,,
53,Écoutez,soute1“ain,Ecoutez-,Gmu«‘um,Ajoutez,,,,,,,,,,,,,,,
54,Pâles,LES,Les,ÏœWÀ,Drôles,:>,Cc,"Xll

LES '1‘ RA",Les Mois,,,,,,,,,,,
55,ta1d,ta1de1en,ta1d pou1 s' oppose1,,,,,,,,,,,,,,,,,
56,a‘travers,avertirex,Wanwæ,Dépui',aver-ties,pers0nn9,Bravo,trave1,,,,,,,,,,,,
57,Gr1gny,Grigny qu’,Grigny,Grignyr,barou de Grigny,Carignan,Ferney,baron de Grigny,"M. de
Grigny",,,,,,,,,,,
58,chaus—,"chaumiè1 e.

Il tenait un fusil",cap du Chat,haussa,cha11eela,GHAUMIÈBE,achar—,s’échapper,chaude—,m’,,,,,,,,,,
59,"Î—""r",Peut—,frappeuà,tombé—,peut—,,,,,,,,,,,,,,,
60,Kouha-,Koul1a-Handé,Kouha-Handé,Kouha,Kouha-I—Iandé,Kouha-Haudé,Kouha-I,,,,,,,,,,,,,
61,Sérieux,Chérie,st.—.,lac Érié,gr,AL.—\,L‘intérieur,ché,,,,,,,,,,,,
62,recon—,rencon—,horizon—,Con-,confon—,.v,l08,coniact,baton—,,,,,,,,,,,
63,Anticosti,Devant,nil-ant,ma1t1,Quantà,.a—,Vil-,Posant,,,,,,,,,,,,
64,Vienne,queie vienne,P,Guyenne,ÿ-*=ŸWËÎ‘Ë,Bienne,Î ’ ',,,,,,,,,,,,,
65,Venez,Vengé,P1‘enez,souvenez-vons-enl,,,,,,,,,,,,,,,,
66,ll.lVlÈll-E,LL.LÏ.;WZ£,35,"Wﬂ—üv‘üﬁﬂ""ﬁä",m‘ﬂfﬂTvg,BELLE ll.lVlÈll-E,,,,,,,,,,,,,,
67,Dieppe,Dinwidie,d.,L’Iiidien,,,,,,,,,,,,,,,,
68,est-ù-dire,Est—ce,Est,Cîest,est-à-dire,estici,G‘est,,,,,,,,,,,,,
69,depart,partez,Martyrisez,Partons,Partout,._(ëL.çæyîg,Vètu,Apartle,Tb,,,,,,,,,,,
70,à4,fort tde la Nécessité,fort Nécessité,fort Ndccssité,fort Nécessite,"fort
Nécessité",uma,Ndccssité,"fort
Nécessité“",DOIT].,Nécessité,néces—,,,,,,,,
71,Léona,Léonal,".glî;;.n,,-.g_gm",Léonai,,,,,,,,,,,,,,,,
72,æ,Créateur,.p,VI,Be1ge1,Créole,},|,latepelt,,,,,,,,,,,
73,Risque-Tout,I,Risque,Bisquetout,Risque—,,,,,,,,,,,,,,,
74,Regardez,regar—,regardez,m| LEGAI,Pilma,Dé1ﬁoñldüë,EÆ,,,,,,,,,,,,,
75,out1e,Ent1e,ent1e,,,,,,,,,,,,,,,,,
76,l‘a,B,l‘arbre,Libre,f,susdit arbre,,,,,,,,,,,,,,
77,Français,Françaises,français,F1auÇais,Gelu1—m,,,,,,,,,,,,,,,
78,obéis—,nais—,gay.—mu,connais—,venaisou,,,,,,,,,,,,,,,
79,Sommes,M,difﬁ—,Hommes,Sommes-,L‘homme,"Ge gentilhomme,_je l’avais",ﬂammes,,,,,,,,,,,,
80,Québec,Québec permet—,".,=",Gaudebec,,,,,,,,,,,,,,,,
81,Ï sues,Pre3que,ques—,Chichiméques,q—,Quels,faci—,,,,,,,,,,,,,
82,Lâches,Ghe1che1,Che1che,Riche,Séchez,Me1ci,_,manche,,,,,,,,,,,,
83,édil,æ—«wà,inlerdile,édiL -—,,,,,,,,,,,,,,,,
84,esco—,ler,Meschaeébé,descenditle,esca—,,,,,,,,,,,,,,,
85,grima—,énigma—,cama—,anima—,,,,,,,,,,,,,,,,
86,N,tete,X,NE,,,,,,,,,,,,,,,,
87,nonchalam—,noncha—,,,,,,,,,,,,,,,,,,
88,Archium,marchan—,échan—,"_.,",Marches,,,,,,,,,,,,,,,
89,Revenons,Bonsoir,Hu1ons,Onse,—- Voyons,J<.=“,,,,,,,,,,,,,,
90,moii 0111,Moi,moi,moii,A moii,-,,,,,,,,,,,,,,
91,compli—,teirompes,Comptez,"î""Ï",comptez—,Acceptez,complè—,,,,,,,,,,,,,
92,inquié—,Algonquins,mort”qui,,,,,,,,,,,,,,,,,
93,pointl,foins,loin_de,join,",t",,,,,,,,,,,,,,,
94,.-—.-,z.'y.—-vr——.--‘—,,,,,,,,,,,,,,,,,,
95,supé—,GEFFROY,"p\-wf*rîa"",—'_ET;—‘—.",Glül*‘l«‘ROY,GEFFI‘\OY,,,,,,,,,,,,,,,
96,Villiersïyïdéposa,"Villiers,- agissez",taillis,Singuliers,"Villiers,-",s’allier,7q,Vil,Cavaliers,Villiem,Elie,Coulon de Villiers,,,,,,,,
97,vrﬂnege-WŒW,Indien,pè1e,",- i",toldos indiens,Indiens,d’un Indien,éclaireu1s indiens,miens,indé—,L’Indien,indiens,Indiennes,Indiens suuvuges,desIndiens,Indien Delaware,Tiens,calh,Ï' Indiens,pseudo-Indien
98,vain',ain,—- Ainsi,A demain midi,vain—,Soudain,,,,,,,,,,,,,,
99,Prosorit,Proserit,le Prosm‘it,Prosm‘it,.im‘inz,prostra—,pros01it,,,,,,,,,,,,,
100,t1ouve1as,Pouvez-,mouve—,Sauvez-le,Où logez-vqus,couver—,,,,,,,,,,,,,,
101,sen1bl1it,a1,Es111it,ouv1it,sen1bl1it 111l1.111ch1ssable,.1114,sou111e,qin«_,ep1it,,,,,,,,,,,
102,mur—,devenantpourpre,Eh,pour—,amour—,Lw,Pour,ﬁnit,Pourquoi,,,,,,,,,,,
103,méritez,l'Amérique,l’Amérique du Nord,Américains,Amérique du Nord,DV,Amérique,l’Amérique,Gincinnatus améri—,Amé-,,,,,,,,,,
104,Palamède,mala—,.:.—wan,en’,écla—,îxrgxgçgœgÀwñÿt,malheu—,u«egvæ,mali,,,,,,,,,,,
105,".-,",Amel,Dame,v—-,,,,,,,,,,,,,,,,
106,nw.;s,L’Aigle-Voluul,Luv,Aigle-Volant,T5,Aigle,Aigle—Volant,Volant,Aigle-Volant roula,,,,,,,,,,,
107,philosophe—,le philosophe—,philoso—,v-,,,,,,,,,,,,,,,,
108,la Couleuvre,Couleuvre s’,«.w-£v,"de
Couleuvre",Couleuvre n’,Couleuvre,La Couleuvre,au Havre,habi—,pç,La Couleuvre démasqua,,,,,,,,,
109,n. GEI-‘FROY,—— n. GEFFROY,— n. GEI-‘FROY,HW—-rﬁæ,Ah,,,,,,,,,,,,,,,
110,Î,pa101e,Pa1don,pa1v1en-,pa110ns,,,,,,,,,,,,,,,
111,m‘v,Anjou,Aujourd‘hui,ajouta—,,,,,,,,,,,,,,,,
112,I’Œil-de—Bœuf un sourire froid,Lun 87,.:,Enﬁn,mä'nvu-nw—m‘v,ä'_;.,,,,,,,,,,,,,,
113,S,apeine,Ouïe-Fine,Or,"L

Seine",J ',Seine,,,,,,,,,,,,,
114,olﬁc1e15,sées,Ar1ivées,Ÿî’M,Yankées,,,,,,,,,,,,,,,
115,satisfac—,",.vv",blottis,.,bêtisesl,,,,,,,,,,,,,,,
116,b*ﬂﬁﬂræ—?x,dix—huit,soixante— dix—,Vin gt-dix,,,,,,,,,,,,,,,,
117,Espérezl,respon—,la respon—,respi—,,,,,,,,,,,,,,,,
118,conser—,cons—,ÏÆÉä,conso—,conséquenls,consi—,,,,,,,,,,,,,,
119,v—.———V-,-Ï,._I,———-:--—.-—-,w———————«——-,w——————,mäaÿ,,,,,,,,,,,,,
120,cette1nde,Cette,Goutte,,,,,,,,,,,,,,,,,
121,La terre,u—»M,Terre Sainte,Angleterre,la terre,Erreqr,terre,querrezla,.-;.—,l‘Angleterre,,,,,,,,,,
122,—je,Aucune,itune,Jeune,Lejeune,lune,,,,,,,,,,,,,,
123,Océan,Nouvelle-Orléans,Orléans,UN,Nouvelle—Orléans,,,,,,,,,,,,,,,
124,Pardil,Pardieul,Adieu,-—- Pardieul,Dieui,Pardien,,,,,,,,,,,,,,
125,JàJ,wvaxnpuns,Gecije,Çùj,,,,,,,,,,,,,,,,
126,t1,"discré—
| tion",discré—,app10bation,,,,,,,,,,,,,,,,
127,n1V11äun,Grognon,besogne,W,hesogne,,,,,,,,,,,,,,,
128,Voilà,Sçavoir,v‘:‘sﬁ,,,,,,,,,,,,,,,,,
129,Grand-Esprit,j’.y,Grand—Esprit,io,brandir,Grand,,,,,,,,,,,,,,
130,.\,Soyez,Voyez,Fuyez,voya—,Vousivoyez,,,,,,,,,,,,,,
131,Renard-Bleu,Le Renard-Bleu,Renard-,Renard—,.—«=,Renard— B,,,,,,,,,,,,,,
132,f01,Rendez,m‘entendez,attendez—,Attendons,atten—,,,,,,,,,,,,,,
133,"de
Bois—Brûlé",Bois—Brûlé,În,le bois—brûlé,,,,,,,,,,,,,,,,
134,LW,proba—,Proﬁtez,As,Sri,propre—,,,,,,,,,,,,,,
135,Parisien,Paris,héris—,Loris,,,,,,,,,,,,,,,,
136,J umonville,Jumenville,Va,Jumonville,Iam-n.,,,,,,,,,,,,,,,
137,"BELLE 1nvnänn

IX",Bellou,BELLE IllVlÉltE,BELLE,Bella,BELLE a1v1Eaa,BELLE mvn‘ann,ÎBELLE,BELLEÏRIVÏÈRE,BELLE mvuäan,,,,,,,,,,
138,eﬁ”ort suprême,É confortable,fort Rupert,Formé,fort n’,fort honnêtes,,,,,,,,,,,,,,
139,l33,c’,vot1e,not1e,Vot1e,,,,,,,,,,,,,,,
140,aguerrie,wigwam,guer11er,"é:—""ç",guer-,Gueusard,i’,,,,,,,,,,,,,
141,commen—,VÏ,Comment“,commeun,Comment,Commercy,Ë-,,,,,,,,,,,,,
142,as-tu soif,"tais-tu p1endre?

—",Es-tu fou,Vois-tu,,,,,,,,,,,,,,,,
143,Trève,ar1e,ter1es,,,,,,,,,,,,,,,,,
144,L‘aventurier,fier,Be1,app1écier,remédierà,sédui—,,,,,,,,,,,,,,
145,place de nolre daim,m_wuvﬁ,place qu’,É,Lovelace,Placée,,,,,,,,,,,,,,
146,Duquesne,FORT DUQUESNE,fortDuquesne,foiL Duquesne,fort Duquesne m’,fort Duquesne,elïet,tort Duquesne,garnison du tort_Duqnesne,"fort
Duquesne","FORT DUQUESNE

LE COMTE DE JUMONVJLLE",fo1t Duquesne,,,,,,,,
147,Îjs,Loups-,Louisiane,Louisl-Louisi,Louisl-,Oui,,,,,,,,,,,,,,
148,maga—,Niagara,marau—,,,,,,,,,,,,,,,,,
149,di1e,æaæ,"- F/

—— Maintenant",aan,Maintenant,d’,,,,,,,,,,,,,,
150,.:.Ï,"- ï

—",J an Pol,Siège,J ai,Ï —J ai lutté,,,,,,,,,,,,,,
151,L01squ1ls,»—.,jusqu’,Jusqu,Lo1squ,qu’,,,,,,,,,,,,,,
152,appro—,impro—,rappro—,,,,,,,,,,,,,,,,,
153,"bois

Du","Bois—
'l‘racy",Bois—'.l‘rac‘y,Tracy,bois—,,,,,,,,,,,,,,,
154,"RIVIÈRE

—",RIVIÈRE 483,rivière qu’,RIV_IÈRE,Rivière,rivière,1ivière,"rivière de
Montmorency",,,,,,,,,,,,
155,Gamarades,undes,‘a.—,t1ibus nomades,sdes,lourdes,,,,,,,,,,,,,,
156,servi—,sifﬂa,obser—,observa—,Observez,,,,,,,,,,,,,,,
157,Nouvelle-France,Nouvelle—Hollande,Nouvelle—France,Nouvelle—Emma,Nouveau-,Nouvelle— F,Nouvelle,vr‘i«‘i,envelop—,,,,,,,,,,,
158,Kouba,Kouka,,,,,,,,,,,,,,,,,,
159,._—.—,"a

._—.",._—,,,,,,,,,,,,,,,,,
160,çal s‘écria,Le Proscrit,Proscrit,Procrit,Prescrit,,,,,,,,,,,,,,,
161,Veuillez,ma lille,Menneville,égorgille,Î1,Slïüîﬁte‘ﬂ.,Eveille,salille,Castille,lille,.;ëﬂîËî‘ïîî,,,,,,,,,
162,anna,A&—.,u1vrnna,,,,,,,,,,,,,,,,,
163,vallée de l’,L’ON,ter1es de l’Ohio,vallée de l’Ohio,,,,,,,,,,,,,,,,
164,ﬂibustier,justiﬁe1,justiﬁer,,,,,,,,,,,,,,,,,
165,Arrî1and,s’abat,s’arrêta,s’appuyer,,,,,,,,,,,,,,,,
166,àËa-Ï,lâche—,ache—,détache—,Le sachem,,,,,,,,,,,,,,,
167,.—n,"expédition—
naire",clair—obscur,pâtibulaire,Vire,"Iam-n.

saire","aﬁ""aire",involontaire—,temporaire—,,,,,,,,,,,
168,quatre—,"quatre—

Ïvingts",quatre—vingts,tmatre-vingts,,,,,,,,,,,,,,,,
169,L1V—,L1V-,L1v,,,,,,,,,,,,,,,,,
170,noble—,.Le—,,,,,,,,,,,,,,,,,,
171,compen—,cepen—,Penh,silen—,,,,,,,,,,,,,,,,
172,si—,me',Mississipi,dissi—,,,,,,,,,,,,,,,,
173,Celles,Laquelle,selle,Sentinelle,elle—,cielle,mademoiselle,—elle,réelle—,exau—,hagatelle,Telles,d’elle—,,,,,,,
174,Reproduction,Reproducliou,Reprmlucﬁon,Reproduction il\lcrdilc,gﬂ.yf_zﬂf,,,,,,,,,,,,,,,
175,générale,æa—,"Ÿl

 

 

 

 

 

ale",Misérablel,,,,,,,,,,,,,,,,
176,Axl.æœ,Muleval,Maleval,Malevall,AU CHATEAU DE MALEVAL,,,,,,,,,,,,,,,
177,culté,m‘Y'ÊÎ'r-7‘m'f—‘ÎT'ËÂ‘A,difﬁculté,culi—,,,,,,,,,,,,,,,,
178,l‘on,Opossum,L‘Opos—,,,,,,,,,,,,,,,,,
179,Apprenez,Pendre,Beviendrez,nvu-nw,Mn,apprendrez,Prends,,,,,,,,,,,,,
180,accompa—,compartimentsan,compa—,impa—,"-

—- Compagnons",,,,,,,,,,,,,,,
181,ﬁancés,Conﬁance,si',"etj'ai
conﬁance",J'ai,conﬁance,,,,,,,,,,,,,,
182,And1é,demandez—,Où,ande,Hollande,,,,,,,,,,,,,,,
183,Merci,mer 51,merisier,s’exprimer,,,,,,,,,,,,,,,,
184,lac garnison britannique,briquet,Karnac celtique,Mexique,"océan
Atlantique",golfe du Mexique,,,,,,,,,,,,,,
185,tardes-Lu,Ward,Betarder,garderai,,,,,,,,,,,,,,,,
186,expo—,"<

—",expé—,f01êt,inexpri—,,,,,,,,,,,,,,,
187,regardez le soleil,Caen,soleil,Le soleil,le soleil,,,,,,,,,,,,,,,
188,Î_._,._._T._.e,._._._,._.,,,,,,,,,,,,,,,,
189,BANCllol-“l,nuancés de gris,per10quet blanc,Blancs,,,,,,,,,,,,,,,,
190,.-;.,enthou—,"nmvw-vv—""v",.‘Ç,Doué,redou—,VW”'”M,amou—,,,,,,,,,,,,
191,raﬁermir,conﬁer,ﬁer,ﬁerté,signiﬁer,,,,,,,,,,,,,,,
192,crois,N‘ou-,Sois,ape1çois,Crois,crois—,Crois-tu,,,,,,,,,,,,,
193,l)1‘îlla,vie!.,vieilla1d,,,,,,,,,,,,,,,,,
194,Biver,dèsho—,reve—,vive—,,,,,,,,,,,,,,,,
195,Bois-Brùlé,bois-bm‘tlüs,Bois-Brûlés,Le bois-brûlé,bois-brûlé,bois-b1ulês,,,,,,,,,,,,,,
196,château de,"château de
Beauregard",Beauregard,,,,,,,,,,,,,,,,,
197,SUI,Suivez,la‘suivre,suivezmoi,,,,,,,,,,,,,,,,
198,a‘M',Jérusalem,".-\,.ç_-",salue1,salu—,,,,,,,,,,,,,,,
199,viiiage,Pélage,élas—,,,,,,,,,,,,,,,,,
200,Euro-,Ropmdnclion,habitué,ﬁ,Europe,Européens,Sije,,,,,,,,,,,,,
201,som—,com,accou—,acca—,accom—,,,,,,,,,,,,,,,
202,M‘“,Rainèau- d’Or,Hameau d’Or,d’Or,,,,,,,,,,,,,,,,
203,Singuliére,sn,Ingrati,gratiﬁé,péiil—,,,,,,,,,,,,,,,
204,Ïvingts,j’,æ—u.,Washington,vingt—,Vingt-,Corne-bœuf !,,,,,,,,,,,,,
205,surlui-mème,".Â

A l\",celui—,SWW,àla pluie-,,,,,,,,,,,,,,,
206,É chasseur,l’,s’asseyant,Asseyez,chas—,chasseu1,chasseu,chasse—,hasar—,,,,,,,,,,,
207,diﬂé—,—— Non,—— Nou,,,,,,,,,,,,,,,,,
208,New—York,Curieux,"deux,-la",alÏreux,EUX,Deuxhangars,q.,Ceux-,,,,,,,,,,,,
209,S:—,avaitdonnée,Pardonne,Pardon,donnez—,J’ ai l’honneu1,,,,,,,,,,,,,,
210,Manonghahela,Manangahela,Manongahéla,Manongahela,12,,,,,,,,,,,,,,,
211,f1aucais,sais,Léoua,Ouais,Bais,,,,,,,,,,,,,,,
212,.'ètle,Liv,etle,,,,,,,,,,,,,,,,,
213,Son,seuil de la maisonnette,Sonne,maisonnettc,s’oﬂ're,raison—,,,,,,,,,,,,,,
214,Luy,Essayez,cbmtesse,désintéresse—,ﬁnesse,empresse—,c11rosse,,,,,,,,,,,,,
215,Où voulez,N1ck,Voulez,".,-",Voulu,,,,,,,,,,,,,,,
216,a—,Arrivés la,-.-,ii _ Arrivés,Arrivés,,,,,,,,,,,,,,,
217,Interrogez,inter—,"interro—
ger",interro—,,,,,,,,,,,,,,,,
218,bourrelé,deboul,Pittsbourg,bourra,,,,,,,,,,,,,,,,
219,"-

—",Le,".—v——-—<»—-wwﬂ>“'""'-——",.:—,".—""——-_—< >- —",.——->—A.,,,,,,,,,,,,,,
220,bran—,deman—,J an—Pol,t’,aban—,,,,,,,,,,,,,,,
221,laissoñs—,s’aﬁ'aissa,Anglais,laisse1,Puisses,Laisse,reconnaissez—,\'lais,,,,,,,,,,,,
222,«.__.A,.____-,FW___'.-.,._____,,,,,,,,,,,,,,,,
223,ten'ez,C’,Rétendit,ten',tend1e,,,,,,,,,,,,,,,
224,brou—,——C’,prou—,L’,XŒ,trou—,,,,,,,,,,,,,,
225,Espagnol,Espagne,d’Espagne,,,,,,,,,,,,,,,,,
226,Visageé-Pûles,aitle bas du visage,Visages,Wûä,Visages—Pâles,aù‘visage,,,,,,,,,,,,,,
227,Gontrecœur,Contrecœur,Contre-,CONTRECŒUR,,,,,,,,,,,,,,,,
228,appré—,repré—,Aprés,HI,pré—,,,,,,,,,,,,,,,
229,Maishâtez,deuimaitns,laim,aimez—,aimais,aaa—‘a,Maigre,T'—,,,,,,,,,,,,
230,Cher,cher—,— Cher,t1ancher,iocher,,,,,,,,,,,,,,,
231,Totem,honteuscnwnt,p11ntemps,Emp‘arez,,,,,,,,,,,,,,,,
232,"Peaux—

Bouges",Rouges,Peaux-Rouges,Peau-Rouge,Peaux— —Rouges,".:::""L‘c",,,,,,,,,,,,,,
233,arognal‘autre,Iﬂ1,l*autre,Autre,L‘autre,,,,,,,,,,,,,,,
234,du Nord,Nord,"'

Nord",,,,,,,,,,,,,,,,,
235,comtesse de Maleval,châtelaine de Maleval,comtesse de Malev,comtesse de Maleval‘l,a\:‘1,,,,,,,,,,,,,,,
236,Chemin,Hermine,Dominé,,,,,,,,,,,,,,,,,
237,Wÿ—J—mmw—ww—Wvîüg,Tels,Bastel,,,,,,,,,,,,,,,,,
238,monticule artiﬁciel,particulière—,Particularité,pyramide artiﬁ—,Gholula,Ë,,,,,,,,,,,,,,
239,d’admira—,aup1ès,aupara—,,,,,,,,,,,,,,,,,
240,.«.r,triSte,Sans-Piste,Piste,,,,,,,,,,,,,,,,
241,"._,",capi—,taine,"capi—
taine",auhapitaine,,,,,,,,,,,,,,,
242,j‘en conviens,conva—,convic—,convien—,conve1,,,,,,,,,,,,,,,
243,ﬂots,L:.se-,Anse-aux-,Marigots,Anse—aux-Marigots,Anse-aux-Marigots,,,,,,,,,,,,,,
244,passane,"pasa‘1""lume1",Pas,,,,,,,,,,,,,,,,,
245,g1onpe,"vr_,ﬁw",J’,"‘

XX
L’",,,,,,,,,,,,,,,,
246,Parvenu,lez,unpareil,disparu—,Parlez,,,,,,,,,,,,,,,
247,SA1NT-HÈnEM,Saint- Laurent,afﬂuents du Saint-Laurent,Saint-,Saint—Laurent,Saint-Lau1ent,Saint-Laurent,ﬂeuve Saint—Laurent,,,,,,,,,,,,
248,l‘Ohio,Ohio,"Ohio,‘le",,,,,,,,,,,,,,,,,
249,tran‘sporta,impru—,impla—,impos—,impor—,,,,,,,,,,,,,,,
250,G,Agis,agissaît,,,,,,,,,,,,,,,,,
251,Jura,—,.y|,jura,,,,,,,,,,,,,,,,
252,LEON,demi—couché,mi—,demi—mot,,,,,,,,,,,,,,,,
253,"ärææwr—

s==,.—.=——_a",c1a1ns,ärææwr—,wr—ﬁ—r,,,,,,,,,,,,,,,,
254,créances,roi de France,.l,Francais,"puis—
sance",ZN,la France,France,,,,,,,,,,,,
255,- —- Tout ce qui te touche m’,Bouche,huche,bouche,,,,,,,,,,,,,,,,
256,Joie,ma1qu1se,désignan,igno—,Joignez,,,,,,,,,,,,,,,
257,Eh bieni,bien—,lai'saient,s’orienter,bieni,—— Bien,couVraient,bientot,Bientôt,W‘Q‘wmmmw—ga—w,,,,,,,,,,
258,moin—,Au besoin—,coin—,,,,,,,,,,,,,,,,,
259,ciencel N,L‘indiﬁ‘érence,È,Occident,LlV.,Providence veillât,Accidenté,Providence,,,,,,,,,,,,
