cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18,elem_19,elem_20,elem_21,elem_22,elem_23,elem_24,elem_25
20,monticule artiﬁciel,particulière—,Wûä,Particularité,pyramide artiﬁ—,culi—,,,,,,,,,,,,,,,,,,,,
21,C‘»—ï‘,»—.,st.—.,"p\-wf*rîa"",—'_ET;—‘—.",A&—.,,,,,,,,,,,,,,,,,,,,,
22,Explique,opliétés,Expliquez-,Karnac celtique,Mexique,golfe du Mexique,réplique-H,,,,,,,,,,,,,,,,,,,
23,Baht,Ah,,,,,,,,,,,,,,,,,,,,,,,,
24,senti—,Anticosti,conti—,Continuez,Frontières,bâti—,Tont,cont1ai1e,,,,,,,,,,,,,,,,,,
25,la feuillée,Kayélon,bouillonna,Bouillon,,,,,,,,,,,,,,,,,,,,,,
26,de Versailles,Versailles,pers0nn9,sailles,,,,,,,,,,,,,,,,,,,,,,
27,l\,35,".Â

A l\",,,,,,,,,,,,,,,,,,,,,,,
28,.‘_.,Î,.‘ﬂ,.‘.0,.‘Ç,m‘ﬂfﬂTvg,,,,,,,,,,,,,,,,,,,,
29,Répondez,Îjs,Bepondez,,,,,,,,,,,,,,,,,,,,,,,
30,Sommes,som—,Hommes,Meschaeébé,Sommes-,L‘homme,ﬂammes,,,,,,,,,,,,,,,,,,,
31,Nos_lectricesne,électri—,E,triom—,eﬁecti—,,,,,,,,,,,,,,,,,,,,,
32,Ï sues,ques—,touﬂ’ues,Chichiméques,Quels,pç,,,,,,,,,,,,,,,,,,,,
33,d’admira—,a—,bruta—,grima—,maga—,énigma—,mala—,cama—,écla—,.a—,acca—,proba—,impla—,atta—,aaa—‘a,æa—,esca—,,,,,,,,,
34,pied.-,d.,,,,,,,,,,,,,,,,,,,,,,,,
35,faute n’,Faut,"î""Ï",aup1ès,aut0nr,,,,,,,,,,,,,,,,,,,,,
36,Hurons,Fumerons-,Huron,Loups-Hurons,Hnrons,,,,,,,,,,,,,,,,,,,,,
37,Gr1gny,Grigny qu’,Grigny,Grignyr,barou de Grigny,Carignan,baron de Grigny,igno—,"M. de
Grigny",,,,,,,,,,,,,,,,,
38,baie des Marmousets,comtesse de Maleval,châtelaine de Maleval,comtesse de Malev,Î’,AU CHATEAU DE MALEVAL,comtesse de Maleval‘l,,,,,,,,,,,,,,,,,,,
39,d’l1 a1monie,monsuæur,wvaxnpuns,Bonsoir,monu—,mons,Montréal,Remonterons,Hu1ons,—- Voyons,—- Monsieur,,,,,,,,,,,,,,,
40,pa101e,A1,a1,pa1v1en-,ma1t1,pa110ns,ma1qu1se,V1 a1,c1a1ns,,,,,,,,,,,,,,,,,
41,aves,Avez,avertirex,entréavec,Sauvez-le,aver-ties,Savez,avez—,savez—,,,,,,,,,,,,,,,,,
42,«.w-£v,.«.r,.WN,,,,,,,,,,,,,,,,,,,,,,,
43,ta1d,Pa1don,ta1de1en,ta1d pou1 s' oppose1,vieilla1d,,,,,,,,,,,,,,,,,,,,,
44,——C’,c’,C’,În,—— C’,,,,,,,,,,,,,,,,,,,,,
45,n. GEI-‘FROY,— n. GEI-‘FROY,,,,,,,,,,,,,,,,,,,,,,,,
46,brou—,u—»M,prou—,impru—,T‘>u,.p,enthou—,Proﬁtez,redou—,trou—,,,,,,,,,,,,,,,,
47,chaus—,"chaumiè1 e.

Il tenait un fusil",cap du Chat,haussa,GHAUMIÈBE,chaude—,,,,,,,,,,,,,,,,,,,,
48,ger,Berger,îxrgxgçgœgÀwñÿt,Bergen,Ger,|,,,,,,,,,,,,,,,,,,,,
49,allu—,lasalle,Alle—,Alll,d’elle—,Allez,,,,,,,,,,,,,,,,,,,,
50,JàJ,Chérie,héris—,L‘intérieur,ché,,,,,,,,,,,,,,,,,,,,,
51,recon—,g1onpe,rencon—,horizon—,Con-,confon—,É confortable,coniact,baton—,,,,,,,,,,,,,,,,,
52,Vienne,queie vienne,Menneville,Guyenne,Bienne,,,,,,,,,,,,,,,,,,,,,
53,l33,Parvenu,Venez,Vengé,P1‘enez,Venise,souvenez-vons-enl,,,,,,,,,,,,,,,,,,,
54,NJ,ll.lVlÈll-E,LL.LÏ.;WZ£,Axl.æœ,LlV.,BELLE ll.lVlÈll-E,,,,,,,,,,,,,,,,,,,,
55,Armand,Charmante,achar—,soixante— dix—,,,,,,,,,,,,,,,,,,,,,,
56,.L,.l,.Le—,,,,,,,,,,,,,,,,,,,,,,,
57,.v,",.vv","nmvw-vv—""v",Vv',gvvm,,,,,,,,,,,,,,,,,,,,,
58,æaæ,“-æa,,,,,,,,,,,,,,,,,,,,,,,,
59,Cher,cher—,— Cher,t1ancher,Hermine,iocher,:>,,,,,,,,,,,,,,,,,,,
60,fort tde la Nécessité,fort Nécessité,fort Ndccssité,fort Nécessite,"fort
Nécessité",Ndccssité,"fort
Nécessité“",Nécessité,néces—,,,,,,,,,,,,,,,,,
61,Léona,Léonal,Léoua,Léonai,,,,,,,,,,,,,,,,,,,,,,
62,L E B 1 V I È,J e m’,m’,,,,,,,,,,,,,,,,,,,,,,,
63,tardes-Lu,Regardez,regar—,regardez,f,Betarder,garderai,,,,,,,,,,,,,,,,,,,
64,teirompes,compen—,cepen—,Penh,,,,,,,,,,,,,,,,,,,,,,
65,l‘arbre,Libre,susdit arbre,Emp‘arez,,,,,,,,,,,,,,,,,,,,,,
66,Français,Françaises,français,F1auÇais,,,,,,,,,,,,,,,,,,,,,,
67,certai—,Ail,taillis,iuillis,Téoealis,,,,,,,,,,,,,,,,,,,,,
68,"Î—""r",S:—,"é:—""ç",VÏ,,,,,,,,,,,,,,,,,,,,,,
69,Lâches,B,Ghe1che1,Che1che,Riche,Chemin,Séchez,Me1ci,Ÿî’M,manche,,,,,,,,,,,,,,,,
70,di1e,édil,dix—huit,péiil—,édiL -—,remédierà,,,,,,,,,,,,,,,,,,,,
71,—— J‘ai,j‘ai,,,,,,,,,,,,,,,,,,,,,,,,
72,Palamède,nonchalam—,Halte,noncha—,,,,,,,,,,,,,,,,,,,,,,
73,Archium,marchan—,échan—,<,Marches,,,,,,,,,,,,,,,,,,,,,
74,Comptez,comptez—,Acceptez,,,,,,,,,,,,,,,,,,,,,,,
75,mys—,pays—,,,,,,,,,,,,,,,,,,,,,,,,
76,Gonsentez,conser—,Onse,Consentez,cons—,sentencieu—,contentez,conso—,présentemns,conséquenls,,,,,,,,,,,,,,,,
77,Ï,—— n. GEFFROY,GEFFROY,Glül*‘l«‘ROY,GEFFI‘\OY,,,,,,,,,,,,,,,,,,,,,
78,Villiersïyïdéposa,"Villiers,- agissez","Villiers,-",s’allier,Cavaliers,Villiem,Elie,Coulon de Villiers,,,,,,,,,,,,,,,,,,
79,vain',soute1“ain,ain,—- Ainsi,A demain midi,faix,taine,vain—,Soudain,qin«_,J'ai,Dominé,.HMgÇ—1,,,,,,,,,,,,,
80,le Prosm‘it,M‘“,Prosm‘it,.im‘inz,É,vr‘i«‘i,pros01it,,,,,,,,,,,,,,,,,,,
81,Québec,Québec permet—,remet—,ZN,,,,,,,,,,,,,,,,,,,,,,
82,wigwam,me',rémeltre,Amel,Dame,elïet,me’,,,,,,,,,,,,,,,,,,,
83,L’Aigle-Voluul,Aigle-Volant,Aigle,Aigle—Volant,Volant,—,Aigle-Volant roula,,,,,,,,,,,,,,,,,,,
84,".-,",.-—.-,-.-,".-\,.ç_-",-.-A_ÈC,,,,,,,,,,,,,,,,,,,,,
85,Eh bieni,bien—,bieni,—— Bien,bientot,Bientôt,,,,,,,,,,,,,,,,,,,,
86,Pâles,LES,esco—,Ve1sa1lles,Les,sées,Drôles,"Xll

LES '1‘ RA",,,,,,,,,,,,,,,,,,
87,philosophe—,le philosophe—,philoso—,,,,,,,,,,,,,,,,,,,,,,,
88,Singuliers,Singuliére,désintéresse—,12,,,,,,,,,,,,,,,,,,,,,,
89,la Couleuvre,Couleuvre s’,"vr_,ﬁw","de
Couleuvre",N,Couleuvre n’,Couleuvre,La Couleuvre,couVraient,La Couleuvre démasqua,Coulon,,,,,,,,,,,,,,,
90,Est—ce,Est,sdes,Cîest,estici,G‘est,bêtisesl,,,,,,,,,,,,,,,,,,,
91,.—n,M.—,mm.—_—,gay.—mu,AL.—\,.—«=,.—æ»r,uv.—,,,,,,,,,,,,,,,,,,
92,wwæ4W,SWW,Œ,,,,,,,,,,,,,,,,,,,,,,,
93,.F,accou—,Cou1,accom—,Cc,,,,,,,,,,,,,,,,,,,,,
94,V1É1Œ,ouv1it,m_wuvﬁ,ep1it,,,,,,,,,,,,,,,,,,,,,,
95,"ViÎî""Î,—À:‘l",vigi—,VI,Vil-,vie!.,Vire,Vil,Virginie,vive—,se1viteu1,,,,,,,,,,,,,,,,
96,.æs.ma*.,alluma,sv,uma,wampums,mawkawis,Pilma,mum,Wma,numgcw',Gmu«‘um,,,,,,,,,,,,,,,
97,-Ï,àËa-Ï,,,,,,,,,,,,,,,,,,,,,,,,
98,lÎ,".glî;;.n,,-.g_gm",",,A.A.",,,,,,,,,,,,,,,,,,,,,,,
99,à4,Espérezl,respon—,la respon—,respi—,,,,,,,,,,,,,,,,,,,,,
100,habitué,habi—,Dé1ﬁoñldüë,,,,,,,,,,,,,,,,,,,,,,,
101,cette1nde,Cette,.,,,,,,,,,,,,,,,,,,,,,,,
102,uzrr,La terre,Terre Sainte,Angleterre,la terre,a -_ rr,Erreqr,terre,querrezla,l‘Angleterre,,,,,,,,,,,,,,,,
103,Pardil,Pardieul,Adieu,Mohsieurl,-—- Pardieul,Dieui,Pardien,,,,,,,,,,,,,,,,,,,
104,Nulle,Tulle,Vètu,mollet,,,,,,,,,,,,,,,,,,,,,,
105,Exeusezunoi,joyeuse—,Ilmmgcuse,meuse,aﬁ‘reuse,Gueusard,demeu—,Furieuse,,,,,,,,,,,,,,,,,,
106,Çùj,a‘M',m‘Y'ÊÎ'r-7‘m'f—‘ÎT'ËÂ‘A,"M'""",,,,,,,,,,,,,,,,,,,,,,
107,besogne,hesogne,Au besoin—,,,,,,,,,,,,,,,,,,,,,,,
108,L’ON,l’,L’,ilsl’,cl’,"‘

XX
L’",,,,,,,,,,,,,,,,,,,,
109,Essayez,Soyez,Voyez,Fuyez,voya—,Vousivoyez,,,,,,,,,,,,,,,,,,,,
110,Renard-Bleu,Le Renard-Bleu,Renard-,Renard—,Ward,Renard— B,,,,,,,,,,,,,,,,,,,,
111,mv11‘snu,sn,snlnunt,,,,,,,,,,,,,,,,,,,,,,,
112,Rendez,M,m‘entendez,Rétendit,attendez—,tend1e,Attendons,atten—,,,,,,,,,,,,,,,,,,
113,"de
Bois—Brûlé",Bois—Brûlé,le bois—brûlé,,,,,,,,,,,,,,,,,,,,,,,
114,diﬂé—,Créateur,"discré—
| tion",discré—,,,,,,,,,,,,,,,,,,,,,,
115,S,parcourir,Parisien,Martyrisez,Paris,Loris,unpareil,disparu—,Sri,,,,,,,,,,,,,,,,,
116,b*ﬂﬁﬂræ—?x,ÏœWÀ,æ—u.,æ—«wà,,,,,,,,,,,,,,,,,,,,,,
117,Montmo1e.ncy,cap des Monts-Pelés,Saut de Montmorency,"rivière de
Montmorency",,,,,,,,,,,,,,,,,,,,,,
118,sen1bl1it,p11se,n1V11äun,Es111it,sen1bl1it 111l1.111ch1ssable,.1114,sou111e,,,,,,,,,,,,,,,,,,,
119,J umonville,Jumenville,Jumonville,,,,,,,,,,,,,,,,,,,,,,,
120,Celles,"BELLE 1nvnänn

IX",BEL L E ltl V !,Laquelle,selle,Bellou,BELLE R]VIÈRE,Sentinelle,elle—,BELLE IllVlÉltE,cielle,BELLE,mademoiselle,Bella,—elle,BELLE a1v1Eaa,réelle—,BELLE mvn‘ann,_,ÎBELLE,hagatelle,Telles,BELLEÏRIVÏÈRE,BELLE mvuäan,cascabel,
121,Agis,agissaît,,,,,,,,,,,,,,,,,,,,,,,,
122,@.:_Â\,.:.Ï,.:—,.:.—wan,.:,".:::""L‘c",,,,,,,,,,,,,,,,,,,,
123,.'ç,.'1,,,,,,,,,,,,,,,,,,,,,,,,
124,aguerrie,guer11er,guer-,I,,,,,,,,,,,,,,,,,,,,,,
125,Visageé-Pûles,aitle bas du visage,Visages,viiiage,Visages—Pâles,aù‘visage,,,,,,,,,,,,,,,,,,,,
126,Rouges,Peaux-Rouges,Peau-Rouge,Peaux— —Rouges,,,,,,,,,,,,,,,,,,,,,,
127,Eh,place de nolre daim,place qu’,Lovelace,Placée,,,,,,,,,,,,,,,,,,,,,
128,Loups-,blottis,Louisiane,Louisl-Louisi,Louisl-,Oui,,,,,,,,,,,,,,,,,,,,
129,l‘Ohio,Ohio,HI,io,"Ohio,‘le",,,,,,,,,,,,,,,,,,,,,
130,mur—,amour—,amou—,,,,,,,,,,,,,,,,,,,,,,,
131,W‘WFN‘-=Nrtu-'wmÿmna,Mn,,,,,,,,,,,,,,,,,,,,,,,,
132,Revenons,reve—,1elever,,,,,,,,,,,,,,,,,,,,,,,
133,baie d’Hudson,Son,seuil de la maisonnette,Sonne,maisonnettc,J’ ai l’honneu1,,,,,,,,,,,,,,,,,,,,
134,"- F/

—— Maintenant",honteuscnwnt,È,Maintenant,,,,,,,,,,,,,,,,,,,,,,
135,J an Pol,J ',J an—Pol,J ai,Ï —J ai lutté,,,,,,,,,,,,,,,,,,,,,
136,çal s‘écria,s‘éçîria,,,,,,,,,,,,,,,,,,,,,,,,
137,Asie,passane,As,"pasa‘1""lume1",Pas,m‘as,Bastel,hasar—,,,,,,,,,,,,,,,,,,
138,jusqu’,Jusqu,qu’,,,,,,,,,,,,,,,,,,,,,,,
139,"Iam-n.

saire",F,Iam-n.,,,,,,,,,,,,,,,,,,,,,,,
140,Jeune,Lejeune,,,,,,,,,,,,,,,,,,,,,,,,
141,Grognon,t1ibus nomades,—— Non,—— Nou,,,,,,,,,,,,,,,,,,,,,,
142,la Belle-Rivière,Belle Rivière,BELLE RIVIÈRE,"RIVIÈRE

—",Belle—Rivière,RIVIÈRE 483,rivière qu’,RIV_IÈRE,Belle-Rivière,Rivière,rivière,Ê_1nisère,1ivière,IHV!ÈR.IQ,,,,,,,,,,,,
143,servi—,obser—,observa—,Observez,,,,,,,,,,,,,,,,,,,,,,
144,Peaux,"Peaux—

Bouges",Peau-,Peaux—,"peaux—
Lw",Bordeaux,,,,,,,,,,,,,,,,,,,,
145,olﬁc1e15,Be1ge1,Be1,,,,,,,,,,,,,,,,,,,,,,,
146,Où logez-vqus,Où,,,,,,,,,,,,,,,,,,,,,,,,
147,Prosorit,Proserit,Le Proscrit,Proscrit,prostra—,Procrit,Prescrit,,,,,,,,,,,,,,,,,,,
148,à-,est-ù-dire,est-à-dire,,,,,,,,,,,,,,,,,,,,,,,
149,"W""""""""‘V",m‘v,nvu-nw,mä'nvu-nw—m‘v,mäaÿ,,,,,,,,,,,,,,,,,,,,,
150,vallée de l’,ter1es de l’Ohio,nuancés de gris,vallée de l’Ohio,,,,,,,,,,,,,,,,,,,,,,
151,L01squ1ls,alo1s,Lo1squ,,,,,,,,,,,,,,,,,,,,,,,
152,lâche—,ache—,détache—,Le sachem,,,,,,,,,,,,,,,,,,,,,,
153,quatre—,"quatre—

Ïvingts",quatre—vingts,tmatre-vingts,,,,,,,,,,,,,,,,,,,,,,
154,du Nord,Nord,ord1es,"'

Nord",,,,,,,,,,,,,,,,,,,,,,
155,L1V—,L1V-,v-,L1v,,,,,,,,,,,,,,,,,,,,,,
156,ﬁr_.,"_.,",".,=",".,-",,,,,,,,,,,,,,,,,,,,,,
157,4 N’,eﬁ”ort suprême,fort Rupert,Formé,fort n’,fort honnêtes,mort”qui,,,,,,,,,,,,,,,,,,,
158,Rameau-d'Or,a1r‘étantRameau,Rameau- d‘01,Hameau,Rameau-,eau-dc—vie,eau-dc,Rameau-d’Or,,,,,,,,,,,,,,,,,,
159,nais—,connais—,reconnaissez—,u1vrnna,venaisou,,,,,,,,,,,,,,,,,,,,,
160,Ropmdnclion,app10bation,Reproduction,Reproducliou,Reprmlucﬁon,Reproduction il\lcrdilc,,,,,,,,,,,,,,,,,,,,
161,Va,Muleval,Maleval,Malevall,mali,,,,,,,,,,,,,,,,,,,,,
162,l‘on,Opossum,P,L‘Opos—,impos—,,,,,,,,,,,,,,,,,,,,,
163,Londres,Apprenez,Pendre,Beviendrez,apprendrez,Prends,Ogre,,,,,,,,,,,,,,,,,,,
164,ﬁancés,Conﬁance,"etj'ai
conﬁance",conﬁance,,,,,,,,,,,,,,,,,,,,,,
165,compli—,com,accompa—,compartimentsan,compa—,impa—,"-

—- Compagnons",complè—,,,,,,,,,,,,,,,,,,
166,G,J<.=“,Occident,Accidenté,,,,,,,,,,,,,,,,,,,,,,
167,And1é,Arrî1and,demandez—,undes,ande,Hollande,normandes,,,,,,,,,,,,,,,,,,,
168,adver—,DV,adversaif'e,couver—,,,,,,,,,,,,,,,,,,,,,,
169,commen—,Comment“,commeun,Comment,— Vraiment,"Ge gentilhomme,_je l’avais",Commercy,,,,,,,,,,,,,,,,,,,
170,pointl,foins,loin_de,Joie,join,Joignez,coin—,,,,,,,,,,,,,,,,,,,
171,soli—,poli—,Alil Jan-Pol,toldos,oli‘ert,Oli,Liv,Ë-,Tb,,,,,,,,,,,,,,,,,
172,Nouvelle-France,t1ouve1as,Nouvelle—Hollande,Nouvelle—France,Pouvez-,mouve—,Nouvelle-Orléans,Nouvelle—Emma,Nouveau-,Nouvelle— F,Nouvelle,"nou -
veau",Nouvelle—Orléans,,,,,,,,,,,,,
173,"expédition—
naire",supé—,expo—,expé—,inexpri—,,,,,,,,,,,,,,,,,,,,,
174,regardez le soleil,Soldat,soleil,Le soleil,le soleil,,,,,,,,,,,,,,,,,,,,,
175,rassur.er,surlui-mème,s‘essuy',Rassurez,,,,,,,,,,,,,,,,,,,,,,
176,spndassiu,Mississipi,l‘assassin,Assis,,,,,,,,,,,,,,,,,,,,,,
177,souﬁ‘ert,Mæ;ﬁe,raﬁermir,conﬁer,ﬁer,ﬁerté,signiﬁer,,,,,,,,,,,,,,,,,,,
178,apeine,Ouïe-Fine,ceintu1e,seño1,"L

Seine",Seine,l‘enseigne Ward,,,,,,,,,,,,,,,,,,,
179,mæv+mæw,"ärææwr—

s==,.—.=——_a",ärææwr—,wr—ﬁ—r,,,,,,,,,,,,,,,,,,,,,,
180,Bois-Brùlé,bois-bm‘tlüs,Iﬂ1,Br1tlé,Bois-Brûlés,Le bois-brûlé,bois-brûlé,bois-b1ulês,,,,,,,,,,,,,,,,,,
181,château de,"château de
Beauregard",Gaudebec,Beauregard,,,,,,,,,,,,,,,,,,,,,,
182,canada,Canadienne,Canadien-,Canada,Canadiens,Caen,Uanadien,Canadien,cana—,A,Cana-,,,,,,,,,,,,,,,
183,v—.———V-,w———————«——-,ÏÆÉä,w——————,,,,,,,,,,,,,,,,,,,,,,
184,SUI,Dépui',Suivez,la‘suivre,suivezmoi,,,,,,,,,,,,,,,,,,,,,
185,salue1,salu—,tue1,,,,,,,,,,,,,,,,,,,,,,,
186,Or,Rainèau- d’Or,Hameau d’Or,d’Or,d’,,,,,,,,,,,,,,,,,,,,,
187,LW,Lw,,,,,,,,,,,,,,,,,,,,,,,,
188,satisfac—,T5,Ingrati,gratiﬁé,,,,,,,,,,,,,,,,,,,,,,
189,É chasseur,s’asseyant,Asseyez,chas—,chasseu1,chasseu,chasse—,,,,,,,,,,,,,,,,,,,
190,æ,l08,s’abat,s’arrêta,s’échapper,s’,s’appuyer,s’oﬂ're,,,,,,,,,,,,,,,,,,
191,gﬂ.yf_zﬂf,.y|,,,,,,,,,,,,,,,,,,,,,,,,
192,Sérieux,Curieux,"deux,-la",alÏreux,EUX,Deuxhangars,Ceux-,,,,,,,,,,,,,,,,,,,
193,avaitdonnée,Pardonne,Pardon,donnez—,,,,,,,,,,,,,,,,,,,,,,
194,Manonghahela,Manangahela,Manongahéla,Manongahela,,,,,,,,,,,,,,,,,,,,,,
195,j’.y,j’,},J’,,,,,,,,,,,,,,,,,,,,,,
196,as-tu soif,Voilà,"tais-tu p1endre?

—",Sçavoir,Es-tu fou,Douterais-tu,Vois-tu,Crois-tu,,,,,,,,,,,,,,,,,,
197,i’,"\‘,'i’",,,,,,,,,,,,,,,,,,,,,,,,
198,Ÿ,Où voulez,Voulez,Voulu,,,,,,,,,,,,,,,,,,,,,,
199,Arrivés la,.u,ii _ Arrivés,Ar1ivées,Arrivés,Ë,,,,,,,,,,,,,,,,,,,,
200,retou1,depart,partez,south,Partons,Toutàcoup,Partout,Apartle,toutd‘abord,Septou,,,,,,,,,,,,,,,,
201,pè1e,Ent1e,t1,Votre,ar1e,vot1e,ent1e,not1e,Vot1e,êt1è,,,,,,,,,,,,,,,,
202,Interrogez,s’orienter,inter—,"interro—
ger",interro—,,,,,,,,,,,,,,,,,,,,,
203,Gamarades,Niagara,exau—,marau—,aupara—,,,,,,,,,,,,,,,,,,,,,
204,Veuillez,ma lille,Lil,égorgille,Eveille,salille,Castille,lille,,,,,,,,,,,,,,,,,,
205,États-Unis,réta—,état,,,,,,,,,,,,,,,,,,,,,,,
206,Ïvingts,Washington,vingt—,Vingt-,Vin gt-dix,,,,,,,,,,,,,,,,,,,,,
207,laissoñs—,s’aﬁ'aissa,Anglais,laisse1,Puisses,Laisse,\'lais,c11rosse,,,,,,,,,,,,,,,,,,
208,difﬁ—,culté,difﬁculté,,,,,,,,,,,,,,,,,,,,,,,
209,ten'ez,ten',,,,,,,,,,,,,,,,,,,,,,,,
210,S',Espagnol,Espagne,d’Espagne,,,,,,,,,,,,,,,,,,,,,,
211,Trève,a‘travers,ﬁ,Bravo,Tracy,trave1,,,,,,,,,,,,,,,,,,,,
212,Écoutez,!,Ecoutez-,Goutte,Ajoutez,ajouta—,,,,,,,,,,,,,,,,,,,,
213,bourrelé,Pittsbourg,bourra,Î ’ ',,,,,,,,,,,,,,,,,,,,,,
214,plusiems,Merci,fier,app1écier,mer 51,merisier,s’exprimer,cap Rosier,,,,,,,,,,,,,,,,,,
215,cal11mét,malheu—,calh,,,,,,,,,,,,,,,,,,,,,,,
216,appré—,repré—,Aprés,tombé—,pré—,,,,,,,,,,,,,,,,,,,,,
217,f1aucais,Maishâtez,deuimaitns,laim,sais,aimez—,Ouais,aimais,Maigre,raison—,Bais,,,,,,,,,,,,,,,
218,ﬂibustier,justiﬁe1,justiﬁer,,,,,,,,,,,,,,,,,,,,,,,
219,Wÿ—J—mmw—ww—Wvîüg,W‘Q‘wmmmw—ga—w,F”’ŒTËMW,wÿ,,,,,,,,,,,,,,,,,,,,,,
220,arognal‘autre,petit—être,l*autre,au Havre,Autre,L‘autre,,,,,,,,,,,,,,,,,,,,
221,Parfaitement,Vivement,solennellementà,Doucement,Jérusalem,Cordialement,générale,généralement—,,,,,,,,,,,,,,,,,,
222,Luy,Luv,Aucune,itune,Lun 87,UN,lune,,,,,,,,,,,,,,,,,,,
223,frappeuà,dèsho—,appro—,impro—,t’,rappro—,,,,,,,,,,,,,,,,,,,,
224,—- Cela n’,"la_,_fon-",clair—obscur,lac Érié,l)1‘îlla,cha11eela,per10quet blanc,Pélage,àla pluie-,élas—,latepelt,La,Gholula,,,,,,,,,,,,,
225,JVÆﬁ,.*.i,u«egvæ,,,,,,,,,,,,,,,,,,,,,,,
226,Euro-,Eu1opéens,Europe,Européens,,,,,,,,,,,,,,,,,,,,,,
227,méritez,lac garnison britannique,l'Amérique,briquet,l’Amérique du Nord,Américains,Amérique du Nord,Amérique,l’Amérique,Gincinnatus améri—,Amé-,,,,,,,,,,,,,,,
228,bran—,Grand-Esprit,Grand—Esprit,gr,brandir,Grand,,,,,,,,,,,,,,,,,,,,
229,triSte,Sans-Piste,Piste,,,,,,,,,,,,,,,,,,,,,,,
230,capi—,"capi—
taine",auhapitaine,,,,,,,,,,,,,,,,,,,,,,,
231,Î_._,._r';\,._—.—,"._,",._I,"a

._—.",._._T._.e,._—,._._._,._.,._(ëL.çæyîg,._,,,,,,,,,,,,,,
232,".—v——-—<»—-wwﬂ>“'""'-——",———-:--—.-—-,z.'y.—-vr——.--‘—,-—-g——j-v—,.—:—-,HW—-rﬁæ,.——->—A.,v—-,—-,,,,,,,,,,,,,,,,,
233,ﬂots,h£_-A,L:.se-,Anse-aux-,Marigots,Anse—aux-Marigots,Anse-aux-Marigots,,,,,,,,,,,,,,,,,,,
234,inquié—,Algonquins,Ruiné,,,,,,,,,,,,,,,,,,,,,,,
