cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18,elem_19,elem_20,elem_21,elem_22,elem_23
15,Indien,Dieppe,Dinwidie,toldos indiens,L‘indiﬁ‘érence,Indiens,d’un Indien,E,éclaireu1s indiens,Rétendit,indé—,L’Indien,indiens,QG,Indiennes,Indiens suuvuges,desIndiens,Indien Delaware,L’Iiidien,Ï' Indiens,pseudo-Indien,,,
16,diﬂé—,l08,Iﬂ1,,,,,,,,,,,,,,,,,,,,,
17,Océan,bran—,Angelo,An,Râmean-,sang—,nil-ant,BANCllol-“l,Wanwæ,Quantà,Anjou,aan,Orléans,désignan,anna,Mangezl,aban—,soixante— dix—,anima—,"océan
Atlantique",Yankées,pan_talon,Posant,yan-kccs
18,.F,f01,f01êt,r01,,,,,,,,,,,,,,,,,,,,
19,Duquesne,FORT DUQUESNE,fortDuquesne,foiL Duquesne,fort Duquesne m’,fort Duquesne,tort Duquesne,garnison du tort_Duqnesne,"fort
Duquesne",fo1t Duquesne,mort”qui,,,,,,,,,,,,,
20,Allehany,Alleghanys,ghany,Alleghany,T5,monts Alleghanys,Î ’ ',,,,,,,,,,,,,,,,,
21,C‘»—ï‘,»—.,"p\-wf*rîa"",—'_ET;—‘—.",A&—.,,,,,,,,,,,,,,,,,,,,
22,Explique,opliétés,q—,Expliquez-,Karnac celtique,Mexique,golfe du Mexique,réplique-H,,,,,,,,,,,,,,,,
23,monticule artiﬁciel,senti—,Anticosti,conti—,Continuez,Frontières,courti—,Eh,bâti—,Tont,eﬁecti—,,,,,,,,,,,,,
24,la feuillée,Î,Kayélon,bouillonna,Bouillon,Coulon,,,,,,,,,,,,,,,,,,
25,de Versailles,verai,Versailles,Ve1sa1lles,sailles,În,,,,,,,,,,,,,,,,,,
26,.‘ﬂ,.‘.0,.‘Ç,m‘ﬂfﬂTvg,,,,,,,,,,,,,,,,,,,,
27,Sommes,som—,Hommes,!,Meschaeébé,Sommes-,L‘homme,Î1,ﬂammes,,,,,,,,,,,,,,,
28,d’admira—,a—,bruta—,grima—,maga—,énigma—,cama—,écla—,.a—,proba—,impla—,aupara—,aaa—‘a,æa—,noncha—,esca—,,,,,,,,
29,Hurons,Fumerons-,Hu1ons,Huron,t’,Loups-Hurons,Hnrons,,,,,,,,,,,,,,,,,
30,Gr1gny,Grigny qu’,wigwam,Grigny,Grignyr,Grognon,barou de Grigny,Carignan,baron de Grigny,igno—,"M. de
Grigny",,,,,,,,,,,,,
31,baie des Marmousets,comtesse de Maleval,châtelaine de Maleval,cbmtesse,T‘>u,comtesse de Malev,AU CHATEAU DE MALEVAL,"FORT DUQUESNE

LE COMTE DE JUMONVJLLE",comtesse de Maleval‘l,,,,,,,,,,,,,,,
32,-Ï,àËa-Ï,Ë-,,,,,,,,,,,,,,,,,,,,,
33,d’l1 a1monie,S,monsuæur,wvaxnpuns,monu—,mons,Montmo1e.ncy,Montréal,Remonterons,Onse,cap des Monts-Pelés,cons—,Saut de Montmorency,—- Voyons,—- Monsieur,Algonquins,,,,,,,,
34,surlui-mème,.\,SUI,inquié—,celui—,Dépui',dix—huit,Ëousu‘ii,Suivez,la‘suivre,12,:>,sédui—,,,,,,,,,,,
35,pa101e,A1,ta1d,a1,pa1v1en-,ma1t1,pa110ns,ma1qu1se,V1 a1,c1a1ns,,,,,,,,,,,,,,
36,aves,Avez,avertirex,Pouvez-,Sauvez-le,aver-ties,Savez,avez—,savez—,,,,,,,,,,,,,,,
37,çal s‘écria,s‘éçîria,pç,",t",,,,,,,,,,,,,,,,,,,,
38,JVÆﬁ,u«egvæ,,,,,,,,,,,,,,,,,,,,,,
39,JàJ,«.w-£v,.«.r,.WN,,,,,,,,,,,,,,,,,,,,
40,——C’,c’,C’,—— C’,,,,,,,,,,,,,,,,,,,,
41,brou—,u—»M,Ÿ,prou—,impru—,enthou—,Proﬁtez,redou—,exau—,VW”'”M,trou—,amou—,,,,,,,,,,,,
42,chaus—,"chaumiè1 e.

Il tenait un fusil",cap du Chat,haussa,GHAUMIÈBE,chas—,chaude—,,,,,,,,,,,,,,,,,
43,petit—être,Peut—,peut—,,,,,,,,,,,,,,,,,,,,,
44,ger,souﬁ‘ert,Berger,Bergen,Ger,pers0nn9,Betarder,Tb,,,,,,,,,,,,,,,,
45,n. GEI-‘FROY,—— n. GEFFROY,GEFFROY,— n. GEI-‘FROY,Glül*‘l«‘ROY,GEFFI‘\OY,,,,,,,,,,,,,,,,,,
46,- —- Tout ce qui te touche m’,deboul,Bouche,huche,demi—couché,bouche,,,,,,,,,,,,,,,,,,
47,Chérie,f,héris—,L‘intérieur,ché,,,,,,,,,,,,,,,,,,,
48,recon—,rencon—,horizon—,Con-,"la_,_fon-",confon—,35,conva—,É confortable,coniact,baton—,convic—,convien—,conve1,,,,,,,,,,
49,Vienne,queie vienne,Menneville,Guyenne,Bienne,,,,,,,,,,,,,,,,,,,
50,Parvenu,Venez,Vengé,P1‘enez,envelop—,souvenez-vons-enl,,,,,,,,,,,,,,,,,,
51,aguerrie,guer11er,bivouaquerai,ar1e,guer-,ter1es,ﬁ,per10quet blanc,,,,,,,,,,,,,,,,
52,.L,.l,.Le—,,,,,,,,,,,,,,,,,,,,,
53,.v,",.vv","nmvw-vv—""v",Vv',gvvm,A,,,,,,,,,,,,,,,,,,
54,NJ,æaæ,“-æa,,,,,,,,,,,,,,,,,,,,,
55,Cher,cher—,— Cher,t1ancher,s’échapper,Hermine,iocher,,,,,,,,,,,,,,,,,
56,fort tde la Nécessité,fort Nécessité,fort Ndccssité,fort Nécessite,"fort
Nécessité",Ndccssité,"fort
Nécessité“",désintéresse—,Nécessité,néces—,,,,,,,,,,,,,,
57,ar‘b1es,Ï sues,Nos_lectricesne,B,Pâles,LES,Les,sées,descenditle,Drôles,"Xll

LES '1‘ RA",Les Mois,,,,,,,,,,,,
58,Léona,Léonal,Léoua,Léonai,,,,,,,,,,,,,,,,,,,,
59,Parfaitement,particulière—,depart,partez,Partons,Partout,Apartle,Parlez,,,,,,,,,,,,,,,,
60,L E B 1 V I È,J e m’,m’,,,,,,,,,,,,,,,,,,,,,
61,tardes-Lu,Regardez,regar—,regardez,<,garderai,Emp‘arez,,,,,,,,,,,,,,,,,
62,"Î—""r",S:—,"é:—""ç",,,,,,,,,,,,,,,,,,,,,
63,Québec,Québec permet—,7q,,,,,,,,,,,,,,,,,,,,,
64,Lâches,Ghe1che1,Chichiméques,Che1che,Riche,Chemin,Séchez,lâche—,ache—,manche,détache—,Le sachem,,,,,,,,,,,,
65,di1e,édil,péiil—,édiL -—,remédierà,,,,,,,,,,,,,,,,,,,
66,V1É1Œ,Dé1ﬁoñldüë,,,,,,,,,,,,,,,,,,,,,,
67,Archium,Charmante,marchan—,échan—,achar—,Marches,,,,,,,,,,,,,,,,,,
68,æ,Gamarades,t1ibus nomades,Niagara,sdes,marau—,pyramide artiﬁ—,,,,,,,,,,,,,,,,,
69,compli—,Îjs,teirompes,compen—,Comptez,comptez—,Acceptez,complè—,,,,,,,,,,,,,,,,
70,Gonsentez,conser—,Consentez,honteuscnwnt,sentencieu—,contentez,présentemns,Penserez,conséquenls,,,,,,,,,,,,,,,
71,Villiersïyïdéposa,"Villiers,- agissez","Villiers,-",s’allier,Cavaliers,vieilla1d,Villiem,Coulon de Villiers,,,,,,,,,,,,,,,,
72,vain',soute1“ain,ain,—- Ainsi,A demain midi,taine,vain—,involontaire—,Soudain,qin«_,Dominé,Ruiné,,,,,,,,,,,,
73,M‘“,.im‘inz,vr‘i«‘i,.*.i,IHV!ÈR.IQ,,,,,,,,,,,,,,,,,,,
74,L’Aigle-Voluul,Aigle-Volant,Aigle,Aigle—Volant,Volant,Aigle-Volant roula,,,,,,,,,,,,,,,,,,
75,".-,",.-—.-,-.-,".-\,.ç_-",-.-A_ÈC,q.,,,,,,,,,,,,,,,,,,
76,ciencel N,Eh bieni,bien—,bieni,È,Virginie,Venise,—— Bien,bientot,Bientôt,,,,,,,,,,,,,,
77,L’ON,l’,L’,ilsl’,cl’,-,"‘

XX
L’",,,,,,,,,,,,,,,,,
78,l\,".Â

A l\",,,,,,,,,,,,,,,,,,,,,,
79,l33,accompa—,accou—,acca—,compa—,ZN,accom—,impa—,Cc,,,,,,,,,,,,,,,
80,philosophe—,le philosophe—,philoso—,,,,,,,,,,,,,,,,,,,,,
81,baie d’Hudson,g1onpe,l‘on,Bonsoir,Son,Sonne,conso—,raison—,,,,,,,,,,,,,,,,
82,la Couleuvre,Couleuvre s’,"vr_,ﬁw","de
Couleuvre",Couleuvre n’,Couleuvre,La Couleuvre,_,couVraient,La Couleuvre démasqua,,,,,,,,,,,,,,
83,Est—ce,esco—,Est,s‘essuy',Cîest,estici,G‘est,,,,,,,,,,,,,,,,,
84,.—n,st.—.,M.—,.u,mm.—_—,gay.—mu,AL.—\,.—«=,.—æ»r,uv.—,,,,,,,,,,,,,,
85,wwæ4W,SWW,,,,,,,,,,,,,,,,,,,,,,
86,Hésites-,lthlÈltE,Créateur,Totem,tete,Cette,Halte,Slïüîﬁte‘ﬂ.,ten',p11ntemps,Tels,Tes,,,,,,,,,,,,
87,"ViÎî""Î,—À:‘l",vigi—,VI,Vil-,vie!.,Vire,Vil,vive—,se1viteu1,,,,,,,,,,,,,,,
88,.æs.ma*.,alluma,uma,wampums,Pilma,mum,Wma,numgcw',Gmu«‘um,,,,,,,,,,,,,,,
89,olﬁc1e15,Be1ge1,Be1,Me1ci,tue1,,,,,,,,,,,,,,,,,,,
90,îxrgxgçgœgÀwñÿt,.HMgÇ—1,,,,,,,,,,,,,,,,,,,,,,
91,j’.y,j’,J’,,,,,,,,,,,,,,,,,,,,,
92,lÎ,".glî;;.n,,-.g_gm",",,A.A.",,,,,,,,,,,,,,,,,,,,,
93,Londres,Espérezl,respon—,la respon—,respi—,,,,,,,,,,,,,,,,,,,
94,v—.———V-,".—v——-—<»—-wwﬂ>“'""'-——",sv,—— J‘ai,———-:--—.-—-,z.'y.—-vr——.--‘—,-—-g——j-v—,w———————«——-,—— Non,w——————,—— Nou,.——->—A.,,,,,,,,,,,,
95,habitué,habi—,ep1it,Vètu,,,,,,,,,,,,,,,,,,,,
96,uzrr,La terre,Terre Sainte,Angleterre,.p,la terre,a -_ rr,Erreqr,terre,querrezla,l‘Angleterre,temporaire—,,,,,,,,,,,,
97,Pardil,Pardieul,Gueusard,Mohsieurl,-—- Pardieul,Dieui,Pardien,,,,,,,,,,,,,,,,,
98,Exeusezunoi,joyeuse—,me',Ilmmgcuse,meuse,aﬁ‘reuse,demeu—,abuserai,me’,Furieuse,,,,,,,,,,,,,,
99,a‘M',m‘Y'ÊÎ'r-7‘m'f—‘ÎT'ËÂ‘A,"M'""",,,,,,,,,,,,,,,,,,,,,
100,Essayez,Soyez,Voyez,Fuyez,voya—,Vousivoyez,,,,,,,,,,,,,,,,,,
101,Renard-Bleu,Le Renard-Bleu,Renard-,Renard—,Ward,Renard— B,susdit arbre,,,,,,,,,,,,,,,,,
102,mv11‘snu,sn,snlnunt,,,,,,,,,,,,,,,,,,,,,
103,cette1nde,ten'ez,m‘entendez,attendez—,tend1e,Attendons,atten—,,,,,,,,,,,,,,,,,
104,parcourir,Parisien,Martyrisez,Paris,Loris,unpareil,disparu—,Sri,Particularité,,,,,,,,,,,,,,,
105,b*ﬂﬁﬂræ—?x,G,ÏœWÀ,æ—u.,æ—«wà,EÆ,,,,,,,,,,,,,,,,,,
106,sen1bl1it,p11se,n1V11äun,Es111it,sen1bl1it 111l1.111ch1ssable,.1114,sou111e,cal11mét,c11rosse,,,,,,,,,,,,,,,
107,J umonville,Jumenville,Jumonville,,,,,,,,,,,,,,,,,,,,,
108,Celles,"BELLE 1nvnänn

IX",Laquelle,selle,Bellou,Nulle,Sentinelle,elle—,cielle,BELLE,mademoiselle,Bella,elïet,—,—elle,BELLE a1v1Eaa,réelle—,BELLE mvn‘ann,ÎBELLE,hagatelle,Telles,BELLE mvuäan,d’elle—,cascabel
109,@.:_Â\,.:.Ï,.:—,.:.—wan,.:,".:::""L‘c",,,,,,,,,,,,,,,,,,
110,Visageé-Pûles,satisfac—,aitle bas du visage,Agis,Visages,viiiage,Visages—Pâles,aù‘visage,agissaît,,,,,,,,,,,,,,,
111,"Peaux—

Bouges",Rouges,Peaux-Rouges,Peau-Rouge,Peaux— —Rouges,,,,,,,,,,,,,,,,,,,
112,à4,"RIVIÈRE

—",RIVIÈRE 483,rivière qu’,RIV_IÈRE,Rivière,rivière,},Ê_1nisère,1ivière,"rivière de
Montmorency",,,,,,,,,,,,,
113,blottis,Louisiane,XŒ,Louisl-Louisi,Louisl-,Oui,Lo,,,,,,,,,,,,,,,,,
114,l‘Ohio,triom—,Ohio,HI,io,"Ohio,‘le",,,,,,,,,,,,,,,,,,
115,Où voulez,Où logez-vqus,Où,Voulez,Voulu,,,,,,,,,,,,,,,,,,,
116,J an Pol,J ',J an—Pol,J ai,ÏÆÉä,Ï —J ai lutté,J’ ai l’honneu1,,,,,,,,,,,,,,,,,
117,N,jusqu’,Jusqu,qu’,,,,,,,,,,,,,,,,,,,,
118,"Iam-n.

saire","aﬁ""aire",Iam-n.,,,,,,,,,,,,,,,,,,,,,
119,servi—,obser—,Va,observa—,Observez,,,,,,,,,,,,,,,,,,,
120,Prosorit,Proserit,le Prosm‘it,Prosm‘it,Le Proscrit,Proscrit,Procrit,|,Prescrit,pros01it,,,,,,,,,,,,,,
121,à-,est-ù-dire,est-à-dire,,,,,,,,,,,,,,,,,,,,,
122,"W""""""""‘V",m‘v,nvu-nw,mä'nvu-nw—m‘v,mäaÿ,,,,,,,,,,,,,,,,,,,
123,vallée de l’,place de nolre daim,ter1es de l’Ohio,vallée de l’Ohio,,,,,,,,,,,,,,,,,,,,
124,W‘WFN‘-=Nrtu-'wmÿmna,Mn,F,,,,,,,,,,,,,,,,,,,,,
125,L01squ1ls,alo1s,Lo1squ,,,,,,,,,,,,,,,,,,,,,
126,quatre—,"quatre—

Ïvingts",quatre—vingts,tmatre-vingts,,,,,,,,,,,,,,,,,,,,
127,du Nord,Or,Nord,ord1es,"'

Nord",,,,,,,,,,,,,,,,,,,
128,L1V—,L1V-,v-,L1v,u1vrnna,,,,,,,,,,,,,,,,,,,
129,.‘_.,ﬁr_.,"_.,",".,=",".,-",,,,,,,,,,,,,,,,,,,
130,4 N’,eﬁ”ort suprême,fort Rupert,Formé,fort n’,fort honnêtes,,,,,,,,,,,,,,,,,,
131,Rameau-d'Or,Amel,Dame,a1r‘étantRameau,Rameau- d‘01,Hameau,Rameau-,eau-dc—vie,eau-dc,Rameau-d’Or,,,,,,,,,,,,,,
132,Ropmdnclion,"î""Ï",app10bation,Reproduction,Reproducliou,Reprmlucﬁon,Reproduction il\lcrdilc,.,,,,,,,,,,,,,,,,
133,M,Wûä,,,,,,,,,,,,,,,,,,,,,,
134,Rendez,Apprenez,Pendre,Beviendrez,reve—,apprendrez,Prends,Ogre,,,,,,,,,,,,,,,,
135,ﬁancés,P,Conﬁance,"etj'ai
conﬁance",conﬁance,,,,,,,,,,,,,,,,,,,
136,Occident,Accidenté,,,,,,,,,,,,,,,,,,,,,,
137,Armand,Devant,Répondez,And1é,Arrî1and,nuancés de gris,demandez—,undes,deman—,Bepondez,ande,Hollande,normandes,,,,,,,,,,,
138,.'ç,.'1,,,,,,,,,,,,,,,,,,,,,,
139,ceintu1e,out1e,Ent1e,ta1de1en,ent1e,cont1ai1e,aut1es,,,,,,,,,,,,,,,,,
140,Biver,adver—,DV,adversaif'e,couver—,,,,,,,,,,,,,,,,,,,
141,Vivement,commen—,Doucement,com,Comment“,compartimentsan,commeun,Comment,— Vraiment,"Ge gentilhomme,_je l’avais",Commercy,,,,,,,,,,,,,
142,pointl,foins,loin_de,Joie,S',join,Joignez,Au besoin—,coin—,,,,,,,,,,,,,,,
143,soli—,poli—,Alil Jan-Pol,toldos,Libre,Soldat,oli‘ert,Téoealis,Oli,Liv,culi—,Elie,,,,,,,,,,,,
144,Nouvelle-France,t1ouve1as,Nouvelle—Hollande,Nouvelle—France,mouve—,ouv1it,Nouvelle-Orléans,m_wuvﬁ,Nouvelle—Emma,J<.=“,Nouveau-,1elever,Nouvelle— F,Nouvelle,"nou -
veau",Nouvelle—Orléans,,,,,,,,
145,"expédition—
naire",supé—,expo—,expé—,inexpri—,,,,,,,,,,,,,,,,,,,
146,regardez le soleil,I’Œil-de—Bœuf un sourire froid,soleil,Le soleil,u,le soleil,T'—,,,,,,,,,,,,,,,,,
147,Î_._,._r';\,._—.—,"._,",._I,"a

._—.",._._T._.e,«.__.A,._—,._._._,._.,._(ëL.çæyîg,._,,,,,,,,,,,
148,spndassiu,Asie,Mississipi,l‘assassin,dissi—,Assis,,,,,,,,,,,,,,,,,,
149,ly,Mæ;ﬁe,raﬁermir,conﬁer,ﬁer,ﬁerté,signiﬁer,,,,,,,,,,,,,,,,,
150,apeine,seño1,"L

Seine",Seine,ﬁnesse,l‘enseigne Ward,,,,,,,,,,,,,,,,,,
151,mæv+mæw,"ärææwr—

s==,.—.=——_a",I,ärææwr—,wr—ﬁ—r,,,,,,,,,,,,,,,,,,,
152,Bois-Brùlé,bois-bm‘tlüs,"de
Bois—Brûlé",Bois—Brûlé,Br1tlé,Bois-Brûlés,Le bois-brûlé,bois-brûlé,bois-b1ulês,le bois—brûlé,,,,,,,,,,,,,,
153,château de,"château de
Beauregard",Gaudebec,au)mur,Beauregard,,,,,,,,,,,,,,,,,,,
154,canada,Canadienne,Canadien-,Canada,Canadiens,Caen,Uanadien,Adieu,Canadien,cana—,Cana-,,,,,,,,,,,,,
155,Rainèau- d’Or,Hameau d’Or,d’Or,d’,,,,,,,,,,,,,,,,,,,,
156,LW,Lw,,,,,,,,,,,,,,,,,,,,,,
157,lasalle,Alle—,Muleval,Maleval,Malevall,Alll,malheu—,calh,mali,Allez,"Ÿl

 

 

 

 

 

ale",,,,,,,,,,,,,
158,retou1,touﬂ’ues,N‘ou-,Loups-,ou‘r,south,Doué,Cou1,Toutàcoup,toutd‘abord,Septou,,,,,,,,,,,,,
159,É chasseur,s’asseyant,Asseyez,chasseu1,chasseu,chasse—,Ë,hasar—,,,,,,,,,,,,,,,,
160,s’abat,s’arrêta,s’,s’appuyer,s’oﬂ're,,,,,,,,,,,,,,,,,,,
161,gﬂ.yf_zﬂf,.y|,,,,,,,,,,,,,,,,,,,,,,
162,heu1es,Sérieux,Curieux,"deux,-la",alÏreux,EUX,Deuxhangars,Ceux-,,,,,,,,,,,,,,,,
163,Ÿî’M,Î’,,,,,,,,,,,,,,,,,,,,,,
164,Pa1don,avaitdonnée,Pardonne,Pardon,donnez—,,,,,,,,,,,,,,,,,,,
165,pied.-,d.,,,,,,,,,,,,,,,,,,,,,,
166,Manonghahela,Baht,Manangahela,Manongahéla,Manongahela,Ah,,,,,,,,,,,,,,,,,,
167,as-tu soif,Voilà,"tais-tu p1endre?

—",Sçavoir,Es-tu fou,Douterais-tu,Vois-tu,Crois-tu,,,,,,,,,,,,,,,,
168,i’,"\‘,'i’",,,,,,,,,,,,,,,,,,,,,,
169,Français,Françaises,Francais,français,,,,,,,,,,,,,,,,,,,,
170,Arrivés la,ii _ Arrivés,Ar1ivées,Arrivés,,,,,,,,,,,,,,,,,,,,
171,ﬂots,pè1e,t1,vot1e,not1e,Vot1e,êt1è,,,,,,,,,,,,,,,,,
172,Interrogez,inter—,"interro—
ger",interro—,,,,,,,,,,,,,,,,,,,,
173,.ﬂ,Veuillez,ma lille,Lil,taillis,iuillis,égorgille,Eveille,salille,Castille,ﬁlle,lille,,,,,,,,,,,,
174,États-Unis,réta—,atta—,état,,,,,,,,,,,,,,,,,,,,
175,Ïvingts,Singuliére,Washington,vingt—,Vingt-,Vin gt-dix,,,,,,,,,,,,,,,,,,
176,seuil de la maisonnette,laissoñs—,s’aﬁ'aissa,Anglais,laisse1,Puisses,Laisse,reconnaissez—,\'lais,bêtisesl,,,,,,,,,,,,,,
177,BEL L E ltl V !,ll.lVlÈll-E,LL.LÏ.;WZ£,BELLE IllVlÉltE,Axl.æœ,LlV.,BELLE ll.lVlÈll-E,,,,,,,,,,,,,,,,,
178,difﬁ—,culté,difﬁculté,,,,,,,,,,,,,,,,,,,,,
179,besogne,hesogne,Espagnol,Espagne,d’Espagne,,,,,,,,,,,,,,,,,,,
180,Trève,a‘travers,entréavec,Bravo,Tracy,ve1rai,trave1,,,,,,,,,,,,,,,,,
181,Écoutez,Ecoutez-,Goutte,Ajoutez,ajouta—,,,,,,,,,,,,,,,,,,,
182,Gontrecœur,Contrecœur,Contre-,CONTRECŒUR,,,,,,,,,,,,,,,,,,,,
183,Merci,Singuliers,s’orienter,fier,app1écier,mer 51,merisier,s’exprimer,cap Rosier,,,,,,,,,,,,,,,
184,appré—,repré—,Aprés,"discré—
| tion",discré—,tombé—,pré—,,,,,,,,,,,,,,,,,
185,f1aucais,Maishâtez,Ail,deuimaitns,nais—,j‘ai,laim,sais,faix,mawkawis,connais—,aimez—,Ouais,maisonnettc,J'ai,aimais,F1auÇais,Maigre,Bais,venaisou,,,,
186,ﬂibustier,justiﬁe1,justiﬁer,,,,,,,,,,,,,,,,,,,,,
187,É,Wÿ—J—mmw—ww—Wvîüg,W‘Q‘wmmmw—ga—w,F”’ŒTËMW,wÿ,,,,,,,,,,,,,,,,,,,
188,arognal‘autre,faute n’,Faut,rémeltre,Votre,l*autre,au Havre,Autre,aut0nr,L‘autre,,,,,,,,,,,,,,
189,solennellementà,Ê-1,Jérusalem,Cordialement,générale,remet—,généralement—,,,,,,,,,,,,,,,,,
190,Luy,Luv,Aucune,itune,Lun 87,Jeune,UN,Lejeune,lune,,,,,,,,,,,,,,,
191,frappeuà,dèsho—,appro—,impro—,prostra—,rappro—,,,,,,,,,,,,,,,,,,
192,—- Cela n’,Palamède,clair—obscur,nonchalam—,mala—,lac Érié,l)1‘îlla,pâtibulaire,cha11eela,place qu’,Blancs,Pélage,àla pluie-,Lovelace,élas—,Placée,latepelt,La,Gholula,,,,,
193,Euro-,Eu1opéens,Europe,Européens,,,,,,,,,,,,,,,,,,,,
194,méritez,l'Amérique,briquet,l’Amérique du Nord,Américains,Amérique du Nord,Amérique,l’Amérique,X,Gincinnatus améri—,Amé-,,,,,,,,,,,,,
195,allu—,salue1,salu—,,,,,,,,,,,,,,,,,,,,,
196,tran‘sporta,Grand-Esprit,Grand—Esprit,gr,W,Ingrati,gratiﬁé,brandir,Grand,,,,,,,,,,,,,,,
197,triSte,Sans-Piste,Piste,Bastel,,,,,,,,,,,,,,,,,,,,
198,certai—,capi—,"capi—
taine",auhapitaine,,,,,,,,,,,,,,,,,,,,
199,.—:—-,HW—-rﬁæ,v—-,—-,,,,,,,,,,,,,,,,,,,,
200,h£_-A,L:.se-,Anse-aux-,Marigots,Anse—aux-Marigots,O,Anse-aux-Marigots,,,,,,,,,,,,,,,,,
201,mur—,bourrelé,devenantpourpre,Poitou,pour—,tourte—,Aujourd‘hui,ta1d pou1 s' oppose1,amour—,lourdes,Pittsbourg,Pour,Pourquoi,,,,,,,,,,,
202,passane,As,pays—,"pasa‘1""lume1",Pas,,,,,,,,,,,,,,,,,,,
203,lac garnison britannique,Risque-Tout,Quels,Risque,Bisquetout,Risque—,,,,,,,,,,,,,,,,,,
204,Opossum,L‘Opos—,impos—,impor—,,,,,,,,,,,,,,,,,,,,
205,SA1NT-HÈnEM,"- F/

—— Maintenant",lai'saient,Saint- Laurent,afﬂuents du Saint-Laurent,Maintenant,Saint-,Saint—Laurent,Saint-Lau1ent,entre—,Saint-Laurent,ﬂeuve Saint—Laurent,,,,,,,,,,,,
206,-‘:MFZ£,"Wﬂ—üv‘üﬁﬂ""ﬁä",v‘:‘sﬁ,,,,,,,,,,,,,,,,,,,,,
207,créances,roi de France,"puis—
sance",Franchement,la France,France,,,,,,,,,,,,,,,,,,
208,uuwçW’«W,"f‘1‘»"".a",Uu‘1,mvu‘1nn,a\:‘1,,,,,,,,,,,,,,,,,,,
209,nw.;s,Î.;t,ÿ-*=ŸWËÎ‘Ë,.;ëﬂîËî‘ïîî,,,,,,,,,,,,,,,,,,,,
210,New—York,vrﬂnege-WŒW,Ouïe-Fine,neme,Ferney,Corne-bœuf !,NE,,,,,,,,,,,,,,,,,
211,obéis—,"bois

Du","Bois—
'l‘racy",Bois—'.l‘rac‘y,bois—,,,,,,,,,,,,,,,,,,,
212,—je,Gecije,Sije,,,,,,,,,,,,,,,,,,,,,
213,cepen—,Providence veillât,Providence,,,,,,,,,,,,,,,,,,,,,
214,.____-,FW___'.-.,._____,,,,,,,,,,,,,,,,,,,,,
