cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17
41,Batteviile,rivige,Batte-,j-,,,,,,,,,,,,,,
42,Madère,t’,mon-beau-frère,ieau,Be,d’,,,,,,,,,,,,
43,valetsen,Val,"AH 
 
 
 

du valet",val,eval,N,val d'Ota,"air
du Val",val d’Ota,,,,,,,,,
44,sais-tu,Sais-tu,E,sais,trouves-tu,,,,,,,,,,,,,
45,Blesséos,Îles,Les,Île,,,,,,,,,,,,,,
46,He,sson,Ilsne,Tongs,Songe,Sonna,ongeur,,,,,,,,,,,
47,taillis dépouillés,Coup,uillon,Couillon,Côte,,,,,,,,,,,,,
48,Tassit,s’assoupir,ER,,,,,,,,,,,,,,,
49,changée,Crisange,Cria-,nanoir,,,,,,,,,,,,,,
50,Ellesse,ellE,javelle,Éternelle,Flle,elLE,tonnelle,Elle-s’,moiselle de la Roche-Aubert,Mira,Elle,Puiselle,ler,"|

- Elle",y-,fille;Elle,Chambre-aux-Demoiselles,Ellé
51,D|,ôrmes,I,ferme d’Életot,,,,,,,,,,,,,,
52,Grâce,à-,Corse,t-la Corse,,,,,,,,,,,,,,
53,"AH 
 AH 
 
 J 
 X 
 
 
 J 
 X 
 
 
 AH 
 
 
 
 
 

UNE VOIX67","vieux

 

 X 
 
 
 
 J 
 
 

330 NE","AH 
   
 AH 
 
 X 
 
 J 
 X 
 
 J 
 
 
 X 
 
 J","AH 
 X 
 
 J 
 
 X 
 
 J 
 X 
 
 
 
 
 
 J",émus,,,,,,,,,,,,,
54,Guettez-,Gette,Comptez,,,,,,,,,,,,,,,
55,CE,F,Répondez,Réponds,,,,,,,,,,,,,,
56,Lo,AH,Jet,maïns,,,,,,,,,,,,,,
57,b,"AH 
 
 
 
 
 
 J 
     
 
 
 
 J 
 
 
 J 
   
 
 

 

47","AH 
 
 
 J 
   
   
 X",Cargèse,"X 
 
 
 AH 
 
 J 
 X",Cany,"AH 
 
 J 
   
   
   
 X",,,,,,,,,,,
58,"UNE VOIX129

m","AH 
     
 
 J 
 
 
 
 
 
 
 
 
 
 
 
 AH 
 
 
 
 
 
 
 

UNE VOIX179",NE,UNE VOIX69,"UNE VOIX267

   
 AH 
 
 
 
 
 
 
 J 
 
 
 
 
 
 
 J 

../: Qu'est-ce que je deviendrai","AH 
 

 

UNE VOIX51","AH 
   
 AH 
 
 
     
   
 
 
 
 
 
 X 
 
 J 
 

UNE VOIX155",,,,,,,,,,,
59,supplie,Gao,Jülien,"S

Elie",Religion,Lys,Coutelier,wlien,cueillie,Lieu,,,,,,,,
60,Gela,ceLA,es’,,,,,,,,,,,,,,,
61,Allemagne,Jeriné,alle,|LE,Allez-,élle,alluma,,,,,,,,,,,
62,j’,Ù,S’,,,,,,,,,,,,,,,
63,Fécamp,champagne,la Jampe,phare de Fécamp,EH,,,,,,,,,,,,,
64,Tolbiac,Normande,Normand,Hôtel de Normandie,"hôtel d

Lenormand",Normandie,,,,,,,,,,,,
65,Ts,aipardonna,Re-je-regarDE,Jardin,regardez,qü’,,,,,,,,,,,,
66,-de-Ganache,Ganache,Sachez,,,,,,,,,,,,,,,
67,e’,Vauds,Après-,,,,,,,,,,,,,,,
68,s’'enfoncer,J,dOnc,Grèce,cütrenoncé,dénonca,,,,,,,,,,,,
69,au-,m’,"au-

 
 
 
 X",Te,,,,,,,,,,,,,,
70,ournée,Ils’,el hourrue,Four,Livourne,Pourriez-,Four-,Coursil,Dour,"loi,-la",àvec,Bourse,,,,,,
71,dormeuse,meuse,honteuse,IS,"Écu-
meuse",V',,,,,,,,,,,,
72,Dis,Béelzébuth,É,jeta,,,,,,,,,,,,,,
73,Ïl,Midi,,,,,,,,,,,,,,,,
74,squ,Océan jusqu’,jusqu’,qu’,,,,,,,,,,,,,,
75,mignonne,Je,Mignonne,lign,Patronne,,,,,,,,,,,,,
76,bosquet,bois bruni,Quelquefois,Fection,quem devoret,,,,,,,,,,,,,
77,Jeinne,nne,Océan,éanne,Jéanne,,,,,,,,,,,,,
78,Élança,Adélaïde,ner,HÉLAs,Las,,,,,,,,,,,,,
79,Ci,etle,,,,,,,,,,,,,,,,
80,V'escalier,Rosalie,ROSALIE,,,,,,,,,,,,,,,
81,Sitôt,S,,,,,,,,,,,,,,,,
82,Laisse-,malaDe’,alaise,l.,,,,,,,,,,,,,,
83,d2,crois,Crott,Croyez-,Croquerat,,,,,,,,,,,,,
84,AImait-,Allait-Royal,Était-,Pouvait,Tai,,,,,,,,,,,,,
85,Jeanné,EtJeannes’,.:JEanne,"VEUX

Jeanne",,,,,,,,,,,,,,
86,Brise-,Lac,surfabeno,Surprise,,,,,,,,,,,,,,
87,Fourville,Courville,Barville,terre de Barville,Goderville,,,,,,,,,,,,,
88,Ile,Ileutmème,,,,,,,,,,,,,,,,
89,anca,s‘blancs.-,L{ran,franchit,la France,France,,,,,,,,,,,,
90,comtesse Gilberte,Alber-,Bolbec,ge,GIlbert,Gilberte,,,,,,,,,,,,
91,étremoral,Étre,Étretat,,,,,,,,,,,,,,,
92,Rouen,Ltorturée,fort rouge,,,,,,,,,,,,,,,
93,Italie,d'Italie,italie,Cuitaux,,,,,,,,,,,,,,
94,Cana,Piana,,,,,,,,,,,,,,,,
95,Varneville,riseville,Brisseville,Briseville,Batteville,gare de Beuzeville,Beuzeville,,,,,,,,,,,
96,Évisa,Lise,amollis,Lison,Lisan,,,,,,,,,,,,,
97,Suisse,jura,Marquis,Roi-Louis,Leperthuis,buis,,,,,,,,,,,,
98,A comtesse,"VEUX

I","VEUX

Une grosse femme",,,,,,,,,,,,,,,
99,venirs,Faven-,seulavec,,,,,,,,,,,,,,,
100,Sobrés,entR-inaccoutumé.-Les châtelains,cntra,ca,Notre-Dame du Gros-Ventre,entru,,,,,,,,,,,,
101,Voulez,piéds;. Poulet,Paulet,souleva,Poulet,,,,,,,,,,,,,
102,LÀ-haut,Autrefois,"| |

Hauts",automne’,,,,,,,,,,,,,,
103,Dentu,Est Entendu,s’'augmentent,,,,,,,,,,,,,,,
104,Fer,Le soleil,le soleil,Île s’,soleil,,,,,,,,,,,,,
105,calmé,"sa-
ns",caleçon,calme-toi,,,,,,,,,,,,,,
106,Cigogne,"col
fl",cognac,Cologne,,,,,,,,,,,,,,
107,Has,Vouset,souS,lsblouse,Ajaccio,,,,,,,,,,,,,
108,savez,Avez,Savez,,,,,,,,,,,,,,,
109,lJulién,Julien,"IL N.

+ Julièn",,,,,,,,,,,,,,,
110,ucune,R,Coco,lune,,,,,,,,,,,,,,
111,Sacristi,GO Gp,A84,Sace,Sacré-Cœur,,,,,,,,,,,,,
112,Méditerranée,Angleterre,s’exalter,serrure,perret,la-Méditerranée,s’as-,terre,,,,,,,,,,
113,Haït,rêver,hameau de Verneuil,alaternes,Verneuil,,,,,,,,,,,,,
114,aimais,maison,"Tue
oo Mais ta mère n’",maiS,,,,,,,,,,,,,,
115,"J 
   
 
 
 
 
 AH","AH 
 AH",Niolo,"J 
 AH 
 AH",,,,,,,,,,,,,,
116,ns,Faire,l'Empire,Lemaire,es,Lire,surgirent.de,Gésirer,,,,,,,,,,
117,ner son amazone,ajones,Hé-,Damas,amazone,,,,,,,,,,,,,
