cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18,elem_19,elem_20,elem_21,elem_22,elem_23,elem_24
56,à-,"| |

Hauts",LÀ,LÀ-haut,m’,,,,,,,,,,,,,,,,,,,,
57,GO Gp,"Co |

Dè rares",Dè,,,,,,,,,,,,,,,,,,,,,,
58,Cargèse,anca,calmé,Cana,Fécamp,ca,Cany,calme-toi,dénonca,,,,,,,,,,,,,,,,
59,Ils’,s’,s’assoupir,s’exalter,S’,s’as-,,,,,,,,,,,,,,,,,,,
60,Coutelier,"S

Elie",I,obséquieux,Hieux,supplie,Lieu,,,,,,,,,,,,,,,,,,
61,Angleterre,quiéter,terre,serrure,perret,,,,,,,,,,,,,,,,,,,,
62,Anti-physiques,Afrique,"À l
l'obscurité",Quelquefois,Amérique,L'Amérique,l'Afrique,,,,,,,,,,,,,,,,,,
63,s’'augmentent,Est Entendu,emps,Dentu,temps',entru,Impatienté,entemps,,,,,,,,,,,,,,,,,
64,tricotani,bécota,Chicorées,A84,Picot,,,,,,,,,,,,,,,,,,,,
65,honteuse,émus,dormeuse,m-,us,"Écu-
meuse",meuse,,,,,,,,,,,,,,,,,,
66,la France,s‘blancs.-,France,franchit,L{ran,,,,,,,,,,,,,,,,,,,,
67,V'escalier,Rosalie,Tassit,d'Italie,Sitôt,ROSALIE,italie,Oriental,Était-,habitué,Cuitaux,Italie,,,,,,,,,,,,,
68,Lys,|,Béelzébuth,Thysbé,,,,,,,,,,,,,,,,,,,,,
69,Heure-,Ieures,Impureté,Lheure,heurta,Eure,,,,,,,,,,,,,,,,,,,
70,Haït,gônflée,Enchaînée,j-,mélée,Lés,changée,E,halées,,,,,,,,,,,,,,,,
71,Bassolle,amollis,"col
fl",Folle,Hollande,Rollebosc,élle,olle,,,,,,,,,,,,,,,,,
72,Gao,Sachez,-de-Ganache,nanoir,la manche,Ganache,cognac,,,,,,,,,,,,,,,,,,
73,Faire,ombrE,recut,Mira,Religion,Gésirer,l'Empire,surgirent.de,Lire,,,,,,,,,,,,,,,,
74,Ilsne,automne’,amazone,ner,la Seine,champagne,"el
morne",Cologne,ner son amazone,Chine,NE,ajones,,,,,,,,,,,,,
75,t’,Cigogne,Patronne,lign,Midi,mignonne,Mignonne,,,,,,,,,,,,,,,,,,
76,val d'Ota,d’,val d’Ota,,,,,,,,,,,,,,,,,,,,,,
77,Éloignait,Niolo,Lo,galo,"loi,-la",,,,,,,,,,,,,,,,,,,,
78,"AH 
 
 X","J 
 AH 
 X","J 
 AH 
 AH","UNE VOIX267

   
 AH 
 
 
 
 
 
 
 J 
 
 
 
 
 
 
 J 

../: Qu'est-ce que je deviendrai","J 
   
 
 
 
 
 AH","sur-

 
 
 
 
 AH 
   
 X","AH 
 
 
 J 
   
   
 X","AH 
     
 
 J 
 
 
 
 
 
 
 
 
 
 
 
 AH 
 
 
 
 
 
 
 

UNE VOIX179","X 
 
 
 AH 
 
 J 
 X",AH,"AH 
 X 
 
 
 J 
 
 J 
 AH 
 
 X","AH 
 X","J 
   
   
   
 AH 
 
 X","X 
 
 
 
 AH 
 X","AH 

 

 

 

VII

 
 
 
 
 
 AH 
 X","X 
 
 AH 
 X","AH 
 
 
 
 
 
 J 
     
 
 
 
 J 
 
 
 J 
   
 
 

 

47","AH 
 AH","X 
 
 
 AH 
 X 
 
 AH 
 AH 
 
 X","AH 
 X 
 
 J 
 
 X 
 
 J 
 X 
 
 
 
 
 
 J","AH 
 AH 
 
 J 
 X 
 
 
 J 
 X 
 
 
 AH 
 
 
 
 
 

UNE VOIX67","AH 
   
 AH 
 
 X 
 
 J 
 X 
 
 J 
 
 
 X 
 
 J","AH 
 
 J 
   
   
   
 X","AH 
   
 AH 
 
 
     
   
 
 
 
 
 
 X 
 
 J 
 

UNE VOIX155","AH 
 
 J 
 
 
 
 
 
 AH 
 
 
 
 
 
 X"
79,lJulién,Jui,blaient,Jülien,Juï,wlien,"IL N.

+ Julièn",Julien,,,,,,,,,,,,,,,,,
80,Jeanné,"VEUX

Une grosse femme",EtJeannes’,"VEUX

I","vieux

 

 X 
 
 
 
 J 
 
 

330 NE",.:JEanne,"VEUX

Jeanne",,,,,,,,,,,,,,,,,,
81,jusqu’,bosquet,qu’,Qué,Océan jusqu’,squ,,,,,,,,,,,,,,,,,,,
82,Bastia,Cria-,iand,Piana,Tolbiac,Ia,,,,,,,,,,,,,,,,,,,
