cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18,elem_19,elem_20,elem_21,elem_22,elem_23,elem_24,elem_25,elem_26,elem_27,elem_28,elem_29
13,Y,Pareceu-,Receru-,"Reco-
nheceu S. Sebastiao",Parece-me,Recu-,,,,,,,,,,,,,,,,,,,,,,,,
14,RO,Roda,roxO,Drometo,Eu u2ro0 ve,"Outu-
bro",Apro-,Coroa,rouba,Iivros,burrol,provotu,,,,,,,,,,,,,,,,,,
15,furta,Mortal,"portao
fechalo",Morta,hortalica,,,,,,,,,,,,,,,,,,,,,,,,,
16,Gansoso,Gan-,Gansosos,Gansozinhos,baboso,Gansosinho,,,,,,,,,,,,,,,,,,,,,,,,
17,Queres,Quereis,Teresas,esuerda,Quere-me,Quero,,,,,,,,,,,,,,,,,,,,,,,,
18,portao de Amaro,Porta de Ouro,Lisboa de Amaro Vieira,portao verde,contrigao de amor,RIY  DE A 1 R,Chao de Macas,reputacao duma scela de alquimista,,,,,,,,,,,,,,,,,,,,,,
19,lepras,praga,gragas,Praga,Pragca,,,,,,,,,,,,,,,,,,,,,,,,,
20,Bem,Belem,Tambem,Naol Bem,,,,,,,,,,,,,,,,,,,,,,,,,,
21,fE,Fe,felizx,fe,Fel,cafe,,,,,,,,,,,,,,,,,,,,,,,,
22,Mata,Mataram-me,Matamo-lo,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,Tem,temi,la vait Tem sade,qte,Temo-la,teho,ete.,,,,,,,,,,,,,,,,,,,,,,,
24,longel,Ionge,Iongos,ge,,,,,,,,,,,,,,,,,,,,,,,,,,
25,exageracOes,difamacoes,exageracoes,ty.3,,,,,,,,,,,,,,,,,,,,,,,,,,
26,Via-Claral,Via-Clara,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,Arcada,Sufocada,Carcavelos,caleada,anasarca,Nada,,,,,,,,,,,,,,,,,,,,,,,,
28,Ir,Tirha,Riram,soiree,Circeo,IR,Pires,firmezal,H1,,,,,,,,,,,,,,,,,,,,,
29,Im,dim,dir-lim,Vim,Berlim,Sim,Ultima-,,,,,,,,,,,,,,,,,,,,,,,
30,Vossa,Vossemece,Nossa,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,Queria,Queria-a,Materia,Quereria,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Tudo,Tudol Tio,Secudo,tudol,Laudo,,,,,,,,,,,,,,,,,,,,,,,,,
33,entisicando,tisica,"cg
isi","muisica clas-
sica",Politica,botica,Potis,Fisica,,,,,,,,,,,,,,,,,,,,,,
34,Riam,gria,lamuria,Iam,glria,Abria,planeariam,riacho ue,,,,,,,,,,,,,,,,,,,,,,
35,Inter-,"RU
Intengao",PolLeLinterno,r-,Mater-dolorcsa,intengiio,INtI,,,,,,,,,,,,,,,,,,,,,,,
36,Uoa,"boa
fe",Boa,Boas-noites,boa dicta,oa,ncvoa,boa acgcaio,,,,,,,,,,,,,,,,,,,,,,
37,Pre,pre,RE,Preparou-a,Provarei,supressao,Prepara-te,,,,,,,,,,,,,,,,,,,,,,,
38,impaciencia,Pacienclal,impaciencia.-,Consciencia,impenitencia,Simpatia,,,,,,,,,,,,,,,,,,,,,,,,
39,Carne,llne,CARNE,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,sentimentol,Sacramento,Trento,Pimentas da Pojeira,Sarmento,sentirla,Casamento,Sargento,Entio,Salentol,,,,,,,,,,,,,,,,,,,,
41,Santa Apolonia,Agonia,Polonia,Depols,,,,,,,,,,,,,,,,,,,,,,,,,,
42,S. Jeronimo,S. Joa-,S. Joaneira,"S. Joaneiral
Grande",casa da S. Joaneiral,S. Joanelra,Janeiro,Joaneira,S. Joao da Foz,S. Joaneilra,,,,,,,,,,,,,,,,,,,,
43,Caia-me,Caiu,Caia,descaia,Maia,Cais,caia de bruos,,,,,,,,,,,,,,,,,,,,,,,
44,Pieguicesl Ate,Pieguices,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,tre Valadares,Valadares,Populares,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,"seminario
cC",seminario,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,Pois,Bois,depoisl,Dcpois,Deois,Coisa,,,,,,,,,,,,,,,,,,,,,,,,
48,Assungaio,Assungcao,Assungao,Ossuna,,,,,,,,,,,,,,,,,,,,,,,,,,
49,elesl,Elefantel,Teles,excelentel,Teles alfaiate.- Ai,elel,,,,,,,,,,,,,,,,,,,,,,,,
50,Voce,eroce,Vou,Voces,Voc,,,,,,,,,,,,,,,,,,,,,,,,,
51,Ergueu-,Purgue-se,"hein2
Ergueu-se",Iarguesa,,,,,,,,,,,,,,,,,,,,,,,,,,
52,Breviario,Brevlario,Breviariol,Breviirio,,,,,,,,,,,,,,,,,,,,,,,,,,
53,DHE,ADHE,HE,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,Anda-me,scgunda,Anda,anda,Quanda,Sacke-hands,Andava,Iegenda,Outra-Banda,Suspenda,"procissao da bela varanda do
tabeliao",ajudanda,,,,,,,,,,,,,,,,,,
55,Auela,Aucla,Aquela,Auele,,,,,,,,,,,,,,,,,,,,,,,,,,
56,Ricocal,Chocalhe,"Ricocal
E",,,,,,,,,,,,,,,,,,,,,,,,,,,
57,cre,Cre,Creio,Creio la nisso',vcr,acre,acre ca,,,,,,,,,,,,,,,,,,,,,,,
58,reeorre,Correia,rua do Correio,Correu,Concorre,sorri,Brito Correia,,,,,,,,,,,,,,,,,,,,,,,
59,Ndo,"apa-
nhando",Iingindo,Iazendo,boceiando,Iendo,Ievando,Nundo,DO,,,,,,,,,,,,,,,,,,,,,
60,Joao Eduardu,Joao Eduardo,falardo,Jodo Eduardo,braco de Joio Eduardo,Joio Eduardo,Joao Eduardo:-- Trunfo,Joao Eduardol,Joaol,"Arco
Joao Eduardo",,,,,,,,,,,,,,,,,,,,
61,familia,maes de familia,Fami-,vigilia,"dizia.- Homem de
familia...",Militart,,,,,,,,,,,,,,,,,,,,,,,,
62,Repousarei,rua das Sousas,souhe,T9Sou,Sousas,rua dos Sousas,los Sousas,"rua das
Sousas",Sousas...,Sousa,"rua dos
Sousas",,,,,,,,,,,,,,,,,,,
63,S6 Amaro,so6 Amaro,s6 a,casarao amarelo,s6 Amaro,,,,,,,,,,,,,,,,,,,,,,,,,
64,Heliogabalo,Abalou,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,Recados,Pecado,Cansadote,Tropecara,,,,,,,,,,,,,,,,,,,,,,,,,,
66,Nuncn,Nunes,Nuncal,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,suiei,Aquie,Aqul,Quieta,Raquitico,desinquietava,Aquilo,xAqui,,,,,,,,,,,,,,,,,,,,,,
68,bebedo,plebelJesus,bebedeira,Bebedast,i beber1,,,,,,,,,,,,,,,,,,,,,,,,,
69,Iao dos comil6es,vastidao do peito,vastidao azul,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,reprcendia,indiferenga,Indicava,India,brandia,pondia,Indigis,preendia,,,,,,,,,,,,,,,,,,,,,,
71,Conheci,Conhecia-a,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,sObrCtudo,sobrctudo,sobrc,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,"Arrepen-
de-te",mexe-te,"Pimen-
tel de",Arrepen-,,,,,,,,,,,,,,,,,,,,,,,,,,
74,Gosta,Gostas,Gostava,Gustavo,Voltava,Repastava,Costurava,Instava,Costumava,Citava,,,,,,,,,,,,,,,,,,,,
75,secamente.--- Fecha,gente.-,vivamentc,Mentel-,taio decentel,Mente,menter,uorcaente:,Perfeitamente,Realmente,maiestosamente,Positivamente,Nantes,"pie-
dosamente",prazentea,Serpente,momenlo,Lltimamente,Instintivamente,Certamente,,,,,,,,,,
76,Alcantaral Famosa,cantaro,Santarm,Minta,Santa,santa cruz,"Santa Joana
de Aveiro",Cc Santa Barbara,Santa Cecilia,Santa Ana,"Santa-
rem","Ivenco
da Santa Cru",Santa Catarina,cantarl,cipe encantado,,,,,,,,,,,,,,,
77,Castelo,"monte do
Castela",casaste,Castaldus,,,,,,,,,,,,,,,,,,,,,,,,,,
78,L2,Saldanha.-,Saldanhinha,Pataratas do Saldanha,sala.- Mas,S.-O,,,,,,,,,,,,,,,,,,,,,,,,
79,cmbrulho,Julho,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,Benfica,justificagao,Enfim,Benedicat,IY,ficl,,,,,,,,,,,,,,,,,,,,,,,,
81,Soberba,Sobe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,Salve-Ralnha,Salve-Rainhas,unhas,"Rainha
Vito6ria",Salve-Rainha,Rainhas,,,,,,,,,,,,,,,,,,,,,,,,
83,visoes,es,caes,ES,tes:-,Lethes,Vezes,Ses,Tres,Es,kes,Resumia,Reso-,reves,,,,,,,,,,,,,,,,
84,"ponta dc
guarda-chuva",Conto,Alchntara,Contar,controvrsia,contarl,contaeto,Montara,,,,,,,,,,,,,,,,,,,,,,
85,Amaro:-,padrce Amaro,"Optimol
Amaro","Amaro
compIetara",Amarol Tragc,Amaro jantara,"MA BU
Amaro",Amaro?1,Amaro:--,Ribamar,Amaro,Sou Amaro,Ceu-A Amaro,"Se?-perguntou Amaro
ORIIE D P D IIE",sreformar,"Amaro:- Ouea
voce",Quando Amaro,Oh Amaro,E Amaro,"coroal
Amaro",Entao Amaro,Amarol,"Amaro
aot",real.- Amaro,dc Amaro,"palre
Amaro","Amaro paessou
o terpo",Amaro-e,I. Amaro,camara
86,Puderal,Perderam-me,Pudera,"mantelete.-
Pudera",saude,,,,,,,,,,,,,,,,,,,,,,,,,
87,Bonito,Bonita,Sd,Multo bonito,pcito,,,,,,,,,,,,,,,,,,,,,,,,,
88,"Voz do Distrito
---",Ctt DO DRE,Voe do Distrito,Distritol,Voz do Distrito,"Voe do Dis-
tito",Distrito,A Voz do Distrito,,,,,,,,,,,,,,,,,,,,,,
89,Misericordia...,Misericordias,"Mise-
ricordia",Misericordia-,Misericordia,Misericrdia,Misericodia,erdia,Mlisericordia,Miserlcordia,Miserico6rdia,balburdia,Cordova,Misericbrdia,"Miseric6ordia,-e","rua da
Misericordia",Misericorciia,,,,,,,,,,,,,
90,vlver,Silverio,Sllverio,"Silverio
pDara",bom Silverio,silvas,,,,,,,,,,,,,,,,,,,,,,,,
91,vcrmelha,velha,melha,Avelhadol,lha,pe da velha,,,,,,,,,,,,,,,,,,,,,,,,
92,tereno plano,serena,Esereve-me,Renas,Miserere,,,,,,,,,,,,,,,,,,,,,,,,,
93,beugala,"Portu-
gal",Porto,Portugal,bom portugues,em Portugal,,,,,,,,,,,,,,,,,,,,,,,,
94,paixao,caixa do rape,paixao extatica,caixao de galoes,Sa paiixao,Baixa,,,,,,,,,,,,,,,,,,,,,,,,
95,Ia-lhe,Perguntava-lhe,Fe-lhe,Devo-lhe,Meteu-lhe,Velo-lhe,Pego-lhe,Bufa-lhe,Fale-lhe,Arrahnja-se-lhe,Pode-lhe,,,,,,,,,,,,,,,,,,,
96,Daroguia,Dagui,Dagqui,Agui,,,,,,,,,,,,,,,,,,,,,,,,,,
97,Salomao,corrimao,"mao
papuda",mao,limao,maos,mao papuda,romaos oue,,,,,,,,,,,,,,,,,,,,,,
98,Aina,Ainaro,Anaro,nar,M,,,,,,,,,,,,,,,,,,,,,,,,,
99,pavor,Pavonio,Bavol bravol,apavorads,,,,,,,,,,,,,,,,,,,,,,,,,,
100,calinia das calinias,"caliinia das
calinias",i,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,Esguelhas,Esgue-,Esguclhas,I0,,,,,,,,,,,,,,,,,,,,,,,,,,
102,Comunicado,Comunicados,Coniunicadof,Comuni-,excomungadola,Uni-,Comunicadol,Excomunhao,,,,,,,,,,,,,,,,,,,,,,
103,criad6,Cumiada,Refugiada,criadat,criatural,crianga,,,,,,,,,,,,,,,,,,,,,,,,
104,Olha,Olhe,L-- Olhe,Olhce,Iarselhesa,Olhei,,,,,,,,,,,,,,,,,,,,,,,,
105,emogao,comogao,Mogco,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,homcm,"pe do
cemiterio",Belo homem,pe do homem,pe do valado,pe do estanco,pe do guartel,pe do rio,,,,,,,,,,,,,,,,,,,,,,
107,Virgilio,Santa Virginia...,Santa Virgem,Santa Virginia,Virgens,adoracdo da Virgem,Parto da Santa Virgem,,,,,,,,,,,,,,,,,,,,,,,
108,Chiquital,Chiguita,Muita,Cliquita,,,,,,,,,,,,,,,,,,,,,,,,,,
109,erna,Ternel,banco da taberna,"taberna do
tio Serafim",tabherna,consternaeao,taberna do Gego,"Eterna
Dor",,,,,,,,,,,,,,,,,,,,,,
110,Escute,Escusa,gute,Desculpe,,,,,,,,,,,,,,,,,,,,,,,,,,
111,Nlgas,Carvalhosa,Agasalho,"bigodc gri-
salho",Agasalha-te,Versalhes,casaLLIL.lSD,Coalho,,,,,,,,,,,,,,,,,,,,,,
112,Campos,Impossibilis,pos,Hipopotamol,Raposo,pos-,Posso,"cam-
pos",Campos Elisios,pos o pe,,,,,,,,,,,,,,,,,,,,
113,Largas rcsteaz de Sol,kste,cste,Foste,,,,,,,,,,,,,,,,,,,,,,,,,,
114,Dulcineia,sineirc,"sinei-
ros",,,,,,,,,,,,,,,,,,,,,,,,,,,
115,Provenga,presenga de Deus,presenga,Represen-,senga,,,,,,,,,,,,,,,,,,,,,,,,,
116,Fechou,Feche,Rabicho,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,Bispo,Ds,bispo diz- serds,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,embura,Iigura,Juras,tonturas,Juro,,,,,,,,,,,,,,,,,,,,,,,,,
119,Barrosa falar a Carlota...,Barrosa,cigarros.-,barrol,barbasl,Barroca,"estrada da
Barrosa",Barrosa-,Rosa,,,,,,,,,,,,,,,,,,,,,
120,Gralheira,Cralheira,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,adre,Madrid,Padre-Nossos de direitol,Deus-Padre,Padre,Madre-Abadessa,Padre-Nossos,,,,,,,,,,,,,,,,,,,,,,,
122,IW1,abragcar,genebra,brageo,admirageo,,,,,,,,,,,,,,,,,,,,,,,,,
123,Chut,HU,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,Cozinleiros,Drocozinho,pirozinho,parocozinho,ZI%,Joaozinho,vidraca da cozinha,,,,,,,,,,,,,,,,,,,,,,,
125,desejio,Desejou,desejo.- Ouve,Tejo,,,,,,,,,,,,,,,,,,,,,,,,,,
126,decncia,Providencia,Silencio,"Peni-
tencia",leferencia,benevolencia,Vicencia,"Vicen-
cia",Prudencia,Agencia Havas,Vlcetncia,,,,,,,,,,,,,,,,,,,
127,Civilicacdo,Civilizacao,Civilizacao...,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,Epistel,Pis,PI,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,suaAm-,AAG,AA3,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,I-,Hei-de-lhe,Hi-de,Hei-de,Hai-de,HIei-de,,,,,,,,,,,,,,,,,,,,,,,,
131,jeium,Jeiuar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,HlI,"RU0
Jahlota",Ahl,"e,%",Ah,,,,,,,,,,,,,,,,,,,,,,,,,
133,jd,Jdia...,diocese...,BIbi...,,,,,,,,,,,,,,,,,,,,,,,,,,
134,"entao daguela casa
tao barata",EDICAO MONUMENTAL,entao,entao s6,Entao hoie,Tenho cinuenta,Cntao,Entaol,Entaio,Entao,,,,,,,,,,,,,,,,,,,,
135,replica,Republica,EP22,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,Gracal Divagava,praca,graca,Praca,"praca
da Conc6rdia",Praca Nova,barraca,,,,,,,,,,,,,,,,,,,,,,,
137,gracejarl,saudaces,acei,Ceia,Acen-,Cacetel,Sacerd6clo,braceiava,,,,,,,,,,,,,,,,,,,,,,
138,"Mor-
gadinho",Cansadinho,Morgadinhos,Morgadinho,Morgado,Morgaditos,Morgados,,,,,,,,,,,,,,,,,,,,,,,
139,Brito,Espirito,Pompa Espiritual,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,cabo dum,cabo dos guarda-chuvas,cabo do Ultramontanismol,cabo da faca,Taborda,,,,,,,,,,,,,,,,,,,,,,,,,
141,lengol,algodeo,lengo de algodao,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,gadlo,Dregado,Dregao,Esfregava,,,,,,,,,,,,,,,,,,,,,,,,,,
143,grilhoes,juleou,leoes,moeo,taeoes,concepgeoes dum,,,,,,,,,,,,,,,,,,,,,,,,
144,lajeado,L,lajeado do largo,lajes,,,,,,,,,,,,,,,,,,,,,,,,,,
145,padrariao,Daria,Proletariado,farmaicia,Mouraria,Faria,Ifaria,Cessaria,ariastlcn,Sacrificaria,fard,Marialva,Chafariz,,,,,,,,,,,,,,,,,
146,Necessitava,necessita,necessarlo,necessairio,,,,,,,,,,,,,,,,,,,,,,,,,,
147,Lem-,dever1,Devem-no,P-N,,,,,,,,,,,,,,,,,,,,,,,,,,
148,palmas de martires,Joao das hiscas de cgarr,luvas de casimira,Poco das Bentas,Estigmas de S. Fancisco,NLLYehas anedotas de frades,,,,,,,,,,,,,,,,,,,,,,,,
149,baia,egua baia de Joaio,Bairrada,Baia,,,,,,,,,,,,,,,,,,,,,,,,,,
150,Ninguem,FRAD1UE MEMH,uem,nineuem cumgeE.,Cheguem-se,uem diabo,,,,,,,,,,,,,,,,,,,,,,,,
151,Quc,quc,Quce,pouc0,,,,,,,,,,,,,,,,,,,,,,,,,,
152,Godinha,Dbrinho,Godinho,Inglesinhos,Godinhos,Alipio de Vasconcelos Godinho,din,riquinhol,,,,,,,,,,,,,,,,,,,,,,
153,"Arvore da Cien-
cia",pe da jznela,"pe da
cama",Sua Csa,pe da mae,pe da cama,pe da cova,"pe da casa do fer-
reiro",,,,,,,,,,,,,,,,,,,,,,
154,Ohl,Oh,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,D0,IL D0  ADE,UCRI3E D0 AEIE,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,Encarnacao,indignacao,Nacao,Meditacao,falandocom inuietacao,Nac,"Sao da Encar-
nacao",viccao,,,,,,,,,,,,,,,,,,,,,,
157,Una,Nao,snaomn,Acabou-se-pensava-nao,"Cusl
--- Nao",,,,,,,,,,,,,,,,,,,,,,,,,
158,Sao,Sao baptizados,mao cheia,sao ca,Sao coisas ue,Sao cineo,,,,,,,,,,,,,,,,,,,,,,,,
159,graca de Deus,Eicode DeLs,Minuete de Mfozart,ria de pe,PlEASE DO,Torre de Babel,Bairro de David,Se de,vale de leng6is,UI1SE DU,,,,,,,,,,,,,,,,,,,,
160,novol,Novaisitos,bom Novais,areal  faisceava,soirees do Novais,Novais,novaa,casa do Novais,,,,,,,,,,,,,,,,,,,,,,
161,Ameliazinhal,pe da Ameliazinha,ceiazinha,Ameliazinha la,Ameliazinha,Ameliazinha-,Melinhal,"Ameliazinha da S. Joaneiral
- Que me",,,,,,,,,,,,,,,,,,,,,,
162,"L'ABB
MoRET",Mor-,More-,Morenal,morera dum aneurisma,Amor,,,,,,,,,,,,,,,,,,,,,,,,
163,terra,Pater,Terra-Nova,VY,terragco,Terra,aterrado,Inglaterra,pe do terragco,serra,,,,,,,,,,,,,,,,,,,,
164,prostituicao,Comuicado,Comu-,Comuicado-,Comui-,Comuicatdo,Crucificadol,,,,,,,,,,,,,,,,,,,,,,,
165,La vera,Universo,Fizera,Merati,Persevere,Vera,Veremnos,Verao,Viera,Conversara,Comecos da Primavera,,,,,,,,,,,,,,,,,,,
166,1I,UC1II,c1,UC 1I,,,,,,,,,,,,,,,,,,,,,,,,,,
167,carvao,Arvore,carvoes,trovoes,Camoes,,,,,,,,,,,,,,,,,,,,,,,,,
168,oragio,Coragces,Oral,Moral,Evora,Irral,ralva,,,,,,,,,,,,,,,,,,,,,,,
169,dali,bondale,caluda,Madalena,Dal,Vidalti,guardal,"ramta
da ual",almofada,Dalavras,,,,,,,,,,,,,,,,,,,,
170,Palletan,cavalete1,saleta da S. Joa-,saleta,Jalete,Jerusalem,,,,,,,,,,,,,,,,,,,,,,,,
171,"Cala-
fates",Cala-te,Calafates,"rua dos Cala-
fates n.e 53",Calas-te,,,,,,,,,,,,,,,,,,,,,,,,,
172,1W,"1W

l","i l
t",,,,,,,,,,,,,,,,,,,,,,,,,,,
173,instraa,Sintra,Traste,patraio,Atraves,tra,Tragou,trapeira,Trago,Atraiu-a,Diga-me 1al Traste,traeo,Entra,,,,,,,,,,,,,,,,,
174,Corespondencia,convulsoes,"Bem Pblicol
Onde","condessa.-
Bastante",Condes,rua dos Condes,Desconfiai,Ceu nao findava.- sOnde,,,,,,,,,,,,,,,,,,,,,,
175,pratol,ingratol,A6,Engraxou,,,,,,,,,,,,,,,,,,,,,,,,,,
176,Milao,N6s,Pascoal Bailao,Pascoa,Alcobaca -S. Pascoal Bailao,,,,,,,,,,,,,,,,,,,,,,,,,
177,Tlberio,Iaboriosa,Calvirio,Diirio Popular,Os6rio,Rio,lavatorio,Osorio,serio,periodicol,rio,Ofertorio,Natrio,Natirio,Calvario,Purgatorio,,,,,,,,,,,,,,
178,I.baninho3,banuinho,Libaninho atris,"Libaninho mur-
murava",Libaninho,"Libaninho de luvas pretas
cravo ao peito",ninhol,,,,,,,,,,,,,,,,,,,,,,,
179,"Eternidade dos
LouVoICS",adormecida,Ierocidade,ossa felicidade,Eternidade,Brutalidades,Ierocidade de impio,cidade1,placide,Trindade,Cuidado,autoridadel,humidade da ncvoa,,,,,,,,,,,,,,,,,
180,se5,Mise-,Ge-,Gethse-,Se-,e--,"Mise-
eatur",Disse-mo,Se,,,,,,,,,,,,,,,,,,,,,
181,Iraco,braco do padre Liset,braco,Obra,consideraco5es,abracos,,,,,,,,,,,,,,,,,,,,,,,,
182,Hereticus,us,uss,abusar1,causeuse,,,,,,,,,,,,,,,,,,,,,,,,,
183,Decerto,certol,Decertol-,partol,decertol,,,,,,,,,,,,,,,,,,,,,,,,,
184,snr.- Goncalves,Goncalves,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,LA FAUTE,V. S,s6,la s6,A::C,ragca s6,,,,,,,,,,,,,,,,,,,,,,,,
186,Dias,BIbDi,Diasl,sl,tndiasl,snr D. Josefa Dias-,,,,,,,,,,,,,,,,,,,,,,,,
187,Estado,"Bento
saceristaio",Estaio,Vista-,estado,Estai,Estar,Boa besta,Esta-me,Estave,,,,,,,,,,,,,,,,,,,,
188,Pelxoto,"Totol
- Li",Tot6,Peixoto,Tot6d,a Toto6-e,Toto,totda,TO,Totol,otozila,,,,,,,,,,,,,,,,,,,
189,Perdoe-me,Amellazinhal Perdoa,Perdao,Perdoa,Furdo,,,,,,,,,,,,,,,,,,,,,,,,,
190,Sejam quals,Judia,Qual Judial,Quall,,,,,,,,,,,,,,,,,,,,,,,,,,
191,colera,Colegas,colegal,gales,legalmentc,,,,,,,,,,,,,,,,,,,,,,,,,
192,jardim da Estrela,tcdo partido,Pago,jardim do Pago,Jardim de Lazaro,,,,,,,,,,,,,,,,,,,,,,,,,
193,Menina,Menino,Ninon de Lenclos,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,So,pensol.-O,solugos,Sol,absolvicao,solu-1,solucar,,,,,,,,,,,,,,,,,,,,,,,
195,"pas-
seiam",pas-,"pas-
seando",,,,,,,,,,,,,,,,,,,,,,,,,,,
196,Dlonisia,nisia,Dionisia,Dionisial,boa Dionisia,,,,,,,,,,,,,,,,,,,,,,,,,
197,Tertio,Aperte,perteneer,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,ParIis,Amor;Laparigas,Paris,imaginaco da rapariga,Rapariga,ranarigal,Amor;Laparigas de dezasseis,,,,,,,,,,,,,,,,,,,,,,,
199,bergo,bergco,Sergio,Rg.3,,,,,,,,,,,,,,,,,,,,,,,,,,
200,"pri-
meira",freira,Beira,Vieia,VIEIRA,praia da Vieira,HIein,Baboseiras,Vieira,,,,,,,,,,,,,,,,,,,,,
201,Luma-arma,ma alma,umna,umna armal,,,,,,,,,,,,,,,,,,,,,,,,,,
202,U  H I1It  1,U A1 I1,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,Santo Ilde-,vivencla dos santos,Santo Inacio,cantochao,boca dum santo,Antonia,santol,"Santo Inaiciol
Bendito",Santo,Coitadol Santo,Sanchcs,Santo Ambrosio,"Anto-
nia",taciturnidade dos santos,"Santos
Antonios",Sinto,desolacao dum santo,santo,cenuanto,Santo Tirso,,,,,,,,,,
204,Tossicou,Tosnoul,Todaos,tos,W,Ditosos,,,,,,,,,,,,,,,,,,,,,,,,
205,de Lisboa,Lisboal,V,estrada de Lisboa,Lisboa,aguas de Lisboa,Lisboa...,"Lisboa c
sa
 IMI1",,,,,,,,,,,,,,,,,,,,,,
206,Ate,Inenos,Atenos,Buenos-Aires,,,,,,,,,,,,,,,,,,,,,,,,,,
207,"c
crcia",Iaia,dizia.-,PF,Ftiopia,Asia,Aclia,iA,.'GIAE,Juliana,Eugenia,Persia,Ia,Wia,Iia,copia,,,,,,,,,,,,,,
208,Itroito,zo,Dezoito,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,"exclamou
Gustavo.-Quando",issol-exclamou,"igreja do Senhorl-
exclamou D. Maria da Assuncaio",cxclamotl,,,,,,,,,,,,,,,,,,,,,,,,,,
210,crlanga,missanga,Imissa,,,,,,,,,,,,,,,,,,,,,,,,,,,
