cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18,elem_19
27,Comuicado-,Comui-,Comuicado,Crucificadol,Comuicatdo,,,,,,,,,,,,,,,
28,Saldanha.-,P-N,Saldanhinha,Pataratas do Saldanha,,,,,,,,,,,,,,,,
29,lajeado,lajes,lajeado do largo,,,,,,,,,,,,,,,,,
30,Vera,Viera,Verao,uss,Comecos da Primavera,La vera,Fizera,,,,,,,,,,,,,
31,I11,Coitadinhal,Coitadita,coitaa,Coitada,H1,Coitaditas,Ievita,,,,,,,,,,,,
32,Ajoelhava,Olhava,Ilhava,Havanesa,Covilha,chocalhava,Bastilha,Milhares,,,,,,,,,,,,
33,ceu,IO,Ceus,Ceu,Ceul,,,,,,,,,,,,,,,
34,Gertrudes,Descia,Des,Abades,hdspedes,"des-
pDir-se","Guedes
gue",,,,,,,,,,,,,
35,tos,Tosnoul,,,,,,,,,,,,,,,,,,
36,Relia,Arelia,Argelia,Amcelia,sl,,,,,,,,,,,,,,,
37,III--0,Iii,"Iiii',2",xXIII,"rg1IN,1III",Eiiiiircicaieii,IIInpAIR  W,,,,,,,,,,,,,
38,pstl Eh lal,pstl pstl,Pst,us,Fol,,,,,,,,,,,,,,,
39,Santo,santol,boca dum santo,cenuanto,"Santos
Antonios",Santo Ambrosio,Sanchcs,"Anto-
nia",cantochao,desolacao dum santo,Coitadol Santo,vivencla dos santos,santo,"Santo Inaiciol
Bendito",Santo Ilde-,Santo Tirso,Antonia,Santo Inacio,,
40,Libaninho,I.baninho3,Libaninho atris,ee,ID,"Libaninho de luvas pretas
cravo ao peito",I-,ninhol,Qe,"Libaninho mur-
murava",,,,,,,,,,
41,Pego-lhe,rccci6,Devo-lhe,Pego,Velo-lhe,,,,,,,,,,,,,,,
42,Santa,Santa Ana,"Santa-
rem",Santarm,Expe-,Santa Catarina,Cc Santa Barbara,Santa Cecilia,"Ivenco
da Santa Cru","Santa Joana
de Aveiro",santa cruz,,,,,,,,,
43,Albina,fe,China,Ensina,Aina,Medicina,,,,,,,,,,,,,,
44,Quere-me,Quereria,Ahl,Quereis,Queres,ce,Queria,R0,Queria-a,,,,,,,,,,,
45,Cacetel,ete.,Acen-,Im,,,,,,,,,,,,,,,,
46,BIbDi,IW1,BIbi...,A1,,,,,,,,,,,,,,,,
47,Quieta,falandocom inuietacao,desinquietava,RE,,,,,,,,,,,,,,,,
48,aldeia,Debalde,A2,Baldeschi,Iobo,,,,,,,,,,,,,,,
49,LeaileEe,Ail,CRIlE,se5,,,,,,,,,,,,,,,,
50,Ponho,kes,Junho,A(;,PonRT6,,,,,,,,,,,,,,,
51,impaciencia,Li,impaciencia.-,Vaz,Consciencia,Pacienclal,,,,,,,,,,,,,,
52,rua da Miseric6rdia,Miseric6r-,rua da,rua da Miseri-,"rua da Miseri-
c6rdia",rua da Misericordia,"rua da
Miseric6rdia","rua da Miseri-
cordia",Miseric6rdia,sos da Misericbrdia,,,,,,,,,,
53,Ifaria,Faria,Mouraria,Daria,Cessaria,Chafariz,planeariam,fard,Sacrificaria,padrariao,,,,,,,,,,
54,CoOnfisso,Enfim,Creio la nisso',,,,,,,,,,,,,,,,,
55,Cegonha,1W,Tio Cegonhaf,Desavergonhada,,,,,,,,,,,,,,,,
56,Sousas,"rua das
Sousas",Repousarei,"rua dos
Sousas",rua dos Sousas,rua das Sousas,los Sousas,Sousa,Sousas...,abusar1,,,,,,,,,,
57,Ir,"Cala-
fates",Calafates,"rua dos Cala-
fates n.e 53",Cala-te,M,,,,,,,,,,,,,,
58,proxima,Apro-,pauis proximos,roxO,Ultima-,,,,,,,,,,,,,,,
59,Maldito,Bendito,Ditosos,amaldicoava,Garriffaldi,Maldigaol,,,,,,,,,,,,,,
60,Tolices,Tolicesl-,Joli,licenee,licenga,,,,,,,,,,,,,,,
61,A::C,Historia,"Poli-
tica e da Historia",historla,DHE,,,,,,,,,,,,,,,
62,Ia,Entra,Dentro,dentrol,controvrsia,Introibo,,,,,,,,,,,,,,
63,Menina,Eugenia,momenlo,Menino,a2,,,,,,,,,,,,,,,
64,Arco,Arco do Triunfo,Arco;c,,,,,,,,,,,,,,,,,
65,ue nio,FRAD1UE MEMH,Nio,,,,,,,,,,,,,,,,,
66,Paraiso,Prepara-te,Morais,Cabrais,Paradou,paraiso,Parabens,,,,,,,,,,,,,
67,Julho,juleou,Aconselhou,cmbrulho,,,,,,,,,,,,,,,,
68,jd,Entao hoie,entao s6,Entao,Entaol,entao,Cntao,Poco das Bentas,"entao daguela casa
tao barata",,,,,,,,,,,
69,cabeca,cabeca baixa,"Cabeca do
gs",cabeca caida,Acabe,cabega,,,,,,,,,,,,,,
70,Inas,Inas-,nas-,caes,ruinas,,,,,,,,,,,,,,,
71,Tambem,Bem,,,,,,,,,,,,,,,,,,
72,aui,Aui,"baui de
lata",Sauide,,,,,,,,,,,,,,,,
73,gque,Quero,"dc
paquete",sque,queiaa,,,,,,,,,,,,,,,
74,Agasalha-te,Agasalho,"bigodc gri-
salho",Coalho,casaLLIL.lSD,I0,i,,,,,,,,,,,,,
75,mexe-te,"Arrepen-
de-te","Vicen-
cia",Ohl,"Pimen-
tel de",Arrepen-,,,,,,,,,,,,,,
76,Costumava,Arfava,Causava,Acumulava,areal  faisceava,Juilgava,Abafava,Se,palrava,Dava,Costurava,,,,,,,,,
77,Estigmas de S. Fancisco,Esti,Estive,Fillstinos,Estimava,,,,,,,,,,,,,,,
78,Ave-Marias,ariastlcn,Ave-Marias...,Marialva,,,,,,,,,,,,,,,,
79,embura,Juras,tonturas,Iigura,segurarl,lepras,,,,,,,,,,,,,,
80,tre Valadares,pe Vai-te,Jofo,Valadares,,,,,,,,,,,,,,,,
81,Diga,Siga,Inulsigao,Viga-,rsIg,,,,,,,,,,,,,,,
82,taio,"Bento
saceristaio",taio fortes,permanceceu taio,Estaio,Entaio,taio decentel,,,,,,,,,,,,,
83,Amaro:-,camara,"MA BU
Amaro","coroal
Amaro",Amaro,"Optimol
Amaro",Amaro?1,"Amaro paessou
o terpo","Amaro
compIetara","Amaro:- Ouea
voce",Amarol,Ribamar,Amaro:--,"palre
Amaro",Amaro jantara,iA,Amarol Tragc,Amaro-e,"Amaro
aot",
84,Santa Apolonia,Polonia,Agonia,Taa YlonJa ise,Depols,,,,,,,,,,,,,,,
85,truzl,Cruzes,Vezes,Cruz,,,,,,,,,,,,,,,,
86,Realmente,AAG,Mente,"pie-
dosamente",EDICAO MONUMENTAL,uorcaente:,Instintivamente,Perfeitamente,Certamente,prazentea,secamente.--- Fecha,vivamentc,menter,maiestosamente,excelentel,Serpente,Lltimamente,Positivamente,Mentel-,gente.-
87,teho,Percebera,iberall,Iiberal,Liberus,,,,,,,,,,,,,,,
88,Fisica,"muisica clas-
sica",entisicando,"cg
isi",N6s,tisica,,,,,,,,,,,,,,
89,conego sulbia,"conego
Sanchcs",conego,"conego rindo-se-
ji ha","conego
Dias",Oh,senhor conego,irma do conego,lanegor,conegos,conego.-,Chnegou,"pe do
conego",conego Dias,,,,,,
90,Natariol,Natario,"Eu11
Natario",Natarla,"arocol
Natario",Natario-,snr.e D. Catarina,Natario.- Leia,"Portol
Natario",,,,,,,,,,,
91,Dassara,Dassaro,Passeio Piblico,Passa,magcas assadas,passala,Passei,,,,,,,,,,,,,
92,Rica,Ricas,Benedicat,suicas,fE,,,,,,,,,,,,,,,
93,Gostas,desgostol,EE3,Gosta,Gostava,HlI,,,,,,,,,,,,,,
94,Ftiopia,Entio,sentirla,,,,,,,,,,,,,,,,,
95,Estamos,Famosa,Vamos,Fomos,Havemos,Vamo-nos,,,,,,,,,,,,,,
96,bondale,Dal,dali,Madalena,Dalavras,,,,,,,,,,,,,,,
97,UCTIITEU,IIt,Iito,,,,,,,,,,,,,,,,,
98,Chalacal,chantc.-,Chateau-,cha,chavena,Chateaubriand,chan-,Achara,UR,,,,,,,,,,,
99,Dois M-,Dois,Dois Mundos,,,,,,,,,,,,,,,,,
100,Aindai,Trindade,"Santis-
sima Trindade",,,,,,,,,,,,,,,,,
101,saudaces,saude,,,,,,,,,,,,,,,,,,
102,Convencao,convulsoes,Conversara,Oonveneao,,,,,,,,,,,,,,,,
103,mana,Manon,io,luneta ma,PR MAnRO,Eu u2ro0 ve,sala.- Mas,"bancea
do mano",,,,,,,,,,,,
104,Distritol,Voz do Distrito,"Voz do Distrito
---",Voe do Distrito,Distrito,A Voz do Distrito,"Voe do Dis-
tito",,,,,,,,,,,,,
105,Bairro Alto,chaivenas de alto,Alto la,Alto,Maltes,punha de alto,alto Ceu,Saltou,RO,alto do Golgota,,,,,,,,,,
106,"Nosse
Senhora","Nossa
Senhora",Nossa,"Nossa
Senhora de Lourdes...","Nossa
Senhora das Dores","Nossa
Senhora de Lourdes","minha
senhora","Nossa
Senhoral",,,,,,,,,,,,
107,Corpus-Christi,corujas,Coroa,Cordova,"Ti
 .A",,,,,,,,,,,,,,,
108,Fci,Baleia,Leia,Gouveia,Leia Gavantus,Leia S. Tomas,Judeia,,,,,,,,,,,,,
109,Camoes,moeo,Va,Sd,So,,,,,,,,,,,,,,,
110,Brstol,Estoeve,Nunes,funestol,Honestol,istol,Estoico,,,,,,,,,,,,,
111,pouc0,Milao,Pascoal Bailao,Damasco,s7,Alcobaca -S. Pascoal Bailao,Pascoa,HE,,,,,,,,,,,,
112,Norte,Ee,do Norte,oa,rua do Norte,,,,,,,,,,,,,,,
113,Fel,felizx,,,,,,,,,,,,,,,,,,
114,Arran-,Gan-,Marrazes,,,,,,,,,,,,,,,,,
115,Populares,Tres,Teresas,Resumia,Reso-,L2,supressao,Pires,,,,,,,,,,,,
116,"S. Crisologo
S. Cipriano",ogo,Ilogo,AA3,Iogo,"faga
fogo",,,,,,,,,,,,,,
117,S. Domingos,Idci,Domingos,st do Domingos,Dominus,Domine,Dominara,,,,,,,,,,,,,
118,Joo,Assungaio,Assungcao,ps,Assungao,,,,,,,,,,,,,,,
119,Nova devogcaio,devogc6es,devogi,c6es,,,,,,,,,,,,,,,,
120,"Brito de
Alcobagca",Alcobagca,Alcobaga,Alcobagea,Alcbagca,,,,,,,,,,,,,,,
121,elel,Delecluze,Delxe,Belem,I1A,Del,,,,,,,,,,,,,,
122,Hi-de,Hai-de,Hei-de,HIei-de,,,,,,,,,,,,,,,,
123,baca,Alcobaca,balcoes,Alcobacal,Alcobaea,,,,,,,,,,,,,,,
124,tectos baixos do curral,Pinheiro,pinheiros baixos,baixo d,invcjando baixo,,,,,,,,,,,,,,,
125,Grandioso,Grande galhofa,Grande,"A21
O0IyI",Mande,,,,,,,,,,,,,,,
126,MI,,,,,,,,,,,,,,,,,,,
127,Fami-,vigilia,maes de familia,familia,Militart,,,,,,,,,,,,,,,
128,temi,Tem,Temo-la,,,,,,,,,,,,,,,,,
129,Ihe,lIhe,Ihes,Se Ihe,D-ihe,,,,,,,,,,,,,,,
130,casa do Novais,Novais,novaa,Novaisitos,bom Novais,yvai.-,soirees do Novais,,,,,,,,,,,,,
131,naio,Naio,,,,,,,,,,,,,,,,,,
132,barao,Expirara,arara,l-,Dobrara,Agarrara,,,,,,,,,,,,,,
133,U1i DO,vastidao do peito,cRIE DOPDRE,YIE DO AD HRE,MIE DO P,OIIE DO HDIE,GIE DO,Cais do Sodre,OORI1tE DO PDR,Sol do Poente,,,,,,,,,,
134,botica,ItI.,Politica,Polis,Litgo,,,,,,,,,,,,,,,
135,Hoe est,Estcu,Esteia,sc,Est,N,Nasceste,,,,,,,,,,,,,
136,Hereticus,More-,Mor-,morera dum aneurisma,"L'ABB
MoRET",Morenal,,,,,,,,,,,,,,
137,Saavedra,Iivros,Pedroso,baboso,Pede-os,Drometo,,,,,,,,,,,,,,
138,tentagcoes,plantagcoes,revelagcoes,consolagcoes,,,,,,,,,,,,,,,,
139,AZ,partgel,partol,tcdo partido,,,,,,,,,,,,,,,,
140,Soberba,bergo,bergco,Sergio,Mogco,,,,,,,,,,,,,,,
141,"madre
rodeira",Brincadeiras,Madeira,Madeiral,"1W

l",,,,,,,,,,,,,,,
142,travesscirinha,TInha,vizinhanga,panelinha,Melinhal,Sozinha,Vinha,madrinhal,VInha,"Rainha
Vito6ria",Minha,peitol Tinham-no,chapinhando,Agostinha,galinha gorda,Gertruudinhas,Joaninha,vidraca da cozinha,,
143,aiuntou,Levantaremos,levantou:-,levantou:- Entre,,,,,,,,,,,,,,,,
144,rorbida,Brigida,Ah,aivida,pilida,Vidalti,vastidao azul,Nutrida,,,,,,,,,,,,
145,Universo,Versalhes,Mr0,Viveml,Uni-,,,,,,,,,,,,,,,
146,"Se-
nhor",Naio senhor,Senhora ae dos Homens,senhorl,Amaro:-O senhor,Disse-mo o senhor padre,senhor2,Senhora do Rosario,senhoresl,"reumatico do senhor
chantre",Nosso Senhor,scnhoria,"igreja do Senhorl-
exclamou D. Maria da Assuncaio","graca
do Senhor","senhor dou-
tor",Senhora,,,,
147,Voltava,Gustavo,Citava,Instava,instraa,Repastava,instrugao,,,,,,,,,,,,,
148,redacgao,acgao,tecgao,acgao sacerdotal,,,,,,,,,,,,,,,,
149,ar.- Acudam,"ar.- Acudam
Da",Acudaml-,,,,,,,,,,,,,,,,,
150,Ceu nao findava.- sOnde,Condes,"condessa.-
Bastante",Daif,rua dos Condes,c1,,,,,,,,,,,,,,
151,Espirito,Brito,Brita,Brito Correia,,,,,,,,,,,,,,,,
152,egua,legua,aeguda,,,,,,,,,,,,,,,,,
153,bom portugues,em Portugal,"Portu-
gal",PorqvUe,Portugal,beugala,Porto,,,,,,,,,,,,,
154,genebra,almogeo,Vagen,admirageo,brageo,Fe,Obra,,,,,,,,,,,,,
155,Comendador de Cristo,Pobre de Cristol-,Cristol-,o Cristo,Pobre de Cristol- diizia Amaro.-,,,,,,,,,,,,,,,
156,Ricocal,Chocalhe,"Ricocal
E",Iu,,,,,,,,,,,,,,,,
157,Arvore,Voee,carvoes,,,,,,,,,,,,,,,,,
158,Luma-arma,DO,"c
crcia",farmaicia,maic,caricias,umna armal,,,,,,,,,,,,,
159,Boas-noites,Boa,"boa
fe","LA
FIDTE",boa dicta,,,,,,,,,,,,,,,
160,Concorre,I,Correia,sorri,Torre de Babel,Correu,corrimao,reeorre,rua do Correio,,,,,,,,,,,
161,Epistel,"monte do
Castela",Castelo,Diga-me 1al Traste,casaste,Traste,Castaldus,,,,,,,,,,,,,
162,carol,Aharo,Caro,Carocho,,,,,,,,,,,,,,,,
163,Certissimo,"Santissimo
Sacramento",Santissimo,Laboranti,Sim,Santissimo Sacramento,Santis-,,,,,,,,,,,,,
164,LA FAUTE,Escusa,Escute,Desculpe,scu,gute,,,,,,,,,,,,,,
165,Pecado,Recados,peco.-,uue,,,,,,,,,,,,,,,,
166,Amparozinho,Amparo-,Amparo,Amparo da botica,"Amparo
da botica",,,,,,,,,,,,,,,
167,Jardim de Lazaro,jardim da Estrela,jardim do Pago,dim,,,,,,,,,,,,,,,,
168,Diasl,snr D. Josefa Dias-,barbasl,tndiasl,Dias,,,,,,,,,,,,,,,
169,diocese...,Voce,Voc,Voces,eroce,Ds,,,,,,,,,,,,,,
170,balle,"L-
xVI",Pombal,U,Pomhal,Pompa Espiritual,,,,,,,,,,,,,,
171,camphanha,Amanha,manhai,amanha,manhal,manhi,Espanha,,,,,,,,,,,,,
172,ncvoa,Hoie,hoie,,,,,,,,,,,,,,,,,
173,cova da enxerga,s6 da a,s6 a,Ioia da jinel,piicaro da agua,,,,,,,,,,,,,,,
174,Deixa,Deixa-la,Deixem,Deixe,Deixa-las,Y,deio,,,,,,,,,,,,,
175,snaomn,Nao,Naol Bem,,,,,,,,,,,,,,,,,
176,UI1II0,I1I11A,UC1II,,,,,,,,,,,,,,,,,
177,pe da cova,"pe da casa do fer-
reiro",pe da cama,pe da jznela,pe da mae,"pe da
cama","Arvore da Cien-
cia",,,,,,,,,,,,,
178,romaos oue,Roma,Oue,,,,,,,,,,,,,,,,,
179,Ievando,Iingindo,Nundo,Ndo,"apa-
nhando",Iazendo,Iendo,,,,,,,,,,,,,
180,Comegou,comn,comogao,com-,Comu-,Comega,,,,,,,,,,,,,,
181,Mau,Parou,rouba,Preparou-a,Darouia,,,,,,,,,,,,,,,
182,Con-,Encolhia,Encon-,lencol,,,,,,,,,,,,,,,,
183,bispo diz- serds,Bispo,,,,,,,,,,,,,,,,,,
184,Sabe,Sabel,Sabla,Sabes,,,,,,,,,,,,,,,,
185,tira-mo:-,Tira-mo,Tirado,tiranico,Tirha,,,,,,,,,,,,,,,
186,Agosrinho,"pocilga do
Agostinho",Agos-,"Agos-
tinho",dc,"Agos-
tinlho",,,,,,,,,,,,,,
187,Sao baptizados,Sao coisas ue,sao ca,Sao,mao cheia,Sao cineo,,,,,,,,,,,,,,
188,Eicode DeLs,A6,vale de leng6is,"e,%",Ninon de Lenclos,Valeu,Minuete de Mfozart,,,,,,,,,,,,,
189,"Cusl
--- Nao","Leirial
-- Bem","Leirial
--- Voce","Leirial
---",,,,,,,,,,,,,,,,
190,pe da Cortegaca,Cortegaca,Cortegaga,,,,,,,,,,,,,,,,,
191,Estado,Estave,Estar,Esta-me,Estai,Boa besta,Vista-,estado,,,,,,,,,,,,
192,tudol,Tudo,Laudo,Tudol Tio,Ve,Secudo,,,,,,,,,,,,,,
193,certol,Decerto,decertol,Decertol-,IR,,,,,,,,,,,,,,,
194,"mantelete.-
Pudera",Puderal,Pudera,,,,,,,,,,,,,,,,,
195,ELP2EPeELl9-9tam-aLl9ias,LEEL,L29LPPl9.zeEeL9LPEEES-.s-,,,,,,,,,,,,,,,,,
196,estrada da Figueira,Trigueiros,Trigueira,Figueira,,,,,,,,,,,,,,,,
197,Suspenda,Iegenda,,,,,,,,,,,,,,,,,,
198,Aproeito,Respeito,ieito,HIein,despeitol Ah,suiei,L-,,,,,,,,,,,,,
199,braco,abracos,Iraco,braco do padre Liset,,,,,,,,,,,,,,,,
200,Nuncn,3L,Nuncal,caluda,,,,,,,,,,,,,,,,
201,C6u?1,hierarguia,Agui,Dagui,Daroguia,,,,,,,,,,,,,,,
202,1I,Emagrecia,Emagreccu,"Pa-
recia",magro,,,,,,,,,,,,,,,
203,Bavol bravol,pavor,Pavonio,apavorads,,,,,,,,,,,,,,,,
204,Raposo,pos,pos o pe,pos-,Posso,"cam-
pos",,,,,,,,,,,,,,
205,Obrigada,ctsa,Obrigado,--- Obrigado,,,,,,,,,,,,,,,,
206,Mulher,incndio das Tulherias,"luval Tem
pilheria",Tulherias,,,,,,,,,,,,,,,,
207,tristezal,ue,HU,cste,kste,Foste,,,,,,,,,,,,,,
208,FhRADIuU,perfidia,invadia,Vadios,Adian-,,,,,,,,,,,,,,,
209,INtI,Sinto,Minta,Sintra,,,,,,,,,,,,,,,,
210,Freitas,umta,oMTas,"ramta
da ual",vTas,,,,,,,,,,,,,,,
211,Faz,Fazem-me,Faz-me,,,,,,,,,,,,,,,,,
212,Pareceu-,a4,Parece-me,Recu-,Receru-,,,,,,,,,,,,,,,
213,lamuria,Riam,riacho ue,Cu,glria,Abria,gria,,,,,,,,,,,,,
214,Provarei,Provenga,provotu,trovoes,novol,,,,,,,,,,,,,,,
215,dever1,reves,Lausperee,Persevere,Devem-no,Veremnos,Persia,T,,,,,,,,,,,,
216,ge,ELs,PI,movels,imovel,sels,,,,,,,,,,,,,,
217,YIE,Sc,,,,,,,,,,,,,,,,,,
218,"Outu-
bro",Doutor,Outono,Iuto,tonas,,,,,,,,,,,,,,,
219,Haviam,lavia,IIaviam,Iam,Iia,,,,,,,,,,,,,,,
220,Algarve,Eclogas,Nlgas,ago gasto,,,,,,,,,,,,,,,,
221,Cliquita,Chiquital,Muita,Chiguita,,,,,,,,,,,,,,,,
222,vcrmelha,velha,melha,pe da velha,Avelhadol,,,,,,,,,,,,,,,
223,Padre-Nossos,Padre-Nossos de direitol,Madre-Abadessa,adre,Deus-Padre,Padre,Madrid,Dcu,,,,,,,,,,,,
224,Ruala,Rua,,,,,,,,,,,,,,,,,,
225,lcite,Itroito,Dezoito,pcito,excitagac,Tito-Liio,,,,,,,,,,,,,,
226,luvas de casimira,acre ca,jai ca,dlze ca,dize ca,,,,,,,,,,,,,,,
227,cacoar,Macaco,Macas,Fumaca,Macaco e da Baleia,,,,,,,,,,,,,,,
228,custou1,Custou,cstou,Dcus,,,,,,,,,,,,,,,,
229,desejo.- Ouve,Wia,Desejou,desesperados:-,desejio,deserta,,,,,,,,,,,,,,
230,ingratol,pratol,,,,,,,,,,,,,,,,,,
231,Quce,Quc,e--,quc,,,,,,,,,,,,,,,,
232,CRIYE DU P,cnsa du,La,Se de,UCRI3E D0 AEIE,Ae,UI1SE DU,PlEASE DO,,,,,,,,,,,,
233,cara redonda,hostia redonda,hostia,"cahecinha
redonda",,,,,,,,,,,,,,,,
234,Morta,furta,portao verde,hortalica,DORTI,Mortal,,,,,,,,,,,,,,
235,Es,Berlim,ca,dir-lim,,,,,,,,,,,,,,,,
236,snr.- Goncalves,Goncalves,,,,,,,,,,,,,,,,,,
237,Iil,"tipo6-
grafo","sotainas ne-
grasla",TO,sotainas,,,,,,,,,,,,,,,
238,Indicava,cavalete1,Flcava,EP22,cobicava,EspacaVa,polcava,,,,,,,,,,,,,
239,mar-me da janela,jancela,Janelas,Tanelro,,,,,,,,,,,,,,,,
240,Rossio,Tossicou,Vossemece,Iicou,,,,,,,,,,,,,,,,
241,taeoes,concepgeoes dum,grilhoes,sioes,leoes,visoes,,,,,,,,,,,,,,
242,D0,Atenos,Inenos,Buenos-Aires,,,,,,,,,,,,,,,,
243,Morgadinhos,Morgados,Morgaditos,"Mor-
gadinho",Morgadinho,Morgado,Cansadinho,,,,,,,,,,,,,
244,Carne,CARNE,,,,,,,,,,,,,,,,,,
245,presenga de Deus,presenga,Represen-,senga,,,,,,,,,,,,,,,,
246,barrol,Barrosa falar a Carlota...,Rosa,Barroca,cigarros.-,Barrosa,Barrosa-,"estrada da
Barrosa",,,,,,,,,,,,
247,Materia,Tertio,Pater,Mater-dolorcsa,Ate,,,,,,,,,,,,,,,
248,Vejam,gracejarl,Sertaneja,,,,,,,,,,,,,,,,,
249,Ovidio-,Dlonisia,nisia,boa Dionisia,Dionisia,Vim,Dionisial,,,,,,,,,,,,,
250,Terra-Nova,aterrado,Inglaterra,pe do terragco,terra,serra,terragco,Terra,,,,,,,,,,,,
251,"s6
sensagao",irritagao,Potis,satisfagao,justificagao,satisfacaio,,,,,,,,,,,,,,
252,"seminario
cC",seminario,,,,,,,,,,,,,,,,,,
253,"i l
t",la s6,Ai,Pragca,ragca s6,Coragces,abragcar,,,,,,,,,,,,,
254,Largas rcsteaz de Sol,Hotel de Ville,"Sol
de Dezembro",Sol de Maio,Setembro,Sol de Setembro,s6,,,,,,,,,,,,,
255,Tot6,Tot6d,,,,,,,,,,,,,,,,,,
256,Case-me,Case,casehre,,,,,,,,,,,,,,,,,
257,Joanal,Batalha,Canalha,bacalhau2,Canalhal,,,,,,,,,,,,,,,
258,Caspitel,Caspitel-,,,,,,,,,,,,,,,,,,
259,Rugca,boa acgcaio,Iougcas,,,,,,,,,,,,,,,,,
260,Amellazinhal Perdoa,Amellal,Amella,,,,,,,,,,,,,,,,,
261,Trento,Casamento,firmezal,sentimentol,Carmens,Sacramento,Sarmento,Sargento,,,,,,,,,,,,
262,rcdo,Crcdo,,,,,,,,,,,,,,,,,,
263,IME,"scu
cnteiro",Cozinleiros,Cordeiro Pascal,Vimeiro,Janeiro,"RO
DoIme",,,,,,,,,,,,,
264,Adeus,causeuse,"Deus,-e
Deus","Deusl
Gorda","Deus
t-",Deus,Deusl,,,,,,,,,,,,,
265,"Nossa Senhora
das Dores",Casamento de Nossa Senhora,boa senhora,Nossa Senhora da Saude,Vossa,"Nossa Senhorae
S. Vicente","Nossa Senhora do Rosario...
Disse-a o padre Vicente",Inimizade de Nossa Senhora,Nossa Senhora das Dores,Nossa Senhora,ma senhora,Nossas Senhoras,minha senhora,"Nossa Senhora
da Ermida",V,,,,,
266,solucar,solu-1,solugos,umna,Sol,,,,,,,,,,,,,,,
267,Proletariado,Maleriadol,chio,Liado,Chiado,Apoiado,,,,,,,,,,,,,,
268,Associago das Servas,Dassos,Passou-lhe,Assombrado,Associago,asso,ASSOMOlR,Passou,Asstucio,,,,,,,,,,,
