cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9
44.0,Vieux-Collège,collège de,"collège de
Sarlande",collège cèlèbre,collège de Lyon,collège n’,,,,
45.0,rue des Dames,Dame,Rue des Dames,Jardin des Plantes,d’hippopotames,DAME,,,,
46.0,Trouves-tu mon Muguet,Muguets,Muguet,,,,,,,
47.0,Coucou-Blanc!.,Coucou-Blanc,COUCOU-BLANC,Blanc,Mile Coucou-Blanc,"Coucou-
Blanc",,,,
48.0,m'’appelait,m'’allait,Te rappelles-tu,m'’appelais,,,,,,
49.0,gros Serrières,Serrières,serrure,Sèvres,,,,,,
50.0,Paris,Parisiens,Charivaris,Parisien,Tiens,,,,,
51.0,Prairie,la Prairie,,,,,,,,
52.0,Attention,goutte,Éttenez,Attends,Venez,Comprenez,,,,
53.0,Rosellen,Le Rosellen,Mademoiselle,Rose,,,,,,
54.0,Voilà,Vois,Sois,,,,,,,
55.0,Rome,Providence,lapromenade,Men,Promettez,Cadet,,,,
56.0,Alsacien,Alsace,,,,,,,,
57.0,Avez,Savez,,,,,,,,
58.0,Arrêtez,Prêtez,,,,,,,,
59.0,mitra,m'’entraînant,m'’effraya,s’entr’,,,,,,
60.0,Araignée,Scarabées,Escargots,,,,,,,
61.0,Pruneaux,bordeaux,Sceaux,Caveau,Beaux,Beaucaire,,,,
62.0,Souwaroff,Chauve-Souris,soufHe,Soubeyrol,,,,,,
63.0,la Bretagne,Bretagne,,,,,,,,
64.0,LL LPS,LL LL Sd,"ENLÈVEMENT 217

w / ae SI LL Sd",,,,,,,
65.0,Combien,Lombards,Colombine,,,,,,,
66.0,"CRISTAUX
Ancienne Maison Lalouette

|
|
|",Fouette,Lalouette,"vieux
Lalouette",,,,,,
67.0,Lamartine d’Elvire,Montmartre,Montélimart,,,,,,,
68.0,ronfla,porte Zéperons,Zéperons,Emporte,,,,,,
69.0,Impossible,Grossiers,miséra-a-ble!,,,,,,,
70.0,Sarlandais,Sar-,Sarlande,Inde,,,,,,
71.0,du cher,Cher,Mon cher,Chers,,,,,,
72.0,Danielo,Daniel,,,,,,,,
73.0,Hacqueville,cette Bastille,Jacques,,,,,,,
74.0,Pilouitt!.,Ebloui,,,,,,,,
75.0,Frinc,principal n’,principal,Port-au-Prince,,,,,,
76.0,RCE S ON,RCE,,,,,,,,
77.0,"CAOUTCHOUCS III

rs",dr rs,"Ps

A ii

D",,,,,,,
78.0,Chili,Philistine,,,,,,,,
79.0,Alfort,Infortunes,École d’Alfort,,,,,,,
80.0,poète!.,honte!.,Montez,,,,,,,
81.0,îles Marquises,Chenilles,fillesen,Les Chenilles,LES,,,,,
82.0,Anastagille,mastoïdes,Anastasie,Gymnase,Rana-Valo,,,,,
83.0,faubourg Saint-Germain,Saint-Germain-des-,Saint-Germain-des-Prés,Saint-Germain,clocher de Saint-Germain,Prés-Saint-Gervais,,,,
84.0,Luxembourg,beurrées,bourrée,,,,,,,
85.0,m'’asseoir,LT LS,Embrasse,fort Loyasse,Loyasse,,,,,
86.0,"Bibliothèque nationale de France

4 LE PETIT CHOSE

ro

 

PE

 

 

 

US

Je dois dire",Petit-Cercle,160 LE PETIT,80 LE,,,,,,
87.0,PA fesse RD,buis,suisse,Réfléchissez,,,,,,
88.0,d’Espagne,Champenoise,sur-le-champ,champagne,pagna,,,,,
89.0,Seigneur,Notre-Seigneur,Guigne,Signez,,,,,,
90.0,Polichinelle,Chinois,Coquine,Chine,,,,,,
91.0,Grand-Cercle,Grand-Orient,Algérien,,,,,,,
92.0,tolocototignan,"Toloco-
totignan",Tolocototignan,Toloco-,,,,,,
93.0,Vois-tu!,"Es-tu
retourné",Comprends-tu cela,Crois-tu,croisée,Sais-tu qu’,,,,
94.0,RSR R RER,Entrerai-je,RER,TIRER,,,,,,
95.0,Se dd,Toto do do dd,Fer,"FER 97

Sd dd dd",,,,,,
96.0,romains,Touraine,Maintenant,Maine,Porcelaines,Mathurine,,,,
97.0,Midi,noble n’,"fe me cn -

 

 

X
IRMA",le Midi,,,,,,
98.0,Coucou-,Micou,Écoutez,Coucou,Boucoyran,,,,,
99.0,ner là-bas,trouverez là-bas des amis,Bas,irons /à-bas,Ià-bas,,,,,
100.0,Eux,veux-tu,,,,,,,,
101.0,Tes,Amalécites,du Nord,Carmélites,lit n’,Éliacin,,,,
102.0,théâtre Montparnasse,Montparnasse,boulevard Montparnasse,"-

Moi",,,,,,
103.0,Lakçamana,la manche,mans,,,,,,,
104.0,Bernerette,Musette,Eyssette,Mne Evyssette,,,,,,
105.0,"Tes

l’air",LS L,A l’aube,"TES

Sd",tueras là-haut,,,,,
106.0,niais,initiais,,,,,,,,
107.0,Afrique,l'Afrique,,,,,,,,
108.0,Vienne,Sonne,Grenelle,tonnelle,,,,,,
109.0,"PAPILLON

Je crois bien!",cimetière des Papillons,Papillon,guide-ballon n’,"PAPILLON
Chut","PAPILLON

Est","PAPILLON S
Ah!",Grillon,PAPILLON,"PAPILLON

C’"
110.0,Aïmez,Rime,estimez,,,,,,,
111.0,Palais-Mazarin,Palerme,Kalatçala,Palais-Royal,,,,,,
112.0,guipure,bésigue,Figurez,,,,,,,
113.0,Batignolles,"Bati-
gnolles",Récollets,,,,,,,
114.0,mois!.,Pilois,Pilois!.,kss!.,,,,,,
115.0,"rue
Saint-Guillaume",rue Saint-Guillaume,Saint-Guillaume,,,,,,,
116.0,Brave,Bravo,,,,,,,,
117.0,Vive,Sitôt,Université,,,,,,,
118.0,"RÊVE 229

D",RÊVE,,,,,,,,
119.0,SAUMON 175,SAUMON,Saumon,,,,,,,
120.0,Désir-de-plaire,Mont-,mont-de-piété,,,,,,,
121.0,victoria de la dame,victoria,,,,,,,,
122.0,Faust,Amour,Moustier,,,,,,,
123.0,vages,Courage,Agen,,,,,,,
124.0,kakatoès,Vatel,Observatoire,,,,,,,
125.0,Malheureuse-,Malheu-,Malheureu-,,,,,,,
126.0,Languedoc,Langlumeau,,,,,,,,
127.0,LA BÊTE À BON DIEU,"LA BÊTE A BON DIEU

Quoi donc ?

LE PAPILLON","FETE

AE",—- Bonjour,LA BÊTE A BON,LA BÊTE A BON DIEU,,,,
128.0,Lyon,"place des
Terreaux",Lovelaces,Place!,,,,,,
129.0,Quartier-,Quartier Latin,"Quartier
Latin",Latin,"Quartier
Latin!",Quartier-Latin,,,,
130.0,Cristaux,Nécro-,critérium!.,Écris,,,,,,
