cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13
34,accabl6e,ca,canape,caillox,,,,,,,,,,
35,Ialemoiselle de Fontenay,ayaht,"ESPRANG
Madame de Fontenay",Etonnante,tenay,Fontenay,deFontenay,Fon,-  Maintenant,adame de Fontenay,Fonteray,"A madame
de Fontenay",,
36,aimais,- Nais,jais,Joubliais,Apaisee,etais,Jamais,,,,,,,
37,fremir,ampe,meltre,empecher,trempee,extreme,sutr,treizieme annee,remportee,,,,,
38,Wagon,wagon,gargon,lagonie,,,,,,,,,,
39,Dominique,Bibliotheque,Quelque,Quelquefois,,,,,,,,,,
40,vieI Voyez,Voyez,,,,,,,,,,,,
41,Flore,Sincere,Florence,,,,,,,,,,,
42,nfgrmit asoinoNee,oi,soif1,empoisonnee,Sois,soil,toisie,Soie,,,,,,
43,A92,A9,,,,,,,,,,,,
44,C'6tait,gtait,A,,,,,,,,,,,
45,endure,eesie triete,Asie Mineure  Rien,Asie Mineure,,,,,,,,,,
46,Marsan,J6-,Lausanne,Eugene Marsan,,,,,,,,,,
47,Comite,Manuscrits,inusitee,agitee,musie,ie-ereniossitadeeetel,,,,,,,,
48,allees,Allemagne,collee,allee,allegee,,,,,,,,,
49,zcc::x,colombes,stt,Cest,Est,est-tce,,,,,,,,
50,eg,Lgypte,Egypte,gptt,volupte,,,,,,,,,
51,clair6,"desir
opulaire",nobiliaire.6,dlire,eclairee,soiree,A8,,,,,,,
52,Rome,Jerbome,Ierome,1-- Jerme,Jerome,,,,,,,,,
53,N0ELLE,H,N0iELLE,Elle ajauta,viellles,NO0VELLE,Versailles,velle,N0VELLE,N0VELLB,vis-a-vis d'elle,elliptiquie,"pas,,.elle",
54,glle,barcarolle,Nulle,liitlle seit,"LLL

L

I


LI",N0ivLLLE,Seville,Rlle,tulle,.Rlle,,,,
55,Partez,partce,sondepart,,,,,,,,,,,
56,reprenez-la,Apres,precis,apre,Apre,E,,,,,,,,
57,lesarbres,reseda,Naples,Sales,boules-de-neige,Flles,essouffles,lese,Les20,e1SeS,Th6erese,,,
58,Franec,Ia France,de France,ESPfiRANCL,ESPEnRANCE,ESPIiRANCE,Nancy,hafr,France,fratche,,,,
59,feuillage du Luxembourg,Luxembourg,Bourgogne,,,,,,,,,,,
60,J6r0me,Ir0me,Ierbme,Ier0me,h Ier0me,Jr0me,,,,,,,,
61,grace,Alsace,glacee,enacee,,,,,,,,,,
62,posees,Rozee,rosee tiede,tibede,,,,,,,,,,
63,desarroi,Indes,jardin des Vosges,Vosges,,,,,,,,,,
64,bruni,beuf,reuni,amnie,,,,,,,,,,
65,inegal,Touraine,Corinthe,Dauphine,Seine,maine,la Seine,Messine,Anzin,Sahine,Subine,Ine,Berlin,fbine
66,l'Espagne,gne,Pologne,Espagne,,,,,,,,,,
67,Forbier,madare,"rue madame
Forbier",,,,,,,,,,,
68,chemnins,cheminee chaude,cheminee,,,,,,,,,,,
69,Ferney,acharnee,port6,du morne,morne,eorps,,,,,,,,
70,vde,- D6cide,devolr,decidee,,,,,,,,,,
71,mer d'Aow,Chaoun,y-,Aow,,,,,,,,,,
72,meles,Leurs-,poele,elan,Noel,A55,lez,Michelet,Nationsle,ele,telegruphie,,,
73,A38,A335,A30,A3,,,,,,,,,,
74,rohe,gauchement,Boheme,,,,,,,,,,,
75,N0UvELLBE,N0UVELILE,N0UVLLE,N0UVELLI,M0UVELLE,N0UVEILLE,N0UVELLB,N0UVELLE,,,,,,
76,Bruyeres,"chambre
deshabituee",au-,chteau,chateau des Bruyeres,,,,,,,,,
77,Assise,- tu vois,Bois,malemoiselle,l'Oise,Heloise,Oise,,,,,,,
78,avaitvecu,Lhiver,Ia2,vecu,,,,,,,,,,
79,decouragee,Wurtemberg,ecourtees,,,,,,,,,,,
80,IUn,luhne,lunes bleues,lune,,,,,,,,,,
81,amiti6,moitie,clematites,cIT',ntit,,,,,,,,,
82,perse,sreeor,Pierre,serree,,,,,,,,,,
83,inteni-LA NOUVELLE,leLA NOUVELLE EsPfERANCE,LA NO0VELLE,I.A NOUvELLE,NoUvILLB,ESPRANCRLA NOUVELLE,",- Nou",ILA NOELLIE,LA NOUvELLE,luiILA NOUyELLE,NoUVELLE,,,
