cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11
54.0,ntit,clematites,Ioutes,,,,,,,,,
55.0,Hollande,elan,,,,,,,,,,
56.0,manche,la manche,,,,,,,,,,
57.0,eperdus,perse,,,,,,,,,,
58.0,Etat,Quittez,quittat,tqui,,,,,,,,
59.0,N0ivLLLE,Seville,liitlle seit,.Rlle,Blle,Nulle,Rlle,glle,Flles,tulle,,
60.0,Louvre,du Louvre,emouvoir,,,,,,,,,
61.0,Agrigente,Rgent,inventee,"LLL

L

I


LI",,,,,,,,
62.0,lunes bleues,lune,Leurs-,,,,,,,,,
63.0,Lucile,Eile,soleil,,,,,,,,,
64.0,Marseillaise,Suisse,Anglais,Laisse,laissel,,,,,,,
65.0,essouffles,Naples,blessee,Les20,meles,lese,Sales,boules-de-neige,,,,
66.0,malemoiselle,- tu vois,Heloise,toisie,Oise,Assise,l'Oise,,,,,
67.0,Rome,1-- Jerme,Ierome,Jerome,Jerbome,,,,,,,
68.0,"chambre
deshabituee",Lambur,,,,,,,,,,
69.0,Rouen,Mossoul,souenir,,,,,,,,,
70.0,mediocre,Vienne,comedienne,rue de l'Ancienne-Comedie,,,,,,,,
71.0,Marsan,Eugene Marsan,,,,,,,,,,
72.0,lesarbres,desarroi,Indes,,,,,,,,,
73.0,Passy,fievre,Sevres,ocuiivre,,,,,,,,
74.0,N0UVLLE,N0UVELLI,M0UVELLE,N0UVEILLE,N0UVELLE BSPEnANCE,N0UVELLB,N0UVIILLE,N0UVELLE,N0UVELILE,N0UvELLBE,,
75.0,Nationsle,reponse,Latin,,,,,,,,,
76.0,Phiiippe,OhIl,Philosopige,,,,,,,,,
77.0,Fonteray,deFontenay,"ESPRANG
Madame de Fontenay",Fon,adame de Fontenay,tenay,Ialemoiselle de Fontenay,"A madame
de Fontenay",-  Maintenant,Fontenay,bonte,
78.0,attrist6e,A Paris,Narie,Paris,,,,,,,,
79.0,h Ier0me,Ier0me,Jr0me,J6r0me,Ir0me,,,,,,,
80.0,Cest,Est,est-tce,,,,,,,,,
81.0,Wagon,lagonie,wagon,gargon,,,,,,,,
82.0,Bourgogne,feuillage du Luxembourg,Luxembourg,,,,,,,,,
83.0,Elseneur,Asie Mineure,Asie Mineure  Rien,eesie triete,,,,,,,,
84.0,tete collee,nettete,saintete,tete courbee,tete,tetu,,,,,,
85.0,piece,Ierbme,Pierre,serree,,,,,,,,
86.0,moitie,amiti6,Comite,,,,,,,,,
87.0,barcarolle,Iyrol,,,,,,,,,,
88.0,sreeor,eorps,,,,,,,,,,
89.0,decouragee,beatoup,Touraine,detour,Pour-,Tournon,,,,,,
90.0,vieI Voyez,Voyez,,,,,,,,,,
91.0,cheminee,cheminee chaude,,,,,,,,,,
92.0,N0UYELLB,N0UYELLE BSP RANCL,LLA N0UyELLE,N0UYEILILE,N0IUYELLB,N0UYELLE,LA N0OUYELL,,,,,
93.0,A Henri,lenri,,,,,,,,,,
94.0,Dominique,Quelquefois,Quelque,Bibliotheque,,,,,,,,
95.0,htel,Dauphine,telegruphie,,,,,,,,,
96.0,amnie,Etonnante,ESPEnANCB,Nancy,,,,,,,,
97.0,ESPfiRANCL,Ia France,ESPIiRANCE,ESPEnRANCE,de France,France,Franec,,,,,
98.0,N0UELLB,"N0UELLE E9PRANCB
Elle dit:
.--",N0UELLE,,,,,,,,,
99.0,G:;auan,Iandis,uand,,,,,,,,,
100.0,hebetee,bete,,,,,,,,,,
101.0,musie,agitee,inusitee,,,,,,,,,
102.0,ampe,empecher,meltre,fremir,extreme,trempee,,,,,,
103.0,Comment,Bengale,Attentive,sentimentale,,,,,,,,
104.0,ecourtees,Berlin,Wurtemberg,,,,,,,,,
105.0,Flore,Florence,,,,,,,,,,
106.0,grace,glacee,enacee,Alsace,,,,,,,,
