cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18,elem_19,elem_20,elem_21,elem_22,elem_23,elem_24
22,antre moiti6,titsft,G,moiti6,moitie,petitl,,,,,,,,,,,,,,,,,,,
23,porto,Ilsporta,corn0s,Rt,torro,port6,,,,,,,,,,,,,,,,,,,
24,Grand Bil,Grand-,Grand-Hal,"Grand-
Bail",Grand-Bail,Grand-hlail,Granil,Gruand-llail,rand-Bail,Grand-Hlail,granle,rand-ail,,,,,,,,,,,,,
25,y10,se106,u,,,,,,,,,,,,,,,,,,,,,,
26,Fuuche,Ir6chauderiel,Touches,empecher,chsrcher,Cher,huche,du Cher,s6cher,Blancheo,,,,,,,,,,,,,,,
27,pau y aompter,oompte,payetra eomptant,aoomnpter,"-,J",F,,,,,,,,,,,,,,,,,,,
28,Saint-Jean,"Saint-
Jean",Saint-Iean,Saint-lean,,,,,,,,,,,,,,,,,,,,,
29,a0,m6-,d6-,I,io m6-,or6-,,,,,,,,,,,,,,,,,,,
30,"mbre
Nannetto",mre Nanntte,mre Nunnette,mbr Nunnette,mre Nannette;A6,mbre Nannette,-C,mbr Nannette,mre Nannette,mbre Nannetta,mare Mannette,mbre Nannatte,mre Nannett,mbre Nunnette,mre Nainnette,mbre Nannetto,mre Nnnnatto,chbnevibre,mbre Nanaetts,"mbre
Nannette",eonluit avau une bgutte,,,,
31,san mari,sart,sane uger,san ohupeau,asyhine a san hrae,meissan,Ans,san,san viilage,Isanre,f,asans,san nonrrimson,dar asans rion,san hrae,,,,,,,,,,
32,lordinuaire,mnains,ain,leain pritun bton,Sylvain,Aini,Iaine,foire proehaine,maine,,,,,,,,,,,,,,,,
33,cus,oen voudraias pus,puvont pus,depurt,pus,E,nessa so puso,ipussoeiee,,,,,,,,,,,,,,,,,
34,Nutre,raegut,vutra,Muitra,lautrl,,,,,,,,,,,,,,,,,,,,
35,tta hussa at la,tta hussa,P,A,,,,,,,,,,,,,,,,,,,,,
36,chbvrfauille,lez,Guilluume,ille,Guillauma,d6barbouillait,Mapuuvrefille,puille,Iailleurs,habill6e,ille anit ikee dei,milla,Feuillet,,,,,,,,,,,,
37,pya-eit,- Merei,mhmeIBANKR VYtVE,lesameliorer,mereie,meuniere,reluamer,Nme,,,,,,,,,,,,,,,,,
38,pas8e,- C,nit do parlsr,nest-oe pas,passunt,asast,- Pas,buas,ku pasaunt,,,,,,,,,,,,,,,,
39,maisen,aisn,eonnaissanee,faisais,horuais,venais do,maisan,Vais,"pltisirquae
iai",- Mtais,Iaisse,iaiis,Laissons,aimais-tu,,,,,,,,,,,
40,ocette,leeturo de laete,te0ors,htes,l etegeet,mets-tei lh,tete,prte,Aehetez,Mettez,Tene,t8te,tetel,Tes,nete,,,,,,,,,,
41,voulea,voulao,Loule,st houl,,,,,,,,,,,,,,,,,,,,,
42,honnos,ohoso,bhonn,,,,,,,,,,,,,,,,,,,,,,
43,djh,miliau,humili6,LI,tra humili6,,,,,,,,,,,,,,,,,,,,
44,"st tu prlers fisu
aveus",beusg,leuseuse,aie-noeus bion,voeus,,,,,,,,,,,,,,,,,,,,
45,dangar,femma da Gerbaud,Mange,grange el,Cn,Iange,elange,d6rangeAt,vendange,,,,,,,,,,,,,,,,
46,Durand,antndez,oinquanta,d6fendu,Penduant,aendurantae,uand,entendro,,,,,,,,,,,,,,,,,
47,uund,N,runie,grund,Cun-,orue,Grund-il,,,,,,,,,,,,,,,,,,
48,yeu eomma,I S,ceu si e v-,"I

L.

E","E

E",,,,,,,,,,,,,,,,,,,,
49,Eatce,proat,at,aratt,Yatan,VWatan,Eat-ee,oatt,,,,,,,,,,,,,,,,,
50,exueto,nettoyee,tombsr,tto,stonttot,wtt,,,,,,,,,,,,,,,,,,,
51,SERVICE,RN sERVICE,RN SEVI6GR,RERVICR,"N
 I",RANNE BN SERVIGR,RN sRVICR,serviee,seule.3RANN RN SEVI6GR,rn,,,,,,,,,,,,,,,
52,paou,murut,Outanir,iout,out,aecoutumee,Iout,OUB,,,,,,,,,,,,,,,,,
53,malemoiselle,Mesdemoiselles,mademoiselle,mdemoisells,,,,,,,,,,,,,,,,,,,,,
54,moisso,Iois,So-,Sois,Crois,sois,psisso,at sois bion,,,,,,,,,,,,,,,,,
55,ner,mero,e',er,Berry,eonsere,terrOB,ner  sua,blmer,-,couvertuire,ER,,,,,,,,,,,,,
56,alle,allar,lshelle,alluma,Klle,Rlle,quolle lo put,anfhntsl lle,llle,eelle-lh,vollh,tlllas,Llle,fmllleg,LL E,klle,"pei e
olle",llas,FLlE--,,,,,,
57,Mre Tixier,"pre
Tixier",nuttre Tixior,Tixier,pre Iixier,pre Tixier,"f
- Muattre Tixier",pre ixier,Muitre Tixer,,,,,,,,,,,,,,,,
58,vnie,bheaueoup,shAteau,lDieu,ieau,Ieau,Mmie,,,,,,,,,,,,,,,,,,
59,Jos6-,Jo,joeie,e,joyeu,,,,,,,,,,,,,,,,,,,,
60,"au-
trefois",au-,"au-
tres","au-
troes",fand tres,,,,,,,,,,,,,,,,,,,,
61,ehanvre ataltettohe pat tarre,bouher uno pibdeoe de,ort de sa mhro,pise de terre,puillasse at une oouverture,de les lyer,terse pei,In terre,dtresse de eanne,,,,,,,,,,,,,,,,
62,"ii

I
I

II
E
E",kI,"P
I
A.
N",o6t6,"Ki
L
I
I
I
I
I","I

H
I
E","A

I
II1
I
----l",,,,,,,,,,,,,,,,,,
63,jolio,Iols,Ls,,,,,,,,,,,,,,,,,,,,,,
64,rendtt,svre-le,east h prandre,chvre,repondre,cumphre,approndre,aa mMre,vindre,viwreP,ambeniwsrez,,,,,,,,,,,,,,
65,llan'y rontrarapus,ountra,paros,Vars,trouvara,troeuva,,,,,,,,,,,,,,,,,,,
66,eeui,noee,tomhee,vee A,.'Geeseeeeee,rs-y adeee,psgnsee,montee,,,,,,,,,,,,,,,,,
67,TR0islM PARTIR,Hautes-SEG0NDR PARTIB,nePMIR PARTIR,ar-0UAYTRIH PATIR,ATRIMIR PARTIR,ARIIR,srtir,TN0IsIMIR,,,,,,,,,,,,,,,,,
68,mndme,aumne,Mn,Amne,,,,,,,,,,,,,,,,,,,,,
69,Tixisr,Iixiar,lepre Iixiar,Tixiar,matra Tixiar,,,,,,,,,,,,,,,,,,,,
70,mdecin,m6decins,m6deein,,,,,,,,,,,,,,,,,,,,,,
71,leunne,Meunet,lunno,Lejeun,--La jeunesse,Lejeun oolporteur,Neunet-sur-,Junne,Jeunne,Jounne,i unn,je.ne,Jennne,,,,,,,,,,,,
72,fumer tes champs.-,"Eh bionl js prendruais un de tss champs on
pnyemnent",hamps,tmps-lh,Chamnnlhrs,Aps,,,,,,,,,,,,,,,,,,,
73,Kn,daecord,Ormenux,Ormaeuux,Ormeuux,Ormaeuux aet san,,,,,,,,,,,,,,,,,,,
74,fortPRMIIRRE,A foree,foree,eneore,,,,,,,,,,,,,,,,,,,,,
75,nuho,bhoire,choirs,hoir,foiro,,,,,,,,,,,,,,,,,,,,
76,"jaimerais mienx tre
leve",travaillaer,sora,heura,pus to contraindro,jaurais,eontraire,rai,etablirai,,,,,,,,,,,,,,,,
77,Etehaeun,aueun,shaeune,Chasun,ehaeun,r6ehauff,Etchaeun,gaeho,,,,,,,,,,,,,,,,,
78,cntimes,M,la somme,Commae,Comment,Comment dane,,,,,,,,,,,,,,,,,,,
79,Sainte-So-,Sainte-Solange,sainte-Solange,,,,,,,,,,,,,,,,,,,,,,
80,Madami,Remantranaes,maduama,mari6,manquAt,demand6,maman,Maman,Margue-,madamel,ommana,,,,,,,,,,,,,,
81,biioux,Nousla,19S,"ge
noeux",noux,lJ,Noug,,,,,,,,,,,,,,,,,,
82,Ilchu,aesoueil,Dail-,ILo,ILaA,Ilt,lorgueil,IL,il6e-la,luil,,,,,,,,,,,,,,,
83,ehagrin,Grind-Hail,ahagrin,ohagrin quon,hagrin,ohagrin,grimuce,ohigrin,,,,,,,,,,,,,,,,,
84,mareh6 lo beurro,chanvsre,maresta plush dannaer,aharga do asun antratian,marehand,marehanderai,cehargea,,,,,,,,,,,,,,,,,,
85,peino,chin,JiniiE:.A,Infin,Heinl,vinttn,linquitulo,FIN,Josiphine,Combin,Lin nisu,Jasphino,In,veines,rin,Rnfin,provins,,,,,,,,
86,aprbes,present]110,Aprbes,Laprks,propes,v8pres,rembedes,Aprbs,pr6s,Aprs,Apres,Laprks-midi,Prvt,"puuvres
uo",rest6e,pribre,,,,,,,,,
87,maiaon,"oette
maiaon",maieo,Nai-j ps ma ur,Maia,,,,,,,,,,,,,,,,,,,,
88,parceeque cest,vaele,"meles don-
nezl",grele,el,cele,LiEelE,,,,,,,,,,,,,,,,,,
89,- Veux-tu,As-tu pens6,- Vois,Las-tu,Vois,Vois-tu,Crois-tu,Sais-tu,,,,,,,,,,,,,,,,,
90,travalil,fallt,val,proflt,valt,,,,,,,,,,,,,,,,,,,,
91,Panl,suupauda,pau,auprh,st Paul,,,,,,,,,,,,,,,,,,,,
92,leanno,Jeanne.]ENANCI D JEANNH,ann6es,Jeannel,eana,Jeanno,Jeuan,loanno,suf-JEANNR EPOLB EP MInE.,nnl,lJeanuet,Jeann,s3EANN,JEANINR,BANNR,lean,,,,,,,,,
93,iut,ileiuaseiur,Iu eompagnio,IUH,Iu,h Diu,,,,,,,,,,,,,,,,,,,
94,Aidez,aid6,id6o,,,,,,,,,,,,,,,,,,,,,,
95,lir,dshir6,airmonie,vire,chneire,pitir,ssir,I',veir,eir,Ir,t0t tir6,N.,,,,,,,,,,,,
96,l'6curie,Isaure,seeurit6l,Murgurite,aur6,auri,,,,,,,,,,,,,,,,,,,
97,Muarguerito,eerivit,suita,uerita,Mlurguerito,,,,,,,,,,,,,,,,,,,,
98,Tlens,eNviee,Iiens,Conviens,Etienne,Dien,slietiee,parlens,Tiens,vtie,,,,,,,,,,,,,,,
99,ceher,coffhe,etle poreher,uhe,chereher,herg,Maehere,caeher,ehevet da,hergra,pthers,hereher,,,,,,,,,,,,,
100,lann6e,champ de lanne,lapeine,IANNk,Bluanehe,surveillanee,tane6,Jane,Iaanne,lanne,launne,,,,,,,,,,,,,,
101,yest,voyes-ee,Voyez,envoy6,soyes,n6tsre Voyons,z Voyes,,,,,,,,,,,,,,,,,,
102,KEt Catherine,Prinnerie,autherino garto,Ctherine,Catherina,therine,,,,,,,,,,,,,,,,,,,
103,MIar-1h,ar-,quartier-lh,lh,evelui-lhf,matiar-lh,,,,,,,,,,,,,,,,,,,
104,Etionnel,Nannottat,Mannette,Mannotte,"mra
Nannatte","mre
Nannette",Nannettel,lennneet,Mannstte,Nannettoe,Etianne,betes3EANNR REN,Nannettef,Nannetteo,Nannette,Nannetts,Mannette idsvant dngarensement,Nannetto,mra Nanntte,,,,,,
105,Cala,Ca,ca,,,,,,,,,,,,,,,,,,,,,,
106,mattref A leglise,Notre Pere,Nattre,maltre,mattr Tixior,pltre,Mattre,maftre,,,,,,,,,,,,,,,,,
107,Vons,Monsisur,monsisur,,,,,,,,,,,,,,,,,,,,,,
108,Quelquofois,quelguo,Quen,qul,Phques,tqui,A quelqus temps,uoiqu',quelqe,uo,quoiquil,queiquo,Afrique,puiaque,quelquo,,,,,,,,,,
109,eourt grand risuo,bassoe-oourt,marhal du hourg,Bourges,Pourqquoi,labourenrs,hourse,ourg,journe,Pourquaoi,oulture,our6f,bourgt,Inourables d'Issoudun,jardin mpour,"ur6f
- IDamel",touch6 do sa doueeur,journie,eure,cur,"bourg
- Elle",rssouree,hourg,ourRIEMIR,our
110,Ieanne vellle,NFaN B JIEANNR,vienne,Iesnne,leanne,Ieannel,avonslEANNE,Jaeanne,Ieannef,Ieanno,Ieanne,,,,,,,,,,,,,,
111,w,jy,jy vasl,,,,,,,,,,,,,,,,,,,,,,
112,lembarras,Dn,rasenmmoda,farae do,tarrang,lomhnrras,Piarra,as-Rr,l hraselst,RT MRRR,tarras,,,,,,,,,,,,,,
113,etJRANR APOUSE,lean Jusserand,Gerband,Jusserand,,,,,,,,,,,,,,,,,,,,,
114,hargbr,jumbe,bergbre,bergbr,,,,,,,,,,,,,,,,,,,,,
115,Eh bian,Vians,Diau,iaes,Diaeu,aeur  Ia,depuia,Grias,IA,hestiaux,ost bian,hardia,Ia,,,,,,,,,,,,
116,S,lo truaversin,Eo0I,Save,avaeo,avunt,uvece,Aven,eorps,aveo,,,,,,,,,,,,,,,
