cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16
160,Etehaeun,shaeune,Etchaeun,ehaeun,,,,,,,,,,,,,
161,ge,- C,I,,,,,,,,,,,,,,
162,hardia,gargon,egarde,dangar,,,,,,,,,,,,,
163,Catharine,Ctharino,Gatharine,,,,,,,,,,,,,,
164,Ieanne vellle,a0,NFaN B JIEANNR,Ieannel,avonslEANNE,leanne,Ieanne,ii,dtresse de eanne,Ieannef,Ieanno,Jaeanne,,,,,
165,ees ides,nuudes,ambeniwsrez,jumbe,rembedes,,,,,,,,,,,,
166,pus to contraindro,eontraire,aharga do asun antratian,avunt,llan'y rontrarapus,Remantranaes,ountra,,,,,,,,,,
167,moisso,Issouimn,Inourables d'Issoudun,rssouree,psisso,soupof,Issoudun,Laissons,,,,,,,,,
168,nest-oe,hestiaux,dress6,yest,gehns,Ca,rest6e,maresta plush dannaer,,,,,,,,,
169,Granil,etJRANR APOUSE,eourt grand risuo,la France,grange el,Grand Bil,granle,,,,,,,,,,
170,Nattre,Mattresse,Mattre,mattr Tixior,mattref A leglise,mattresss,,,,,,,,,,,
171,il6e-la,chvre,"puuvres
uo",svre-le,,,,,,,,,,,,,
172,exueto,IA,passunt,chanvsre,''L,Chasun,d6-,,,,,,,,,,
173,m6-,Lejeun oolporteur,Jeuan,aueun,Lejeun,--La jeunesse,,,,,,,,,,,
174,marehanderai,mareh6 lo beurro,ehanvre ataltettohe pat tarre,marehand,,,,,,,,,,,,,
175,Nai,m6decins,mnains,Nai-j ps ma ur,,,,,,,,,,,,,
176,tombsr,eneore,Tene,gene,,,,,,,,,,,,,
177,heura,Murgurite,touch6 do sa doueeur,eeui,eure,seeurit6l,,,,,,,,,,,
178,Cher,chereher,fr,Blancheo,chsrcher,empecher,du Cher,s6cher,,,,,,,,,
179,Ormaeuux aet san,Ormenux,Ormeuux,S,Ormaeuux,,,,,,,,,,,,
180,corn0s,Eo0I,Rnfin,FIN,Infin,,,,,,,,,,,,
181,oinquanta,Panl,antndez,PANTIk,,,,,,,,,,,,,
182,"E

E",JiniiE:.A,Tiier an,Tiens,Dien,Conviens,Iiens,,,,,,,,,,
