cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16
130.0,tombsr,tomhee,Combin,,,,,,,,,,,,,,
131.0,"ontta puillo uu vot
uatte",chbvrfauille,habill6e,eeui,ille anit ikee dei,d6barbouillait,Iailleurs,Guillauma,puille,Feuillet,ille,Guilluume,,,,,
132.0,"au-
troes",au-,"au-
trefois","au-
tres",fand tres,,,,,,,,,,,,
133.0,hamps,fumer tes champs.-,"Eh bionl js prendruais un de tss champs on
pnyemnent",,,,,,,,,,,,,,
134.0,Ir6chauderiel,ees ides,nuudes,,,,,,,,,,,,,,
135.0,Eatce,Eat-ee,,,,,,,,,,,,,,,
136.0,Phques,quelguo,queiquo,Afrique,parceeque cest,Quen,,,,,,,,,,,
137.0,eneore,Tene,gene,eorps,,,,,,,,,,,,,
138.0,our6f,hourse,our,bassoe-oourt,ourRIEMIR,,,,,,,,,,,,
139.0,Hautes-kloches,Tes,htes,,,,,,,,,,,,,,
140.0,Madami,"ur6f
- IDamel",madamel,lesameliorer,,,,,,,,,,,,,
141.0,Paris,Grise,prisr,Jappris,bris6,,,,,,,,,,,,
142.0,tta hussa at la,tta hussa,,,,,,,,,,,,,,,
143.0,leain pritun bton,Iaine,Sylvain,Aini,ain,maine,mnains,,,,,,,,,,
144.0,BANNR,Etianne,lanne,iiaa,Iaanne,champ de lanne,,,,,,,,,,,
145.0,"jaimerais mienx tre
leve",blmer,mero,reluamer,,,,,,,,,,,,,
146.0,Ieau,shAteau,ieau,bheaueoup,,,,,,,,,,,,,
147.0,nete,tete,tetel,,,,,,,,,,,,,,
148.0,journe,journie,,,,,,,,,,,,,,,
149.0,runie,meuniere,vnie,airmonie,,,,,,,,,,,,,
150.0,ner  sua,Prinnerie,ner,,,,,,,,,,,,,,
151.0,allar,alluma,fallt,,,,,,,,,,,,,,
152.0,touch6 do sa doueeur,RT MRRR,aa mMre,ort de sa mhro,,,,,,,,,,,,,
153.0,voyes-ee,Voyez,n6tsre Voyons,soyes,z Voyes,joyeu,,,,,,,,,,,
154.0,"Grand-
Bail",Grand-Bail,Grand-hlail,Grand-Hlail,Durand,Granil,rand-ail,Grand-Hal,rand-Bail,eourt grand risuo,Grand-,Grand Bil,granle,,,,
155.0,iaiis,PAIII,,,,,,,,,,,,,,,
156.0,vaele,"meles don-
nezl",grele,cele,LiEelE,,,,,,,,,,,,
157.0,joeie,ipussoeiee,,,,,,,,,,,,,,,
158.0,pise de terre,In terre,Berry,terrOB,torro,,,,,,,,,,,,
159.0,Iois,sois,Sois,,,,,,,,,,,,,,
160.0,provins,proat,proflt,propes,cupes,,,,,,,,,,,,
161.0,lDieu,Dien,,,,,,,,,,,,,,,
162.0,ambeniwsrez,jumbe,rembedes,,,,,,,,,,,,,,
163.0,out,biioux,Iout,iout,Iouii,,,,,,,,,,,,
164.0,armoie,moitie,antre moiti6,moiti6,,,,,,,,,,,,,
165.0,nnl,Chamnnlhrs,Chasun,,,,,,,,,,,,,,
166.0,nuttre Tixior,"f
- Muattre Tixier",Mre Tixier,pre Iixier,"pre
Tixier",Muitre Tixer,pre ixier,pre Tixier,Tixier,,,,,,,,
167.0,asyhine a san hrae,raegut,san hrae,l hraselst,,,,,,,,,,,,,
168.0,mre Nanntte,mre Nainnette,mbre Nanaetts,mbre Nannetto,mra Nanntte,mbre Nannatte,mre Nannette,mbre Nannette,mre Nannett,mbre Nannetta,mre Nannette;A6,,,,,,
169.0,eNviee,sssvie,Tiens,Conviens,anvio,Iiens,,,,,,,,,,,
170.0,"A

I
II1
I
----l","I

H
I
E","Ki
L
I
I
I
I
I","P
I
A.
N",,,,,,,,,,,,,
171.0,foree,la France,A foree,,,,,,,,,,,,,,
172.0,aimais-tu,Vois-tu,Sais-tu,Crois,Crois-tu,,,,,,,,,,,,
173.0,Vois,- Veux-tu,- Vois,,,,,,,,,,,,,,
174.0,leeturo de laete,LL E,l etegeet,,,,,,,,,,,,,,
175.0,alle,klle,FLlE--,Klle,lshelle,Rlle,anfhntsl lle,eelle-lh,,,,,,,,,
176.0,Etehaeun,shaeune,Etchaeun,ehaeun,,,,,,,,,,,,,
177.0,mereie,- Merei,,,,,,,,,,,,,,,
178.0,Loule,voulao,voulea,,,,,,,,,,,,,,
179.0,tte,Mannstte,Cstte,,,,,,,,,,,,,,
180.0,hardia,gargon,egarde,dangar,,,,,,,,,,,,,
181.0,exueto,l'6curie,cur,,,,,,,,,,,,,,
182.0,Catharine,Ctharino,Gatharine,,,,,,,,,,,,,,
183.0,pus to contraindro,eontraire,aharga do asun antratian,avunt,llan'y rontrarapus,Remantranaes,ountra,,,,,,,,,,
184.0,puiaque,depurt,depuia,,,,,,,,,,,,,,
185.0,Nattre,Mattresse,Mattre,mattr Tixior,mattref A leglise,mattresss,,,,,,,,,,,
186.0,beusg,leuseuse,,,,,,,,,,,,,,,
187.0,orue,horuais,,,,,,,,,,,,,,,
188.0,PRBMIIRRE,trs-fort,fortPRMIIRRE,,,,,,,,,,,,,,
189.0,IJae,Mapuuvrefille,"puuvres
uo",,,,,,,,,,,,,,
190.0,lembarras,tarrang,lomhnrras,Piarra,tarras,,,,,,,,,,,,
191.0,il6e-la,chvre,svre-le,,,,,,,,,,,,,,
192.0,marehanderai,mareh6 lo beurro,marehand,,,,,,,,,,,,,,
193.0,h Diu,Poonnae,rest6e,maresta plush dannaer,,,,,,,,,,,,,
194.0,uvece,couvertuire,puillasse at une oouverture,,,,,,,,,,,,,,
195.0,Isanre,faisais,maisen,maisan,,,,,,,,,,,,,
196.0,Ormaeuux aet san,Ormeuux,Ormaeuux,,,,,,,,,,,,,,
197.0,"mra
Nannatte",mre Nnnnatto,tta,Nunnatta,,,,,,,,,,,,,
198.0,Ioshine,Jos6-,"E

E",Jasphino,chin,Josiphine,,,,,,,,,,,
199.0,naftra,maftre,,,,,,,,,,,,,,,
200.0,dshir6,pitir,t0t tir6,,,,,,,,,,,,,,
201.0,PAHYTIk,Panl,antndez,PANTIk,,,,,,,,,,,,,
202.0,lean Jusserand,Jusserand,,,,,,,,,,,,,,,
203.0,loanno,Mannotte,nankin,Nannottat,,,,,,,,,,,,,
