cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18,elem_19,elem_20,elem_21,elem_22,elem_23,elem_24
24,Finsbury Pavement,Finsbury,Finsbarj,Bloomsbury,"Finsbury
Pavement",Canterbury,Strasburg,Coffin,Edinburgh,Lothbury,,,,,,,,,,,,,,,
25,belvidere,side6,Belvidere,Derby,Providence,,,,,,,,,,,,,,,,,,,,
26,yonder grove,Dover,Fever,Hanover,I'Do,River,Sovereigns,Govern-,Prove-,,,,,,,,,,,,,,,,
27,Montecuculi,@Montecueuli,cuculi,,,,,,,,,,,,,,,,,,,,,,
28,Waterloo,Waterford,the Waterloo Road,Terlizzi,Bayswater,Charlotte,,,,,,,,,,,,,,,,,,,
29,Louisa,Loujsa,Louis,,,,,,,,,,,,,,,,,,,,,,
30,Whiteoross Street,St. John-street,Friar Street,Secret,"Jersey
Street",Curzon Street Chapel,Street,Bow Street,King Street,Regent Street,Jeemetries,CATHERINE STREET,Flower Street,Gracechurch Street,Gerard Street,"Hamlin
Street","Piumptre
Street",Calthorpe Street,Whitecross Street,Smart Street,Mecklenburgh Streets,West Street,Ida Street,High Street,Oxford Street
31,Boulogne,Cologne,Boulogne-sur-Her,,,,,,,,,,,,,,,,,,,,,,
32,Labrador,Villabella,Ieabelle,TELL,Hell,Isavella,Villa,Villabeila,Lambeth,VILLA,Isabeila,Jsabella,,,,,,,,,,,,,
33,Mr,MR,Mrs,,,,,,,,,,,,,,,,,,,,,,
34,Australia,Austria,Trafalgar,Anstralia,,,,,,,,,,,,,,,,,,,,,
35,Vornon,Vernon la,Duvernay,Vernon,Nevernave,Veronezzi,VERNON,Liberty Vernon,,,,,,,,,,,,,,,,,
36,United Kingdom,the united kingdom,A!—the United State,the United State,S$.,the united races,the United Kingdom,,,,,,,,,,,,,,,,,,
37,"s0-
city",City,Vanity,splendours city,City-,mighty city,,,,,,,,,,,,,,,,,,,
38,Ferdinand,Diab,India,Sardinia,indus,Windsor,Diana,Appendia,West Indian,Indicated,Mind,,,,,,,,,,,,,,
39,France,france,FRANCE,,,,,,,,,,,,,,,,,,,,,,
40,Cape Horn,japonica,Petrarca,Cape,"Cape
Horn",boca,Soap,,,,,,,,,,,,,,,,,,
41,tune;—bat,Tunatic,arctic,Katucriue,Mcssatina,satiicaly,"nature,—if",,,,,,,,,,,,,,,,,,
42,lodgings,Jostling,Birmingham,Keeping,Kingdom,King,Kingsdown,Hastings,Wapping,Tinge,,,,,,,,,,,,,,,
43,handkerchiefs,me;’—and,"wear,—and","her,—she","Jupiter,—Leda","man,”—and","her,—and","daughter,—to","her,—to","account,’—And",n0,"joy,—and","danger,—when","fault,—an","him,—and",,,,,,,,,,
44,Stephen,phenix,Stephens,queens,Benstead,Stepbens,,,,,,,,,,,,,,,,,,,
45,sherry.,Griffin,Sheriffs,Sheridan,Middlesex Sheriffs,,,,,,,,,,,,,,,,,,,,
46,Imagine,Guinea,ne,Ne,One'of,NEED,Geneva,Agnes,,,,,,,,,,,,,,,,,
47,Watson,Dawson,Prisons,New Prison,Sesostris,Imprisonment,,,,,,,,,,,,,,,,,,,
48,Carté,écarté,mart,,,,,,,,,,,,,,,,,,,,,,
49,Woolwich,Wooleut,Wooloomooloo,Liverpool,Tooth,Joosely,Lowood,,,,,,,,,,,,,,,,,,
50,Birchin,euch,Church,Hutchinson,China,china,,,,,,,,,,,,,,,,,,,
51,The Lobster Tavern,tothe Lobster Tavern,the Tower Hamlets,Bsq.,,,,,,,,,,,,,,,,,,,,,
52,ain’t,does’t,n’t,don’t,can’I,was’t,,,,,,,,,,,,,,,,,,,
53,Receiving Ward,Spring Garden,Spring Gardens,Spring-Gardens,Spring-,"Spring
Gardens",,,,,,,,,,,,,,,,,,,
54,"Salt
David's",St. David’s,"St, David’s",St. David's,’s,,,,,,,,,,,,,,,,,,,,
55,Macquario,Macquarie,Quad-,Port Macquarie,Harriet,scribabie,Macquaria Harbour,,,,,,,,,,,,,,,,,,
56,rotrievo,Strong Hill,trois,Trotting,Strong,DUNGEON,Byron,,,,,,,,,,,,,,,,,,
57,Aus,Illustrious,US,Cause,Venus,Us,us,"justice,—I",Tuscany,Husband,Morpheus,,,,,,,,,,,,,,
58,Berlin,Switzerland,Oberland,Cumberland,,,,,,,,,,,,,,,,,,,,,
59,Aldgate,Malklatoun,upat,Palate,Palace,pater=,,,,,,,,,,,,,,,,,,,
60,sa0et,Britain,Spain,Saint,"Saint
Nepomecenus",Saint John's,Plain,Saint Sepulebre's,Saint David's,Saint Joana,Prosaic-,,,,,,,,,,,,,,
61,West-End,Westminster,Majesty,West,Westminster Abbey,west.,Nest,Select Vestry,Esq,Nibsomest,,,,,,,,,,,,,,,
62,Casteicicala,"Castel
Gicala",Custeleicala,Eustelicala,Casteleicala,Castle,Castelelcala,Cesteeicale,Castcleicala,"Castle
Ghichor",Cast,Casteletcala,Calumny,Castel,Casteleicalan,,,,,,,,,,
63,East,Break,Great Britain,BREAKFAST,nfoleastere,Breakfast,Speak,,,,,,,,,,,,,,,,,,
64,methodist,house’—Thereupon,Kathorin,Honour,thecount,Hounslow,the Counts Horn,thou,Glowiouth,ourée,Soho,"mouth,—oh",,,,,,,,,,,,,
65,Bacon Rupert,monaco,Napolcon,Monaco,Balcony,,,,,,,,,,,,,,,,,,,,
66,St. Leger,St. Luke's,"St.
Petersburg",St,St.,St. Prick,St. Pancras,,,,,,,,,,,,,,,,,,
67,Eastern Counties Railway,Bolter,MYSTERIES,Rechabites,Gloucester,chester,Manchester,Rochester,Kidderminster,Herbertstcin,Gamester,Cherry,"monster,—I",Chichester,,,,,,,,,,,
68,"the Resurrection
Man",Surrey,"pursuits,—yes","treasure,—he",Resur,"pleasure,—nay",Vesuvius,"the Resurrection
Map",dresden,,,,,,,,,,,,,,,,
69,Adolino,Adeline,Madeira,Adelino,Belinda,Adelaide,,,,,,,,,,,,,,,,,,,
70,St. James’s Park,Saint James’s,Saint James’s Park,Saint James's,Saint Gives’s,,,,,,,,,,,,,,,,,,,,
71,Hare,Morcar,Morear,Preach,Dearest Reginald,Wigmore,Morbid,Dearest,Morean,Tremordyns,,,,,,,,,,,,,,,
72,Morosino,Morocco,morocco,Morrow,Morocco Railway,MOROCCO,,,,,,,,,,,,,,,,,,,
73,Capital,Titan,Albeit,Italy,unsucceafaly,crystal,Aléum,Lorizontally,,,,,,,,,,,,,,,,,
74,Brick Lane,SUBTERRANEAN,swan,Banks,flank,Naullan,Lane,"New
Zealand",Janeiro,Brick-lane,Drury Lane,Neapolitan,New Zealand,,,,,,,,,,,,
75,voice.—'I,thick-,"Thick Lane,§",Thick,the thick grove,,,,,,,,,,,,,,,,,,,,
76,"inmates,—a",kind;—and,Kinds,"in,—a","writing,—and","kind,—a","behind,—and",,,,,,,,,,,,,,,,,,
77,Fitshardinge,Cingani,Cinganl,King Zingary,Zingarces,Zingary,Zingaress,Zingari,Hungary,Zingarees,,,,,,,,,,,,,,,
78,agruff,Transylvania,Hands,Strand,Gradus,Grand,ground:—to,Cracksman,wrang,Pandora,Talleyrand,,,,,,,,,,,,,,
79,the City Road,the Colonies,"the

  

 

 

   

City",the New Cut,the City,the Casualty Ward,The City,,,,,,,,,,,,,,,,,,
80,Ellen,Leipzig,Mule,Snoggles,Lean,Lewed,Constable,Valley,Leg,Legino,Le,nile,Vile,Temple,Leeds,Bibles,Buckley,,,,,,,,
81,"the

 

 

  

 

 

 

Cecilia",huge;piece,Gecilia,Jects,Ceciiia,Cecilia,deceasod,Cecili,"Lady
Cecilia",,,,,,,,,,,,,,,,
82,Twickenham,Quakers,Pakenham,Tottenham,,,,,,,,,,,,,,,,,,,,,
83,Murmur,Turkey,Melbourne,Turn,turkey,Picture,TuRN,,,,,,,,,,,,,,,,,,
84,Yes:—in,Vinciblo,in'a,inn,Inn,Inudanum,,,,,,,,,,,,,,,,,,,
85,Rattlosnake,Rattesnake,"ma
Bistrates’",,,,,,,,,,,,,,,,,,,,,,
86,au rome,Bay road,Tommy,Rome,promiseé,rome,room/—I,Metropolitan,,,,,,,,,,,,,,,,,
87,Somers Town,Flairer,Somersetshiro,Berkshire,Somersetshire,Somersetahire,,,,,,,,,,,,,,,,,,,
88,New South,South Pole,Wales,New South Wales,"New South
Wales",deep wales,,,,,,,,,,,,,,,,,,,
89,Giltspur,Gibbs,melt-,Gilt-,,,,,,,,,,,,,,,,,,,,,
90,Casielcicala,Jastelcicala,Elica,the State of Castelcicala,Castelricala,Jossica,telcicala,Castolcicalan,Castelcicala,Calcutta,Bird-Cage Walk,CasrEzcroaza,Castelicicala,Castolcicala,Custelcicala,,,,,,,,,,
91,Opera,Western Europe,Northern Europe,Europe,"Curtain Smile
Dapper",perseroro,,,,,,,,,,,,,,,,,,,
92,Organ,Georgia,Georgian,,,,,,,,,,,,,,,,,,,,,,
93,El'en,Adien,Ladies,Vienna,,,,,,,,,,,,,,,,,,,,,
94,Bishops-,Timplore,whoro,"Shorediteh,—then",Score,Short Town,Shore,Shoreditch,Short,florence,,,,,,,,,,,,,,,
95,XXII,XX,,,,,,,,,,,,,,,,,,,,,,,
96,Piccadilly,Séilligalee,Snow Hill,Skilligalee,Bastille,qu’il,dunghills,Willows,Mill,Rossville,Cornhill,Ill,Lille,Millbank,Ludgato Hill,il,Quillotines,Ill.,,,,,,,
97,"North
America",Mesmerists,Africa,Camberwell,America,Mameluke,,,,,,,,,,,,,,,,,,,
98,Pardon,Parneseus,Parsonage,"Cherry
Park","Hyde
Park",Hyde Park,Park,Clare Market,the Green Park,Dark,Clarke,,,,,,,,,,,,,,
99,it'worth,Ravensworth Park,Ravensworth Hall,Pegsworth,Ravensworth,Rickmansworth,,,,,,,,,,,,,,,,,,,
100,Soethampton,Southern Common,Northampton,Brompton,Egypt,Truth,Southampton,Stout,,,,,,,,,,,,,,,,,
101,his’n,Whittinghs,Whitechapel,White,Mute,whirls,Whitefriars,Yehiete,,,,,,,,,,,,,,,,,
102,"affectation,—in",Left Emotion,"reflections,—or",EMOTION,Motion,Motion Old Town,Constitution Hill,Emotion,invitation:—then,Constitution-,Motion;—and,,,,,,,,,,,,,,
103,the County of,the British Islands,"the Old
Barley",the Emerald Isle,the City of London,the South Sea Islands,the Roman State,the Island of the City,the Duke of York,the Old Very,the Isle of Man,the Carribbee Islands,the Marquis of Holmesford,,,,,,,,,,,,
104,Egertou,Prince Alborto,the aforesaid province,Alberto,ce va,"Prince Albert,—tbrilling",Prince Alberto,the Prince of Wales,,,,,,,,,,,,,,,,,
105,Globo Town,Globe,Glove Town,Camden Town,Globe Town,Globo,Yeiglod,,,,,,,,,,,,,,,,,,
106,Myriad,MARIAN,Syria,Maria,Victoria,Carriage,Margate,Maria Villages,Marian,,,,,,,,,,,,,,,,
107,Rotterdam,Ramsgate,ms’am,Teynbam,Amsterdam,,,,,,,,,,,,,,,,,,,,
108,Rochefoucauld,gulf,Wouldn,Teould,,,,,,,,,,,,,,,,,,,,,
109,Field Mar,Titchfield,Field Oflicer,Spitalfields,Fields,SMITHFIELD,Smithfield Market,Smithfield,Field,Sheffield,,,,,,,,,,,,,,,
110,Stockholm,Holmesiord,Holiness,Holuesford,choloe,Holes,,,,,,,,,,,,,,,,,,,
111,Circassia,Russia,asia,Asia,Gipsie,Asia Minor,,,,,,,,,,,,,,,,,,,
112,the Yellow Drawing Room,Yellow,the Yellow Drawing-room,Dr,the Yellow Drawing-Room,,,,,,,,,,,,,,,,,,,,
113,Paris Villages,Paris,Paradise,District,dauris,paris,,,,,,,,,,,,,,,,,,,
114,No:—through,Rottenborpugh,Rotteuborough,Rottenbordugh,Rottenborough Union,Iwroteto,Rottenborough,,,,,,,,,,,,,,,,,,
115,Old Bailey,Scold,I.S.,Old Drury,Colonies,Cold,,,,,,,,,,,,,,,,,,,
116,Eliza Snowy,Sydney,S01,Eliza Ssducy,Standard Sydney,Pliza Sydney,Eliza Sydney,ELIZA SYDNEY,Elizabethan,,,,,,,,,,,,,,,,
117,athens,Death,Athletes,Kathlecn,"theatre,—an",the Great Desert,Leather,oath:8,repeated.—Then,Hercules Passage,,,,,,,,,,,,,,,
118,Imperative,Traveller,Jersey,Traversed.,Traversed,,,,,,,,,,,,,,,,,,,,
119,Saint Gives's,St. Gives’s,St. James's,"St, Gives",St. Gives's,,,,,,,,,,,,,,,,,,,,
120,Jonettes,Sawboues,Sawbones,,,,,,,,,,,,,,,,,,,,,,
121,West End,the East a few weeks ago,the West Ideas,the East Winds,the West End of London,the West End,the East Indians,"the

 

 

 

   

    

 

 

 

 

  

 

 

 

  
  
 

 

 

   

 

 

Railway east",Thebes,the West Strand,The West End,,,,,,,,,,,,,,
122,Babylon,"Lone
don",Madonnas,LONDON,Yonder,Richmond,THE MY6SERIES OF LONDON,Dundulo,Dandolo,london,London,Egdon,,,,,,,,,,,,,
123,Superintendent,Continent,Levante,Lament,Central,conte,Penitentiary,Derwent,Regent,Mention,Content,Convent Garden,Intter,,,,,,,,,,,,
124,"you,—if","bed,—not","you,—not",,,,,,,,,,,,,,,,,,,,,,
125,Borne,Cornwall,Journey Nereuerm Italy,Corner,yonder corner,,,,,,,,,,,,,,,,,,,,
126,Wicks,bees’-win,"wi
dor","wildly,—at",wi,,,,,,,,,,,,,,,,,,,,
127,Earth,the North Pole,the Lombardy Arms,in'theé,earth,Hearth,"heard,—a",,,,,,,,,,,,,,,,,,
128,life:—he,Isnhelia,Julia,Sellis,Lived,Usiglio,Limb,Liquor,Lieges,\little,Tsabelia,Lis,Li,Lilac,Tulia,,,,,,,,,,
129,Ireland,"Philip
Island",Poland,Slaek,Carribbee Islands,Learned Island,Philip Island,portland,"Inscoessible
Islands",Norfolk Island,Scotland,Island,,,,,,,,,,,,,
130,NAPLES,Naples,,,,,,,,,,,,,,,,,,,,,,,
131,Miza,Miss.,Mira,Bohemia,Middle,Smile-,Mi,,,,,,,,,,,,,,,,,,
132,SANTA CARE,Satan,Say,Santa Croce,Sultan,Santa-Croce,Santa-Croco,nisatbanar San,SANTA,,,,,,,,,,,,,,,,
133,"the Ball Room of Buckingham
Palace","the Zoological
Gardens",brook:—then,"the brook
gale",,,,,,,,,,,,,,,,,,,,,
134,"sir,—I","Diana,—I","Pacific,—I","low,—I","it,—when",loaf:—it,"work,—it","seat,—“it","it,—I",,,,,,,,,,,,,,,,
135,Stamford Stroot,Staffordshire,Staffordshi,Stamford,Stafford,,,,,,,,,,,,,,,,,,,,
136,Club,Lucetta,Gazette,,,,,,,,,,,,,,,,,,,,,,
137,Saint Theodosla,St. Theodosia,Saint Theodosia,,,,,,,,,,,,,,,,,,,,,,
138,Refuge,"protfered,—a",Medway,Regan,lyre,Redeemer,Red,Recorded,,,,,,,,,,,,,,,,,
139,Guilford,Guildhall,Guildford Ll,Guildford,,,,,,,,,,,,,,,,,,,,,
140,DECISION,"devised,—he","division,—he",,,,,,,,,,,,,,,,,,,,,,
141,"Bethnil
Green",Wooden,Woodcat,Greeawood,Greece,Greenwich,Greenwood,,,,,,,,,,,,,,,,,,
142,Saffron,"Saffron Hill,—Globe Town",Saffron Hill,,,,,,,,,,,,,,,,,,,,,,
