cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18,elem_19,elem_20,elem_21,elem_22,elem_23
68,Tokenhonse,Pakenham,Twickenham,Tottenham,Quakers,,,,,,,,,,,,,,,,,,,
69,Whittinghs,Tinge,Fitshardinge,Trotting,Hastings,DUNGEON,,,,,,,,,,,,,,,,,,
70,Camden Town,Camden,,,,,,,,,,,,,,,,,,,,,,
71,Strong Hill,Strong,trois,Byron,,,,,,,,,,,,,,,,,,,,
72,cuculi,Montecuculi,@Montecueuli,,,,,,,,,,,,,,,,,,,,,
73,tothe Lobster Tavern,The Lobster Tavern,Bsq.,the Lombardy Arms,,,,,,,,,,,,,,,,,,,,
74,Vinciblo,Inudanum,Inn,inn,in'a,Yes:—in,,,,,,,,,,,,,,,,,,
75,Emotion,"affectation,—in",Motion,Motion;—and,Mention,Left Emotion,EMOTION,Motion Old Town,,,,,,,,,,,,,,,,
76,Joosely,the Dead Sea,Sea,"disease,—which","the Mediterranean

Sea",Seaton,"seat,—“it",,,,,,,,,,,,,,,,,
77,Agnes,NEED,Imagine,ne,Guinea,Geneva,Ne,tune;—bat,One'of,,,,,,,,,,,,,,,
78,Naples,NAPLES,,,,,,,,,,,,,,,,,,,,,,
79,Mi,Mind,Miza,Bohemia,Mira,Smile-,Miss.,,,,,,,,,,,,,,,,,
80,Regan,Cingani,Cinganl,,,,,,,,,,,,,,,,,,,,,
81,Staffordshi,Stafford,Staffordshire,,,,,,,,,,,,,,,,,,,,,
82,Learned Island,"Philip
Island",the South Sea Islands,Philip Island,Island,the British Islands,Poland,Norfolk Island,Holland,Ireland,Slaek,Scotland,"Inscoessible
Islands",portland,Hands,,,,,,,,,
83,Golden Lane,GOLden,Sweden,Golden,"Golden
Lane",,,,,,,,,,,,,,,,,,,
84,Field Oflicer,Fields,Spitalfields,Field,Smithfield,Sheffield,Smithfield Market,Titchfield,Field Mar,SMITHFIELD,,,,,,,,,,,,,,
85,Carriage,the Isle of Man,the Carribbee Islands,the Emerald Isle,Gibbs,Carribbee Islands,,,,,,,,,,,,,,,,,,
86,Lorizontally,Journey Nereuerm Italy,Italy,Capital,crystal,unsucceafaly,,,,,,,,,,,,,,,,,,
87,Skilligalee,Séilligalee,,,,,,,,,,,,,,,,,,,,,,
88,Carté,écarté,,,,,,,,,,,,,,,,,,,,,,
89,Spain,Saint Joana,Prosaic-,"Saint
Nepomecenus",Saint David's,Saint,Saint Gives’s,Say,Saint John's,Plain,sa0et,Saint Sepulebre's,,,,,,,,,,,,
90,Old Bailey,Cold,Old Drury,Scold,,,,,,,,,,,,,,,,,,,,
91,Timplore,whoro,Bishops-,Short,Shore,Short Town,Shoreditch,florence,Score,"Shorediteh,—then",,,,,,,,,,,,,,
92,thecount,the County of,"account,’—And",the Counts Horn,Eastern Counties Railway,,,,,,,,,,,,,,,,,,,
93,France,wrang,FRANCE,france,,,,,,,,,,,,,,,,,,,,
94,King Zingary,Hungary,Zingarees,Zingary,Zingaress,Zingari,Zingarces,,,,,,,,,,,,,,,,,
95,Herbertstcin,ce va,Prince Alberto,Prince Alborto,the aforesaid province,Egertou,Pomberton,Alberto,"Prince Albert,—tbrilling",Albeit,,,,,,,,,,,,,,
96,Temple,nile,Holes,Bibles,Leeds,Legino,Vile,Snoggles,Le,Buckley,Mule,Lewed,Lean,Leipzig,Leg,Levante,,,,,,,,
97,Louisa,Loujsa,Louis,,,,,,,,,,,,,,,,,,,,,
98,Jew,Newyate,Newgute,New Caledonia,Newgate,New,NEW EPOCH,New Itoad,,,,,,,,,,,,,,,,
99,Sawboues,Sawbones,,,,,,,,,,,,,,,,,,,,,,
100,"monster,—I",Kidderminster,Westminster Abbey,Westminster,,,,,,,,,,,,,,,,,,,,
101,the united kingdom,the United Kingdom,A!—the United State,the United State,United Kingdom,the united races,,,,,,,,,,,,,,,,,,
102,Finsbarj,Finsbury Pavement,Finsbury,Bloomsbury,Canterbury,"Finsbury
Pavement",Edinburgh,Lothbury,,,,,,,,,,,,,,,,
103,Athletes,Kathlecn,Kathorin,Katucriue,,,,,,,,,,,,,,,,,,,,
104,Syria,Myriad,Victoria,,,,,,,,,,,,,,,,,,,,,
105,deep wales,Wales,the Prince of Wales,Aléum,Bird-Cage Walk,,,,,,,,,,,,,,,,,,,
106,langham,Banks,Drury Lane,flank,Brick Lane,Lane,swan,Naullan,Brick-lane,Janeiro,SUBTERRANEAN,,,,,,,,,,,,,
107,Colonies,the Colonies,,,,,,,,,,,,,,,,,,,,,,
108,Sheriffs,Middlesex,Middlesex Sheriffs,Middle,Sheridan,,,,,,,,,,,,,,,,,,,
109,"danger,—when","daughter,—to","her,—she","him,—and","her,—to","Jupiter,—Leda",me;’—and,"writing,—and","man,”—and","her,—and","joy,—and","wear,—and","fault,—an",,,,,,,,,,,
110,ELIZA SYDNEY,Standard Sydney,Eliza Ssducy,Sydney,Pliza Sydney,Eliza Sydney,Elizabethan,Eliza Snowy,,,,,,,,,,,,,,,,
111,post|,Sopo,appoint~,Pocket,po,japonica,,,,,,,,,,,,,,,,,,
112,"Saffron Hill,—Globe Town",Saffron Hill,Saffron,,,,,,,,,,,,,,,,,,,,,
113,Kingdom,Wapping,King,Keeping,Kingsdown,lodgings,Birmingham,,,,,,,,,,,,,,,,,
114,"Cape
Horn",boca,Cape,Soap,Cape Horn,,,,,,,,,,,,,,,,,,,
115,West-End,Nibsomest,Select Vestry,Nest,Esq,West,Majesty,west.,,,,,,,,,,,,,,,,
116,Melton,Mameluke,melt-,,,,,,,,,,,,,,,,,,,,,
117,Bacon Rupert,Monaco,monaco,,,,,,,,,,,,,,,,,,,,,
118,Julia,Lieges,Holiness,Elica,Lis,Li,Tulia,Limb,life:—he,Liquor,Hamlin,Lived,,,,,,,,,,,,
119,Oxford,Stamford Stroot,Stamford,,,,,,,,,,,,,,,,,,,,,
120,turkey,Turkey,,,,,,,,,,,,,,,,,,,,,,
121,Dawson,New Prison,dauris,Imprisonment,Prisons,Watson,,,,,,,,,,,,,,,,,,
122,euch,Mcssatina,China,Church,china,handkerchiefs,Birchin,Hutchinson,,,,,,,,,,,,,,,,
123,I'Do,River,Hanover,Fever,Dover,Sovereigns,Govern-,Prove-,,,,,,,,,,,,,,,,
124,Morbid,Tremordyns,Wigmore,Morear,Preach,Morean,Morcar,,,,,,,,,,,,,,,,,
125,Rattesnake,Rattlosnake,,,,,,,,,,,,,,,,,,,,,,
126,"the brook
gale",the City of London,the City Road,"the

  

 

 

   

City",the Island of the City,The City,the Casualty Ward,the City,,,,,,,,,,,,,,,,
127,Lucetta,Gazette,Jonettes,,,,,,,,,,,,,,,,,,,,,
128,Switzerland,Berlin,Oberland,Cumberland,,,,,,,,,,,,,,,,,,,,
129,Amsterdam,Rotterdam,Intter,Charlotte,Iwroteto,,,,,,,,,,,,,,,,,,,
130,au rome,rome,room/—I,Rome,promiseé,,,,,,,,,,,,,,,,,,,
131,"New
Zealand",New Zealand,,,,,,,,,,,,,,,,,,,,,,
132,Napolcon,Titan,Neapolitan,Metropolitan,,,,,,,,,,,,,,,,,,,,
133,Las,deceasod,las,La la,Glasgow,,,,,,,,,,,,,,,,,,,
134,"Deep
black",Black Chamber,the Black Eagle,Blackheath,the Lackey Round,Lilac,Cracksman,Black,the Black Tower,,,,,,,,,,,,,,,
135,Petrarca,Grand,"ma
Bistrates’",Pandora,Trafalgar,Strand,Anstralia,Strasburg,Transylvania,,,,,,,,,,,,,,,
136,Gloucester,Gamester,Chichester,nfoleastere,Rochester,Bolter,Manchester,chester,MYSTERIES,,,,,,,,,,,,,,,
137,Lancashire,Somersetshiro,Somersetshire,Berkshire,Somersetahire,Somers Town,,,,,,,,,,,,,,,,,,
138,Coburg Gotha,Tooth,Gotha,,,,,,,,,,,,,,,,,,,,,
139,"the Holy
Land","the Holy Land,§",the Holy Land,,,,,,,,,,,,,,,,,,,,,
140,"wildly,—at","wi
dor",bees’-win,wi,,,,,,,,,,,,,,,,,,,,
141,Laffeur,Laficur,Lageur,,,,,,,,,,,,,,,,,,,,,
142,Africa,"North
America",America,Mesmerists,,,,,,,,,,,,,,,,,,,,
143,Constable,Constitution Hill,Constitution-,,,,,,,,,,,,,,,,,,,,,
144,"theatre,—an","nature,—if","treasure,—he","pleasure,—nay",,,,,,,,,,,,,,,,,,,,
145,the Tower Hamlets,Lower Union,Lower,elysian bower,Hollow,"Answer Wild
Clock",,,,,,,,,,,,,,,,,,
146,Guilford,Guildford Ll,Guildford,Guildhall,,,,,,,,,,,,,,,,,,,,
147,Casteletcala,Custeleicala,Castcleicala,Casteleicalan,Castelelcala,Casteleicala,Cesteeicale,"Castel
Gicala",,,,,,,,,,,,,,,,
148,Northampton,Stout,Brompton,Soethampton,Egypt,Southampton,,,,,,,,,,,,,,,,,,
149,Spring-Gardens,Spring-,"the Zoological
Gardens","Spring
Gardens",Convent Garden,Receiving Ward,Spring Gardens,Spring Garden,,,,,,,,,,,,,,,,
150,Jects,Resur,"the Resurrection
Map",Surrey,"reflections,—or",the Roman State,"the Resurrection
Man",,,,,,,,,,,,,,,,,
151,Sultan,nisatbanar San,Satan,,,,,,,,,,,,,,,,,,,,,
152,"inmates,—a","in,—a",Kinds,"behind,—and","heard,—a","kind,—a",kind;—and,,,,,,,,,,,,,,,,,
153,Wooleut,Woolwich,Liverpool,choloe,Wooloomooloo,,,,,,,,,,,,,,,,,,,
154,Ladies,Adien,Vienna,,,,,,,,,,,,,,,,,,,,,
155,does’t,was’t,can’I,don’t,ain’t,n’t,,,,,,,,,,,,,,,,,,
156,the Yellow Drawing-room,Yellow,the Yellow Drawing-Room,the Yellow Drawing Room,Dr,,,,,,,,,,,,,,,,,,,
157,Mute,Whitefriars,Yehiete,whirls,Whitechapel,White,Rechabites,,,,,,,,,,,,,,,,,
158,Butts,Butler,Scuttle,Calcutta,\little,,,,,,,,,,,,,,,,,,,
159,the Great Desert,"Curtain Smile
Dapper",Britain,Great Britain,,,,,,,,,,,,,,,,,,,,
160,Rochefoucauld,Wouldn,gulf,Teould,,,,,,,,,,,,,,,,,,,,
161,Dundulo,Boulogne-sur-Her,Cologne,Boulogne,,,,,,,,,,,,,,,,,,,,
162,Orphan,Hannah,Havannah,,,,,,,,,,,,,,,,,,,,,
163,Ravensworth Park,Pegsworth,it'worth,Ravensworth Hall,Ravensworth,Rickmansworth,,,,,,,,,,,,,,,,,,
164,queens,Sabbath,oath:8,invitation:—then,in'theé,Death,repeated.—Then,Thebes,athens,"the
moon",brook:—then,Leather,,,,,,,,,,,,
165,Woodcat,Greeawood,Lowood,Wooden,Greenwich,"Bethnil
Green",Greece,Greenwood,,,,,,,,,,,,,,,,
166,Brazil,Labrador,Febivary,Fobruary,Febraary,,,,,,,,,,,,,,,,,,,
167,voice.—'I,"presence,—I",Tunatic,arctic,"justice,—I",,,,,,,,,,,,,,,,,,,
168,Brummagem,Flairer,Lambeth,Flamma,,,,,,,,,,,,,,,,,,,,
169,Marian,Maria,MARIAN,,,,,,,,,,,,,,,,,,,,,
170,the West End,the West Strand,the West Ideas,West End,the West End of London,The West End,,,,,,,,,,,,,,,,,,
171,Masses,Brussels,Essex,Sussex,,,,,,,,,,,,,,,,,,,,
172,TuRN,Melbourne,Picture,Murmur,Turn,,,,,,,,,,,,,,,,,,,
173,perseroro,Traversed.,Jersey,Traveller,Traversed,,,,,,,,,,,,,,,,,,,
174,Dearest Reginald,dresden,Hare,Dearest,,,,,,,,,,,,,,,,,,,,
175,"devised,—he",DECISION,"division,—he",,,,,,,,,,,,,,,,,,,,,
176,Quad-,Macquaria Harbour,scribabie,"Qavendish
Square",Port Macquarie,Harriet,Macquario,Macquarie,,,,,,,,,,,,,,,,
177,mighty city,"s0-
city",City-,Vanity,splendours city,City,,,,,,,,,,,,,,,,,,
