cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18,elem_19,elem_20,elem_21,elem_22
96,Smithfield,Smithfield Market,SMITHFIELD,,,,,,,,,,,,,,,,,,,,
97,Leeds,"the brook
gale",Skilligalee,Séilligalee,,,,,,,,,,,,,,,,,,,
98,"New
Zealand",Poland,Holland,Ireland,Naullan,New Zealand,Scotland,portland,,,,,,,,,,,,,,,
99,Agnes,Select Vestry,Holiness,Nest,Majesty,Parneseus,,,,,,,,,,,,,,,,,
100,Break,BREAKFAST,ms’am,Breakfast,Speak,,,,,,,,,,,,,,,,,,
101,appoint~,Saint Joana,"Saint
Nepomecenus",Saint,Saint John's,Saint Sepulebre's,,,,,,,,,,,,,,,,,
102,whoro,Bishops-,Short,Shore,Shoreditch,"Shorediteh,—then",,,,,,,,,,,,,,,,,
103,M.P.,"St.
Petersburg",Yehiete,Strasburg,Edinburgh,,,,,,,,,,,,,,,,,,
104,Mcssatina,Calumny,satiicaly,Elica,japonica,Tunatic,,,,,,,,,,,,,,,,,
105,thecount,Secret,the County of,the Colonies,the Counts Horn,the Casualty Ward,Eastern Counties Railway,,,,,,,,,,,,,,,,
106,Middlesex,Middlesex Sheriffs,M3,n0,Middle,,,,,,,,,,,,,,,,,,
107,Chatham,Athletes,Sabbath,oath:8,Death,athens,,,,,,,,,,,,,,,,,
108,St,King Zingary,boca,Hungary,Zingarees,Zingary,Zingaress,Zingari,Zingarces,,,,,,,,,,,,,,
109,Vinciblo,ce va,Prince Alberto,Prince Alborto,"Prince Albert,—tbrilling",,,,,,,,,,,,,,,,,,
110,Newyate,Newgute,New,,,,,,,,,,,,,,,,,,,,
111,lyre,Kidderminster,Westminster Abbey,Westminster,Benstead,,,,,,,,,,,,,,,,,,
112,Finsbarj,Finsbury Pavement,Finsbury,Bloomsbury,"Finsbury
Pavement",Gilt-,Lothbury,,,,,,,,,,,,,,,,
113,Kathlecn,Kathorin,Katucriue,,,,,,,,,,,,,,,,,,,,
114,Inn,Maidstone,Palmerston,Dalston,,,,,,,,,,,,,,,,,,,
115,Vandclenr,"wi
dor",Dandolo,Pandora,,,,,,,,,,,,,,,,,,,
116,Syria,Myriad,Victoria,,,,,,,,,,,,,,,,,,,,
117,Camden,dresden,Sweden,,,,,,,,,,,,,,,,,,,,
118,earth,Earth,Hearth,"heard,—a",,,,,,,,,,,,,,,,,,,
119,Tagliont,Usiglio,Bohemia,,,,,,,,,,,,,,,,,,,,
120,"Saffron Hill,—Globe Town",Snow Hill,Saffron Hill,Ludgato Hill,Saffron,,,,,,,,,,,,,,,,,,
121,agruff,West-End,West,Mira,west.,,,,,,,,,,,,,,,,,,
122,Northern Europe,Europe,Laffeur,Opera,Western Europe,Lageur,,,,,,,,,,,,,,,,,
123,Sacha,Charlotte,Rechabites,,,,,,,,,,,,,,,,,,,,
124,Melton,Mameluke,Melbourne,melt-,,,,,,,,,,,,,,,,,,,
125,upat,Armonia,Bacon Rupert,swan,Monaco,monaco,,,,,,,,,,,,,,,,,
126,Griffin,Coffin,,,,,,,,,,,,,,,,,,,,,
127,Torkemdef,turkey,Turkey,,,,,,,,,,,,,,,,,,,,
128,New Prison,dauris,Imprisonment,Prisons,,,,,,,,,,,,,,,,,,,
129,China,china,Birchin,Hutchinson,,,,,,,,,,,,,,,,,,,
130,Clare Market,"Mark
ham",Marklam,Mark~,AMarkbam Place,Leadenhall Market,,,,,,,,,,,,,,,,,
131,Julia,cuculi,Tulia,Isnhelia,,,,,,,,,,,,,,,,,,,
132,Church,Orphan,handkerchiefs,wi,Hands,,,,,,,,,,,,,,,,,,
133,Hanover,Dover,Sovereigns,Govern-,,,,,,,,,,,,,,,,,,,
134,Carté,mart,écarté,,,,,,,,,,,,,,,,,,,,
135,mighty city,"s0-
city",City-,Vanity,splendours city,City,,,,,,,,,,,,,,,,,
136,Petrarca,Garlick,Trafalgar,Transylvania,,,,,,,,,,,,,,,,,,,
137,the Dead Sea,"the Mediterranean

Sea",SUBTERRANEAN,,,,,,,,,,,,,,,,,,,,
138,Jeemetries,rotrievo,Iwroteto,Teynbam,,,,,,,,,,,,,,,,,,,
139,Lucetta,Rattesnake,Gazette,Intter,Jonettes,,,,,,,,,,,,,,,,,,
140,Santa-Croce,SANTA,Santa Croce,SANTA CARE,Scrofula,Santa-Croco,,,,,,,,,,,,,,,,,
141,Switzerland,Berlin,Oberland,Cumberland,,,,,,,,,,,,,,,,,,,
142,St. David’s,Saint David's,St. David's,"Salt
David's","St, David’s",,,,,,,,,,,,,,,,,,
143,au rome,rome,Rome,,,,,,,,,,,,,,,,,,,,
144,Cold,Colonies,Old Drury,Scold,Score,,,,,,,,,,,,,,,,,,
145,Saint Gives's,St. Gives's,Vesuvius,Saint Gives’s,"St, Gives",St. Gives’s,,,,,,,,,,,,,,,,,
146,Napolcon,Titan,Guinea,Neapolitan,Metropolitan,,,,,,,,,,,,,,,,,,
147,Wicks,Cracksman,Barracks,,,,,,,,,,,,,,,,,,,,
148,Timplore,Providence,florence,"presence,—I",,,,,,,,,,,,,,,,,,,
149,"Curtain Smile
Dapper",Britain,Great Britain,,,,,,,,,,,,,,,,,,,,
150,perseroro,Traversed.,Jersey,Traveller,Traversed,,,,,,,,,,,,,,,,,,
151,Tuscany,Bsq.,Canterbury,can’I,,,,,,,,,,,,,,,,,,,
152,"Deep
black",Black Chamber,the Black Eagle,Blackheath,the Lackey Round,Lilac,Black,the Black Tower,,,,,,,,,,,,,,,
153,Amsterdam,Gloucester,Gamester,Chichester,nfoleastere,Rochester,Mi,Manchester,chester,MYSTERIES,,,,,,,,,,,,,
154,Nibsomest,Lancashire,Somersetshiro,Somersetshire,Berkshire,Somersetahire,,,,,,,,,,,,,,,,,
155,Coburg Gotha,Tooth,Gotha,,,,,,,,,,,,,,,,,,,,
156,Central,"ma
Bistrates’",Strand,Anstralia,Australia,,,,,,,,,,,,,,,,,,
157,"the Holy
Land","the Holy Land,§",the Holy Land,,,,,,,,,,,,,,,,,,,,
158,the Roman State,A!—the United State,the United State,the united races,,,,,,,,,,,,,,,,,,,
159,Monton,Edmonton,Montecuculi,Bosumont,Richmond,Montague,Beaumont,@Montecueuli,,,,,,,,,,,,,,,
160,Africa,"North
America",America,Mesmerists,,,,,,,,,,,,,,,,,,,
161,Constable,Constitution Hill,Constitution-,,,,,,,,,,,,,,,,,,,,
162,automaton,Sea,Seaton,"seat,—“it",,,,,,,,,,,,,,,,,,,
163,Normandy,Medway,Norfolk,norway,,,,,,,,,,,,,,,,,,,
164,£va,Golden Lane,GOLden,Lane,Golden,"Golden
Lane",Janeiro,,,,,,,,,,,,,,,,
165,King,Kingsdown,lodgings,,,,,,,,,,,,,,,,,,,,
166,the Tower Hamlets,Lower Union,Lower,elysian bower,,,,,,,,,,,,,,,,,,,
167,Guilford,Guildford Ll,Guildford,Guildhall,,,,,,,,,,,,,,,,,,,
168,Villa,Rossville,Villabella,Villabeila,Paris Villages,Maria Villages,VILLA,,,,,,,,,,,,,,,,
169,Casteletcala,Castelricala,Custeleicala,Castel,Castcleicala,Casteleicalan,Castelelcala,Leipzig,Casteleicala,Cesteeicale,"Castel
Gicala",,,,,,,,,,,,
170,the City of London,the City Road,"the

  

 

 

   

City",the Island of the City,The City,the City,,,,,,,,,,,,,,,,,
171,New South,New South Wales,"New South
Wales",,,,,,,,,,,,,,,,,,,,
172,Herbertstcin,Egertou,Pomberton,Alberto,Albeit,,,,,,,,,,,,,,,,,,
173,Fitshardinge,Ferdinand,Sardinia,,,,,,,,,,,,,,,,,,,,
174,Spring-Gardens,Spring-,"the Zoological
Gardens","Spring
Gardens",Convent Garden,Receiving Ward,Spring Gardens,Spring Garden,,,,,,,,,,,,,,,
175,Spain,Plain,don’t,ain’t,n’t,,,,,,,,,,,,,,,,,,
176,Hare,Harpy,Harriet,,,,,,,,,,,,,,,,,,,,
177,Stout,Malklatoun,Maikbatou,tune;—bat,,,,,,,,,,,,,,,,,,,
178,Sultan,Satan,,,,,,,,,,,,,,,,,,,,,
179,Buton,Grand,Gradus,Brixton,Girton,Grafton,,,,,,,,,,,,,,,,,
180,Babylon,Arlington London,London,gulf,LONDON,THE MY6SERIES OF LONDON,Egdon,london,,,,,,,,,,,,,,,
181,Ladies,Paradise,Piccadilly,Adien,,,,,,,,,,,,,,,,,,,
182,the Yellow Drawing-room,room/—I,the Yellow Drawing-Room,the Yellow Drawing Room,,,,,,,,,,,,,,,,,,,
183,Whitefriars,whirls,Whitechapel,White,,,,,,,,,,,,,,,,,,,
184,Butts,Butler,Scuttle,Calcutta,\little,,,,,,,,,,,,,,,,,,
185,Sawboues,Dundulo,Boulogne-sur-Her,Cologne,Boulogne,,,,,,,,,,,,,,,,,,
186,Wigmore,Morear,Lean,Preach,Morean,,,,,,,,,,,,,,,,,,
187,post|,Jostling,Hamlin,,,,,,,,,,,,,,,,,,,,
188,Ravensworth Park,Pegsworth,Venus,it'worth,Ravensworth Hall,Ravensworth,Rickmansworth,,,,,,,,,,,,,,,,
189,Woodcat,Greeawood,Lowood,Wooden,the Green Park,Greenwich,"Bethnil
Green",Greece,Greenwood,,,,,,,,,,,,,,
190,the Great Desert,in'theé,the aforesaid province,Thebes,"the
moon",Leather,,,,,,,,,,,,,,,,,
191,Brazil,Labrador,Febivary,Fobruary,Febraary,,,,,,,,,,,,,,,,,,
192,Carriage,scribabie,the Carribbee Islands,Gibbs,Carribbee Islands,,,,,,,,,,,,,,,,,,
193,voice.—'I,arctic,"justice,—I",,,,,,,,,,,,,,,,,,,,
194,Flairer,Lament,Lambeth,Flamma,,,,,,,,,,,,,,,,,,,
195,Marian,Maria,MARIAN,,,,,,,,,,,,,,,,,,,,
196,invitation:—then,his’n,house’—Thereupon,repeated.—Then,ground:—to,brook:—then,,,,,,,,,,,,,,,,,
197,"nature,—if","treasure,—he","pleasure,—nay",,,,,,,,,,,,,,,,,,,,
198,Us,Yellow,choloe,Willows,Hollow,,,,,,,,,,,,,,,,,,
199,Dearest Reginald,Dearest,,,,,,,,,,,,,,,,,,,,,
200,New Caledonia,York,NEW EPOCH,New Itoad,New York,,,,,,,,,,,,,,,,,,
201,Terlizzi,Waterloo,the Waterloo Road,pater=,Bolter,Waterford,Bayswater,,,,,,,,,,,,,,,,
202,langham,Birmingham,,,,,,,,,,,,,,,,,,,,,
203,"Lone
don",Sawbones,Veronezzi,Liquor,One'of,,,,,,,,,,,,,,,,,,
204,DECISION,life:—he,us,"division,—he",,,,,,,,,,,,,,,,,,,
205,Inudanum,Sheriffs,Aléum,Sheridan,,,,,,,,,,,,,,,,,,,
206,Prosaic-,Miss.,promiseé,,,,,,,,,,,,,,,,,,,,
207,Macquaria Harbour,Port Macquarie,Macquario,Macquarie,,,,,,,,,,,,,,,,,,,
208,Arlington,Warrington,Mount Wellington,ARLINGTON,Islington,Remington,Kensington,Newington,Warringtoa,Wellington,Aruington,,,,,,,,,,,,
209,know-,Eliza Ssducy,Miza,Elizabethan,Eliza Snowy,,,,,,,,,,,,,,,,,,
210,Madonnas,Hannah,Havannah,Vienna,,,,,,,,,,,,,,,,,,,
211,Kinds,Mind,Windsor,"kind,—a",indus,,,,,,,,,,,,,,,,,,
212,Louisa,Loujsa,Louis,,,,,,,,,,,,,,,,,,,,
