cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18,elem_19,elem_20
41.0,Finsbury Pavement,Finsbury,Finsbarj,Bloomsbury,"Finsbury
Pavement",Lothbury,,,,,,,,,,,,,,,
42.0,belvidere,side6,Belvidere,,,,,,,,,,,,,,,,,,
43.0,automaton,Tommy,Buton,,,,,,,,,,,,,,,,,,
44.0,Dover,Hanover,Sovereigns,Govern-,Veronezzi,,,,,,,,,,,,,,,,
45.0,Montecuculi,@Montecueuli,cuculi,,,,,,,,,,,,,,,,,,
46.0,Coburg Gotha,Gotha,Tooth,,,,,,,,,,,,,,,,,,
47.0,Waterloo,Waterford,the Waterloo Road,Terlizzi,Bayswater,,,,,,,,,,,,,,,,
48.0,New York,New Itoad,NEW EPOCH,York,the Duke of York,,,,,,,,,,,,,,,,
49.0,Refuge,huge;piece,Receiving Ward,deceasod,,,,,,,,,,,,,,,,,
50.0,Sacha,Rechabites,Preach,,,,,,,,,,,,,,,,,,
51.0,Scold,Score,Cold,,,,,,,,,,,,,,,,,,
52.0,St. John-street,Friar Street,"Jersey
Street",Curzon Street Chapel,Street,Bow Street,King Street,Regent Street,CATHERINE STREET,Flower Street,Gracechurch Street,Gerard Street,"Hamlin
Street","Piumptre
Street",Calthorpe Street,Smart Street,Mecklenburgh Streets,West Street,Ida Street,High Street,Oxford Street
53.0,Boulogne,Cologne,Boulogne-sur-Her,,,,,,,,,,,,,,,,,,
54.0,Timplore,Temple,florence,,,,,,,,,,,,,,,,,,
55.0,Rotterdam,Amsterdam,Intter,,,,,,,,,,,,,,,,,,
56.0,Australia,Austria,Anstralia,Central,,,,,,,,,,,,,,,,,
57.0,Satan,Sultan,nisatbanar San,,,,,,,,,,,,,,,,,,
58.0,United Kingdom,the united kingdom,Kingdom,the United Kingdom,,,,,,,,,,,,,,,,,
59.0,"sir,—I","Pacific,—I","low,—I","work,—it",Laficur,,,,,,,,,,,,,,,,
60.0,The Lobster Tavern,tothe Lobster Tavern,the Lombardy Arms,,,,,,,,,,,,,,,,,,
61.0,Great Britain,Britain,the Great Desert,,,,,,,,,,,,,,,,,,
62.0,Julia,Tulia,,,,,,,,,,,,,,,,,,,
63.0,India,Appendia,West Indian,Indicated,,,,,,,,,,,,,,,,,
64.0,MARIAN,Maria,Marian,,,,,,,,,,,,,,,,,,
65.0,kind;—and,Kinds,"kind,—a",Windsor,,,,,,,,,,,,,,,,,
66.0,Georgia,DUNGEON,Georgian,,,,,,,,,,,,,,,,,,
67.0,yonder grove,Yonder,Derby,yonder corner,,,,,,,,,,,,,,,,,
68.0,Woolwich,Wooleut,Wooloomooloo,,,,,,,,,,,,,,,,,,
69.0,St. Leger,St. Luke's,St. Prick,Mameluke,St. Pancras,,,,,,,,,,,,,,,,
70.0,Tossed,Moss,Jossica,,,,,,,,,,,,,,,,,,
71.0,Whittinghs,Trotting,Tinge,,,,,,,,,,,,,,,,,,
72.0,"the Old
Barley",Barley,the Old Very,,,,,,,,,,,,,,,,,,
73.0,Watson,Dawson,Parsonage,sont,,,,,,,,,,,,,,,,,
74.0,Ferdinand,Fitshardinge,Sardinia,,,,,,,,,,,,,,,,,,
75.0,know-,Snow Hill,dunghills,Ludgato Hill,,,,,,,,,,,,,,,,,
76.0,tune;—bat,Maikbatou,Malklatoun,,,,,,,,,,,,,,,,,,
77.0,"her,—she","Jupiter,—Leda","daughter,—to",Faugh,"her,—to","monster,—I",,,,,,,,,,,,,,,
78.0,Séilligalee,Skilligalee,,,,,,,,,,,,,,,,,,,
79.0,Kathorin,Athletes,Kathlecn,Katucriue,,,,,,,,,,,,,,,,,
80.0,Duvernay,Fever,Nevernave,Geneva,,,,,,,,,,,,,,,,,
81.0,Stephen,phenix,Stephens,Stepbens,,,,,,,,,,,,,,,,,
82.0,Monton,Wanton,Wigginton,Edmonton,,,,,,,,,,,,,,,,,
83.0,Camden,Torkemdef,Teynbam,Camden Town,,,,,,,,,,,,,,,,,
84.0,Prisons,New Prison,Imprisonment,,,,,,,,,,,,,,,,,,
85.0,Carté,écarté,,,,,,,,,,,,,,,,,,,
86.0,bees’-win,does’t,was’t,,,,,,,,,,,,,,,,,,
87.0,Birchin,Hutchinson,China,china,,,,,,,,,,,,,,,,,
88.0,Madeira,Mira,Janeiro,,,,,,,,,,,,,,,,,,
89.0,Butler,Scuttle,Calcutta,\little,Butts,,,,,,,,,,,,,,,,
90.0,the Happy Valley,Valley,Talleyrand,Buckley,,,,,,,,,,,,,,,,,
91.0,ain’t,Spain,Plain,,,,,,,,,,,,,,,,,,
92.0,Jiaizon,Lorizontally,,,,,,,,,,,,,,,,,,,
93.0,lodgings,King,Kingsdown,Hastings,,,,,,,,,,,,,,,,,
94.0,Pardon,Madonnas,n’t,don’t,Egdon,,,,,,,,,,,,,,,,
95.0,Macquario,Macquarie,Port Macquarie,Macquaria Harbour,,,,,,,,,,,,,,,,,
96.0,Strong Hill,trois,Strong,Byron,,,,,,,,,,,,,,,,,
97.0,Ellen,Isnhelia,TELL,Hell,,,,,,,,,,,,,,,,,
98.0,Gibbs,Carribbee Islands,the Carribbee Islands,Carriage,,,,,,,,,,,,,,,,,
99.0,Organ,Cingani,Cinganl,Regan,Gipsie,,,,,,,,,,,,,,,,
100.0,Berlin,Switzerland,Oberland,Cumberland,,,,,,,,,,,,,,,,,
101.0,Transylvania,Strand,Grand,"ma
Bistrates’",,,,,,,,,,,,,,,,,
102.0,Saint,"Saint
Nepomecenus",Saint John's,Saint Sepulebre's,Saint Gives’s,Saint Joana,,,,,,,,,,,,,,,
103.0,"Castel
Gicala",Custeleicala,Leipzig,Casteleicala,Castelelcala,Castelricala,Cesteeicale,Castcleicala,Casteletcala,Castel,Casteleicalan,,,,,,,,,,
104.0,Laffeur,Staffordshire,Staffordshi,Stafford,,,,,,,,,,,,,,,,,
105.0,Castle,"Castle
Ghichor",Cast,Bustle,,,,,,,,,,,,,,,,,
106.0,Break,BREAKFAST,Breakfast,Speak,,,,,,,,,,,,,,,,,
107.0,Mark~,"Mark
ham",Marklam,AMarkbam Place,Dark,mart,,,,,,,,,,,,,,,
108.0,Petrarca,Trafalgar,unsucceafaly,,,,,,,,,,,,,,,,,,
109.0,"St.
Petersburg",Strasburg,Edinburgh,,,,,,,,,,,,,,,,,,
110.0,Eastern Counties Railway,the County of,thecount,the Counts Horn,,,,,,,,,,,,,,,,,
111.0,Western Europe,Northern Europe,Europe,,,,,,,,,,,,,,,,,,
112.0,portland,Scotland,Port,,,,,,,,,,,,,,,,,,
113.0,Imagine,Leg,Legino,,,,,,,,,,,,,,,,,,
114.0,methodist,Hounslow,thou,,,,,,,,,,,,,,,,,,
115.0,Aus,Rochefoucauld,Cause,,,,,,,,,,,,,,,,,,
116.0,Gradus,indus,Dundulo,Mind,,,,,,,,,,,,,,,,,
117.0,monaco,Monaco,,,,,,,,,,,,,,,,,,,
118.0,Rattlosnake,Rattesnake,,,,,,,,,,,,,,,,,,,
119.0,SUBTERRANEAN,"the Mediterranean

Sea",the Dead Sea,,,,,,,,,,,,,,,,,,
120.0,Spring Garden,Spring Gardens,Spring-Gardens,"the Zoological
Gardens",Spring-,"Spring
Gardens",Convent Garden,,,,,,,,,,,,,,
121.0,Brussels,Russia,Sussex,,,,,,,,,,,,,,,,,,
122.0,the Colonies,Colonies,,,,,,,,,,,,,,,,,,,
123.0,MYSTERIES,nfoleastere,Gloucester,chester,Manchester,Rochester,Gamester,Chichester,,,,,,,,,,,,,
124.0,"Kentish
Town",Kentish,Kentish Town,"Kentish

'",Aurentin,British Isles,,,,,,,,,,,,,,,
125.0,Camberwell,Derwent,Lambeth,,,,,,,,,,,,,,,,,,
126.0,Wooden,Woodcat,Lowood,,,,,,,,,,,,,,,,,,
127.0,Naullan,Holland,Hollow,,,,,,,,,,,,,,,,,,
128.0,SMITHFIELD,Smithfield Market,Smithfield,,,,,,,,,,,,,,,,,,
129.0,"treasure,—he","pleasure,—nay","nature,—if",,,,,,,,,,,,,,,,,,
130.0,Cape Horn,Cape,"Cape
Horn",,,,,,,,,,,,,,,,,,
131.0,Adolino,Adeline,Adelino,Belinda,Adelaide,,,,,,,,,,,,,,,,
132.0,River,Liverpool,Lived,,,,,,,,,,,,,,,,,,
133.0,Sellis,Joosely,Lis,,,,,,,,,,,,,,,,,,
134.0,Griffin,Coffin,,,,,,,,,,,,,,,,,,,
135.0,Egertou,Girton,Pomberton,Herbertstcin,,,,,,,,,,,,,,,,,
136.0,Capital,Italy,crystal,Journey Nereuerm Italy,,,,,,,,,,,,,,,,,
137.0,the City Road,the City of London,"the

  

 

 

   

City",the City,the Island of the City,the Casualty Ward,The City,,,,,,,,,,,,,,
138.0,Stamford Stroot,Stamford,Oxford,,,,,,,,,,,,,,,,,,
139.0,thick-,Thick,the thick grove,,,,,,,,,,,,,,,,,,
140.0,New Caledonia,"the New
Road",the North Pole,the New Cut,,,,,,,,,,,,,,,,,
141.0,Melton,melt-,,,,,,,,,,,,,,,,,,,
142.0,Usiglio,Tagliont,Yeiglod,,,,,,,,,,,,,,,,,,
143.0,King Zingary,Zingarces,Zingary,Zingaress,Zingari,Hungary,Zingarees,,,,,,,,,,,,,,
144.0,"it,—when","danger,—when","disease,—which","it,—I",,,,,,,,,,,,,,,,,
145.0,Circassia,asia,Asia,Asia Minor,,,,,,,,,,,,,,,,,
146.0,"Hyde
Park",Hyde Park,Park,,,,,,,,,,,,,,,,,,
147.0,Illustrious,District,post|,Sesostris,,,,,,,,,,,,,,,,,
148.0,"the

 

 

  

 

 

 

Cecilia",Gecilia,Ceciiia,Cecilia,Cecili,"Lady
Cecilia",,,,,,,,,,,,,,,
149.0,"Salt
David's",St. David’s,"St, David’s",St. David's,Saint David's,,,,,,,,,,,,,,,,
150.0,"Answer Wild
Clock","wildly,—at",,,,,,,,,,,,,,,,,,,
151.0,Quakers,Quad-,"Qavendish
Square",,,,,,,,,,,,,,,,,,
152.0,Turn,Picture,TuRN,,,,,,,,,,,,,,,,,,
153.0,SANTA CARE,Santa Croce,Santa-Croce,Santa-Croco,SANTA,,,,,,,,,,,,,,,,
154.0,inn,Inn,,,,,,,,,,,,,,,,,,,
155.0,au rome,Rome,rome,,,,,,,,,,,,,,,,,,
156.0,Old Bailey,Old Drury,Drury Lane,,,,,,,,,,,,,,,,,,
157.0,Somersetshiro,Berkshire,Somersetshire,Somersetahire,Lancashire,,,,,,,,,,,,,,,,
158.0,Dandolo,Inudanum,Pandora,,,,,,,,,,,,,,,,,,
159.0,West-End,West,St.,west.,,,,,,,,,,,,,,,,,
160.0,Casteicicala,Casielcicala,Jastelcicala,the State of Castelcicala,Eustelicala,telcicala,Castolcicalan,Castelcicala,Castelicicala,Castolcicala,Custelcicala,,,,,,,,,,
161.0,A!—the United State,the Roman State,the United State,Bohemia,the united races,,,,,,,,,,,,,,,,
162.0,St. James’s Park,Saint James’s,Saint James’s Park,Saint James's,,,,,,,,,,,,,,,,,
163.0,Adien,Ladies,Vienna,,,,,,,,,,,,,,,,,,
164.0,Bishops-,whoro,"Shorediteh,—then",Shore,Shoreditch,Short,,,,,,,,,,,,,,,
165.0,Left Emotion,EMOTION,Motion,Motion Old Town,Mention,Emotion,Motion;—and,,,,,,,,,,,,,,
166.0,"the Ball Room of Buckingham
Palace",Palate,Palace,,,,,,,,,,,,,,,,,,
167.0,Miss.,promiseé,Prosaic-,,,,,,,,,,,,,,,,,,
168.0,Piccadilly,Bastille,Willows,Ill,Lille,Quillotines,Ill.,,,,,,,,,,,,,,
169.0,"North
America",Mesmerists,England for America,Africa,America,,,,,,,,,,,,,,,,
170.0,it'worth,Ravensworth Park,Ravensworth Hall,Venus,Pegsworth,Ravensworth,Rickmansworth,,,,,,,,,,,,,,
171.0,NEED,Leeds,,,,,,,,,,,,,,,,,,,
172.0,Banks,Mill,Kilbarn,Millbank,,,,,,,,,,,,,,,,,
173.0,Whitechapel,White,whirls,Whitefriars,,,,,,,,,,,,,,,,,
174.0,Clare Market,Leadenhall Market,Clarke,,,,,,,,,,,,,,,,,,
175.0,Bay road,the Lackey Round,Mute,ground:—to,,,,,,,,,,,,,,,,,
176.0,Prince Alborto,Alberto,ce va,Albeit,"Prince Albert,—tbrilling",Prince Alberto,,,,,,,,,,,,,,,
177.0,Morosino,Morocco,morocco,Morocco Railway,MOROCCO,,,,,,,,,,,,,,,,
178.0,house’—Thereupon,brook:—then,repeated.—Then,invitation:—then,"the brook
gale",,,,,,,,,,,,,,,,
179.0,"Diana,—I",Diab,Diana,,,,,,,,,,,,,,,,,,
180.0,Eliza Snowy,Sydney,Miza,Eliza Ssducy,Standard Sydney,Pliza Sydney,Eliza Sydney,ELIZA SYDNEY,Elizabethan,,,,,,,,,,,,
181.0,Sawboues,Sawbones,,,,,,,,,,,,,,,,,,,
182.0,Majesty,Holiness,Parneseus,Nest,Select Vestry,Nibsomest,Agnes,,,,,,,,,,,,,,
183.0,Louisa,Loujsa,Louis,,,,,,,,,,,,,,,,,,
184.0,Whiteoross Street,Secret,Whitecross Street,,,,,,,,,,,,,,,,,,
185.0,Wouldn,Teould,,,,,,,,,,,,,,,,,,,
186.0,Field Mar,Titchfield,Field Oflicer,Spitalfields,Fields,Field,Sheffield,,,,,,,,,,,,,,
187.0,Snoggles,choloe,Holes,Bibles,,,,,,,,,,,,,,,,,
188.0,"the Resurrection
Man",Surrey,"reflections,—or",Jects,Resur,"the Resurrection
Map",,,,,,,,,,,,,,,
189.0,the Yellow Drawing Room,Yellow,the Yellow Drawing-room,room/—I,the Yellow Drawing-Room,,,,,,,,,,,,,,,,
190.0,Judges,Regent,Lieges,,,,,,,,,,,,,,,,,,
191.0,Bolter,"inmates,—a",Hate,upat,pater=,,,,,,,,,,,,,,,,
192.0,in'a,in'theé,"the
moon",Thebes,,,,,,,,,,,,,,,,,
193.0,Barracks,Cracksman,,,,,,,,,,,,,,,,,,,
194.0,Hamourgh,Honour,Melbourne,ourée,,,,,,,,,,,,,,,,,
195.0,voice.—'I,arctic,"presence,—I","justice,—I",,,,,,,,,,,,,,,,,
196.0,Napolcon,Balcony,,,,,,,,,,,,,,,,,,,
197.0,Middlesex,Sheriffs,Sheridan,Middlesex Sheriffs,Middle,,,,,,,,,,,,,,,,
198.0,Turkey,turkey,,,,,,,,,,,,,,,,,,,
199.0,Paris Villages,Paris,dauris,paris,,,,,,,,,,,,,,,,,
200.0,Rottenborpugh,Rotteuborough,Rottenbordugh,Rottenborough Union,Rottenborough,,,,,,,,,,,,,,,,
201.0,Keeping,appoint~,Wapping,,,,,,,,,,,,,,,,,,
202.0,Canterbury,can’I,Tuscany,,,,,,,,,,,,,,,,,,
203.0,Traveller,Jersey,Traversed.,Traversed,perseroro,,,,,,,,,,,,,,,,
204.0,LONDON,THE MY6SERIES OF LONDON,london,London,,,,,,,,,,,,,,,,,
205.0,Saint Gives's,St. Gives’s,St. James's,Vesuvius,"St, Gives",St. Gives's,,,,,,,,,,,,,,,
206.0,athens,Chatham,Death,Sabbath,Leather,oath:8,,,,,,,,,,,,,,,
207.0,Montague,Beaumont,Richmond,Bosumont,Armonia,,,,,,,,,,,,,,,,
208.0,West End,the West Ideas,the West End of London,the West End,the West Strand,The West End,,,,,,,,,,,,,,,
209.0,Superintendent,Continent,conte,Penitentiary,Content,,,,,,,,,,,,,,,,
210.0,Southern Common,South Pole,Glowiouth,Portsmouth,Truth,South-sea,"mouth,—oh",,,,,,,,,,,,,,
211.0,Vornon,Vernon la,Vernon,VERNON,Liberty Vernon,,,,,,,,,,,,,,,,
212.0,Titan,Sopo,Metropolitan,Neapolitan,,,,,,,,,,,,,,,,,
213.0,"you,—if","bed,—not","you,—not",,,,,,,,,,,,,,,,,,
214.0,Guinea,Warrington,Remington,Newington,Warringtoa,Kensington,Aruington,,,,,,,,,,,,,,
215.0,Borne,Cornwall,Cornhill,Corner,Recorded,,,,,,,,,,,,,,,,
216.0,japonica,Elica,Tunatic,Mcssatina,Calumny,satiicaly,,,,,,,,,,,,,,,
217.0,Mule,Lageur,Hercules Passage,,,,,,,,,,,,,,,,,,
218.0,New South,New South Wales,"New South
Wales",,,,,,,,,,,,,,,,,,
219.0,Morcar,Morrow,Morbid,Morpheus,Tremordyns,,,,,,,,,,,,,,,,
220.0,Earth,earth,Hearth,"heard,—a",,,,,,,,,,,,,,,,,
221.0,Ireland,"Philip
Island",Poland,Slaek,the British Islands,Learned Island,Philip Island,the South Sea Islands,"Inscoessible
Islands",Norfolk Island,Island,,,,,,,,,,
222.0,NAPLES,Naples,,,,,,,,,,,,,,,,,,,
223.0,nile,Vile,"Curtain Smile
Dapper",Smile-,,,,,,,,,,,,,,,,,
224.0,sherry.,"Cherry
Park",Cherry,,,,,,,,,,,,,,,,,,
225.0,Dearest Reginald,Dearest,,,,,,,,,,,,,,,,,,,
226.0,Sea,Seaton,"seat,—“it",,,,,,,,,,,,,,,,,,
227.0,Lean,Morear,Wigmore,Morean,,,,,,,,,,,,,,,,,
228.0,Villabella,Rossville,Pentonville,Villa,Villabeila,Maria Villages,VILLA,,,,,,,,,,,,,,
229.0,Constable,Constitution Hill,Constitution-,,,,,,,,,,,,,,,,,,
230.0,Saint Theodosla,St. Theodosia,Saint Theodosia,,,,,,,,,,,,,,,,,,
231.0,"protfered,—a",Redeemer,Red,,,,,,,,,,,,,,,,,,
232.0,me;’—and,"wear,—and","man,”—and","her,—and","theatre,—an","in,—a","writing,—and","behind,—and","account,’—And","joy,—and",Husband,"fault,—an",Vandclenr,"him,—and",,,,,,,
233.0,Guilford,Guildhall,Guildford Ll,Guildford,,,,,,,,,,,,,,,,,
234.0,Wales,Bird-Cage Walk,the Prince of Wales,deep wales,,,,,,,,,,,,,,,,,
235.0,"affectation,—in",life:—he,DECISION,"devised,—he","division,—he",,,,,,,,,,,,,,,,
236.0,Jonettes,Lucetta,Gazette,,,,,,,,,,,,,,,,,,
237.0,"Bethnil
Green",queens,Greeawood,Greece,the Green Park,Greenwich,Greenwood,,,,,,,,,,,,,,
238.0,Saffron,"Saffron Hill,—Globe Town",Saffron Hill,,,,,,,,,,,,,,,,,,
239.0,Holmesiord,Holuesford,the Isle of Man,the Marquis of Holmesford,,,,,,,,,,,,,,,,,
240.0,"New
Zealand",New Zealand,,,,,,,,,,,,,,,,,,,
241.0,Ieabelle,Isavella,Tsabelia,Isabeila,Jsabella,,,,,,,,,,,,,,,,
