cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18,elem_19,elem_20,elem_21,elem_22,elem_23,elem_24,elem_25,elem_26
35,lingerie,peure—,heur—,supérieure,dimi—,,,,,,,,,,,,,,,,,,,,,,
36,Quelque,queie,Bﬂcmät,Quelquefois,Quelquefoîs,ques—,,,,,,,,,,,,,,,,,,,,,
37,rappelez—,jappe,Paris,appar—,æsayai,par-,lesfermer,Enﬁn,,,,,,,,,,,,,,,,,,,
38,Castille,Vülevieille,Geneviève,Villevieüle,Villevieﬂle,Villevieille,Ville-,"vieille
Bibiche",,,,,,,,,,,,,,,,,,,
39,marchais,long—,remarquai,mars—,Cobtœ,sépa—,,,,,,,,,,,,,,,,,,,,,
40,Bibiche,vachœ,Cache,,,,,,,,,,,,,,,,,,,,,,,,
41,manche,arrê—,la Blanche,jy,Chemineau la Bête,la manche,la terre,,,,,,,,,,,,,,,,,,,,
42,mum-am 75,Vin,"am 87

fe",._.kn__.,,,,,,,,,,,,,,,,,,,,,,,
43,chmæithcbaæondelîæu,Eugène,de France,Tirande,,,,,,,,,,,,,,,,,,,,,,,
44,qu‘au,eniamber,A,repous—,,,,,,,,,,,,,,,,,,,,,,,
45,I',le soleil,Sologne,Sologne.ll,soleil,I’,Rouge,,,,,,,,,,,,,,,,,,,,
46,Laisse,Iosentais,Rome,restais,lais—,aimais,iävais,d’,connais—,croyais,,,,,,,,,,,,,,,,,
47,"ñuﬂnlnnil

.‘l",bergüe€,ca chœœ,.ne,,,,,,,,,,,,,,,,,,,,,,,
48,A demain,Sylvain,E,.,main—,,,,,,,,,,,,,,,,,,,,,,
49,trou—,leuse,labou—,buis,vou—,aussi—,,,,,,,,,,,,,,,,,,,,,
50,Ismé-,Am&ntiem’,Ismérie,Ismétie,,,,,,,,,,,,,,,,,,,,,,,
51,porte n’,"mum-am 75

Le vacher",aper—,ser—,Voilà,cherchai,cher—,,,,,,,,,,,,,,,,,,,,
52,"Eﬂeplumüt
douœment—",atten—,enten—,,,,,,,,,,,,,,,,,,,,,,,,
53,ﬁxer,noux,engage—,I,gagea,agenouülée,,,,,,,,,,,,,,,,,,,,,
