cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18,elem_19,elem_20,elem_21,elem_22
46.0,trou—,trous—,Rouge,repous—,,,,,,,,,,,,,,,,,,,
47.0,alluma,Douze,Eﬂerua,"Eﬂeplumüt
douœment—",Dæuwwiouœ,,,,,,,,,,,,,,,,,,
48.0,peure—,Tunesäspeut,heur—,supérieure,,,,,,,,,,,,,,,,,,,
49.0,aimais,æsayai,croyais,iävais,décro—,,,,,,,,,,,,,,,,,,
50.0,gran—,Tireli,Tirande,chmæithcbaæondelîæu,grand your,,,,,,,,,,,,,,,,,,
51.0,Augustine,nart(1,Martine,Ma1tine,,,,,,,,,,,,,,,,,,,
52.0,Santons,—- Voyons,Brabant,,,,,,,,,,,,,,,,,,,,
53.0,Journée,Jours,Jour,,,,,,,,,,,,,,,,,,,,
54.0,chauﬁer,funﬁer,puriﬁer,,,,,,,,,,,,,,,,,,,,
55.0,Iosentais,m’étaitinœnnu,restais,,,,,,,,,,,,,,,,,,,,
56.0,nour—,nourri—,tournai,tour—,ourhis,Pourt‘aﬁt,,,,,,,,,,,,,,,,,
57.0,commu—,Communs,,,,,,,,,,,,,,,,,,,,,
58.0,ri Deslois,Deslois,,,,,,,,,,,,,,,,,,,,,
59.0,La grosse,grosse Mélanie,ﬁnesse,La grosse Mélanie,,,,,,,,,,,,,,,,,,,
60.0,gagea,,,,,,,,,,,,,,,,,,,,,,
61.0,engage—,,,,,,,,,,,,,,,,,,,,,,
62.0,Voilà,"13

Parfois",Vois,Sois,,,,,,,,,,,,,,,,,,,
63.0,inﬂiger,lingerie,,,,,,,,,,,,,,,,,,,,,
64.0,connais—,Laisse,lais—,,,,,,,,,,,,,,,,,,,,
65.0,queie,Quelque,Quelquefois,ques—,Quelquefoîs,,,,,,,,,,,,,,,,,,
66.0,24 MARIE—CLAIRE,28 MARIE—CLAIRE,30 MARIE—CLAIRE,106 MARIE—CLAIRE,Marie—Claire,IO MARIE—CLAIRE,"MARIE—CLAIRE 99

Pâques",MARIE—CLAIRE,48 MARIE—CLAIRE,40 MARIE—CLAIRE,Marie—Claim,100 MARIE—CLAIRE,36 MARIE—CLAIRE,120 MARIE—CLAIRE,notre Marie-Claire,MARIE-CLAIRE,MARIE—CLAIRE 89,44 MARIE—CLAIRE,54 MARIE—CLAIRE,20 MARIE—CLAIRE,102 MARIE—CLAIRE,8 MARIE—CLAIRE,"MARIE—CLAIRE

Maintenant"
67.0,Chicon,de France,conﬁer,conﬁance,,,,,,,,,,,,,,,,,,,
68.0,Aimée,Sœur Marie-Aimée lavit,Marie—Aimée,Marie.—Aimée,,,,,,,,,,,,,,,,,,,
69.0,château du Gué Perdu,"Gué-
Perdu",Gué Perdu,,,,,,,,,,,,,,,,,,,,
