cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18,elem_19,elem_20,elem_21,elem_22,elem_23,elem_24
19,Es-tu folle,Es-tu malade,alluma,,,,,,,,,,,,,,,,,,,,,,
20,manche,la Blanche,Chemineau la Bête,la manche,la terre,blan—,,,,,,,,,,,,,,,,,,,
21,Désirée-des-Anges,Désirée—des-Anges,Désirée,j’,Désirée—des—Anges,dési—,Dosirée—des-Anges,des-Anges,Anges,,,,,,,,,,,,,,,,
22,Saint-Jean,Saint—Jean,La Saint-Jean,Psadzxyt,Saint—Iean,æsayai,,,,,,,,,,,,,,,,,,,
23,a—,créa—,üyadægædæmæpoæra—,"Mﬂh=,mua—,—-",sépa—,,,,,,,,,,,,,,,,,,,,
24,conﬁance,conﬁer,puriﬁer,funﬁer,,,,,,,,,,,,,,,,,,,,,
25,aœut,mum-am 75,"mum-am 75

Le vacher",æuva,vachœ,,,,,,,,,,,,,,,,,,,,
26,Tunesäspeut,dix—neuf,Eugène,Jeune,mägréungﬂnd,Jaune,onne,.ne,,,,,,,,,,,,,,,,,
27,M7jd—:A,—:-‘,,,,,,,,,,,,,,,,,,,,,,,
28,i’,I’,,,,,,,,,,,,,,,,,,,,,,,
29,Elk www,Elkreùtvæsmä,Dæuwwiouœ,,,,,,,,,,,,,,,,,,,,,,
30,quan—,ﬂanœ,Brabant,gran—,de France,grand your,n—,Tirande,,,,,,,,,,,,,,,,,
31,.:;‘J,qu‘au,jusqu’,Lg-h.,qu’,,,,,,,,,,,,,,,,,,,,
32,heur—,tour—,nour—,noux,nourri—,,,,,,,,,,,,,,,,,,,,
33,"ñuﬂnlnnil

.‘l",Bel-Œil,s’,Ils’,,,,,,,,,,,,,,,,,,,,,
34,m’,W’,m’étaitinœnnu,ﬁnit,,,,,,,,,,,,,,,,,,,,,
35,Mélanie,La grosse,É,Méla-,grosse Mélanie,ﬁnesse,La grosse Mélanie,Méanie,,,,,,,,,,,,,,,,,
36,Laisse,E,restais,lais—,aimais,iävais,i‘eqaë‘rais,connais—,croyais,,,,,,,,,,,,,,,,
37,.-—v,jy,.-J.‘u,m”.-$‘.wæw-&,,,,,,,,,,,,,,,,,,,,,
38,I',Prends,repren—,Pauvre,repous—,trem—,,,,,,,,,,,,,,,,,,,
39,Am&ntiem’,Vierge,Iesecouai,Châtaigniers,lingerie,Hier,Ie,vnie,,,,,,,,,,,,,,,,,
40,engage—,gagea,agenouülée,,,,,,,,,,,,,,,,,,,,,,
41,tournai,ourhis,Jour,Douze,Journée,Jours,Pourt‘aﬁt,,,,,,,,,,,,,,,,,,
42,Eﬂerua,ﬁxer,aper—,ser—,bergüe€,lesfermer,,,,,,,,,,,,,,,,,,,
43,brindülæ,"pas
dérmgæœæecäosedivinequiétätsæmp£ed",inﬂiger,Vin,indiffé—,Uninsœnt,,,,,,,,,,,,,,,,,,,
44,château du Gué Perdu,Gué Perdu,"Gué-
Perdu",,,,,,,,,,,,,,,,,,,,,,
45,Tes,Saintes Huiles,chan—,teintes chan—,ca chœœ,,,,,,,,,,,,,,,,,,,,
46,urai,beau—,Iesouﬁraisbeau—,suﬁt,J,,,,,,,,,,,,,,,,,,,,
47,"Marie—
Annee",Marie—,SO MARIE—,Marie.—Aimée,Aimée,Marie—Aimée,Sœur Marie-Aimée lavit,,,,,,,,,,,,,,,,,,
48,Ma1tine,cestàpeine,nart(1,Martine,Augustine,,,,,,,,,,,,,,,,,,,,
49,Castille,Vülevieille,Geneviève,Villevieüle,Villevieﬂle,Villevieille,Ville-,Mlle Maximilienne,"vieille
Bibiche",,,,,,,,,,,,,,,,
50,Tiens,Ien',miens,dimi—,rensei—,,,,,,,,,,,,,,,,,,,,
51,remarquai,lors—,mars—,,,,,,,,,,,,,,,,,,,,,,
52,é101gna,nam,mam,eniamber,"am 87

fe",,,,,,,,,,,,,,,,,,,,
53,.—œ_—=-o—,.—.—.___‘4-4,"…-

w.—.—u—-",—-ü,,,,,,,,,,,,,,,,,,,,,
54,"Gué
Per u.

La petite rivière","Gué
Per u.",,,,,,,,,,,,,,,,,,,,,,,
55,arrê—,"13

Parfois",Paris,appar—,par-,largœ,,,,,,,,,,,,,,,,,,,
56,È:.l,Sologne,Sologne.ll,,,,,,,,,,,,,,,,,,,,,,
57,marchais,chmæithcbaæondelîæu,Bibiche,chauﬁer,Cache,cherchai,cher—,,,,,,,,,,,,,,,,,,
58,le soleil,A,soleil,q]e,,,,,,,,,,,,,,,,,,,,,
59,A demain,Sylvain,main—,,,,,,,,,,,,,,,,,,,,,,
60,._,._.kn__.,,,,,,,,,,,,,,,,,,,,,,,
61,atæsi,Aussitôt,aussi—,,,,,,,,,,,,,,,,,,,,,,
62,Iosentais,Ahñnﬁpæditpadenœetseœdt‘eæaendiæﬂ,Maintenant,bien—,"Eﬂeplumüt
douœment—",atten—,entralna,Enﬁn,enten—,,,,,,,,,,,,,,,,
63,bobo,horpmos,regar—,Gaboret,,,,,,,,,,,,,,,,,,,,,
