cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12
86.0,penetra,frenesie,Fenes,renes,cene,,,,,,,,
87.0,c=::-,z::::-,z::::z,,,,,,,,,,
88.0,c:::=,trc::r,,,,,,,,,,,
89.0,porls,Chimborazo,borls,orlre,,,,,,,,,
90.0,Americains,Lanceros mexicains,Iexicaine,Mlexicains,Les Mlexicains,Mexicains,Meicains,gamUusinos mexicains,camp des Mlexicains,,,,
91.0,lance avanl,Yivant,Avantde,avanca,,,,,,,,,
92.0,mornes,orne,,,,,,,,,,,
93.0,Frangais,Eux,Francais,Francs-Yeux,France,,,,,,,,
94.0,lanceros,Plateros,Iateros,,,,,,,,,,
95.0,appuyee,uyes,,,,,,,,,,,
96.0,.--c,c:.--,,,,,,,,,,,
97.0,lune,forlune,Aucune,Lune,,,,,,,,,
98.0,ILe,ILES TRAPPEUR9,ILES TRAPPEUnS,IAPPEUnS,,,,,,,,,
99.0,bete,betes,ciell Etes,,,,,,,,,,
100.0,batie,moi',moitie fou,Tiens,,,,,,,,,
101.0,A minuit,ephemere,- MIa merel,rancon de ma mere,,,,,,,,,
102.0,-iiiiiii.ii,ii siiiioi,,,,,,,,,,,
103.0,Merced,Hoir,lapercevoir,Devois,emouvoir,,,,,,,,
104.0,Chacun,vecu,avecun sang,,,,,,,,,,
105.0,Mlalheureusement,Heure-,HEURE0,0HEURE,,,,,,,,,
106.0,Belhumenr,Bellumeur,Belhu-,Belhumeur,ditBelhumeur,Belhumeurl,Huml,Belhueur,,,,,
107.0,Phebe,Quebec,,,,,,,,,,,
108.0,Part-,partenanl,Partez,- Partez,,,,,,,,,
109.0,Italie,colie,italie,,,,,,,,,,
110.0,chappereni,echappe,echapper,,,,,,,,,,
111.0,malgre,Malgre,gre,,,,,,,,,,
112.0,"autre,3l0",bleutre,commuaute,,,,,,,,,,
113.0,Peaux Rougesetles,"Pe-
rou",Peaux Ronges,Peaux Rouges7,Peaux Rouges,,,,,,,,
114.0,LHACIENDA DEL MILAGR0,hacienda del Milagro,del Milagro,,,,,,,,,,
115.0,joindre.16,Indens,Inde,cendero,,,,,,,,,
116.0,La Providence,fievre,Providence,,,,,,,,,,
117.0,lepero,Leperos,,,,,,,,,,,
118.0,AMI0,Ami,Familles,,,,,,,,,,
119.0,interrom-DE LARKANSAS,IAKANSAS5,mortlDE ILARKANSAS,LARKANSAS5,Arkansas,AIKANSAS5,ARKANSAS5,Aransas,oublielDE LARKANSA,LAlIKANSAS5,,,
120.0,assezlourd,Seurs,ashahas,Leschasseurs,,,,,,,,,
121.0,teau de I'ouest,Est,,,,,,,,,,,
122.0,Mezcal,triarcal,trigue,,,,,,,,,,
123.0,Comanchessont,Coman-,Comancnes,manche,Comanches,piste des Comanches,Les Comanches,Comanche,"Coman-
ches",,,,
124.0,c0te du Cerro de la campana,el Cerro,Cerro,,,,,,,,,,
125.0,feuillee,reveillee,eveillees,reille,,,,,,,,,
126.0,armes.a6,s0mme8,commengca,Hommes,somme,,,,,,,,
127.0,general3,general,,,,,,,,,,,
128.0,curubine,chichikoues,chine,Chinois,,,,,,,,,
129.0,puisqae,Trnce,Puissance,Lenfance,,,,,,,,,
130.0,mee resultat,amesure,Jesu-,,,,,,,,,,
131.0,- Arretez,srete,surete,,,,,,,,,,
132.0,Ra-,"accoutumes a bra-
ver",ecouta,,,,,,,,,,
133.0,Ouaktehno,Ouaklehno,Oualtehno,,,,,,,,,,
134.0,arriveel,Arrivesur,hiver7,Lives,arrivel,Arrive,Arrives,,,,,,
135.0,Geur,SAUEUR,Createur,sepulcre,hate,,,,,,,,
136.0,chevel,le btcher,chene-liege,cher,empecher,,,,,,,,
137.0,Pompadour,accompagnes,- Accompagnerai,,,,,,,,,,
138.0,Ceur Loal,Gaeur Loyal,eur Loal.ts,"Cer
Loyal",Cceur Loyal,Caeur Loyal,Ceur,Ceur Loyal,Ceur Ioyal,,,,
139.0,LaTete,Tete,tete,,,,,,,,,,
140.0,plusvariee etla,Lapluie,Plus,,,,,,,,,,
141.0,Europe,l'Europe,Gouveruemeuls de l'Europe,,,,,,,,,,
142.0,jouR,grotte oh lejour,lagrotte,,,,,,,,,,
143.0,benil,beni,,,,,,,,,,,
144.0,vOyais,gnais,sais,venaison,MIais,raisonl936,jaais,jamais1,"connaissez
- Oui",,,,
145.0,vousinteressez,vOus,Avez-yous,,,,,,,,,,
146.0,ecroula,etouffe,couleau,toul,,,,,,,,,
147.0,Luz,alumet,DonaLuz,,,,,,,,,,
148.0,lentree,epreues,entrecoupee de montagnes,Lentreue,,,,,,,,,
149.0,colere,lez,Revoluuon,volez,Mole,,,,,,,,
150.0,Prie-Dieu,"campI
- Pardieul",DieuI,Dieune,,,,,,,,,
151.0,baltre,piralte,disparaltre,dis-2l,Maltre,,,,,,,,
152.0,Dcadonee,Quale pcrsonnes,mignonne,Donnez,-il Donc,,,,,,,,
153.0,sarrange,Durango,Etats de Durango,,,,,,,,,,
154.0,t27,et270,,,,,,,,,,,
155.0,TRAPPEUIS,trappeutr,trappes,TRAPPEIURS,,,,,,,,,
156.0,Pawnies,IES,,,,,,,,,,,
157.0,Lendroit,calecon etroit,Croit,crois7,,,,,,,,,
158.0,Tele d'Aigle,"Tete
d'Aigle",Tete d'higle,Iete d'Aigle,piste de la Tete d'Aigle,Tete d' Aigle,La Tele d'Aigle,Iete dAigle,La Tete d'Aigle,Tete d'Aigle,Tete d'Aigle etle Ceur,Tete d'Aiglel,
159.0,Après7,,,,,,,,,,,,
160.0,Par-,ar-,,,,,,,,,,,
161.0,Guaymas,t0t  Guaymas,t0t,,,,,,,,,,
162.0,rue du Rosaire,"calle del Rosario,-",Natosh,Salvator Rosa,,,,,,,,,
163.0,cetle,etle,Etle,,,,,,,,,,
164.0,fagon,Ironie,lagonie,,,,,,,,,,
165.0,beissons,Pnis,euvre,Finissons-en,,,,,,,,,
166.0,Apaches,Caches,machete,achet8,Tachez,,,,,,,,
167.0,sophiquementle,Mexique,Amérique,exPliquer,l'Afrique,Buluque,Pacifique,l'Amérique,Utique,,,,
168.0,bandilts,demander7,grace,songrand,Grand Chef des Aueas,Grande,,,,,,,
169.0,"Porte s.
Pendant ce temps don Ramon",escortee,iransporter,,,,,,,,,,
170.0,yres,L0IL.PRENIIRLE,Congres,Apres,pres,"2--
aupres",Mlcoires,,,,,,
171.0,Assini0oins,lassassin,Assis,Mississipi,,,,,,,,,
172.0,hesiter,Nhesitez,,,,,,,,,,,
173.0,"Mole
d'Aigle",Aigle,l'aieul,Aiglel,"Tete
l'Aigle",l'Aigle,,,,,,,
174.0,Russe,poussat,Pousse,,,,,,,,,,
175.0,"-
-","..-
-",,,,,,,,,,,
176.0,Laisse,Anglais,Mlais,lequilibre,tqui,palais quil,,,,,,,
177.0,nomer,sansaimer,mepris,reprimer,,,,,,,,,
178.0,lhacienda,LHACIENDA,cienda,,,,,,,,,,
179.0,justel,pise,rue de l'Abbaye,piste des jaguars,"piste d' 
castle",grolte de la riviere,piste de la,,,,,,
180.0,tue1,habituee,petuee,,,,,,,,,,
181.0,senorita,Moclsens,Sonora,Etat de Sonora,senora,,,,,,,,
182.0,Lejeune,Helasl,quelajeune,,,,,,,,,,
183.0,ain,Convaincu,Vaincue,,,,,,,,,,
184.0,sgnt9 piation,Denomination,ter  cette operation delicate,nation258,,,,,,,,,
185.0,sert7,desert deroulait,desertee,desert,,,,,,,,,
186.0,prépare-toi,-Hôte-toi,,,,,,,,,,,
