cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17
52,Dcadonee,Quale pcrsonnes,-il Donc,Donnez,mignonne,,,,,,,,,,,,,
53,hacienda del Milagro,LHACIENDA DEL MILAGR0,del Milagro,,,,,,,,,,,,,,,
54,tqui,Rio Gila,Aguilar,"capitaiue
Aguilar",luil,,,,,,,,,,,,,
55,"piste d' 
castle",piste de la,grolte de la riviere,rue de l'Abbaye,pise,c0te du Cerro de la campana,teau de I'ouest,piste des jaguars,,,,,,,,,,
56,Francais,France,Trnce,lance avanl,Puissance,lanceros,Francs-Yeux,Lenfance,Frangais,fr,,,,,,,,
57,Normans,se196,senora,Etat de Sonora,Sonora,"anveeraoosent
-",senorita,Moclsens,,,,,,,,,,
58,mee resultat,epreues,Mlcoires,L0IL.PRENIIRLE,pres,"2--
aupres",yres,Congres,Apres,,,,,,,,,
59,moyen3,I',Quoi7,moi',Hoir,moitie fou,,,,,,,,,,,,
60,mons,Monte,degont,"Porte s.
Pendant ce temps don Ramon",tont,conteni,montee,,,,,,,,,,,
61,Tte Blanche,blan.s,Blancs,Elan,,,,,,,,,,,,,,
62,Tete d'Aiglel,La Tete d'Aigle,La Tele d'Aigle,Tete d'Aigle,Tele d'Aigle,Iete dAigle,"Tete
d'Aigle",Iete d'Aigle,piste de la Tete d'Aigle,Tete d'higle,Tete d' Aigle,Tete d'Aigle etle Ceur,,,,,,
63,Guaymas,t0t  Guaymas,LÀ T0,t0t,,,,,,,,,,,,,,
64,Chacun,echappe,chappereni,echapper,,,,,,,,,,,,,,
65,10n,t.a10,I107,et106,,,,,,,,,,,,,,
66,puisqae,OhIl,aeil,laeil,Ily,OEil,,,,,,,,,,,,
67,Convaincu,ain,Vaincue,PROtCUE.LE,,,,,,,,,,,,,,
68,Belhumeurl,Belhueur,Belhumeur,Huml,Belhumenr,Belhu-,Bellumeur,ditBelhumeur,alumet,,,,,,,,,
69,Ilisoia e la Hoyiu,p e,Hoyiu,,,,,,,,,,,,,,,
70,CcHATIIENT,"Eh bien 
- Il",Combien,bientot,Bientot,Bientt,,,,,,,,,,,,
71,Heure-,Geur,euvre,HEURE0,figurez,SAUEUR,Createur,0HEURE,,,,,,,,,,
72,gnais,"connaissez
- Oui",d6-,venaison,vengel,raisonl936,,,,,,,,,,,,
73,lissades,aussi0,MAUDII,maussade,,,,,,,,,,,,,,
74,echo,Phebe,P,beche,Quebec,breche,,,,,,,,,,,,
75,et6e,et6e relabli,,,,,,,,,,,,,,,,
76,Arrive,Arrives,arriveel,Lives,arrivel,hiver7,Arrivesur,,,,,,,,,,,
77,I39,Sierra Madre les Indiens,Sierra IIadre,Sierra Madre,,,,,,,,,,,,,,
78,- Partez,partenanl,S,Hâtez,Partez,Part-,,,,,,,,,,,,
79,general,l35,general3,,,,,,,,,,,,,,,
80,vOus,Voyez,hravo,vo,Revoluuon,,,,,,,,,,,,,
81,Grand Chef des Aueas,demander7,songrand,grace,grats,Grande,gand,,,,,,,,,,,
82,Etil,cetle,Etle,etle,faitl,,,,,,,,,,,,,
83,Mlon,- Allonsl,on118,Lon,bon3,,,,,,,,,,,,,
84,arreles,uyes,Eshis,Est,les Incas,Familles,LEs,LES,Leschasseurs,Tousles,les96,"conseil.278
LES",t.es,ABBILLEs,stacles,IES,,
85,Dej,-DE,a-DE,de226,depit,,,,,,,,,,,,,
86,s0mme8,Hommes,Nonchalamment,somme,commengca,commuaute,,,,,,,,,,,,
87,borls,j-,porls,orlre,iransporter,,,,,,,,,,,,,
88,bleutre,penetra,TRAPPEUIS,TRAPPEIURS,trappeutr,ILES TRAPPEUR9,trappes,ILES TRAPPEUnS,,,,,,,,,,
89,nenl,curubine,jetne,NE,lsa duegne,,,,,,,,,,,,,
90,manche,Coman-,BAzANcor,Comanchessont,piste des Comanches,"Coman-
ches",Comanches,Comanche,Les Comanches,Comancnes,,,,,,,,
91,cendero,Répondez,Inde,joindre.16,Indens,conde,,,,,,,,,,,,
92,Ia,a375,Iateros,Salvator Rosa,hate,Plateros,,,,,,,,,,,,
93,A23,a22,,,,,,,,,,,,,,,,
94,Gaeur Loyal,eur Loal.ts,laboya,Caeur Loyal,Ceur Loal,Ceur Ioyal,Ceur Loyal,"Cer
Loyal",Ceur,Cceur Loyal,,,,,,,,
95,Regardez,garon,egaree,E,chambre separee,,,,,,,,,,,,,
96,mepris,ephemere,reprimer,,,,,,,,,,,,,,,
97,desert deroulait,sert7,desert,desertee,certeS-,,,,,,,,,,,,,
98,I o,- L,"Si
- Lui DIT",,,,,,,,,,,,,,,
99,ecria,decrire,Derrire,retirez,decoloree,,,,,,,,,,,,,
100,Apaches,machete,Caches,achet8,Tachez,,,,,,,,,,,,,
101,Espagnols,1Espagnol,d'Espagne,Espagnol,Espa-,,,,,,,,,,,,,
102,Lorsqe,.1n,alors.1il,falo,Alrs,,,,,,,,,,,,,
103,Yivant,s36,avanca,Avantde,,,,,,,,,,,,,,
104,"..-
-","-
-",,,,,,,,,,,,,,,,
105,mortlDE ILARKANSAS,Oceans,Arkansas,Aransas,AIKANSAS5,interrom-DE LARKANSAS,LARKANSAS5,IAKANSAS5,LAlIKANSAS5,ARKANSAS5,oublielDE LARKANSA,,,,,,,
106,a77,ar-,parole168,prépare-toi,Par-,,,,,,,,,,,,,
107,noux,Ouaktehno,Eh,Ouaklehno,Oualtehno,,,,,,,,,,,,,
108,sepulcre,Syracuse,Mlalheureusement,precieuse,"rendaientsongeuse
i190",breuse,"n0
Eusebio",lequilibre,,,,,,,,,,
109,inveteree,Anglelerre,Angleter e claux,D,Angleter,Angleterre,,,,,,,,,,,,
110,clairiere oi,Après7,Aprbs,laprairie,prairie168,,,,,,,,,,,,,
111,t38,-Hôte-toi,ge-t38,,,,,,,,,,,,,,,
112,chevel,cher,empecher,le btcher,chene-liege,,,,,,,,,,,,,
113,.--c,c:.--,--Je,---,,,,,,,,,,,,,,
114,beissons,Finissons-en,,,,,,,,,,,,,,,,
115,c:::=,c=::-,trc::r,z::::z,z::::-,,,,,,,,,,,,,
116,Un,etaitune,Aucune,forlune,lune,Lune,,,,,,,,,,,,
117,tue1,petuee,habituee,,,,,,,,,,,,,,,
118,Helasl,AS',pas,Opatas,pasto,"I
Pas","malade7
- Pas moi",cepays,ashahas,,,,,,,,,
119,Devois,lapercevoir,Voilh,Voil,emouvoir,,,,,,,,,,,,,
120,.e-or,mornes,orne,,,,,,,,,,,,,,,
121,benil,beni,be-,,,,,,,,,,,,,,,
122,LHACIENDA,cienda,lhacienda,1Z,,,,,,,,,,,,,,
123,CGana-,ganado,Pana-,,,,,,,,,,,,,,,
124,Etat,Les Etats-Unis,Pnis,Etats,Etats-Unis,kEtats-Unis,,,,,,,,,,,,
125,sang-mele,Elevee,complele,melis,el,tele,N,nelee,même360,melttez,pele-mele,meles,mele,,,,,
126,Hier,ter hier,Linterieur,,,,,,,,,,,,,,,
127,yII,ii siiiioi,45 I.,-iiiiiii.ii,,,,,,,,,,,,,,
128,us,Lapluie,Plus,plusvariee etla,,,,,,,,,,,,,,
129,Aigle,"Tete
l'Aigle","Mole
d'Aigle",l'aieul,Aiglel,l'Aigle,,,,,,,,,,,,
130,sempara,prepara,Guadalazara,TTB,paratt,hatto,,,,,,,,,,,,
131,reunion,brunie,Pawnies,reunis,fievre,reunie,,,,,,,,,,,,
132,Ra-,Ba-,A-,sa-366,,,,,,,,,,,,,,
133,sarrange,Etats de Durango,Durango,,,,,,,,,,,,,,,
134,volez,Voulez,le-,lez,juez,,,,,,,,,,,,,
135,perils,Leperos,Cepenlant,lepero,perdu1,,,,,,,,,,,,,
136,Chimborazo,Chinois,7I,chichikoues,chine,,,,,,,,,,,,,
137,dHermosillo,Sermon,Hermosillo,,,,,,,,,,,,,,,
138,vie.vI,VI,lavie,vie?Je,Vieme,viel,,,,,,,,,,,,
139,rue du Rosaire,traluit du banois,grotte oh lejour,CAYERNE DU YERT DE GRIS,lagrotte,Vert de gris,grotte du vert de gris,robert6 de vos membres,,,,,,,,,,
140,Ironie,fagon,lagonie,,,,,,,,,,,,,,,
141,- Arretez,srete,textevenu,LaTete,deterine,bete,justel,anxiete,Iete,ter  cette operation delicate,surete,ciell Etes,h0êtes,jaccepte,betes,tete,Tete,
142,Ooouhl,jouR,etouffe,couleau,nousvoulonsjouir,ecroula,toul,,,,,,,,,,,
143,0 c.,Cerro,el Cerro,,,,,,,,,,,,,,,
144,le soleil,Soleil,le Soleil,calle San-Agustin,Le soleil,soleil,Mole,ILe,Leil,Le Soleil,,,,,,,,
145,Jer0m,Regences d'Alger,ge,ger,gers,,,,,,,,,,,,,
146,colie,Italie,lir,italie,,,,,,,,,,,,,,
147,vOyais,sansaimer,saint-,Mrisait,MIais,dis-2l,jaais,jamais1,sais,,,,,,,,,
148,batie,Natosh,Denomination,sgnt9 piation,nation258,,,,,,,,,,,,,
149,guer-,arriere,trigue,- Guerriers,,,,,,,,,,,,,,
150,complele-DE LAHRANSAS,pre-DE LAIANSAS,ani-DE L'AlANSAS,LAKAN5AS,somme ren-DE L'AIIKANSAS,pa-DE L'AKANSAS,,,,,,,,,,,,
151,in-3,N-,In-l2,n-8,In-1E,In-12,in-8-,in-8,,,,,,,,,,
152,l'Afrique,Utique,Pacifique,Amerique du Sud,l'Amérique,l'Amerique du Sud,Amérique,l'Amerique,Amerique du Nord,Aerique,Merced,nomer,Buluque,exPliquer,sophiquementle,"A-
merique",Mexique,Amerique
153,delices,Jusice,nice,,,,,,,,,,,,,,,
154,Aacleia,Miracle,,,,,,,,,,,,,,,,
