cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17
97,S. Carlos,Carlos,Carlota,Carcavelos,,,,,,,,,,,,,,
98,Marques,Martyres,"bom
Marques",Marsclhesa,,,,,,,,,,,,,,
99,Ansiosa,Ansiosas,Exc,Ansioso,,,,,,,,,,,,,,
100,Santarém,Levantaremos,Santa Catarina,Santa Brígida,Santa,Santa-,santa cruz,Tevantaria,"Santa Joana
de Aveiro",Santa Bárbara,Santa Cecília,"santa
de Amélia",Santa Amélia,,,,,
101,Gouveia,Gouvei,Fatigou,,,,,,,,,,,,,,,
102,Castaldus,És,"monte do
Castelo",Traste,Castelo,ourelo,Foste,,,,,,,,,,,
103,coimbra,Assombrado,genebra,Coimbra,cambraia,,,,,,,,,,,,,
104,"CRIME DO PADRE AMARO

lhas",,,,,,,,,,,,,,,,,
105,Adian-,invadia,Vadios,,,,,,,,,,,,,,,
106,Oh Amaro,Ó Amaro,amaro,rugiu Amaro,Camarote,Amara,” Amaro?,Ribamar,Amaro,Sou Amaro,“Amaro,Amaró,Amar,,,,,
107,Agonia,saragoça,t,Trago,Traz-me,Atraiu-a,Pago,,,,,,,,,,,
108,Triunfo,Arco do Triunfo,,,,,,,,,,,,,,,,
109,lorpa,pac,pachorra,Pa-,,,,,,,,,,,,,,
110,Preparou-a,Provarei,pre,Tremer,"pre-
gêna",Represen-,,,,,,,,,,,,
111,Nossa Senhora da Saúde,Nossa Senhora do Rosário,Nosso Senhor,Nossa Senhora da Visitação,"Nossa
Senhora de Lourdes",glória do Senhor,minha senhora,"Nossa Senhora
da Ermida",Nossas Senhoras,Nossa Senhora,"Nossa
Senhora",Senhora,"Nossa
Senhora!",boa senhora,"Nossa
Senhora de Lourdes...",Nossa Senhora do Rosário...,Casamento de Nossa Senhora,
112,Esfregava,sôfrega,,,,,,,,,,,,,,,,
113,Tenho,Hoc,Subvenite,Venho,Junho,Venha,,,,,,,,,,,,
114,Pitonisa,Bonito,Bonita,,,,,,,,,,,,,,,
115,Renans,Póôr-se,Morena,serena,Persevere,Miserere,Ser,Lausperene,,,,,,,,,,
116,Passeio Público,República,Passei,,,,,,,,,,,,,,,
117,Porto,Portugal,Porta de Ouro,em Portugal,,,,,,,,,,,,,,
118,"CRIME DO PADRE AMARO

do jantar","CRIME DO PADRE AMARO

universo",CRIME DO PADRE AMARO “,"CRIME DO PADRE AMARO

delírio de melro feliz",,,,,,,,,,,,,,
119,luvas de casimira,mir,Casimira França,França,,,,,,,,,,,,,,
120,Estado,estã Sul,Indigestão,Boa besta,Estamos,Estremoz,Estimava,Estás,Estrela,Est,Estive,escreveste,Questões,Estótico,,,,
121,—,Paletê,V. S.,saleta da S. Jo-,S. Jo-,saleta,,,,,,,,,,,,
122,malícia do Tentador!,Coreto,Lado do Coreto,Porta do inferno,Cais do Sodré,Poço do Borratém,reino do Céu,,,,,,,,,,,
123,Comu-,Munic-,Comuni-,Comunicado,Uni-,Excomunhão,,,,,,,,,,,,
124,Religião,cirurgião da câmara,gião,Japão,“,Feião,,,,,,,,,,,,
125,bengalão,Garriffaldi,serra da Gargalheira,Gargalheira,Algarve,Gralheira,,,,,,,,,,,,
126,Tomavam-na,Tomar,Roma,Toma,Tome,Tomó,,,,,,,,,,,,
127,Tiópia,Chiado,Amédia,Dizia,Caia,calúmias,Ia,Jóia,Argélia,Júlia,fAzia,Bemânia,Amelia-,Aélia,,,,
128,Repousar,Sousas,Sousa,,,,,,,,,,,,,,,
129,CRIME DE PADRE AMARO,CRIME D9 PADRE AMARO,CRIME DO PADRE AMARO,"CRIME DO PADRE AMARO

Da terrina","CRIME D9 PADRE AMARO

reu","CRIME DO PADRE AMARO

Queria",CRIME DU PADRE AMARO,OPIME DO PADRE AMARO,,,,,,,,,,
130,cónego,Cónego,"cónego
Dias",,,,,,,,,,,,,,,
131,"CRIME DO PADRE AMARO

lata",,,,,,,,,,,,,,,,,
132,Tulherias,Julho,Mulher,Mulheres,,,,,,,,,,,,,,
133,cordeiro,Tereiô,marmeleiro,Outeiro,Terreiro,Vimeiro,Carreiro,,,,,,,,,,,
134,Dize-lhe,Hei-de-lhe,Hei-de,Fale-lhe,Pode-lhe,,,,,,,,,,,,,
135,Santa Virgínia,Santa Virgem,Parto da Santa Virgem,Virgens,,,,,,,,,,,,,,
136,É-verdade,Impiedade,Piedade,Senhora da Piedade,,,,,,,,,,,,,,
137,Comendador de Cristo,"Pobre
de Cristo",Pobre de Cristo,pobre de Cristo,S. Crisólogo,Pobre Teles,,,,,,,,,,,,
138,Ruça,Nêo,Euça,Ouém,Rça,Ouça,Sê,Vou,,,,,,,,,,
139,palrava,Abafava,Causava,Recordava,Espaçava,Arfava,embasbacava,Vaz,Acumulava,Dava,Divagava,Cavalgadura,,,,,,
140,Atêazinhal,Ameéazinhal,"Amêlia-
zinha !",Ameêazinhal,Améazinhal,Ameêvizinha,Amêazinhal,Amêéazinhal,Ameliazinha,Amêemazita,,,,,,,,
141,Ferrões,bom Ferrão,Ferrão,"bom
Ferrão",,,,,,,,,,,,,,
142,Conheci,Catecismo,Conhecia-a,Emagrecia,,,,,,,,,,,,,,
143,mar alto,falua,Alto,Bairro Alto,Maltês,,,,,,,,,,,,,
144,Evangelhos,Éclogas,Carvalhosa,Agasalho,Agasalha-te,,,,,,,,,,,,,
145,"CRIME DO PADRE AMARO

Senhora da Boa Viagem","CRIME DO PADRE AMARO

de santas","CRIME DO PADRE AMARO

sa","CRIME DO PADRE AMARO

sal am","CRIME DO PADRE AMARO

senhor",,,,,,,,,,,,,
146,Abria,planeariam,Chateaubriand,Proletariado,Péria,austria,"Mis-
riaórdia",Ria,Mouraria,Faria,Lérias,Marialva,,,,,,
147,"CRIME DO PADRE AMARO

mesa",,,,,,,,,,,,,,,,,
148,"Torre
de Babel",Belém,torre gemeu,Torre de Babel,Bairro de David,Minuete de Mozart,,,,,,,,,,,,
149,"U CRIME DO PADRE AMARO

com irôniá",U CRIME DO PADRE AMARO,U CRIME DO PADELE,U CRIME,,,,,,,,,,,,,,
150,Una,Secundô,Mundo,Mur-,Dois Mundos,,,,,,,,,,,,,
151,Brasil,Juras,tonturas,,,,,,,,,,,,,,,
152,Bispo,"cemitério
de Poiais",Apoiado,Poiais,,,,,,,,,,,,,,
153,cânome,Começos da Primavera,com-,Come-,,,,,,,,,,,,,,
154,"hei-
rosas!",marroquim,barraca,Barroca,"estrada da
Barrosa",Barrosa,Rosa,,,,,,,,,,,
155,"CRIME DO PADRE AMARO

verde do candeeiro","CRIME DO PADRE AMARO
Que João Cabral da Silva Alongando
Mendonça de Gouveia","CRIME DO PADRE AMARO

Chamou","CRIME DO PADRE AMARO

cal","CRIME DO PADRE AMARO

Coimbra","CRIME DO PADRE AMARO

cinta",,,,,,,,,,,,
156,Outr-,Outono,Doutor,,,,,,,,,,,,,,,
157,Espírito,4 Voz do Distrito,Brito,tristeza,Voz do Distrito,Distrito!,Distrito,REDACTOR da Voz do Distrito,,,,,,,,,,
158,Escuridão,Cu,"OJUTADEL,|",Escute,Escuta,Escusa,,,,,,,,,,,,
159,Alameda Velha,Alameda,alameda,Infame,,,,,,,,,,,,,,
160,Abrasa-me,Baía,Caía-me,"Feião!
Caía-me",,,,,,,,,,,,,,
161,Tudo,Tulle,Tu,Natureza,,,,,,,,,,,,,,
162,jardim da Estrela,jardim do,Jardim de Lázaro,,,,,,,,,,,,,,,
163,palerma,deserta,Sertaneja,Aperta,Alerta,,,,,,,,,,,,,
164,"CRIME DO PADRE AMARO

Outras vezes","CRIME DO PADRE AMARO

rabeca",CRIME DO PADRE AMARO 5,"CRIME DO PADRE AMARO

festa",,,,,,,,,,,,,,
165,adormecida,"CRIME DO PADRE AMARO

dos vales","CRIME DO PADRE AMARO

Dorme",S,,,,,,,,,,,,,,
166,Econ-,Con-,Aconselhou,Convido,,,,,,,,,,,,,,
167,Céus,Céu...,"Céu;""e",Céu,,,,,,,,,,,,,,
168,Vidalti,Nutrida,Grávida,lívida,,,,,,,,,,,,,,
169,Pareceu-,Recu-,Parece-me,Elle-me,Pertence-me,Ce,,,,,,,,,,,,
170,Chão de Umaçãs,"braço de
Amélia","eão de
Nemeia","Chão de
Umaçãs",,,,,,,,,,,,,,
171,bocejo,Vejam,Vejo,Tejo,,,,,,,,,,,,,,
172,"CRIME DO
PADRE AMARO",XI,"CRIME DO PADRE AMARO

Instintivamente",CRIME DE PADRE ANARO,"CRIME DO PADRE AMARO

pássaros","CRIME DO PADRE AMARO

Novembro",CrIME DO PADRE AMARO,,,,,,,,,,,
173,Case-me,"Se-
hor",Disse-mo,Ah-—disse.o,,,,,,,,,,,,,,
174,Felizes,Marrazes,Fazem-me,Fazes,,,,,,,,,,,,,,
175,"Sol
de Dezembro",Setembro,Hotel de Ville,Sol de Setembro,Sol de Maio,,,,,,,,,,,,,
176,bom Deus!,Adeus,Deus,causeuse,,,,,,,,,,,,,,
177,Morgaditos,"Mor-
gadinho",consoladinho,Cansadinho,Morgadinhos,Morgadinho,Morgado,Morgadinho dos Poiaes,,,,,,,,,,
178,ripanço,Panorama,"Pano-
rama",,,,,,,,,,,,,,,
179,cabo do Ultramontanismo,cabo dos guarda-chuvas,cabo de polícia,cabo da faca,F,cabo dum,,,,,,,,,,,,
180,"CRIME DO PADRE AMARO

cabeludas","CRIME DO PADRE AMARO

& cabeceira","CRIME DO PADRE AMARO

cabo",,,,,,,,,,,,,,,
181,— resmunga,Cumiada,— Resumia,,,,,,,,,,,,,,,
182,"Santis-
sima Trindade",Santo Ofício,missanga,Santo Antão,"Santo Ide-
afonso",Santo António,Santis-,boca dum santo,Santo Amorósio,santo,Santo Tirso,Levantou,Antonio,,,,,
183,— Pensam,Pensávamos,Pensei,,,,,,,,,,,,,,,
184,Mantinha da Baía,Santa da Arregaça,santa da Arregaça,,,,,,,,,,,,,,,
185,Notó,Novaisitos,Córdova,Novas,bom Novas,,,,,,,,,,,,,
186,Debalde,Aldeia,Judeia,aldeia,Baldeschi,Deixem,,,,,,,,,,,,
187,taciturnidade dos santos,"Eterna
Dor",Eternidade,Autoridade,Brutalidades,"Eternidade dos
Louvores",,,,,,,,,,,,
188,Janota,mar-me da janela,Janelas,Bruxelas,,,,,,,,,,,,,,
189,Fé,Iv,viúo,Xavier,Viçao,Viva,Haviam,Vivia,,,,,,,,,,
190,"CRIME DO PADRE AMARO

alta","CRIME DO PADRE AMARO

a D. Josefa","CRIME DO PADRE AMARO

Assunção","CRIME DO PADRE AMARO

chibatava","CRIME DO PADRE AMARO

ava",,,,,,,,,,,,,
191,CRIME DO PADRE AXWXRO,CRIME DU PADEÉ AMANHÚ,CRIMEÉ DO PADRE AMADO,CRIME DO PADRE AMAEG,PADRE AMARÚ,CRIME DO PADRE AMAR,CRIME DO PADRE AMARG,CRIME DO PADRE AMAEU,CRIME DO PADRE AMADO,,,,,,,,,
192,Carne,ornear,CARNE,,,,,,,,,,,,,,,
193,lajeado do largo,Tajeado da Sé,lajes,lajeado,,,,,,,,,,,,,,
194,prantear,Sílabo,Laboranti,Taborda,,,,,,,,,,,,,,
195,do Norte,"Morte-
na",Forte,Forte besta!,Norte,rua do Norte,"Corte-
aça",,,,,,,,,,,
196,Necessitava,necessita,,,,,,,,,,,,,,,,
197,"CRIME DO PADRE AMARO

Dias",,,,,,,,,,,,,,,,,
198,Creia,Macaco e da Baleia,Dulcineia,Nemeia,Leia,Leia Gravatas,Baleia,,,,,,,,,,,
199,Escolástica,boticaário,Amparo da botica,"Amparo
da botica",Política,botica,Jítica,,,,,,,,,,,
200,Insistia,sotainas,Medicina,Dinastia,S. Sebastiões,,,,,,,,,,,,,
201,Saúde,Sabes,Saberá,saberáócio,Safa,Sabe,Sabe-hands,,,,,,,,,,,
202,Cã,casa do capão,casacão,,,,,,,,,,,,,,,
203,S. Gorislano,paris,Paris,Chafariz,,,,,,,,,,,,,,
204,Lis-,Livre,Filistinos,Impossibilis,Pis,Joli,Lis,,,,,,,,,,,
205,Jabial,Rabicho,Sabia,,,,,,,,,,,,,,,
206,da-Corsegaça,Cortegaça,Corsegaça,,,,,,,,,,,,,,,
207,Oão Eduardo,"Arco
João Eduardo",João Eduardo,,,,,,,,,,,,,,,
208,tabernas,banco da taberna,,,,,,,,,,,,,,,,
209,zás,Caput,Capuzá,,,,,,,,,,,,,,,
210,Certíssimo,"Santíssimo
Sacramento",Santíssimo Sacramento,Santíssimo,,,,,,,,,,,,,,
211,Alcântara,Arranjes,Cara,Chegara,Engordara,Caramba,Achara,Expirar,Agarrara,arara,,,,,,,,
212,"Nunes
Ferral",serra,Terra,aterrado,Inglaterra,,,,,,,,,,,,,
213,Bêbeda,Bêbedas,,,,,,,,,,,,,,,,
214,Imagine,Imaginara,Imaginava,Imaginas,Imagina,Imaginem,Paulina,,,,,,,,,,,
215,Snr,snr,,,,,,,,,,,,,,,,
216,Job,João-,S. João da For:,João,,,,,,,,,,,,,,
217,"CRIME DO PADRE AMARO

Ta-a",,,,,,,,,,,,,,,,,
218,nandes,Ande,Mande,,,,,,,,,,,,,,,
219,dalizar Leiria,Sé,Onde Leiria,Leiria,Morena de Leiria,Sé de Leiria,,,,,,,,,,,,
220,Filosofia,Gansozinhos,Medroso,Gansosinho,Trigoso,Gansosos,"*
Gansosos",,,,,,,,,,,
221,padre Amaro,"CRIME DO PADRE AMARO

Amélia","CRIME DO PADRE AMARO

Atirou-lho","CRIME -DO PADRE AMARO

Amaro",PADRE AMARO,"CRIME DO PADRE AMARO

Amaro",,,,,,,,,,,,
222,"Sé de
Évora",névoa,Távoras,Sé de Évora,Espavorida,Évora,,,,,,,,,,,,
223,Nobres,Sobro,Abre,Sobe,Pobre,Lembre-me,Sobre-,,,,,,,,,,,
224,"CRIME DO PADRE AMARO

tas",,,,,,,,,,,,,,,,,
225,"CRIME DO PADRE AMARO

senhor padre Natário","CRIME DO PADRE AMARO

paixão",CRIME DÓ PADRE,CEIL DO PADRE AMARO,CRIME DO PADRE,"CRIME DO PADRE AMARO

Prevenir-a",PRIOR DO PADRE AMARO,"CRIME DO PADRE AMARO

padre",,,,,,,,,,
226,rua dos Condes,Aonde,Mendes,Condes,,,,,,,,,,,,,,
227,Esquife,Porque-,Vasques,Segue-,Esque-,,,,,,,,,,,,,
228,"pocilga do
Agostinho",Longuinhos,Carinhos,Godinho,Inglesinhos,Godinhos,,,,,,,,,,,,
229,"snr*
D. Maria da Assunção",Extrema-Unção,Ossuna,Vá,Assunção,,,,,,,,,,,,,
230,faro,Arouca,Cardoso,Carocho,Caro,,,,,,,,,,,,,
231,Coitadinha,Ta,Muita,Militar,Julita,Freitas,tit,— Coitada,Cáspite,Coitadita,,,,,,,,
232,OERIME DO PADRE AMARO,,,,,,,,,,,,,,,,,
233,Graça!,Praça Nova,Fumaça,Praça...,Graça,Praça,pé da Praça,,,,,,,,,,,
234,Cacete,Cabeça,cabelludo,Macaco,Acabe,,,,,,,,,,,,,
235,Beijo,bebedeira,Pereira,praia da Vieira,trapeira,Baboseiras,Brincadeiras,Política Estrangeira,Vieira,Videira,Madeira,Beira,Moreira,,,,,
236,Santo Inácio,Bendito,Leia Santo Inácio,"Santo Inácio!
Bendito",,,,,,,,,,,,,,
237,palhinha,Tomózinha,galinha gorda,sôzinha,Tomôzinha,Joaninha,Vinha,Minho,chapinhando,unhas,travesseirinha,Lubin,Saldanhinha,panelinha,Cegonha,Caminhante,Mélinha,Minha
238,Palma,palmas de mártires,palmas,,,,,,,,,,,,,,,
239,Libano,"Libaninho mur-
morava",Libaninho de luvas pretas,Cantinho,Libaninho,,,,,,,,,,,,,
240,Cruzes,Recru-,Cruz,,,,,,,,,,,,,,,
241,"CRIME DO PADRE AMARO

V. S.*","CRIME DO PADRE AMARO

vizinho","CRIME DO PADRE AMARO

vista...","CRIME DO PADRE AMARO

vos",,,,,,,,,,,,,,
242,jeropiga,Obrigado,Ciganos,Digo,Indignas,fadiga do porto,Diga,,,,,,,,,,,
243,— Fecha,Charuto,Chut,Michaela,Gan-,chan-,,,,,,,,,,,,
244,Rica,Benedicat,Benfica,Sacrificaria,Ficava,Fica,,,,,,,,,,,,
