cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8
31.0,Lausanne,Cannes,Canada,,,,,,
32.0,Leicester,Winchester,Bombay,Rochester,Finchley,,,,
33.0,Quatorze,Rector,Cato,Vittoria,History,Quashyboos,,,
34.0,Whitefriars,White Hermitage,Mars,white great~,,,,,
35.0,Carmarthenshire,Athens,Athen,,,,,,
36.0,Morocco,morocco,Roc,,,,,,
37.0,Don Juan,Rawaon,Rawdon Crawley,CRAWLEY,Crawley,Rawdon,,,
38.0,Talleyrand,Omphale,Hall,Mall,,,,,
39.0,"Stillbrook, Becky",Stillbrook,Becky,,,,,,
40.0,Boggleywollah,Bogglywollah,,,,,,,
41.0,Bevetendt,Nineveh,Ostend,,,,,,
42.0,Bigland,England,Bengal,Old England,,,,,
43.0,Charing,Ringwood,Longwood,,,,,,
44.0,Malonys,Colony,Glenmalony,,,,,,
45.0,Begleitung,Leipzig,Notgeung,l’aigle,,,,,
46.0,Helvellyn,Macmurdo,Machiavellian,Willia,,,,,
47.0,Blenheim,theim,Stubbles,,,,,,
48.0,Metternich,Munich,Munoz,zkich,Venice,,,,
49.0,Regent,Regulus,Regan,,,,,,
50.0,Sultan,Peninsula,Schlippenschloppen,Iphigenia,Consul,,,,
51.0,Marengo,Mango,Salamanca,Angouléme,Jingo,Germany,,,
52.0,Banbury,Canterbury,Mudbury,Highbury Barn,Crackenbury,golden auburn,,,
53.0,Monseigneur,Dover,Sovereigns,,,,,,
54.0,Chatham,,,,,,,,
55.0,Avernus,Talavera,"avec sa
femme",,,,,,
56.0,County,Mount,County Kildare,Mount St.,,,,,
57.0,Spain,Mount Saint John,Saint Jean,Saint Martin’s Lane,Maintenon,Saint Kitts,Saint Jams,,
58.0,Wiesbaden,Wildbad,"Baden
Baden",Baden,,,,,
59.0,Dumdam,Jupiter,Rotterdam,protégée,,,,,
60.0,Grady,Geography,Jady,,,,,,
61.0,Silenus,Tiler,Nile,Ile,,,,,
62.0,Ricketts,Cutts,Calcutta,,,,,,
63.0,Chaffers,"the French Chargé d’ Affaires, M de Macabau",Fairs,,,,,,
64.0,Babylon,"dong la
roo",Long Acre,Jong,Polonia,O’Dowd,Long Island,,
65.0,York,Cork,New York,,,,,,
66.0,Temple,the Valley of Diamonds,the Temple of Concord,the Duke of York,,,,,
67.0,Red Seas,red scarfs,Scarce,Biscay,,,,,
68.0,Ladyship,Tadyship,,,,,,,
69.0,the West End,"West End Hotels,—nevertheless",West End,West End Swell,,,,,
70.0,St. James’s Street,curacao,Gaunt Street,Hart Street,Curzon,Curzon Street,Greek Street,,
71.0,Bierstadt,Oystherstown,Booterstown,,,,,,
72.0,Gaunt,Great Gaunt,New Gaunt,Great Britain,Great Gaunt-,Great Gaunt Street,Gaunt-square,,
73.0,monsignori,Monsieur Isidor,Monsieur,Isidor,,,,,
74.0,Frenchmen,Montmorency,Trenck,Florence,Bicétre,,,,
75.0,Moorish,Moorfields,Smithfield,,,,,,
76.0,St. Pancras,St. Paul’s,"St.
Paul’s",,,,,,
77.0,Bethesda Place,playa,,,,,,,
78.0,London,LONDON,London City,Londonderry,,,,,
79.0,Feltham,Messrs,Thames,Thames St.,,,,,
80.0,¢adleau,beaux,Bordeaux,,,,,,
81.0,Bedad,Beddoes,,,,,,,
82.0,"night,—and",Sands,girl””—and,"care,—and",quarters.—And,Casgandra,,,
83.0,St. John’s,"Mount
St. John","St. John’s
Wood",St. Just,,,,,
84.0,china,chino,China,Maraschino,,,,,
85.0,Versailles,Spiggot,Egil,Gillespie,sospiri,Achilles,,,
86.0,Siberia,the St. Leger,Egeria,,,,,,
87.0,Wittgenstein,Steyne,Ste,,,,,,
88.0,Leeds,Threadneedle,Threadneedle Street,,,,,,
89.0,Portsmouth,Oporto,fort,Porteus,Port,Portland,Portansherry,,
90.0,Hollyock,Bullock,Shylock,Bulbul,,,,,
91.0,Yonder,Alderney,Loder,Ramchunder,Derby,Podder,Lederlung,,
92.0,Harwich,Greenwich,Queen,Dulwich,the Green Avenue,,,,
93.0,the City of London,"the City, Sir",the City,Vanity,us City,City,,,
94.0,Miss,kiss,&.—Miss,Miss.,,,,,
95.0,Peerage,Peer,,,,,,,
96.0,"Lady
Southdown",the South Sea,Truth,South-,,,,,
97.0,Prussia,Mt Brussels Becky,Russia,Brussels,Bruges,BRUSSELS,Sussex,,
98.0,Spooney,Boney,Liverpool,,,,,,
99.0,France,Lance,,,,,,,
100.0,Neapolitan,Britain,britska,Britannia,Titania,Rule Britannia,Brittany,,
101.0,Jericho,Richelieu,Richmond,,,,,,
102.0,Malmsey,Rio Janeiro,Madeira,Malmsey-Madeira,Armada,,,,
103.0,WATERLOO,Waterloo,Bayswater,,,,,,
104.0,Europe,Opera,Persia,,,,,,
105.0,Dundas,Golconda,Goliah,,,,,,
106.0,Coventry,the Cannibal Islands,"Coventry
Island",Coventry Island,,,,,
107.0,Mero,Demerara,Cashmere,,,,,,
108.0,the Straight Waistcoat,Montmirail,Snaily,Trail,,,,,
109.0,the Latin Grammar,the Arabian Nights,the dark sea,the Niagara cataract,the Bay,the H. H.,the Atlantic Ocean,the Hyde Park,the Black Hole
110.0,St.James’s Park,Pare,Parc,Hyde Park,Park,"Park
Lane",,,
111.0,Elba,Albums,Albany,Albion,,,,,
112.0,Loyola,hosses,Molasses,Nassau,,,,,
113.0,Kerahedy,handkerchiefs,Rookery,Hulker,,,,,
114.0,Glowry,Lowparp-Srreer,Surrey,,,,,,
115.0,"Boulevard de
Gand",Cognac,Bois de Boulogne,Cologne,Bois,Boulogue,Boulogne,"Bois de
Boulogne",
116.0,Clytemnestra,Asia,Austria,Australasia,,,,,
117.0,Caradori,Exeter,Peterwaradin,Puppets,,,,,
118.0,swan,Gazette,Swamp Town,"Swamp Town
Gazette",Debrett,,,,
119.0,Troy,the Red Book,the Rue Royale,the Russian Order of Saint Nicholas,,,,,
120.0,West,Wesleyan,Lewes,Cowes,,,,,
121.0,Aylem,Methusalem,Methodist,,,,,,
122.0,Strasburg,Borodino,Edinburgh,Sediey,,,,,
123.0,Pump,Madame Strumpff,Trumpet,Strumpff,,,,,
124.0,Magnificent,Ghent,Potentate,States,,,,,
125.0,Major,Meejor,,,,,,,
126.0,Glorvina,Jemima,Glorvima,,,,,,
127.0,inn,Grays Inn,Inn,Inn of mornings,,,,,
128.0,Hants,Continent,Bantings,,,,,,
129.0,Camelot,Cecilia,Amelia,Dearest Amelia,Cornelia,,,,
130.0,Belgium,Gravesend,Belgravia,,,,,,
131.0,Wales,the Prince of Wales’s,the Prince Regent,the Prince of Wales,,,,,
132.0,Christchurch,Parisot,¢ris¢e,Paris,,,,,
133.0,Turkey,Turnham,Cheltenham,,,,,,
134.0,Empire,Squills,Hsquire,,,,,,
135.0,Clapham,Clapp,,,,,,,
136.0,Pineries,Goneril,,,,,,,
137.0,Chiswick,Brunswick,CHISWICK,,,,,,
138.0,Kew Gardens,the Aurelius Garden,"Kensington
Gardens",Gardens,Kensington Gardens,Judenstadt,,,
139.0,Eagles,twenty eagles,,,,,,,
140.0,the New Road,Madras,the Madras Roads,the Magic Flute,,,,,
141.0,Rowson,thou,Blooms-,Thomson,,,,,
142.0,Kalydor,Italy,,,,,,,
143.0,ye Dob,Dob,Binkie,Hobbs,Dobbin,,,,
144.0,Islington,Wellingtons,Kensington,Wellington,,,,,
145.0,Tape,Cape,Capri,Cape Town,CAPE,Chapels,,,
146.0,Corydon,Ravdonn,n’t,Wimbledon,Idon’t,,,,
147.0,Naples,écarté,Japan,Bart,Bonaparty,,,,
148.0,CHATHAM,,,,,,,,
149.0,Flint,Belinda,Ballinasloe,Ealing,Dublin,,,,
150.0,Dresden,"mind,.and",Windsor,Minden,,,,,
151.0,Sugar,Maria,Trafalgar,Bulgaria,,,,,
152.0,the Pincian Hill,Music,Denmark Hill,Cornhill,Philoméle,Muswell Hill,,,
153.0,"compliments,—if",Fitzjurld,Toeplitz,,,,,,
154.0,West Indies,East Indiaman,West Indian,India,East India,West India,the West Indies,,
155.0,Brougham,Higham,Fulham,wham,,,,,
156.0,Devonshire,Somersetshire,Wiltshire,Yorkshire,Rome,Yorkshire and Somersetshire,,,
157.0,Batavier,Brienne,Vienna,,,,,,
158.0,Moss,Moscow,,,,,,,
159.0,NURSE,Burschen,Houri,Tours,,,,,
160.0,Yellowjack,Zwieback,Black Bess,Cracksman,Lacken,Cackle,,,
