cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12
68,Bierstadt,Oystherstown,Booterstown,,,,,,,,,,
69,Gaunt,Aylem,Great Gaunt,New Gaunt,Great Gaunt-,Great Gaunt Street,Gaunt-square,,,,,,
70,Portsmouth,Oporto,fort,Porteus,Port,Portansherry,,,,,,,
71,Frenchmen,Montmorency,Trenck,Florence,Bicétre,,,,,,,,
72,Christchurch,Moorish,Parisot,¢ris¢e,Paris,,,,,,,,
73,Faro,Spain,Britain,britska,Britannia,Great Britain,Rule Britannia,Brittany,,,,,
74,Fitzjurld,Toeplitz,,,,,,,,,,,
75,swan,Swamp Town,Swamptown,"Swamp Town
Gazette",,,,,,,,,
76,Monseigneur,Europe,monsignori,Monsieur Isidor,Monsieur,Injee,~It,,,,,,
77,Bay,Bombay,,,,,,,,,,,
78,St. Helena,St. Pancras,St. Vincent’s,St.,St. Paul’s,the St. Leger,St. Acheul,"St.
Paul’s",St. Just,St. Mary’s,,,
79,London,LONDON,London City,Londonderry,,,,,,,,,
80,Feltham,Chatham,Messrs,Thames,Thames St.,CHATHAM,,,,,,,
81,¢adleau,beaux,Bordeaux,,,,,,,,,,
82,girl””—and,"care,—and",quarters.—And,,,,,,,,,,
83,St. John’s,"Mount
St. John","St. John’s
Wood",,,,,,,,,,
84,china,chino,China,Maraschino,,,,,,,,,
85,Versailles,Gillespie,Peggy,Achilles,,,,,,,,,
86,Spiggot,sospiri,,,,,,,,,,,
87,thou,Methodist,Thomson,,,,,,,,,,
88,Wittgenstein,Steyne,Ste,Ostend,Queen,,,,,,,,
89,Rebeco,Rebecca,Quebec,,,,,,,,,,
90,Leeds,Threadneedle,,,,,,,,,,,
91,Hollyock,Bullock,Shylock,Jos,Bulbul,,,,,,,,
92,Alderney,Loder,Derby,Podder,Lederlung,,,,,,,,
93,Butler,Palermo,Methusalem,,,,,,,,,,
94,the City of London,"the City, Sir",the City,Vanity,us City,Noir,City,,,,,,
95,Batavier,Peerage,Peer,,,,,,,,,,
96,Roehampton,Southampton Row,Rochampton,Southampton,Brompton,Southampton Gaol,Vienna,,,,,,
97,Arcadia,red scarfs,Scarce,archeologian,Biscay,,,,,,,,
98,"Lady
Southdown",the South Sea,Truth,South-,,,,,,,,,
99,Spooney,Boney,Goneril,Baronet,,,,,,,,,
100,inn-land-,Flanders,Newfoundland,Switzerland,Scotland,Portland,the Atlantic Ocean,Shetland,,,,,
101,P.S.,Jericho,Richelieu,Richmond,,,,,,,,,
102,know-,Malmsey,Rio Janeiro,Madeira,Malmsey-Madeira,Armada,,,,,,,
103,St.James’s Park,Turkey,Hyde Park,Park,"Park
Lane",the Hyde Park,,,,,,,
104,Music,Mrs,WATERLOO,Blooms-,Waterloo,Bayswater,,,,,,,
105,Leicester,Winchester,Rochester,,,,,,,,,,
106,Coventry,the Cannibal Islands,"Coventry
Island",Coventry Island,,,,,,,,,
107,Mero,Demerara,Cashmere,,,,,,,,,,
108,the New Road,the Latin Grammar,the Valley of Diamonds,the Straight Waistcoat,the dark sea,Cato,the Red Book,the Niagara cataract,the Bay,the H. H.,the Rue Royale,the Black Hole,the Green Avenue
109,Montmirail,Snaily,Trail,,,,,,,,,,
110,Yonder,Dundas,Ramchunder,,,,,,,,,,
111,Loyola,hosses,Molasses,Louis,,,,,,,,,
112,Corydon,Don Juan,Rawaon,Bagshot,Ravdonn,Rawdon,Wimbledon,Idon’t,,,,,
113,Bevetendt,Jupiter,Exeter,Peterwaradin,,,,,,,,,
114,"Boulevard de
Gand",Cognac,Bois de Boulogne,Cologne,Bois,Boulogue,Boulogne,"Bois de
Boulogne",,,,,
115,Clytemnestra,Austria,Strasburg,Australasia,,,,,,,,,
116,Pump,Madame Strumpff,Trumpet,Tn,Strumpff,,,,,,,,
117,Glowry,Glorvina,Glorvima,,,,,,,,,,
118,inn,Grays Inn,Inn,,,,,,,,,,
119,Hants,Continent,Bantings,Inn of mornings,,,,,,,,,
120,&c.,Camelot,Amelia,Dearest Amelia,Cornelia,,,,,,,,
121,Belgium,Geography,Gravesend,Belgravia,,,,,,,,,
122,Munich,Harwich,Greenwich,zkich,Dulwich,Hobbs,,,,,,,
123,Wales,the Temple of Concord,the Prince of Wales’s,the Prince Regent,the Prince of Wales,,,,,,,,
124,Temple,Empire,Hsquire,,,,,,,,,,
125,Prague,Magnificent,Moorfields,Demagogue,,,,,,,,,
126,Bedad,Beddoes,,,,,,,,,,,
127,Clapham,Brougham,Higham,Turnham,Fulham,wham,Cheltenham,,,,,,
128,UK,Albums,Albany,Albion,,,,,,,,,
129,Mt Brussels Becky,Brussels,Bruges,M.D.,BRUSSELS,Sussex,,,,,,,
130,Kew Gardens,the Aurelius Garden,"Kensington
Gardens",Gardens,Kensington Gardens,Judenstadt,,,,,,,
131,"the French Chargé d’ Affaires, M de Macabau",Madras,the Madras Roads,the Magic Flute,,,,,,,,,
132,Miss,kiss,&.—Miss,Miss.,,,,,,,,,
133,golden auburn,Cecilia,O’Dowd,Golconda,Major,Goliah,,,,,,,
134,Abingdon,ye Dob,Dob,Binkie,Dobbin,,,,,,,,
135,PP,Islington,Wellingtons,Kensington,Wellington,,,,,,,,
136,Chaffers,Asia,Persia,,,,,,,,,,
137,Culais,Anglais,&.,playa,Monplaisir,,,,,,,,
138,paragon,écarté,Pare,Bart,Parc,Lowparp-Srreer,Bonaparty,,,,,,
139,Flint,Belinda,Ealing,Dublin,,,,,,,,,
140,West Indies,East Indiaman,West Indian,India,East India,West India,the West Indies,,,,,,
141,Hampshire,HAMPSHIRE,Buckinghamshire,Devonshire,Somersetshire,Wiltshire,Yorkshire,Puppets,Rome,Yorkshire and Somersetshire,,,
142,St. Kitt’s,Cutts,St. Kitts,,,,,,,,,,
143,NURSE,Burschen,Houri,Tours,,,,,,,,,
