cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17
55,Podder,Loder,Ramchunder,Desert,Lederlung,Derby,Alderney,,,,,,,,,,,
56,Dundas,Bevetendt,"mind,.and",Windsor,ND,Casgandra,quarters.—And,Newfoundland,Sands,Belinda,,,,,,,,
57,Montmirail,JT,Brazil,Trail,the Straight Waistcoat,Snaily,Strasburg,,,,,,,,,,,
58,Spooney,Baronet,Surrey,Goneril,Boney,Sambo,ne&t,,,,,,,,,,,
59,Burschen,theim,"Emmy’s,—their",the Green Avenue,Athen,Athens,be—.”—He,Ghent,Carmarthenshire,Blenheim,,,,,,,,
60,Ravdonn,Babylon,Idon’t,Abingdon,Corydon,Londonderry,Don Juan,Long Acre,LONDON,London City,Yonder,London,Curzon,Wimbledon,"dong la
roo",Richmond,Jong,the City of London
61,&c.,C.B.,,,,,,,,,,,,,,,,
62,Cape Town,Tape,Peggy,Chapels,Cape,Canada,Puppets,CAPE,Capri,Wya24,,,,,,,,
63,Mall,Bramah,Malmsey-Madeira,UK,Madeira,Malmsey,,,,,,,,,,,,
64,Gaunt Street,Gaunt-square,Great Britain,Great Gaunt,Great Gaunt-,white great~,New Gaunt,Gaunt,Great Gaunt Street,,,,,,,,,
65,Major,Glorvima,Jemima,Glorvina,,,,,,,,,,,,,,
66,sospiri,Moscow,Molasses,Moss,Messrs,Quashyboos,hosses,Jos,,,,,,,,,,
67,"night,—and",Knightsbridge,BRIGHTON,Bricuton,Brighton,,,,,,,,,,,,,
68,Hornby,Hornsey,Meejor,Horn,Holborn,,,,,,,,,,,,,
69,Gardens,Kew Gardens,Peninsula,"Kensington
Gardens",Bengal,Kensington,Kensington Gardens,the Aurelius Garden,,,,,,,,,,
70,Potentate,Winchester,East,States,Rochester,Butes,Clytemnestra,Temple,Wittgenstein,Oystherstown,Leicester,Easter,Ste,Booterstown,Ostend,Steyne,,
71,Threadneedle,Bicétre,Greek Street,Hart Street,Threadneedle Street,Leeds,Curzon Street,Red Seas,,,,,,,,,,
72,Hulker,Rome,Rotterdam,Rookery,Troy,Faro,Mero,Servt,Phere,Rosa,,,,,,,,
73,Bulbul,Yellowjack,Hollyock,Bullock,Shylock,,,,,,,,,,,,,
74,Fairs,Somersetshire,Wiltshire,Yorkshire and Somersetshire,Yorkshire,,,,,,,,,,,,,
75,Lewes,Wesleyan,Stubbles,Eagles,Palermo,Esq,Omphale,Wales,Methusalem,Naples,WA,,,,,,,
76,Cologne,Malonys,Glenmalony,Polonia,Golconda,Ny,Colony,Consul,,,,,,,,,,
77,Achilles,Butler,Leipzig,l’aigle,Egil,Cackle,Nile,Ile,Aylem,motley,Tiler,IL,Philoméle,Silenus,,,,
78,Boggleywollah,Bogglywollah,,,,,,,,,,,,,,,,
79,Liverpool,Italy,"avec sa
femme",Brava,Avernus,Talavera,Batavier,Talleyrand,,,,,,,,,,
80,Trenck,Jena,Florence,"the French Chargé d’ Affaires, M de Macabau",Queen,Schlippenschloppen,Frenchmen,Caen,Greenwich,,,,,,,,,
81,Tn,ZZ,,,,,,,,,,,,,,,,
82,Harrogate,pomatum,Ramsgate,Margate,Sugar,Gazette,,,,,,,,,,,,
83,Rowson,Bowls,know-,O’Dowd,OW,Glowry,Cowes,,,,,,,,,,,
84,Jingo,Kangaroo,Spiggot,Cracksman,Marengo,Angouléme,Germany,Mango,Demagogue,,,,,,,,,
85,Ealing,Dalilah,Calcutta,Ballinasloe,Calumny,Cato,cali,cali ocean,Albums,,,,,,,,,
86,the New Road,Madras,the Magic Flute,the Madras Roads,,,,,,,,,,,,,,
87,"St.
Paul’s",St. Mary’s,St. Acheul,St. Paul’s,St. Pancras,,,,,,,,,,,,,
88,Kunz,Mount St.,County Kildare,Montmorency,Mount,County,,,,,,,,,,,,
89,the Prince of Wales’s,the Rue Royale,the Prince Regent,the Duke of York,the Valley of Diamonds,the Temple of Concord,the Pincian Hill,the Prince of Wales,Bethesda Place,,,,,,,,,
90,écarté,Arcadia,red scarfs,Biscay,Scarce,,,,,,,,,,,,,
91,¢adleau,Bordeaux,beaux,,,,,,,,,,,,,,,
92,"St. John’s
Wood",St. James’s Street,"Mount
St. John",St. Just,St. Vincent’s,n’t,St. John’s,,,,,,,,,,,
93,East India,East Indiaman,West Indian,India,West Indies,the West Indies,West India,,,,,,,,,,,
94,Grosvenor,Venus,protégée,Dover,Venice,Providence,Sovereigns,Provence,,,,,,,,,,
95,Porteus,Oporto,fort,po,Portsmouth,Portland,Pompeii,Quatorze,Portansherry,Port,,,,,,,,
96,Notgeung,Munich,Munoz,,,,,,,,,,,,,,,
97,New Orleans,Egalité Orleans,Orleans,,,,,,,,,,,,,,,
