cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13
30,Begleitung,Eagles,l’aigle,twenty eagles,Naples,Stubbles,,,,,,,,
31,the Prince of Wales’s,the Pincian Hill,the Temple of Concord,the Prince of Wales,the Valley of Diamonds,Wales,the Prince Regent,,,,,,,
32,most_melan-,Scotland,Ireland,Except Ireland,Flanders,,,,,,,,,
33,Batavier,Vienna,Jena,Brienne,,,,,,,,,,
34,St. Vincent’s,St. John’s,"St. John’s
Wood","Mount
St. John",St. Just,,,,,,,,,
35,Grady,Ladyship,Tadyship,Jady,,,,,,,,,,
36,Brazil,Brava,Bramah,,,,,,,,,,,
37,Madeira,Malmsey-Madeira,Malmsey,,,,,,,,,,,
38,quarters.—And,girl””—and,"night,—and","care,—and",the Arabian Nights,,,,,,,,,
39,Asia,Austria,Australasia,Strasburg,Clytemnestra,,,,,,,,,
40,Regulus,Regent,Continent,Regan,"compliments,—if",Magnificent,Iphigenia,,,,,,,
41,Cutts,Ricketts,Calcutta,,,,,,,,,,,
42,Persia,Prussia,Russia,the Russian Order of Saint Nicholas,,,,,,,,,,
43,Brougham,Higham,Hants,Fulham,Thames St.,CHATHAM,Cheltenham,wham,Thames,Feltham,Turnham,Chatham,Chaffers,
44,Biscay,Scarce,Arcadia,red scarfs,écarté,archeologian,,,,,,,,
45,Sambo,Knightsbridge,Cambridge,Camberwell,,,,,,,,,,
46,Belgravia,Belgium,,,,,,,,,,,,
47,Kingdom,Abingdon,pekin,,,,,,,,,,,
48,Oxford,Beddoes,Sandford,Bedad,Bedford,Brentford,,,,,,,,
49,Jericho,Jamaica,Africa,America,,,,,,,,,,
50,Bruges,Mt Brussels Becky,Brussels,Sussex,BRUSSELS,,,,,,,,,
51,Long Acre,Longwood,Ringwood,Jong,,,,,,,,,,
52,the West Indies,India,West Indies,West Indian,West India,East India,East Indiaman,,,,,,,
53,Florence,Montmorency,Frenchmen,Trenck,Bicétre,"the French Chargé d’ Affaires, M de Macabau",,,,,,,,
54,Wiltshire,Somersetshire,Yorkshire,Yorkshire and Somersetshire,,,,,,,,,,
55,Bevetendt,Newfoundland,Dundas,Windsor,Minden,ND,Casgandra,handkerchiefs,"mind,.and",Belinda,Sands,,,
56,Becky,Stillbrook,Rookery,"Stillbrook, Becky",,,,,,,,,,
57,Injee,inn-land-,Inn of mornings,Inn,Grays Inn,inn,Binkie,,,,,,,
58,Borodino,Christchurch,Maraschino,china,chino,Noir,China,,,,,,,
59,Camelot,Machiavellian,Cornelia,Amelia,Dearest Amelia,Goliah,Cecilia,Dumdam,,,,,,
60,Snaily,Fairs,the Straight Waistcoat,Trail,Trafalgar,Montmirail,,,,,,,,
61,Yellowjack,Shylock,Bulbul,Bullock,Hollyock,,,,,,,,,
62,Venice,UK,Grosvenor,protégée,Providence,Provence,,,,,,,,
63,St. Mary’s,St. Pancras,St. Paul’s,St. Acheul,"St.
Paul’s",,,,,,,,,
64,Black Bess,the Black Hole,Zwieback,Lacken,Crackenbury,Cackle,,,,,,,,
65,"ha,—there",Phere,Sovereigns,,,,,,,,,,,
66,Bogglywollah,Boggleywollah,,,,,,,,,,,,
67,Brunswick,CHISWICK,Chiswick,,,,,,,,,,,
68,Kew Gardens,Judenstadt,Sugar,Gardens,"Kensington
Gardens",Kensington Gardens,the Aurelius Garden,,,,,,,
69,Gillespie,Denmark Hill,Egil,Squills,Versailles,Piccadilly,villa,Ill,Achilles,Cornhill,Willia,Muswell Hill,,
70,Rector,Cato,Quatorze,Quashyboos,,,,,,,,,,
71,Sediey,Desert,Diesen,Gravesend,Pineries,,,,,,,,,
72,Roc,morocco,Morocco,,,,,,,,,,,
73,Demerara,Rotterdam,Cashmere,Faro,Troy,Servt,Hulker,Mero,Rome,Rosa,,,,
74,&c.,C.B.,JT,,,,,,,,,,,
75,Monseigneur,monsignori,Monsieur Isidor,Monsieur,Europe,Isidor,Monplaisir,,,,,,,
76,Caradori,Peterwaradin,Pharaoh,Puppets,Exeter,,,,,,,,,
77,golden auburn,Wiesbaden,Baden,"Baden
Baden",Dresden,Wildbad,,,,,,,,
78,¢adleau,beaux,Bordeaux,,,,,,,,,,,
79,Aylem,Gayd,Bombay,the Bay,Bagshot,Bay,Bart,,,,,,,
80,Tiler,Leipzig,Silenus,Methusalem,IL,Philoméle,Ile,Nile,,,,,,
81,Lewes,the West End,"West End Hotels,—nevertheless",Wesleyan,West,West End Swell,West End,,,,,,,
82,Athen,Ghent,Athens,Carmarthenshire,,,,,,,,,,
83,Club,PP,Clapham,Clapp,,,,,,,,,,
84,¢ris¢e,Parisot,Charing,Cribb,Paris,,,,,,,,,
85,Egalité Orleans,New Orleans,Orleans,,,,,,,,,,,
86,Dulwich,Greenwich,Queen,Harwich,the Green Avenue,,,,,,,,,
87,Bricuton,BRIGHTON,Brighton,,,,,,,,,,,
88,Billingsgate,Wellingtons,Wellington,Kensington,Islington,Helvellyn,Dublin,,,,,,,
89,Culais,playa,LA,la,Loyola,Bethesda Place,La,Medulla,,,,,,
90,Porteus,Portsmouth,Portansherry,fort,Port,po,Oporto,Portland,,,,,,
91,Hornsey,Hornby,Holborn,Soho,Horn,,,,,,,,,
92,Molasses,Moss,hosses,Messrs,,,,,,,,,,
93,Ems,sospiri,Temple,Hsquire,Empire,,,,,,,,,
94,Armada,Vittoria,Bulgaria,Siberia,Mars,Egeria,Maria,Whitefriars,,,,,,
95,Jemima,Glorvima,Glorvina,,,,,,,,,,,
96,Schlippenschloppen,Nineveh,Consul,Sultan,Peninsula,,,,,,,,,
97,Pompadour,pomatum,Pompeii,,,,,,,,,,,
98,ZZ,Colony,Glenmalony,Malonys,,,,,,,,,,
99,Bois,&.—Miss,Miss.,Miss,kiss,,,,,,,,,
100,Houri,Thomson,thou,Methodist,,,,,,,,,,
101,Wittgenstein,Potentate,States,Ostend,Ste,Steyne,,,,,,,,
102,Bierstadt,History,Booterstown,Oystherstown,,,,,,,,,,
103,Lederlung,Derby,Podder,Ramchunder,Loder,,,,,,,,,
104,Albion,Albums,Ny,Elba,Albany,Bantings,,,,,,,,
105,Britain,Italy,Neapolitan,Brittany,Britannia,Rule Britannia,britska,Titania,,,,,,
106,Ramsgate,Harrogate,Margate,,,,,,,,,,,
107,the Magic Flute,Madras,the New Road,the Madras Roads,the Rue Royale,,,,,,,,,
108,Fuddleston,Osbaldiston,Buxton,Alton,Stilton,,,,,,,,,
109,Udolpho,Nob,Kalydor,ye Dob,Dobbin,Macmurdo,Hobbs,Dob,,,,,,
110,Curzon,Hart Street,curacao,Surrey,Gaunt Street,Greek Street,Curzon Street,St. James’s Street,,,,,,
111,South-,Southampton Row,Rochampton,Brompton,Roehampton,"Lady
Southdown",the South Sea,mouton,Southampton,Southampton Gaol,,,,
112,Bengal,Old England,Anglais,Switzerland,Shetland,Holland,England,Bigland,,,,,,
113,Jos,sajd,Meejor,Major,,,,,,,,,,
114,County Kildare,Mount St.,County,Kunz,Mount,,,,,,,,,
115,Music,zkich,Metternich,Richelieu,Munoz,Munich,,,,,,,,
116,CRAWLEY,Rawdon,Crawley,Rawaon,Rawdon Crawley,,,,,,,,,
117,Ealing,Caen,Toeplitz,Calumny,cali ocean,Dalilah,cali,,,,,,,
118,P.S.,M.D.,M.P.,,,,,,,,,,,
119,us City,the H. H.,the Niagara cataract,City,"the City, Sir",Vanity,the City of London,the dark sea,the Latin Grammar,the Red Book,~It,the City,,
120,Moorish,Smithfield,Fitzjurld,Moorfields,,,,,,,,,,
121,Dover,"avec sa
femme",Venus,Talavera,Liverpool,Avernus,,,,,,,,
