cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18,elem_19,elem_20
16,Blackstone,Ton,Antony,,,,,,,,,,,,,,,,,,
17,Turc,Turcs,turbotière,Magistrature,,,,,,,,,,,,,,,,,
18,Cercle,Cerfs,Clerc,Siècle,,,,,,,,,,,,,,,,,
19,Institut,Norvins,Institutes,Injustice,,,,,,,,,,,,,,,,,
20,Place du Carrousel,place du Marché,Carrousel,place du Carrousel,,,,,,,,,,,,,,,,,
21,Coup,coucou,Cousin,Ecoutez,,,,,,,,,,,,,,,,,
22,Vêpres,Premières,Presse,Restez,Sèvres,ferme de Presles,,,,,,,,,,,,,,,
23,Bray,Bravo,,,,,,,,,,,,,,,,,,,
24,Châlons,Bonsoir,Mazas,châle,Longjumeau,,,,,,,,,,,,,,,,
25,Chinois,Sois,la Chine,Bains-Chinois,Livon,Bobino,Chine,,,,,,,,,,,,,,
26,l'Amérique du Sud,l'Amérique,Amérique,Américains,,,,,,,,,,,,,,,,,
27,Jardin des Plantes,Jardin des plantes,,,,,,,,,,,,,,,,,,,
28,la Madeleine,place de la Madeleine,Madeleine,Magdelena,,,,,,,,,,,,,,,,,
29,Gouvernement,Auvergnat,Pékin,Vésuve,Auvergne,Cléry,,,,,,,,,,,,,,,
30,Balaruc,Lara,Allard,Savoyard,alluma,,,,,,,,,,,,,,,,
31,jura,murmura,curaçao,,,,,,,,,,,,,,,,,,
32,"Chapitre 6 
Ruiné",Chapeau,"Chapitre 6 
Son",,,,,,,,,,,,,,,,,,
33,Reynolds,Espagnolet,L'Espagnol,l'Espagne,d'Espagne,Espagne,Melun,,,,,,,,,,,,,,
34,Gauloises,Choiseul,wagon,Gaulois,l'Oise,,,,,,,,,,,,,,,,
35,Garde-Meuble,Garde-Meubles,,,,,,,,,,,,,,,,,,,
36,Montmartre,martre,rue Montmartre,boulevard Montmartre,Chartres,,,,,,,,,,,,,,,,
37,La terre,Angleterre,,,,,,,,,,,,,,,,,,,
38,Petites Affiches,Cher,Odry,Pêcherie,cachemire,Boucher,Long-Rocher,Rochefort,,,,,,,,,,,,,
39,Louvre,Au Louvre,collections du Louvre,au Louvre,dôme du Louvre,,,,,,,,,,,,,,,,
40,Etat,Etretat,états-majors,,,,,,,,,,,,,,,,,,
41,Iéna,kaolin de Bretagne,Baslin,la Bretagne,Rose Bron,,,,,,,,,,,,,,,,
42,continua Sénécal,notre Sénécal,notre Sénécal !,Sénécal,porte Sénécal,,,,,,,,,,,,,,,,
43,mornes,Tournez,Letourneur,Tournelle,,,,,,,,,,,,,,,,,
44,Olympe Regimbart,L'Olympe,l'Olympe,,,,,,,,,,,,,,,,,,
45,rue Bellefond,Bellevue,Celles,Halles,Te rappelles,Fortelle,Pellerin,Celuta,Bagatelle,,,,,,,,,,,,
46,la Seine,Seine,La Seine,hein,,,,,,,,,,,,,,,,,
47,Pays,le Pays,Aulnays,,,,,,,,,,,,,,,,,,
48,Caverne-des-Brigands,brigand,,,,,,,,,,,,,,,,,,,
49,Colosse,Ecosse,Ecossais,,,,,,,,,,,,,,,,,,
50,Meudon,Rudorff,,,,,,,,,,,,,,,,,,,
51,Lyon,Billy,Chantilly,Filly,Morelly,Andilly,Chailly,Neuilly,Milliet,,,,,,,,,,,,
52,Postillon,Postillon russe,postillon,Châtillon,,,,,,,,,,,,,,,,,
53,Anglaise,Anglais,Bohême,Père-Lachaise,,,,,,,,,,,,,,,,,
54,damas,damas de laine brune,Panoramas,Maman,Grands Lamas,,,,,,,,,,,,,,,,
55,Sphinx,Philosophie,le Rhin,Rhin,,,,,,,,,,,,,,,,,
56,Comment,Almanach du Commerce,Somme,La somme,,,,,,,,,,,,,,,,,
57,Californie,Palerme,caleçon,Bengale,Dijon,,,,,,,,,,,,,,,,
58,Garçon,Gare,Niagara,,,,,,,,,,,,,,,,,,
59,Mlle,Mlle Vatnaz,Nogent Mlle Vatnaz,Vatnaz,,,,,,,,,,,,,,,,,
60,Irez,retirez,heroicos mártires,Suriret,Retirez,,,,,,,,,,,,,,,,
61,tricorne,Autrichien,Richelieu,Hiérarchie,Autrichiens,Fumichon,,,,,,,,,,,,,,,
62,Ablon,Misérable,Mably,Opéra,,,,,,,,,,,,,,,,,
63,Prusse,Russes,Russie,la Croix-Rousse,,,,,,,,,,,,,,,,,
64,Allez,Allemagne,Allemand,Allemande,,,,,,,,,,,,,,,,,
65,Armes,place d'Armes,Ormes,,,,,,,,,,,,,,,,,,
66,Palazot,Palais-Royal,Palais Royal,Palais-Royal !,rue Royale,Palais,théâtre du Palais-Royal,,,,,,,,,,,,,,
67,orang-outang,langoureux,languir,Languedoc,Morgue,Evangile,,,,,,,,,,,,,,,
68,faubourg Poissonnière,boulevard Poissonnière,Poissonnière,Ivry,rue Paradis-Poissonnière,Poissarde,,,,,,,,,,,,,,,
69,– Oui,– A,,,,,,,,,,,,,,,,,,,
70,guipure,Procédure,serrure,Dulaure,Suresne,Eure,,,,,,,,,,,,,,,
71,Pologne,bois de Boulogne,Loulou,Boulogne,la Pologne,,,,,,,,,,,,,,,,
72,Constantinople,Otant,Panthéon,,,,,,,,,,,,,,,,,,
73,Oudry,Croix des-Petits-Champs et du Bouloi,seuil du boudoir,Auteuil,,,,,,,,,,,,,,,,,
74,Osage,Sauvagesse,Femme-Sauvage,,,,,,,,,,,,,,,,,,
75,Yankees,nankin,,,,,,,,,,,,,,,,,,,
76,rue Saint-Dominique,rue Saint-Victor,porte Saint-Martin,rue Caumartin,rue Saint-Jacques,faubourg Saint-Martin,théâtre de la Porte-Saint-Martin,rue Saint-Martin,Porte-Saint-Martin,rue Saint-Hyacinthe,Martinon,Saint-Marceau,rue Saint-Honoré,Bac,,,,,,,
77,Arc de triomphe,Arc de triomphe un cheval mort,Chevalier,Tibi,,,,,,,,,,,,,,,,,
78,boulevards des Gobelins,boulevard de l'Hôpital,boulevard des Capucines,bouleversa,Voulez,,,,,,,,,,,,,,,,
79,Fontainebleau,Capitaine,Pitié,Lorraine,la Capitale,,,,,,,,,,,,,,,,
80,Picardie,Dussardier,appendus,,,,,,,,,,,,,,,,,,
81,Ville-de-Montereau,Montereau,Moreau,port de Montereau,,,,,,,,,,,,,,,,,
82,Prends,Venez,Rendez,Prenez-,Benedicite,Comprenez,,,,,,,,,,,,,,,
83,Démocratie pacifique,Démocratie,Lacédémone,,,,,,,,,,,,,,,,,,
84,Comaing,Comines,Comédie,Vicomte,Peuh,,,,,,,,,,,,,,,,
85,Château,Beauté,Château-d'Eau,Châtelet,le Château-d'Eau,,,,,,,,,,,,,,,,
86,Champ-de-Mars,Chambord,champagne,Champ de Mars,Cham,Champs-Elysées,MM. Chambolle,Champagne,Béchamel,Forchambeaux,Chambrion,,,,,,,,,,
87,Maréchale,Maréchaux,la Maréchale,La Maréchale,,,,,,,,,,,,,,,,,
88,Bœuf,Conférence,Genève,atención,Régence,,,,,,,,,,,,,,,,
89,Hippodrome,Roméo,Rome,Laromiguière,Corromps,,,,,,,,,,,,,,,,
90,la Pâtisserie,Suissesse,Laisse,Suisse,buis,,,,,,,,,,,,,,,,
91,Italiens,Hôpital,Italie,l'Italie,d'Italie,Italienne,,,,,,,,,,,,,,,
92,place Gaillon,Apollonie,brune,Chaillot,porte Maillot,Gaillon,Larsillois,,,,,,,,,,,,,,
93,perse,Dunod,Corse,Corrège,corset,Corbeil,,,,,,,,,,,,,,,
94,Malebranche,manche,punch,la manche,,,,,,,,,,,,,,,,,
95,Vanneroy,rue Sainte-Anne,Sainte-Pélagie,Sainte-Anne,Sainte-Geneviève,Sainte-Alliance,,,,,,,,,,,,,,,
96,théâtre Bobino,théâtre du,,,,,,,,,,,,,,,,,,,
97,Charte,Partout,Partez,partez,Sortez,Appartements meublés,,,,,,,,,,,,,,,
98,Cinq-Mars,Trois-Maries,Trois-Rois,,,,,,,,,,,,,,,,,,
99,madras,Madrid,Heudras,,,,,,,,,,,,,,,,,,
100,Moyen Age,Troyes,Voyez,,,,,,,,,,,,,,,,,,
101,conseil général de l'Aube,Aube,l'Aube,,,,,,,,,,,,,,,,,,
102,Prado,Paraguay,rue Paradis,Pradier,Rue Paradis,,,,,,,,,,,,,,,,
103,Vazeille,Villeneuve-l'Archevêque,Vaudeville,Lélia,Grémonville,Hauteville,Sainville,Lille,Belleville,Surville,Fouquier-Tinville,Villenauxe,,,,,,,,,
104,quai d'Orsay,Orsay,parlote d'Orsay,galerie d'Orléans,,,,,,,,,,,,,,,,,
105,Mouffetard,souffla,passage Jouffroy,Jouffroy,Anjou,Godefroy,,,,,,,,,,,,,,,
106,au Havre,Havrais,du Havre,le Havre,gare du Havre,,,,,,,,,,,,,,,,
107,Archevêque,Marc-aux-Fées,Marché-aux-Chevaux,Marché,,,,,,,,,,,,,,,,,
108,Pierrot,Deslauriers,Canonniers,Thiers,escholiers,Poitiers,,,,,,,,,,,,,,,
109,Auger,Moulin-Rouge,jugeât,,,,,,,,,,,,,,,,,,
110,Rond-Point,Saumon,bonds,Pharamond,Mondor,XIIe,,,,,,,,,,,,,,,
111,Législative,Hébés,Révélation,Inquisition,Désubalternisation,Direction,Religion,,,,,,,,,,,,,,
112,la Bastille,place de la Bourse,place de Vanneroy,hasta,place de la Bastille,place de la Concorde,,,,,,,,,,,,,,,
113,Grand Salon,Salut,Salon,Salons,,,,,,,,,,,,,,,,,
114,Arrêtez,Prêtés,Arrêté,,,,,,,,,,,,,,,,,,
115,Connaissant,Béarnais,Connais,Bourbonnais,Où es,Lamennais,Havanais,,,,,,,,,,,,,,
116,Parlote,Pardon,Paris,Parisien,,,,,,,,,,,,,,,,,
117,Bouquet-du-Roi,Parquet,Lesurques,bosquet,Turque,,,,,,,,,,,,,,,,
118,porte Saint-Denis,rue Saint-Denis,de Saint-Denis,esprit-de-vin,Venise,de Suède,boulevard Saint-Denis,,,,,,,,,,,,,,
119,Fromanteau,rue Rambuteau,rue Fromanteau,,,,,,,,,,,,,,,,,,
120,Coq-Héron,A,rue Coq-Héron,Trocadéro,Véronèse,,,,,,,,,,,,,,,,
121,Variétés,Lovarias,Zacharioe,Charivari,,,,,,,,,,,,,,,,,
122,Négrier,Hongrie,Brie,Epicerie,Mieux,Orientaux,Algérie,Art industriel,Burrieu,Pénurie,,,,,,,,,,,
123,rue Jacob,rue de Choiseul,rue d'Anjou,rue du Bac,rue des Francs-Bourgeois-Saint-Michel,rue des Martyrs,rue Soufflot,rue de Valois,rue de Marbeuf,rue de Chabrol,rue Rumford,rue de Bréda,rue de Rivoli,rue de Richelieu,rue Duphot,rue d',rue Dauphine,rue de Fleurus,rue Drouot,rue de,rue Descartes
124,Providence,Provence,La Providence,rue de Provence,Provençaux,,,,,,,,,,,,,,,,
125,Irlandais,Normandes,Hollande,Balandard,Guirlande,Flandres,Inde,,,,,,,,,,,,,,
126,Nogent-sur-Seine,Nogentais,Nogent,,,,,,,,,,,,,,,,,,
127,Blanqui,Banque,Salamanque,,,,,,,,,,,,,,,,,,
128,Savez,Levez,Avez,,,,,,,,,,,,,,,,,,
129,Flacourt,Nonancourt,Cour,Sourdun,Véfour,,,,,,,,,,,,,,,,
130,Desolmes,Hespérides,Desde,lourdes,,,,,,,,,,,,,,,,,
131,Girondins,Style,Vraiment,XIIe arrondissement,Délassements,arrondissement de la Fortelle,XIe arrondissement,,,,,,,,,,,,,,
132,Assise,Rossini,Impossible,vessie,Assis,,,,,,,,,,,,,,,,
133,rue Vivienne,Vienne,vésuviennes,Vincennes,Vive,Vénitienne,Vivienne,,,,,,,,,,,,,,
134,Citoyen,le Citoyen,Le Citoyen,Moyens,Citoyens,,,,,,,,,,,,,,,,
135,chapelle Saint-Saturnin,Sainte-Chapelle,Las,chapelle Saint-Nicolas,,,,,,,,,,,,,,,,,
136,musée de Versailles,Versailles,Canailles,,,,,,,,,,,,,,,,,,
137,le soleil,soleil,,,,,,,,,,,,,,,,,,,
138,Ponts,Poncif,pont d'Iéna,Summa,pont de Charenton,pont d'Arcole,Dupont,Japon,pont Royal,,,,,,,,,,,,
139,rue Transnonain,Boutron,hôtel de la rue Tronchet,rue Tronchet,,,,,,,,,,,,,,,,,
140,Considérant,Barante,Quarante,Varaud,,,,,,,,,,,,,,,,,
141,Andalouses,L'Andalouse,Andalouse,,,,,,,,,,,,,,,,,,
142,Arnoux,Pidoux,Pompadour,Ledoux,,,,,,,,,,,,,,,,,
143,Tropiong,l'Europe,sirop,,,,,,,,,,,,,,,,,,
144,de France,Frank,affranchiront,Collège de France,Mécène,lip-fraoli,La France,la France,créances,Crancé,France,,,,,,,,,,
145,Rentrons,nôtre,Enivrez,Carpentras,Ministre,Ruysdaël,Entrez,Présentez,,,,,,,,,,,,,
146,Ambigu,fosse de M. Dambreuse,Gueuse,Dambreuse,hôtel Dambreuse,,,,,,,,,,,,,,,,
147,Trône,Cancane,Toscane,Mostaganem,,,,,,,,,,,,,,,,,
148,pâlissante,la Renaissance,Renaissance,,,,,,,,,,,,,,,,,,
149,carbonaro,Regimbart,Occupez,Barcelone,Barbès,,,,,,,,,,,,,,,,
150,Empoigne,Soignez,ligne du Nord,Ligne,,,,,,,,,,,,,,,,,
151,Bertinaux,Berlin,rue Joubert,hôtel Lambert,Liban,Liberté,,,,,,,,,,,,,,,
152,notre République,République !,République,,,,,,,,,,,,,,,,,,
153,de l',rue de Laval,pont de la Boucherie,rue de l'Arcade,collège de Sens,rue de la Paix,seuil de la lorette,pont de la Concorde,statue de la Liberté,Cygne de la Croix,rue de l'Empereur,tic-tac de la pendule,Préfecture de police,rue de la Roquette,bêtise de la Ligne,rue de la Ferme,Art et de la Nature !,rue de la Harpe,rue de la Ferme et de la rue Tronchet,Annuaire de Gotha,
154,Bordeaux,Bordelaise,du Nord,Bordelais,,,,,,,,,,,,,,,,,
155,Dagneaux,Peaux-Rouges,Beaux-Arts,cygne,Bugneaux,,,,,,,,,,,,,,,,
156,bois de Crancé,M. de Cisy,Don Juan de Molière,Vénus de Milo,Vénus,,,,,,,,,,,,,,,,
157,Mormans,ganse,Sanson,Orléans,,,,,,,,,,,,,,,,,
158,Odéon,bal des Tuileries,Tuileries,dôme des Tuileries,jardin des Tuileries,,,,,,,,,,,,,,,,
159,Etrigny,Herbigny,Savigny,,,,,,,,,,,,,,,,,,
160,Delmar,Mlle Marthe,Art,Parthénon,Marthe,,,,,,,,,,,,,,,,
161,Gardes,regardez,Alpes,Regardez,,,,,,,,,,,,,,,,,
162,Gymnase,pâlir,,,,,,,,,,,,,,,,,,,
163,Magnifique,Quelquefois,Quels,bourriquet,Belgique,Quoique,,,,,,,,,,,,,,,
164,Cité,Autorité,Egalité,du truité,Unité,,,,,,,,,,,,,,,,
165,François,Comédie-Française,Buzançais,Française,Théâtre Français,Français,,,,,,,,,,,,,,,
166,Polonais,Polonaise,,,,,,,,,,,,,,,,,,,
167,Percepteur,Précepteur,Fleurs,Docteur,,,,,,,,,,,,,,,,,
168,Londres,revolución,Hydre,,,,,,,,,,,,,,,,,,
169,Notre-Dame-des-Victoires,pierre de Notre-Dame,Samedi,rue Notre-Dame-des-Victoires,Notre-Dame de Lorette,Notre-Dame,,,,,,,,,,,,,,,
170,Réalisme,Bréda,Bréa,,,,,,,,,,,,,,,,,,
171,Rosanette,Bouttevilain,Attends,rue Lafayette,Mettez,Lafayette,,,,,,,,,,,,,,,
172,Es-tu,As-tu,As-tu cent,Y es-tu,,,,,,,,,,,,,,,,,
173,la Daumont,Lola Montés,Montataire,Montpensier,Montagne,monta,Montez,Ohé,Piémont,Montreuil-Nantua,Montcharron,Montebello,Grammont,Aspremont,,,,,,,
174,nuestra patria cuenta numerosos,Dumersan,Dittmer,,,,,,,,,,,,,,,,,,
