cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18,elem_19,elem_20,elem_21,elem_22
26.0,Filly,Chailly,Chantilly,Andilly,Billy,Morelly,Neuilly,Milliet,,,,,,,,,,,,,,,
27.0,Blackstone,Creton,Ton,Antony,,,,,,,,,,,,,,,,,,,
28.0,Grange-Batelière,Angelmarre,Delmar,,,,,,,,,,,,,,,,,,,,
29.0,chapelle Saint-Saturnin,Sainte-Chapelle,chapelle Saint-Nicolas,Las,Chapeau,,,,,,,,,,,,,,,,,,
30.0,la Seine,La Seine,hein,Seine,,,,,,,,,,,,,,,,,,,
31.0,Garçon,caleçon,Gare,Niagara,,,,,,,,,,,,,,,,,,,
32.0,Dumersan,Dittmer,Sanson,nuestra patria cuenta numerosos,,,,,,,,,,,,,,,,,,,
33.0,Le Citoyen,le Citoyen,Citoyen,Citoyens,,,,,,,,,,,,,,,,,,,
34.0,rue de Valois,rue Transnonain,rue de Bréda,rue Joubert,rue de,rue de Choiseul,rue de l'Empereur,rue Duphot,rue de Rivoli,rue Jacob,rue de Marbeuf,rue Drouot,rue Descartes,rue de l'Arcade,rue d'Anjou,rue des Martyrs,rue de Chabrol,rue du Bac,rue des Francs-Bourgeois-Saint-Michel,rue de Fleurus,rue Dauphine,rue d',rue Rumford
35.0,Bordelais,Bordelaise,Bordeaux,,,,,,,,,,,,,,,,,,,,
36.0,Châlons,châle,,,,,,,,,,,,,,,,,,,,,
37.0,La Maréchale,la Maréchale,Maréchaux,Maréchale,,,,,,,,,,,,,,,,,,,
38.0,Londres,Hydre,Flandres,,,,,,,,,,,,,,,,,,,,
39.0,Ecole Militaire,quai Voltaire,Le Vicaire,Ecoles,,,,,,,,,,,,,,,,,,,
40.0,Bouttevilain,Hauteville,Vaudeville,Auteuil,,,,,,,,,,,,,,,,,,,
41.0,Levez,Avez,Savez,,,,,,,,,,,,,,,,,,,,
42.0,Prusse,la Croix-Rousse,Russes,Colosse,Russie,,,,,,,,,,,,,,,,,,
43.0,Frères-Siamois,Affaires-Etrangères,La Fougère,orang-outang,hôtel des Affaires Etrangères,,,,,,,,,,,,,,,,,,
44.0,Révélation,Désubalternisation,Législative,Direction,Inquisition,,,,,,,,,,,,,,,,,,
45.0,Arc de triomphe un cheval mort,Laval,Arc de triomphe,Chevalier,,,,,,,,,,,,,,,,,,,
46.0,revolución,atención,,,,,,,,,,,,,,,,,,,,,
47.0,Marché-aux-Chevaux,Marché,Marc-aux-Fées,,,,,,,,,,,,,,,,,,,,
48.0,Misérable,Mably,Ablon,,,,,,,,,,,,,,,,,,,,
49.0,XIIe arrondissement,arrondissement de la Fortelle,XIIe,Vraiment,XIe arrondissement,Délassements,Rond-Point,Girondins,,,,,,,,,,,,,,,
50.0,Sauvagesse,Femme-Sauvage,,,,,,,,,,,,,,,,,,,,,
51.0,Bourges,Bourgeoise,Bourgogne,Bourse,de Bourges,Luxembourg,,,,,,,,,,,,,,,,,
52.0,Etretat,Etat,nôtre,,,,,,,,,,,,,,,,,,,,
53.0,cachemire,Cher,Long-Rocher,Rochefort,Boucher,Pêcherie,,,,,,,,,,,,,,,,,
54.0,Esséniens,Amiens,Rubens,Tiens,Mieux,Deviens,,,,,,,,,,,,,,,,,
55.0,Cygne de la Croix,Préfecture de police,statue de la Liberté,rue de la Paix,porte de l'Alhambra,de l',bêtise de la Ligne,tic-tac de la pendule,seuil de la lorette,rue de Laval,rue de la Roquette,rue de la Harpe,Annuaire de Gotha,,,,,,,,,,
56.0,Gardes,Regardez,regardez,,,,,,,,,,,,,,,,,,,,
57.0,Buzançais,Français,Française,François,Comédie-Française,Théâtre Français,,,,,,,,,,,,,,,,,
58.0,Notre-Dame,Notre-Dame-des-Victoires,rue Notre-Dame-des-Victoires,pierre de Notre-Dame,Notre-Dame de Lorette,Samedi,,,,,,,,,,,,,,,,,
59.0,murmura,jura,curaçao,,,,,,,,,,,,,,,,,,,,
60.0,Quoique,Magnifique,Belgique,bourriquet,,,,,,,,,,,,,,,,,,,
61.0,Chambrion,Chambord,Chambres,Champ de Mars,Cham,MM. Chambolle,Croix des-Petits-Champs et du Bouloi,Fables de Lachambeaudie,Champs-Elysées,Champ-de-Mars,Béchamel,,,,,,,,,,,,
62.0,Bréda,Bréa,Réalisme,,,,,,,,,,,,,,,,,,,,
63.0,Renaissance,la Renaissance,,,,,,,,,,,,,,,,,,,,,
64.0,Institut,Injustice,Institutes,,,,,,,,,,,,,,,,,,,,
65.0,Palais Royal,Palais,théâtre du Palais-Royal,Palais-Royal,Palais-Royal !,rue Royale,Palazot,,,,,,,,,,,,,,,,
66.0,Lyon,Hussonnet,Yonne,Frisonne,Sorbonne,Anglo-Saxonnes,baïonnettes,mignonne,,,,,,,,,,,,,,,
67.0,l'Aube,conseil général de l'Aube,Aube,,,,,,,,,,,,,,,,,,,,
68.0,l'Amérique,l'Amérique du Sud,Américains,Amérique,,,,,,,,,,,,,,,,,,,
69.0,sirop,Tropiong,Religion,Longjumeau,Troyes,Trocadéro,,,,,,,,,,,,,,,,,
70.0,Creil,fiacre,nacre,,,,,,,,,,,,,,,,,,,,
71.0,languir,Evangile,Languedoc,langoureux,,,,,,,,,,,,,,,,,,,
72.0,Constantinople,Opéra,Considérant,Conservatoire,,,,,,,,,,,,,,,,,,,
73.0,tricorne,mornes,Vicomte,,,,,,,,,,,,,,,,,,,,
74.0,boulevard de l'Hôpital,bouleversa,boulevard des Capucines,boulevards des Gobelins,Comines,Voulez,,,,,,,,,,,,,,,,,
75.0,Pékin,nankin,Yankees,,,,,,,,,,,,,,,,,,,,
76.0,L'Espagnol,Espagnolet,l'Espagne,– Oui,d'Espagne,Espagne,Reynolds,,,,,,,,,,,,,,,,
77.0,Empoigne,Ligne,Soignez,cygne,Sois,,,,,,,,,,,,,,,,,,
78.0,Versailles,musée de Versailles,Muséum,,,,,,,,,,,,,,,,,,,,
79.0,Bobino,théâtre Bobino,théâtre du,,,,,,,,,,,,,,,,,,,,
80.0,le Pays,Pays,Aulnays,,,,,,,,,,,,,,,,,,,,
81.0,brune,Tournelle,Tournez,Letourneur,,,,,,,,,,,,,,,,,,,
82.0,Saint-François,quai Saint-Bernard,Saint-Gervais,Saint-Valéry,Saint-Jacques,Saint-Cloud,Saint-Honoré,Saint-Paul,Comaing,Saint-Germain,Mont-Saint-Michel,Saint-Roch,Saint-Louis,Saint-Antoine,Saintonge,Saint-Ferdinand,île Saint-Louis,Saint-Thomas,,,,,
83.0,Andalouse,L'Andalouse,Andalouses,,,,,,,,,,,,,,,,,,,,
84.0,rue de Richelieu,Richelieu,Petites Affiches,,,,,,,,,,,,,,,,,,,,
85.0,pâlissante,pâlir,,,,,,,,,,,,,,,,,,,,,
86.0,Inde,Mormans,Normandes,,,,,,,,,,,,,,,,,,,,
87.0,Berlin,Baslin,Liberté,Bertinaux,,,,,,,,,,,,,,,,,,,
88.0,Auvergnat,Gouvernement,Auvergne,,,,,,,,,,,,,,,,,,,,
89.0,Benedicite,Egalité,Autorité,Cité,Unité,du truité,,,,,,,,,,,,,,,,,
90.0,damas,damas de laine brune,Panoramas,Grands Lamas,Maman,,,,,,,,,,,,,,,,,,
91.0,Grammont,Montagne,Lola Montés,Montreuil-Nantua,monta,Aspremont,Montpensier,Montcharron,Piémont,Montataire,,,,,,,,,,,,,
92.0,bois de Boulogne,Pologne,la Pologne,Boulogne,Loulou,,,,,,,,,,,,,,,,,,
93.0,Lara,Allard,Lélia,Laromiguière,Balaruc,Varaud,,,,,,,,,,,,,,,,,
94.0,Panthéon,Odéon,Otant,,,,,,,,,,,,,,,,,,,,
95.0,le Rhin,Rhin,Sphinx,,,,,,,,,,,,,,,,,,,,
96.0,Sourdun,Dunod,lourdes,,,,,,,,,,,,,,,,,,,,
97.0,Bourbonnais,Béarnais,Havanais,Connais,Connaissant,Lamennais,,,,,,,,,,,,,,,,,
98.0,Salons,Grand Salon,Salon,,,,,,,,,,,,,,,,,,,,
99.0,Irez,Suriret,Retirez,retirez,l'Empire,heroicos mártires,,,,,,,,,,,,,,,,,
100.0,Dulaure,Eure,l'Europe,Suresne,Procédure,Magistrature,guipure,Fleurs,serrure,,,,,,,,,,,,,,
101.0,Beaux-Arts,Peaux-Rouges,Forchambeaux,Beauté,,,,,,,,,,,,,,,,,,,
102.0,bois de Crancé,M. de Cisy,Cisy,,,,,,,,,,,,,,,,,,,,
103.0,Gorge-au-Loup,dégorgea,Morgue,gorge-de-pigeon,,,,,,,,,,,,,,,,,,,
104.0,Moulin-Rouge,jugeât,Auger,,,,,,,,,,,,,,,,,,,,
105.0,Poitiers,perse,escholiers,Thiers,Deslauriers,Canonniers,Pierrot,,,,,,,,,,,,,,,,
106.0,Polonaise,carbonaro,Polonais,,,,,,,,,,,,,,,,,,,,
107.0,Parisien,Paris,Pardon,,,,,,,,,,,,,,,,,,,,
108.0,Madeleine,place de la Madeleine,Magdelena,la Madeleine,,,,,,,,,,,,,,,,,,,
109.0,collège de Sens,Sens,de Suède,Collège de France,,,,,,,,,,,,,,,,,,,
110.0,sais,Ecosse,Ecossais,,,,,,,,,,,,,,,,,,,,
111.0,Armes,Ormes,place d'Armes,,,,,,,,,,,,,,,,,,,,
112.0,Mlle Marthe,Marthe,Parthénon,,,,,,,,,,,,,,,,,,,,
113.0,Liban,Blanqui,Banque,Salamanque,,,,,,,,,,,,,,,,,,,
114.0,Autrichien,Hiérarchie,Autrichiens,,,,,,,,,,,,,,,,,,,,
115.0,Bacchante,Barante,Quarante,Barbès,,,,,,,,,,,,,,,,,,,
116.0,Orléans,galerie d'Orléans,Bengale,Palerme,,,,,,,,,,,,,,,,,,,
117.0,Clerc,Cerfs,Siècle,Cercle,,,,,,,,,,,,,,,,,,,
118.0,Châtillon,Postillon,Postillon russe,postillon,,,,,,,,,,,,,,,,,,,
119.0,pont Neuf,A Elbeuf,Pont-Neuf,le Pont-Neuf,,,,,,,,,,,,,,,,,,,
120.0,Peuh,Naples,Temple,Peuple,,,,,,,,,,,,,,,,,,,
121.0,Sénécal,notre Sénécal,porte Sénécal,continua Sénécal,notre Sénécal !,,,,,,,,,,,,,,,,,,
122.0,Restez,Sèvres,Vêpres,Presse,ferme de Presles,Premières,,,,,,,,,,,,,,,,,
123.0,Carpentras,Entrez,Rentrons,Boutron,,,,,,,,,,,,,,,,,,,
124.0,Conférence,rue de Provence,Régence,Provençaux,Provence,La Providence,Providence,,,,,,,,,,,,,,,,
125.0,Venez,Prenez-,Comprenez,,,,,,,,,,,,,,,,,,,,
126.0,Présentez,Art,partez,Appartements meublés,Sortez,Partez,Partout,Charte,,,,,,,,,,,,,,,
127.0,Philosophie,Chambre des passages des philosophes,Chambre des députés,,,,,,,,,,,,,,,,,,,,
128.0,Carrousel,place du Marché,place du Carrousel,Place du Carrousel,,,,,,,,,,,,,,,,,,,
129.0,Flacourt,Pompadour,Véfour,Cour,Nonancourt,,,,,,,,,,,,,,,,,,
130.0,Odry,Oudry,,,,,,,,,,,,,,,,,,,,,
131.0,porte Saint-Denis,esprit-de-vin,rue Saint-Dominique,rue Saint-Honoré,rue Saint-Victor,boulevard Saint-Denis,rue Saint-Denis,rue Saint-Jacques,de Saint-Denis,Venise,rue Saint-Hyacinthe,,,,,,,,,,,,
132.0,rue Fromanteau,Fromanteau,rue Rambuteau,,,,,,,,,,,,,,,,,,,,
133.0,rue Lafayette,Mettez,Lafayette,Rosanette,,,,,,,,,,,,,,,,,,,
134.0,Californie,Changarnier,Change,,,,,,,,,,,,,,,,,,,,
135.0,Almanach du Commerce,seuil du boudoir,hôtel du Commerce,,,,,,,,,,,,,,,,,,,,
136.0,Bravo,Bray,Savoyard,,,,,,,,,,,,,,,,,,,,
137.0,champagne,Champagne,,,,,,,,,,,,,,,,,,,,,
138.0,Pharamond,bonds,Mondor,Rudorff,,,,,,,,,,,,,,,,,,,
139.0,Moyens,Osage,Voyez,Moyen Age,,,,,,,,,,,,,,,,,,,
140.0,Nogentais,Nogent-sur-Seine,Nogent,Genève,,,,,,,,,,,,,,,,,,,
141.0,Père-Lachaise,Anglais,Anglaise,,,,,,,,,,,,,,,,,,,,
142.0,Desde,Desolmes,Hespérides,,,,,,,,,,,,,,,,,,,,
143.0,Saumon,la Daumont,,,,,,,,,,,,,,,,,,,,,
144.0,Enivrez,Ivry,,,,,,,,,,,,,,,,,,,,,
145.0,Sainte-Pélagie,Vanneroy,Sainte-Geneviève,Sainte-Anne,Sainte-Alliance,rue Sainte-Anne,,,,,,,,,,,,,,,,,
146.0,vessie,Assise,Assis,,,,,,,,,,,,,,,,,,,,
147.0,Rendez,appendus,Prends,Attends,,,,,,,,,,,,,,,,,,,
148.0,Regimbart,Olympe Regimbart,,,,,,,,,,,,,,,,,,,,,
149.0,République !,notre République,République,,,,,,,,,,,,,,,,,,,,
150.0,Vénus,Vénus de Milo,Don Juan de Molière,,,,,,,,,,,,,,,,,,,,
151.0,alluma,Allemande,Allemagne,Allemand,Allez,,,,,,,,,,,,,,,,,,
152.0,porte Maillot,Larsillois,Apollonie,Gaillon,place Gaillon,Chaillot,,,,,,,,,,,,,,,,,
153.0,As-tu cent,As-tu,Où es,Es-tu,Y es-tu,,,,,,,,,,,,,,,,,,
154.0,Jardin des Plantes,Jardin des plantes,,,,,,,,,,,,,,,,,,,,,
155.0,états-majors,Cinq-Mars,Trois-Rois,Trois-Maries,,,,,,,,,,,,,,,,,,,
156.0,Orientaux,Catau,Atala,,,,,,,,,,,,,,,,,,,,
157.0,Bonsoir,Leloir,Fouvens,Pouvoir,Foire,,,,,,,,,,,,,,,,,,
158.0,Arrêtez,Arrêté,Prêtés,,,,,,,,,,,,,,,,,,,,
159.0,Malebranche,punch,manche,la manche,,,,,,,,,,,,,,,,,,,
160.0,Dagneaux,Bugneaux,,,,,,,,,,,,,,,,,,,,,
161.0,Parlote,quai d'Orsay,Orsay,parlote d'Orsay,,,,,,,,,,,,,,,,,,,
162.0,Montebello,port de Montereau,Ville-de-Montereau,Montez,Montereau,Moreau,,,,,,,,,,,,,,,,,
163.0,Corse,corset,,,,,,,,,,,,,,,,,,,,,
164.0,Turque,Lesurques,bosquet,Bouquet-du-Roi,Parquet,,,,,,,,,,,,,,,,,,
165.0,rue Coq-Héron,Véronèse,Coq-Héron,,,,,,,,,,,,,,,,,,,,
166.0,Coup,Ecoutez,coucou,Cousin,,,,,,,,,,,,,,,,,,,
167.0,Etrigny,Ambigu,Savigny,Herbigny,,,,,,,,,,,,,,,,,,,
168.0,Balandard,Hollande,Irlandais,Guirlande,,,,,,,,,,,,,,,,,,,
169.0,pont d'Arcole,pont de Charenton,Iéna,pont d'Iéna,,,,,,,,,,,,,,,,,,,
170.0,Vatnaz,Mlle,Nogent Mlle Vatnaz,Mlle Vatnaz,,,,,,,,,,,,,,,,,,,
171.0,soleil,le soleil,,,,,,,,,,,,,,,,,,,,,
172.0,Pitié,"Chapitre 6 
Ruiné",Fontainebleau,la Capitale,Capitaine,Lorraine,"Chapitre 6 
Son",,,,,,,,,,,,,,,,
173.0,rue Montmartre,Chartres,Montmartre,martre,boulevard Montmartre,,,,,,,,,,,,,,,,,,
174.0,Gueuse,fosse de M. Dambreuse,hôtel Dambreuse,Dambreuse,,,,,,,,,,,,,,,,,,,
175.0,passage Jouffroy,Anjou,Godefroy,Jouffroy,,,,,,,,,,,,,,,,,,,
176.0,Quels,Quelquefois,,,,,,,,,,,,,,,,,,,,,
177.0,Châtelet,Château,le Château-d'Eau,Château-d'Eau,,,,,,,,,,,,,,,,,,,
178.0,Louvre,dôme du Louvre,collections du Louvre,Au Louvre,au Louvre,,,,,,,,,,,,,,,,,,
179.0,L'Olympe,l'Olympe,,,,,,,,,,,,,,,,,,,,,
180.0,Corromps,Corbeil,Corrège,,,,,,,,,,,,,,,,,,,,
181.0,Turc,Turcs,,,,,,,,,,,,,,,,,,,,,
182.0,Villenauxe,Vazeille,Sainville,Canailles,Grémonville,Surville,Fouquier-Tinville,Belleville,Lille,colonne de Juillet,,,,,,,,,,,,,
183.0,créances,La France,Frank,affranchiront,la France,Crancé,de France,France,,,,,,,,,,,,,,,
184.0,Ledoux,Arnoux,Pidoux,,,,,,,,,,,,,,,,,,,,
185.0,rue Vivienne,Vive,Vienne,Vénitienne,Vivienne,,,,,,,,,,,,,,,,,,
186.0,d'Italie,Hôpital,l'Italie,Italiens,Italienne,Italie,,,,,,,,,,,,,,,,,
187.0,Archevêque,Villeneuve-Saint-Georges,Villeneuve-l'Archevêque,,,,,,,,,,,,,,,,,,,,
188.0,Meudon,Livon,Garde-Meubles,Garde-Meuble,,,,,,,,,,,,,,,,,,,
189.0,Percepteur,Docteur,Précepteur,,,,,,,,,,,,,,,,,,,,
190.0,hôtel de Nantes,hôtel Lambert,Hôtel de Ville,Cléry,Hôtel-Dieu,Hôtel de ville,,,,,,,,,,,,,,,,,
191.0,la Bretagne,Rose Bron,lip-fraoli,kaolin de Bretagne,,,,,,,,,,,,,,,,,,,
192.0,Paraguay,rue Paradis,Bac,Rue Paradis,,,,,,,,,,,,,,,,,,,
193.0,Picardie,Poissarde,Dussardier,,,,,,,,,,,,,,,,,,,,
194.0,Vésuve,Vincennes,vésuviennes,,,,,,,,,,,,,,,,,,,,
195.0,Masselin,Embrasse-le !,Brasseur,,,,,,,,,,,,,,,,,,,,
