cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9
44,Berkshire,Lancashire,Hertfordshire,Yorkshire,Leicestershire,BOoK VIII,,,,
45,Nottingham,Pavia,"L 2
22",tin2,Cottage,Birmingham,Potts,Everingham,,
46,Holbein,Park,Hyde Park Place,the Lock Pool,the Lower Park,tibet,the Upper Park,,,
47,the United Kingdom,the United Provinces,the United States,,,,,,,
48,Mexico,england,England,ENgland,Troy,,,,,
49,"the Run
Rivoli",the British Isles,the Persian Empire,the Moslem Arabs,the Oil de Beuf,the Spanish Peninsula,,,,
50,Jerusalem,Rossendale,Teesdale,Palestine,DR,,,,,
51,white bait,Whitehall,invite2,Whites,,,,,,
52,Cambridge,Madrid,madrid,,,,,,,
53,San Benito,Ely,Benito,"the San
Benito",,,,,,
54,Boccaccio,Inferno,Westminster,Western Sharps,Western Europe,,,,,
55,Lucca,Lucullus,Lisbon,Lucretia,,,,,,
56,Strachan,Grand Cairo,Strand Coffee-,Strand,Austria,,,,,
57,Ireland,Westmoreland,ireland,Nile,confiscated Ireland,,,,,
58,france,Frankfort,France,capt-,,,,,,
59,Hel,Mediterranean,Canterbury,Shelter,,,,,,
60,Mlle,Willesden,dishabille,Ville,suffix,Villebeeque,Seville,M. Ville-,tnnbibia,
61,Marquess,Infirmary,St. Mary's,,,,,,,
62,Providence,Culloden,Gazette,Maidenhead,Adelaide,,,,,
63,here2,Jeremiads,Heroes,Derby,here3,,,,,
64,Duchess,Manchester,Manchesters,,,,,,,
65,Friendship,Thou,Irish Secretaryship,Ladyship,,,,,,
66,realy,Italy,Southern Italy,,,,,,,
67,Mauritania,Rivoli,Neapolitan,Hindostan,,,,,,
68,Burnet,Esq,Oppidan,Luxembourg,Journals,Melbourne,Barnes,,,
69,Headingley,Paradise,Cadiz,Study,,,,,,
70,Paria,Paris,paris,,,,,,,
71,Spain,Eu,Sparta,spain,,,,,,
72,Philip,Trillion,Ill,Hall,Phillippics,"Salt
Hill",,,,
73,Windsor rang,"Windsor
Park",Windsor,,,,,,,
74,St. James's,St. John,Nemesis,St. John's,St. James',St. James,,,,
75,St. Petersburg,Edinburgh,Augsburg,"St.
Petersburg",,,,,,
76,Torquamada,Aquatic,Louis Qua-,,,,,,,
77,Hades,Mademoiselle Flora,Mademoisele,,,,,,,
78,Forum,Oxford,Dartford,Bradford,,,,,,
79,Granada,Lepanto,Jamaica,Panama,,,,,,
80,Venetian Republic,the Republic of Paris,the Venetian Republic,,,,,,,
81,Ravenna,Vienna,Yunnan,,,,,,,
82,Monsieur Sidonia,Naples Sidonia,iSidonia,Monsieur Sidonia's,Medina Sidonia,Sidonia,,,,
83,adore2,Loretta,,,,,,,,
