cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16
44.0,praga,Praga,braga,Fraga,casa de braga,Nagaioi,,,,,,,,,,,
45.0,Gertrudes,Prudencia,Providencia,impudencia con-,"Sao da Encar-
ncia",saude,Agencia Havas,Ncia,,,,,,,,,
46.0,Arco;c,Arco,Arco...,Circo,Arco do Triunfo,,,,,,,,,,,,
47.0,"Morena
Ia","L
Ia
I",Morena,Renas,serena,Morena de Leiria,,,,,,,,,,,
48.0,Arranja-se-lhe,Arranjes,Marrazes,barraca,lajes,,,,,,,,,,,,
49.0,Eterna,consternaeao,"Eterna
Dor",banco da taberna,,,,,,,,,,,,,
50.0,D0 PA,cRIME D0 PADRE,UCRI3E D0 AEIE,"cRIME o PADRE A  IdO
V",CRIME D0 P PADRE,cRIME PADRE,,,,,,,,,,,
51.0,Aquela,"dc
paquete",Aquella,,,,,,,,,,,,,,
52.0,Arcada,Comarca,Sufocada,,,,,,,,,,,,,,
53.0,tos,Minutos,Gastos,Tossicou,,,,,,,,,,,,,
54.0,subaltern,alteragcao,administragcao,Alcbagca,Relagcao,desafinagcao,,,,,,,,,,,
55.0,Lisboa,aguas de Lisboa,lisboa esmoer,deserto lisboa,Correspondencia de Lisboa,Lisboa...,de Lisboa,estrada de Lisboa,"Lisboa c
sa",,,,,,,,
56.0,Aclia,Biblia,vigilia,,,,,,,,,,,,,,
57.0,Vossa,Vossemec,Nossa,,,,,,,,,,,,,,
58.0,saia branca,Branca,derrancada,Branca Divagava,Franca,Vila Franca,,,,,,,,,,,
59.0,andes,bandeirinha,nandes,Mande,,,,,,,,,,,,,
60.0,Queria,Queria-a,Quereria,Quero,,,,,,,,,,,,,
61.0,Elefantel,Nantes,"CLasse9DEANte DE9E.
EEEetEeLEegelEEmeEErE",,,,,,,,,,,,,,
62.0,tisica,Fisica,,,,,,,,,,,,,,,
63.0,OITE DO HDIE,oITE DO A D R,,,,,,,,,,,,,,,
64.0,Insistia,irresistivel2,Insensivel,boa Insistia,,,,,,,,,,,,,
65.0,Muita,excitagac,Chiquital,Ievita,Figurita,,,,,,,,,,,,
66.0,pAra,Parabens,Paraiso,Parado,,,,,,,,,,,,,
67.0,Acordara,Recordava,cordagens,Vagen,Cordova,Dcsordens,Virgens,,,,,,,,,,
68.0,missanga,Mist-,Franga,,,,,,,,,,,,,,
69.0,Credo,Credo Nao,Arredo,Reden-,medo:-,cara redonda,,,,,,,,,,,
70.0,"Sol
de Dezembro",O1dE DE P,grata de Deus,ria de pe,Jardim de Lazaro,victoria de Deus,Torre de Babel,Bairro de David,Hotel de Ville,NLLYehas anedotas de frades,Minuete de Mozart,,,,,,
71.0,Not6,Not6d,,,,,,,,,,,,,,,
72.0,Abafava,Arfava,Cercava,areal  faisceava,Esfregava,Acumulava,Dava,,,,,,,,,,
73.0,"boa
fe",Boa,"Boa fi
g2gEME",boa dicta,,,,,,,,,,,,,
74.0,Pre,Pregado,pre,Sempre,Represen-,,,,,,,,,,,,
75.0,Via-o,movia,Via,Via-Clara,Devia-a,,,,,,,,,,,,
76.0,impaciencia,ciencias nova,impaciencia.-,Consciencia,,,,,,,,,,,,,
77.0,Obra,Dobrara,Lembraram-lhe,arara,,,,,,,,,,,,,
78.0,"um1,P",UM1II,UM1E,,,,,,,,,,,,,,
79.0,Eg Ds QUe,Mesinha Quem,Inglesinhos,Mesinha,,,,,,,,,,,,,
80.0,Amparo,Amparozinho,Amparo-,,,,,,,,,,,,,,
81.0,"praia
da Conc6rdia",Conc6rdia,Praia,,,,,,,,,,,,,,
82.0,Maneiras,S. Maneira,S. Maneira:-,S. Matcas,S. Maneiras,S. Maneira.-,,,,,,,,,,,
83.0,Repente-,Gente-,Serpente,"Repente-
de-te",,,,,,,,,,,,,
84.0,apavorads,Evora,pavor,Espavorida,,,,,,,,,,,,,
85.0,Podia,abbade.- o Dias,Dias,perfidia,snr D. Josefa Dias-,,,,,,,,,,,,
86.0,Os6rio,RIo-de,Rio,proprio Salario,rio,Natrio,,,,,,,,,,,
87.0,jardim do Pago,1E DO PA DE,CRIE DO PADRE,CRIME DO PADRE,ci do senhor padre,pORTO Do PADRE,fadiga do porto,GRANDE DO PADRE,,,,,,,,,
88.0,Caia-me,Caiu,Caia,caia,Saia,Maia,,,,,,,,,,,
89.0,invcjando baixo,Baixo bravo,baixo d,Baixo bravo -,Baixa,,,,,,,,,,,,
90.0,Eugenia,Eug,genebra,,,,,,,,,,,,,,
91.0,Pieguicesl Ate,Pieguices,,,,,,,,,,,,,,,
92.0,furta,Mortal,"Morte-
na",Morta,MORTI,Porta de Ouro,Mor-,,,,,,,,,,
93.0,gute,fauteuil,UCTIITEU,,,,,,,,,,,,,,
94.0,Polais,Mola,Ola,,,,,,,,,,,,,,
95.0,Quorum,suor,,,,,,,,,,,,,,,
96.0,Dentro,Introibo,Entro,matrona,Sentia,controvrsia,Entra,,,,,,,,,,
97.0,"bom
Silencio",Silencio,Violencia,bom Silencio,,,,,,,,,,,,,
98.0,tre Valadares,Valadares,Populares,,,,,,,,,,,,,,
99.0,Teles,Teles alfaiate.- Ai,Pobre Teles,,,,,,,,,,,,,,
100.0,Lis-,Mis-,Racionalismol,Lis,,,,,,,,,,,,,
101.0,Universo,Universo-,,,,,,,,,,,,,,,
102.0,Pol-,vol-,Politica,,,,,,,,,,,,,,
103.0,"conego
Dias",conego Dias,lanegor,conego,irma do conego,conegos,senhor conego,,,,,,,,,,
104.0,Cruzes,Vezes,Cruz,,,,,,,,,,,,,,
105.0,Tolices,Tolices -disse Amaro,Joli,Tolices-,,,,,,,,,,,,,
106.0,S. Carlos,Carlos-,Carlota,,,,,,,,,,,,,,
107.0,legua,egua,,,,,,,,,,,,,,,
108.0,Rucal,Nuca,baiuca,A Nuca,,,,,,,,,,,,,
109.0,Falta,Salte,Salta,"S.
-- Falta",Salta ca,,,,,,,,,,,,
110.0,--- Obrigado,Obrigado,Obrigada,Obriga,Brigida,,,,,,,,,,,,
111.0,Breviario,Breviariol,Abreviar,Breviirio,,,,,,,,,,,,,
112.0,Fel,Felizes,,,,,,,,,,,,,,,
113.0,Anda-me,Mandara,Anda,anda,veneranda,Andava,irlanda,Outra-Banda,ajudanda,,,,,,,,
114.0,Capit,Caput,papuda,,,,,,,,,,,,,,
115.0,Sio,sioes,Rossio,,,,,,,,,,,,,,
116.0,cre,Cre,acre,Creio,acre ca,Creio la nisso',,,,,,,,,,,
117.0,cachoar,Cacetel,Rabicho,Fechou,riacho ue,,,,,,,,,,,,
118.0,Una,Assungcao,Ossuna,Assunto,,,,,,,,,,,,,
119.0,Passa,Passou,Passara,Passei,Dassaro,,,,,,,,,,,,
120.0,Sequeira,Queira,QUEIROZ,,,,,,,,,,,,,,
121.0,lha,Batalha,bacalhau2,Migalhas,Canalha,,,,,,,,,,,,
122.0,Louvado,desejo.- Ouve,Gouveia,Ouvem,,,,,,,,,,,,,
123.0,Cali,calumnia,insomnia,,,,,,,,,,,,,,
124.0,"bom
Ferraio","Nunes
Ferrara",Nunes,Agarrara,,,,,,,,,,,,,
125.0,Ionge,Longas,LonGa,Longuinhos,Longos,,,,,,,,,,,,
126.0,Prometo,proxima,roxO,,,,,,,,,,,,,,
127.0,Ave-Marias...,Ave-Marias,BIbi...,,,,,,,,,,,,,,
128.0,Simpatia,Sim,patife.-,,,,,,,,,,,,,,
129.0,custou1,Boa Estou,Custou,,,,,,,,,,,,,,
130.0,la s6,S. Jeronimo,A S. Jo-,"pe da S. Jo
negra",saleta da S. Jo-,S. Jo-,,,,,,,,,,,
131.0,Porque,POrque,,,,,,,,,,,,,,,
132.0,homenseLlava-se totaL PErigo,Acabou-se-pensava-nao,Pensei,Nao,,,,,,,,,,,,,
133.0,guarda-sOis,cabo dos guarda-chuvas,Chut,nio da guardal,,,,,,,,,,,,,
134.0,bergco,Berlim,dir-lim,,,,,,,,,,,,,,
135.0,Joia Eduardo,Joao Eduardo,"Joao
Eduardo",Cardoso,Joaol,"Arco
Joao Eduardo",,,,,,,,,,,
136.0,almada,Nada,Madalena,beatas ramada,palmas,,,,,,,,,,,,
137.0,rua das Sousas,T9Sou,Sousas,rua dos Sousas,los Sousas,Sousas...,Sousa,"rua dos
Sousas","rua das
Sousas",,,,,,,,
138.0,Chiado,Refugiado,Rugia,,,,,,,,,,,,,,
139.0,pcscoco,pescogco,Escocia,Desconfian,,,,,,,,,,,,,
140.0,Abalou,Pombal,AUXILIo,Heliogabalo,,,,,,,,,,,,,
141.0,O1III,Napole III,IIInpAIR  W,Eiiiiircicaieii,"rg1IN,1III",III,xXIII,OCRIIIT(I,III O,III--0,"Iii',2",,,,,,
142.0,Id-de,Ha-de,,,,,,,,,,,,,,,
143.0,Amparo da botica,"Amparo
da botica",botica,,,,,,,,,,,,,,
144.0,Dizem-,Lem-,dize ca,Fazem-me,,,,,,,,,,,,,
145.0,Domine,Exultante Domino,Domingos,S. Domingos,Dominara,,,,,,,,,,,,
146.0,nio vou,Vou,,,,,,,,,,,,,,,
147.0,Baboseiras,baboso,,,,,,,,,,,,,,,
148.0,Todo6-e,Todo,Todos,,,,,,,,,,,,,,
149.0,peco.-,Lado,Recados,Pecado,,,,,,,,,,,,,
150.0,falua,Safal,Safa,,,,,,,,,,,,,,
151.0,Belo homem,dizia.-,familia,"dizia.- Homem de
familia...",,,,,,,,,,,,,
152.0,Ricogea,Rico,Ricogca,"Rico-
nheceu",,,,,,,,,,,,,
153.0,Nas-,pas-,Cas-,"pas-
ava",,,,,,,,,,,,,
154.0,Sul-,pOr-me,insultar-mel-,,,,,,,,,,,,,,
155.0,bebedeira,bebedo,Bebedast,i beber1,,,,,,,,,,,,,
156.0,Pater est,Pater,Ate,Materia,,,,,,,,,,,,,
157.0,siastico,Milhares,Bastilha,,,,,,,,,,,,,,
158.0,Veremos,Saavedra,Havemos,chavena,,,,,,,,,,,,,
159.0,Imagine,imaginagcao,Imaginei,Imaginara,Imaginava,Imaginas,Imaginem,imaginaco da rapariga,,,,,,,,,
160.0,Tulle,elle,excellencia,"elle
E",,,,,,,,,,,,,
161.0,luvas de casimira,casimiro,Casimira Franca,,,,,,,,,,,,,,
162.0,redacgcao,redacgao,,,,,,,,,,,,,,,
163.0,Cala-te,Cala-,Calafates,"rua dos Cala-
faces n.e 53",,,,,,,,,,,,,
164.0,Quinas,sotainas,Dinastia,ruinas,,,,,,,,,,,,,
165.0,Ndio,Prendia-a,India,brandia,Indigna,,,,,,,,,,,,
166.0,Conhece,Conheci,Conhecia-a,,,,,,,,,,,,,,
167.0,Gra-,desgra,"tipo6-
grafo",Des,,,,,,,,,,,,,
168.0,Soberba,Sobe,,,,,,,,,,,,,,,
169.0,tao alegre,alegre,Alegres,,,,,,,,,,,,,,
170.0,secamente.--- Fecha,gente.-,maiestosamente,tristemente.-,Mente-,S. Vicente,Positivamente,Mente,Sol do Poente,legalmentc,EDICAO MONUMENTAL,Instintivamente,uorcaente:,Perfeitamente,Certamente,Realmente,
171.0,Mais-de-te,mexe-te,mais?-,,,,,,,,,,,,,,
172.0,Gratid,ingratid,,,,,,,,,,,,,,,
173.0,veu das lagrimas,Eu u2ro0,lagrimas,,,,,,,,,,,,,,
174.0,Marques,"bom
Marques",,,,,,,,,,,,,,,
175.0,"Santa-
rem",Santar,Santa Apolonia,"Vento
da Santa Cru",Santa Crescia,Santa Catarina,Santa,santa cruz,"Santa Joana
de Aveiro",Santa Ana,Santa da Arrega,po santa,,,,,
176.0,Ndo,IMitando,boceiando,Meditando,Imita,,,,,,,,,,,,
177.0,Aucla,"exclamou
Gustavo.-Quando",Gustavo,cxclamotl,,,,,,,,,,,,,
178.0,Castaldus,Traste,Castelo,"monte do
Castela",Diga-me 1al Traste,casaste,,,,,,,,,,,
179.0,palmas de martires,Chap de Malas,P DE,Cham de Malas,,,,,,,,,,,,,
180.0,Saldanha.-,Saldanhinha,Espanha,,,,,,,,,,,,,,
181.0,Benedicat,Benfica,Oficio,Ficava,Enfim,,,,,,,,,,,,
182.0,Salve-Rainha,Rainhas,Salve-Rainhas,unhas,"Coroada da
Rainha Vitoria",,,,,,,,,,,,
183.0,Adian-,invadia,Vadios,,,,,,,,,,,,,,
184.0,deserto Todos,Decerto,deserta,Sertaneja,Aperta,Alerta,,,,,,,,,,,
185.0,Mendes-,Mendes,Emende,,,,,,,,,,,,,,
186.0,Conto,Contara,Contar,,,,,,,,,,,,,,
187.0,"Amaro
at",Amaro:-,"Optimol
Amaro",Amaro jantara,Amaro?1,Amarol,Amaro:--,Camarote,"padre
Amaro",Ribamar,Amaro,Amaro.-Ainda,Amaro-e,camara,"Amaro:- Ouea
voce",Amar,
188.0,consolagcoes,revelagcoes,tentagcoes,revelava,plantagcoes,,,,,,,,,,,,
189.0,Tragou,tragedia,Trago,Pago,tra,,,,,,,,,,,,
190.0,Escreve-me,escreveste,,,,,,,,,,,,,,,
191.0,Bem,AMBI,Tambem,S. Bem,Caramba,,,,,,,,,,,,
192.0,rel Azevedo,Religiosa,rel6-,ourelo,,,,,,,,,,,,,
193.0,Pelos,PElos,Carcavelos,,,,,,,,,,,,,,
194.0,Ansiosas,Ansioso,,,,,,,,,,,,,,,
195.0,"Nossa Senhora do Rosario...
Disse-a o padre Vicente","Nossa Senhora
das Dores",Nosso Senhor,Nossa Senhora das Dores,Nossa Senhora da Saude,"Nossa Senhora
da Ermida",Nossas Senhoras,Nossa Senhora,"Nossa Senhora
S. Vicente",Casamento de Nossa Senhora,Nossa Senhora da Visitacao,Inimizade de Nossa Senhora,,,,,
196.0,Estigmas de S. Francisco,S. Francisco,"Credo
-- Francisco",,,,,,,,,,,,,,
197.0,Gertruudinhas,Covinha,palhinha,VInha,Vinha,panelinha,Sozinha,Minha,,,,,,,,,
198.0,Dezoito,Bonito,Bonita,,,,,,,,,,,,,,
199.0,EU0 N1,"Voz do Distrito
---",Distrito e a Sociedade,Distritol,Voz do Distrito,Distrito,A Voz do Distrito,,,,,,,,,,
200.0,rsIg,mae,pstl Eh,pstl pstl,,,,,,,,,,,,,
201.0,Campos Delirio,Campos,Impossibilis,conego Campos,,,,,,,,,,,,,
202.0,Misericordia-,Misericordia,"rua da
Misericordia",Miserere,,,,,,,,,,,,,
203.0,Pitonisa,Polonia,Dionisial,Dlonisia,,,,,,,,,,,,,
204.0,Anaro,mana,Manon,Satanaz,Manias,,,,,,,,,,,,
205.0,consideraco5es,Fraco,abracos,,,,,,,,,,,,,,
206.0,"Pimen-
tel de Outrem...",Tremer,Treme-me,,,,,,,,,,,,,,
207.0,Critica do Brasil,brasiCo,Brasil,sil,,,,,,,,,,,,,
208.0,jardim da Estrela,Estremoz,Estrela,estrepito,,,,,,,,,,,,,
209.0,Esteia,Estoico,Nasceste,Estupido,Estio,Est,Estive,,,,,,,,,,
210.0,Porto,Portugal,em Portugal,,,,,,,,,,,,,,
211.0,Comu-,Comuni-,Uni-,Excomunhao,,,,,,,,,,,,,
212.0,falandocom inuietacao,Quieta,desinquietava,,,,,,,,,,,,,,
213.0,Viva,Aivaro,Vivia,,,,,,,,,,,,,,
214.0,Ajoelhava,velha,Ajoelhado,,,,,,,,,,,,,,
215.0,Outr-,Outono,Doutor,Imnonotonas,,,,,,,,,,,,,
216.0,"Ola Bela sociedade
Galgou",impio,Impiedade,Piedade,,,,,,,,,,,,,
217.0,"rua da Miseri-
c6rdia",Miseric6rdia,cova da enxerga,"rua da
Miseric6rdia",rua da Misericordia,rua da,Rua,rua da Miseric6rdia,"Miseric6rdia,-e","rua da
Miseric6rdia,-e",rua da Miseri-,,,,,,
218.0,Tom6o,Tomavam-na,Tomar,Roma,Leia S. Tomas,Toma,Tome,,,,,,,,,,
219.0,UI1SE DE,Se de,,,,,,,,,,,,,,,
220.0,Nlgas,Lugar,Algarve,algod,,,,,,,,,,,,,
221.0,Senhora do Rosario,Tenho,Senhora da IEncarnacao,minha senhora,Senhora Carlotal,Senhora da Incarnacao,"minha
senhora",Senhora e dos Homens,"Senhora das
Sete Chagas",ma senhora,Senhora,Senhor-,boa senhora,Amaro:-O senhor,Senhora da Alegria,senhor2,"senhor dou-
tor"
222.0,Esguclhas,Esguelha,Esguelhas,,,,,,,,,,,,,,
223.0,Coniunicadof,Comunicado,Comunicadol,Comunicados,,,,,,,,,,,,,
224.0,Vejam,Sejam,,,,,,,,,,,,,,,
225.0,SIDO,Tito-Lido,A1 N1,Ferido,,,,,,,,,,,,,
226.0,Encolhia,Olhei,Olhe,L-- Olhe,,,,,,,,,,,,,
227.0,hdspedes,Guedes,Pede-os,,,,,,,,,,,,,,
228.0,Igreja-,Igreja)l,,,,,,,,,,,,,,,
229.0,Janota,"RU0
Janota",,,,,,,,,,,,,,,
230.0,Ferreira,Terreiro,Carreiro,,,,,,,,,,,,,,
231.0,exageracoes,Roda,acomodacoes,Aconselhou,difamacoes,,,,,,,,,,,,
232.0,Ferros,Ferraio,bom Ferro,Ferro,,,,,,,,,,,,,
233.0,Disse-mo o senhor padre Notario-,Notario,Notario-,"Eu11
Notario","Porto
Notario",Notario...,snr.e D. Catarina,,,,,,,,,,
234.0,reeorre,Correia,Concorrem,rua do Correio,Correu,sorri,Coroa,Brito Correia,"pe
602
corrI",,,,,,,,
235.0,Cumiada,Resumia,plebelJesus,,,,,,,,,,,,,,
236.0,Sintra,Minta,Sinto,,,,,,,,,,,,,,
237.0,T-la-eis Levantaremos,levantou:-,levantou:- Entre,,,,,,,,,,,,,,
238.0,alto Ceu,punha de alto,Alto-,Alto,Bairro Alto,Alto la,Saltou,,,,,,,,,,
239.0,Versalhes,Carvalhosa,Agasalho,Agasalha-te,,,,,,,,,,,,,
240.0,Militar,Julho,Julita,,,,,,,,,,,,,,
241.0,dever1,Persevere,Devem-no,,,,,,,,,,,,,,
242.0,patraio,Atraves,Atraiu-a,,,,,,,,,,,,,,
243.0,afli6es,c6es,,,,,,,,,,,,,,,
244.0,Abria,iRIA,Riam,Chateaubriand,austria,Ria,crian6,CRIA,Iria,,,,,,,,
245.0,tectos baixos do curral,Pinheiro,pinheiros baixos,,,,,,,,,,,,,,
246.0,Fillstinos,Atenos,Ciganos,Menos,Buenos-Aires,,,,,,,,,,,,
247.0,"Maria
Vencida",vencIda,,,,,,,,,,,,,,,
248.0,Qual-fez,Al-fez,,,,,,,,,,,,,,,
249.0,HAviam,Iam,Haviam,,,,,,,,,,,,,,
250.0,Ameias,Nemeia,Nem,,,,,,,,,,,,,,
251.0,Dize-lhe,Bufa-lhe,Ia-lhe,Perguntava-lhe,Devo-lhe,D-lhe,Meteu-lhe,Fale-lhe,Pode-lhe,Velo-lhe,Pego-lhe,Se-lhe,,,,,
252.0,pouco0,Arouca,Poucas,Pouca,,,,,,,,,,,,,
253.0,Vim,Outeiro,Vimeiro,,,,,,,,,,,,,,
254.0,Purgatorio,lavatorio,Osorio,Oratorio,,,,,,,,,,,,,
255.0,"Cabeca do
s",cabeca baixa,cabeca,cabelludo,Acabe,,,,,,,,,,,,
256.0,Apoiado,Poials,Poiais,,,,,,,,,,,,,,
257.0,Santo Amoroso,"v
do santo concilio de Trento","Santo Ide-
afonso","santo
Deus",taciturnidade dos santos,vivencla dos santos,cantochao,boca dum santo,desolacao dum santo,Santos,Santo Tirso,,,,,,
258.0,Josefal,Jose Miguel!,caes,Jose Iguaes,Se Ihe,,,,,,,,,,,,
259.0,Padre-Mestre,padrariao,PADRE,padre Feliz,Deus-Padre,Padre,Padre-Nossos,Padrinho,,,,,,,,,
260.0,reputacao duma scula de alquimista,"s7
n noITE o  DE A T",RIO  DE,Cheio de Magoas,RIO  DE A 1 R,IL D0  DE A M,RIO 0 DE,,,,,,,,,,
261.0,Ergueu-,"hein2
Ergueu-se",Purgue-se,,,,,,,,,,,,,,
262.0,Chocalhe,chocalhava,,,,,,,,,,,,,,,
263.0,Santa Virginia...,virginia,Santa Virgem,Parto da Santa Virgem,Santa Virginia,Virginia,,,,,,,,,,,
264.0,"E1

vI",Cat DO DE,reino do Ceu,lajeado do largo,p do rio,1E DO  D E  M,E1 DO   D,"Rua espa-
nada do modo do",casa do inferno;-,pingo do rape,,,,,,,
265.0,Econ-,con-,Con-,mon-,,,,,,,,,,,,,
266.0,Gansozinhos,parocozinho,Cozinleiros,Drocozinho,Joaozinho,irmaozinhoque,vidraca da cozinha,,,,,,,,,,
267.0,Queres,Quereis,Teresas,QUeres,Quere-me,,,,,,,,,,,,
268.0,"cemiterio
de",serio,seria9,periodicol,Serio,Sllverio,,,,,,,,,,,
269.0,snr D,Snr,snr,,,,,,,,,,,,,,
270.0,O-t,mo-te l,,,,,,,,,,,,,,,
271.0,Civilicacdo,Civilizacao...,Civilizacao,,,,,,,,,,,,,,
272.0,Damasco,Rebuscou,Pascoa,Pascoal Bailao,,,,,,,,,,,,,
273.0,Pareceu-,Receru-,careca.-,Parece-me,,,,,,,,,,,,,
274.0,"Eternidade dos
LouVoICS",adormecida,CIDADE,Eternidade,Brutalidades,Cuidado,cidade1,,,,,,,,,,
275.0,Alcantara,Famosa,Alcantara Famosa,,,,,,,,,,,,,,
276.0,UckIIE,"Io
sio
oIIE",,,,,,,,,,,,,,,
277.0,HEi-de,Hei-de-lhe,Hi-de,Hei-de,,,,,,,,,,,,,
278.0,Emagrecia,Emagreccu,,,,,,,,,,,,,,,
279.0,instraa,instrugao,,,,,,,,,,,,,,,
280.0,ar.- Acudam,Acudam,Mudar,,,,,,,,,,,,,,
281.0,Oonveneao,E2NEA-,,,,,,,,,,,,,,,
282.0,entao s6,Lenta,Entaol,Ehtao,Entaio,entao,Entao,Etao,Povo das Bentas,,,,,,,,
283.0,Sol de Maio,Setembro,Sol de Setembro,,,,,,,,,,,,,,
284.0,alcan,Balc,calcar,Calcula,,,,,,,,,,,,,
285.0,Republica,replica,Complicado,,,,,,,,,,,,,,
286.0,Adeus,"Deus
Gorda",Deus do Ceu,Deus,"Deus,-e
Deus",,,,,,,,,,,,
287.0,Comendador de Cristo,tristeza,Cristo-,Pobre de Cristo-,"S. Crisologo
S. Cipriano",o Cristo,cavaleiro de Cristo,Corpus-Christi,,,,,,,,,
288.0,Rica,Ricas,"Africa
a91",Africa,Frica,africa,,,,,,,,,,,
289.0,secura:-- Tenho,Recu-,Seculo,,,,,,,,,,,,,,
290.0,Morgaditos,"Mor-
gadinho",Morgadinhos,Morgadinho,Morgado,,,,,,,,,,,,
291.0,suaAm-,Mata,Mataram-me,Matam-lo,,,,,,,,,,,,,
292.0,Brito,Pompa Espiritual,Espirito,,,,,,,,,,,,,,
293.0,cabo do Ultramontanismol,cabo da faca,cabo dum,concepgeoes dum,,,,,,,,,,,,,
294.0,"CRIME DO
PADRE AMARO",cRIME DO P AUR,"CRIME DO
PADRE",CRIME DE,CRIME DU PAI,cRIME DO D,crIME DO,cRIME DO P DE A,,,,,,,,,
295.0,alto do Golgota,Golgota,,,,,,,,,,,,,,,
296.0,Tirado,tira-mo:-,Atirava-se,Tira-mo,,,,,,,,,,,,,
297.0,Praia Nova,Novaisitos,Novas,Nova devogcaio,silvas,bom Novas,,,,,,,,,,,
298.0,Lisboa de Amaro Vieira,Oh Amaro,E Amaro,padre Amaro,Entao Amaro,real.- Amaro,S6 Amaro,dc Amaro,so6 Amaro,"Se?-perguntou Amaro
MORTE",Sou Amaro,traz Amaro,Ceu-A Amaro,casarao amarelo,I. Amaro,s6 Amaro,
299.0,Inten-,intengiio,PolLeLinterno,,,,,,,,,,,,,,
300.0,Hereticus,Desculpe,Escute,Escusa,acusaco,,,,,,,,,,,,
301.0,Perdoa,Case-me,Perderam-me,Perdoe-me,Lembre-me,Perdia,,,,,,,,,,,
302.0,Agonia,Harmonia,Antonia,Antonio,,,,,,,,,,,,,
