cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18,elem_19
31,Oh Amaro,S6 Amaro,padre Amaro,real.- Amaro,traz Amaro,Entao Amaro,s6 Amaro,Sou Amaro,Quando Amaro,dc Amaro,us,E Amaro,casarao amarelo,Ceu-A Amaro,"Se?-perguntou Amaro
MORTE",so6 Amaro,I. Amaro,,,
32,Igreja-,Vejam,Sejam,M1,Igreja)l,,,,,,,,,,,,,,,
33,Vivia,Viva,movia,Via,,,,,,,,,,,,,,,,
34,EM1,UCRI3E D0 AEIE,cRIME D0 PADRE,"cRIME o PADRE A  IdO
V",Ih,CRIME D0 P PADRE,D0 PA,So,cRIME PADRE,,,,,,,,,,,
35,mar-me da janela,pe da janela,insultar-mel-,,,,,,,,,,,,,,,,,
36,Associago das Servas,Povo das Bentas,C6rrego das Tristes,orva,sc,Associago,,,,,,,,,,,,,,
37,Amelia,Relia,Amelia-,"leo de
Arrelia",Santa Amelia-,Infame,Amelia s6,,,,,,,,,,,,,
38,Tome,Toma,Tomavam-na,Roma,Tomar,Tom6o,,,,,,,,,,,,,,
39,"Morte-
na",Morta,MORTI,Mor-,RU,Mortal,,,,,,,,,,,,,,
40,dir-lim,ES,Berlim,,,,,,,,,,,,,,,,,
41,Goncalves,snr.- Goncalves,,,,,,,,,,,,,,,,,,
42,Ria,Iria,Ja,Abria,crian6,Riam,riacho ue,rsIg,iRIA,Chateaubriand,CRIA,Fe,austria,,,,,,,
43,Estamos,Estado,Boa besta,Estalar,Rugas Estas,estado,Esta-me,Estai,,,,,,,,,,,,
44,pas-,"pas-
ava",Im,Nas-,Cas-,,,,,,,,,,,,,,,
45,razao,Razao,,,,,,,,,,,,,,,,,,
46,suor,Quorum,,,,,,,,,,,,,,,,,,
47,casimiro,Sim,Casimira Franca,luvas de casimira,Oh,,,,,,,,,,,,,,,
48,Cheguem-se,Segue-,Ninguem,Lem-,,,,,,,,,,,,,,,,
49,desejo.- Ouve,O-t,Ouvem,Gouveia,,,,,,,,,,,,,,,,
50,Snr,llne,snr,PE,snr.e D. Catarina,snr D,,,,,,,,,,,,,,
51,ERA ne-,Vera,Jrae,La vera,Viera,colera,,,,,,,,,,,,,,
52,Perfeito,Feitio,Aproeito,perfidia,4O,,,,,,,,,,,,,,,
53,Morgadinho,Morgadinhos,Morgado,Cansadinho,Morgaditos,"Mor-
gadinho",,,,,,,,,,,,,,
54,Coitadita,Ii,Coitaditas,Coitadinha,Coitada,,,,,,,,,,,,,,,
55,Minha,TInha,Tinhamos,anaol Tinha,Mantinha da Baixa,chapinhando,bandeirinha,Tinha,Tinham-no,Gertruudinhas,"minha madrid
nha",,,,,,,,,
56,veu das lagrimas,mae,Eu u2ro0,lagrimas,,,,,,,,,,,,,,,,
57,gloria,ru,Historia,"Mis-
victoria",lorpa,B00,OORI1tE,S. Gorislano,So6,memoria,,,,,,,,,,
58,Menos,Buenos-Aires,Atenos,Pires,,,,,,,,,,,,,,,,
59,Se-,"Se-
hor",Disse-mo,,,,,,,,,,,,,,,,,
60,l,Felizes,Fel,,,,,,,,,,,,,,,,,
61,desgra,Gertrudes,Des,hdspedes,Guedes,Desavergonhada,,,,,,,,,,,,,,
62,mana,Manon,Amanh,Tamanho,mamai,,,,,,,,,,,,,,,
63,Vieira,vieira,praia da Vieira,VIEIRA,,,,,,,,,,,,,,,,
64,Ir,Batalha,Canalha,Migalhas,bacalhau2,,,,,,,,,,,,,,,
65,Tossicou,tos,Minutos,Gastos,A1 N1,,,,,,,,,,,,,,,
66,Ola,Polais,Mola,,,,,,,,,,,,,,,,,
67,consideraco5es,Aconselhou,Fraco,Pudera,abracos,,,,,,,,,,,,,,,
68,Pater,Materia,Ate,Pater est,,,,,,,,,,,,,,,,
69,Arcada,Comarca,Sufocada,Nada,,,,,,,,,,,,,,,,
70,desesperados:-,Espero,Respeito,Lausperee,,,,,,,,,,,,,,,,
71,Una,Refugiado,Proletariado,Cansado,Chiado,Lado,Rugia,regiao,,,,,,,,,,,,
72,Estio,Fillstinos,Estimava,Estive,Sitio,,,,,,,,,,,,,,,
73,bom mogo,bom paio,Jogo,,,,,,,,,,,,,,,,,
74,Libaninho,EU0 N1,I.paninho3,Libaninho atris,"Libaninho de luvas pretas
cravo ao peito",Joaninha,"Libaninho mur-
morava",banuinho,,,,,,,,,,,,
75,Setembro,Sol de Setembro,Sol de Maio,,,,,,,,,,,,,,,,,
76,Santo Amoroso,cantochao,"v
do santo concilio de Trento",Santos,boca dum santo,desolacao dum santo,vivencla dos santos,"santo
Deus",Santo Tirso,,,,,,,,,,,
77,Ehtao,entao s6,Lenta,Entaio,entao,Entao,Etao,EDICAO MONUMENTAL,Entaol,Sentia,,,,,,,,,,
78,Grata,Gratid,Gra-,ingratid,"tipo6-
grafo",,,,,,,,,,,,,,,
79,Santar,Santa da Arrega,"Vento
da Santa Cru",Santa,Santa Ana,"Santa-
rem",Santa Catarina,Santa Apolonia,po santa,Santa Crescia,"Santa Joana
de Aveiro",santa cruz,,,,,,,,
80,Albina,Menina,Medicina,China,Ensina,Paulina,,,,,,,,,,,,,,
81,custou1,Custou,Boa Estou,,,,,,,,,,,,,,,,,
82,Econ-,peco.-,Con-,I1E,It0,con-,mon-,,,,,,,,,,,,,
83,A S. Jo-,saleta da S. Jo-,S. Jo-,"pe da S. Jo
negra",la s6,S. Jeronimo,,,,,,,,,,,,,,
84,pescogco,Rebuscou,pcscoco,Escocia,,,,,,,,,,,,,,,,
85,Quieta,falandocom inuietacao,desinquietava,,,,,,,,,,,,,,,,,
86,Recados,Pecado,,,,,,,,,,,,,,,,,,
87,Vomite,Caspitel-,Capit,I0,"Ti
 .A",Caspitel,,,,,,,,,,,,,,
88,Prata,Satanaz,Prata...,"pe da
Prata",,,,,,,,,,,,,,,,
89,Padre,Padrinho,PADRE,Padre-Nossos,padre Feliz,A21,Padre-Mestre,"padre
Amaro",Deus-Padre,,,,,,,,,,,
90,ciencias nova,impaciencia,impio,Simpatia,IR,Consciencia,A8,impaciencia.-,,,,,,,,,,,,
91,Chut,Arranjes,lajes,Arranja-se-lhe,barraca,se5,Marrazes,,,,,,,,,,,,,
92,Benfica,Benedicat,Enfim,Oficio,Ficava,a4,,,,,,,,,,,,,,
93,ariastlcn,planeariam,Faria,Mouraria,fard,Marialva,Sacrificaria,"Maria
Vencida",padrariao,,,,,,,,,,,
94,"Miseric6rdia,-e",rua da Misericordia,cova da enxerga,"rua da
Miseric6rdia",P-N,rua da Miseric6rdia,"rua da
Miseric6rdia,-e",Miseric6rdia,rua da,rua da Miseri-,"rua da Miseri-
c6rdia",,,,,,,,,
95,Aquilo,Esquife,Aqul,Aquises 1O,Raquitico,Aqui,,,,,,,,,,,,,,
96,I87l,Janelas,Bruxelas,delas:--,,,,,,,,,,,,,,,,
97,Laudo,saude,Tudo,,,,,,,,,,,,,,,,,
98,Praga,braga,praga,vidraga da reparticao,Fraga,Nagaioi,,,,,,,,,,,,,,
99,Soberba,Sobe,s6,bergco,cafe,,,,,,,,,,,,,,,
100,Sousas,los Sousas,"rua das
Sousas",Sousa,T9Sou,"rua dos
Sousas",Sousas...,rua dos Sousas,rua das Sousas,,,,,,,,,,,
101,r-,Chap de Malas,Cham de Malas,P DE,,,,,,,,,,,,,,,,
102,Sacramento,Trento,Sarmento,Casamento,Sargento,caes,Carmen,"Delirio-
sarmento",,,,,,,,,,,,
103,Ditosos,Maldito,Bendito,Europa,I.UM,amaldicoava,Garriffaldi,Maldigaol,,,,,,,,,,,,
104,Ca,Vimeiro,NIME,Outeiro,QUEIROZ,Carreiro,Terreiro,,,,,,,,,,,,,
105,fauteuil,a-,UCTIITEU,gute,,,,,,,,,,,,,,,,
106,Recu-,Emagreccu,N,Emagrecia,,,,,,,,,,,,,,,,
107,Saber6lo,Sabe,Sabel,abencoadora,Sabe-hands,Sabes,Saber,,,,,,,,,,,,,
108,Nossa Senhora das Dores,Nossa Senhora da Visitacao,"Nossa Senhora
S. Vicente",Nosso Senhor,"Nossa Senhora
das Dores",Casamento de Nossa Senhora,Nossa Senhora,Nossa Senhora da Saude,Vossa,Nossa,Nossas Senhoras,"Nossa Senhora
da Ermida","Nossa Senhora do Rosario...
Disse-a o padre Vicente",Inimizade de Nossa Senhora,,,,,,
109,solu-1,absolvicao,Sol,,,,,,,,,,,,,,,,,
110,Saldanha.-,Saldanhinha,palhinha,Espanha,,,,,,,,,,,,,,,,
111,Tolices -disse Amaro,Tolices,Tolices-,,,,,,,,,,,,,,,,,
112,Renas,Morena,"Morena
Ia",serena,Morena de Leiria,,,,,,,,,,,,,,,
113,"s7
n noITE o  DE A T",RIO  DE A 1 R,Cheio de Magoas,IL D0  DE A M,RIO 0 DE,RIO  DE,reputacao duma scula de alquimista,,,,,,,,,,,,,
114,cordagens,Virgens,Recordava,Vagen,Dcsordens,Acordara,Cordova,,,,,,,,,,,,,
115,Mesinha Quem,Va,Mesinha,Al,Inglesinhos,,,,,,,,,,,,,,,
116,Circo,Arco,Arco;c,Arco...,Li,,,,,,,,,,,,,,,
117,ceu,Ah,Ceu...,Ceu,"Ceu
l",Ceus,N1,,,,,,,,,,,,,
118,IO,,,,,,,,,,,,,,,,,,,
119,"Deus
Gorda","Deus,-e
Deus",Deus,ue,Adeus,Deus do Ceu,causeuse,,,,,,,,,,,,,
120,Nlgas,Algarve,Lugar,copia,algod,,,,,,,,,,,,,,,
121,Drocozinho,Cozinleiros,parocozinho,A-,Gansozinhos,Sozinha,irmaozinhoque,Joaozinho,vidraca da cozinha,,,,,,,,,,,
122,Voltava,Gustavo,Repastava,Estava,rua Repastava,Estave,"exclamou
Gustavo.-Quando",Instava,UckIIE,,,,,,,,,,,
123,"CRIME DO
PADRE AMARO",cRIME DO D,crIME DO,CRIME,"CRIME DO
PADRE",cRIME DO P DE A,CRIME DU PAI,O0CRIME,CRIME DE,alecrim,cRIME DO P AUR,,,,,,,,,
124,Acabe,1E,cabeca,cabeca baixa,"Cabeca do
s",Beijo,cabelludo,,,,,,,,,,,,,
125,S. Bem,Tambem,AMBI,Bem,,,,,,,,,,,,,,,,
126,banco da taberna,Eterna,consternaeao,"Eterna
Dor",,,,,,,,,,,,,,,,
127,Ae,"Cusl
--- Nao","Leiria
--- Voce","L
Ia
I",Voce,Onde Leiria,"Leiria
---",Leiria,,,,,,,,,,,,
128,Ldestruicao,LA,Estrela,estrepito,Estremoz,jardim da Estrela,,,,,,,,,,,,,,
129,Persevere,Devem-no,dever1,vol-,devota.-,,,,,,,,,,,,,,,
130,Poiais,Poials,Apoiado,,,,,,,,,,,,,,,,,
131,"cemiterio
de",Serio,serio,seria9,Sllverio,periodicol,,,,,,,,,,,,,,
132,Agasalha-te,Carvalhosa,Agasalho,fE,,,,,,,,,,,,,,,,
133,Iam,HAviam,Haviam,La,,,,,,,,,,,,,,,,
134,leos,matrona,petroleo,,,,,,,,,,,,,,,,,
135,Abafava,Esfregava,Cercava,Arfava,revelava,Causava,Dava,Acumulava,areal  faisceava,T,,,,,,,,,,
136,Mogno,Alcantara Famosa,Alcantara,alcan,calcar,,,,,,,,,,,,,,,
137,Pelos,Carcavelos,PElos,,,,,,,,,,,,,,,,,
138,Pompa Espiritual,Espirito,Brito,,,,,,,,,,,,,,,,,
139,Mist-,Vista-,"Bento
saceristaio",viseu,,,,,,,,,,,,,,,,
140,Vaz,Lis,Lis-,Mis-,Racionalismol,,,,,,,,,,,,,,,
141,Lisboa de Amaro Vieira,aguas de Lisboa,Lisboa,de Lisboa,Correspondencia de Lisboa,"Lisboa c
sa",lisboa esmoer,Lisboa...,deserto lisboa,estrada de Lisboa,,,,,,,,,,
142,Teles,Pobre Teles,Teles alfaiate.- Ai,,,,,,,,,,,,,,,,,
143,patraio,Atraves,Atraiu-a,,,,,,,,,,,,,,,,,
144,Case-me,Treme-me,Lembre-me,Tremer,Escreve-me,,,,,,,,,,,,,,,
145,ourelo,rel6-,rel Azevedo,Religiosa,,,,,,,,,,,,,,,,
146,vale,Valeu,,,,,,,,,,,,,,,,,,
147,Obra,ggrgypAA,Coimbra,coimbra,Assombrado,,,,,,,,,,,,,,,
148,Aos-,pos-,Vagos-,Raposo,Posso,,,,,,,,,,,,,,,
149,Perdoe-me,Perdoa,Perderam-me,Perdia,,,,,,,,,,,,,,,,
150,Ave-Marias,Ave-Marias...,BIbi...,,,,,,,,,,,,,,,,,
151,Costumava,Fumava,"porta do
Fumava",Uma-arma,,,,,,,,,,,,,,,,
152,Rua,rua Rosina,Rosina-,A RU,,,,,,,,,,,,,,,,
153,Chocalhe,cachoar,Rabicho,Ta,R0,V,Fechou,,,,,,,,,,,,,
154,Alameda Velha,Alameda,alameda,,,,,,,,,,,,,,,,,
155,Cre,EP22,acre,cre,Creio la nisso',Creio,,,,,,,,,,,,,,
156,Ergueu-,"hein2
Ergueu-se",Purgue-se,,,,,,,,,,,,,,,,,
157,Madrid,Abades,Madre-Abadessa,confessal,,,,,,,,,,,,,,,,
158,Olhe,Olhei,L-- Olhe,Encolhia,,,,,,,,,,,,,,,,
159,Dlonisia,Polonia,Dionisial,,,,,,,,,,,,,,,,,
160,deserta,furta,Decerto,Alerta,Sertaneja,Aperta,,,,,,,,,,,,,,
161,Quereria,Quero,Queria,Queria-a,,,,,,,,,,,,,,,,
162,v,Falta,"S.
-- Falta",Jerusal,Salta,Salte,s7,Salta ca,,,,,,,,,,,,
163,Fatigou,fatima,Inimigo,,,,,,,,,,,,,,,,,
164,taciturnidade dos santos,"L-
xVI",Eternidade,Louvado,"Eternidade dos
LouVoICS",,,,,,,,,,,,,,,
165,Vezes,Cruz,Cruzes,,,,,,,,,,,,,,,,,
166,Todos,Todo6-e,deserto Todos,Todo,,,,,,,,,,,,,,,,
167,Certamente,Realmente,legalmentc,secamente.--- Fecha,Menino,Mente,Mente-,maiestosamente,uorcaente:,Instintivamente,Positivamente,Perfeitamente,S. Vicente,tristemente.-,gente.-,,,,,
168,Daroguia,hierarguia,aguiar,,,,,,,,,,,,,,,,,
169,Martyres,Tres,Cumiada,londres,Resumia,MIA RU,,,,,,,,,,,,,,
170,Baboseiras,Queira,Gralheira,Vira,Beira,Brincadeiras,Moreira,Feira,trapeira,Mau,Pimentas da Poeira,Madeira,Riram,Cu,Sequeira,Expirar,Pereira,Ferreira,Cabeleira,Gargalheira
171,Ignorava,palrava,saturava,Costurava,Procurava,tonturas,,,,,,,,,,,,,,
172,Ameliazinha la,Amellazinhal Perdoa,Ameliazinhal,Ameliazinha,Ameliazinha-,Ameliazita,ceiazinha,,,,,,,,,,,,,
173,tisica,Fisica,,,,,,,,,,,,,,,,,,
174,irma do conego,conego,lanegor,conegos,"conego
Dias",senhor conego,conego Dias,,,,,,,,,,,,,
175,OITE DO HDIE,oITE DO A D R,,,,,,,,,,,,,,,,,,
176,Reden-,cara redonda,redacgao,medo:-,Credo,Credo Nao,Arredo,,,,,,,,,,,,,
177,Janeiro,S. Janeiro,O7 de Janeiro,,,,,,,,,,,,,,,,,
178,bebedo,bebedeira,i beber1,Bebedast,,,,,,,,,,,,,,,,
179,V. S,Passou,Dassaro,M11E,Passa,Passara,Passei,,,,,,,,,,,,,
180,concepgeoes dum,cabo da faca,cabo dum,cabo do Ultramontanismol,,,,,,,,,,,,,,,,
181,homenseLlava-se totaL PErigo,Acabou-se-pensava-nao,Nao,Pensei,,,,,,,,,,,,,,,,
182,Gostava,Gostas,Gosta,"pocilga do
Agostinho",PosTAS E PAR1,,,,,,,,,,,,,,,
183,boa Insistia,Insistia,Corpus-Christi,irresistivel2,,,,,,,,,,,,,,,,
184,"Santo Ignacio
Bendito",Santo Ignacio,Imita o de Santo Ignacio,"Santo Ide-
afonso",,,,,,,,,,,,,,,,
185,"rua da
Misericordia",Misericordia,Miserere,Misericordia-,,,,,,,,,,,,,,,,
186,"praia
da Conc6rdia",Praia,Conc6rdia,,,,,,,,,,,,,,,,,
187,Tulle,elle,"elle
E",,,,,,,,,,,,,,,,,
188,Opp,Chalacal,Chafariz,Manchas,Achara,chap,cha,Michaela,chavena,chamin,chan-,,,,,,,,,
189,Dois,Dois M-,Dois Mundos,,,,,,,,,,,,,,,,,
190,Civilizacao...,AUXILIo,Civilizacao,es,Civilicacdo,,,,,,,,,,,,,,,
191,DO,Joia Eduardo,"Joao
Eduardo",Joao Eduardo,Cardoso,"Arco
Joao Eduardo",Joaol,,,,,,,,,,,,,
192,Barrosa,marroquim,Barrosa-,"estrada da
Barrosa",Barroca falar,Barroca,cigarros.-,,,,,,,,,,,,,
193,E1,S. Maneira.-,S. Maneiras,S. Maneira:-,S. Maneira,Maneiras,S. Matcas,,,,,,,,,,,,,
194,AA3,"Repente-
de-te",Gente-,a3,Repente-,Serpente,,,,,,,,,,,,,,
195,Distrito,A Voz do Distrito,Distritol,Voz do Distrito,"Voz do Distrito
---",,,,,,,,,,,,,,,
196,punha de alto,Bairro Alto,alto Ceu,Saltou,Alto la,Alto,3L,Alto-,,,,,,,,,,,,
197,"Nossa
Senhora das Dores","Nossa
Senhora de Lourdes","Nossa
Senhora
Ela","Nossa
Senhora","Nossa
Senhora de Lourdes...","Nossa
senhora",,,,,,,,,,,,,,
198,Leia Gravatas,Leia S. Tomas,ncvoa,Baleia,Leia,Dulcineia,,,,,,,,,,,,,,
199,Pieguicesl Ate,Pieguices,,,,,,,,,,,,,,,,,,
200,Pacatinlo,o6,Face,satisfac,satisfacaio,,,,,,,,,,,,,,,
201,Ovidio-,aivida,Dal,Vidalti,rorbida,Nutrida,,,,,,,,,,,,,,
202,Mendes,Emende,Mendes-,,,,,,,,,,,,,,,,,
203,Poucas,Pouca,Arouca,pouco0,,,,,,,,,,,,,,,,
204,exageracoes,dc,difamacoes,acusaco,acomodacoes,,,,,,,,,,,,,,,
205,Mande,nandes,andes,,,,,,,,,,,,,,,,,
206,rua do Norte,Norte,do Norte,Iu,,,,,,,,,,,,,,,,
207,Ferro,Ferros,bom Ferro,,,,,,,,,,,,,,,,,
208,suaAm-,Mata,Matam-lo,pe,Mataram-me,,,,,,,,,,,,,,,
209,Vejo,bocejo,Tejo,,,,,,,,,,,,,,,,,
210,papuda,Acudam,Mudar,ar.- Acudam,,,,,,,,,,,,,,,,
211,Sala-,Cala-,Calafates,Cala-te,"rua dos Cala-
faces n.e 53",,,,,,,,,,,,,,,
212,Exultante Domino,S. Domingos,Domine,Dominara,Domingos,,,,,,,,,,,,,,,
213,caricias,seminario,Calvario,Cario,Carinhos,Tresvario,,,,,,,,,,,,,,
214,UI1SE DE,Se de,,,,,,,,,,,,,,,,,,
215,Dele la,Dele-a,Belem,Delecluze,,,,,,,,,,,,,,,,
216,Temo-la,Tem,mo-te l,,,,,,,,,,,,,,,,,
217,serra de Alcobaca,Se,Alcobagea,Alcobagca,Voee,Alcobaca,"Brito de
Alcobaca",,,,,,,,,,,,,
218,Te,Abreviar,Breviirio,Breviario,Breviariol,,,,,,,,,,,,,,,
219,RIo-de,Ha-de,Id-de,,,,,,,,,,,,,,,,,
220,tectos baixos do curral,invcjando baixo,Pinheiro,pinheiros baixos,,,,,,,,,,,,,,,,
221,Grandioso,Grande galhofa,Grande,A4O,,,,,,,,,,,,,,,,
222,falua,Safal,Safa,,,,,,,,,,,,,,,,,
223,Famosa,Vamos,Amo,Hipopotamol,cxclamotl,Vamo-nos,Amor,,,,,,,,,,,,,
224,PA,pORTO Do PADRE,N6s,jardim do Pago,1E DO PA DE,GRANDE DO PADRE,ci do senhor padre,CRIME DO PADRE,CRIE DO PADRE,TU,,,,,,,,,,
225,Ihes,Se Ihe,Impunham-Ihe,Ihe,,,,,,,,,,,,,,,,
226,Populares,tre Valadares,1I,Valadares,Milhares,,,,,,,,,,,,,,,
227,Parece-me,careca.-,Pareceu-,Receru-,,,,,,,,,,,,,,,,
228,genebra,Oonveneao,E2NEA-,,,,,,,,,,,,,,,,,
229,Caia-me,Caia,Caiu,caia,,,,,,,,,,,,,,,,
230,"Rico-
nheceu",c6es,Rico,Ricogea,Ricogca,,,,,,,,,,,,,,,
231,Salve-Rainha,unhas,Salve-Rainhas,Rainhas,"Coroada da
Rainha Vitoria",,,,,,,,,,,,,,,
232,Dobrara,mara,Caramba,arara,Ai,Agarrara,Chegara,,,,,,,,,,,,,
233,brasiCo,Juras,Critica do Brasil,Brasil,sil,,,,,,,,,,,,,,,
234,botica,Joli,Politica,ID,Pol-,,,,,,,,,,,,,,,
235,"Amaro:- Ouea
voce",Amaro:-,camara,Camarote,Amarol,Amaro.-Ainda,Mar,Ribamar,Amaro,Amaro:--,"Amaro
at","Optimol
Amaro",Amaro jantara,Amaro?1,Amar,Amaro-e,,,,
236,Saiba,Aiaro,RO,Saia,Maia,,,,,,,,,,,,,,,
237,Insensivel,L2,nsia,Nsia,,,,,,,,,,,,,,,,
238,Egipto,Impiedade,Piedade,Distrito e a Sociedade,"Ola Bela sociedade
Galgou",,,,,,,,,,,,,,,
239,revelagcoes,consolagcoes,tentagcoes,plantagcoes,,,,,,,,,,,,,,,,
240,impudencia con-,Agencia Havas,"Sao da Encar-
ncia",Vou,excellencia,Eug,Prudencia,Providencia,Violencia,Ncia,,,,,,,,,,
241,Ge-,abbade.- o Dias,Dias,Podia,snr D. Josefa Dias-,,,,,,,,,,,,,,,
242,Rosa,"sinei-
ros",Livros,prostituicao,Medroso,,,,,,,,,,,,,,,
243,Laboranti,Taborda,baboso,Laboriosa,trasborda,Engordara,,,,,,,,,,,,,,
244,Comu-,Comunicados,Coniunicadof,Comunicado,Excomunhao,Complicado,Comunicadol,Comuni-,,,,,,,,,,,,
245,Cais do Sobre,Nobres,sObrEtudo,Abre,Pobre,,,,,,,,,,,,,,,
246,T-la-eis Levantaremos,levantou:-,levantou:- Entre,,,,,,,,,,,,,,,,,
247,Universo-,Universo,Versalhes,Uni-,,,,,,,,,,,,,,,,
248,Conto,Contar,Contara,,,,,,,,,,,,,,,,,
249,Falar0d,Sala,Salario,sala.- Mas,proprio Salario,,,,,,,,,,,,,,,
250,S. Joaneilra,casa da S. Jo-,"casa da
snr","Ameliazinha da S. Joaneiral
- Que me",S. Joao da Foz,casa da S. Joaneiral,"S. Joaneiral
Grande","casa de
S. Joaneiral--",,,,,,,,,,,,
251,oDEIA,placide,aldeia,Judeia,"Ca o
IDeIa",iDeia,,,,,,,,,,,,,,
252,L,Estigmas de S. Francisco,S. Francisco,"Credo
-- Francisco",,,,,,,,,,,,,,,,
253,mexe-te,mais?-,Mais-de-te,Pede-os,,,,,,,,,,,,,,,,
254,ue nio,Nio,nio,nio vou,,,,,,,,,,,,,,,,
255,rua dos Condes,Onde,Ceu nao findava.- cOnde,Aonde,Condes,"condessa.-
Bastante",,,,,,,,,,,,,,
256,Natureza,PrimO,Turim,,,,,,,,,,,,,,,,,
257,em Portugal,A::C,Porto,Portugal,O1C,,,,,,,,,,,,,,,
258,subaltern,desafinagcao,Relagcao,Livre,administragcao,alteragcao,Alcbagca,,,,,,,,,,,,,
259,instraa,A1,A6,instrugao,,,,,,,,,,,,,,,,
260,Salema,Madalena,"frasc
do Violento",AZ,"Desalento
QUando Amaro",Desalento,,,,,,,,,,,,,,
261,paris,Amor;Raparigas,ParIs,Tu,D,Paris,,,,,,,,,,,,,,
262,boa dicta,"Boa fi
g2gEME",Boa,"boa
fe",,,,,,,,,,,,,,,,
263,mam,Not6,Not6d,Imnonotonas,,,,,,,,,,,,,,,,
264,Disse-mo o senhor padre Notario-,Notario-,"Eu11
Notario",Notario...,"Porto
Notario",Notario,,,,,,,,,,,,,,
265,XI,Fazes,fazes.- Ia a dizer:-,S.-O,Fizera,,,,,,,,,,,,,,,
266,Terra-Nova,Terras,terra,aterrado,c1,Inglaterra,serra,Irral,Terra,,,,,,,,,,,
267,pstl pstl,Ve,pstl Eh,,,,,,,,,,,,,,,,,
268,beatas ramada,"R0
ra",Pano,Panorama,"Pano-
rama",,,,,,,,,,,,,,,
269,Brito Correia,Concorrem,"pe
602
corrI",reeorre,Correia,sorri,Coroa,Correu,rua do Correio,,,,,,,,,,,
