cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18,elem_19,elem_20,elem_21,elem_22,elem_23,elem_24
46,Westminster Abbey,Westminster,Kidderminster,"the Almonry, Westminster",,,,,,,,,,,,,,,,,,,,,
47,Colonies,Babylon,Long Acre,Ballonné,,,,,,,,,,,,,,,,,,,,,
48,Villany,Villa,Villabella,VILLA,,,,,,,,,,,,,,,,,,,,,
49,Quadrant,Simcox,Madras,Madrid,Madeira,,,,,,,,,,,,,,,,,,,,
50,yonder grove,shady grove,Shrove,yonder corner,,,,,,,,,,,,,,,,,,,,,
51,Throne,Byron,Veronezzi,"1841,—with Byron",,,,,,,,,,,,,,,,,,,,,
52,Essex,caresses.—'No,Sussex,Jessop,,,,,,,,,,,,,,,,,,,,,
53,Calcutta,Calumny,arctic,,,,,,,,,,,,,,,,,,,,,,
54,Windsor,Windham,,,,,,,,,,,,,,,,,,,,,,,
55,Gravesend,Vesuvius,Select Vestry,,,,,,,,,,,,,,,,,,,,,,
56,the Wictoria Park,Hyde Park,Park,Paris,Parsonage,Cherry Park,,,,,,,,,,,,,,,,,,,
57,Manchester,Rochester,Rochefoucauld,Gloucester,Chichester,,,,,,,,,,,,,,,,,,,,
58,Kentish,Kentish Town,Kent,,,,,,,,,,,,,,,,,,,,,,
59,the Ball Room of Buckingham Palace,Whittingham,Birmingham,,,,,,,,,,,,,,,,,,,,,,
60,Stilton,Clapton,Hoxton,Latona,Brompton,automaton,Brixton,Throgmorton,,,,,,,,,,,,,,,,,
61,the Receiving Ward,States,the Italian States,the Roman States,"inmates,—a",Budge Row,,,,,,,,,,,,,,,,,,,
62,Terlizzi,SUBTERRANEAN,Bolter,Better Bedlam,Compter,cemeteries,Amsterdam,Garter,,,,,,,,,,,,,,,,,
63,Finsbury Pavement,Saxe,Finsbury,Bloomsbury,Canterbury,Lothbury,,,,,,,,,,,,,,,,,,,
64,Piccadilly,Ill,Cadiz,,,,,,,,,,,,,,,,,,,,,,
65,Liverpool,Dover,Fever,Cove,Bazzano,Sovereigns,me?'—'Oh,,,,,,,,,,,,,,,,,,
66,methodist,Thou,Hounslow,thou,,,,,,,,,,,,,,,,,,,,,
67,Americky,Americas,North America,America,Mesmerists,Africa,,,,,,,,,,,,,,,,,,,
68,New,NEW EPOCH,New York,York,,,,,,,,,,,,,,,,,,,,,
69,Wentworth,Traveller,Usiglio,Ravensworth Park,Ravensworth Hall,Ravensworth,Rickmansworth,,,,,,,,,,,,,,,,,,
70,Duchy,us,the Grand Duchy,the Grand Duchy of Castelcicala,Grand Duchy,,,,,,,,,,,,,,,,,,,,
71,Honourables,Bluebottles,Snoggles,Bibles,Hercules Passage,Naples,,,,,,,,,,,,,,,,,,,
72,Eastern Counties Railway,the Apennine Mountains,the County of,the Casualty Ward,Jemima,the County of Middlesex,the Counts Horn,,,,,,,,,,,,,,,,,,
73,Ellen,Rossville,Pentonville,Lille,Bastille,,,,,,,,,,,,,,,,,,,,
74,MARKHAM,MARKHAM PLACE,Markham,Wichard Markham,Markham Place,,,,,,,,,,,,,,,,,,,,
75,Temple,perplexity:—he,,,,,,,,,,,,,,,,,,,,,,,
76,the aforesaid province,the Zoological Gardens,the Duke of York,the Island of the City,the British Isles,the Inaccessible Islands,the Isle of Man,the Emerald Isle,the Carribbee Islands,the Lombardy Arms,,,,,,,,,,,,,,,
77,Boulogne-sur-Mer,Toulon,Boulogne,BOUDOIR,,,,,,,,,,,,,,,,,,,,,
78,Bonn,Madonnas,Vienna,MR,,,,,,,,,,,,,,,,,,,,,
79,Jermyn Street,Flower Street,St. John-street,Gracechurch Street,Enon,Friar Street,Portugal Street,Gerrard Street,Curzon Street Chapel,Calthorpe Street,Bow Street,"Castle
      Street",Whitecross Street,Smart Street,Turk Street,King Street,West Street,Regent Street,CATHERINE STREET,Ada Street,High Street,Stratton Street,Pitfield Street,Essex Street,Plumptre
80,Oran,Petrarca,Transylvania,Georgia,Armenia,Sardinia,Strand,Vanity,,,,,,,,,,,,,,,,,
81,Somers Town,Globe,Hobart Town,Globe Town,Hoxton Old Town,,,,,,,,,,,,,,,,,,,,
82,Eliza,Sydney,Putney,Eliza Sydney,Eliza Sidney,,,,,,,,,,,,,,,,,,,,
83,Duvernay,Vernon,Inverness,,,,,,,,,,,,,,,,,,,,,,
84,Guildhall,Clare Market,Leadenhall Market,,,,,,,,,,,,,,,,,,,,,,
85,"unit=""graphic""/",the united kingdom,Kingdom,kingdom,King,Ah!—the United States,the united races,the United States,the United Kingdom,Junius,,,,,,,,,,,,,,,
86,"sir,—I","private,—in","words,—if","you,—if",Gibbs,"work,—it","Pacific,—I","affair,—if","justice,—I","dreams,—I",,,,,,,,,,,,,,,
87,Cornwall,Walmer,Palmerston,Walmer Churchyard,,,,,,,,,,,,,,,,,,,,,
88,M.P.,Great,Great Britain,Britain,,,,,,,,,,,,,,,,,,,,,
89,"them,—I",Bohemia,Thebes,,,,,,,,,,,,,,,,,,,,,,
90,"surmounted,—no","bed,—not","you,—not",,,,,,,,,,,,,,,,,,,,,,
91,Cecilia,Friuli,Australia,Julia,,,,,,,,,,,,,,,,,,,,,
92,Norfolk,Normanby,Germany,manner:—'I,,,,,,,,,,,,,,,,,,,,,
93,Saint Martin's-le-Grand,Saint Giles's,Saint Paul's Churchyard,Saint David's,Old Saint Pancras,Saint Sepulchre's,Saint,Saint Theodosia,,,,,,,,,,,,,,,,,
94,ARLINGTON,Wellington,Arlington,Islington,Kensington,Warrington,Warrington Park,Newington,,,,,,,,,,,,,,,,,
95,history;—and,before;—and,night;—and,refined;—and,kept;—and,each;—and,kind;—and,her;—and,punishment;—and,hold;—and,hours;—and,,,,,,,,,,,,,,
96,"again,—oh","occasion,—on","passion,—Oh","passion,—and",,,,,,,,,,,,,,,,,,,,,
97,Scold,Golden Lane,"Golden
      Lane",Golden,Drury Lane,,,,,,,,,,,,,,,,,,,,
98,"this,—he","devised,—he","realised,—if","confiscated,—he",,,,,,,,,,,,,,,,,,,,,
99,Dalston,Preach,Preston,Dearest,Maidstone,,,,,,,,,,,,,,,,,,,,
100,the Waterloo Road,Waterloo,Bombay,Bayswater,Waterford,"water,—and",,,,,,,,,,,,,,,,,,,
101,St. Leger,St. David's,St. Patrick,St. James's,Libya,St. Theodosia,St. Luke's,St. Giles's,Mameluke,St.,St. Pancras,,,,,,,,,,,,,,
102,Holland,Ireland,Milan,Poland,Switzerland,Cumberland,Scotland,Oberland,New Zealand,,,,,,,,,,,,,,,,
103,Clarendon,Londoners,LONDON,London,the City of London,Eastern London Cemetery,,,,,,,,,,,,,,,,,,,
104,the South Pole,Southampton,South-sea,the South Sea,"mouth,—oh",,,,,,,,,,,,,,,,,,,,
105,Rio Janeiro,Dejanira on,Janus,,,,,,,,,,,,,,,,,,,,,,
106,Europa,Europe,Western Europe,,,,,,,,,,,,,,,,,,,,,,
107,Crankey,Turpin,Clerkenwell,Louisa,Turin,Ikey,Turkey,Leg,,,,,,,,,,,,,,,,,
108,loaf:—it,hours:—if,Mounseer,pounds:—if,,,,,,,,,,,,,,,,,,,,,
109,Ministry,Austria,Strip,District,,,,,,,,,,,,,,,,,,,,,
110,Skilligalee,Leeds,Speak,,,,,,,,,,,,,,,,,,,,,,
111,Stephen,Hasten,queens,Benstead,Stephens,Morpheus,,,,,,,,,,,,,,,,,,,
112,London Sheriffs',Katherine,Furnisher,Griffin,Sheriffs,Sheridan,Middlesex Sheriffs',,,,,,,,,,,,,,,,,,
113,Montgomery,Wigginton,Montague,Mentor,wont,Montoni,Edmonton,Montreal,,,,,,,,,,,,,,,,,
114,Brick Lane,Brick,Brick-lane,,,,,,,,,,,,,,,,,,,,,,
115,Earth,Bartholomew Close,Leary,earth,,,,,,,,,,,,,,,,,,,,,
116,Flairer,Salamanca,Lambkin,Blaming,flank,Flamms,,,,,,,,,,,,,,,,,,,
117,Rotterdam,Esq,Charlotte,"mourning,—Richard",Gazette,Charing,,,,,,,,,,,,,,,,,,,
118,Dunstable,Dunstable;—then,Dunstable Manor,,,,,,,,,,,,,,,,,,,,,,
119,Old Bailey,Haply,the Happy Valley,Happy Valley,Valley,Talleyrand,,,,,,,,,,,,,,,,,,,
120,whirls,Whigs,,,,,,,,,,,,,,,,,,,,,,,
121,Montecuculi,Beaumont,beaux,,,,,,,,,,,,,,,,,,,,,,
122,Chick,China,Fieschi,,,,,,,,,,,,,,,,,,,,,,
123,the green hill,the Great Desert,the Green Park,Greenwood,,,,,,,,,,,,,,,,,,,,,
124,Dead Sea,Lethean,Mediterranean Sea,Lethean sea,Let'th,,,,,,,,,,,,,,,,,,,,
125,Fourpenny,Stockholm,Tavistock,Stour,Melbourne,,,,,,,,,,,,,,,,,,,,
126,Conscience,Continent,Convexes,,,,,,,,,,,,,,,,,,,,,,
127,Havannah,Having,Havre,,,,,,,,,,,,,,,,,,,,,,
128,also!—Yes,"pursuits,—yes",hesitated:—yes,,,,,,,,,,,,,,,,,,,,,,
129,Limmer,Shoreditch,Redeemer,Semele,,,,,,,,,,,,,,,,,,,,,
130,Pandean,Ferdinand,handkerchiefs,"funds,—""and",Husband,Pandora,,,,,,,,,,,,,,,,,,,
131,Smithfield,Titchfield,Mith Ithabella'th,SMITHFIELD,Sheffield,Smithfield-Market,Smithfield Market,SMITHFIELD AGAIN,,,,,,,,,,,,,,,,,
132,Medway,Holloway,Lower Holloway,,,,,,,,,,,,,,,,,,,,,,
133,Macquarie Harbour,Port Macquarie,Macquarie,,,,,,,,,,,,,,,,,,,,,,
134,"her,—she","Jupiter,—Leda","another,—he","mother,—I","her,—how","monster,—I",,,,,,,,,,,,,,,,,,,
135,Wilmot,Cholmondeley,Almonry,Monroe,,,,,,,,,,,,,,,,,,,,,
136,"room,—a",Rookery,the Yellow Drawing Room,the Yellow Drawing-Room,,,,,,,,,,,,,,,,,,,,,
137,West End,the West End of London,the West End,the West Strand,the West Indies,The West End,,,,,,,,,,,,,,,,,,,
138,"tempter;""—and","these;""—and","Newgate;""—and","agin;""—and",,,,,,,,,,,,,,,,,,,,,
139,Marlborough Street,Harborough,Marlborough,Rottenborough Union,Rottenborough,Borough,,,,,,,,,,,,,,,,,,,
140,Sellis,Russell,Brussels,,,,,,,,,,,,,,,,,,,,,,
141,Opera,copperas,Upper Clapton,Clodhopper,Dapper,,,,,,,,,,,,,,,,,,,,
142,Penitentiary,Peninsula,"presence,—I","penitence,—he",,,,,,,,,,,,,,,,,,,,,
143,the Herne Bay,po-shay,Herne Bay,,,,,,,,,,,,,,,,,,,,,,
144,Lambeth,Bethnal,Soho,Elizabethan,Bethlem,,,,,,,,,,,,,,,,,,,,
145,motive:—my,leave:—he,Centaur,Penelope,Saracens,scene:—we,,,,,,,,,,,,,,,,,,,
146,Guinea,Slike,Metropolitan,Neapolitan,Titan,,,,,,,,,,,,,,,,,,,,
147,Norfolk Island,Leeward Island,the British Islands,Island,Philip Island,,,,,,,,,,,,,,,,,,,,
148,Beaufort,Tilbury Fort,Fort,Frankfort,fortin,,,,,,,,,,,,,,,,,,,,
149,"affectation,—in",precautions:—no,"reflections,—or",information.—'He,Constitution Hill,"institutions,—in",,,,,,,,,,,,,,,,,,,
150,Holford,Stamford,Guilford,Bordeaux,Stafford,Guildford,Oxford,Tremordyns,,,,,,,,,,,,,,,,,
151,Morocco,Brazil,morocco,Morosino,Morocco Railway,MOROCCO,,,,,,,,,,,,,,,,,,,
152,New South Wales,Bird-Cage Walk,Wales,the Prince of Wales,deep wales,,,,,,,,,,,,,,,,,,,,
153,Mint,Asia,Asia Minor,,,,,,,,,,,,,,,,,,,,,,
154,Rome,Nibsomest,Someot,,,,,,,,,,,,,,,,,,,,,,
155,Russia,Circassia,quassia,,,,,,,,,,,,,,,,,,,,,,
156,England,Israel,"target=""#ENG18460_N113""/",Glasgow,ENGLAND,,,,,,,,,,,,,,,,,,,,
157,Portsmouth,ha'porth,Port,,,,,,,,,,,,,,,,,,,,,,
