cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18,elem_19,elem_20,elem_21,elem_22,elem_23
46,Salamanca,the Regent of Castelcicala,Castelcicala,Calcutta,the State of Castelcicala,Calumny,the Grand Duchy of Castelcicala,,,,,,,,,,,,,,,,,
47,"tempter;""—and","these;""—and",Compter,Temple,"agin;""—and",,,,,,,,,,,,,,,,,,,
48,Quadrant,Madras,Madonnas,Madrid,Madeira,Mascara,,,,,,,,,,,,,,,,,,
49,Fourpenny,Turpin,Turin,,,,,,,,,,,,,,,,,,,,,
50,yonder grove,shady grove,Shrove,yonder corner,,,,,,,,,,,,,,,,,,,,
51,Throne,Byron,trois,"1841,—with Byron",,,,,,,,,,,,,,,,,,,,
52,Essex,caresses.—'No,Sussex,Esq,Convexes,Messalina,Miss.,,,,,,,,,,,,,,,,,
53,Chatham,St. James's,Thames,Southampton,Mameluke,,,,,,,,,,,,,,,,,,,
54,Manchester,Rochester,Rochefoucauld,Gloucester,Chichester,,,,,,,,,,,,,,,,,,,
55,Whittingham,Birmingham,Blaming,,,,,,,,,,,,,,,,,,,,,
56,Finsbury Pavement,Finsbury,Kilburn,Bloomsbury,Canterbury,Lothbury,Strasburg,,,,,,,,,,,,,,,,,
57,Piccadilly,Cadiz,,,,,,,,,,,,,,,,,,,,,,
58,Tommy,Latona,automaton,,,,,,,,,,,,,,,,,,,,,
59,Liverpool,Dover,Fever,Cove,Sovereigns,,,,,,,,,,,,,,,,,,,
60,the New Cut,the aforesaid province,the New Road,the New Prison,Prisons,,,,,,,,,,,,,,,,,,,
61,methodist,Thou,Soho,width,Hounslow,thou,,,,,,,,,,,,,,,,,,
62,Petrarca,arctic,Morcar,Trafalgar,,,,,,,,,,,,,,,,,,,,
63,Buffer,buff,,,,,,,,,,,,,,,,,,,,,,
64,Americky,Americas,North America,America,Mesmerists,cemeteries,Africa,,,,,,,,,,,,,,,,,
65,the Wictoria Park,Hyde Park,Park,Paris,Paradise,the Green Park,Parsonage,Cherry Park,,,,,,,,,,,,,,,,
66,the Waterloo Road,Terlizzi,Bolter,Waterloo,Rookery,Bayswater,Wooloomooloo,Waterford,"water,—and",,,,,,,,,,,,,,,
67,New Caledonia,NEW EPOCH,New York,York,the Duke of York,"work,—it",,,,,,,,,,,,,,,,,,
68,Wentworth,Gravesend,Grosvenor,Ravensworth Park,Ravensworth Hall,Ravensworth,Rickmansworth,Cavendish,,,,,,,,,,,,,,,,
69,Usiglio,Venus,Vesuvius,us,Janus,Tuscany,Husband,Morpheus,Gradus,Junius,,,,,,,,,,,,,,
70,NEED,Leeds,,,,,,,,,,,,,,,,,,,,,,
71,the Apennine Mountains,the County of,the Casualty Ward,the County of Middlesex,the Counts Horn,,,,,,,,,,,,,,,,,,,
72,MARKHAM,MARKHAM PLACE,Markham,Clare Market,Leadenhall Market,Wichard Markham,Markham Place,,,,,,,,,,,,,,,,,
73,Boulogne-sur-Mer,Toulon,Louisa,Boulogne,Melbourne,BOUDOIR,,,,,,,,,,,,,,,,,,
74,Morocco,morocco,Morosino,Morocco Railway,MOROCCO,Tremordyns,,,,,,,,,,,,,,,,,,
75,Somers Town,Globe,Hobart Town,Globe Town,,,,,,,,,,,,,,,,,,,,
76,Syria,Maria,Victoria,Siberia,mart,Marian,Myriads of,,,,,,,,,,,,,,,,,
77,Rotterdam,Amsterdam,Gazette,,,,,,,,,,,,,,,,,,,,,
78,Libya,Gibbs,Squibs,,,,,,,,,,,,,,,,,,,,,
79,Eliza,Sydney,Putney,Eliza Sydney,Elizabethan,Eliza Sidney,,,,,,,,,,,,,,,,,,
80,Lambkin,Better Bedlam,Lambeth,Bethnal,Flamms,Bethlem,Camberwell,,,,,,,,,,,,,,,,,
81,Enon,Duvernay,Veronezzi,Vernon,Inverness,,,,,,,,,,,,,,,,,,,
82,"surmounted,—no","bed,—not",Mounseer,,,,,,,,,,,,,,,,,,,,,
83,the British Isles,the British Islands,the Isle of Man,the Emerald Isle,,,,,,,,,,,,,,,,,,,,
84,motive:—my,leave:—he,perplexity:—he,scene:—we,,,,,,,,,,,,,,,,,,,,
85,Limmer,Walmer,Redeemer,Palmerston,Walmer Churchyard,me?'—'Oh,,,,,,,,,,,,,,,,,,
86,the Great Desert,Great,Great Britain,Britain,,,,,,,,,,,,,,,,,,,,
87,Simcox,Asia,Bohemia,Persia,Circassia,Asia Minor,quassia,,,,,,,,,,,,,,,,,
88,loaf:—it,hours:—if,pounds:—if,"pursuits,—yes",,,,,,,,,,,,,,,,,,,,
89,Cecilia,Friuli,Julia,,,,,,,,,,,,,,,,,,,,,
90,"sir,—I","words,—if","affair,—if",,,,,,,,,,,,,,,,,,,,,
91,Crockey,Crankey,Slike,Ikey,Turkey,,,,,,,,,,,,,,,,,,,
92,Ferdinand,history;—and,"kind,—a",before;—and,night;—and,refined;—and,kept;—and,each;—and,kind;—and,"funds,—""and",her;—and,punishment;—and,hold;—and,hours;—and,,,,,,,,,,
93,Windsor,West Indian,India,Sardinia,Lydia,Windham,,,,,,,,,,,,,,,,,,
94,"again,—oh","occasion,—on","sin,—a","passion,—Oh",Hercules Passage,"passion,—and","mouth,—oh",,,,,,,,,,,,,,,,,
95,Australia,Austria,Strip,District,,,,,,,,,,,,,,,,,,,,
96,"devised,—he","realised,—if","confiscated,—he",,,,,,,,,,,,,,,,,,,,,
97,Stilton,Dalston,Preach,Preston,Stour,Dearest,Maidstone,,,,,,,,,,,,,,,,,
98,"name,—and","behind,—and","wear,—and","you,—if","you,—and","you,—not","joy,—and","fault,—an",,,,,,,,,,,,,,,,
99,the Ball Room of Buckingham Palace,lodgings,Kingdom,kingdom,Wapping,King,Hanging,Having,Kingsdown,,,,,,,,,,,,,,,
100,West End,the West End of London,the West End,the West Strand,the West Indies,The West End,,,,,,,,,,,,,,,,,,
101,Old Bailey,SWEDEN,Baden,Scold,Wilsden,Golden Lane,"Golden
      Lane",Golden,,,,,,,,,,,,,,,,
102,Colonies,Babylon,Clarendon,Londoners,Long Acre,LONDON,London,Richmond,Ballonné,the City of London,Eastern London Cemetery,,,,,,,,,,,,,
103,Europa,Penelope,Europe,Western Europe,,,,,,,,,,,,,,,,,,,,
104,Jermyn Street,Flower Street,St. John-street,Gracechurch Street,Friar Street,Portugal Street,Gerrard Street,Curzon Street Chapel,Calthorpe Street,Bow Street,"Castle
      Street",Whitecross Street,Smart Street,Select Vestry,Turk Street,King Street,West Street,Regent Street,CATHERINE STREET,Ada Street,High Street,Stratton Street,Pitfield Street,Essex Street
105,Insolvents,Kentish,Superintendent,Continent,Mentor,Kentish Town,Regent,Centaur,Kent,,,,,,,,,,,,,,,
106,Montgomery,japonica,Wigginton,Montecuculi,Montague,wont,Montoni,Edmonton,Montreal,,,,,,,,,,,,,,,
107,Stephen,queens,Benstead,Stephens,,,,,,,,,,,,,,,,,,,,
108,London Sheriffs',Katherine,Furnisher,Griffin,Sheriffs,Sheridan,Middlesex Sheriffs',,,,,,,,,,,,,,,,,
109,"this,—he","her,—she","Jupiter,—Leda","another,—he","mother,—I",Thebes,"her,—how",Bazzano,,,,,,,,,,,,,,,,
110,the Receiving Ward,"room,—a",the Yellow Drawing Room,the Yellow Drawing-Room,,,,,,,,,,,,,,,,,,,,
111,Cornwall,Leipzig,New South Wales,Bluebottles,Snoggles,Bird-Cage Walk,Wales,Bibles,also!—Yes,Naples,the Prince of Wales,deep wales,,,,,,,,,,,,
112,Earth,écarté,Carthage,Bartholomew Close,Leary,Écarté,earth,Garter,"heard,—a",,,,,,,,,,,,,,,
113,Dublin,Guinea,"ejaculated—""Selina",Holiness,Adeline,Adelaide,,,,,,,,,,,,,,,,,,
114,Honourables,Dunstable,Dunstable;—then,Dunstable Manor,,,,,,,,,,,,,,,,,,,,
115,Opera,copperas,Clodhopper,Dapper,,,,,,,,,,,,,,,,,,,,
116,the Happy Valley,Happy Valley,Valley,Talleyrand,,,,,,,,,,,,,,,,,,,,
117,Dead Sea,Lethean,Mediterranean Sea,Lethean sea,Let'th,,,,,,,,,,,,,,,,,,,
118,Normanby,Germany,manner:—'I,,,,,,,,,,,,,,,,,,,,,
119,Holland,Ireland,Milan,Poland,the Island of the City,Norfolk Island,Leeward Island,the Inaccessible Islands,Scotland,flank,the Carribbee Islands,Island,Philip Island,New Zealand,,,,,,,,,,
120,Medway,Holloway,Lower Holloway,,,,,,,,,,,,,,,,,,,,,
121,WARWICK SQUARE,Macquarie Harbour,Port Macquarie,Macquarie,,,,,,,,,,,,,,,,,,,,
122,States,the Italian States,the Roman States,the united kingdom,Ah!—the United States,the united races,the United States,hesitated:—yes,the United Kingdom,,,,,,,,,,,,,,,
123,Wilmot,Cholmondeley,Almonry,Monroe,,,,,,,,,,,,,,,,,,,,
124,Pandean,Labrador,Oran,Panama,Pandora,,,,,,,,,,,,,,,,,,,
125,Berlin,Switzerland,Cumberland,Oberland,,,,,,,,,,,,,,,,,,,,
126,Saint Martin's-le-Grand,Saint Giles's,Saint John's,Plain,Saint Joanna,Mint,Saint James's,Saint Paul's Churchyard,Saint David's,Spain,Saint Sepulchre's,Saint,Saint Theodosia,,,,,,,,,,,
127,Stamford,Staffordshire,Stafford,Oxford,,,,,,,,,,,,,,,,,,,,
128,"house,—a","private,—in","nose,—""I'm","inmates,—a","debate,—a",,,,,,,,,,,,,,,,,,,
129,Marlborough Street,Harborough,Marlborough,Rottenborough Union,Rottenborough,Borough,,,,,,,,,,,,,,,,,,
130,Russia,Sellis,Russell,Brussels,,,,,,,,,,,,,,,,,,,,
131,Penitentiary,Peninsula,"presence,—I",Conscience,"justice,—I",Armenia,"penitence,—he",,,,,,,,,,,,,,,,,
132,Duchy,the Grand Duchy,Strand,Grand Duchy,,,,,,,,,,,,,,,,,,,,
133,Norfolk,Beaufort,Tilbury Fort,Fort,Frankfort,Throgmorton,fortin,,,,,,,,,,,,,,,,,
134,"affectation,—in","reflections,—or",information.—'He,Constitution Hill,Lyons,"institutions,—in",,,,,,,,,,,,,,,,,,
135,Sultan,Satan,Metropolitan,Neapolitan,Titan,,,,,,,,,,,,,,,,,,,
136,Bordeaux,Beaumont,beaux,,,,,,,,,,,,,,,,,,,,,
137,Woolwich,Greenwich,Greenwood,,,,,,,,,,,,,,,,,,,,,
138,Rome,Nibsomest,Someot,,,,,,,,,,,,,,,,,,,,,
139,po,Portsmouth,po-shay,ha'porth,Port,,,,,,,,,,,,,,,,,,,
140,Havannah,Transylvania,Dejanira on,Vanity,,,,,,,,,,,,,,,,,,,,
141,St. Patrick,Old Saint Pancras,St. Pancras,,,,,,,,,,,,,,,,,,,,,
142,Katharine,Harpy,Wharf,Charlotte,Spring Gardens,"mourning,—Richard",Charing,,,,,,,,,,,,,,,,,
