cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11
47,Jeacquet,Oli,ÿ«—,ques—,,,,,,,,
48,maawugaÿàæ_;ÿ,Save2Ëveùs,savoir—,Savoyard,,,,,,,,
49,J,æoye_p,"ÇéEa_ÿ,_'-",B,,,,,,,,
50,murs.-,atten—,Beur,gigotteurs—,.‘ç',Frotte,,,,,,
51,Adonc,v;pmcgz,"S
E",Perpétue,per labz‘a,,,,,,,
52,Rose n’,-—.,là',Rose,Bose,"Rose,.dit",gros—,Fùt,,,,
53,zw,.-f.-,Vans,ï L,".--,—.",,,,,,,
54,Y-7,Maman,cama—,Manot,Jamais,,,,,,,
55,41—,Çä,Nl”,æ——,®e‘tu 'n’,—'-,T.—,,,,,
56,Ëêü“Wwwr,JŒ,"A,“",,,,,,,,,
57,n’,muss—,C,"-«.-.«,»w_,æw",I,,,,,,,
58,Morlinco‘urt,.;‘.-î-,Morlinval,"curé deMorlin—
court",à_Morlincourt,pe+,Morlincourt,linéameutsd6,,,,
59,L’,b—,"quoi—

qu’",moi—-,d’,choi—,,,,,,
60,fl,Pierre—Louis Gosseu,maîtresse}. Pierre,È,serre1,,,,,,,
61,.-—-,T-:'FT”ü,PQ‘ÆSË‘Ê,ler,i=?‘îËñîgîâ 3.— i,Alerte-,qü’,"ba- -
*biller ma",,,,
62,5Î-r .-,.v,v.——,l‘or,ÏÊ,@d9nç,f|—,,,,,
63,Er,petiote,CONSCRIPTION,Ë,tiote,,,,,,,
64,M,orga—,125,Faut,,,,,,,,
65,.__.___-,Q,".,-___",.____,Füt—ce,f—_.____,Fv.___—ÿr,,,,,
66,tîsserand,grande—,Céran,grands—,,,,,,,,
67,"Ver—

- ”\-",- -,déve—,"per audi—

- -«",- - d,,,,,,,
68,hu-,Paris,"P‘

— Par",Parisien,Parisiens,N-.M‘æ“\—nu,.'£-'è—,,,,,
69,As,Voilà,Voilä,A I,Mevoilà,V’,,,,,,
70,-*m,‘m.——-—'m,calme—,A,,,,,,,,
71,Franz‘e,tran—,Crois,Fran—,gran—,"Fran—
ciers",,,,,,
72,mr—ﬁùw,réserve de monsieur,._'d,réserve des furolles,Allez,,,,,,,
73,Mæsse,Bassette,Base,Basset,Cassiopée,Assis,expli—,MAIBESSE,Basstnrez,,,
74,colonne Vendôme,._-,Bonnets,jusqu’,sonne—,donné—,,,,,,
75,—— Faut,Ïnarié,Maria,usqu’,,,,,,,,
76,.1-,Sufﬁt,A J.;.,"z.;,_f",,,,,,,,
77,Venez,ressouvenez—,V‘nez,,,,,,,,,
78,.l,"Bpse,{.ÿ",‘Î.f,v-,u-1,,,,,,,
79,laisser—,"guérissegl

Çe","Clarisse

Manot",Clarisse,®,,,,,,,
80,dragon,l«———a,pée,.«—1_———_-.—7Ë7—1r—_——.—7—7'—19—“,s’,A.c_'_——I&———u,‘tp,———-,,,,
81,"Saint—
Brunelle",Brunelle,"cabaretière de Saint—
Brunelle",Saint-Brunelle,Saint—anelle,l‘a,Saint—Brunelle,,,,,
82,.”sz J,.'2,ta.—,,,,,,,,,
83,.q-._-,on.—,Pauvre,.;__,Mon pauvre ﬁoul,,,,,,,
84,Tachons,oÏLl,histoire—,Bonsoir,CBLLIEB,,,,,,,
85,\,J’,.d,,,,,,,,,
86,pren—,Comprenez,compren—,,,,,,,,,
87,Î,III 1:5,gr -»«_—.,buis,,,,,,,,
88,so—,II,.:“,TA‘M,Êçnt,,,,,,,
89,Tournez,ÎJ,Tour,,,,,,,,,
90,"G-FQ——\l,.m",æst-tœ,état,,,,,,,,,
91,Bérénice,v-w——,Alger,"ot—""w",masoarades,,,,,,,
92,Écoutez,senæncieuse—,Houses,couseuses,,,,,,,,
93,char—,chau—,chancetés,chacun—,,,,,,,,
94,".,","brava—
cherie",brava—-,brava—,,,,,,,,
95,j’,calomnia—,".‘.:.L.‘ “'

—-.'.—",s‘àüi‘â.îtllè,,,,,,,,
96,b0nnet blanc,Cachez,montagne blanche,,,,,,,,,
