cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12
25,sa.—,.—ÎL,T.—,ta.—,TA‘M,l.âiïJÏ.—.Ü.Ë,d’,"f:""_ü",,,,,
26,A,indiffé—,dandi—,endi—,næûæ‘W,Dizy,.|.I.IDUIŒÏË,m’y endur—,endoc—,Vêndœ,l‘indi-,,
27,mitan,An--,ANT,gouaillant,montagne blanche,Vans,Êçnt,siŒotant,,,,,
28,Votre,quatre—,UAJ,quatre—vingts,,,,,,,,,
29,"recom—
mandé?",recom—,51,,,,,,,,,,
30,Morlinco‘urt,"curé deMorlin—
court",Morlinval,Morlincourt,à_Morlincourt,Écoutez,linéameutsd6,couragement,Y-7,,,,
31,.,ÿ«—,s«—i,,,,,,,,,,
32,atten—,Viens,bien—,vien—,Beviendront,Vieux,,,,,,,
33,grands—,grande—,tîsserand,,,,,,,,,,
34,M{r,w -.-,4-.-.,N-.M‘æ“\—nu,4--_,"-«.-.«,»w_,æw",c-.--,,,,,,
35,m’,M’,.1-,,,,,,,,,,
36,brava—-,brava—,ména—,"brava—
cherie",trav aille1,,,,,,,,
37,Norine,Norine s’,s’,brin,"Norine !

Pauvre jeunesse!",,,,,,,,
38,pren—,compren—,Ç’,Comprenez,,,,,,,,,
39,concur—,Tour,tour—,aujour—,Tournez,cœur—,débour—,pour—,,,,,
40,"reconnais—
o.",reconnais—,recon—,,,,,,,,,,
41,Çh_æmvriers,Æmuie,Wær,Riez,.'_‘eherie,guérir-a. _,Jugez,broiriez-vousP,Rime,,,,
42,ÎJ,Voilä,Mevoilà,Voilà,là',Feuil-,,,,,,,
43,PQ‘ÆSË‘Ê,v.ü;ä,ÏÊ,æst-tœ,Î’,MST-M,,,,,,,
44,JŒ,l*épidémjg,répondez,rendez—,répon—,,,,,,,,
45,Jeacquet,Jean—,Afàl,Jeanneton,Jean—Glande,Jean—Claude,,,,,,,
46,.«—1_———_-.—7Ë7—1r—_——.—7—7'—19—“,A.c_'_——I&———u,l«———a,m.œ:-——,———-,"G-FQ——\l,.m",æ——,‘m.——-—'m,v.——,,,,
47,Jàd4n,moi—-,choi—,Ch,expli—,ép!uché,Tachons,,,,,,
48,Crois,-4_,buis,Sois,histoire—,so—,Bonsoir,,,,,,
49,fl,ësflàz,,,,,,,,,,,
50,"V""'Wﬁw",petiote,tiote,,,,,,,,,,
51,Avez,AVGb,av…,Save2Ëveùs,,,,,,,,,
52,Plæ,deuxièmemeht,pleu—,bégueu—,déjeu—,,,,,,,,
53,J’,j’,,,,,,,,,,,
54,zw,chacun—,chau—,épau—,psau—,char—,beau—,,,,,,
55,.täLﬂ—,IÇ,hiçgt,®,,,,,,,,,
56,Maria,laisser—,Ïnarié,Clarisse,dC—,Fùt,41—,"Clarisse

Manot","guérissegl

Çe",r'=,,,
57,colonne Vendôme,Bonnets,b0nnet blanc,sonne—,donné—,,,,,,,,
58,role,Oli,Le soleil,,,,,,,,,,
59,A I,A J.;.,"z.;,_f",J—3—“J.,.”sz J,,,,,,,,
60,"M,9_N v.u",Pauvre,Mon pauvre ﬁoul,,,,,,,,,,
61,"Saint—
Brunelle",Saint-Brunelle,"i""a",Saint—Brupçue,Saint—anelle,—elle,Brünelle,"cabaretière de Saint—
Brunelle",Saint—Brunelle,journelle—,Brunelle,,
62,Adonc,dragon,on.—,—on,bâton,Toinon,M_ON,CONSCRIPTION,,,,,
63,Ù\,pré Brugnon,f|—,couvent Brugnon,,,,,,,,,
64,"m1

.f_",i=?‘îËñîgîâ 3.— i,"Î:-"".f",‘Î.f,,,,,,,,,
65,PBIÈRE,ﬁère co‘ujme‘ A;rtaban,épieière,chanvrières,A-,,,,,,,,
66,.va_.,_,.v,,,,,,,,,,
67,Füt—ce,"ot—""w",Pat—\,débat—,,,,,,,,,
68,entor—,Sortez,l‘or,Mor—,mgr—{t,mr—ﬁùw,Por—,morali—,,,,,
69,la France,demi—franc,chancetés,France,franciers,125,,,,,,,
70,-*m,È,aix,ix,,,,,,,,,
71,hu-,u-1,,,,,,,,,,,
72,atté—,État,Satané,état,,,,,,,,,
73,orga—,de-Nom,du Nord,Norri-de—Nom,f,Nord,,,,,,,
74,CBLLIEB,Cel-,Cellier,,,,,,,,,,
75,ressouvenez—,V‘nez,Venez,,,,,,,,,,
76,Gens,Sent,Sens,Nl”,Tiens,,,,,,,,
77,V’,\,,,,,,,,,,,
78,Jamais,Mah,demi—mal,cama—,Maman,Lambin,Manot,maawugaÿàæ_;ÿ,,,,,
79,.:_n:r,Ë,.:,.:“,,,,,,,,,
80,pe+,déve—,reve—,pe—,,,,,,,,,
81,——._,b_—_._,._.“-—4,Î,.q-._-,._—,._'d,._-,._,,,,
82,5Î-r .-,".--,—.",F{:.-,.;‘.-î-,.-f.-,.-—-,murs.-,b—,,,,,
83,-_'4‘1,"ÇéEa_ÿ,_'-",—'-,,,,,,,,,,
84,Cachez,calomnia—,caba—,ca,calme—,,,,,,,,
85,P,S,W,,,,,,,,,,
86,Î_—,-—.,gr -»«_—.,,,,,,,,,,
87,ﬁon VILLAGE,brillam—,.*rq,VÎLLACE,"q'ﬁy—j

'

72 MON VILLAGE",-VILLAGE,"Î_M‘ j

MON VILLAGE",veillée,ù0N VILLAGE,VILLAGE,VILLAGB,,
88,Cassiopée,Agréez,Désirée,T’,pée,péti—,,,,,,,
89,embar—,Bemblay,s’arra—,l‘a,l‘embarras,,,,,,,,
90,v;pmcgz,Céret,Sufﬁt,Figurez,Sure,,,,,,,,
91,Paris,Parisiens,Sitôt,"P‘

— Par",Parisien,,,,,,,,
92,",“","A,“",-,,,,,,,,,,
93,trou—,boule—,boursi—,ajou—,vou—-,nu—,çoup,bou—,"P.Èg""e Boux",,,,
94,"Fran—
ciers",gran—,tran—,Céran,Fran—,Franz‘e,,,,,,,
95,Devinez,sède,Vaise,glise,Devise,B,,,,,,,
96,Allez,L.‘;Q.ù‘lll-,oÏLl,À Î—YÏLLZ& :-,s‘àüi‘â.îtllè,all I‘ll,,,,,,,
97,masoarades,Assis,m’as—tu,Las,As,,,,,,,,
98,Faut,—— Faut,,,,,,,,,,,
99,"S
E","È""{'f",T-:'FT”ü,,,,,,,,,,
100,"Bpse,{.ÿ",Rose n’,.d,"Rose,.dit",qü’,gros—,Bose,Rose,,,,,
