cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18
45,n’,ﬂ!tuM‘ W,®e‘tu 'n’,‘tp,,,,,,,,,,,,,,,
46,Çh_æmvriers,Jugez,.'_‘eherie,41—,Rime,Æmuie,Riez,guérir-a. _,broiriez-vousP,T’,,,,,,,,,
47,juré,Figurez,Beur,Sure,Sufﬁt,Céret,,,,,,,,,,,,,
48,‘_.‘\-mni\t,.v,V_.,".—_.,__.4",.va_.,,,,,,,,,,,,,,
49,r'=,petiote,gigotteurs—,tiote,"ot—""w",Frotte,,,,,,,,,,,,,
50,b0nnet blanc,51,Jeacquet,Ë,Bonnets,Jeanneton,sonne—,donné—,,,,,,,,,,,
51,"M,9_N v.u",v.ü;ä,@d9nç,,,,,,,,,,,,,,,,
52,.__.___-,".,-___",.—__-_Q.,.____,f—_.____,.;__,Fv.___—ÿr,,,,,,,,,,,,
53,Sitôt,Paris,"P‘

— Par",Parisien,Parisiens,,,,,,,,,,,,,,
54,grande—,Céran,tran—,grands—,Fran—,gran—,graines,"Fran—
ciers",,,,,,,,,,,
55,qùelquæï,Çqu',"quoi—

qu’",jusqu’,qu’,usqu’,ques—,,,,,,,,,,,,
56,-_'4‘1,—'-,"ÇéEa_ÿ,_'-",,,,,,,,,,,,,,,,
57,ﬁère co‘ujme‘ A;rtaban,l*épidémjg,PBIÈRE,épieière,chanvrières,,,,,,,,,,,,,,
58,Le curé de,f,réserve de monsieur,role,_,C,réserve des furolles,,,,,,,,,,,,
59,Mæsse,Bassette,Base,M{r,Basset,Assis,Basstnrez,,,,,,,,,,,,
60,Ëêü“Wwwr,Feuil-,deuxièmemeht,Plæ,déjeu—,Le soleil,pleu—,expli—,,,,,,,,,,,
61,m’as—tu,"i""a",m’,M’,,,,,,,,,,,,,,,
62,franciers,Bérénice,demi—franc,Franz‘e,la France,chancetés,Füt—ce,France,,,,,,,,,,,
63,J—3—“J.,.”sz J,A I,A J.;.,"z.;,_f",,,,,,,,,,,,,,
64,colonne Vendôme,Devinez,Save2Ëveùs,Avez,Venez,ressouvenez—,V‘nez,,,,,,,,,,,,
65,glise,laisser—,Ïnarié,"guérissegl

Çe","Clarisse

Manot",Clarisse,A-,Devise,,,,,,,,,,,
66,brillam—,ﬁon VILLAGE,ù0N VILLAGE,VILLAGB,"q'ﬁy—j

'

72 MON VILLAGE",-VILLAGE,veillée,"Î_M‘ j

MON VILLAGE",VILLAGE,,,,,,,,,,
67,Q,ix,aix,,,,,,,,,,,,,,,,
68,Ëïüﬂîæi,,,,,,,,,,,,,,,,,,
69,Morlinco‘urt,Morlinval,"curé deMorlin—
court",à_Morlincourt,Morlincourt,Sortez,linéameutsd6,,,,,,,,,,,,
70,"Saint—
Brunelle",journelle—,Brünelle,—elle,ﬁllettes de Saint—,Brunelle,"cabaretière de Saint—
Brunelle",Saint-Brunelle,Saint—Brupçue,Saint—anelle,Saint—Brunelle,,,,,,,,
71,sa.—,.—ÎL,.—_ML_A,ta.—,TA‘M,T.—,,,,,,,,,,,,,
72,Bemblay,As,Lambin,Las,,,,,,,,,,,,,,,
73,pren—,Comprenez,recom—,compren—,,,,,,,,,,,,,,,
74,beau—,M,Pauvre,épau—,psau—,Mon pauvre ﬁoul,,,,,,,,,,,,,
75,æoye_p,savoir—,Savoyard,,,,,,,,,,,,,,,,
76,.:_n:r,.:“,.:,,,,,,,,,,,,,,,,
77,s«—i,ÿ«—,,,,,,,,,,,,,,,,,
78,MST-M,PQ‘ÆSË‘Ê,æst-tœ,,,,,,,,,,,,,,,,
79,.'2,ÎÊ-',.'£-'è—,,,,,,,,,,,,,,,,
80,muss—,V0us,senæncieuse—,Pierre—Louis Gosseu,Vénus,Houses,couseuses,,,,,,,,,,,,
81,ména—,av…,"brava—
cherie",trav aille1,brava—-,AVGb,brava—,,,,,,,,,,,,
82,"G-FQ——\l,.m",m.œ:-——,v.——,l«———a,æ——,——._,‘m.——-—'m,.«—1_———_-.—7Ë7—1r—_——.—7—7'—19—“,A.c_'_——I&———u,P,———-,,,,,,,,
83,dandi—,indiffé—,endoc—,Vêndœ,l‘indi-,Dizy,endi—,,,,,,,,,,,,
