cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13
22,hagen—,A,Ken—,Carthage,,,,,,,,,,
23,inquié—,Pé-,seîl,acquiesce—,Egypte,Quisis,,,,,,,,
24,singe—,ge—,L’,age—,juge—,CIÊnÇn,,,,,,,,
25,souviendrai l,vie—-,vie?Je,"Buf-
faso",,,,,,,,,,
26,vrai—,prai—,prai11es,9.bf,,,,,,,,,,
27,États,État,États-Unis,États Barbaresques,,,,,,,,,,
28,Rio Gila,Bio Gila,Aguilar,r—,,,,,,,,,,
29,l’Europe,l'Europe,Europe,Etats Europç_ens,expé—,38vçl,,,,,,,,
30,l‘agonie,agonie,L‘AlKKA‘SAS,,,,,,,,,,,
31,Docteur,malheur—,douceur1,Créateur,serleursnoms,,,,,,,,,
32,Giants mexicains,Mexicains,Mexico,Délicate,camp des Mexicains,Mexicaine,,,,,,,,
33,négli—,Oli—,Ml3,appli—,civili—,,,,,,,,,
34,jeun,égra—,libéra—,fera—,tempéra—,confédéra—,ﬁ2,,,,,,,
35,aban—,ban—-,abat—,mornes,ban—,n’aban—,,,,,,,,
36,Peaux Rouges,rivière Rouge,Derrière,U,Es,,,,,,,,,
37,Ai-,ai-j e bien parlé,Quai-,ai-j e,,,,,,,,,,
38,j’ai dit,MAUDIT,enïet,,,,,,,,,,,
39,très—,mar—,martyrs—,Marlene,débar—,marmara,,,,,,,,
40,engag—,"II

L’",Luz l’,,,,,,,,,,,
41,Gymnase,Reculerais,Vais,devais—,sais,,,,,,,,,
42,plus—,caus—,réus—,refus—,haus—,,,,,,,,,
43,VI,.0,,,,,,,,,,,,
44,caba—,Ba—,,,,,,,,,,,,
45,M8,destitu—,Est,Habitués,Études,,,,,,,,,
46,Vali6rs,AliKARSAS,Italie,australie,,,,,,,,,,
47,quel—-,quel—,réel—,mée,Quels,,,,,,,,,
48,appr—,s’appr—,n’,eû‘approche,s—,s’ac—,,,,,,,,
49,Hommes,Femme,somme,Victimes,Sommes,,,,,,,,,
50,Nord,Cordoue,réun—,nishiunorbay gomez,,,,,,,,,,
51,feuill—,seuil—,la feuillée,Ill—8,,,,,,,,,,
52,au-,"II

LE JUGEMENT",Simplement,Vivement,G,tourment—,äätñl,,,,,,,
53,reconnaî—,recon—,reconnu—,Ca—,recomman—,,,,,,,,,
54,GRANDS CHEFS,Grand Chef des Auras,Grand Chef des,d’,Où,Grande,eﬂ‘ray,,,,,,,
55,s’,m’,gie,tisfaît,,,,,,,,,,
56,Ehl,Iéguer,guer-,guer—,vo,Slt,guet—à—pens,vaqueras,,,,,,
57,vieux chas—,audacieux—,chas—,Nul n’,Abbas—«ad,Vieux Chêne,Baht,,,,,,,
58,transi—,fran—,"fran—

302 LES",Français,étran—,l‘infra-,s’arran—,,,,,,,
59,"Ca—
nadine",obligeât,Canadien,Canadienne,ganado,,,,,,,,,
60,ﬂèches,Apaches,machete,,,,,,,,,,,
61,ESpa—,Espagnols,L‘Espagne,espè—,Espagne,besogne,magni—,lil-12,d’Espagne,,,,,
62,Scotté le'gras,letras,Auras,Scotté,,,,,,,,,,
63,Pariﬁque,océan Pariﬁ-,Partez,h51,paris—,Pardieul,,,,,,,,
64,pressentirl’appr—,resse—,presse—,Pres,SUBI‘S,empresse—,ressent—,expres—,pressenti—,,,,,
65,Providence,La Providence,rience,,,,,,,,,,,
66,convoiîse,convaicu,Incas,Convaincu,Vaincue,,,,,,,,,
67,Assis,Assiniboz‘s,Russie,Mississipi,,,,,,,,,,
68,Phébé,ar-,avide—,timide—,rapide—,évide—,,,,,,,,
69,Folle,"s’écria—
t—elle radieuse",réelle—,—elle,bois—chandelle,selle,G“£PUBLI,,,,,,,
70,gre,Est—ce,Qu‘est,ho—,l‘Ouest—,Eh !,est—-,,,,,,,
71,Bafaël jusqu’,Bafaël,Rafaël,,,,,,,,,,,
72,prison—,maison,maianza,venaison,,,,,,,,,,
73,manche,Rome,la manche,Romanches,Comanches s’,Romanche,Les Romanches,piste des Comanches,Comanches,Roman-,"Roman—
ches",enchevê—,Comanche,Les Comanches
74,—— C’,no—,physiono—,grigno—,,,,,,,,,,
75,philo—,philoso—,chili,bi—,,,,,,,,,,
76,"ha-

seine",Peinture,sein—,grand’peine,,,,,,,,,,
77,exté—,inté—,mysté—,,,,,,,,,,,
78,Utique,Afrique,l’Afrique,Mexique,,,,,,,,,,
79,anti—,entiére—,entiè—,enten—,gentil—,senti—,sentinel—,,,,,,,
80,bris—,s‘amollir,suis—,remplis—-,puis—,gr,pis—-,,,,,,,
81,ilfr,rue de I‘Ahl,cathédrale de Mexico,golfe de Cali-,Mezcal,piste des jaguars,,,,,,,,
82,Congrès,conﬁnée,contem—,,,,,,,,,,,
83,Chinois,Russe jusqu‘au Chinois,causècut,chine,,,,,,,,,,
84,hacienda del Milagro,colo—,cienda,"hacienda del
Milagro",,,,,,,,,,
85,liège,Cette,hutte,Mettez,atten—,grotte,,,,,,,,
86,tète,la France,La France,Hier,France,Puissance,esPérance,,,,,,,
87,suez,Aigle ﬁt allumer du feu,AIGLE,Aigle,reﬂet,Az‘gle,aigle,,,,,,,
88,Combien,combat—,Comen-,Aiétiﬂ.lti,com—-,,,,,,,,,
89,Babillard,Babillard s’,Babillard n’,Babil-,,,,,,,,,,
90,consola—,consent—,"circonstance—

330 LES TR",ln,consi—,consé—,circonstance—,,,,,,,
91,surveill—,Vieille,Veillerai,reille,Familles,la-S.,,,,,,,,
92,"hé-
las!","A gui-
lar",,,,,,,,,,,,
93,attendrisse—,mugisse—,suisse,Laisse,rm,,,,,,,,,
94,TUE,Tuez,Oui,,,,,,,,,,,
95,L‘ÀÎiMAGES,"sau—
Pages",Sauvée,,,,,,,,,,,
96,—- Maintenant,SAINT—DENYS,mainte—,SAINT-PRIEST,,,,,,,,,,
97,mélanco—,Lannée,Blancs,Les Lancers,ancê—,,,,,,,,,
98,dire—,re—,légère—,,,,,,,,,,,
99,reﬂet bleuâtres,su1s,"au-
tre",nétrer,trente—,L‘autre,,,,,,,,
100,dépos—,la postes—,POST-FACE,un-8,,,,,,,,,,
101,Américains,améri—,Américaine,Américaines,,,,,,,,,,
102,État de Sonora,sonora heureuse,Maxi—,senora,Sonora,Ghimborazo,honora—,Sonore,,,,,,
103,l’-,Lorsqu‘on,lors—,hors—,,,,,,,,,,
104,échan—,chan—,enchan—,,,,,,,,,,,
105,—- Oh !,—- Ooouhl,—- C’,—- O,.,,,,,,,,,
106,éloi—,Cà,loin—,Loin,s’éloigne,,,,,,,,,
107,la fait—,dé—,subite—,parfaite—,ge,Faites,Parfaitement,,,,,,,
108,Vienne,ﬁt Kennedy,enne—,,,,,,,,,,,
109,e—,Amé—,camé—,,,,,,,,,,,
110,Elzsz‘s,zz‘s —,,,,,,,,,,,,
111,végéta—,in-l2,indompta—,strata—,atta—,,,,,,,,,
112,Prends,reprend—,repr—,prend—,repré—,,,,,,,,,
113,L‘on,l‘on,,,,,,,,,,,,
114,"résis—
ter",saisis—,résolu—,résis—,rési—,,,,,,,,,
115,semblaientmet—,gaie—,pép‘an,remet—,avaientà,,,,,,,,,
116,grave—,griève—,préve—,reve—,vive—,I,,,,,,,,
117,volez,viole—,role,,,,,,,,,,,
118,apporte—,impor—,appât,support—,dévote—,,,,,,,,,
119,sentra,A1’entrée,entraîne—,s’entr’ouvrirent douce—,intra—,,,,,,,,,
120,Voyez,Moyen Age,Moyen,,,,,,,,,,,
121,mer Noire,"mâ—
choire",provisoire—,,,,,,,,,,,
122,Venue,aven—,Venez,Imprimerie Êminins‘r Maven,,,,,,,,,,
123,eﬁ”aprés,préoc—,acci—,préci—,L——,préfé—,,,,,,,,
124,occupa—,compléte—,Accompagnera,compa—,impa—,Compagnon,incompréhenri—,compl—,,,,,,
125,vigoureuse—-,Syracuse,H,vigoureuse—,silencieuse—,alfectueuse—,breuse,respectueuse—,soucieuse—,,,,,
126,Caballero,ler,L‘Allemagne,caballero—,,,,,,,,,,
127,répin—,Répondez,répu—,,,,,,,,,,,
128,appa—,appara—,Parall,cara—,appar—,Veloppa,,,,,,,,
129,Nou,NO Eusébio,Enﬁn,Nô Eusébio,,,,,,,,,,
130,ISRAÉL,ISR,disra—,,,,,,,,,,,
131,reti—,ré—,retiré—,reto—,,,,,,,,,,
132,Vue,MB,S,arrê—,Arrêtez,arrètè—,vos—,,,,,,,
133,bro—,pronon—,bron—,la ronde,,,,,,,,,,
134,arrivè—,Arrivés,arrière—,,,,,,,,,,,
135,rassur—,Rassurez—vous,assur—,so—,suré,ÈU,assu—,,,,,,,
136,demanda-til,Demain,demanda—,dénoû—,,,,,,,,,,
137,a—,s’écoula,Hâtez,écoutez—,décou—,Écoutez,Tout,,,,,,,
138,Sebastopol,Comment,emmen—,commen—,Commençons,,,,,,,,,
139,lit—12,m—12,lil—12,ici—12,k19,.la',,,,,,,,
140,Iii—12,Iii—8,iii—S,J,‘2v.m—8,Oc,,,,,,,,
141,murmu—,Vertige,Ver,Vert de gris,grotte du vert de gris,,,,,,,,,
142,aper—,imper—,,,,,,,,,,,,
143,l'Amérique du Sud,du gé—,Amérique,nes de l’Amérique,Amérique du Sud,Amérique du Nord,l’Amérique,,,,,,,
144,Visages pâles ont-—,visi—,Usages,Visage,Isa,,,,,,,,,
145,"TRAPPEURS

— Son",trap—,TBAPPEUPtS,TRAPPEURS,"TRAPPEURS

Dés",trappes,"TRAPPEURS

— Rien",géné—,,,,,,
146,Confédération,mayorat_s’,Diplomatie,Rations,,,,,,,,,,
147,Ouaktehuo,ja—,couar—,Ouaktehno,D‘ici,,,,,,,,,
148,brous—,Co—,mouss;x,soup—,sousﬂant,sous—,,,,,,,,
149,Merced,Merci,,,,,,,,,,,,
150,Tait,"for—
tin","capi—
taine",G3PITAINE,,,,,,,,,,
151,péon,nè—,bouil—,oeil—,oeil,meil—,,,,,,,,
152,l‘Angleterre,Albacete,&,terre,Sierra Madre,Angleterre,terri—,sang—,,,,,,
153,maître—,vingt—,contre—,quatre—vingts,Divinité,,,,,,,,,
154,hale—,Armés,Naples,peut—,facile—,peuple—,,,,,,,,
155,cher—,torche,cher,281,Tâchez,Hermosillo,Chercher,,,,,,,
156,rue du Rosaire,Salvator Rosa,calle del Rosario,,,,,,,,,,,
157,AUBENAS,Eshis,payshik artwwaay winnie tercushenan,,,,,,,,,,,
158,"possé—
daient",dissé—,poss—,possé—,,,,,,,,,,
159,Tli\5—gr0s,Palm‘es,Turcs,"Palais et
Apaches",lais—,Anglais,"palais
qu’",Palais,laissons—,palais qu’,,,,
160,"la—

ble",impla—,la—,pir,Yankees,,,,,,,,,
161,exclamaüon,class—,éclair—,l‘éclat,clair—,,,,,,,,,
162,Leperos,Plateros,repens—,lepero,,,,,,,,,,
163,déses—,Les,ques—,bles—,bless—,"percepti—
bles",,,,,,,,
164,Antiquite,"conduit—
sit",conduit—,"quit—
ter",quit—,,,,,,,,,
165,effroya—,voya—,,,,,,,,,,,,
166,enﬁd,c—,,,,,,,,,,,,
167,alïaires,cœnavireé,Adversaire,aiÏaire,,,,,,,,,,
168,5rr,immédiate—,immé—,Diator,immédia—,,,,,,,,,
169,WRANGEL,"États de Durango '
et de Guadalaæw*a",États de Durango,Durango,,,,,,,,,,
170,palan—,mélan—,plan—,,,,,,,,,,,
171,L‘ABKANSÆ,L'ABKAN3AS,L‘ABKAN,,,,,,,,,,,
172,Les_Delawares,respect—,Vipères,Cordillères,s‘cadres-,,,,,,,,,
173,"Cœur

DE L‘ARKANSAS",ARKA\SAS,Arkansas,DE L‘ARKANSAS,ARKANSAS5,L‘ARKANSAS5,L‘ARKANSAS,L‘ARkANSAS,,,,,,
174,beau—,l—,Tri—,"favori—
ble",favori—,Bravo,,,,,,,,
175,campana,Cerro,Cerro de la campana,,,,,,,,,,,
176,s’échapper,hap—,échap—,,,,,,,,,,,
177,fantasy—,gigantes—,atTrayante,Quarante,mantes,,,,,,,,,
178,Pumas,IV,alluma,détouma,uma,in,,,,,,,,
179,insist—,Sins,chot,insu—,ins—-,,,,,,,,,
180,silien—,clientœres,Mocksens,Tiens,Liens,,,,,,,,,
181,mune,Jeunes,rêt,lune,Lune,,,,,,,,,
182,Les États—Unis,Unis,États—Unis s’,Eh,États—Unis,,,,,,,,,
183,chagrin—,princi—,prin—,,,,,,,,,,,
184,butﬁes,fai—-,pri—-,lui—-,,,,,,,,,,
185,geléra1,"géné—
ral",néral,,,,,,,,,,,
186,celavaut,wigan—,avan—,La Havane,,,,,,,,,,
187,Passé,surpass—,pasto,Pas,,,,,,,,,,
188,Caspita,Jupiter,"de
Jupiter",,,,,,,,,,,
189,probable—,Visible,impassible—,paisible—,,,,,,,,,,
190,priva—,Vivant,Vivaéeté,,,,,,,,,,,
191,pays qu’,jusqu’,qu’,,,,,,,,,,,
192,occupons—,plongé—,lons,,,,,,,,,,,
193,roger,Alger,"dan—
gers",ger,,,,,,,,,,
194,oligar—,Oli,solitu—,,,,,,,,,,,
195,Regardez,Bermudez,.—ÆÈÊ—icæœ,Ou,regard—,C’,gard,Gardez,,,,,,
196,assezlourd,Leschasseurs,CHASSEURS,,,,,,,,,,,
197,sour—,pour—,tour—,parcour—,mur—,four—,,,,,,,,
198,"Ÿ

DE L’ARKANSAS","atta—

DE L’ARKANSAS","Providence

DE L’ARKANSAS","va—

DE L’ARKANSAS",,,,,,,,,,
199,déter—,interrog—,ac—,conter—,l‘inter-,inter—,,,,,,,,
200,cou—-,sou—-,vou—,vou—-,,,,,,,,,,
